000000018a5d0040 (__TEXT,__const) non-external _A1_Table
00000001eeea05c0 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
000000018a3fdfd8 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00000001eeea0620 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
000000018a3fce10 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
000000018a3fd134 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
000000018a1dd758 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
000000018a1cac80 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
000000018a3f397c (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
000000018a3f3960 (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
000000018a3f3954 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
000000018a3f396c (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
000000018a1cf5fc (__TEXT,__text) non-external _vImageConverter_Init
000000018a1e595c (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
000000018a3f333c (__TEXT,__text) external _vImageConverter_Print
000000018a1ddcec (__TEXT,__text) external _vImageConverter_Release
000000018a3f3324 (__TEXT,__text) external _vImageConverter_Retain
000000018a2787cc (__TEXT,__text) non-external (was a private external) _vImageConvolve
000000018a27b124 (__TEXT,__text) external _vImageConvolveFloatKernel_ARGB8888
000000018a279d5c (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
000000018a27b6dc (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
000000018a2e9070 (__TEXT,__text) external _vImageConvolveWithBias_ARGB16F
000000018a27aa0c (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
000000018a27ba74 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
000000018a2e8b14 (__TEXT,__text) external _vImageConvolveWithBias_Planar16F
000000018a1de8d4 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
000000018a27a4a8 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
000000018a2e9068 (__TEXT,__text) external _vImageConvolve_ARGB16F
000000018a27a968 (__TEXT,__text) external _vImageConvolve_ARGB8888
000000018a27b65c (__TEXT,__text) external _vImageConvolve_ARGBFFFF
000000018a2e8b04 (__TEXT,__text) external _vImageConvolve_Planar16F
000000018a1de88c (__TEXT,__text) external _vImageConvolve_Planar8
000000018a27a49c (__TEXT,__text) external _vImageConvolve_PlanarF
000000018a1e44ac (__TEXT,__text) external _vImageCopyBuffer
000000018a545744 (__TEXT,__text) non-external _vImageCopyBuffer.cold.1
000000018a411a3c (__TEXT,__text) external _vImageCreateCGImageFromBuffer
000000018a410d90 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
000000018a3210cc (__TEXT,__text) external _vImageCreateGammaFunction
000000018a411b8c (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
000000018a4118fc (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
000000018a411b80 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
000000018a411864 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
000000018a1d081c (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
000000018a1d0710 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
000000018a1d0a64 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
000000018a227acc (__TEXT,__text) external _vImageDecodeVectorHalf
000000018a1d4de8 (__TEXT,__text) external _vImageDeepmap2Decode
000000018a21df18 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
000000018a21e234 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
000000018a21e3c0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
000000018a21e37c (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
000000018a21e1e0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
000000018a21d5a4 (__TEXT,__text) external _vImageDeepmap2Encode
000000018a21dd38 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
000000018a1d5a50 (__TEXT,__text) external _vImageDeepmap2PixelSize
000000018a20b5f8 (__TEXT,__text) external _vImageDeepmapDecode
000000018a20b5e8 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
000000018a1f1f4c (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
000000018a1f20ac (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
000000018a1f27d4 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
000000018a20bb4c (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
000000018a20ab98 (__TEXT,__text) external _vImageDeepmapEncode
000000018a20b408 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
000000018a1f2f38 (__TEXT,__text) external _vImageDeepmapPixelSize
000000018a321304 (__TEXT,__text) external _vImageDestroyGammaFunction
000000018a381150 (__TEXT,__text) external _vImageDestroyResamplingFilter
000000018a2e2a1c (__TEXT,__text) external _vImageDetectIndicatorAlgorithmComputeScaFactor_RGBAFFFF
000000018a2e1e9c (__TEXT,__text) external _vImageDetectIndicatorAlgorithm_RGBAFFFF
000000018a2cffa8 (__TEXT,__text) non-external _vImageDiff_Planar8
000000018a314514 (__TEXT,__text) external _vImageDilate_ARGB8888
000000018a315b54 (__TEXT,__text) external _vImageDilate_ARGBFFFF
000000018a1e1f78 (__TEXT,__text) external _vImageDilate_Planar8
000000018a312ed4 (__TEXT,__text) external _vImageDilate_PlanarF
000000018a2d9a3c (__TEXT,__text) external _vImageDownScale_CbCr8
000000018a2d9410 (__TEXT,__text) external _vImageDownScale_Planar8
000000018a227558 (__TEXT,__text) external _vImageEncodeVectorHalf
000000018a545694 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
000000018a5456c0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
000000018a5456ec (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
000000018a2274e0 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
000000018a227520 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
000000018a227514 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
000000018a304d24 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
000000018a305660 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
000000018a30402c (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
000000018a304490 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
000000018a2ec444 (__TEXT,__text) external _vImageEqualization_ARGB8888
000000018a2ec784 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
000000018a2eb620 (__TEXT,__text) external _vImageEqualization_Planar8
000000018a2eb818 (__TEXT,__text) external _vImageEqualization_PlanarF
000000018a31410c (__TEXT,__text) external _vImageErode_ARGB8888
000000018a31574c (__TEXT,__text) external _vImageErode_ARGBFFFF
000000018a3121bc (__TEXT,__text) external _vImageErode_Planar8
000000018a312acc (__TEXT,__text) external _vImageErode_PlanarF
000000018a22da60 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
000000018a22d960 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
000000018a22db60 (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
000000018a41c180 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
000000018a41be48 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
000000018a41bb10 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
000000018a272018 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
000000018a230500 (__TEXT,__text) external _vImageFlatten_ARGB16U
000000018a202790 (__TEXT,__text) external _vImageFlatten_ARGB8888
000000018a22dc60 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
000000018a2309f0 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
000000018a22e434 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
000000018a22e198 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
000000018a22e96c (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
000000018a3490b4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
000000018a3497f0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
000000018a349c8c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
000000018a34a3c4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
000000018a34826c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
000000018a348a30 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
000000018a34a9d8 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
000000018a34afe0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
000000018a2722a4 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
000000018a230778 (__TEXT,__text) external _vImageFlatten_RGBA16U
000000018a1ef1c0 (__TEXT,__text) external _vImageFlatten_RGBA8888
000000018a22defc (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
000000018a230c68 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
000000018a22e6d0 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
000000018a320090 (__TEXT,__text) external _vImageFloodFill_ARGB16U
000000018a31ffd8 (__TEXT,__text) external _vImageFloodFill_ARGB8888
000000018a31ff24 (__TEXT,__text) external _vImageFloodFill_Planar16U
000000018a31fe70 (__TEXT,__text) external _vImageFloodFill_Planar8
000000018a2e40e4 (__TEXT,__text) external _vImageFreeTemplate_RGBAFFFF
000000018a321310 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
000000018a32242c (__TEXT,__text) external _vImageGamma_PlanarF
000000018a321664 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
000000018a2cfbd8 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
000000018a20f630 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
000000018a4119dc (__TEXT,__text) non-external _vImageGetCPUCount
000000018a411994 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
000000018a2d06d8 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
000000018a279d04 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
000000018a2e5160 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
000000018a316d7c (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
000000018a2dd394 (__TEXT,__text) external _vImageGetPerspectiveWarp
000000018a381140 (__TEXT,__text) external _vImageGetResamplingFilterExtent
000000018a1e6374 (__TEXT,__text) external _vImageGetResamplingFilterSize
000000018a205634 (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
000000018a2cf7e0 (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
000000018a5cf430 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
000000018a5cf43c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
000000018a5cf440 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
000000018a5cf44c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
000000018a5cf458 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
000000018a5cf46c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
000000018a5cf480 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
000000018a5cf49c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
000000018a3184c4 (__TEXT,__text) external _vImageHighEfficiencyAlphaBlend_ARGB8888
000000018a3175b0 (__TEXT,__text) external _vImageHighEfficiencyBoxConvolve_ARGB8888
000000018a31736c (__TEXT,__text) external _vImageHighEfficiencyBuffer_GetImageBuffer
000000018a316f5c (__TEXT,__text) external _vImageHighEfficiencyBuffer_Init
000000018a3172f8 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithImageBuffer
000000018a317110 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithPixelData
000000018a317310 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Release
000000018a317e94 (__TEXT,__text) external _vImageHighEfficiencyConvert_ARGB8888toPlanar8
000000018a3180dc (__TEXT,__text) external _vImageHighEfficiencyConvert_Planar8toARGB8888
000000018a317ab0 (__TEXT,__text) external _vImageHighEfficiencyConvolve_ARGB8888
000000018a317c54 (__TEXT,__text) external _vImageHighEfficiencyImageHistogramCalculation_ARGB8888
000000018a318324 (__TEXT,__text) external _vImageHighEfficiencyMatrixMultiply_ARGB8888
000000018a317524 (__TEXT,__text) external _vImageHighEfficiencyOperation_AsyncWait
000000018a317390 (__TEXT,__text) external _vImageHighEfficiencyOperation_Init
000000018a317584 (__TEXT,__text) external _vImageHighEfficiencyOperation_Release
000000018a3174cc (__TEXT,__text) external _vImageHighEfficiencyOperation_WaitUntilCompleted
000000018a317d10 (__TEXT,__text) external _vImageHighEfficiencyPermuteChannels_ARGB8888
000000018a318ce0 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_Planar8
000000018a318b28 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_PlanarF
000000018a318974 (__TEXT,__text) external _vImageHighEfficiencyPiecewisePolynomial_PlanarF
000000018a318664 (__TEXT,__text) external _vImageHighEfficiencyPremultipliedAlphaBlend_ARGB8888
000000018a318e98 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_ARGB8888
000000018a318fdc (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_RGBA8888
000000018a318804 (__TEXT,__text) external _vImageHighEfficiencyRotate90_ARGB8888
000000018a317908 (__TEXT,__text) external _vImageHighEfficiencySepConvolve_ARGB8888
000000018a31778c (__TEXT,__text) external _vImageHighEfficiencyTentConvolve_ARGB8888
000000018a319120 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_ARGB8888
000000018a319264 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_RGBA8888
000000018a1e40f4 (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
000000018a2e7778 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
000000018a2e5178 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
000000018a2e5cac (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
000000018a2eeb78 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
000000018a2ef2b0 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
000000018a2edc6c (__TEXT,__text) external _vImageHistogramSpecification_Planar8
000000018a2edeb0 (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
000000018a2e02d4 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
000000018a2dfc4c (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
000000018a2df904 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
000000018a2df57c (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
000000018a2dff94 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
000000018a2e02d0 (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
000000018a2e02cc (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
000000018a2dee18 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
000000018a2de9ec (__TEXT,__text) external _vImageHorizontalReflect_Planar8
000000018a2df244 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
000000018a3c0600 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
000000018a2d36dc (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
000000018a2d2d78 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
000000018a205a04 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
000000018a2dcaa8 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
000000018a3c011c (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
000000018a2da6e8 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
000000018a2da344 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
000000018a3c0b64 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
000000018a3bfb24 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
000000018a2d0b20 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
000000018a2d1474 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
000000018a3c0860 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
000000018a2d6b90 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
000000018a1f4a60 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
000000018a1e6ae0 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
000000018a2d4014 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
000000018a3c0394 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
000000018a2da7c8 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
000000018a2d672c (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
000000018a1ff718 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
000000018a3c0d7c (__TEXT,__text) external _vImageHorizontalShear_CbCrF
000000018a3bfeb8 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
000000018a2d49b0 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
000000018a2d5344 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
000000018a1fbfb0 (__TEXT,__text) external _vImageHorizontalShear_Planar8
000000018a2d5ce0 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
000000018a2d77bc (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
000000018a324814 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
000000018a325800 (__TEXT,__text) external _vImageInvert_16U
000000018a325474 (__TEXT,__text) external _vImageInvert_8
000000018a325b7c (__TEXT,__text) external _vImageInvert_F
000000018a2271a8 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
000000018a347298 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
000000018a227170 (__TEXT,__text) external _vImageLinearTransform_16Uto8
000000018a22718c (__TEXT,__text) external _vImageLinearTransform_16UtoF
000000018a34596c (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
000000018a227120 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
000000018a22713c (__TEXT,__text) external _vImageLinearTransform_8to16U
000000018a227158 (__TEXT,__text) external _vImageLinearTransform_8toF
000000018a347810 (__TEXT,__text) external _vImageLinearTransform_F
000000018a2271e0 (__TEXT,__text) external _vImageLinearTransform_Fto16U
000000018a2271c4 (__TEXT,__text) external _vImageLinearTransform_Fto8
000000018a220350 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
000000018a54567c (__TEXT,__text) non-external _vImageLogDebug.cold.1
000000018a2202a4 (__TEXT,__text) non-external (was a private external) _vImageLogError
000000018a54567c (__TEXT,__text) non-external _vImageLogError.cold.1
000000018a2201f8 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
000000018a54567c (__TEXT,__text) non-external _vImageLogWarning.cold.1
000000018a323c94 (__TEXT,__text) external _vImageLookupTable_8to64U
000000018a1d7984 (__TEXT,__text) external _vImageLookupTable_Planar16
000000018a323f80 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
000000018a323a08 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
000000018a1d77b4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
000000018a203e44 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
000000018a323650 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
