00007ffb00f71e62 (__TEXT,__text) non-external _DiToMD5
00007ffb401de1f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb428a5d98 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb401de1f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb428a5da8 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb401de208 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb428a5db0 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb401de210 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb428a5db8 (__DATA,__common) external _gOSActionMetaClass
00007ffb401de218 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb428a5da0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb401de200 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb428a5e38 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb401de298 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb428a5dc0 (__DATA,__common) external _gOSArrayMetaClass
00007ffb401de220 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb428a5dc8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb401de228 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb428a5dd0 (__DATA,__common) external _gOSBundleMetaClass
00007ffb401de230 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb428a5dd8 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb401de238 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb428a5de0 (__DATA,__common) external _gOSContainerMetaClass
00007ffb401de240 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb428a5de8 (__DATA,__common) external _gOSDataMetaClass
00007ffb401de248 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb428a5df0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb401de250 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb428a5df8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb401de258 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb428a5bd8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb401de148 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb428a59f8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb401de140 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb428a5e00 (__DATA,__common) external _gOSNumberMetaClass
00007ffb401de260 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb428a5e08 (__DATA,__common) external _gOSObjectMetaClass
00007ffb401de268 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb428a5e10 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb401de270 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb428a5e18 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb401de278 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb428a5e20 (__DATA,__common) external _gOSSetMetaClass
00007ffb401de280 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb428a5e28 (__DATA,__common) external _gOSStringMetaClass
00007ffb401de288 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb428a5e30 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb401de290 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb00f698ea (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb00f69a52 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb00f69b56 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb00f69cd3 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb00f695fb (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb00f69767 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb00f68784 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb00f6b7bf (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb00f6a291 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb00f68674 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb00f6b199 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb00f6b428 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb00f6c4f1 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb00f6bbaf (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb00f68877 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb00f6b2fc (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb00f6df12 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb00f694f7 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb00f671a3 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb00f672b3 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb00f66fd6 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb00f6ae30 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb00f66e30 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb00f6901b (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb00f6ac1f (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb00f67748 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb00f69313 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb00f67ad6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb00f6dd01 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb00f681f1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb00f6a3bc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb00f67cad (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb00f69eb3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb00f683c8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb00f689d2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb00f6daa2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb00f67e53 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb00f6cf19 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb00f6e0df (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb00f6755f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb00f6d05f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb00f6e257 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb00f67f99 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb00f6a5cd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb00f6c3c9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb00f68e4e (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb00f68cf3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb00f68be3 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb00f6792c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb00f67a01 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb00f6cdf1 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb00f6bf61 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb00f6bcdb (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb00f6d826 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb00f6c188 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb00f6859f (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb00f6cbd9 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb00f6911f (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb00f6c8a6 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb00f6d2b4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb00f6ca7d (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb00f67388 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb00f6d488 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb00f6a966 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb00f6a822 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb00f6a0c4 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb00f6d65c (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb00f6aac2 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb00f6b041 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb00f69dc3 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb00f6cd01 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb00f69223 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb00f6e4d1 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb00f66e20 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb428a59f0 (__DATA,__common) external _kOSBooleanFalse
00007ffb428a59e8 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb00f57f8f (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffb00f82074 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00007ffb00f81f22 (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
