00000001e4299b74 (__TEXT,__text) non-external _DiToMD5
0000000209ffeba8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
000000020cd326a8 (__DATA,__common) external _gIOWorkGroupMetaClass
0000000209ffebb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
000000020cd326b0 (__DATA,__common) external _gOSActionMetaClass
0000000209ffebb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
000000020cd32698 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
0000000209ffeba0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
000000020cd32730 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
0000000209ffec38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
000000020cd326b8 (__DATA,__common) external _gOSArrayMetaClass
0000000209ffebc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
000000020cd326c0 (__DATA,__common) external _gOSBooleanMetaClass
0000000209ffebc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
000000020cd326c8 (__DATA,__common) external _gOSBundleMetaClass
0000000209ffebd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
000000020cd326d0 (__DATA,__common) external _gOSCollectionMetaClass
0000000209ffebd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
000000020cd326d8 (__DATA,__common) external _gOSContainerMetaClass
0000000209ffebe0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
000000020cd326e0 (__DATA,__common) external _gOSDataMetaClass
0000000209ffebe8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
000000020cd326e8 (__DATA,__common) external _gOSDictionaryMetaClass
0000000209ffebf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
000000020cd326f0 (__DATA,__common) external _gOSMappedFileMetaClass
0000000209ffebf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
000000020cd326f8 (__DATA,__common) external _gOSNumberMetaClass
0000000209ffec00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
000000020cd32700 (__DATA,__common) external _gOSObjectMetaClass
0000000209ffec08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
000000020cd32708 (__DATA,__common) external _gOSOrderedSetMetaClass
0000000209ffec10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
000000020cd32710 (__DATA,__common) external _gOSSerializationMetaClass
0000000209ffec18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
000000020cd32718 (__DATA,__common) external _gOSSetMetaClass
0000000209ffec20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
000000020cd32720 (__DATA,__common) external _gOSStringMetaClass
0000000209ffec28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
000000020cd32728 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
0000000209ffec30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00000001e428feec (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001e42900b0 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001e42901e4 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001e4290384 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001e428fbc0 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001e428fd44 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001e428eb9c (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001e4292074 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001e42909b4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001e428ea3c (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001e42919f0 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001e4291ce0 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001e4292eb0 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001e4292460 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001e428ecd0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001e4291b70 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001e4294b78 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001e428fa8c (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001e428d2b8 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001e428d418 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001e428d0f8 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001e429163c (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001e428cf38 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001e428f4f4 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001e4291438 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001e428d930 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001e428f88c (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001e428dd70 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001e429492c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001e428e53c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001e4290b2c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001e428df64 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001e42905ec (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001e428e72c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001e428ee50 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001e42946a8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001e428e124 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001e42939e0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001e4294d38 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001e428d72c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001e4293b8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001e4294f10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001e428e2d0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001e4290d30 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001e4292d50 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001e428f334 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001e428f1b4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001e428f054 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001e428db30 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001e428dc50 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001e4293880 (__TEXT,__text) non-external (was a private external) _io_server_version
00000001e4292874 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001e42925d0 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001e42943f8 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001e4292ad0 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001e428e91c (__TEXT,__text) non-external (was a private external) _io_service_close
00000001e42935f0 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001e428f628 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001e4293258 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001e4293e10 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001e429344c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001e428d538 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001e4294018 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001e4291138 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001e4290fb4 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001e42907f0 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001e4294220 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001e42912dc (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001e4291840 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001e42904b8 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001e4293750 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001e428f75c (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001e428cf2c (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
000000020cd325e8 (__DATA,__common) external _kOSBooleanFalse
000000020cd325e0 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e427c364 (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001e42a95e0 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001e42a960c (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00000001e42a9590 (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
