00000001e3a4934c (__TEXT,__text) external _ARMCompilationCallback
000000021dd683e0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_126MachineBlockPlacementStatsE
000000021dd68a68 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_126MachineFunctionPrinterPassE
000000021dd5baa8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_126SimpleBindingMemoryManagerE
000000021dd784b8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_127DebugInfoVerifierLegacyPassE
000000021dd6c648 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_127UnreachableMachineBlockElimE
000000021dd5ec80 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_128ARM64DeadRegisterDefinitionsE
000000021dd74040 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_128ScalarEvolutionAliasAnalysisE
000000021dd6e8d0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_129InstCombinerLibCallSimplifierE
000000021dd66f58 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_131CodeGenPrepareFortifiedLibCallsE
000000021dd59060 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DAEE
000000021dd59120 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DAHE
000000021dd6cc30 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DCEE
000000021dd6cce8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DSEE
000000021dd5c020 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_13FPSE
000000021dd6cff8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_13GVNE
000000021dd6c888 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14ADCEE
000000021dd5cb20 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14CGBRE
000000021dd59520 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14IPCPE
000000021dd6d288 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14LICME
000000021dd72a80 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14LintE
000000021dd73120 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14NoAAE
000000021dd6dee0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14SCCPE
000000021dd6e050 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14SROAE
000000021dd6e238 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_14SROAE
000000021dd6eac0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_15LCSSAE
000000021dd74370 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_15NoTTIE
000000021dd70af8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16AAEvalE
000000021dd63db8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16ARMTTIE
000000021dd6fa28 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16AbsOptE
000000021dd6fd40 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16CosOptE
000000021dd6f9e0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16FFSOptE
000000021dd6df98 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16IPSCCPE
000000021dd6fda0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16PowOptE
000000021dd6a9c0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16RAFastE
000000021dd5d718 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_16X86TTIE
000000021dd63008 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17ARMCGBRE
000000021dd5beb8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEEE
000000021dd6fde8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17Exp2OptE
000000021dd69dd8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17OcamlGCE
000000021dd67738 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17PrinterE
000000021dd59d90 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17PruneEHE
000000021dd6fcf8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17PutsOptE
000000021dd6a870 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17RABasicE
000000021dd6e168 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17SROA_DTE
000000021dd6e560 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_17SinkingE
000000021dd604a8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18ARM64TTIE
000000021dd667d8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18BasicTTIE
000000021dd6ce88 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18EarlyCSEE
000000021dd673e8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18ErlangGCE
000000021dd6fcb0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18FPutsOptE
000000021dd6ac30 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18RAGreedyE
000000021dd6dd70 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18RegToMemE
000000021dd6f6c8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_18StrToOptE
000000021dd78738 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19AsmParserE
000000021dd71120 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19CFGViewerE
000000021dd71aa8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19DomViewerE
000000021dd6fc68 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19FWriteOptE
000000021dd593b0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19GlobalDCEE
000000021dd59468 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19GlobalOptE
000000021dd72640 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19InstCountE
000000021dd6ea08 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19InstNamerE
000000021dd6f7e8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemCmpOptE
000000021dd6db48 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemCpyOptE
000000021dd6f830 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemCpyOptE
000000021dd6f8c0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemSetOptE
000000021dd6fb90 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19PrintFOptE
000000021dd6f5a8 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StpCpyOptE
000000021dd6f3b0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrCatOptE
000000021dd6f440 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrChrOptE
000000021dd6f4d0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrCmpOptE
000000021dd6f560 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrCpyOptE
000000021dd6f638 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrLenOptE
000000021dd6f710 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrSpnOptE
000000021dd6f7a0 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrStrOptE
000000021dd58d98 (__AUTH_CONST,__const) non-external __ZTVN12_GLOBAL__N_19TypeMapTyE
000000021dd630c8 (__AUTH_CONST,__const) external __ZTVN4llvm10ARMJITInfoE
000000021dd760a8 (__AUTH_CONST,__const) external __ZTVN4llvm10AllocaInstE
000000021dd65dc0 (__AUTH_CONST,__const) external __ZTVN4llvm10AsmPrinterE
000000021dd74de8 (__AUTH_CONST,__const) external __ZTVN4llvm10BasicBlockE
000000021dd76058 (__AUTH_CONST,__const) external __ZTVN4llvm10BranchInstE
000000021dd78390 (__AUTH_CONST,__const) external __ZTVN4llvm10CallbackVHE
000000021dd74ec0 (__AUTH_CONST,__const) external __ZTVN4llvm10ConstantFPE
000000021dd65fb8 (__AUTH_CONST,__const) external __ZTVN4llvm10DIEIntegerE
000000021dd754f0 (__AUTH_CONST,__const) external __ZTVN4llvm10DataLayoutE
000000021dd755e8 (__AUTH_CONST,__const) external __ZTVN4llvm10DebugRecVHE
000000021dd71678 (__AUTH_CONST,__const) external __ZTVN4llvm10DependenceE
000000021dd662d8 (__AUTH_CONST,__const) external __ZTVN4llvm10DwarfDebugE
000000021dd76540 (__AUTH_CONST,__const) external __ZTVN4llvm10FPToSIInstE
000000021dd76508 (__AUTH_CONST,__const) external __ZTVN4llvm10FPToUIInstE
000000021dd654a8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_12SDVTListNodeEEE
000000021dd77060 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_13AttributeImplEEE
000000021dd770b0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_16AttributeSetImplEEE
000000021dd77100 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_16AttributeSetNodeEEE
000000021dd73ff0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_4SCEVEEE
000000021dd77150 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_6MDNodeEEE
000000021dd65458 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_6SDNodeEEE
000000021dd664f0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_9DIEAbbrevEEE
000000021dd67830 (__AUTH_CONST,__const) external __ZTVN4llvm10GCStrategyE
000000021dd75f18 (__AUTH_CONST,__const) external __ZTVN4llvm10InvokeInstE
000000021dd68020 (__AUTH_CONST,__const) external __ZTVN4llvm10LiveStacksE
000000021dd788f0 (__AUTH_CONST,__const) external __ZTVN4llvm10MCAsmLexerE
000000021dda68b8 (__AUTH_CONST,__const) external __ZTVN4llvm10MCDataAtomE
000000021dda6218 (__AUTH_CONST,__const) external __ZTVN4llvm10MCFragmentE
000000021dda7f70 (__AUTH_CONST,__const) external __ZTVN4llvm10MCStreamerE
000000021dda6868 (__AUTH_CONST,__const) external __ZTVN4llvm10MCTextAtomE
000000021dd77dd8 (__AUTH_CONST,__const) external __ZTVN4llvm10ModulePassE
000000021dd73370 (__AUTH_CONST,__const) external __ZTVN4llvm10RegionInfoE
000000021dd736c8 (__AUTH_CONST,__const) external __ZTVN4llvm10RegionPassE
000000021dd75fb8 (__AUTH_CONST,__const) external __ZTVN4llvm10ResumeInstE
000000021dd75f68 (__AUTH_CONST,__const) external __ZTVN4llvm10ReturnInstE
000000021dd764d0 (__AUTH_CONST,__const) external __ZTVN4llvm10SIToFPInstE
000000021dd76920 (__AUTH_CONST,__const) external __ZTVN4llvm10SelectInstE
000000021dd76690 (__AUTH_CONST,__const) external __ZTVN4llvm10SwitchInstE
000000021dd76498 (__AUTH_CONST,__const) external __ZTVN4llvm10UIToFPInstE
000000021dd75268 (__AUTH_CONST,__const) external __ZTVN4llvm10UndefValueE
000000021dd6c708 (__AUTH_CONST,__const) external __ZTVN4llvm10VirtRegMapE
000000021dd5cca0 (__AUTH_CONST,__const) external __ZTVN4llvm10X86JITInfoE
000000021dd61030 (__AUTH_CONST,__const) external __ZTVN4llvm11ARM64MCExprE
000000021dd765e8 (__AUTH_CONST,__const) external __ZTVN4llvm11BitCastInstE
000000021dd74e80 (__AUTH_CONST,__const) external __ZTVN4llvm11ConstantIntE
000000021dd67328 (__AUTH_CONST,__const) external __ZTVN4llvm11EdgeBundlesE
000000021dd76428 (__AUTH_CONST,__const) external __ZTVN4llvm11FPTruncInstE
000000021dd759a8 (__AUTH_CONST,__const) external __ZTVN4llvm11GlobalAliasE
000000021dd75a00 (__AUTH_CONST,__const) external __ZTVN4llvm11GlobalValueE
000000021dd72580 (__AUTH_CONST,__const) external __ZTVN4llvm11IVStrideUseE
000000021dd75dc8 (__AUTH_CONST,__const) external __ZTVN4llvm11InstructionE
000000021dd72a40 (__AUTH_CONST,__const) external __ZTVN4llvm11LibCallInfoE
000000021dd78930 (__AUTH_CONST,__const) external __ZTVN4llvm11MCAsmParserE
000000021dd5b9b0 (__AUTH_CONST,__const) external __ZTVN4llvm11ObjectCacheE
000000021dd5a968 (__AUTH_CONST,__const) external __ZTVN4llvm11ObjectImageE
000000021dd6ade8 (__AUTH_CONST,__const) external __ZTVN4llvm11PBQPBuilderE
000000021dd73f28 (__AUTH_CONST,__const) external __ZTVN4llvm11SCEVUnknownE
000000021dd6b050 (__AUTH_CONST,__const) external __ZTVN4llvm11ScheduleDAGE
000000021dd6b3f0 (__AUTH_CONST,__const) external __ZTVN4llvm11SlotIndexesE
000000021ddaaa70 (__AUTH_CONST,__const) external __ZTVN4llvm11_do_messageE
000000021ddaa6b8 (__AUTH_CONST,__const) external __ZTVN4llvm11raw_ostreamE
000000021dd65d50 (__AUTH_CONST,__const) external __ZTVN4llvm12ARMExceptionE
000000021dd62d38 (__AUTH_CONST,__const) external __ZTVN4llvm12ARMInstrInfoE
000000021dd63570 (__AUTH_CONST,__const) external __ZTVN4llvm12ARMSubtargetE
000000021dd74fc0 (__AUTH_CONST,__const) external __ZTVN4llvm12BlockAddressE
000000021dd75210 (__AUTH_CONST,__const) external __ZTVN4llvm12ConstantExprE
000000021dda9888 (__AUTH_CONST,__const) external __ZTVN4llvm12DataStreamerE
000000021dd77f50 (__AUTH_CONST,__const) external __ZTVN4llvm12FunctionPassE
000000021dd67678 (__AUTH_CONST,__const) external __ZTVN4llvm12GCModuleInfoE
000000021dd6e7e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm12InstCombinerE
000000021dd765b0 (__AUTH_CONST,__const) external __ZTVN4llvm12IntToPtrInstE
000000021dd5a920 (__AUTH_CONST,__const) external __ZTVN4llvm12JITRegistrarE
000000021dda5c28 (__AUTH_CONST,__const) external __ZTVN4llvm12MCAsmBackendE
000000021dda5e58 (__AUTH_CONST,__const) external __ZTVN4llvm12MCAsmInfoELFE
000000021dda7e70 (__AUTH_CONST,__const) external __ZTVN4llvm12MCSectionELFE
000000021dda8298 (__AUTH_CONST,__const) external __ZTVN4llvm12MCSymbolizerE
000000021dda6d00 (__AUTH_CONST,__const) external __ZTVN4llvm12MCTargetExprE
000000021dda9ad0 (__AUTH_CONST,__const) external __ZTVN4llvm12MemoryBufferE
000000021dda9ba0 (__AUTH_CONST,__const) external __ZTVN4llvm12MemoryObjectE
000000021dd5b938 (__AUTH_CONST,__const) external __ZTVN4llvm12ObjectBufferE
000000021dd76578 (__AUTH_CONST,__const) external __ZTVN4llvm12PtrToIntInstE
000000021dd6a818 (__AUTH_CONST,__const) external __ZTVN4llvm12RegAllocBaseE
000000021dd653d0 (__AUTH_CONST,__const) external __ZTVN4llvm12SelectionDAG17DAGUpdateListenerE
000000021dd5c830 (__AUTH_CONST,__const) external __ZTVN4llvm12X86InstrInfoE
000000021dd5d240 (__AUTH_CONST,__const) external __ZTVN4llvm12X86SubtargetE
000000021dd5a570 (__AUTH_CONST,__const) non-external __ZTVN4llvm12_GLOBAL__N_119ConstantPlaceHolderE
000000021dd61460 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm13ARMAsmPrinterE
000000021dd708c0 (__AUTH_CONST,__const) external __ZTVN4llvm13AliasAnalysisE
000000021dd76188 (__AUTH_CONST,__const) external __ZTVN4llvm13AtomicRMWInstE
000000021dd74ce0 (__AUTH_CONST,__const) external __ZTVN4llvm13AttributeImplE
000000021dd5a510 (__AUTH_CONST,__const) external __ZTVN4llvm13BitcodeReaderE
000000021dd74f00 (__AUTH_CONST,__const) external __ZTVN4llvm13ConstantArrayE
000000021c44dcc8 (__AUTH,__const_weak) non-external (was a private external) __ZTVN4llvm13DominatorTreeE
000000021dd66610 (__AUTH_CONST,__const) external __ZTVN4llvm13DwarfTypeUnitE
000000021dd772b0 (__AUTH_CONST,__const) external __ZTVN4llvm13FPPassManagerE
000000021dd705b8 (__AUTH_CONST,__const) external __ZTVN4llvm13FindUsedTypesE
000000021dd77e90 (__AUTH_CONST,__const) external __ZTVN4llvm13ImmutablePassE
000000021dd72c20 (__AUTH_CONST,__const) external __ZTVN4llvm13LPPassManagerE
000000021dd727e0 (__AUTH_CONST,__const) external __ZTVN4llvm13LazyValueInfoE
000000021dd67df0 (__AUTH_CONST,__const) external __ZTVN4llvm13LiveIntervalsE
000000021dd67eb0 (__AUTH_CONST,__const) external __ZTVN4llvm13LiveRangeEdit8DelegateE
000000021dd67f08 (__AUTH_CONST,__const) external __ZTVN4llvm13LiveRangeEditE
000000021dd67f60 (__AUTH_CONST,__const) external __ZTVN4llvm13LiveRegMatrixE
000000021dd680e0 (__AUTH_CONST,__const) external __ZTVN4llvm13LiveVariablesE
000000021dda5d18 (__AUTH_CONST,__const) external __ZTVN4llvm13MCAsmInfoCOFFE
000000021dda6908 (__AUTH_CONST,__const) external __ZTVN4llvm13MCCodeEmitterE
000000021dda69d0 (__AUTH_CONST,__const) external __ZTVN4llvm13MCELFStreamerE
000000021dda6dd0 (__AUTH_CONST,__const) external __ZTVN4llvm13MCInstPrinterE
000000021dda66e8 (__AUTH_CONST,__const) external __ZTVN4llvm13MCLEBFragmentE
000000021dda6680 (__AUTH_CONST,__const) external __ZTVN4llvm13MCOrgFragmentE
000000021dda7e08 (__AUTH_CONST,__const) external __ZTVN4llvm13MCSectionCOFFE
000000021dd77c78 (__AUTH_CONST,__const) external __ZTVN4llvm13MDNodeOperandE
000000021dd771d0 (__AUTH_CONST,__const) external __ZTVN4llvm13PMDataManagerE
000000021dd735d8 (__AUTH_CONST,__const) external __ZTVN4llvm13RGPassManagerE
000000021dd69160 (__AUTH_CONST,__const) external __ZTVN4llvm13ScheduleDAGMIE
000000021dda8da0 (__AUTH_CONST,__const) external __ZTVN4llvm13SlabAllocatorE
000000021dd748c0 (__AUTH_CONST,__const) external __ZTVN4llvm13TargetJITInfoE
000000021dd74af0 (__AUTH_CONST,__const) external __ZTVN4llvm13TargetMachineE
000000021dd5bd30 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm13X86AsmPrinterE
000000021dd5f600 (__AUTH_CONST,__const) external __ZTVN4llvm14ARM64InstrInfoE
000000021dd60090 (__AUTH_CONST,__const) external __ZTVN4llvm14ARM64SubtargetE
000000021dda5b80 (__AUTH_CONST,__const) external __ZTVN4llvm14ARMInstPrinterE
000000021dd6a440 (__AUTH_CONST,__const) external __ZTVN4llvm14AntiDepBreakerE
000000021dd74c20 (__AUTH_CONST,__const) external __ZTVN4llvm14AssemblyWriterE
000000021dd78008 (__AUTH_CONST,__const) external __ZTVN4llvm14BasicBlockPassE
000000021dd76348 (__AUTH_CONST,__const) external __ZTVN4llvm14BinaryOperatorE
000000021dd71400 (__AUTH_CONST,__const) external __ZTVN4llvm14CaptureTrackerE
000000021dd74f40 (__AUTH_CONST,__const) external __ZTVN4llvm14ConstantStructE
000000021dd74f80 (__AUTH_CONST,__const) external __ZTVN4llvm14ConstantVectorE
000000021dda9900 (__AUTH_CONST,__const) external __ZTVN4llvm14DeltaAlgorithmE
000000021dd66540 (__AUTH_CONST,__const) external __ZTVN4llvm14DwarfExceptionE
000000021dda99d0 (__AUTH_CONST,__const) external __ZTVN4llvm14FoldingSetImplE
000000021dd71608 (__AUTH_CONST,__const) external __ZTVN4llvm14FullDependenceE
000000021dd758f8 (__AUTH_CONST,__const) external __ZTVN4llvm14GVMaterializerE
000000021dd75950 (__AUTH_CONST,__const) external __ZTVN4llvm14GlobalVariableE
000000021dd766e0 (__AUTH_CONST,__const) external __ZTVN4llvm14IndirectBrInstE
000000021dd67af8 (__AUTH_CONST,__const) external __ZTVN4llvm14JITCodeEmitterE
000000021dd75ea8 (__AUTH_CONST,__const) external __ZTVN4llvm14LandingPadInstE
000000021dda63e0 (__AUTH_CONST,__const) external __ZTVN4llvm14MCDataFragmentE
000000021dda6948 (__AUTH_CONST,__const) external __ZTVN4llvm14MCDisassemblerE
000000021dda6618 (__AUTH_CONST,__const) external __ZTVN4llvm14MCFillFragmentE
000000021dda79e0 (__AUTH_CONST,__const) external __ZTVN4llvm14MCObjectWriterE
000000021dda7ed8 (__AUTH_CONST,__const) external __ZTVN4llvm14MCSectionMachOE
000000021dd780d0 (__AUTH_CONST,__const) external __ZTVN4llvm14PassNameParserE
000000021dd5aaa0 (__AUTH_CONST,__const) external __ZTVN4llvm14RuntimeDyldELFE
000000021dd6b4b0 (__AUTH_CONST,__const) external __ZTVN4llvm14SpillPlacementE
000000021dd6b8b0 (__AUTH_CONST,__const) external __ZTVN4llvm14StackProtectorE
000000021dd659f8 (__AUTH_CONST,__const) external __ZTVN4llvm14TargetLoweringE
000000021dd76730 (__AUTH_CONST,__const) external __ZTVN4llvm14TerminatorInstE
000000021dd66710 (__AUTH_CONST,__const) external __ZTVN4llvm14Win64ExceptionE
000000021ddaaa18 (__AUTH_CONST,__const) external __ZTVN4llvm14error_categoryE
000000021dda8e28 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IdEE
000000021ddaa5a8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IfEE
000000021dda61d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IhEE
000000021dd5e3a8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IjEE
000000021ddaa5f0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1ItEE
000000021dda6e10 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IxEE
000000021dd5e568 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IyEE
000000021dda9f70 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object2IddEE
000000021dd758b0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object2IdjEE
000000021dd75868 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object2IjjEE
000000021dda8338 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object3IjPKcS2_EE
000000021dda9ce0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object5IjjjPKcS2_EE
000000021ddaa720 (__AUTH_CONST,__const) external __ZTVN4llvm14raw_fd_ostreamE
000000021ddaa638 (__AUTH_CONST,__const) external __ZTVN4llvm14raw_os_ostreamE
000000021dd79420 (__AUTH_CONST,__const) external __ZTVN4llvm15ARMELFMCAsmInfoE
000000021dd632e0 (__AUTH_CONST,__const) external __ZTVN4llvm15ARMFunctionInfoE
000000021dd615b0 (__AUTH_CONST,__const) external __ZTVN4llvm15ARMGenInstrInfoE
000000021dd63320 (__AUTH_CONST,__const) external __ZTVN4llvm15ARMRegisterInfoE
000000021dd70d28 (__AUTH_CONST,__const) external __ZTVN4llvm15AliasSetTracker13ASTCallbackVHE
000000021dd5b848 (__AUTH_CONST,__const) external __ZTVN4llvm15ExecutionEngineE
000000021dd762d8 (__AUTH_CONST,__const) external __ZTVN4llvm15InsertValueInstE
000000021dda65b0 (__AUTH_CONST,__const) external __ZTVN4llvm15MCAlignFragmentE
000000021dda5e08 (__AUTH_CONST,__const) external __ZTVN4llvm15MCAsmInfoDarwinE
000000021dda6e58 (__AUTH_CONST,__const) external __ZTVN4llvm15MCInstrAnalysisE
000000021dd68d68 (__AUTH_CONST,__const) external __ZTVN4llvm15MachineLoopInfoE
000000021dd5a8a0 (__AUTH_CONST,__const) external __ZTVN4llvm15RuntimeDyldImplE
000000021dd73e50 (__AUTH_CONST,__const) external __ZTVN4llvm15ScalarEvolution14SCEVCallbackVHE
000000021dd73e88 (__AUTH_CONST,__const) external __ZTVN4llvm15ScalarEvolutionE
000000021dd6bcb0 (__AUTH_CONST,__const) external __ZTVN4llvm15TargetInstrInfoE
000000021dd641d8 (__AUTH_CONST,__const) external __ZTVN4llvm15Thumb1InstrInfoE
000000021dd646d8 (__AUTH_CONST,__const) external __ZTVN4llvm15Thumb2InstrInfoE
000000021dd76008 (__AUTH_CONST,__const) external __ZTVN4llvm15UnreachableInstE
000000021dd5bbb0 (__AUTH_CONST,__const) external __ZTVN4llvm15X86Disassembler22X86GenericDisassemblerE
000000021dd5e048 (__AUTH_CONST,__const) external __ZTVN4llvm15X86ELFMCAsmInfoE
000000021dd5c590 (__AUTH_CONST,__const) external __ZTVN4llvm15X86GenInstrInfoE
