00007ffb059affb4 (__TEXT,__text) non-external +[GKBrush brush]
00007ffb059cbf9b (__TEXT,__text) non-external ___54-[UXNavigationController pushViewController:animated:]_block_invoke
00007ffb059d2654 (__TEXT,__text) non-external ___55-[GKAccountViewController processGameKitURLComponents:]_block_invoke
00007ffb059d2821 (__TEXT,__text) non-external ___55-[GKAccountViewController processGameKitURLComponents:]_block_invoke.103
00007ffb059e0be8 (__TEXT,__text) non-external ___55-[GKAccountViewController processGameKitURLComponents:]_block_invoke.cold.1
00007ffb059cd0bf (__TEXT,__text) non-external ___55-[UXNavigationController popToViewController:animated:]_block_invoke
00007ffb059a8dd6 (__TEXT,__text) non-external ___58+[GKLocalPlayer(AuthenticationUIMacOS) currentLocalPlayer]_block_invoke
00007ffb059984dd (__TEXT,__text) non-external ___58+[GKLocalPlayerAuthenticator postURL:postBody:completion:]_block_invoke
00007ffb059a46d6 (__TEXT,__text) non-external ___58-[GKLocalPlayer(AuthenticationPrivate) _showWelcomeBanner]_block_invoke
00007ffb059a4792 (__TEXT,__text) non-external ___58-[GKLocalPlayer(AuthenticationPrivate) _showWelcomeBanner]_block_invoke.274
00007ffb059a47d3 (__TEXT,__text) non-external ___58-[GKLocalPlayer(AuthenticationPrivate) _showWelcomeBanner]_block_invoke_2
00007ffb059bd2c3 (__TEXT,__text) non-external ___59-[GKRemoteSignInViewController requestRemoteViewController]_block_invoke
00007ffb059dffb8 (__TEXT,__text) non-external ___59-[GKRemoteSignInViewController requestRemoteViewController]_block_invoke.cold.1
00007ffb059d616c (__TEXT,__text) non-external ___59-[GKServerWebViewController webView:didFinishLoadForFrame:]_block_invoke
00007ffb059bc9be (__TEXT,__text) non-external ___60+[GKRemoteViewControllerProxy gkHostViewControllerInterface]_block_invoke
00007ffb059d4ba0 (__TEXT,__text) non-external ___60-[GKServerWebViewController startLoadingURL:forLocalPlayer:]_block_invoke
00007ffb05999032 (__TEXT,__text) non-external ___60-[GKTextStyle replayOnBaseStyle:systemContentSizeDidChange:]_block_invoke
00007ffb05999046 (__TEXT,__text) non-external ___60-[GKTextStyle replayOnBaseStyle:systemContentSizeDidChange:]_block_invoke.76
00007ffb059d474e (__TEXT,__text) non-external ___61-[GKServerWebViewController getAccountURLsForPlayer:handler:]_block_invoke
00007ffb059d48c6 (__TEXT,__text) non-external ___61-[GKServerWebViewController getAccountURLsForPlayer:handler:]_block_invoke_2
00007ffb059b32fc (__TEXT,__text) non-external ___61-[UXAlertController(GKAlerts) _gkAddCancelButtonWithNoAction]_block_invoke
00007ffb059cde41 (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke
00007ffb059ce102 (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke.294
00007ffb059ce1b4 (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke.296
00007ffb059ce08f (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke_2
00007ffb059ce11b (__TEXT,__text) non-external ___62-[UXNavigationController _gkSetContentsNeedUpdateWithHandler:]_block_invoke_2.295
00007ffb059bcbc2 (__TEXT,__text) non-external ___63+[GKRemoteViewControllerProxy gkServiceViewControllerInterface]_block_invoke
00007ffb059d5262 (__TEXT,__text) non-external ___63-[GKServerWebViewController authenticateAndTryURLRequestAgain:]_block_invoke
00007ffb059d52f5 (__TEXT,__text) non-external ___63-[GKServerWebViewController authenticateAndTryURLRequestAgain:]_block_invoke_2
00007ffb059d9510 (__TEXT,__text) non-external ___64-[GKServerWebViewController alertDidEnd:returnCode:contextInfo:]_block_invoke
00007ffb059a2878 (__TEXT,__text) non-external ___65-[NSImage(GKTransferFunction) _gkReadAtSize:ARGBHostEndianBytes:]_block_invoke
00007ffb059c99df (__TEXT,__text) non-external ___66-[UXNavigationBar observeValueForKeyPath:ofObject:change:context:]_block_invoke
00007ffb059ae71d (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke
00007ffb059aea65 (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.450
00007ffb059dfbcd (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.450.cold.1
00007ffb059dfcb6 (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.450.cold.2
00007ffb059aed8a (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.457
00007ffb059dfaec (__TEXT,__text) non-external ___67-[GKLocalImageSource cachedImageFromGamedWithSubdirectory:handler:]_block_invoke.cold.1
00007ffb059d6518 (__TEXT,__text) non-external ___67-[GKServerWebViewController webView:didClearWindowObject:forFrame:]_block_invoke
00007ffb0599427d (__TEXT,__text) non-external ___69-[GKLocalPlayerAuthenticator cancelAuthDueToAuthKitErrorWithHandler:]_block_invoke
00007ffb05994310 (__TEXT,__text) non-external ___69-[GKLocalPlayerAuthenticator cancelAuthDueToAuthKitErrorWithHandler:]_block_invoke.109
00007ffb059d1318 (__TEXT,__text) non-external ___69-[GKServerWebViewJSRoot alert:message:defaultButton:secondaryButton:]_block_invoke
00007ffb059c1f6a (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke
00007ffb059c2485 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.292
00007ffb059e0351 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.292.cold.1
00007ffb059c26a1 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.298
00007ffb059c27ac (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.304
00007ffb059c27c8 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke.307
00007ffb059c2051 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_2
00007ffb059c20f6 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_3
00007ffb059e01d5 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_3.cold.1
00007ffb059e0293 (__TEXT,__text) non-external ___69-[NSViewController(GKAdditions) _gkSetContentsNeedUpdateWithHandler:]_block_invoke_3.cold.2
00007ffb059a29e8 (__TEXT,__text) non-external ___70+[GKLocalPlayer(AuthenticationPrivate) sharedLocalPlayerAuthenticator]_block_invoke
00007ffb059ac69a (__TEXT,__text) non-external ___70-[GKNetworkImageSource loadImageForURLString:reference:queue:handler:]_block_invoke
00007ffb059ac796 (__TEXT,__text) non-external ___70-[GKNetworkImageSource loadImageForURLString:reference:queue:handler:]_block_invoke_2
00007ffb059afbd0 (__TEXT,__text) non-external ___71+[GKScreenConfigurationController _scaleForCurrentDisplayConfiguration]_block_invoke
00007ffb059af219 (__TEXT,__text) non-external ___72-[GKLocalImageSource deleteImageUsingGamedWithSubdirectory:withHandler:]_block_invoke
00007ffb059af3a6 (__TEXT,__text) non-external ___72-[GKLocalImageSource deleteImageUsingGamedWithSubdirectory:withHandler:]_block_invoke.465
00007ffb059af39a (__TEXT,__text) non-external ___72-[GKLocalImageSource deleteImageUsingGamedWithSubdirectory:withHandler:]_block_invoke_2
00007ffb059aef24 (__TEXT,__text) non-external ___73-[GKLocalImageSource cacheImageUsingGamed:cacheSubdirectory:withHandler:]_block_invoke
00007ffb059af0e2 (__TEXT,__text) non-external ___73-[GKLocalImageSource cacheImageUsingGamed:cacheSubdirectory:withHandler:]_block_invoke.462
00007ffb059af0d6 (__TEXT,__text) non-external ___73-[GKLocalImageSource cacheImageUsingGamed:cacheSubdirectory:withHandler:]_block_invoke_2
00007ffb059d4a87 (__TEXT,__text) non-external ___73-[GKServerWebViewController getAuthTokenForPlayer:withCompletionHandler:]_block_invoke
00007ffb059a64bc (__TEXT,__text) non-external ___75-[GKLocalPlayer(AuthenticationPrivate) authenticationDidCompleteWithError:]_block_invoke
00007ffb059b3249 (__TEXT,__text) non-external ___75-[UXViewController(GKAlerts) _gkPresentAlertForError:title:defaultMessage:]_block_invoke
00007ffb059a1221 (__TEXT,__text) non-external ___77+[NSImage(GKAdditions) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke
00007ffb059a126b (__TEXT,__text) non-external ___77+[NSImage(GKAdditions) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke_2
00007ffb059ad9b7 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke
00007ffb059ae28b (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke.428
00007ffb059ae339 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke.429
00007ffb059adab0 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_2
00007ffb059df96f (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_2.cold.1
00007ffb059adf1f (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_3
00007ffb059adfde (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_4
00007ffb059ae0b5 (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_5
00007ffb059dfa2d (__TEXT,__text) non-external ___77-[GKNetworkImageSource loadImageForURLString:loader:reference:queue:handler:]_block_invoke_5.cold.1
00007ffb059d6451 (__TEXT,__text) non-external ___78-[GKServerWebViewController webView:didFailProvisionalLoadWithError:forFrame:]_block_invoke
00007ffb059a83cb (__TEXT,__text) non-external ___79-[GKLocalPlayer(AuthenticationUIMacOS) authenticateLocalPlayer:window:handler:]_block_invoke
00007ffb059a8402 (__TEXT,__text) non-external ___79-[GKLocalPlayer(AuthenticationUIMacOS) authenticateLocalPlayer:window:handler:]_block_invoke_2
00007ffb059b5c2d (__TEXT,__text) non-external ___79-[_GKAlert beginDialogModalForWindow:modalDelegate:didEndSelector:contextInfo:]_block_invoke
00007ffb059b5d47 (__TEXT,__text) non-external ___79-[_GKAlert beginDialogModalForWindow:modalDelegate:didEndSelector:contextInfo:]_block_invoke_2
00007ffb059bc89f (__TEXT,__text) non-external ___80+[GKRemoteViewControllerProxy requestRemoteViewControllerWithConnectionHandler:]_block_invoke
00007ffb059bc974 (__TEXT,__text) non-external ___80+[GKRemoteViewControllerProxy requestRemoteViewControllerWithConnectionHandler:]_block_invoke_2
00007ffb0599fdd7 (__TEXT,__text) non-external ___82-[NSString(GKTextStyle) _gkAttributedStringByApplyingStylesForTags:untaggedStyle:]_block_invoke
00007ffb0599fdf2 (__TEXT,__text) non-external ___82-[NSString(GKTextStyle) _gkAttributedStringByApplyingStylesForTags:untaggedStyle:]_block_invoke.399
00007ffb0599fe2a (__TEXT,__text) non-external ___82-[NSString(GKTextStyle) _gkAttributedStringByApplyingStylesForTags:untaggedStyle:]_block_invoke.401
00007ffb059b662e (__TEXT,__text) non-external ___83+[NSImage(GKAdditions_UIKit) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke
00007ffb059b6678 (__TEXT,__text) non-external ___83+[NSImage(GKAdditions_UIKit) _gkloadRemoteImageForURL:queue:withCompletionHandler:]_block_invoke_2
00007ffb059a4cd5 (__TEXT,__text) non-external ___83-[GKLocalPlayer(AuthenticationPrivate) startAuthenticationForExistingPrimaryPlayer]_block_invoke
00007ffb059989d7 (__TEXT,__text) non-external ___84+[GKTextStyle attributedString:byReplayingFromBaseStyle:systemContentSizeDidChange:]_block_invoke
00007ffb059a6728 (__TEXT,__text) non-external ___84-[GKLocalPlayer(AuthenticationPrivate) validateAccountWithWindow:completionHandler:]_block_invoke
00007ffb059a6cee (__TEXT,__text) non-external ___87-[GKLocalPlayer(AuthenticationPrivate) startLegacyAuthenticationWithCompletionHandler:]_block_invoke
00007ffb059a6d77 (__TEXT,__text) non-external ___87-[GKLocalPlayer(AuthenticationPrivate) startLegacyAuthenticationWithCompletionHandler:]_block_invoke.456
00007ffb059d15b8 (__TEXT,__text) non-external ___88-[GKServerWebViewJSRoot reauthenticateWithDisplayTitle:displayString:username:callback:]_block_invoke
00007ffb059a3bec (__TEXT,__text) non-external ___89-[GKLocalPlayer(AuthenticationPrivate) authenticationShowSignInUIForLocalPlayer:dismiss:]_block_invoke
00007ffb059b2f2c (__TEXT,__text) non-external ___93-[UXViewController(GKAlerts) _gkPresentConfirmationAlertWithTitle:message:buttonTitle:block:]_block_invoke
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ffb05998802 (__TEXT,__text) non-external ___GKIsAvatarEditingSupported_block_invoke
00007ffb059b7fbe (__TEXT,__text) non-external ___GKIsVoiceoverEnabled_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ffb059b25a8 (__TEXT,__text) non-external ____annotateDrawInRectWithContextAndInput_block_invoke
00007ffb401c9af8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e14_"NSImage"8?0l
00007ffb401c9c40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e17_v16?0"NSError"8l
00007ffb401c90b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e17_v16?0"NSTimer"8l
00007ffb401c98f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e23_v16?0"UXAlertAction"8l
00007ffb401c9ab8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e24_v16?0"GKImageContext"8l
00007ffb401c99c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_"GKNetworkImageSource"8?0l
00007ffb401c8c50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e34_v24?0"NSDictionary"8"NSError"16l
00007ffb401c9180 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_v24?0"NSViewController"8"NSError"16l
00007ffb401c93c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e39_q24?0"SortHueEntry"8"SortHueEntry"16l
00007ffb401c8c10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e44_v24?0"GKAuthenticateResponse"8"NSError"16l
00007ffb401c9340 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ffb401c9a08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_8?0l
00007ffb401c8fb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ffb401c9488 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSImage"8l
00007ffb401c98c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e23_v16?0"UXAlertAction"8l
00007ffb401c8d50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e28_v24?0"NSData"8"NSError"16l
00007ffb401c9c80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e44_v24?0"NSRemoteViewController"8"NSError"16l
00007ffb401c9728 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00007ffb401c92b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e65_v40?0q8"GKLocalPlayer"16"NSError"24"GKAuthenticateResponse"32l
00007ffb401ca040 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e84_v56?0"NSString"8"NSString"16"NSString"24"NSData"32"NSDictionary"40"NSError"48l
00007ffb401c90f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e8_v16?0q8l
00007ffb401c97a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e25_v32?0"NSScreen"8Q16^c24l
00007ffb401c8d80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ffb401c9e68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e14_v16?0?<v?>8l
00007ffb401c9bb8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_v32?08Q16^c24l
00007ffb401c9d90 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e17_v16?0"NSError"8l
00007ffb401c8e68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e21_v16?0"GKTextStyle"8l
00007ffb401c9398 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e25_v20?0^{HSVColor=ddd}8I16l
00007ffb401c9a88 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e27_"GKNetworkImageSource"8?0l
00007ffb401c9d60 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e30_v32?0"UXAlertAction"8Q16^c24l
00007ffb401c9000 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e44_v24?0"GKAuthenticateResponse"8"NSError"16l
00007ffb401c9cf0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e46_v24?0"<GKRemoteViewController>"8"NSError"16l
00007ffb401c9a58 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_8?0l
00007ffb401c9050 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
