                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
000000021d6cf508 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020e38e9c8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE9_PoolSpan4sizeEv
000000020e38ea08 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE9_PoolSpan5emptyEv
000000020e38f140 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE12_RegionState7ReserveEj
000000020e38f160 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE12_RegionState8GetIndexEv
000000020e38f194 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE12_RegionState8IsLockedEv
000000020e38f16c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE12_RegionState9GetRegionEv
000000020e38f184 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE12_RegionStateeqES3_
000000020e39a694 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6Handle6GetPtrEv
000000020e39a728 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandlecvbEv
000000020e39a738 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleeqERKS3_
000000020e39a760 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleltERKS3_
000000020e39a74c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleneERKS3_
000000020e38f0d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE9_PoolSpan4sizeEv
000000020e38f118 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE9_PoolSpan5emptyEv
000000020e1d6bdc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice13_SendWithTypeERKNS_6TfTypeEPKNS_10TfWeakBaseEPKvRKSt9type_info
000000020e1d6c6c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice16SendWithWeakBaseEPKNS_10TfWeakBaseEPKvRKSt9type_info
000000020e1d6c58 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice4SendEv
000000020e1d6b48 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5_SendEPKNS_10TfWeakBaseEPKvRKSt9type_info
000000020e5e9280 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11GetMetadataERKNS_7TfTokenEPNS_7VtValueE
000000020e5e9470 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11HasMetadataERKNS_7TfTokenE
000000020e5e9630 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11SetMetadataERKNS_7TfTokenERKNS_7VtValueE
000000020e5d27e8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12GetRootLayerEv
000000020e5dca60 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12IsLayerMutedERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e5e1f5c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_GetMetadataERKNS_9UsdObjectERKNS_7TfTokenES6_bPNS_7VtValueE
000000020e5c7358 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_GetMetadataINS_12VtDictionaryEEENSt3__19enable_ifIXsr26_HasTypeSpecificResolutionIT_EE5valueEbE4typeERKNS_9UsdObjectERKNS_7TfTokenESD_bPS5_
000000020e5e5b4c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_HasMetadataERKNS_9UsdObjectERKNS_7TfTokenES6_b
000000020e5e99f0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13ClearMetadataERKNS_7TfTokenE
000000020e5c4968 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetEditTargetEv
000000020e5dbde0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetLayerStackEb
000000020e5d27f8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetPrimAtPathERKNS_7SdfPathE
000000020e5d63b8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetPrototypesEv
000000020e5d25d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetPseudoRootEv
000000020e5d9f10 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetUsedLayersEb
000000020e5db728 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13HasLocalLayerERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020e5d7fdc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13_ReportErrorsERKNSt3__16vectorINS1_10shared_ptrINS_12PcpErrorBaseEEENS1_9allocatorIS5_EEEERKNS2_INS1_12basic_stringIcNS1_11char_traitsIcEENS6_IcEEEENS6_ISF_EEEERKSF_
000000020e5de50c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14ExportToStringEPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEb
000000020e5d268c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14GetDefaultPrimEv
000000020e5ea954 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14GetEndTimeCodeEv
000000020e5dca58 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14GetMutedLayersEv
000000020e5d2a30 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14HasDefaultPrimEv
000000020e5d2b78 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15GetObjectAtPathERKNS_7SdfPathE
000000020e5dc15c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15GetSessionLayerEv
000000020e5e75ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_GetAllMetadataERKNS_9UsdObjectEbPNSt3__13mapINS_7TfTokenENS_7VtValueENS_20TfDictionaryLessThanENS4_9allocatorINS4_4pairIKS6_S7_EEEEEEb
000000020e5c9374 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_GetResolveInfoERKNS_12UsdAttributeEPNS_14UsdResolveInfoEPKNS_11UsdTimeCodeE
000000020e5e1b34 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_GetVariabilityERKNS_11UsdPropertyE
000000020e5d3138 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_IsValidForLoadERKNS_7SdfPathE
000000020e5ea254 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16GetStartTimeCodeEv
000000020e5e0ffc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_GetPcpPrimIndexERKNS_7SdfPathE
000000020e5d7f88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_ReportPcpErrorsERKNSt3__16vectorINS1_10shared_ptrINS_12PcpErrorBaseEEENS1_9allocatorIS5_EEEERKNS1_12basic_stringIcNS1_11char_traitsIcEENS6_IcEEEE
000000020e5d2dc8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17GetPropertyAtPathERKNS_7SdfPathE
000000020e5d354c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_DiscoverPayloadsERKNS_7SdfPathENS_13UsdLoadPolicyEPNSt3__13setIS1_NS5_4lessIS1_EENS5_9allocatorIS1_EEEEbSC_
000000020e5e7b10 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_GetPropertyStackERKNS_11UsdPropertyENS_11UsdTimeCodeE
000000020e5d3064 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_IsValidForUnloadERKNS_7SdfPathE
000000020e5cf33c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_ValidateEditPrimERKNS_7UsdPrimEPKc
000000020e5d2e4c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18GetAttributeAtPathERKNS_7SdfPathE
000000020e5eb45c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18GetFramesPerSecondEv
000000020e5ea044 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18HasMetadataDictKeyERKNS_7TfTokenES3_
000000020e5eb694 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18SetFramesPerSecondEd
000000020e5e8748 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18_GetNumTimeSamplesERKNS_12UsdAttributeE
000000020e5d2f54 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18_GetPrimDataAtPathERKNS_7SdfPathE
000000020e5e9564 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage19HasAuthoredMetadataERKNS_7TfTokenE
000000020e5e6db4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage19_ListMetadataFieldsERKNS_9UsdObjectEb
000000020e5eca88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20GetInterpolationTypeEv
000000020e5e9d98 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20GetMetadataByDictKeyERKNS_7TfTokenES3_PNS_7VtValueE
000000020e5ea22c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20SetMetadataByDictKeyERKNS_7TfTokenES3_RKNS_7VtValueE
000000020e5de240 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20_GetDefiningSpecTypeEPKNS_12Usd_PrimDataERKNS_7TfTokenE
000000020e5eb7f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21GetColorConfigurationEv
000000020e5d2ed0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21GetRelationshipAtPathERKNS_7SdfPathE
000000020e5eb360 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21GetTimeCodesPerSecondEv
000000020e5eb6f0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21SetColorConfigurationERKNS_12SdfAssetPathE
000000020e5eb400 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21SetTimeCodesPerSecondEd
000000020e5ea240 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22ClearMetadataByDictKeyERKNS_7TfTokenES3_
000000020e5c8efc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22GetPathResolverContextEv
000000020e5cf18c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22_GetSchemaPropertySpecERKNS_11UsdPropertyE
000000020e5c9224 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22_MakeResolvedTimeCodesENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_11SdfTimeCodeEm
000000020e5cf21c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23_GetSchemaAttributeSpecERKNS_12UsdAttributeE
000000020e5c87f8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23_MakeResolvedAssetPathsENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_12SdfAssetPathEmb
000000020e5cf45c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23_ValidateEditPrimAtPathERKNS_7SdfPathEPKc
000000020e5ec150 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24GetColorManagementSystemEv
000000020e5eaeb0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24HasAuthoredTimeCodeRangeEv
000000020e5ec038 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24SetColorManagementSystemERKNS_7TfTokenE
000000020e5d69f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetPrototypeForInstanceEPKNS_12Usd_PrimDataE
000000020e5e7ee4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoERKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_7VtValueE
000000020e5bb598 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_10GfMatrix2dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bbac8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_10GfMatrix3dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bbff8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_10GfMatrix4dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5b9ee8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_11SdfTimeCodeEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bb060 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_12SdfAssetPathEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bcf88 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfQuatdEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bca58 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfQuatfEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bc528 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfQuathEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5be448 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bdf18 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2fEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bd9e8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2hEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bd4b8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2iEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bf908 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bf3d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3fEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5beea8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3hEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5be978 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3iEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5c0dc8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5c0898 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4fEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5c0368 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4hEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bfe38 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4iEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bab28 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7TfTokenEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bb6c4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_10GfMatrix2dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bbbf4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_10GfMatrix3dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bc124 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_10GfMatrix4dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5ba018 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_11SdfTimeCodeEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bb190 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_12SdfAssetPathEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bd0b4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfQuatdEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bcb84 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfQuatfEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bc654 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfQuathEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5be574 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5be044 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2fEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bdb14 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2hEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bd5e4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2iEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bfa34 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bf504 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3fEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5befd4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3hEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5beaa4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3iEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5c0ef4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5c09c4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4fEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5c0494 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4hEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bff64 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4iEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5bac54 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7TfTokenEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5b907c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_8pxr_half4halfEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5ba724 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020e5b6990 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIbEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
