000000018858a650 (__TEXT,__const) non-external _A1_Table
00000001881d2ee4 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarF
000000018832a478 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8
000000018832b68c (__TEXT,__text) non-external (was a private external) _vPiecewiseRational_PlanarF
00000001882322b0 (__TEXT,__text) non-external (was a private external) _vPlanar8toARGB1555
0000000188234844 (__TEXT,__text) non-external (was a private external) _vPlanar8toRGB565
000000018846363c (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_vec
0000000188463638 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_vec
0000000188463630 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_vec
0000000188463634 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_vec
0000000188462e48 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_vec
0000000188463238 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_RGBA8888_CV_vec
0000000188412334 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16Q12_vec
0000000188463f0c (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16U_CV_vec
0000000188463ac4 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB8888_CV_vec
00000001884640ec (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGBFFFF_CV_vec
00000001882ed3fc (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_Accelerate3
0000000188589c80 (__TEXT,__const) non-external _vPremultiplyData_Planar8_Accelerate3.c_128
0000000188463640 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_CV_vec
00000001882ecf3c (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_Accelerate3
00000001884638d8 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_CV_vec
0000000188464490 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_vec
00000001884fd710 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_vec_fp16
00000001884126b4 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16Q12_vec
0000000188463ffc (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16U_CV_vec
0000000188463d04 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA8888_CV_vec
00000001884642b0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBAFFFF_CV_vec
000000018822f618 (__TEXT,__text) non-external (was a private external) _vRGB565toARGB8888
0000000188230798 (__TEXT,__text) non-external (was a private external) _vRGB565toBGRA8888
000000018823615c (__TEXT,__text) non-external (was a private external) _vRGB565toPlanar8
000000018822fecc (__TEXT,__text) non-external (was a private external) _vRGB565toRGBA8888
000000018822f114 (__TEXT,__text) non-external (was a private external) _vRGBA5551toRGBA8888
00000001882339b8 (__TEXT,__text) non-external (was a private external) _vRGBA8888toRGBA5551
00000001884a7670 (__TEXT,__text) non-external (was a private external) _vRemap_Planar8_fp16_line8_vec
00000001884f1cdc (__TEXT,__text) non-external (was a private external) _vRemap_Planar8_fp16_line8_vec_fp16
00000001882f8e34 (__TEXT,__text) non-external (was a private external) _vRotateClockwise270Degree_ARGB8888_Accelerate2
00000001884f1980 (__TEXT,__text) non-external _vRotateClockwise270Degree_ARGB_16U
00000001884f09a0 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt16
00000001882f617c (__TEXT,__text) non-external (was a private external) _vRotateClockwise270Degree_UInt16_Accelerate2
00000001884edfd4 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt8
00000001882f3f20 (__TEXT,__text) non-external (was a private external) _vRotateClockwise270Degree_UInt8_Accelerate2
00000001882f71b4 (__TEXT,__text) non-external (was a private external) _vRotateClockwise90Degree_ARGB8888_Accelerate2
00000001884f1604 (__TEXT,__text) non-external _vRotateClockwise90Degree_ARGB_16U
00000001884efaf4 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt16
00000001882f4fcc (__TEXT,__text) non-external (was a private external) _vRotateClockwise90Degree_UInt16_Accelerate2
00000001884ecd68 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt8
00000001882f2c6c (__TEXT,__text) non-external (was a private external) _vRotateClockwise90Degree_UInt8_Accelerate2
00000001884a569c (__TEXT,__text) non-external (was a private external) _vRotate_270Degree_32_vec
00000001884a5638 (__TEXT,__text) non-external (was a private external) _vRotate_90Degree_32_vec
00000001884a61ac (__TEXT,__text) non-external _vRotate_90_ARGB_16U_0Degree
00000001884a6a90 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_180Degree
00000001884a7014 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_270Degree
00000001884a6434 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_90Degree
00000001884a5ff0 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_16U_vec
00000001883933a8 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_8888
00000001884a5b78 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_8888_270Degree_Accelerate2
00000001884a5700 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_8888_90Degree_Accelerate2
0000000188398c04 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_FFFF
0000000188396434 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_Float
00000001884a385c (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_0Degree
00000001884a453c (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_180Degree
00000001884a4d8c (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_270Degree
00000001884a3d70 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_90Degree
00000001884a3690 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt16_vec
00000001884a1c14 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_0Degree
00000001884a26e8 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_180Degree
00000001884a30ac (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_270Degree
00000001884a210c (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_90Degree
00000001884a1a38 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt8_vec
000000018834518c (__TEXT,__text) non-external (was a private external) _vScale_Downsample2x
00000001883452c8 (__TEXT,__text) non-external (was a private external) _vScale_Downsample2xCbCr
0000000188494c58 (__TEXT,__text) non-external (was a private external) _vScale_Downsample2xCbCr_CV_vec
0000000188494454 (__TEXT,__text) non-external (was a private external) _vScale_Downsample2x_CV_vec
000000018823e4ec (__TEXT,__text) non-external (was a private external) _vSelectChannels_ARGB8888
000000018823ed20 (__TEXT,__text) non-external (was a private external) _vSelectChannels_ARGBFFFF
00000001884ac09c (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fbgf_vec
00000001884f60ec (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fbgf_vec_fp16
00000001884acc04 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fcip_vec
00000001884f6c10 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fcip_vec_fp16
00000001884ab614 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fext_vec
00000001884f5644 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fext_vec_fp16
00000001884b0d90 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ubgf_vec
00000001884b1924 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ucip_vec
00000001884b02cc (__TEXT,__text) non-external (was a private external) _vSepConvolve16Uext_vec
00000001884ae808 (__TEXT,__text) non-external (was a private external) _vSepConvolve8bgf_vec
00000001884af4e0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8cip_vec
00000001884adbc4 (__TEXT,__text) non-external (was a private external) _vSepConvolve8ext_vec
00000001884b6094 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sbgf_vec
00000001884b6c80 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Scip_vec
00000001884b558c (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sext_vec
00000001884b33e8 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ubgf_vec
00000001884b3fac (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ucip_vec
00000001884b28cc (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Uext_vec
00000001884bab70 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_shift_vec
00000001884b9db0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_vec
00000001884bb9a8 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_short_vec
00000001884b911c (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_vec
00000001884b80bc (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8bgf_vec
00000001884b8868 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8cip_vec
00000001884b79c0 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8ext_vec
00000001884a9bc8 (__TEXT,__text) non-external (was a private external) _vSepConvolveFbgf_vec
00000001884aa6f0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFcip_vec
00000001884a9180 (__TEXT,__text) non-external (was a private external) _vSepConvolveFext_vec
00000001884be234 (__TEXT,__text) non-external (was a private external) _vSobel8to16Sext_vec
00000001884bc4a8 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_3x3_vec
00000001884bcd10 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_5x5_vec
00000001884bd830 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_7x7_vec
00000001884d9518 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888_vec
00000001884d9bbc (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888bgf_3x3_vec
00000001884d9770 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888ext_3x3_vec
00000001884bffe0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8_vec
00000001884ce290 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_11x11_vec
00000001884c7dcc (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_3x3_vec
00000001884c8ce8 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_5x5_vec
00000001884ca294 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_7x7_vec
00000001884cbf14 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8bgf_9x9_vec
00000001884d6ed4 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_11x11_vec
00000001884cf854 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_3x3_vec
00000001884d0b50 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_5x5_vec
00000001884d2570 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_7x7_vec
00000001884d46a0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8cip_9x9_vec
00000001884c6784 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_11x11_vec
00000001884c01a0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_3x3_vec
00000001884c10e4 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_5x5_vec
00000001884c26f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_7x7_vec
00000001884c43c0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8ext_9x9_vec
0000000188328838 (__TEXT,__text) non-external (was a private external) _vSymmetricPiecewisePolynomial_PlanarF
000000018822e340 (__TEXT,__text) non-external (was a private external) _vTableLookUp_ARGB_8888
000000018822e830 (__TEXT,__text) non-external (was a private external) _vTableLookUp_Planar_UInt8
000000018827dabc (__TEXT,__text) non-external (was a private external) _vTentConvolve
00000001884e593c (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_Planar16Q12_vec
00000001884e4e50 (__TEXT,__text) non-external (was a private external) _vTransformHLGLuminanceScaling_PlanarF_vec
00000001884e7a50 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_Planar16Q12_vec
00000001884e6574 (__TEXT,__text) non-external (was a private external) _vTransformHLGSceneReferredMapping_PlanarF_vec
00000001884ea1bc (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_Planar16Q12_vec
00000001884e8820 (__TEXT,__text) non-external (was a private external) _vTransformPQToneMapping_PlanarF_vec
00000001884de8ec (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_Planar16Q12_vec
00000001884dd7b0 (__TEXT,__text) non-external (was a private external) _vTransformTRCParametric_PlanarF_vec
00000001884e2ec0 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_Planar16Q12_vec
00000001884e290c (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_EOTF_PlanarF_vec
00000001884e4150 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_Planar16Q12_vec
00000001884e3538 (__TEXT,__text) non-external (was a private external) _vTransformTRC_HLG_OETF_PlanarF_vec
00000001884e14a4 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_Planar16Q12_vec
00000001884dfb3c (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_EOTF_PlanarF_vec
00000001884e2650 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_Planar16Q12_vec
00000001884e1988 (__TEXT,__text) non-external (was a private external) _vTransformTRC_PQ_OETF_PlanarF_vec
00000001884656c8 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16Q12_CV_vec
00000001884653c8 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB16U_CV_vec
0000000188464d60 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGB8888_CV_vec
000000018846689c (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_ARGBFFFF_CV_vec
00000001884647d8 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_Planar8_CV_vec
00000001884665c8 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_PlanarF_CV_vec
0000000188466e2c (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_RGBA16F_CV_vec
00000001884fd9b8 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_RGBA16F_CV_vec_fp16
0000000188465e48 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_RGBA16Q12_CV_vec
0000000188465548 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_RGBA16U_CV_vec
0000000188465080 (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_RGBA8888_CV_vec
0000000188466b6c (__TEXT,__text) non-external (was a private external) _vUnpremultiplyData_RGBAFFFF_CV_vec
000000018848c404 (__TEXT,__text) non-external (was a private external) _vVerticalScale_ARGB16F_vec
00000001884fcb40 (__TEXT,__text) non-external (was a private external) _vVerticalScale_ARGB16F_vec_fp16
000000018848a5d0 (__TEXT,__text) non-external (was a private external) _vVerticalScale_CbCr16F_vec
00000001884fbde8 (__TEXT,__text) non-external (was a private external) _vVerticalScale_CbCr16F_vec_fp16
000000018848b684 (__TEXT,__text) non-external (was a private external) _vVerticalScale_CbCrF_vec
0000000188489680 (__TEXT,__text) non-external (was a private external) _vVerticalScale_Planar16F_vec
00000001884faf00 (__TEXT,__text) non-external (was a private external) _vVerticalScale_Planar16F_vec_fp16
000000018848d02c (__TEXT,__text) non-external (was a private external) _vVerticalShear_ARGB16F_vec
00000001884fd6b4 (__TEXT,__text) non-external (was a private external) _vVerticalShear_ARGB16F_vec_fp16
