00007ff80d40e980 (__TEXT,__const) non-external _A1_Table
00007ff843bc7200 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_vec
00007ff80cae55e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
00007ff80c9d1c60 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX
00007ff80cb04c00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX2
00007ff80cb71cf0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff80cae5600 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_resolver
00007ff80caeba20 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_scalar
00007ff843bc71f8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_vec
00007ff80cae5700 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
00007ff80c9d30e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff80cb05f00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff80cb72e10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff80cae5720 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff80caec250 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff843bc7210 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff80cae56a0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
00007ff80c9d2ba0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff80cb05a20 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff80cb72900 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff80cae56c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff80caebfe0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff843bc7208 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_vec
00007ff80cae5580 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
00007ff80c9d1660 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX
00007ff80cb04640 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX2
00007ff80cb717d0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff80cae55a0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_resolver
00007ff80caeb7f0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_scalar
00007ff843bc71f0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_vec
00007ff80c8e86e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
00007ff80c9d10d0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX
00007ff80c8e8740 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX2
00007ff80cb71290 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff80c8e8700 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_resolver
00007ff80caeb5c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_scalar
00007ff843bc71e8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_vec
00007ff80cae57c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
00007ff80c9d3ab0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX
00007ff80cb06890 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff80cb73750 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff80cae57e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_resolver
00007ff80caec790 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_scalar
00007ff843bc7220 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_vec
00007ff80cae5760 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
00007ff80c9d35b0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX
00007ff80cb06390 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX2
00007ff80cb732c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff80cae5780 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_resolver
00007ff80caec4e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_scalar
00007ff843bc7218 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_vec
00007ff80c94ee20 (__TEXT,__text) external _vImagePremultiplyData_Planar8
00007ff843bc7940 (__DATA,__bss) non-external _vImagePremultiplyData_Planar8.vPremultiplyData_Planar8_CV
00007ff80c94f0d0 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
00007ff843bc7948 (__DATA,__bss) non-external _vImagePremultiplyData_PlanarF.vPremultiplyData_PlanarF_CV
00007ff80c94f960 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
00007ff843bc7960 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16F.vPremultiplyData_RGBA16F_CV
00007ff80c906540 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
00007ff843bc7980 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16Q12.vPremultiplyData_RGBA16Q12
00007ff80c94fbc0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
00007ff843bc7968 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16U.vPremultiplyData_RGBA16U_CV
00007ff80c8cc330 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
00007ff843bc7350 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA8888.vPremultiplyData_RGBA8888_CV
00007ff80c94f720 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
00007ff843bc7958 (__DATA,__bss) non-external _vImagePremultiplyData_RGBAFFFF.vPremultiplyData_RGBAFFFF_CV
00007ff80ca5e130 (__TEXT,__text) external _vImagePrepareTemplate_RGBAFFFF
00007ff80caa85c0 (__TEXT,__text) non-external _vImageRLD_Float
00007ff80caa7cf0 (__TEXT,__text) non-external _vImageRLD_Int
00007ff80cb15cc0 (__TEXT,__text) external _vImageRemap_Image8U
00007ff843bc8118 (__DATA,__bss) non-external _vImageRemap_Image8U.vRemapImage_Planar8_fp16_line8
00007ff843bc8110 (__DATA,__bss) non-external _vImageRemap_Image8U.vRemap_Planar8_fp16_line8
00007ff80cae5ca0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
00007ff80c9d8e70 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX
00007ff80cb0bc50 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX2
00007ff80cb78a50 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_SSE4_1
00007ff80cae5cc0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_resolver
00007ff80caf18c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_scalar
00007ff843bc7288 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_vec
00007ff80cae5c40 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
00007ff80c9d8610 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX
00007ff80cb0b3f0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX2
00007ff80cb781f0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_SSE4_1
00007ff80cae5c60 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_resolver
00007ff80caf1060 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_scalar
00007ff843bc7280 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_vec
00007ff80cae5be0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
00007ff80c9d7d80 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX
00007ff80cb0ab60 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX2
00007ff80cb77960 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_SSE4_1
00007ff80cae5c00 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_resolver
00007ff80caf07d0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_scalar
00007ff843bc7278 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_vec
00007ff80cae5b80 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
00007ff80c9d7500 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX
00007ff80cb0a2e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX2
00007ff80cb770e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_SSE4_1
00007ff80cae5ba0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_resolver
00007ff80caeff50 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_scalar
00007ff843bc7270 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_vec
00007ff80cae5d60 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
00007ff80c9da020 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX
00007ff80cb0ce00 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX2
00007ff80cb79bb0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_SSE4_1
00007ff80cae5d80 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_resolver
00007ff80caf2a20 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_scalar
00007ff843bc7298 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_vec
00007ff80cae5d00 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
00007ff80c9d96e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX
00007ff80cb0c4c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX2
00007ff80cb792c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_SSE4_1
00007ff80cae5d20 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_resolver
00007ff80caf2130 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_scalar
00007ff843bc7290 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_vec
00007ff80caa84d0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
00007ff80caa9530 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
00007ff80caa7c90 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
00007ff80caa8530 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
00007ff80ca49c80 (__TEXT,__text) external _vImageRotate90_ARGB16F
00007ff80ca4b330 (__TEXT,__text) external _vImageRotate90_ARGB16S
00007ff843bc7f50 (__DATA,__bss) non-external _vImageRotate90_ARGB16S.vRotate_90_ARGB_16U
00007ff80ca4a7a0 (__TEXT,__text) external _vImageRotate90_ARGB16U
00007ff843bc7f48 (__DATA,__bss) non-external _vImageRotate90_ARGB16U.vRotate_90_ARGB_16U
00007ff80ca4a280 (__TEXT,__text) external _vImageRotate90_ARGB8888
00007ff80ca4bf20 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
00007ff80ca49740 (__TEXT,__text) external _vImageRotate90_CbCr16F
00007ff80ca5c0e0 (__TEXT,__text) external _vImageRotate90_CbCr16S
00007ff80ca5c080 (__TEXT,__text) external _vImageRotate90_CbCr16U
00007ff80ca5bfb0 (__TEXT,__text) external _vImageRotate90_CbCr8
00007ff80ca5c140 (__TEXT,__text) external _vImageRotate90_CbCrF
00007ff80ca491a0 (__TEXT,__text) external _vImageRotate90_Planar16F
00007ff80ca5bef0 (__TEXT,__text) external _vImageRotate90_Planar16S
00007ff80ca5be30 (__TEXT,__text) external _vImageRotate90_Planar16U
00007ff843bc7f40 (__DATA,__bss) non-external _vImageRotate90_Planar16U.vRotate_90_Planar_UInt16
00007ff80ca47a90 (__TEXT,__text) external _vImageRotate90_Planar8
00007ff843bc7f38 (__DATA,__bss) non-external _vImageRotate90_Planar8.vRotate_90_Planar_UInt8
00007ff80ca48680 (__TEXT,__text) external _vImageRotate90_PlanarF
00007ff80ca497a0 (__TEXT,__text) external _vImageRotate_ARGB16F
00007ff80ca4ae50 (__TEXT,__text) external _vImageRotate_ARGB16S
00007ff80ca4a2c0 (__TEXT,__text) external _vImageRotate_ARGB16U
00007ff80ca49d80 (__TEXT,__text) external _vImageRotate_ARGB8888
00007ff80ca4ba00 (__TEXT,__text) external _vImageRotate_ARGBFFFF
00007ff80ca49260 (__TEXT,__text) external _vImageRotate_CbCr16F
00007ff80ca48cc0 (__TEXT,__text) external _vImageRotate_Planar16F
00007ff80ca475c0 (__TEXT,__text) external _vImageRotate_Planar8
00007ff80ca48170 (__TEXT,__text) external _vImageRotate_PlanarF
00007ff80ca51eb0 (__TEXT,__text) external _vImageScale_ARGB16F
00007ff80ca4f170 (__TEXT,__text) external _vImageScale_ARGB16S
00007ff80c90c3b0 (__TEXT,__text) external _vImageScale_ARGB16U
00007ff80c8f86e0 (__TEXT,__text) external _vImageScale_ARGB8888
00007ff80ca50cb0 (__TEXT,__text) external _vImageScale_ARGBFFFF
00007ff80ca518b0 (__TEXT,__text) external _vImageScale_CbCr16F
00007ff80ca4eb20 (__TEXT,__text) external _vImageScale_CbCr16U
00007ff80c91bee0 (__TEXT,__text) external _vImageScale_CbCr8
00007ff80ca512b0 (__TEXT,__text) external _vImageScale_Planar16F
00007ff80ca4c540 (__TEXT,__text) external _vImageScale_Planar16S
00007ff80ca4d240 (__TEXT,__text) external _vImageScale_Planar16U
00007ff80c916950 (__TEXT,__text) external _vImageScale_Planar8
00007ff80ca4df40 (__TEXT,__text) external _vImageScale_PlanarF
00007ff80ca4fd50 (__TEXT,__text) external _vImageScale_XRGB2101010W
00007ff80c97a460 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
00007ff80c97a490 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
00007ff80c93ada0 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
00007ff843bc7818 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8bgf
00007ff843bc7820 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8cip
00007ff843bc7810 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8ext
00007ff80c9379c0 (__TEXT,__text) external _vImageSepConvolve_Planar16F
00007ff843bc77a0 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fbgf
00007ff843bc77a8 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fcip
00007ff843bc7798 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fext
00007ff80c938eb0 (__TEXT,__text) external _vImageSepConvolve_Planar16U
00007ff843bc77d0 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ubgf
00007ff843bc77d8 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ucip
00007ff843bc77c8 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Uext
00007ff80c938450 (__TEXT,__text) external _vImageSepConvolve_Planar8
00007ff843bc77b8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8bgf
00007ff843bc77c0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8cip
00007ff843bc77b0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8ext
00007ff80c93a3e0 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
00007ff843bc7800 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sbgf
00007ff843bc7808 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Scip
00007ff843bc77f8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sext
00007ff80c939930 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
00007ff843bc77e8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ubgf
00007ff843bc77f0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ucip
00007ff843bc77e0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Uext
00007ff80c936f90 (__TEXT,__text) external _vImageSepConvolve_PlanarF
00007ff843bc7788 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFbgf
00007ff843bc7790 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFcip
00007ff843bc7780 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFext
00007ff80c93b6b0 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
00007ff843bc7830 (__DATA,__bss) non-external _vImageSquareBoxConvolve_ARGB8888.vSquareBoxARGB8888
00007ff80c93b2a0 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
00007ff843bc7828 (__DATA,__bss) non-external _vImageSquareBoxConvolve_Planar8.vSquareBoxPlanar8
00007ff80caae970 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
00007ff80c8c3400 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00007ff80caafe20 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00007ff80c976610 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
00007ff80c976970 (__TEXT,__text) external _vImageTableLookUp_Planar8
00007ff80c9e4500 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00007ff80c9e3710 (__TEXT,__text) external _vImageTentConvolve_Planar8
00007ff80c973fd0 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
00007ff843bc7aa8 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_Planar16Q12.vTransformHLGLuminanceScaling_Planar16Q12
00007ff80c973b10 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
00007ff843bc7aa0 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_PlanarF.vTransformHLGLuminanceScaling_PlanarF
00007ff80c9747b0 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
00007ff843bc7ab8 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_Planar16Q12.vTransformHLGSceneReferredMapping_Planar16Q12
00007ff80c9742f0 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00007ff843bc7ab0 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_PlanarF.vTransformHLGSceneReferredMapping_PlanarF
00007ff80c974f90 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
