00007ff81fb7fc40 (__TEXT,__text) non-external K256
00007ff81fc2c940 (__TEXT,__text) external _i2d_BASIC_CONSTRAINTS
00007ff81fc2e2e8 (__TEXT,__text) external _i2d_CERTIFICATEPOLICIES
00007ff81fc2eb1f (__TEXT,__text) external _i2d_CRL_DIST_POINTS
00007ff81fbc3b5d (__TEXT,__text) external _i2d_DHparams
00007ff81fbc3b85 (__TEXT,__text) external _i2d_DHparams_bio
00007ff81fbc3bb3 (__TEXT,__text) external _i2d_DHparams_fp
00007ff81fb98bb2 (__TEXT,__text) external _i2d_DIRECTORYSTRING
00007ff81fb98b6e (__TEXT,__text) external _i2d_DISPLAYTEXT
00007ff81fc2eadb (__TEXT,__text) external _i2d_DIST_POINT
00007ff81fc2ea97 (__TEXT,__text) external _i2d_DIST_POINT_NAME
00007ff81fbc5ed0 (__TEXT,__text) external _i2d_DSAPrivateKey
00007ff81fc29874 (__TEXT,__text) external _i2d_DSAPrivateKey_bio
00007ff81fc298a2 (__TEXT,__text) external _i2d_DSAPrivateKey_fp
00007ff81fbc5f70 (__TEXT,__text) external _i2d_DSAPublicKey
00007ff81fb9aff2 (__TEXT,__text) external _i2d_DSA_PUBKEY
00007ff81fc298d7 (__TEXT,__text) external _i2d_DSA_PUBKEY_bio
00007ff81fc2990c (__TEXT,__text) external _i2d_DSA_PUBKEY_fp
00007ff81fbc5e44 (__TEXT,__text) external _i2d_DSA_SIG
00007ff81fbc5ef2 (__TEXT,__text) external _i2d_DSAparams
00007ff81fbc5f1a (__TEXT,__text) external _i2d_DSAparams_bio
00007ff81fbc5f48 (__TEXT,__text) external _i2d_DSAparams_fp
00007ff81fbd8bae (__TEXT,__text) external _i2d_ECDSA_SIG
00007ff81fbcc6e5 (__TEXT,__text) external _i2d_ECPKPARAMETERS
00007ff81fbcd0a1 (__TEXT,__text) external _i2d_ECPKParameters
00007ff81fbce3a5 (__TEXT,__text) external _i2d_ECParameters
00007ff81fbce018 (__TEXT,__text) external _i2d_ECPrivateKey
00007ff81fc29941 (__TEXT,__text) external _i2d_ECPrivateKey_bio
00007ff81fc29976 (__TEXT,__text) external _i2d_ECPrivateKey_fp
00007ff81fbcc729 (__TEXT,__text) external _i2d_EC_PRIVATEKEY
00007ff81fb9b0fc (__TEXT,__text) external _i2d_EC_PUBKEY
00007ff81fc299ab (__TEXT,__text) external _i2d_EC_PUBKEY_bio
00007ff81fc299e0 (__TEXT,__text) external _i2d_EC_PUBKEY_fp
00007ff81fc2f7e5 (__TEXT,__text) external _i2d_EDIPARTYNAME
00007ff81fc19311 (__TEXT,__text) external _i2d_ESS_CERT_ID
00007ff81fc192b9 (__TEXT,__text) external _i2d_ESS_ISSUER_SERIAL
00007ff81fc19369 (__TEXT,__text) external _i2d_ESS_SIGNING_CERT
00007ff81fc2f75a (__TEXT,__text) external _i2d_EXTENDED_KEY_USAGE
00007ff81fc2f829 (__TEXT,__text) external _i2d_GENERAL_NAME
00007ff81fc2f86d (__TEXT,__text) external _i2d_GENERAL_NAMES
00007ff81fbf0cc5 (__TEXT,__text) external _i2d_GOST_CIPHER_PARAMS
00007ff81fbf0c3d (__TEXT,__text) non-external (was a private external) _i2d_GOST_KEY_AGREEMENT_INFO
00007ff81fbf0bf9 (__TEXT,__text) non-external (was a private external) _i2d_GOST_KEY_INFO
00007ff81fbf0c81 (__TEXT,__text) non-external (was a private external) _i2d_GOST_KEY_PARAMS
00007ff81fbf0bb5 (__TEXT,__text) non-external (was a private external) _i2d_GOST_KEY_TRANSPORT
00007ff81fc2eb63 (__TEXT,__text) external _i2d_ISSUING_DIST_POINT
00007ff81fb91e45 (__TEXT,__text) external _i2d_NETSCAPE_CERT_SEQUENCE
00007ff81fb914e6 (__TEXT,__text) external _i2d_NETSCAPE_ENCRYPTED_PKEY
00007ff81fb9152a (__TEXT,__text) external _i2d_NETSCAPE_PKEY
00007ff81fb9b37d (__TEXT,__text) external _i2d_NETSCAPE_SPKAC
00007ff81fb9b3c1 (__TEXT,__text) external _i2d_NETSCAPE_SPKI
00007ff81fb9a8fd (__TEXT,__text) external _i2d_NETSCAPE_X509
00007ff81fc2e3f8 (__TEXT,__text) external _i2d_NOTICEREF
00007ff81fb9155d (__TEXT,__text) external _i2d_Netscape_RSA
00007ff81fbfe158 (__TEXT,__text) external _i2d_OCSP_BASICRESP
00007ff81fbfde10 (__TEXT,__text) external _i2d_OCSP_CERTID
00007ff81fbfe08c (__TEXT,__text) external _i2d_OCSP_CERTSTATUS
00007ff81fbfe19c (__TEXT,__text) external _i2d_OCSP_CRLID
00007ff81fbfde54 (__TEXT,__text) external _i2d_OCSP_ONEREQ
00007ff81fbfde98 (__TEXT,__text) external _i2d_OCSP_REQINFO
00007ff81fbfdedc (__TEXT,__text) external _i2d_OCSP_REQUEST
00007ff81fbfdf04 (__TEXT,__text) external _i2d_OCSP_REQUEST_bio
00007ff81fbfdf4e (__TEXT,__text) external _i2d_OCSP_RESPBYTES
00007ff81fbfe114 (__TEXT,__text) external _i2d_OCSP_RESPDATA
00007ff81fbfe004 (__TEXT,__text) external _i2d_OCSP_RESPID
00007ff81fbfdf92 (__TEXT,__text) external _i2d_OCSP_RESPONSE
00007ff81fbfdfba (__TEXT,__text) external _i2d_OCSP_RESPONSE_bio
00007ff81fbfe048 (__TEXT,__text) external _i2d_OCSP_REVOKEDINFO
00007ff81fbfe1e0 (__TEXT,__text) external _i2d_OCSP_SERVICELOC
00007ff81fbfddcc (__TEXT,__text) external _i2d_OCSP_SIGNATURE
00007ff81fbfe0d0 (__TEXT,__text) external _i2d_OCSP_SINGLERESP
00007ff81fc2f7a1 (__TEXT,__text) external _i2d_OTHERNAME
00007ff81fb9212e (__TEXT,__text) external _i2d_PBE2PARAM
00007ff81fb91eb0 (__TEXT,__text) external _i2d_PBEPARAM
00007ff81fb92172 (__TEXT,__text) external _i2d_PBKDF2PARAM
00007ff81fc07813 (__TEXT,__text) external _i2d_PKCS12
00007ff81fc0789b (__TEXT,__text) external _i2d_PKCS12_BAGS
00007ff81fc07857 (__TEXT,__text) external _i2d_PKCS12_MAC_DATA
00007ff81fc078df (__TEXT,__text) external _i2d_PKCS12_SAFEBAG
00007ff81fc0a222 (__TEXT,__text) external _i2d_PKCS12_bio
00007ff81fc0a239 (__TEXT,__text) external _i2d_PKCS12_fp
00007ff81fc0a3a9 (__TEXT,__text) external _i2d_PKCS7
00007ff81fc0a632 (__TEXT,__text) external _i2d_PKCS7_DIGEST
00007ff81fc0a5ee (__TEXT,__text) external _i2d_PKCS7_ENCRYPT
00007ff81fc0a566 (__TEXT,__text) external _i2d_PKCS7_ENC_CONTENT
00007ff81fc0a4de (__TEXT,__text) external _i2d_PKCS7_ENVELOPE
00007ff81fc0a49a (__TEXT,__text) external _i2d_PKCS7_ISSUER_AND_SERIAL
00007ff81fc0a3dc (__TEXT,__text) external _i2d_PKCS7_NDEF
00007ff81fc0a522 (__TEXT,__text) external _i2d_PKCS7_RECIP_INFO
00007ff81fc0a412 (__TEXT,__text) external _i2d_PKCS7_SIGNED
00007ff81fc0a456 (__TEXT,__text) external _i2d_PKCS7_SIGNER_INFO
00007ff81fc0a5aa (__TEXT,__text) external _i2d_PKCS7_SIGN_ENVELOPE
00007ff81fc2969a (__TEXT,__text) external _i2d_PKCS7_bio
00007ff81fc0da78 (__TEXT,__text) external _i2d_PKCS7_bio_stream
00007ff81fc296c8 (__TEXT,__text) external _i2d_PKCS7_fp
00007ff81fc29b83 (__TEXT,__text) external _i2d_PKCS8PrivateKeyInfo_bio
00007ff81fc29bc6 (__TEXT,__text) external _i2d_PKCS8PrivateKeyInfo_fp
00007ff81fc0483b (__TEXT,__text) external _i2d_PKCS8PrivateKey_bio
00007ff81fc0499c (__TEXT,__text) external _i2d_PKCS8PrivateKey_fp
00007ff81fc0486a (__TEXT,__text) external _i2d_PKCS8PrivateKey_nid_bio
00007ff81fc04a62 (__TEXT,__text) external _i2d_PKCS8PrivateKey_nid_fp
00007ff81fb926b4 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO
00007ff81fc29a6a (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO_bio
00007ff81fc29a98 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO_fp
00007ff81fc29a0e (__TEXT,__text) external _i2d_PKCS8_bio
00007ff81fc29a3c (__TEXT,__text) external _i2d_PKCS8_fp
00007ff81fc31efa (__TEXT,__text) external _i2d_PKEY_USAGE_PERIOD
00007ff81fc2e32c (__TEXT,__text) external _i2d_POLICYINFO
00007ff81fc2e370 (__TEXT,__text) external _i2d_POLICYQUALINFO
00007ff81fc31c2c (__TEXT,__text) external _i2d_PROXY_CERT_INFO_EXTENSION
00007ff81fc31be8 (__TEXT,__text) external _i2d_PROXY_POLICY
00007ff81fb9adcf (__TEXT,__text) external _i2d_PUBKEY
00007ff81fc29b37 (__TEXT,__text) external _i2d_PUBKEY_bio
00007ff81fc29b4e (__TEXT,__text) external _i2d_PUBKEY_fp
00007ff81fb91400 (__TEXT,__text) external _i2d_PrivateKey
00007ff81fc29acd (__TEXT,__text) external _i2d_PrivateKey_bio
00007ff81fc29b02 (__TEXT,__text) external _i2d_PrivateKey_fp
00007ff81fb9147b (__TEXT,__text) external _i2d_PublicKey
00007ff81fc12679 (__TEXT,__text) external _i2d_RSAPrivateKey
00007ff81fc29752 (__TEXT,__text) external _i2d_RSAPrivateKey_bio
00007ff81fc29780 (__TEXT,__text) external _i2d_RSAPrivateKey_fp
00007ff81fc1269b (__TEXT,__text) external _i2d_RSAPublicKey
00007ff81fc297ae (__TEXT,__text) external _i2d_RSAPublicKey_bio
00007ff81fc297dc (__TEXT,__text) external _i2d_RSAPublicKey_fp
00007ff81fb91569 (__TEXT,__text) external _i2d_RSA_NET
00007ff81fc12635 (__TEXT,__text) external _i2d_RSA_PSS_PARAMS
00007ff81fb9aee8 (__TEXT,__text) external _i2d_RSA_PUBKEY
00007ff81fc29811 (__TEXT,__text) external _i2d_RSA_PUBKEY_bio
00007ff81fc29828 (__TEXT,__text) external _i2d_RSA_PUBKEY_fp
00007ff81fc33a92 (__TEXT,__text) external _i2d_SXNET
00007ff81fc33a4e (__TEXT,__text) external _i2d_SXNETID
00007ff81fc190a1 (__TEXT,__text) external _i2d_TS_ACCURACY
00007ff81fc18f39 (__TEXT,__text) external _i2d_TS_MSG_IMPRINT
00007ff81fc18f97 (__TEXT,__text) external _i2d_TS_MSG_IMPRINT_bio
00007ff81fc18fc5 (__TEXT,__text) external _i2d_TS_MSG_IMPRINT_fp
00007ff81fc18fed (__TEXT,__text) external _i2d_TS_REQ
00007ff81fc1904b (__TEXT,__text) external _i2d_TS_REQ_bio
00007ff81fc19079 (__TEXT,__text) external _i2d_TS_REQ_fp
00007ff81fc19205 (__TEXT,__text) external _i2d_TS_RESP
00007ff81fc19263 (__TEXT,__text) external _i2d_TS_RESP_bio
00007ff81fc19291 (__TEXT,__text) external _i2d_TS_RESP_fp
00007ff81fc191ad (__TEXT,__text) external _i2d_TS_STATUS_INFO
00007ff81fc190f9 (__TEXT,__text) external _i2d_TS_TST_INFO
00007ff81fc19157 (__TEXT,__text) external _i2d_TS_TST_INFO_bio
00007ff81fc19185 (__TEXT,__text) external _i2d_TS_TST_INFO_fp
00007ff81fc2e3b4 (__TEXT,__text) external _i2d_USERNOTICE
00007ff81fb9b48d (__TEXT,__text) external _i2d_X509
00007ff81fb98eea (__TEXT,__text) external _i2d_X509_ALGOR
00007ff81fb98f2e (__TEXT,__text) external _i2d_X509_ALGORS
00007ff81fb990a5 (__TEXT,__text) external _i2d_X509_ATTRIBUTE
00007ff81fb9b5ab (__TEXT,__text) external _i2d_X509_AUX
00007ff81fb9b722 (__TEXT,__text) external _i2d_X509_CERT_AUX
00007ff81fb9baf4 (__TEXT,__text) external _i2d_X509_CERT_PAIR
00007ff81fb9b449 (__TEXT,__text) external _i2d_X509_CINF
00007ff81fb99362 (__TEXT,__text) external _i2d_X509_CRL
00007ff81fb9931e (__TEXT,__text) external _i2d_X509_CRL_INFO
00007ff81fc2963e (__TEXT,__text) external _i2d_X509_CRL_bio
00007ff81fc2966c (__TEXT,__text) external _i2d_X509_CRL_fp
00007ff81fb99c1f (__TEXT,__text) external _i2d_X509_EXTENSION
00007ff81fb99c63 (__TEXT,__text) external _i2d_X509_EXTENSIONS
00007ff81fb9a3ef (__TEXT,__text) external _i2d_X509_NAME
00007ff81fb99ecf (__TEXT,__text) external _i2d_X509_NAME_ENTRY
00007ff81fb9aa8d (__TEXT,__text) external _i2d_X509_PUBKEY
00007ff81fb9b286 (__TEXT,__text) external _i2d_X509_REQ
00007ff81fb9b242 (__TEXT,__text) external _i2d_X509_REQ_INFO
00007ff81fc296f6 (__TEXT,__text) external _i2d_X509_REQ_bio
00007ff81fc29724 (__TEXT,__text) external _i2d_X509_REQ_fp
00007ff81fb992c6 (__TEXT,__text) external _i2d_X509_REVOKED
00007ff81fb9b339 (__TEXT,__text) external _i2d_X509_SIG
00007ff81fb9b405 (__TEXT,__text) external _i2d_X509_VAL
00007ff81fc295e2 (__TEXT,__text) external _i2d_X509_bio
00007ff81fc29610 (__TEXT,__text) external _i2d_X509_fp
00007ff81fb9a825 (__TEXT,__text) non-external _i2d_name_canon
00007ff81fc310e0 (__TEXT,__text) non-external _i2d_ocsp_nonce
00007ff81fbce5cd (__TEXT,__text) external _i2o_ECPublicKey
00007ff81fc3076f (__TEXT,__text) non-external _i2r_NAME_CONSTRAINTS
00007ff81fc31e4e (__TEXT,__text) non-external _i2r_PKEY_USAGE_PERIOD
00007ff81fc2d880 (__TEXT,__text) non-external _i2r_certpol
00007ff81fc2e9ba (__TEXT,__text) non-external _i2r_crldp
00007ff81fc2ed75 (__TEXT,__text) non-external _i2r_idp
00007ff81fc30fe8 (__TEXT,__text) non-external _i2r_object
00007ff81fc30f96 (__TEXT,__text) non-external _i2r_ocsp_acutoff
00007ff81fc30e70 (__TEXT,__text) non-external _i2r_ocsp_crlid
00007ff81fc3116f (__TEXT,__text) non-external _i2r_ocsp_nocheck
00007ff81fc3110e (__TEXT,__text) non-external _i2r_ocsp_nonce
00007ff81fc3117a (__TEXT,__text) non-external _i2r_ocsp_serviceloc
00007ff81fc3127f (__TEXT,__text) non-external _i2r_pci
00007ff81fc34013 (__TEXT,__text) external _i2s_ASN1_ENUMERATED
00007ff81fc2f505 (__TEXT,__text) external _i2s_ASN1_ENUMERATED_TABLE
00007ff81fc2fa53 (__TEXT,__text) non-external _i2s_ASN1_IA5STRING
00007ff81fc3407a (__TEXT,__text) external _i2s_ASN1_INTEGER
00007ff81fc3369f (__TEXT,__text) external _i2s_ASN1_OCTET_STRING
00007ff81fb87ac6 (__TEXT,__text) external _i2t_ASN1_OBJECT
00007ff81fc2c973 (__TEXT,__text) external _i2v_ASN1_BIT_STRING
00007ff81fc2fb4a (__TEXT,__text) non-external _i2v_AUTHORITY_INFO_ACCESS
00007ff81fc2b39e (__TEXT,__text) non-external _i2v_AUTHORITY_KEYID
00007ff81fc2c7a6 (__TEXT,__text) non-external _i2v_BASIC_CONSTRAINTS
00007ff81fc2f560 (__TEXT,__text) non-external _i2v_EXTENDED_KEY_USAGE
00007ff81fc2bbfc (__TEXT,__text) external _i2v_GENERAL_NAME
00007ff81fc2b814 (__TEXT,__text) external _i2v_GENERAL_NAMES
00007ff81fc31c5f (__TEXT,__text) non-external _i2v_POLICY_CONSTRAINTS
00007ff81fc31f2d (__TEXT,__text) non-external _i2v_POLICY_MAPPINGS
00007ff8440be420 (__DATA,__bss) non-external _id_callback
00007ff81fbf6b48 (__TEXT,__text) external _idea_cbc_encrypt
00007ff81fbf780a (__TEXT,__text) external _idea_cfb64_encrypt
00007ff81fbf794f (__TEXT,__text) external _idea_ecb_encrypt
00007ff81fbf6f20 (__TEXT,__text) external _idea_encrypt
00007ff81fbf79b8 (__TEXT,__text) external _idea_ofb64_encrypt
00007ff81fbf7942 (__TEXT,__text) external _idea_options
00007ff81fbf7caf (__TEXT,__text) external _idea_set_decrypt_key
00007ff81fbf7b28 (__TEXT,__text) external _idea_set_encrypt_key
00007ff8440be438 (__DATA,__bss) non-external _impl
00007ff81fb83743 (__TEXT,__text) non-external _impl_check
00007ff8440b8eb0 (__DATA,__data) non-external _impl_default
00007ff81fbea68f (__TEXT,__text) non-external _init
00007ff81fbea6cc (__TEXT,__text) non-external _init
00007ff81fbea709 (__TEXT,__text) non-external _init
00007ff81fbea7fc (__TEXT,__text) non-external _init
00007ff81fbea839 (__TEXT,__text) non-external _init
00007ff81fbea945 (__TEXT,__text) non-external _init
00007ff81fbea973 (__TEXT,__text) non-external _init
00007ff81fbea9e4 (__TEXT,__text) non-external _init
00007ff81fbeaef6 (__TEXT,__text) non-external _init
00007ff81fbeaa14 (__TEXT,__text) non-external _init224
00007ff81fbeaa44 (__TEXT,__text) non-external _init256
00007ff81fbeaa52 (__TEXT,__text) non-external _init384
00007ff81fbeaa82 (__TEXT,__text) non-external _init512
00007ff8440be570 (__DATA,__bss) non-external _initialized_engines
00007ff8440be4d0 (__DATA,__bss) non-external _initialized_modules
00007ff81fc1d107 (__TEXT,__text) non-external _int_TS_RESP_verify_token
00007ff81fbdcd89 (__TEXT,__text) non-external _int_cb_LHASH_DOALL_ARG
00007ff81fb83a93 (__TEXT,__text) non-external _int_cleanup
00007ff81fbdcba0 (__TEXT,__text) non-external _int_cleanup_cb_LHASH_DOALL
00007ff8440b97a8 (__DATA,__data) non-external _int_crl_meth
00007ff81fbedea7 (__TEXT,__text) non-external _int_ctx_new
00007ff81fbdb211 (__TEXT,__text) non-external _int_def_cb
00007ff81fbc3b3e (__TEXT,__text) non-external _int_dh_free
00007ff81fbc39bd (__TEXT,__text) non-external _int_dh_size
00007ff81fbc5938 (__TEXT,__text) non-external _int_dsa_free
00007ff81fbc55c0 (__TEXT,__text) non-external _int_dsa_size
00007ff81fb83d85 (__TEXT,__text) non-external _int_dup_ex_data
00007ff81fbcbe9f (__TEXT,__text) non-external _int_ec_free
00007ff81fbcbd45 (__TEXT,__text) non-external _int_ec_size
00007ff81fbda83d (__TEXT,__text) non-external _int_engine_init
00007ff81fbda805 (__TEXT,__text) non-external _int_engine_module_finish
00007ff81fbda3bb (__TEXT,__text) non-external _int_engine_module_init
00007ff81fbdf367 (__TEXT,__text) non-external _int_err_del
00007ff81fbdf4b5 (__TEXT,__text) non-external _int_err_del_item
00007ff81fbdf2ca (__TEXT,__text) non-external _int_err_get
00007ff81fbdf3be (__TEXT,__text) non-external _int_err_get_item
00007ff81fbdf8a2 (__TEXT,__text) non-external _int_err_get_next_lib
00007ff8440bb320 (__DATA,__data) non-external _int_err_library_number
00007ff81fbdf438 (__TEXT,__text) non-external _int_err_set_item
00007ff8440bf168 (__DATA,__bss) non-external _int_error_hash
00007ff81fb83f2a (__TEXT,__text) non-external _int_free_ex_data
00007ff81fb83add (__TEXT,__text) non-external _int_get_new_index
00007ff81fb83a3e (__TEXT,__text) non-external _int_new_class
00007ff81fb83c2d (__TEXT,__text) non-external _int_new_ex_data
00007ff81fc11ab5 (__TEXT,__text) non-external _int_rsa_free
00007ff81fc11781 (__TEXT,__text) non-external _int_rsa_size
00007ff81fc17932 (__TEXT,__text) non-external (was a private external) _int_rsa_verify
00007ff81fbdf7a9 (__TEXT,__text) non-external _int_thread_del_item
00007ff81fbdf52f (__TEXT,__text) non-external _int_thread_get
00007ff81fbdf620 (__TEXT,__text) non-external _int_thread_get_item
00007ff8440bf170 (__DATA,__bss) non-external _int_thread_hash
00007ff8440bf178 (__DATA,__bss) non-external _int_thread_hash_references
00007ff81fbdf5d7 (__TEXT,__text) non-external _int_thread_release
00007ff81fbdf6e3 (__TEXT,__text) non-external _int_thread_set_item
00007ff81fbdcae6 (__TEXT,__text) non-external _int_unregister_cb_LHASH_DOALL_ARG
00007ff81fbb561a (__TEXT,__text) non-external _int_update
00007ff81fbf5ec1 (__TEXT,__text) non-external _int_update
00007ff81fc18cd8 (__TEXT,__text) non-external _internal_find
00007ff8440be580 (__DATA,__bss) non-external _internal_static_hack
00007ff81fc25de7 (__TEXT,__text) non-external _internal_verify
00007ff8440c0414 (__DATA,__bss) non-external _intr_signal
                 (undefined) external _ioctl (from libSystem)
00007ff81fc352ff (__TEXT,__text) non-external _ipv4_from_asc
00007ff81fc35b7f (__TEXT,__text) non-external _ipv6_cb
00007ff8440c03b0 (__DATA,__bss) non-external _is_a_tty
00007ff81fc54ea0 (__TEXT,__const) non-external _k25519Precomp
00007ff81fbf03b6 (__TEXT,__text) non-external _key_diversify_crypto_pro
00007ff81fc6aaf0 (__TEXT,__const) non-external _key_table
00007ff8440bd640 (__DATA,__data) non-external _key_usage_type_table
00007ff81fc2a729 (__TEXT,__text) non-external (was a private external) _level_add_node
00007ff81fc2a6b4 (__TEXT,__text) non-external (was a private external) _level_find_node
