00000001e50fa568 (__DATA,__data) non-external _.compoundliteral
00000001dbedaed8 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001dbedb074 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001dbedb774 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001dbedadd4 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001dbe60230 (__TEXT,__text) non-external _poolAlloc
00000001e50ff078 (__DATA,__bss) non-external _poolAllocators
00000001dbe602c4 (__TEXT,__text) non-external _poolFree
00000001dbe602bc (__TEXT,__text) non-external _poolRealloc
00000001dbf27da0 (__TEXT,__const) non-external _pow_10.down
00000001dbf27ca0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00000001e136ef28 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001dbe651c8 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001dbe98cc4 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001dbea66b0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001dbea0a54 (__TEXT,__text) non-external _qualifierContextToString
00000001dbe9f7f0 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001dbea05e4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001dbeb31bc (__TEXT,__text) non-external (was a private external) _readCPPline
00000001dbe604a4 (__TEXT,__text) non-external _readTOC
00000001dbec9cbc (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00000001dbf06edc (__TEXT,__text) non-external _regEqualsFunction
00000001dbf06ed4 (__TEXT,__text) non-external _regHashFunction
00000001dbeb897c (__TEXT,__text) non-external _reget_token
00000001dbe9a304 (__TEXT,__text) non-external _remap
00000001dbf28f9c (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001dbefcb08 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001dbe9eb14 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001dbeb8838 (__TEXT,__text) non-external _scan_token
00000001dbed3de0 (__TEXT,__text) non-external _serializeASTFields
00000001dbece718 (__TEXT,__text) non-external _serializeAssignFields
00000001dbed1504 (__TEXT,__text) non-external _serializeBlockFields
00000001dbed4bd4 (__TEXT,__text) non-external _serializeCallFields
00000001dbed1918 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001dbece8a4 (__TEXT,__text) non-external _serializeCommaExprFields
00000001dbece390 (__TEXT,__text) non-external _serializeConstantFields
00000001dbed19f0 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001dbece568 (__TEXT,__text) non-external _serializeEqualFields
00000001dbece404 (__TEXT,__text) non-external _serializeFieldAccessFields
00000001dbecfc90 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001dbece458 (__TEXT,__text) non-external _serializeFunctionCallFields
00000001dbeced20 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001dbed1054 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001dbed2ce4 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001dbecfd38 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001dbed0284 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001dbed293c (__TEXT,__text) non-external _serializeLValueFields
00000001dbed109c (__TEXT,__text) non-external _serializeLayoutPairFields
00000001dbed05f8 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001dbecff10 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001dbece514 (__TEXT,__text) non-external _serializeMethodCallFields
00000001dbece640 (__TEXT,__text) non-external _serializeNotEqualFields
00000001dbed1f34 (__TEXT,__text) non-external _serializeOffsetFields
00000001dbece7f0 (__TEXT,__text) non-external _serializeOpAssignFields
00000001dbed2d2c (__TEXT,__text) non-external _serializePPStreamOpFields
00000001dbececb8 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001dbecf91c (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001dbecf554 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001dbecf5a8 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001dbed0ce0 (__TEXT,__text) non-external _serializeQualifierListFields
00000001dbed1e84 (__TEXT,__text) non-external _serializeRawCallFields
00000001dbece814 (__TEXT,__text) non-external _serializeReadInputFields
00000001dbed1ac8 (__TEXT,__text) non-external _serializeReturnStatementFields
00000001dbecfce4 (__TEXT,__text) non-external _serializeStructTypeFields
00000001dbed4f48 (__TEXT,__text) non-external _serializeStructureFields
00000001dbece4c0 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001dbed1eec (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001dbed096c (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001dbed3d98 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001dbed1b10 (__TEXT,__text) non-external _serializeTopLevelFields
00000001dbecdb8c (__TEXT,__text) non-external _serializeTypeConversionFields
00000001dbece33c (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001dbecf0c8 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001dbecf1e0 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001dbece2e8 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001dbece85c (__TEXT,__text) non-external _serializeWriteOutputFields
00000001dbecab70 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001dbecd4cc (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001dbec8b20 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001dbeccc48 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001dbec8ac4 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001dbecb384 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001dbea7418 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001dbed52bc (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001dbec6588 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001dbecbd88 (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001dbea6ef4 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001dbe65230 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001dbeb7178 (__TEXT,__text) non-external _simple_str_getch
00000001dbeb7288 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001dbe5febc (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001dbe5fe8c (__TEXT,__text) non-external _std140MatrixStride
00000001dbe5fee0 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001dbe5ffd4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001dbe5fee8 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001dbe5fedc (__TEXT,__text) non-external _std140SizeToBytes
00000001dbe5fde0 (__TEXT,__text) non-external _std140TypeAlign
00000001dbe5fce8 (__TEXT,__text) non-external _std140TypeSize
00000001dbeb6d18 (__TEXT,__text) non-external _str_getch
00000001dbeb6e44 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001dbeb7444 (__TEXT,__text) non-external _token_pasted_str_getch
00000001dbeb738c (__TEXT,__text) non-external _token_pasted_str_scan
00000001dbeb750c (__TEXT,__text) non-external _token_pasted_str_ungetch
00000001e136ca50 (__DATA_CONST,__const) non-external _tokens
00000001dbea9fec (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001dbe99088 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001dbea9884 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001dbedf290 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001dbea90dc (__TEXT,__text) non-external _typeFromGLPBinding
00000001dbeaa468 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001dbeaa098 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001dbe872e0 (__TEXT,__text) non-external _uniqueComponentCount
00000001dbeb7c6c (__TEXT,__text) non-external _unlinkScope
00000001ed443dd0 (__AUTH_CONST,__const) non-external (was a private external) _unop
00000001e136b810 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001dbed6f54 (__TEXT,__text) non-external _writeASTNode
00000001dbed8378 (__TEXT,__text) non-external _writeAdd
00000001dbed7c40 (__TEXT,__text) non-external _writeArrayAccess
00000001dbed9314 (__TEXT,__text) non-external _writeArrayType
00000001dbed8950 (__TEXT,__text) non-external _writeAssign
00000001dbed9f64 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000001dbed87f0 (__TEXT,__text) non-external _writeBitwiseAnd
00000001dbed8218 (__TEXT,__text) non-external _writeBitwiseNot
00000001dbed8848 (__TEXT,__text) non-external _writeBitwiseOr
00000001dbed88a0 (__TEXT,__text) non-external _writeBitwiseXor
00000001dbed9b40 (__TEXT,__text) non-external _writeBlock
00000001dbed9dac (__TEXT,__text) non-external _writeBreakStatement
00000001dbed9cfc (__TEXT,__text) non-external _writeCaseStatement
00000001dbed8ab0 (__TEXT,__text) non-external _writeCommaExpr
00000001dbed7b90 (__TEXT,__text) non-external _writeConstant
00000001dbed7f58 (__TEXT,__text) non-external _writeConstructorCall
00000001dbed9e04 (__TEXT,__text) non-external _writeContinueStatement
00000001dbed9d54 (__TEXT,__text) non-external _writeDefaultStatement
00000001dbed9e5c (__TEXT,__text) non-external _writeDiscardStatement
00000001dbed82c8 (__TEXT,__text) non-external _writeDivide
00000001dbed8638 (__TEXT,__text) non-external _writeEqual
00000001dbed9ae8 (__TEXT,__text) non-external _writeExpressionStatement
00000001dbed7c98 (__TEXT,__text) non-external _writeFieldAccess
00000001dbed936c (__TEXT,__text) non-external _writeFieldDeclaration
00000001dbed7da0 (__TEXT,__text) non-external _writeFunctionCall
00000001dbed91bc (__TEXT,__text) non-external _writeFunctionDefinition
00000001dbed8be8 (__TEXT,__text) non-external _writeFunctionPrototype
00000001dbed98ec (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000001dbed8588 (__TEXT,__text) non-external _writeGreater
00000001dbed85e0 (__TEXT,__text) non-external _writeGreaterEqual
00000001dbeda3a8 (__TEXT,__text) non-external _writeIBPartialDeref
00000001dbed88f8 (__TEXT,__text) non-external _writeIfExpr
00000001dbed9bf4 (__TEXT,__text) non-external _writeIfStatement
00000001dbed94cc (__TEXT,__text) non-external _writeInterfaceBlock
00000001dbed9740 (__TEXT,__text) non-external _writeKeywordQualifier
00000001dbeda270 (__TEXT,__text) non-external _writeLValue
00000001dbeda738 (__TEXT,__text) non-external _writeLayoutObject
00000001dbed99b8 (__TEXT,__text) non-external _writeLayoutPair
00000001dbed97e4 (__TEXT,__text) non-external _writeLayoutQualifier
00000001dbed96e8 (__TEXT,__text) non-external _writeLayoutType
00000001dbed84d8 (__TEXT,__text) non-external _writeLess
00000001dbed8530 (__TEXT,__text) non-external _writeLessEqual
00000001dbed86e8 (__TEXT,__text) non-external _writeLogicalAnd
00000001dbed81c0 (__TEXT,__text) non-external _writeLogicalNot
00000001dbed8740 (__TEXT,__text) non-external _writeLogicalOr
00000001dbed8798 (__TEXT,__text) non-external _writeLogicalXor
00000001dbed9c4c (__TEXT,__text) non-external _writeLoopStatement
00000001dbed7ea8 (__TEXT,__text) non-external _writeMethodCall
00000001dbed8320 (__TEXT,__text) non-external _writeModulo
00000001dbed8270 (__TEXT,__text) non-external _writeMultiply
00000001dbed8168 (__TEXT,__text) non-external _writeNegate
00000001dbed8690 (__TEXT,__text) non-external _writeNotEqual
00000001dbeda128 (__TEXT,__text) non-external _writeOffset
00000001dbed89a8 (__TEXT,__text) non-external _writeOpAssign
00000001dbeda400 (__TEXT,__text) non-external _writePPStreamOp
00000001dbed8b08 (__TEXT,__text) non-external _writeParameterDeclaration
00000001dbed8008 (__TEXT,__text) non-external _writePostdecrement
00000001dbed7fb0 (__TEXT,__text) non-external _writePostincrement
00000001dbed90b4 (__TEXT,__text) non-external _writePrecisionDeclaration
00000001dbed80b8 (__TEXT,__text) non-external _writePredecrement
00000001dbed8060 (__TEXT,__text) non-external _writePreincrement
00000001dbed926c (__TEXT,__text) non-external _writePrimitiveType
00000001dbed910c (__TEXT,__text) non-external _writeQualifiedDeclaration
00000001dbed9164 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00000001dbed9214 (__TEXT,__text) non-external _writeQualifiedType
00000001dbed9894 (__TEXT,__text) non-external _writeQualifierList
00000001dbeda350 (__TEXT,__text) non-external _writeRValue
00000001dbed9fbc (__TEXT,__text) non-external _writeRawCall
00000001dbed8a00 (__TEXT,__text) non-external _writeReadInput
00000001dbed9eb4 (__TEXT,__text) non-external _writeReturnStatement
