00007ff8094bf3c0 (__TEXT,__text) non-external +[IIO_CXMLParser dictionaryForXMLData:error:]
00007ff8421b4090 (__DATA,__data) non-external (was a private external) _kImageMalloc_SGI_Data
00007ff8421b4098 (__DATA,__data) non-external (was a private external) _kImageMalloc_TGA_Data
00007ff8421b40a0 (__DATA,__data) non-external (was a private external) _kImageMalloc_TIFF_Data
00007ff8421b40a8 (__DATA,__data) non-external (was a private external) _kImageMalloc_WEBP_Data
00007ff842188e80 (__DATA,__const) non-external (was a private external) _kIntellectualGenreMappings
00007ff842168ce0 (__DATA,__const) external _kIsAdobeRGB
00007ff842168cd0 (__DATA,__const) external _kIsNotICC
00007ff842168cd8 (__DATA,__const) external _kIsSRGB
00007ff842168ce8 (__DATA,__const) external _kIsUnknownICC
00007ff842188760 (__DATA,__const) non-external (was a private external) _kKnownDataSets
00007ff8421b4430 (__DATA,__data) non-external (was a private external) _kKnownRejectedFiles
00007ff8421b3400 (__DATA,__data) non-external (was a private external) _kMainXMPPlainString
00007ff8095d70d8 (__TEXT,__const) non-external (was a private external) _kMainXMPPlainStringLength
00007ff8095d70d0 (__TEXT,__const) non-external (was a private external) _kMainXMPSignatureLength
00007ff8421b33f8 (__DATA,__data) non-external (was a private external) _kMainXMPSignatureString
00007ff842175b10 (__DATA,__const) non-external _kMasterChunks
00007ff8095db9f0 (__TEXT,__const) non-external _kModeBpp
00007ff8095dbe91 (__TEXT,__const) non-external _kQuantToDitherAmp
00007ff8095dda90 (__TEXT,__const) non-external _kRandomTable
00007ff8095dbea0 (__TEXT,__const) non-external _kScan
00007ff8095ddc20 (__TEXT,__const) non-external _kTableSize
00007ff8095db670 (__TEXT,__const) non-external (was a private external) _kVP8Log2Range
00007ff8095db6f0 (__TEXT,__const) non-external (was a private external) _kVP8NewRange
00007ff8421b4428 (__DATA,__data) non-external (was a private external) _kXMPCore_EmbeddedCopyright
00007ff8421b4420 (__DATA,__data) non-external (was a private external) _kXMPCore_EmbeddedVersion
00007ff8421b42b0 (__DATA,__data) non-external (was a private external) _kXMPFiles_EmbeddedCopyright
00007ff8421b42a8 (__DATA,__data) non-external (was a private external) _kXMPFiles_EmbeddedVersion
00007ff8095dda70 (__TEXT,__const) non-external _kYModesIntra4
00007ff8095ddea0 (__TEXT,__const) non-external _kZigzag
                 (undefined) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4 (from Accelerate)
00007ff80948dc9c (__TEXT,__text) non-external (was a private external) _lexerror
                 (undefined) external _log (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _mach_vm_protect (from libSystem)
                 (undefined) external _madvise (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff8093ef970 (__TEXT,__text) non-external (was a private external) _metadataSetSource
00007ff8093b7bb3 (__TEXT,__text) non-external (was a private external) _metadataSetUnspecifiedSource
                 (undefined) external _mktemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ff842164f78 (__DATA,__const) non-external (was a private external) _mwg_region
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_exception_rethrow (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_release (from libobjc)
00007ff8093f11aa (__TEXT,__text) non-external (was a private external) _onlyspaces
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_simple_hash (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_variant_has_internal_diagnostics (from libSystem)
00007ff8093aa974 (__TEXT,__text) non-external (was a private external) _parse_metadata_path
00007ff8093aa8cc (__TEXT,__text) non-external (was a private external) _parse_metadata_pathString
00007ff842164fa8 (__DATA,__const) non-external (was a private external) _photoshop_authors_position
00007ff842164fe8 (__DATA,__const) non-external (was a private external) _photoshop_caption_writer
00007ff842164f88 (__DATA,__const) non-external (was a private external) _photoshop_category
00007ff842164fb0 (__DATA,__const) non-external (was a private external) _photoshop_city
00007ff842164fc0 (__DATA,__const) non-external (was a private external) _photoshop_country
00007ff842164fd8 (__DATA,__const) non-external (was a private external) _photoshop_credit
00007ff842164fa0 (__DATA,__const) non-external (was a private external) _photoshop_date_created
00007ff842164fd0 (__DATA,__const) non-external (was a private external) _photoshop_headline
00007ff842164f98 (__DATA,__const) non-external (was a private external) _photoshop_instructions
00007ff842164fe0 (__DATA,__const) non-external (was a private external) _photoshop_source
00007ff842164fb8 (__DATA,__const) non-external (was a private external) _photoshop_state
00007ff842164f90 (__DATA,__const) non-external (was a private external) _photoshop_supplementalCategory
00007ff842164fc8 (__DATA,__const) non-external (was a private external) _photoshop_transmissionReference
00007ff842164f80 (__DATA,__const) non-external (was a private external) _photoshop_urgency
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff8093db74a (__TEXT,__text) non-external (was a private external) _reconcileGPSTimeStamp
00007ff8093db4b2 (__TEXT,__text) non-external (was a private external) _reconcileSubsecTimes
                 (undefined) external _rename (from libSystem)
                 (undefined) external _rmdir (from libSystem)
00007ff8421b6730 (__DATA,__common) non-external (was a private external) _sDefaultNamespacePrefixMapLock
00007ff8421b4df8 (__DATA,__bss) non-external _sIIOFrameBufferClass
00007ff8421b4df0 (__DATA,__bss) non-external _sIIOFrameBufferID
00007ff8421b6728 (__DATA,__common) non-external (was a private external) _sRegisteredAliasMap
00007ff8421b6720 (__DATA,__common) non-external (was a private external) _sRegisteredNamespaces
00007ff8421b6738 (__DATA,__common) non-external (was a private external) _sUseNewCoreAPIs
00007ff8421b66e8 (__DATA,__common) non-external (was a private external) _sXMPFilesInitCount
00007ff8421b6718 (__DATA,__common) non-external (was a private external) _sXMP_InitCount
00007ff8095dc090 (__TEXT,__const) non-external _sclip1
00007ff8095dc890 (__TEXT,__const) non-external _sclip2
                 (undefined) external _siglongjmp (from libSystem)
                 (undefined) external _sigsetjmp (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _ssyev_ (from Accelerate)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strcasestr (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff8093f11be (__TEXT,__text) non-external (was a private external) _stringType
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strnstr (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtok (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ff84216b8a0 (__DATA,__const) non-external (was a private external) _tiffStr_Pixar
00007ff8421b3460 (__DATA,__data) non-external (was a private external) _tiffTypeSize
00007ff842164ff0 (__DATA,__const) non-external (was a private external) _tiff_compression
00007ff842165000 (__DATA,__const) non-external (was a private external) _tiff_documentName
00007ff842165058 (__DATA,__const) non-external (was a private external) _tiff_hostComputer
00007ff842165010 (__DATA,__const) non-external (was a private external) _tiff_make
00007ff842165018 (__DATA,__const) non-external (was a private external) _tiff_model
00007ff842165020 (__DATA,__const) non-external (was a private external) _tiff_orientation
00007ff842164ff8 (__DATA,__const) non-external (was a private external) _tiff_photometricInterpretation
00007ff842165068 (__DATA,__const) non-external (was a private external) _tiff_primaryChromaticities
00007ff842165038 (__DATA,__const) non-external (was a private external) _tiff_resolutionUnit
00007ff842165050 (__DATA,__const) non-external (was a private external) _tiff_tileLength
00007ff842165048 (__DATA,__const) non-external (was a private external) _tiff_tileWidth
00007ff842165040 (__DATA,__const) non-external (was a private external) _tiff_transferFunction
00007ff842165060 (__DATA,__const) non-external (was a private external) _tiff_whitePoint
00007ff842165028 (__DATA,__const) non-external (was a private external) _tiff_xResolution
00007ff842165030 (__DATA,__const) non-external (was a private external) _tiff_yResolution
00007ff80945e8f7 (__TEXT,__text) non-external (was a private external) _triggerFiredCallback
                 (undefined) external _tzset (from libSystem)
                 (undefined) external _unlink (from libSystem)
00007ff8094bcd19 (__TEXT,__text) non-external _unz64local_GetCurrentFileInfoInternal
00007ff8094bde57 (__TEXT,__text) non-external _unz64local_getLong
00007ff8094bdfa7 (__TEXT,__text) non-external _unz64local_getLong64
00007ff8094be1f7 (__TEXT,__text) non-external _unz64local_getShort
00007ff8094bcc31 (__TEXT,__text) non-external (was a private external) _unzCloseCurrentFile
00007ff8094bcce9 (__TEXT,__text) non-external (was a private external) _unzGetCurrentFileInfo64
00007ff8094bcccd (__TEXT,__text) non-external (was a private external) _unzGetGlobalInfo
00007ff8094bd34a (__TEXT,__text) non-external (was a private external) _unzGoToFirstFile
00007ff8094bd3b6 (__TEXT,__text) non-external (was a private external) _unzGoToNextFile
00007ff8094bd477 (__TEXT,__text) non-external (was a private external) _unzLocateFile
00007ff8094bcb94 (__TEXT,__text) non-external (was a private external) _unzOpen
00007ff8094bcba2 (__TEXT,__text) non-external (was a private external) _unzOpenBuffer
00007ff8094bdba0 (__TEXT,__text) non-external (was a private external) _unzOpenCurrentFile
00007ff8094bd6b3 (__TEXT,__text) non-external (was a private external) _unzOpenCurrentFile3
00007ff8094bc3ca (__TEXT,__text) non-external _unzOpenInternal
00007ff8094bdbb3 (__TEXT,__text) non-external (was a private external) _unzReadCurrentFile
00007ff8094bc367 (__TEXT,__text) non-external (was a private external) _unzStringFileNameCompare
                 (undefined) external _vImageAlphaBlend_ARGB8888 (from Accelerate)
                 (undefined) external _vImageBufferFill_ARGB8888 (from Accelerate)
                 (undefined) external _vImageBuffer_InitWithCGImage (from Accelerate)
                 (undefined) external _vImageByteSwap_Planar16U (from Accelerate)
                 (undefined) external _vImageCGImageFormat_IsEqual (from Accelerate)
                 (undefined) external _vImageConvert_16Fto16U (from Accelerate)
                 (undefined) external _vImageConvert_16Uto16F (from Accelerate)
                 (undefined) external _vImageConvert_420Yp8_CbCr8ToARGB8888 (from Accelerate)
                 (undefined) external _vImageConvert_ARGB16UToARGB8888 (from Accelerate)
                 (undefined) external _vImageConvert_ARGB16UtoARGB8888_dithered (from Accelerate)
                 (undefined) external _vImageConvert_ARGB2101010ToARGB16U (from Accelerate)
                 (undefined) external _vImageConvert_ARGB8888To420Yp8_CbCr8 (from Accelerate)
                 (undefined) external _vImageConvert_ARGB8888ToARGB16U (from Accelerate)
