00007ff8062fa58c (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff8406784d0 (__DATA_CONST,__const) external __ZTIN3icu24CollationElementIteratorE
00007ff84067bf30 (__DATA_CONST,__const) external __ZTIN3icu24DateTimePatternGeneratorE
00007ff840688d50 (__DATA_CONST,__const) external __ZTIN3icu24FCDUTF8CollationIteratorE
00007ff840665758 (__DATA_CONST,__const) external __ZTIN3icu24ForwardCharacterIteratorE
00007ff84067e690 (__DATA_CONST,__const) external __ZTIN3icu24HinduSolarBanglaCalendarE
00007ff84066a138 (__DATA_CONST,__const) external __ZTIN3icu24RuleBasedBreakIterator57E
00007ff840678ac8 (__DATA_CONST,__const) external __ZTIN3icu25CollationFastLatinBuilderE
00007ff8406887e0 (__DATA_CONST,__const) external __ZTIN3icu25FCDUIterCollationIteratorE
00007ff840688c00 (__DATA_CONST,__const) external __ZTIN3icu25FCDUTF16CollationIteratorE
00007ff840685f18 (__DATA_CONST,__const) external __ZTIN3icu25FormattedRelativeDateTimeE
00007ff840685fc0 (__DATA_CONST,__const) external __ZTIN3icu25RelativeDateTimeFormatterE
00007ff840686a28 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatter11MarkupStyleE
00007ff840686a78 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatter16SuperscriptStyleE
00007ff840686a10 (__DATA_CONST,__const) weak external __ZTIN3icu25ScientificNumberFormatter5StyleE
00007ff840686a90 (__DATA_CONST,__const) external __ZTIN3icu25ScientificNumberFormatterE
00007ff84067e6a8 (__DATA_CONST,__const) external __ZTIN3icu27HinduSolarMalayalamCalendarE
00007ff84067c8d8 (__DATA_CONST,__const) external __ZTIN3icu28FieldPositionIteratorHandlerE
00007ff840665d08 (__DATA_CONST,__const) external __ZTIN3icu28FilteredBreakIteratorBuilderE
00007ff84067e648 (__DATA_CONST,__const) external __ZTIN3icu28HinduLunisolarTeluguCalendarE
00007ff84067e618 (__DATA_CONST,__const) external __ZTIN3icu28HinduLunisolarVikramCalendarE
00007ff84067e678 (__DATA_CONST,__const) external __ZTIN3icu29HinduLunisolarKannadaCalendarE
00007ff84067e630 (__DATA_CONST,__const) external __ZTIN3icu29HinduLunisolarMarathiCalendarE
00007ff84067e660 (__DATA_CONST,__const) external __ZTIN3icu30HinduLunisolarGujaratiCalendarE
00007ff84067c778 (__DATA_CONST,__const) external __ZTIN3icu31FormattedValueStringBuilderImplE
00007ff840685718 (__DATA_CONST,__const) external __ZTIN3icu33PluralAvailableLocalesEnumerationE
00007ff840676cb8 (__DATA_CONST,__const) external __ZTIN3icu4IDNAE
00007ff84067c6a8 (__DATA_CONST,__const) external __ZTIN3icu6FormatE
00007ff840666878 (__DATA_CONST,__const) external __ZTIN3icu6Locale8IteratorE
00007ff840666798 (__DATA_CONST,__const) external __ZTIN3icu6LocaleE
00007ff840685e58 (__DATA_CONST,__const) external __ZTIN3icu6RegionE
00007ff840676630 (__DATA_CONST,__const) external __ZTIN3icu6UStackE
00007ff840683b40 (__DATA_CONST,__const) external __ZTIN3icu6number15FormattedNumberE
00007ff840683b90 (__DATA_CONST,__const) external __ZTIN3icu6number20FormattedNumberRangeE
00007ff8406832c8 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl13EmptyModifierE
00007ff8406839b8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl13ModifierStoreE
00007ff840683780 (__DATA_CONST,__const) external __ZTIN3icu6number4impl14SimpleModifierE
00007ff840682ff8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl14SymbolProviderE
00007ff8406831f8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl15DecimalQuantityE
00007ff840683ed0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl17ParsedPatternInfoE
00007ff840684098 (__DATA_CONST,__const) external __ZTIN3icu6number4impl17UsagePrefsHandlerE
00007ff840683f70 (__DATA_CONST,__const) external __ZTIN3icu6number4impl18ScientificModifierE
00007ff840683120 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl19MicroPropsGeneratorE
00007ff840683d60 (__DATA_CONST,__const) external __ZTIN3icu6number4impl20AffixPatternProviderE
00007ff840683b78 (__DATA_CONST,__const) external __ZTIN3icu6number4impl20UFormattedNumberDataE
00007ff840683e28 (__DATA_CONST,__const) weak external __ZTIN3icu6number4impl21AdoptingModifierStoreE
00007ff8406836f0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl21ConstantAffixModifierE
00007ff8406840d0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl21UnitConversionHandlerE
00007ff840683d70 (__DATA_CONST,__const) external __ZTIN3icu6number4impl22MutablePatternModifierE
00007ff840683a08 (__DATA_CONST,__const) external __ZTIN3icu6number4impl23MultiplierFormatHandlerE
00007ff840683dc8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl24ImmutablePatternModifierE
00007ff8406837b8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl26ConstantMultiFieldModifierE
00007ff840683978 (__DATA_CONST,__const) external __ZTIN3icu6number4impl27AdoptingSignumModifierStoreE
00007ff8406839c8 (__DATA_CONST,__const) external __ZTIN3icu6number4impl30CurrencySpacingEnabledModifierE
00007ff840683058 (__DATA_CONST,__const) external __ZTIN3icu6number4impl32LocalizedNumberFormatterAsFormatE
00007ff8406836e0 (__DATA_CONST,__const) external __ZTIN3icu6number4impl8ModifierE
00007ff840682530 (__DATA_CONST,__const) external __ZTIN3icu7MeasureE
00007ff840665120 (__DATA_CONST,__const) weak external __ZTIN3icu7UMemoryE
00007ff840675bf0 (__DATA_CONST,__const) external __ZTIN3icu7UObjectE
00007ff840677208 (__DATA_CONST,__const) external __ZTIN3icu7UVectorE
00007ff840665490 (__DATA_CONST,__const) external __ZTIN3icu8ByteSinkE
00007ff840677bd0 (__DATA_CONST,__const) external __ZTIN3icu8CalendarE
00007ff840678678 (__DATA_CONST,__const) external __ZTIN3icu8CollatorE
00007ff840687570 (__DATA_CONST,__const) external __ZTIN3icu8TimeUnitE
00007ff840687458 (__DATA_CONST,__const) external __ZTIN3icu8TimeZoneE
00007ff840684610 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl13SeriesMatcherE
00007ff840684b90 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl13SymbolMatcherE
00007ff840684c40 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl14PercentMatcherE
00007ff840684c58 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl15PermilleMatcherE
00007ff840684c70 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl15PlusSignMatcherE
00007ff8406844b0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16CodePointMatcherE
00007ff840684bf8 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16MinusSignMatcherE
00007ff8406847c0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl16NumberParserImplE
00007ff840684bc8 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl17IgnorablesMatcherE
00007ff840684628 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl18ArraySeriesMatcherE
00007ff8406845f8 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl18CompositionMatcherE
00007ff8406847b0 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl18NumberParseMatcherE
00007ff840684520 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl19AffixPatternMatcherE
00007ff840684688 (__DATA_CONST,__const) external __ZTIN3icu8numparse4impl23CombinedCurrencyMatcherE
00007ff840684468 (__DATA_CONST,__const) weak external __ZTIN3icu8numparse4impl24MutableMatcherCollectionE
00007ff840665b18 (__DATA_CONST,__const) external __ZTIN3icu9ErrorCodeE
00007ff840677248 (__DATA_CONST,__const) external __ZTIN3icu9UVector32E
00007ff840677288 (__DATA_CONST,__const) external __ZTIN3icu9UVector64E
00007ff8406890e0 (__DATA_CONST,__const) external __ZTIN3icu9VTimeZoneE
00007ff806505e10 (__TEXT,__const) external __ZTSN3icu10AppendableE
00007ff80655ced0 (__TEXT,__const) external __ZTSN3icu10CECalendarE
00007ff806561ae5 (__TEXT,__const) external __ZTSN3icu10DateFormatE
00007ff806563902 (__TEXT,__const) external __ZTSN3icu10GenderInfoE
00007ff80650f5fb (__TEXT,__const) external __ZTSN3icu10NormalizerE
00007ff8065518e3 (__TEXT,__const) external __ZTSN3icu10UnicodeSetE
00007ff806563788 (__TEXT,__const) external __ZTSN3icu11FormattableE
00007ff806566354 (__TEXT,__const) external __ZTSN3icu11MeasureUnitE
00007ff80650a710 (__TEXT,__const) external __ZTSN3icu11Normalizer2E
00007ff8065679ee (__TEXT,__const) external __ZTSN3icu11PluralRulesE
00007ff80655195d (__TEXT,__const) external __ZTSN3icu11ReplaceableE
00007ff8065518cf (__TEXT,__const) external __ZTSN3icu11SymbolTableE
00007ff806569a9e (__TEXT,__const) external __ZTSN3icu11TextTrieMapE
00007ff806551850 (__TEXT,__const) external __ZTSN3icu12CacheKeyBaseE
00007ff80655d639 (__TEXT,__const) external __ZTSN3icu12ChoiceFormatE
00007ff806569290 (__TEXT,__const) external __ZTSN3icu12CollationKeyE
00007ff806561a26 (__TEXT,__const) external __ZTSN3icu12CurrencyUnitE
00007ff806506180 (__TEXT,__const) external __ZTSN3icu12DateIntervalE
00007ff8065636ce (__TEXT,__const) external __ZTSN3icu12DateTimeRuleE
00007ff806567a87 (__TEXT,__const) external __ZTSN3icu12FixedDecimalE
00007ff8065670d9 (__TEXT,__const) external __ZTSN3icu12NumberFormatE
00007ff8065678a8 (__TEXT,__const) external __ZTSN3icu12PluralFormat14PluralSelectorE
00007ff8065678ce (__TEXT,__const) external __ZTSN3icu12PluralFormat21PluralSelectorAdapterE
00007ff8065678fa (__TEXT,__const) external __ZTSN3icu12PluralFormatE
00007ff8065685b4 (__TEXT,__const) external __ZTSN3icu12RegexCompileE
00007ff806568892 (__TEXT,__const) external __ZTSN3icu12RegexMatcherE
00007ff8065688e3 (__TEXT,__const) external __ZTSN3icu12RegexPatternE
00007ff80651b734 (__TEXT,__const) external __ZTSN3icu12ResourceSinkE
00007ff806568b98 (__TEXT,__const) external __ZTSN3icu12SelectFormatE
00007ff80651b782 (__TEXT,__const) external __ZTSN3icu12SharedObjectE
00007ff806569351 (__TEXT,__const) external __ZTSN3icu12StringSearchE
00007ff806569c08 (__TEXT,__const) external __ZTSN3icu12TimeZoneRuleE
00007ff806551865 (__TEXT,__const) external __ZTSN3icu12UnifiedCacheE
00007ff80655bc98 (__TEXT,__const) external __ZTSN3icu13BasicTimeZoneE
00007ff806505f0a (__TEXT,__const) external __ZTSN3icu13BreakIteratorE
00007ff80655f2b8 (__TEXT,__const) external __ZTSN3icu13CollationKeys13LevelCallbackE
00007ff806561e08 (__TEXT,__const) external __ZTSN3icu13DecimalFormatE
00007ff80656379c (__TEXT,__const) external __ZTSN3icu13FieldPositionE
00007ff806565e20 (__TEXT,__const) external __ZTSN3icu13FormattedListE
00007ff8065669c3 (__TEXT,__const) external __ZTSN3icu13IFixedDecimalE
00007ff806565e5f (__TEXT,__const) external __ZTSN3icu13ListFormatterE
00007ff8065062c1 (__TEXT,__const) external __ZTSN3icu13LocaleBuilderE
00007ff806565f77 (__TEXT,__const) external __ZTSN3icu13MeasureFormatE
00007ff8065663d0 (__TEXT,__const) external __ZTSN3icu13MessageFormat11DummyFormatE
00007ff806566458 (__TEXT,__const) external __ZTSN3icu13MessageFormat22PluralSelectorProviderE
00007ff806566424 (__TEXT,__const) external __ZTSN3icu13MessageFormatE
00007ff806567670 (__TEXT,__const) external __ZTSN3icu13OlsonTimeZoneE
00007ff80650f60e (__TEXT,__const) external __ZTSN3icu13ParsePositionE
00007ff80651b71e (__TEXT,__const) external __ZTSN3icu13ResourceValueE
00007ff8065699e7 (__TEXT,__const) external __ZTSN3icu13TimeZoneNames19MatchInfoCollectionE
00007ff8065699b3 (__TEXT,__const) external __ZTSN3icu13TimeZoneNamesE
00007ff806551891 (__TEXT,__const) external __ZTSN3icu13UnicodeFilterE
00007ff806551971 (__TEXT,__const) external __ZTSN3icu13UnicodeStringE
00007ff806561951 (__TEXT,__const) external __ZTSN3icu14CurrencyAmountE
00007ff80656382f (__TEXT,__const) external __ZTSN3icu14FormattedValueE
00007ff806563e14 (__TEXT,__const) external __ZTSN3icu14HebrewCalendarE
00007ff806565590 (__TEXT,__const) external __ZTSN3icu14IndianCalendarE
00007ff8065067b8 (__TEXT,__const) external __ZTSN3icu14MessagePatternE
00007ff80651b707 (__TEXT,__const) external __ZTSN3icu14ResourceBundleE
00007ff806568b74 (__TEXT,__const) external __ZTSN3icu14SearchIteratorE
00007ff80655cc4b (__TEXT,__const) external __ZTSN3icu14SharedCalendarE
00007ff806568bee (__TEXT,__const) external __ZTSN3icu14SimpleTimeZoneE
00007ff80656941c (__TEXT,__const) external __ZTSN3icu14TimeUnitAmountE
00007ff8065694f3 (__TEXT,__const) external __ZTSN3icu14TimeUnitFormatE
00007ff806569886 (__TEXT,__const) external __ZTSN3icu14TimeZoneFormatE
00007ff8065695aa (__TEXT,__const) external __ZTSN3icu14TransliteratorE
00007ff8065518a7 (__TEXT,__const) external __ZTSN3icu14UnicodeFunctorE
00007ff80655187a (__TEXT,__const) external __ZTSN3icu14UnicodeMatcherE
00007ff80655768c (__TEXT,__const) external __ZTSN3icu15AlphabeticIndex14ImmutableIndexE
00007ff8065576df (__TEXT,__const) external __ZTSN3icu15AlphabeticIndex6BucketE
00007ff8065576c7 (__TEXT,__const) external __ZTSN3icu15AlphabeticIndexE
00007ff80655d530 (__TEXT,__const) external __ZTSN3icu15ChineseCalendarE
00007ff806565d54 (__TEXT,__const) external __ZTSN3icu15IslamicCalendarE
00007ff80650f5e3 (__TEXT,__const) external __ZTSN3icu15Normalizer2ImplE
00007ff806567631 (__TEXT,__const) external __ZTSN3icu15NumberingSystemE
00007ff806569322 (__TEXT,__const) external __ZTSN3icu15UnicodeReplacerE
00007ff806505faa (__TEXT,__const) external __ZTSN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff806505f91 (__TEXT,__const) external __ZTSN3icu16BytesTrieBuilderE
00007ff80655d722 (__TEXT,__const) external __ZTSN3icu16CollationBuilderE
00007ff806562d89 (__TEXT,__const) external __ZTSN3icu16DateIntervalInfoE
00007ff806569268 (__TEXT,__const) external __ZTSN3icu16SimpleDateFormatE
00007ff80651b769 (__TEXT,__const) external __ZTSN3icu16UnifiedCacheBaseE
00007ff806505fd6 (__TEXT,__const) external __ZTSN3icu17CanonicalIteratorE
00007ff806506011 (__TEXT,__const) external __ZTSN3icu17CharacterIteratorE
00007ff80655f23c (__TEXT,__const) external __ZTSN3icu17CollationIteratorE
00007ff80655f3dc (__TEXT,__const) external __ZTSN3icu17CollationSettingsE
00007ff806562890 (__TEXT,__const) external __ZTSN3icu17DateFormatSymbolsE
00007ff806506124 (__TEXT,__const) external __ZTSN3icu17DictionaryMatcherE
00007ff806563b10 (__TEXT,__const) external __ZTSN3icu17GregorianCalendarE
00007ff8065065f8 (__TEXT,__const) external __ZTSN3icu17RegionValidateMapE
00007ff80656890a (__TEXT,__const) external __ZTSN3icu17RuleBasedCollatorE
00007ff806567ddf (__TEXT,__const) external __ZTSN3icu17RuleBasedTimeZoneE
00007ff8065679d4 (__TEXT,__const) external __ZTSN3icu17SharedPluralRulesE
00007ff806557160 (__TEXT,__const) external __ZTSN3icu17StringEnumerationE
00007ff80651b8af (__TEXT,__const) weak external __ZTSN3icu17StringTrieBuilder10BranchNodeE
00007ff80651b900 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff80651b7db (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14FinalValueNodeE
00007ff80651b885 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14ListBranchNodeE
00007ff80651b85a (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff80651b8d5 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff80651b829 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff80651b7bc (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder4NodeE
00007ff80651b805 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder9ValueNodeE
00007ff80651b92a (__TEXT,__const) external __ZTSN3icu17StringTrieBuilderE
00007ff80654ef8a (__TEXT,__const) external __ZTSN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff80654ef70 (__TEXT,__const) external __ZTSN3icu17UCharsTrieBuilderE
00007ff806569c39 (__TEXT,__const) external __ZTSN3icu18AnnualTimeZoneRuleE
00007ff80655bc10 (__TEXT,__const) external __ZTSN3icu18CalendarAstronomer9AngleFuncE
00007ff806505f49 (__TEXT,__const) external __ZTSN3icu18CharStringByteSinkE
00007ff80655f412 (__TEXT,__const) external __ZTSN3icu18CollationTailoringE
00007ff8065619fe (__TEXT,__const) external __ZTSN3icu18CurrencyPluralInfoE
00007ff806562caf (__TEXT,__const) external __ZTSN3icu18DateIntervalFormatE
00007ff806565274 (__TEXT,__const) external __ZTSN3icu18HinduLunarCalendarE
00007ff80656528f (__TEXT,__const) external __ZTSN3icu18HinduSolarCalendarE
00007ff806506486 (__TEXT,__const) external __ZTSN3icu18LocaleDisplayNamesE
00007ff8065062e8 (__TEXT,__const) weak external __ZTSN3icu18LocalePriorityList8IteratorE
00007ff80651b6ec (__TEXT,__const) external __ZTSN3icu18RuleBasedTokenizerE
00007ff8065670be (__TEXT,__const) external __ZTSN3icu18SharedNumberFormatE
00007ff806569c72 (__TEXT,__const) external __ZTSN3icu18TimeZoneTransitionE
00007ff80655717a (__TEXT,__const) external __ZTSN3icu18UStringEnumerationE
00007ff806556770 (__TEXT,__const) external __ZTSN3icu18UnicodeSetIteratorE
00007ff80655f3f6 (__TEXT,__const) external __ZTSN3icu19CollationCacheEntryE
00007ff80655f33e (__TEXT,__const) external __ZTSN3icu19CollationRuleParser4SinkE
00007ff80655f35f (__TEXT,__const) external __ZTSN3icu19CollationRuleParser8ImporterE
00007ff806506287 (__TEXT,__const) external __ZTSN3icu19FilteredNormalizer2E
00007ff806569c1d (__TEXT,__const) external __ZTSN3icu19InitialTimeZoneRuleE
00007ff806565dc5 (__TEXT,__const) external __ZTSN3icu19IslamicRGSACalendarE
00007ff806565d89 (__TEXT,__const) external __ZTSN3icu19IslamicTBLACalendarE
00007ff806568bad (__TEXT,__const) external __ZTSN3icu19SharedBreakIteratorE
00007ff806505f74 (__TEXT,__const) external __ZTSN3icu20CheckedArrayByteSinkE
00007ff80655d7c6 (__TEXT,__const) external __ZTSN3icu20CollationDataBuilder10CEModifierE
00007ff80655d814 (__TEXT,__const) external __ZTSN3icu20CollationDataBuilderE
00007ff80655f474 (__TEXT,__const) external __ZTSN3icu20CompactDecimalFormatE
00007ff806561b96 (__TEXT,__const) external __ZTSN3icu20DecimalFormatSymbolsE
00007ff806563846 (__TEXT,__const) external __ZTSN3icu20FieldPositionHandlerE
00007ff806565d6c (__TEXT,__const) external __ZTSN3icu20IslamicCivilCalendarE
00007ff806569996 (__TEXT,__const) external __ZTSN3icu20TimeZoneGenericNamesE
00007ff8065638a9 (__TEXT,__const) external __ZTSN3icu21FieldPositionIteratorE
00007ff806562c60 (__TEXT,__const) external __ZTSN3icu21FormattedDateIntervalE
00007ff806567bdf (__TEXT,__const) external __ZTSN3icu21RuleBasedNumberFormatE
00007ff806569c54 (__TEXT,__const) external __ZTSN3icu21TimeArrayTimeZoneRuleE
00007ff80656a33b (__TEXT,__const) external __ZTSN3icu21UTF8CollationIteratorE
00007ff806506161 (__TEXT,__const) external __ZTSN3icu22BytesDictionaryMatcherE
00007ff80655f4ba (__TEXT,__const) external __ZTSN3icu22CompoundTransliteratorE
00007ff8065653ac (__TEXT,__const) external __ZTSN3icu22HinduSolarOdiaCalendarE
00007ff80651ae13 (__TEXT,__const) external __ZTSN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff80651add0 (__TEXT,__const) external __ZTSN3icu22RuleBasedBreakIteratorE
00007ff80654efb8 (__TEXT,__const) external __ZTSN3icu22UCharCharacterIteratorE
00007ff806569ef2 (__TEXT,__const) external __ZTSN3icu22UIterCollationIteratorE
00007ff80656a2e9 (__TEXT,__const) external __ZTSN3icu22UTF16CollationIteratorE
00007ff8065653cb (__TEXT,__const) external __ZTSN3icu23HinduSolarTamilCalendarE
00007ff806565da5 (__TEXT,__const) external __ZTSN3icu23IslamicUmalquraCalendarE
00007ff806562870 (__TEXT,__const) external __ZTSN3icu23SharedDateFormatSymbolsE
00007ff80651b749 (__TEXT,__const) external __ZTSN3icu23StringCharacterIteratorE
00007ff806506141 (__TEXT,__const) external __ZTSN3icu23UCharsDictionaryMatcherE
00007ff80655193d (__TEXT,__const) external __ZTSN3icu23UnicodeStringAppendableE
00007ff80655d64e (__TEXT,__const) external __ZTSN3icu24CollationElementIteratorE
00007ff8065634f4 (__TEXT,__const) external __ZTSN3icu24DateTimePatternGeneratorE
00007ff80656a359 (__TEXT,__const) external __ZTSN3icu24FCDUTF8CollationIteratorE
00007ff806505ff0 (__TEXT,__const) external __ZTSN3icu24ForwardCharacterIteratorE
