00007ff8062a852c (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff8063ec4d4 (__TEXT,__text) external __ZNK3icu6number4impl15CurrencySymbols22hasEmptyCurrencySymbolEv
00007ff8063ec38c (__TEXT,__text) external __ZNK3icu6number4impl15CurrencySymbols23getFormalCurrencySymbolER10UErrorCode
00007ff8063ec2f6 (__TEXT,__text) external __ZNK3icu6number4impl15CurrencySymbols23getNarrowCurrencySymbolER10UErrorCode
00007ff8063ec3ac (__TEXT,__text) external __ZNK3icu6number4impl15CurrencySymbols24getVariantCurrencySymbolER10UErrorCode
00007ff8063ee34a (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity10fitsInLongEb
00007ff8063ed5ec (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity10isInfiniteEv
00007ff8063ed1d4 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity10isNegativeEv
00007ff8063ef65a (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity11checkHealthEv
00007ff8063ed566 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity11getDigitPosEi
00007ff8063ed3a2 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity11getExponentEv
00007ff8063ec9d2 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity12getMagnitudeEv
00007ff8063ed36e (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity13fractionCountEv
00007ff8063ef156 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity13toPlainStringEv
00007ff8063ed292 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity14toFractionLongEb
00007ff8063ed4f2 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity15hasIntegerValueEv
00007ff8063ed112 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity16getPluralOperandENS_13PluralOperandE
00007ff8063ef338 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity16toExponentStringEv
00007ff8063ee416 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity18toScientificStringEv
00007ff8063ecb64 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity22getPositionFingerprintEv
00007ff8063ed516 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity24getLowerDisplayMagnitudeEv
00007ff8063ed500 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity24getUpperDisplayMagnitudeEv
00007ff8063ed38c (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity33fractionCountWithoutTrailingZerosEv
00007ff8063ed5fa (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity5isNaNEv
00007ff8063ed5a0 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity6signumEv
00007ff8063ed1e0 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity6toLongEb
00007ff8063ed528 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity8getDigitEi
00007ff8063ecd96 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity8toDecNumERNS1_6DecNumER10UErrorCode
00007ff8063ed3ac (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity8toDoubleEv
00007ff8063ef90e (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity8toStringEv
00007ff8063ed0b0 (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantity9isZeroishEv
00007ff8063ef7ec (__TEXT,__text) external __ZNK3icu6number4impl15DecimalQuantityeqERKS2_
00007ff806402766 (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo12getEndpointsEi
00007ff8064028c6 (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo15hasCurrencySignEv
00007ff806402906 (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo17currencyAsDecimalEv
00007ff8064028ea (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo18containsSymbolTypeENS1_16AffixPatternTypeER10UErrorCode
00007ff8064028a2 (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo19positiveHasPlusSignEv
00007ff8064028ba (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo20negativeHasMinusSignEv
00007ff8064028ae (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo21hasNegativeSubpatternEv
00007ff8064026ce (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo6charAtEii
00007ff8064027ba (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo6lengthEi
00007ff8064028f8 (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo7hasBodyEv
00007ff80640281a (__TEXT,__text) external __ZNK3icu6number4impl17ParsedPatternInfo9getStringEi
00007ff80640c314 (__TEXT,__text) external __ZNK3icu6number4impl17UsagePrefsHandler15processQuantityERNS1_15DecimalQuantityERNS1_10MicroPropsER10UErrorCode
00007ff8064069bc (__TEXT,__text) external __ZNK3icu6number4impl18ScientificModifier12strictEqualsERKNS1_8ModifierE
00007ff8064069a4 (__TEXT,__text) external __ZNK3icu6number4impl18ScientificModifier13containsFieldENS_22FormattedStringBuilder5FieldE
00007ff8064069ae (__TEXT,__text) external __ZNK3icu6number4impl18ScientificModifier13getParametersERNS1_8Modifier10ParametersE
00007ff806406988 (__TEXT,__text) external __ZNK3icu6number4impl18ScientificModifier15getPrefixLengthEv
00007ff806406990 (__TEXT,__text) external __ZNK3icu6number4impl18ScientificModifier17getCodePointCountEv
00007ff806406790 (__TEXT,__text) external __ZNK3icu6number4impl18ScientificModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
00007ff80640699c (__TEXT,__text) external __ZNK3icu6number4impl18ScientificModifier8isStrongEv
00007ff8063fe89a (__TEXT,__text) external __ZNK3icu6number4impl21ConstantAffixModifier12strictEqualsERKNS1_8ModifierE
00007ff8063fe886 (__TEXT,__text) external __ZNK3icu6number4impl21ConstantAffixModifier13containsFieldENS_22FormattedStringBuilder5FieldE
00007ff8063fe890 (__TEXT,__text) external __ZNK3icu6number4impl21ConstantAffixModifier13getParametersERNS1_8Modifier10ParametersE
00007ff8063fe82a (__TEXT,__text) external __ZNK3icu6number4impl21ConstantAffixModifier15getPrefixLengthEv
00007ff8063fe842 (__TEXT,__text) external __ZNK3icu6number4impl21ConstantAffixModifier17getCodePointCountEv
00007ff8063fe7be (__TEXT,__text) external __ZNK3icu6number4impl21ConstantAffixModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
00007ff8063fe87a (__TEXT,__text) external __ZNK3icu6number4impl21ConstantAffixModifier8isStrongEv
00007ff80640c720 (__TEXT,__text) external __ZNK3icu6number4impl21UnitConversionHandler15processQuantityERNS1_15DecimalQuantityERNS1_10MicroPropsER10UErrorCode
00007ff8064013f8 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier12needsPluralsEv
00007ff806401f8c (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier12strictEqualsERKNS1_8ModifierE
00007ff806401f64 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier13containsFieldENS_22FormattedStringBuilder5FieldE
00007ff806401f78 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier13getParametersERNS1_8Modifier10ParametersE
00007ff806401df8 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier15getPrefixLengthEv
00007ff806401af6 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier15processQuantityERNS1_15DecimalQuantityERNS1_10MicroPropsER10UErrorCode
00007ff80640213c (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier15toUnicodeStringEv
00007ff806401ed6 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier17getCodePointCountEv
00007ff80640207c (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier29getCurrencySymbolForUnitWidthER10UErrorCode
00007ff806401c74 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
00007ff806401f50 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier8isStrongEv
00007ff806401fa0 (__TEXT,__text) external __ZNK3icu6number4impl22MutablePatternModifier9getSymbolENS1_16AffixPatternTypeE
00007ff8063f0094 (__TEXT,__text) external __ZNK3icu6number4impl23DecimalFormatProperties29equalsDefaultExceptFastFormatEv
00007ff8063efcea (__TEXT,__text) external __ZNK3icu6number4impl23DecimalFormatProperties7_equalsERKS2_b
00007ff80640048c (__TEXT,__text) external __ZNK3icu6number4impl23MultiplierFormatHandler15processQuantityERNS1_15DecimalQuantityERNS1_10MicroPropsER10UErrorCode
00007ff806401ab6 (__TEXT,__text) external __ZNK3icu6number4impl24ImmutablePatternModifier11getModifierENS1_6SignumENS_14StandardPlural4FormE
00007ff806401976 (__TEXT,__text) external __ZNK3icu6number4impl24ImmutablePatternModifier13applyToMicrosERNS1_10MicroPropsERKNS1_15DecimalQuantityER10UErrorCode
00007ff80640191a (__TEXT,__text) external __ZNK3icu6number4impl24ImmutablePatternModifier15processQuantityERNS1_15DecimalQuantityERNS1_10MicroPropsER10UErrorCode
00007ff8063ff17e (__TEXT,__text) external __ZNK3icu6number4impl26ConstantMultiFieldModifier12strictEqualsERKNS1_8ModifierE
00007ff8063ff138 (__TEXT,__text) external __ZNK3icu6number4impl26ConstantMultiFieldModifier13containsFieldENS_22FormattedStringBuilder5FieldE
00007ff8063ff16e (__TEXT,__text) external __ZNK3icu6number4impl26ConstantMultiFieldModifier13getParametersERNS1_8Modifier10ParametersE
00007ff8063ff0f0 (__TEXT,__text) external __ZNK3icu6number4impl26ConstantMultiFieldModifier15getPrefixLengthEv
00007ff8063ff0fe (__TEXT,__text) external __ZNK3icu6number4impl26ConstantMultiFieldModifier17getCodePointCountEv
00007ff8063ff018 (__TEXT,__text) external __ZNK3icu6number4impl26ConstantMultiFieldModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
00007ff8063ff12c (__TEXT,__text) external __ZNK3icu6number4impl26ConstantMultiFieldModifier8isStrongEv
00007ff8063ff8b4 (__TEXT,__text) external __ZNK3icu6number4impl30CurrencySpacingEnabledModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
00007ff8063e9fb2 (__TEXT,__text) external __ZNK3icu6number4impl32LocalizedNumberFormatterAsFormat11parseObjectERKNS_13UnicodeStringERNS_11FormattableERNS_13ParsePositionE
00007ff8063e9a82 (__TEXT,__text) external __ZNK3icu6number4impl32LocalizedNumberFormatterAsFormat17getDynamicClassIDEv
00007ff8063e9fc0 (__TEXT,__text) external __ZNK3icu6number4impl32LocalizedNumberFormatterAsFormat18getNumberFormatterEv
00007ff8063e9c86 (__TEXT,__text) external __ZNK3icu6number4impl32LocalizedNumberFormatterAsFormat5cloneEv
00007ff8063e9e4c (__TEXT,__text) external __ZNK3icu6number4impl32LocalizedNumberFormatterAsFormat6formatERKNS_11FormattableERNS_13UnicodeStringEPNS_21FieldPositionIteratorER10UErrorCode
00007ff8063e9ce0 (__TEXT,__text) external __ZNK3icu6number4impl32LocalizedNumberFormatterAsFormat6formatERKNS_11FormattableERNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8063e9b54 (__TEXT,__text) external __ZNK3icu6number4impl32LocalizedNumberFormatterAsFormateqERKNS_6FormatE
00007ff80640d4aa (__TEXT,__text) external __ZNK3icu6number4impl6DecNum10isInfinityEv
00007ff80640d46a (__TEXT,__text) external __ZNK3icu6number4impl6DecNum10isNegativeEv
00007ff80640d4bc (__TEXT,__text) external __ZNK3icu6number4impl6DecNum5isNaNEv
00007ff80640d47a (__TEXT,__text) external __ZNK3icu6number4impl6DecNum6isZeroEv
00007ff80640d4cc (__TEXT,__text) external __ZNK3icu6number4impl6DecNum8toStringERNS_8ByteSinkER10UErrorCode
00007ff80640d49a (__TEXT,__text) external __ZNK3icu6number4impl6DecNum9isSpecialEv
00007ff806400fd4 (__TEXT,__text) external __ZNK3icu6number4impl6Padder11padAndApplyERKNS1_8ModifierES5_RNS_22FormattedStringBuilderEiiR10UErrorCode
00007ff8063f63ee (__TEXT,__text) external __ZNK3icu6number4impl7Grouper10getPrimaryEv
00007ff8063f63f8 (__TEXT,__text) external __ZNK3icu6number4impl7Grouper12getSecondaryEv
00007ff8063f6394 (__TEXT,__text) external __ZNK3icu6number4impl7Grouper15groupAtPositionEiRKNS1_15DecimalQuantityE
00007ff8063fe600 (__TEXT,__text) external __ZNK3icu6number4impl8Modifier22semanticallyEquivalentERKS2_
00007ff80640042a (__TEXT,__text) external __ZNK3icu6number5Scale17applyReciprocalToERNS0_4impl15DecimalQuantityE
00007ff8064003ea (__TEXT,__text) external __ZNK3icu6number5Scale7applyToERNS0_4impl15DecimalQuantityE
00007ff80640603c (__TEXT,__text) external __ZNK3icu6number9Precision12withCurrencyERKNS_12CurrencyUnitER10UErrorCode
00007ff806405d08 (__TEXT,__text) external __ZNK3icu6number9Precision19trailingZeroDisplayE26UNumberTrailingZeroDisplay
00007ff8063dc2c8 (__TEXT,__text) external __ZNK3icu7Measure17getDynamicClassIDEv
00007ff8063dc44a (__TEXT,__text) external __ZNK3icu7Measure5cloneEv
00007ff8063dc4ec (__TEXT,__text) external __ZNK3icu7MeasureeqERKNS_7UObjectE
00007ff806331d12 (__TEXT,__text) external __ZNK3icu7UObject17getDynamicClassIDEv
00007ff8063570c6 (__TEXT,__text) external __ZNK3icu7UVector10elementAtiEi
00007ff8063570e0 (__TEXT,__text) external __ZNK3icu7UVector11containsAllERKS0_
00007ff8063571c2 (__TEXT,__text) external __ZNK3icu7UVector12containsNoneERKS0_
00007ff8063569dc (__TEXT,__text) external __ZNK3icu7UVector17getDynamicClassIDEv
00007ff8063573cc (__TEXT,__text) external __ZNK3icu7UVector6equalsERKS0_
00007ff806357134 (__TEXT,__text) external __ZNK3icu7UVector7indexOfE8UElementia
00007ff8063573bc (__TEXT,__text) external __ZNK3icu7UVector7indexOfEPvi
00007ff806357460 (__TEXT,__text) external __ZNK3icu7UVector7indexOfEii
00007ff80635746e (__TEXT,__text) external __ZNK3icu7UVector7toArrayEPPv
00007ff8063570aa (__TEXT,__text) external __ZNK3icu7UVector9elementAtEi
00007ff806356e02 (__TEXT,__text) external __ZNK3icu7UVectoreqERKS0_
00007ff80636567e (__TEXT,__text) external __ZNK3icu8Calendar10getMaximumE19UCalendarDateFields
00007ff806365668 (__TEXT,__text) external __ZNK3icu8Calendar10getMaximumENS0_11EDateFieldsE
00007ff806365654 (__TEXT,__text) external __ZNK3icu8Calendar10getMinimumE19UCalendarDateFields
00007ff806365640 (__TEXT,__text) external __ZNK3icu8Calendar10getMinimumENS0_11EDateFieldsE
00007ff806365bd2 (__TEXT,__text) external __ZNK3icu8Calendar10newerFieldE19UCalendarDateFieldsS1_
00007ff806367242 (__TEXT,__text) external __ZNK3icu8Calendar11getLocaleIDE18ULocDataLocaleTypeR10UErrorCode
00007ff806363e36 (__TEXT,__text) external __ZNK3icu8Calendar11getTimeZoneEv
00007ff806363b7c (__TEXT,__text) external __ZNK3icu8Calendar11newestStampE19UCalendarDateFieldsS1_i
00007ff806365bf0 (__TEXT,__text) external __ZNK3icu8Calendar13resolveFieldsEPA12_A8_Ki
00007ff806363a8e (__TEXT,__text) external __ZNK3icu8Calendar14getRelatedYearER10UErrorCode
00007ff8063658b0 (__TEXT,__text) external __ZNK3icu8Calendar14inDaylightTimeER10UErrorCode
00007ff80636353e (__TEXT,__text) external __ZNK3icu8Calendar14isEquivalentToERKS0_
00007ff806366f28 (__TEXT,__text) external __ZNK3icu8Calendar15getActualHelperE19UCalendarDateFieldsiiR10UErrorCode
00007ff8063656d6 (__TEXT,__text) external __ZNK3icu8Calendar15getLeastMaximumE19UCalendarDateFields
00007ff8063656c0 (__TEXT,__text) external __ZNK3icu8Calendar15getLeastMaximumENS0_11EDateFieldsE
00007ff8063634de (__TEXT,__text) external __ZNK3icu8Calendar15getTimeInMillisER10UErrorCode
00007ff806366ce8 (__TEXT,__text) external __ZNK3icu8Calendar16getActualMaximumE19UCalendarDateFieldsR10UErrorCode
00007ff8063657aa (__TEXT,__text) external __ZNK3icu8Calendar16getActualMinimumE19UCalendarDateFieldsR10UErrorCode
00007ff8063656ec (__TEXT,__text) external __ZNK3icu8Calendar16getActualMinimumENS0_11EDateFieldsER10UErrorCode
00007ff80636625c (__TEXT,__text) external __ZNK3icu8Calendar16getBasicTimeZoneEv
00007ff806365464 (__TEXT,__text) external __ZNK3icu8Calendar16getDayOfWeekTypeE19UCalendarDaysOfWeekR10UErrorCode
00007ff80636728e (__TEXT,__text) external __ZNK3icu8Calendar16internalGetMonthER10UErrorCode
00007ff8063672e0 (__TEXT,__text) external __ZNK3icu8Calendar16internalGetMonthEiR10UErrorCode
00007ff80636542a (__TEXT,__text) external __ZNK3icu8Calendar17getFirstDayOfWeekER10UErrorCode
00007ff806364274 (__TEXT,__text) external __ZNK3icu8Calendar17getFirstDayOfWeekEv
00007ff8063656aa (__TEXT,__text) external __ZNK3icu8Calendar18getGreatestMinimumE19UCalendarDateFields
00007ff806365694 (__TEXT,__text) external __ZNK3icu8Calendar18getGreatestMinimumENS0_11EDateFieldsE
00007ff8063658fc (__TEXT,__text) external __ZNK3icu8Calendar18inTemporalLeapYearER10UErrorCode
00007ff806366c8a (__TEXT,__text) external __ZNK3icu8Calendar19handleGetYearLengthEi
00007ff80636591c (__TEXT,__text) external __ZNK3icu8Calendar20getTemporalMonthCodeER10UErrorCode
00007ff8063654f2 (__TEXT,__text) external __ZNK3icu8Calendar20getWeekendTransitionE19UCalendarDaysOfWeekR10UErrorCode
00007ff806366c28 (__TEXT,__text) external __ZNK3icu8Calendar20handleGetMonthLengthEiiR10UErrorCode
00007ff806365bc4 (__TEXT,__text) external __ZNK3icu8Calendar23getFieldResolutionTableEv
00007ff8063653fe (__TEXT,__text) external __ZNK3icu8Calendar24getSkippedWallTimeOptionEv
00007ff806364280 (__TEXT,__text) external __ZNK3icu8Calendar25getMinimalDaysInFirstWeekEv
00007ff8063653e6 (__TEXT,__text) external __ZNK3icu8Calendar25getRepeatedWallTimeOptionEv
00007ff806365042 (__TEXT,__text) external __ZNK3icu8Calendar34getImmediatePreviousZoneTransitionEdPdR10UErrorCode
00007ff806363788 (__TEXT,__text) external __ZNK3icu8Calendar3getE19UCalendarDateFieldsR10UErrorCode
00007ff80636369e (__TEXT,__text) external __ZNK3icu8Calendar5afterERKS0_R10UErrorCode
00007ff806363b54 (__TEXT,__text) external __ZNK3icu8Calendar5isSetE19UCalendarDateFields
00007ff806363658 (__TEXT,__text) external __ZNK3icu8Calendar6beforeERKS0_R10UErrorCode
00007ff80636360c (__TEXT,__text) external __ZNK3icu8Calendar6equalsERKS0_R10UErrorCode
00007ff8063656fe (__TEXT,__text) external __ZNK3icu8Calendar8getLimitE19UCalendarDateFieldsNS0_10ELimitTypeE
00007ff806367208 (__TEXT,__text) external __ZNK3icu8Calendar9getLocaleE18ULocDataLocaleTypeR10UErrorCode
00007ff80636377a (__TEXT,__text) external __ZNK3icu8Calendar9isLenientEv
00007ff806365526 (__TEXT,__text) external __ZNK3icu8Calendar9isWeekendEdR10UErrorCode
00007ff80636559a (__TEXT,__text) external __ZNK3icu8Calendar9isWeekendEv
00007ff806363478 (__TEXT,__text) external __ZNK3icu8CalendareqERKS0_
00007ff80636b876 (__TEXT,__text) external __ZNK3icu8Collator11compareUTF8ERKNS_11StringPieceES3_R10UErrorCode
00007ff80636bd06 (__TEXT,__text) external __ZNK3icu8Collator11getStrengthEv
00007ff80636bd68 (__TEXT,__text) external __ZNK3icu8Collator14getMaxVariableEv
00007ff80636baf2 (__TEXT,__text) external __ZNK3icu8Collator14getTailoredSetER10UErrorCode
00007ff80636b964 (__TEXT,__text) external __ZNK3icu8Collator14greaterOrEqualERKNS_13UnicodeStringES3_
00007ff80636bd74 (__TEXT,__text) external __ZNK3icu8Collator15getReorderCodesEPiiR10UErrorCode
00007ff80636be1c (__TEXT,__text) external __ZNK3icu8Collator19internalCompareUTF8EPKciS2_iR10UErrorCode
00007ff80636bec0 (__TEXT,__text) external __ZNK3icu8Collator23internalNextSortKeyPartEP13UCharIteratorPjPhiR10UErrorCode
00007ff80636be06 (__TEXT,__text) external __ZNK3icu8Collator32internalGetShortDefinitionStringEPKcPciR10UErrorCode
00007ff80636b93c (__TEXT,__text) external __ZNK3icu8Collator6equalsERKNS_13UnicodeStringES3_
00007ff80636b842 (__TEXT,__text) external __ZNK3icu8Collator7compareEPKDsiS2_i
00007ff80636b862 (__TEXT,__text) external __ZNK3icu8Collator7compareER13UCharIteratorS2_R10UErrorCode
00007ff80636b804 (__TEXT,__text) external __ZNK3icu8Collator7compareERKNS_13UnicodeStringES3_
00007ff80636b822 (__TEXT,__text) external __ZNK3icu8Collator7compareERKNS_13UnicodeStringES3_i
00007ff80636b98c (__TEXT,__text) external __ZNK3icu8Collator7greaterERKNS_13UnicodeStringES3_
00007ff80636b7f8 (__TEXT,__text) external __ZNK3icu8Collator9safeCloneEv
00007ff80636baac (__TEXT,__text) external __ZNK3icu8CollatoreqERKS0_
00007ff80636bad4 (__TEXT,__text) external __ZNK3icu8CollatorneERKS0_
00007ff8063bb53c (__TEXT,__text) external __ZNK3icu8EraRules11getEraIndexEiiiR10UErrorCode
00007ff8063bb4b4 (__TEXT,__text) external __ZNK3icu8EraRules12getStartDateEiRA3_iR10UErrorCode
00007ff8063bb500 (__TEXT,__text) external __ZNK3icu8EraRules12getStartYearEiR10UErrorCode
00007ff806466050 (__TEXT,__text) external __ZNK3icu8TimeUnit16getTimeUnitFieldEv
00007ff806465efc (__TEXT,__text) external __ZNK3icu8TimeUnit17getDynamicClassIDEv
00007ff806465fea (__TEXT,__text) external __ZNK3icu8TimeUnit5cloneEv
00007ff806464a8a (__TEXT,__text) external __ZNK3icu8TimeZone12hasSameRulesERKS0_
