00007fff26d9b5e0 (__TEXT,__const) non-external _A1_Table
00007fff80c19620 (__DATA,__data) non-external _vImageMatrixMultiply_Planar16S.initialized
00007fff80c19990 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.matrixMultiply_3x3
00007fff80c1a2a8 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_1x4
00007fff80c1a2b0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_2x4
00007fff80c1a2b8 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_3x4
00007fff80c1a288 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x1
00007fff80c1a290 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x2
00007fff80c1a298 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x3
00007fff80c1a2a0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x4
00007fff80c19610 (__DATA,__data) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_Generic
00007fff26623ee0 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
00007fff26476a00 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
00007fff26617e80 (__TEXT,__text) external _vImageMax_ARGB8888
00007fff80c1a220 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxH_Interleaved_CV
00007fff80c1a218 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxV_Interleaved_CV
00007fff80c1a210 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMax_Interleaved_CV
00007fff26619d00 (__TEXT,__text) external _vImageMax_ARGBFFFF
00007fff80c1a250 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxFP_Interleaved_CV
00007fff80c1a260 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxH_FPInterleaved_CV
00007fff80c1a258 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxV_FPInterleaved_CV
00007fff26496a50 (__TEXT,__text) external _vImageMax_Planar8
00007fff80c195e8 (__DATA,__data) non-external _vImageMax_Planar8.vMaxH_CV
00007fff80c195e0 (__DATA,__data) non-external _vImageMax_Planar8.vMaxV_CV
00007fff80c195d8 (__DATA,__data) non-external _vImageMax_Planar8.vMax_CV
00007fff26616000 (__TEXT,__text) external _vImageMax_PlanarF
00007fff80c1a1d0 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxFP_CV
00007fff80c1a1e0 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxH_FP_CV
00007fff80c1a1d8 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxV_FP_CV
00007fff266188d0 (__TEXT,__text) external _vImageMin_ARGB8888
00007fff80c1a238 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinH_Interleaved_CV
00007fff80c1a230 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinV_Interleaved_CV
00007fff80c1a228 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMin_Interleaved_CV
00007fff2661a750 (__TEXT,__text) external _vImageMin_ARGBFFFF
00007fff80c1a268 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinFP_Interleaved_CV
00007fff80c1a278 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinH_FPInterleaved_CV
00007fff80c1a270 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinV_FPInterleaved_CV
00007fff26498a90 (__TEXT,__text) external _vImageMin_Planar8
00007fff80c19600 (__DATA,__data) non-external _vImageMin_Planar8.vMinH_CV
00007fff80c195f8 (__DATA,__data) non-external _vImageMin_Planar8.vMinV_CV
00007fff80c195f0 (__DATA,__data) non-external _vImageMin_Planar8.vMin_CV
00007fff26616a50 (__TEXT,__text) external _vImageMin_PlanarF
00007fff80c1a1e8 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinFP_CV
00007fff80c1a1f8 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinH_FP_CV
00007fff80c1a1f0 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinV_FP_CV
00007fff26628f70 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007fff264891f0 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00007fff26485df0 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00007fff26490050 (__TEXT,__text) external _vImageMultidimensionalTable_Release
00007fff26628dc0 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
00007fff266abe80 (__TEXT,__text) external _vImageNewResamplingFilter
00007fff264a6e50 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
00007fff26d0f740 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
00007fff80c1a6e0 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB16U.vConvert_OverwriteChannelsWithPixel_ARGB16U_CV
00007fff264a54a0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
00007fff80c1a6d8 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB8888.vConvert_OverwriteChannelsWithPixel_ARGB8888_CV
00007fff26d0fa50 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
00007fff80c1a6e8 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGBFFFF.vConvert_OverwriteChannelsWithPixel_ARGBFFFF_CV
00007fff264a5480 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
00007fff26d0fda0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
00007fff26661d20 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
00007fff265770f0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX
00007fff2667fb40 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX2
00007fff266f0510 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_SSE4_1
00007fff26661d40 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_resolver
00007fff26669220 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_scalar
00007fff80c198a0 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_vec
00007fff26661cc0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
00007fff26576e70 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX
00007fff2667f8c0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX2
00007fff266f0290 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_SSE4_1
00007fff26661ce0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_resolver
00007fff26668fa0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_scalar
00007fff80c19898 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_vec
00007fff26661d80 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
00007fff26577400 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX
00007fff2667fe50 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX2
00007fff266f0820 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_SSE4_1
00007fff26661da0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_resolver
00007fff26669530 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_scalar
00007fff80c198a8 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_vec
00007fff26d0fe70 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
00007fff26d0fec0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
00007fff26d0fdd0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
00007fff26d0ff10 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
00007fff26d0f240 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
00007fff80c1a6c8 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB16U.vConvert_OverwriteChannels_ARGB16U_CV
00007fff26d0ef40 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
00007fff80c1a6c0 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB8888.vConvert_OverwriteChannels_ARGB8888_CV
00007fff26d0f470 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00007fff80c1a6d0 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGBFFFF.vConvert_OverwriteChannels_ARGBFFFF_CV
00007fff26623010 (__TEXT,__text) external _vImagePNGDecompressionFilter
00007fff265304e0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00007fff80c1a058 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB16U.vConvert_PermuteChannelsWithMaskedInsert_ARGB16U_CV
00007fff264af130 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
00007fff80c1a050 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB8888.vConvert_PermuteChannelsWithMaskedInsert_ARGB8888_CV
00007fff26530840 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
00007fff80c1a060 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF.vConvert_PermuteChannelsWithMaskedInsert_ARGBFFFF_CV
00007fff264b23b0 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
00007fff80c1a040 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB16U.vConvert_PermuteChannels_ARGB16U_CV
00007fff2648e970 (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
00007fff80c1a038 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB8888.vConvert_PermuteChannels_ARGB8888_CV
00007fff265302b0 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
00007fff80c1a048 (__DATA,__bss) non-external _vImagePermuteChannels_ARGBFFFF.vConvert_PermuteChannels_ARGBFFFF_CV
00007fff266622c0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00007fff2657d4f0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX
00007fff26685f40 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX2
00007fff266f6c60 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_SSE4_1
00007fff266622e0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_resolver
00007fff2666f970 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_scalar
00007fff80c19918 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky16U_vec
00007fff26662260 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
00007fff2657ca90 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX
00007fff266854e0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX2
00007fff266f6200 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_SSE4_1
00007fff26662280 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_resolver
00007fff2666ef10 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_scalar
00007fff80c19910 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky8_vec
00007fff26662320 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
00007fff2657dfa0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX
00007fff266869f0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX2
00007fff266f7710 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_SSE4_1
00007fff26662340 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_resolver
00007fff26670420 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_scalar
00007fff80c19920 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_ChunkyF_vec
00007fff26530ba0 (__TEXT,__text) external _vImagePermuteChannels_RGB888
00007fff80c1a068 (__DATA,__bss) non-external _vImagePermuteChannels_RGB888.vConvert_PermuteChannels_RGB888_CV
00007fff26626d00 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
00007fff26626ee0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
00007fff26626b60 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
00007fff26626c30 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
00007fff26626f50 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
00007fff26476210 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
00007fff26627200 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
00007fff80c1a2c8 (__DATA,__bss) non-external _vImagePiecewiseGamma_PlanarFtoPlanar8.vPiecewiseGamma_PlanarFto8
00007fff26625490 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
00007fff2648b9b0 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
00007fff26626070 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
00007fff266288b0 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
00007fff264f8e80 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
00007fff80c19ce0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendDarken_RGBA8888.vPremultipliedAlphaBlendDarken_RGBA8888_CV
00007fff264f8bf0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
00007fff80c19cd8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendLighten_RGBA8888.vPremultipliedAlphaBlendLighten_RGBA8888_CV
00007fff264f86d0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
00007fff80c19cc8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendMultiply_RGBA8888.vPremultipliedAlphaBlendMultiply_RGBA8888_CV
00007fff264f8960 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
00007fff80c19cd0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendScreen_RGBA8888.vPremultipliedAlphaBlendScreen_RGBA8888_CV
00007fff2648d9a0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
00007fff80c19578 (__DATA,__data) non-external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888.vPremultipliedAlphaBlendWithPermute_ARGB8888_CV
00007fff2647eab0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00007fff80c19580 (__DATA,__data) non-external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888.vPremultipliedAlphaBlendWithPermute_RGBA8888_CV
00007fff264f7b90 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
00007fff80c19cb0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGB8888.vAlpha_Blend_Premultiplied_ARGB_8888_CV
00007fff264f8070 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
00007fff80c19cb8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGBFFFF.vAlpha_Blend_Premultiplied_ARGB_FFFF_CV
00007fff264f7e00 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
00007fff80c19570 (__DATA,__data) non-external _vImagePremultipliedAlphaBlend_BGRA8888.vAlpha_Blend_Premultiplied_BGRA_8888_CV
00007fff264f82e0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
00007fff80c19cc0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRAFFFF.vAlpha_Blend_Premultiplied_BGRA_FFFF_CV
00007fff264f7590 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
00007fff80c19ca0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_Planar8.vAlpha_Blend_Premultiplied_Planar_UInt8_CV
00007fff264f7890 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
00007fff80c19ca8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_PlanarF.vAlpha_Blend_Premultiplied_Planar_Float_CV
00007fff264f96f0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
00007fff80c19cf8 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGB8888.vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new
00007fff264f9970 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
00007fff80c19d00 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGBFFFF.vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV
00007fff264f9110 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
00007fff80c19ce8 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_Planar8.vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new
00007fff264f93e0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
00007fff80c19cf0 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_PlanarF.vConst_Alpha_Blend_Premultiplied_Planar_Float_CV
00007fff264fab40 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
00007fff80c19d38 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16Q12.vPremultiplyData_ARGB16Q12
00007fff264fa920 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
00007fff80c19d30 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16U.vPremultiplyData_ARGB16U_CV
00007fff2647f670 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
00007fff80c19588 (__DATA,__data) non-external _vImagePremultiplyData_ARGB8888.vPremultiplyData_ARGB8888_CV
00007fff264fa1e0 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
00007fff80c19d18 (__DATA,__bss) non-external _vImagePremultiplyData_ARGBFFFF.vPremultiplyData_ARGBFFFF_CV
00007fff26661ae0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
00007fff26575460 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX
00007fff2667e140 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX2
00007fff266eeb60 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_SSE4_1
00007fff26661b00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_resolver
00007fff26668310 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_scalar
00007fff80c19870 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_vec
