00007ffb025a7cb2 (__TEXT,__text) non-external _DiToMD5
00007ffb40307b40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb42854120 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb40307a90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb42854128 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb40307a98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb42854138 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb40307aa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb42854140 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb40307ab0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb42854148 (__DATA,__common) external _gOSActionMetaClass
00007ffb40307ab8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb42854130 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb40307aa0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb428541c8 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb40307b38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb42854150 (__DATA,__common) external _gOSArrayMetaClass
00007ffb40307ac0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb42854158 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb40307ac8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb42854160 (__DATA,__common) external _gOSBundleMetaClass
00007ffb40307ad0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb42854168 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb40307ad8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb42854170 (__DATA,__common) external _gOSContainerMetaClass
00007ffb40307ae0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb42854178 (__DATA,__common) external _gOSDataMetaClass
00007ffb40307ae8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb42854180 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb40307af0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb42854188 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb40307af8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb42853f68 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb403079e8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb42853d88 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb403079e0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb42854190 (__DATA,__common) external _gOSNumberMetaClass
00007ffb40307b00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb42854198 (__DATA,__common) external _gOSObjectMetaClass
00007ffb40307b08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb428541a0 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb40307b10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb428541a8 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb40307b18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb428541b0 (__DATA,__common) external _gOSSetMetaClass
00007ffb40307b20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb428541b8 (__DATA,__common) external _gOSStringMetaClass
00007ffb40307b28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb428541c0 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb40307b30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb0259f73a (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb0259f8a2 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb0259f9a6 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb0259fb23 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb0259f44b (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb0259f5b7 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb0259e5d4 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb025a160f (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb025a00e1 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb0259e4c4 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb025a0fe9 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb025a1278 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb025a2341 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb025a19ff (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb0259e6c7 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb025a114c (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb025a3d62 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb0259f347 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb0259cff3 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0259d103 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb0259ce26 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb025a0c80 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb0259cc80 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb0259ee6b (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb025a0a6f (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb0259d598 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb0259f163 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb0259d926 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb025a3b51 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0259e041 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb025a020c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb0259dafd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb0259fd03 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb0259e218 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb0259e822 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb025a38f2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb0259dca3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb025a2d69 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb025a3f2f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb0259d3af (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb025a2eaf (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb025a40a7 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb0259dde9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb025a041d (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb025a2219 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb0259ec9e (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb0259eb43 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb0259ea33 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb0259d77c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb0259d851 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb025a2c41 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb025a1db1 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb025a1b2b (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb025a3676 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb025a1fd8 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb0259e3ef (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb025a2a29 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb0259ef6f (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb025a26f6 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb025a3104 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb025a28cd (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb0259d1d8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb025a32d8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb025a07b6 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb025a0672 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb0259ff14 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb025a34ac (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb025a0912 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb025a0e91 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb0259fc13 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb025a2b51 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb0259f073 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb025a4321 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb0259cc68 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb42853d80 (__DATA,__common) external _kOSBooleanFalse
00007ffb42853d78 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb0258ddbf (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffb025b8074 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
