00007ff80983c0d0 (__TEXT,__const) non-external _A1_Table
00007ff809184ab0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_vec
00007ff8095a3260 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_avx
00007ff8097193d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_avx2
00007ff8092d5b10 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_avx512
00007ff80944c030 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_sse4_1
00007ff809185860 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_vec
00007ff8095a1dd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_avx
00007ff809717d40 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_avx2
00007ff8092d4570 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_avx512
00007ff80944ab60 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_sse4_1
00007ff809184390 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_vec
00007ff8095a2160 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_avx
00007ff8097181d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_avx2
00007ff8092d49e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_avx512
00007ff80944af00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_sse4_1
00007ff809184730 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_vec
00007ff80959f100 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_avx
00007ff809714fa0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_avx2
00007ff8092d1970 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_avx512
00007ff809447ef0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_sse4_1
00007ff809181720 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_vec
00007ff80959fc30 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_avx
00007ff809715ab0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_avx2
00007ff8092d2540 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_avx512
00007ff809448a20 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_sse4_1
00007ff809182250 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_vec
00007ff80959e9c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_avx
00007ff809714850 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_avx2
00007ff8092d1250 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_avx512
00007ff809447740 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_sse4_1
00007ff809180f70 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_vec
00007ff80959ed70 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_avx
00007ff809714c10 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_avx2
00007ff8092d1630 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_avx512
00007ff809447b30 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_sse4_1
00007ff809181360 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_vec
00007ff8095a3a30 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_avx
00007ff809719b70 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_avx2
00007ff8092d6550 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_avx512
00007ff80944c7a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_sse4_1
00007ff809185fd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_vec
00007ff8095a4800 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_avx
00007ff80971a490 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_avx2
00007ff8092d6e20 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_avx512
00007ff80944d520 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_sse4_1
00007ff809186d50 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_vec
00007ff8095a38b0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_avx
00007ff8436033d0 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_avx.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff8097199f0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_avx2
00007ff8436034e8 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_avx2.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff8092d63d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_avx512
00007ff8436031a0 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_avx512.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff80944c620 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_sse4_1
00007ff8436032b8 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_sse4_1.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff809185e50 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_vec
00007ff843603088 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_vec.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff8095a3970 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_avx
00007ff8436033d8 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_avx.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff809719ab0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_avx2
00007ff8436034f0 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_avx2.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff8092d6490 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_avx512
00007ff8436031a8 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_avx512.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff80944c6e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_sse4_1
00007ff8436032c0 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_sse4_1.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff809185f10 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_vec
00007ff843603090 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_vec.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff8095a0c60 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_avx
00007ff809716c50 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_avx2
00007ff8092d3660 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_avx512
00007ff809449a40 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_sse4_1
00007ff809183270 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_vec
00007ff8095a1530 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_avx
00007ff809717530 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_avx2
00007ff8092d3f00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_avx512
00007ff80944a370 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_sse4_1
00007ff809183ba0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_vec
00007ff8095a0530 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_avx
00007ff809716360 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_avx2
00007ff8092d2df0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_avx512
00007ff809449300 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_sse4_1
00007ff809182b30 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_vec
00007ff8095a08a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_avx
00007ff8097167c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_avx2
00007ff8092d3250 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_avx512
00007ff8094496a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_sse4_1
00007ff809182ed0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_vec
00007ff80959d8b0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_avx
00007ff809713750 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_avx2
00007ff8092d02e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_avx512
00007ff8094465f0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_sse4_1
00007ff80917fe20 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_vec
00007ff80959e170 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_avx
00007ff809714020 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_avx2
00007ff8092d0bc0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_avx512
00007ff809446ee0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_sse4_1
00007ff809180710 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_vec
00007ff80959d190 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_avx
00007ff809712fb0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_avx2
00007ff8092cfb40 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_avx512
00007ff809445ee0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_sse4_1
00007ff80917f710 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_vec
00007ff80959d4f0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_avx
00007ff8097133e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_avx2
00007ff8092cffb0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_avx512
00007ff809446270 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_sse4_1
00007ff80917faa0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_vec
00007ff808dbe500 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_avx
00007ff808d59b90 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_avx2
00007ff80939b0c0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_sse4_1
00007ff8090b3e90 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_vec
00007ff8094fecc0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_avx
00007ff8096666f0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_avx2
00007ff80939b6c0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_sse4_1
00007ff8090b4490 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_vec
00007ff808f5cb80 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_Planar8toPlanarF
00007ff808d736d0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarF
00007ff808f3af30 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarF_AVX
00007ff808f6d7c0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8
00007ff808e6e9f0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_AVX
00007ff808f98600 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_AVX2
00007ff8090021c0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_SSE4_1
00007ff808f6d7e0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_resolver
00007ff808f7cf60 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_scalar
00007ff843601df8 (__DATA,__data) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_vec
00007ff808f69fb0 (__TEXT,__text) non-external (was a private external) _vPiecewiseRational_PlanarF
00007ff808f3e810 (__TEXT,__text) non-external (was a private external) _vPiecewiseRational_PlanarF_AVX
00007ff808e49960 (__TEXT,__text) non-external (was a private external) _vPlanar8toARGB1555
00007ff808e4b230 (__TEXT,__text) non-external (was a private external) _vPlanar8toRGB565
00007ff809550d10 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_avx
00007ff8096d07d0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_avx2
00007ff8092929a0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_avx512
00007ff8093f56d0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_sse4_1
00007ff80912ef00 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_vec
00007ff809550d00 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_avx
00007ff8096d07c0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_avx2
00007ff809292990 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_avx512
00007ff8093f56c0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_sse4_1
00007ff80912eef0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_vec
00007ff809550ce0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_avx
00007ff8096d07a0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_avx2
00007ff809292970 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_avx512
00007ff8093f56a0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_sse4_1
00007ff80912eed0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_vec
00007ff809550cf0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_avx
00007ff8096d07b0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_avx2
00007ff809292980 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_avx512
00007ff8093f56b0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_sse4_1
00007ff80912eee0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_vec
00007ff8095501f0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_avx
00007ff8096cf960 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_avx2
