0000000183cd8738 (__TEXT,__text) external _CreateLSTMBreakEngine
0000000183eec3bc (__TEXT,__text) external _uregex_regionStart
0000000183eec3d4 (__TEXT,__text) external _uregex_regionStart64
0000000183eec864 (__TEXT,__text) external _uregex_replaceAll
0000000183eec9bc (__TEXT,__text) external _uregex_replaceAllUText
0000000183eeca18 (__TEXT,__text) external _uregex_replaceFirst
0000000183eecb44 (__TEXT,__text) external _uregex_replaceFirstUText
0000000183eec62c (__TEXT,__text) external _uregex_requireEnd
0000000183eec2a0 (__TEXT,__text) external _uregex_reset
0000000183eec2a8 (__TEXT,__text) external _uregex_reset64
0000000183eec7ec (__TEXT,__text) external _uregex_setFindProgressCallback
0000000183eec774 (__TEXT,__text) external _uregex_setMatchCallback
0000000183eec300 (__TEXT,__text) external _uregex_setRegion
0000000183eec30c (__TEXT,__text) external _uregex_setRegion64
0000000183eec364 (__TEXT,__text) external _uregex_setRegionAndStart
0000000183eec6fc (__TEXT,__text) external _uregex_setStackLimit
0000000183eeb904 (__TEXT,__text) external _uregex_setText
0000000183eec684 (__TEXT,__text) external _uregex_setTimeLimit
0000000183eeb9f8 (__TEXT,__text) external _uregex_setUText
0000000183eed598 (__TEXT,__text) external _uregex_split
0000000183eed900 (__TEXT,__text) external _uregex_splitUText
0000000183eec1c0 (__TEXT,__text) external _uregex_start
0000000183eec1d8 (__TEXT,__text) external _uregex_start64
0000000183eec598 (__TEXT,__text) external _uregex_useAnchoringBounds
0000000183eec520 (__TEXT,__text) external _uregex_useTransparentBounds
0000000183eedaa8 (__TEXT,__text) external _uregion_areEqual
0000000183eedb2c (__TEXT,__text) external _uregion_contains
0000000183eeda70 (__TEXT,__text) external _uregion_getAvailable
0000000183eedabc (__TEXT,__text) external _uregion_getContainedRegions
0000000183eedaf4 (__TEXT,__text) external _uregion_getContainedRegionsOfType
0000000183eedab4 (__TEXT,__text) external _uregion_getContainingRegion
0000000183eedab8 (__TEXT,__text) external _uregion_getContainingRegionOfType
0000000183eedb6c (__TEXT,__text) external _uregion_getNumericCode
0000000183eedb30 (__TEXT,__text) external _uregion_getPreferredValues
0000000183eedb68 (__TEXT,__text) external _uregion_getRegionCode
0000000183eeda68 (__TEXT,__text) external _uregion_getRegionFromCode
0000000183eeda6c (__TEXT,__text) external _uregion_getRegionFromNumericCode
0000000183eedb70 (__TEXT,__text) external _uregion_getType
0000000183e891f8 (__TEXT,__text) external _ureldatefmt_close
0000000183e89060 (__TEXT,__text) external _ureldatefmt_closeResult
0000000183e896cc (__TEXT,__text) external _ureldatefmt_combineDateAndTime
0000000183e89478 (__TEXT,__text) external _ureldatefmt_format
0000000183e89224 (__TEXT,__text) external _ureldatefmt_formatNumeric
0000000183e8939c (__TEXT,__text) external _ureldatefmt_formatNumericToResult
0000000183e895f0 (__TEXT,__text) external _ureldatefmt_formatToResult
0000000183e890c8 (__TEXT,__text) external _ureldatefmt_open
0000000183e88f80 (__TEXT,__text) external _ureldatefmt_openResult
0000000183e89014 (__TEXT,__text) external _ureldatefmt_resultAsValue
0000000183d6b500 (__TEXT,__text) external _ures_close
0000000183d6e140 (__TEXT,__text) external _ures_countArrayItems
0000000183d6c2b8 (__TEXT,__text) external _ures_findResource
0000000183d6c430 (__TEXT,__text) external _ures_findSubResource
0000000183d6ccd0 (__TEXT,__text) external _ures_getAllChildrenWithFallback
0000000183d6cd1c (__TEXT,__text) external _ures_getAllItemsWithFallback
0000000183d6ba28 (__TEXT,__text) external _ures_getBinary
0000000183d6bf38 (__TEXT,__text) external _ures_getByIndex
0000000183d6d06c (__TEXT,__text) external _ures_getByKey
0000000183d6c650 (__TEXT,__text) external _ures_getByKeyWithFallback
0000000183d6e460 (__TEXT,__text) external _ures_getFunctionalEquivalent
0000000183d6baf8 (__TEXT,__text) external _ures_getInt
0000000183d6ba90 (__TEXT,__text) external _ures_getIntVector
0000000183d6bb94 (__TEXT,__text) external _ures_getKey
0000000183d6f1d0 (__TEXT,__text) external _ures_getKeywordValues
0000000183d6b310 (__TEXT,__text) external _ures_getLocParent
0000000183d6d4e8 (__TEXT,__text) external _ures_getLocale
0000000183d6d51c (__TEXT,__text) external _ures_getLocaleByType
0000000183d6d4b4 (__TEXT,__text) external _ures_getLocaleInternal
0000000183d6bddc (__TEXT,__text) external _ures_getNextResource
0000000183d6bbd4 (__TEXT,__text) external _ures_getNextString
0000000183d6bba0 (__TEXT,__text) external _ures_getSize
0000000183d6b850 (__TEXT,__text) external _ures_getString
0000000183d6c098 (__TEXT,__text) external _ures_getStringByIndex
0000000183d6d2c8 (__TEXT,__text) external _ures_getStringByKey
0000000183d6c510 (__TEXT,__text) external _ures_getStringByKeyWithFallback
0000000183d6bb80 (__TEXT,__text) external _ures_getType
0000000183d6bb3c (__TEXT,__text) external _ures_getUInt
0000000183d6b8b8 (__TEXT,__text) external _ures_getUTF8String
0000000183d6c254 (__TEXT,__text) external _ures_getUTF8StringByIndex
0000000183d6d450 (__TEXT,__text) external _ures_getUTF8StringByKey
0000000183d6ce1c (__TEXT,__text) external _ures_getValueWithFallback
0000000183d6e2e4 (__TEXT,__text) external _ures_getVersion
0000000183d6f4e8 (__TEXT,__text) external _ures_getVersionByKey
0000000183d6e2e0 (__TEXT,__text) external _ures_getVersionNumber
0000000183d6e224 (__TEXT,__text) external _ures_getVersionNumberInternal
0000000183d6bbbc (__TEXT,__text) external _ures_hasNext
0000000183d6b480 (__TEXT,__text) external _ures_initStackObject
0000000183d6c418 (__TEXT,__text) external _ures_open
0000000183d6e328 (__TEXT,__text) external _ures_openAvailableLocales
0000000183d6dc3c (__TEXT,__text) external _ures_openDirect
0000000183d6dc7c (__TEXT,__text) external _ures_openDirectFillIn
0000000183d6dc54 (__TEXT,__text) external _ures_openFillIn
0000000183d6dc24 (__TEXT,__text) external _ures_openNoDefault
0000000183d6b1d0 (__TEXT,__text) external _ures_openU
0000000183d6dca4 (__TEXT,__text) external _ures_openWithCountryFallback
0000000183d6bbac (__TEXT,__text) external _ures_resetIterator
0000000183d72b64 (__TEXT,__text) external _ures_swap
0000000183d743b8 (__TEXT,__text) external _uscript_breaksBetweenLetters
0000000183d7390c (__TEXT,__text) external _uscript_closeRun
0000000183d73c48 (__TEXT,__text) external _uscript_getCode
0000000183ce7848 (__TEXT,__text) external _uscript_getName
0000000183d7426c (__TEXT,__text) external _uscript_getSampleString
0000000183d15afc (__TEXT,__text) external _uscript_getScript
0000000183d15c00 (__TEXT,__text) external _uscript_getScriptExtensions
0000000183ce7858 (__TEXT,__text) external _uscript_getShortName
0000000183d7436c (__TEXT,__text) external _uscript_getUsage
0000000183d15b84 (__TEXT,__text) external _uscript_hasScript
0000000183d743dc (__TEXT,__text) external _uscript_isCased
0000000183d74390 (__TEXT,__text) external _uscript_isRightToLeft
0000000183d73938 (__TEXT,__text) external _uscript_nextRun
0000000183d737e8 (__TEXT,__text) external _uscript_openRun
0000000183d73918 (__TEXT,__text) external _uscript_resetRun
0000000183d738a8 (__TEXT,__text) external _uscript_setRunText
0000000183eedec4 (__TEXT,__text) external _usearch_close
0000000183eee868 (__TEXT,__text) external _usearch_first
0000000183eeeaf8 (__TEXT,__text) external _usearch_following
0000000183eee388 (__TEXT,__text) external _usearch_getAttribute
0000000183eee530 (__TEXT,__text) external _usearch_getBreakIterator
0000000183eee7b0 (__TEXT,__text) external _usearch_getCollator
0000000183eee4e0 (__TEXT,__text) external _usearch_getMatchedLength
0000000183eee3e8 (__TEXT,__text) external _usearch_getMatchedStart
0000000183eee400 (__TEXT,__text) external _usearch_getMatchedText
0000000183eee2ac (__TEXT,__text) external _usearch_getOffset
0000000183eee854 (__TEXT,__text) external _usearch_getPattern
0000000183eee634 (__TEXT,__text) external _usearch_getText
0000000183eeeb74 (__TEXT,__text) external _usearch_last
0000000183eee8e8 (__TEXT,__text) external _usearch_next
0000000183eedb74 (__TEXT,__text) external _usearch_open
0000000183eedc48 (__TEXT,__text) external _usearch_openFromCollator
0000000183eeedc4 (__TEXT,__text) external _usearch_preceding
0000000183eeebf0 (__TEXT,__text) external _usearch_previous
0000000183eef0e4 (__TEXT,__text) external _usearch_reset
0000000183eef214 (__TEXT,__text) external _usearch_search
0000000183eeffa0 (__TEXT,__text) external _usearch_searchBackwards
0000000183eee2fc (__TEXT,__text) external _usearch_setAttribute
0000000183eee4f8 (__TEXT,__text) external _usearch_setBreakIterator
0000000183eee64c (__TEXT,__text) external _usearch_setCollator
0000000183eee240 (__TEXT,__text) external _usearch_setOffset
0000000183eee7bc (__TEXT,__text) external _usearch_setPattern
0000000183eee540 (__TEXT,__text) external _usearch_setText
0000000183d744c4 (__TEXT,__text) external _uset_add
0000000183d744c0 (__TEXT,__text) external _uset_addAll
0000000183d74568 (__TEXT,__text) external _uset_addAllCodePoints
0000000183d744c8 (__TEXT,__text) external _uset_addRange
0000000183d744cc (__TEXT,__text) external _uset_addString
0000000183d753d0 (__TEXT,__text) external _uset_applyIntPropertyValue
0000000183d752d0 (__TEXT,__text) external _uset_applyPattern
0000000183d753d4 (__TEXT,__text) external _uset_applyPropertyAlias
0000000183d74b84 (__TEXT,__text) external _uset_charAt
0000000183d749c8 (__TEXT,__text) external _uset_clear
0000000183d74490 (__TEXT,__text) external _uset_clone
0000000183d744b8 (__TEXT,__text) external _uset_cloneAsThawed
0000000183d74460 (__TEXT,__text) external _uset_close
0000000183d7565c (__TEXT,__text) external _uset_closeOver
0000000183d74878 (__TEXT,__text) external _uset_compact
0000000183d7487c (__TEXT,__text) external _uset_complement
0000000183d749c4 (__TEXT,__text) external _uset_complementAll
0000000183d74924 (__TEXT,__text) external _uset_complementAllCodePoints
0000000183d74880 (__TEXT,__text) external _uset_complementRange
0000000183d74884 (__TEXT,__text) external _uset_complementString
0000000183d749d8 (__TEXT,__text) external _uset_contains
0000000183d74a88 (__TEXT,__text) external _uset_containsAll
0000000183d74a8c (__TEXT,__text) external _uset_containsAllCodePoints
0000000183d74b34 (__TEXT,__text) external _uset_containsNone
0000000183d749dc (__TEXT,__text) external _uset_containsRange
0000000183d74b38 (__TEXT,__text) external _uset_containsSome
0000000183d749e0 (__TEXT,__text) external _uset_containsString
0000000183d74b68 (__TEXT,__text) external _uset_equals
0000000183d744b4 (__TEXT,__text) external _uset_freeze
0000000183d74c80 (__TEXT,__text) external _uset_getItem
0000000183d74b94 (__TEXT,__text) external _uset_getItemCount
0000000183d74b8c (__TEXT,__text) external _uset_getRangeCount
0000000183d75030 (__TEXT,__text) external _uset_getSerializedRange
0000000183d7500c (__TEXT,__text) external _uset_getSerializedRangeCount
0000000183d74d9c (__TEXT,__text) external _uset_getSerializedSet
0000000183d74bc8 (__TEXT,__text) external _uset_getString
0000000183d74b90 (__TEXT,__text) external _uset_getStringCount
0000000183d749d4 (__TEXT,__text) external _uset_hasStrings
0000000183d74b80 (__TEXT,__text) external _uset_indexOf
0000000183d749d0 (__TEXT,__text) external _uset_isEmpty
0000000183d74494 (__TEXT,__text) external _uset_isFrozen
0000000183d74424 (__TEXT,__text) external _uset_open
0000000183d74400 (__TEXT,__text) external _uset_openEmpty
0000000183d75104 (__TEXT,__text) external _uset_openPattern
0000000183d751e0 (__TEXT,__text) external _uset_openPatternOptions
0000000183d745e4 (__TEXT,__text) external _uset_remove
0000000183d7472c (__TEXT,__text) external _uset_removeAll
0000000183d7468c (__TEXT,__text) external _uset_removeAllCodePoints
0000000183d749cc (__TEXT,__text) external _uset_removeAllStrings
0000000183d745e8 (__TEXT,__text) external _uset_removeRange
0000000183d745ec (__TEXT,__text) external _uset_removeString
0000000183d75490 (__TEXT,__text) external _uset_resemblesPattern
0000000183d74730 (__TEXT,__text) external _uset_retain
0000000183d74874 (__TEXT,__text) external _uset_retainAll
0000000183d747d4 (__TEXT,__text) external _uset_retainAllCodePoints
0000000183d74734 (__TEXT,__text) external _uset_retainString
0000000183d74d80 (__TEXT,__text) external _uset_serialize
0000000183d74ec0 (__TEXT,__text) external _uset_serializedContains
0000000183d744bc (__TEXT,__text) external _uset_set
0000000183d74e14 (__TEXT,__text) external _uset_setSerializedToOne
0000000183d74b88 (__TEXT,__text) external _uset_size
0000000183d74b58 (__TEXT,__text) external _uset_span
0000000183d74b5c (__TEXT,__text) external _uset_spanBack
0000000183d74b64 (__TEXT,__text) external _uset_spanBackUTF8
0000000183d74b60 (__TEXT,__text) external _uset_spanUTF8
0000000183d75580 (__TEXT,__text) external _uset_toPattern
0000000183e2d258 (__TEXT,__text) external _usnum_close
0000000183e2cc5c (__TEXT,__text) external _usnum_multiplyByPowerOfTen
0000000183e2cb14 (__TEXT,__text) external _usnum_openForInt64
0000000183e2cca0 (__TEXT,__text) external _usnum_roundTo
0000000183e2cd6c (__TEXT,__text) external _usnum_setMaximumIntegerDigits
0000000183e2cd28 (__TEXT,__text) external _usnum_setMinimumFractionDigits
0000000183e2cce4 (__TEXT,__text) external _usnum_setMinimumIntegerDigits
0000000183e2cdb0 (__TEXT,__text) external _usnum_setSign
0000000183e2cbc0 (__TEXT,__text) external _usnum_setToInt64
0000000183e2d2bc (__TEXT,__text) external _usnumf_close
0000000183e2d01c (__TEXT,__text) external _usnumf_format
0000000183e2d120 (__TEXT,__text) external _usnumf_formatInt64
0000000183e2cdf4 (__TEXT,__text) external _usnumf_openForLocale
0000000183e2cf04 (__TEXT,__text) external _usnumf_openForLocaleAndGroupingStrategy
0000000183ef18b4 (__TEXT,__text) external _uspoof_areBidiConfusable
0000000183ef1c74 (__TEXT,__text) external _uspoof_areBidiConfusableUTF8
0000000183ef19dc (__TEXT,__text) external _uspoof_areBidiConfusableUnicodeString
0000000183ef1198 (__TEXT,__text) external _uspoof_areConfusable
0000000183ef1594 (__TEXT,__text) external _uspoof_areConfusableUTF8
0000000183ef12e8 (__TEXT,__text) external _uspoof_areConfusableUnicodeString
0000000183ef0ec4 (__TEXT,__text) external _uspoof_check
0000000183ef0ed4 (__TEXT,__text) external _uspoof_check2
0000000183ef10cc (__TEXT,__text) external _uspoof_check2UTF8
0000000183ef0fcc (__TEXT,__text) external _uspoof_check2UnicodeString
0000000183ef10bc (__TEXT,__text) external _uspoof_checkUTF8
0000000183ef1f64 (__TEXT,__text) external _uspoof_checkUnicodeString
0000000183ef0b70 (__TEXT,__text) external _uspoof_clone
0000000183ef0c10 (__TEXT,__text) external _uspoof_close
0000000183ef2bcc (__TEXT,__text) external _uspoof_closeCheckResult
0000000183ef0de8 (__TEXT,__text) external _uspoof_getAllowedChars
0000000183ef0da0 (__TEXT,__text) external _uspoof_getAllowedLocales
0000000183ef0e08 (__TEXT,__text) external _uspoof_getAllowedUnicodeSet
0000000183ef2434 (__TEXT,__text) external _uspoof_getBidiSkeleton
0000000183ef2738 (__TEXT,__text) external _uspoof_getBidiSkeletonUTF8
0000000183ef2c1c (__TEXT,__text) external _uspoof_getCheckResultChecks
0000000183ef2c94 (__TEXT,__text) external _uspoof_getCheckResultNumerics
0000000183ef2c58 (__TEXT,__text) external _uspoof_getCheckResultRestrictionLevel
0000000183ef0cac (__TEXT,__text) external _uspoof_getChecks
0000000183ef2938 (__TEXT,__text) external _uspoof_getInclusionSet
0000000183ef2a58 (__TEXT,__text) external _uspoof_getInclusionUnicodeSet
0000000183ef29c8 (__TEXT,__text) external _uspoof_getRecommendedSet
0000000183ef2ae8 (__TEXT,__text) external _uspoof_getRecommendedUnicodeSet
0000000183ef0d14 (__TEXT,__text) external _uspoof_getRestrictionLevel
0000000183ef22a8 (__TEXT,__text) external _uspoof_getSkeleton
0000000183ef2580 (__TEXT,__text) external _uspoof_getSkeletonUTF8
0000000183ef08d8 (__TEXT,__text) external _uspoof_open
0000000183ef2b78 (__TEXT,__text) external _uspoof_openCheckResult
0000000183ef09dc (__TEXT,__text) external _uspoof_openFromSerialized
0000000183ef2d2c (__TEXT,__text) external _uspoof_openFromSource
0000000183ef28cc (__TEXT,__text) external _uspoof_serialize
0000000183ef0e28 (__TEXT,__text) external _uspoof_setAllowedChars
0000000183ef0d4c (__TEXT,__text) external _uspoof_setAllowedLocales
0000000183ef0e2c (__TEXT,__text) external _uspoof_setAllowedUnicodeSet
0000000183ef0c60 (__TEXT,__text) external _uspoof_setChecks
0000000183ef0ccc (__TEXT,__text) external _uspoof_setRestrictionLevel
0000000183ef547c (__TEXT,__text) external _uspoof_swap
0000000183d77be4 (__TEXT,__text) external _usprep_close
0000000183d77764 (__TEXT,__text) external _usprep_open
0000000183d77ba4 (__TEXT,__text) external _usprep_openByType
0000000183d77ce8 (__TEXT,__text) external _usprep_prepare
0000000183d785dc (__TEXT,__text) external _usprep_swap
0000000183d7ed80 (__TEXT,__text) external _ustr_hashCharsN
0000000183d7edcc (__TEXT,__text) external _ustr_hashICharsN
0000000183d7ed30 (__TEXT,__text) external _ustr_hashUCharsN
0000000183d814e0 (__TEXT,__text) external _utext_char32At
0000000183d818d4 (__TEXT,__text) external _utext_clone
0000000183d81ae8 (__TEXT,__text) external _utext_close
0000000183d818a4 (__TEXT,__text) external _utext_copy
0000000183d813d4 (__TEXT,__text) external _utext_current32
0000000183d81774 (__TEXT,__text) external _utext_equals
0000000183d81768 (__TEXT,__text) external _utext_extract
0000000183d81858 (__TEXT,__text) external _utext_freeze
0000000183d811ec (__TEXT,__text) external _utext_getNativeIndex
0000000183d812fc (__TEXT,__text) external _utext_getPreviousNativeIndex
0000000183d81868 (__TEXT,__text) external _utext_hasMetaData
0000000183d811e0 (__TEXT,__text) external _utext_isLengthExpensive
0000000183d8184c (__TEXT,__text) external _utext_isWritable
0000000183d80efc (__TEXT,__text) external _utext_moveIndex32
0000000183d811d4 (__TEXT,__text) external _utext_nativeLength
0000000183d81020 (__TEXT,__text) external _utext_next32
0000000183d815b8 (__TEXT,__text) external _utext_next32From
0000000183d81f1c (__TEXT,__text) external _utext_openCharacterIterator
0000000183d81d50 (__TEXT,__text) external _utext_openConstUnicodeString
0000000183d81c50 (__TEXT,__text) external _utext_openReplaceable
0000000183d81e48 (__TEXT,__text) external _utext_openUChars
