00007ffc12d2ff40 (__TEXT,__text) non-external K256
00007ffc12d49199 (__TEXT,__text) external _i2d_X509_ALGOR
00007ffc12d491dd (__TEXT,__text) external _i2d_X509_ALGORS
00007ffc12d49355 (__TEXT,__text) external _i2d_X509_ATTRIBUTE
00007ffc12d4b749 (__TEXT,__text) external _i2d_X509_AUX
00007ffc12d4b88d (__TEXT,__text) external _i2d_X509_CERT_AUX
00007ffc12d4bc59 (__TEXT,__text) external _i2d_X509_CERT_PAIR
00007ffc12d4b5e7 (__TEXT,__text) external _i2d_X509_CINF
00007ffc12d495fe (__TEXT,__text) external _i2d_X509_CRL
00007ffc12d495ba (__TEXT,__text) external _i2d_X509_CRL_INFO
00007ffc12dd6cad (__TEXT,__text) external _i2d_X509_CRL_bio
00007ffc12dd6cdb (__TEXT,__text) external _i2d_X509_CRL_fp
00007ffc12d49e23 (__TEXT,__text) external _i2d_X509_EXTENSION
00007ffc12d49e67 (__TEXT,__text) external _i2d_X509_EXTENSIONS
00007ffc12d4a61f (__TEXT,__text) external _i2d_X509_NAME
00007ffc12d4a0df (__TEXT,__text) external _i2d_X509_NAME_ENTRY
00007ffc12d4ac52 (__TEXT,__text) external _i2d_X509_PUBKEY
00007ffc12d4b453 (__TEXT,__text) external _i2d_X509_REQ
00007ffc12d4b40f (__TEXT,__text) external _i2d_X509_REQ_INFO
00007ffc12dd6d65 (__TEXT,__text) external _i2d_X509_REQ_bio
00007ffc12dd6d93 (__TEXT,__text) external _i2d_X509_REQ_fp
00007ffc12d49576 (__TEXT,__text) external _i2d_X509_REVOKED
00007ffc12d4b4d7 (__TEXT,__text) external _i2d_X509_SIG
00007ffc12d4b5a3 (__TEXT,__text) external _i2d_X509_VAL
00007ffc12dd6c51 (__TEXT,__text) external _i2d_X509_bio
00007ffc12dd6c7f (__TEXT,__text) external _i2d_X509_fp
00007ffc12d4a9f3 (__TEXT,__text) non-external _i2d_name_canon
00007ffc12dde6a4 (__TEXT,__text) non-external _i2d_ocsp_nonce
00007ffc12d7e22c (__TEXT,__text) external _i2o_ECPublicKey
00007ffc12dddd3d (__TEXT,__text) non-external _i2r_NAME_CONSTRAINTS
00007ffc12ddf41e (__TEXT,__text) non-external _i2r_PKEY_USAGE_PERIOD
00007ffc12ddae79 (__TEXT,__text) non-external _i2r_certpol
00007ffc12ddbf5d (__TEXT,__text) non-external _i2r_crldp
00007ffc12ddc318 (__TEXT,__text) non-external _i2r_idp
00007ffc12dde5ac (__TEXT,__text) non-external _i2r_object
00007ffc12dde55a (__TEXT,__text) non-external _i2r_ocsp_acutoff
00007ffc12dde434 (__TEXT,__text) non-external _i2r_ocsp_crlid
00007ffc12dde737 (__TEXT,__text) non-external _i2r_ocsp_nocheck
00007ffc12dde6d2 (__TEXT,__text) non-external _i2r_ocsp_nonce
00007ffc12dde742 (__TEXT,__text) non-external _i2r_ocsp_serviceloc
00007ffc12dde847 (__TEXT,__text) non-external _i2r_pci
00007ffc12de15e2 (__TEXT,__text) external _i2s_ASN1_ENUMERATED
00007ffc12ddcae1 (__TEXT,__text) external _i2s_ASN1_ENUMERATED_TABLE
00007ffc12ddd024 (__TEXT,__text) non-external _i2s_ASN1_IA5STRING
00007ffc12de1649 (__TEXT,__text) external _i2s_ASN1_INTEGER
00007ffc12de0c84 (__TEXT,__text) external _i2s_ASN1_OCTET_STRING
00007ffc12d37d19 (__TEXT,__text) external _i2t_ASN1_OBJECT
00007ffc12dd9f6e (__TEXT,__text) external _i2v_ASN1_BIT_STRING
00007ffc12ddd11f (__TEXT,__text) non-external _i2v_AUTHORITY_INFO_ACCESS
00007ffc12dd89b4 (__TEXT,__text) non-external _i2v_AUTHORITY_KEYID
00007ffc12dd9d90 (__TEXT,__text) non-external _i2v_BASIC_CONSTRAINTS
00007ffc12ddcb3c (__TEXT,__text) non-external _i2v_EXTENDED_KEY_USAGE
00007ffc12dd9208 (__TEXT,__text) external _i2v_GENERAL_NAME
00007ffc12dd8e20 (__TEXT,__text) external _i2v_GENERAL_NAMES
00007ffc12ddf22f (__TEXT,__text) non-external _i2v_POLICY_CONSTRAINTS
00007ffc12ddf4fd (__TEXT,__text) non-external _i2v_POLICY_MAPPINGS
00007ffc417877e0 (__DATA,__bss) non-external _id_callback
00007ffc12da47f0 (__TEXT,__text) external _idea_cbc_encrypt
00007ffc12da54cb (__TEXT,__text) external _idea_cfb64_encrypt
00007ffc12da5610 (__TEXT,__text) external _idea_ecb_encrypt
00007ffc12da4bdc (__TEXT,__text) external _idea_encrypt
00007ffc12da5679 (__TEXT,__text) external _idea_ofb64_encrypt
00007ffc12da5603 (__TEXT,__text) external _idea_options
00007ffc12da5969 (__TEXT,__text) external _idea_set_decrypt_key
00007ffc12da57e2 (__TEXT,__text) external _idea_set_encrypt_key
00007ffc417877f0 (__DATA,__bss) non-external _impl
00007ffc12d3398b (__TEXT,__text) non-external _impl_check
00007ffc41781da0 (__DATA,__data) non-external _impl_default
                 (undefined) external _inet_pton (from libSystem)
00007ffc12d98f5e (__TEXT,__text) non-external _init
00007ffc12d98f9b (__TEXT,__text) non-external _init
00007ffc12d98fd8 (__TEXT,__text) non-external _init
00007ffc12d990cb (__TEXT,__text) non-external _init
00007ffc12d99108 (__TEXT,__text) non-external _init
00007ffc12d99214 (__TEXT,__text) non-external _init
00007ffc12d99242 (__TEXT,__text) non-external _init
00007ffc12d992b3 (__TEXT,__text) non-external _init
00007ffc12d997cc (__TEXT,__text) non-external _init
00007ffc12d992e3 (__TEXT,__text) non-external _init224
00007ffc12d99313 (__TEXT,__text) non-external _init256
00007ffc12d99321 (__TEXT,__text) non-external _init384
00007ffc12d99351 (__TEXT,__text) non-external _init512
00007ffc41787930 (__DATA,__bss) non-external _initialized_engines
00007ffc41787890 (__DATA,__bss) non-external _initialized_modules
00007ffc12dcadb4 (__TEXT,__text) non-external _int_TS_RESP_verify_token
00007ffc12d8b3d2 (__TEXT,__text) non-external _int_cb_LHASH_DOALL_ARG
00007ffc12d33cdb (__TEXT,__text) non-external _int_cleanup
00007ffc12d8b209 (__TEXT,__text) non-external _int_cleanup_cb_LHASH_DOALL
00007ffc417826d8 (__DATA,__data) non-external _int_crl_meth
00007ffc12d9c5e8 (__TEXT,__text) non-external _int_ctx_new
00007ffc12d89877 (__TEXT,__text) non-external _int_def_cb
00007ffc12d73f0f (__TEXT,__text) non-external _int_dh_free
00007ffc12d73d8e (__TEXT,__text) non-external _int_dh_size
00007ffc12d75b49 (__TEXT,__text) non-external _int_dsa_free
00007ffc12d757d6 (__TEXT,__text) non-external _int_dsa_size
00007ffc12d33fbd (__TEXT,__text) non-external _int_dup_ex_data
00007ffc12d7bbd4 (__TEXT,__text) non-external _int_ec_free
00007ffc12d7ba7a (__TEXT,__text) non-external _int_ec_size
00007ffc12d88ec2 (__TEXT,__text) non-external _int_engine_init
00007ffc12d88e8a (__TEXT,__text) non-external _int_engine_module_finish
00007ffc12d88a21 (__TEXT,__text) non-external _int_engine_module_init
00007ffc12d8d933 (__TEXT,__text) non-external _int_err_del
00007ffc12d8da81 (__TEXT,__text) non-external _int_err_del_item
00007ffc12d8d89c (__TEXT,__text) non-external _int_err_get
00007ffc12d8d98a (__TEXT,__text) non-external _int_err_get_item
00007ffc12d8de5f (__TEXT,__text) non-external _int_err_get_next_lib
00007ffc41784620 (__DATA,__data) non-external _int_err_library_number
00007ffc12d8da04 (__TEXT,__text) non-external _int_err_set_item
00007ffc41788528 (__DATA,__bss) non-external _int_error_hash
00007ffc12d3415c (__TEXT,__text) non-external _int_free_ex_data
00007ffc12d33d25 (__TEXT,__text) non-external _int_get_new_index
00007ffc12d33c86 (__TEXT,__text) non-external _int_new_class
00007ffc12d33e6b (__TEXT,__text) non-external _int_new_ex_data
00007ffc12dbf805 (__TEXT,__text) non-external _int_rsa_free
00007ffc12dbf4d1 (__TEXT,__text) non-external _int_rsa_size
00007ffc12dc5365 (__TEXT,__text) non-external (was a private external) _int_rsa_verify
00007ffc12d8dd6f (__TEXT,__text) non-external _int_thread_del_item
00007ffc12d8dafb (__TEXT,__text) non-external _int_thread_get
00007ffc12d8dbe6 (__TEXT,__text) non-external _int_thread_get_item
00007ffc41788530 (__DATA,__bss) non-external _int_thread_hash
00007ffc41788538 (__DATA,__bss) non-external _int_thread_hash_references
00007ffc12d8db9d (__TEXT,__text) non-external _int_thread_release
00007ffc12d8dca9 (__TEXT,__text) non-external _int_thread_set_item
00007ffc12d8b14f (__TEXT,__text) non-external _int_unregister_cb_LHASH_DOALL_ARG
00007ffc12d6580c (__TEXT,__text) non-external _int_update
00007ffc12da41d8 (__TEXT,__text) non-external _int_update
00007ffc12dd5c60 (__TEXT,__text) non-external _int_x509_param_set1
00007ffc12dd5b4b (__TEXT,__text) non-external _int_x509_param_set_hosts
00007ffc12dc6980 (__TEXT,__text) non-external _internal_find
00007ffc41787940 (__DATA,__bss) non-external _internal_static_hack
00007ffc12dd370e (__TEXT,__text) non-external _internal_verify
00007ffc417897f4 (__DATA,__bss) non-external _intr_signal
                 (undefined) external _ioctl (from libSystem)
00007ffc12de2903 (__TEXT,__text) non-external _ipv4_from_asc
00007ffc12de317f (__TEXT,__text) non-external _ipv6_cb
00007ffc41789790 (__DATA,__bss) non-external _is_a_tty
00007ffc12e01ae0 (__TEXT,__const) non-external _k25519Precomp
00007ffc12d9eaf6 (__TEXT,__text) non-external _key_diversify_crypto_pro
00007ffc12e17680 (__TEXT,__const) non-external _key_table
00007ffc41786a00 (__DATA,__data) non-external _key_usage_type_table
00007ffc12dd7d7f (__TEXT,__text) non-external (was a private external) _level_add_node
00007ffc12dd7d0a (__TEXT,__text) non-external (was a private external) _level_find_node
00007ffc12da6295 (__TEXT,__text) external _lh_delete
00007ffc12da6437 (__TEXT,__text) external _lh_doall
00007ffc12da6480 (__TEXT,__text) external _lh_doall_arg
00007ffc12da5ff7 (__TEXT,__text) external _lh_free
00007ffc12da6058 (__TEXT,__text) external _lh_insert
00007ffc12da5e96 (__TEXT,__text) external _lh_new
00007ffc12da5c96 (__TEXT,__text) external _lh_node_stats
00007ffc12da5cf5 (__TEXT,__text) external _lh_node_stats_bio
00007ffc12da5d59 (__TEXT,__text) external _lh_node_usage_stats
00007ffc12da5db8 (__TEXT,__text) external _lh_node_usage_stats_bio
00007ffc12da64d8 (__TEXT,__text) external _lh_num_items
00007ffc12da63ce (__TEXT,__text) external _lh_retrieve
00007ffc12da5ac7 (__TEXT,__text) external _lh_stats
00007ffc12da5b26 (__TEXT,__text) external _lh_stats_bio
00007ffc12da5f7e (__TEXT,__text) external _lh_strhash
                 (undefined) external _listen (from libSystem)
00007ffc12e13ee0 (__TEXT,__const) non-external _ln_objs
00007ffc12db1f60 (__TEXT,__text) non-external _load_iv
00007ffc12d4aab0 (__TEXT,__text) non-external _local_sk_X509_NAME_ENTRY_free
00007ffc12d4aa9f (__TEXT,__text) non-external _local_sk_X509_NAME_ENTRY_pop_free
00007ffc417877c8 (__DATA,__bss) non-external _locking_callback
00007ffc12d49f84 (__TEXT,__text) non-external _long_c2i
00007ffc12d49f77 (__TEXT,__text) non-external _long_free
00007ffc12d4a037 (__TEXT,__text) non-external _long_i2c
00007ffc12d49f65 (__TEXT,__text) non-external _long_new
00007ffc41782708 (__DATA,__data) non-external _long_pf
00007ffc12d4a0b8 (__TEXT,__text) non-external _long_print
00007ffc12d8b801 (__TEXT,__text) non-external _look_str_cb
                 (undefined) external _lseek (from libSystem)
00007ffc12e15ca0 (__TEXT,__const) non-external _lvalues
00007ffc12d9eebd (__TEXT,__text) non-external _mac_ctrl_gost
00007ffc12d9eeaf (__TEXT,__text) non-external _mackey_free_gost
00007ffc12d65b3a (__TEXT,__text) non-external _make_kn
                 (undefined) external _malloc (from libSystem)
00007ffc12da6605 (__TEXT,__text) non-external (was a private external) _md4_block_data_order
00007ffc40283800 (__DATA_CONST,__const) non-external _md4_md
00007ffc12d29a80 (__TEXT,__text) non-external (was a private external) _md5_block_asm_data_order
00007ffc40283878 (__DATA_CONST,__const) non-external _md5_md
00007ffc12d991c5 (__TEXT,__text) non-external _md5_sha1_final
00007ffc12d99145 (__TEXT,__text) non-external _md5_sha1_init
00007ffc402838f0 (__DATA_CONST,__const) non-external _md5_sha1_md
00007ffc12d9917b (__TEXT,__text) non-external _md5_sha1_update
00007ffc12d8f832 (__TEXT,__text) non-external _md_callback_ctrl
00007ffc12d8f69f (__TEXT,__text) non-external _md_ctrl
00007ffc12d8f7fc (__TEXT,__text) non-external _md_free
00007ffc12d8f649 (__TEXT,__text) non-external _md_gets
00007ffc12d8f7cd (__TEXT,__text) non-external _md_new
00007ffc12d8f5d5 (__TEXT,__text) non-external _md_read
00007ffc12d8f54a (__TEXT,__text) non-external _md_write
00007ffc12d528eb (__TEXT,__text) non-external _mem_ctrl
00007ffc12d52a54 (__TEXT,__text) non-external _mem_free
00007ffc12d52870 (__TEXT,__text) non-external _mem_gets
00007ffc41782c80 (__DATA,__data) non-external _mem_method
00007ffc12d52a18 (__TEXT,__text) non-external _mem_new
00007ffc12d5284a (__TEXT,__text) non-external _mem_puts
00007ffc12d5278d (__TEXT,__text) non-external _mem_read
00007ffc12d526d7 (__TEXT,__text) non-external _mem_write
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ffc41782a50 (__DATA,__data) non-external _methods_acceptp
00007ffc41782600 (__DATA,__data) non-external _methods_asn1
00007ffc41784628 (__DATA,__data) non-external _methods_b64
00007ffc41782aa0 (__DATA,__data) non-external _methods_biop
00007ffc41782748 (__DATA,__data) non-external _methods_buffer
00007ffc41782af0 (__DATA,__data) non-external _methods_connectp
00007ffc41782b40 (__DATA,__data) non-external _methods_dgramp
00007ffc41784678 (__DATA,__data) non-external _methods_enc
00007ffc41782b90 (__DATA,__data) non-external _methods_fdp
00007ffc41782be0 (__DATA,__data) non-external _methods_filep
00007ffc417846c8 (__DATA,__data) non-external _methods_md
00007ffc41782798 (__DATA,__data) non-external _methods_nbiof
00007ffc417827e8 (__DATA,__data) non-external _methods_nullf
00007ffc41782c30 (__DATA,__data) non-external _methods_slg
00007ffc41782d20 (__DATA,__data) non-external _methods_sockp
00007ffc12d3efe8 (__TEXT,__text) non-external _mime_hdr_addparam
00007ffc12d3edfb (__TEXT,__text) non-external _mime_hdr_cmp
00007ffc12d3eb20 (__TEXT,__text) non-external _mime_hdr_find
00007ffc12d3eb7b (__TEXT,__text) non-external _mime_hdr_free
00007ffc12d3ef05 (__TEXT,__text) non-external _mime_hdr_new
00007ffc12d3f0a9 (__TEXT,__text) non-external _mime_param_cmp
00007ffc12d3f0dd (__TEXT,__text) non-external _mime_param_free
00007ffc12d3e825 (__TEXT,__text) non-external _mime_parse_hdr
00007ffc12d24b8c (__TEXT,__text) non-external (was a private external) _mod_exp_512
00007ffc12d6819b (__TEXT,__text) non-external _module_add
00007ffc4027c8c0 (__DATA_CONST,__const) non-external _mon
00007ffc12d27400 (__TEXT,__text) non-external _mul_1x1
00007ffc40283038 (__DATA_CONST,__const) non-external _n_cipher
00007ffc12de1f3b (__TEXT,__text) external _name_cmp
00007ffc12daa432 (__TEXT,__text) non-external _name_funcs_free
00007ffc41789678 (__DATA,__bss) non-external _name_funcs_stack
00007ffc41789670 (__DATA,__bss) non-external _names_lh
00007ffc12daa40b (__TEXT,__text) non-external _names_lh_free_LHASH_DOALL
00007ffc41784f20 (__DATA,__data) non-external _names_type_num
00007ffc12d4e9be (__TEXT,__text) non-external _nbiof_callback_ctrl
00007ffc12d4e8ce (__TEXT,__text) non-external _nbiof_ctrl
00007ffc12d4e988 (__TEXT,__text) non-external _nbiof_free
00007ffc12d4e8b7 (__TEXT,__text) non-external _nbiof_gets
00007ffc12d4e947 (__TEXT,__text) non-external _nbiof_new
00007ffc12d4e8a0 (__TEXT,__text) non-external _nbiof_puts
00007ffc12d4e7e4 (__TEXT,__text) non-external _nbiof_read
00007ffc12d4e6f7 (__TEXT,__text) non-external _nbiof_write
00007ffc12dddeec (__TEXT,__text) non-external _nc_match
00007ffc12dde1ab (__TEXT,__text) non-external _nc_match_single
00007ffc12ddae5b (__TEXT,__text) non-external _nconf_get_section
00007ffc12ddae51 (__TEXT,__text) non-external _nconf_get_string
00007ffc41786af0 (__DATA,__data) non-external _nconf_method
00007ffc12d40092 (__TEXT,__text) non-external _ndef_prefix
00007ffc12d40137 (__TEXT,__text) non-external _ndef_prefix_free
00007ffc12d4017a (__TEXT,__text) non-external _ndef_suffix
00007ffc12d40269 (__TEXT,__text) non-external _ndef_suffix_free
00007ffc12dcdb1a (__TEXT,__text) non-external _new_dir
00007ffc41784f24 (__DATA,__data) non-external _new_nid
00007ffc12de0c7a (__TEXT,__text) non-external _nid_cmp_BSEARCH_CMP_FN
00007ffc40284930 (__DATA_CONST,__const) non-external _nid_objs
00007ffc40280480 (__DATA_CONST,__const) non-external _nist_curves
00007ffc12de0b71 (__TEXT,__text) non-external _no_check
00007ffc12dd7c8f (__TEXT,__text) non-external _node_cmp
00007ffc41786920 (__DATA,__data) non-external _ns_cert_type_table
00007ffc12d421c1 (__TEXT,__text) non-external _nsseq_cb
00007ffc12dd41ed (__TEXT,__text) non-external _null_callback
00007ffc12d95d8c (__TEXT,__text) non-external _null_cipher
00007ffc12d52ae0 (__TEXT,__text) non-external _null_ctrl
00007ffc12d52b1f (__TEXT,__text) non-external _null_free
00007ffc12d52ad8 (__TEXT,__text) non-external _null_gets
00007ffc12d95d81 (__TEXT,__text) non-external _null_init_key
00007ffc40283968 (__DATA_CONST,__const) non-external _null_md
00007ffc41782cd0 (__DATA,__data) non-external _null_method
00007ffc12d52afe (__TEXT,__text) non-external _null_new
00007ffc12d52ac2 (__TEXT,__text) non-external _null_puts
00007ffc12d52aba (__TEXT,__text) non-external _null_read
00007ffc12d52ab2 (__TEXT,__text) non-external _null_write
00007ffc12d4eb3e (__TEXT,__text) non-external _nullf_callback_ctrl
00007ffc12d4ea96 (__TEXT,__text) non-external _nullf_ctrl
00007ffc12d4eb30 (__TEXT,__text) non-external _nullf_free
00007ffc12d4ea7f (__TEXT,__text) non-external _nullf_gets
00007ffc12d4eb0f (__TEXT,__text) non-external _nullf_new
00007ffc12d4ea68 (__TEXT,__text) non-external _nullf_puts
00007ffc12d4ea27 (__TEXT,__text) non-external _nullf_read
00007ffc12d4e9e2 (__TEXT,__text) non-external _nullf_write
00007ffc12d7e158 (__TEXT,__text) external _o2i_ECPublicKey
00007ffc41789ae8 (__DATA,__common) external _obj_cleanup_defer
00007ffc12da9de9 (__TEXT,__text) non-external _obj_name_LHASH_COMP
00007ffc12da9d9c (__TEXT,__text) non-external _obj_name_LHASH_HASH
00007ffc12e130f0 (__TEXT,__const) non-external _obj_objs
00007ffc12dd1a08 (__TEXT,__text) non-external _obj_trust
00007ffc12dac7fe (__TEXT,__text) non-external _ocsp_add1_nonce
00007ffc12dadbb7 (__TEXT,__text) non-external _ocsp_certid_print
00007ffc12daedc1 (__TEXT,__text) non-external _ocsp_find_signer_sk
00007ffc12de0b7c (__TEXT,__text) non-external _ocsp_helper
00007ffc12daeeb6 (__TEXT,__text) non-external _ocsp_match_issuerid
00007ffc12dde608 (__TEXT,__text) non-external _ocsp_nonce_free
00007ffc12dde5fe (__TEXT,__text) non-external _ocsp_nonce_new
00007ffc12e09bc0 (__TEXT,__const) non-external _odd_parity
00007ffc12d3f382 (__TEXT,__text) non-external _oid_module_finish
00007ffc12d3f179 (__TEXT,__text) non-external _oid_module_init
00007ffc12d75c3c (__TEXT,__text) non-external _old_dsa_priv_decode
00007ffc12d75dc6 (__TEXT,__text) non-external _old_dsa_priv_encode
00007ffc12d7bcc7 (__TEXT,__text) non-external _old_ec_priv_decode
00007ffc12d7bd21 (__TEXT,__text) non-external _old_ec_priv_encode
00007ffc12da3d89 (__TEXT,__text) non-external _old_hmac_decode
00007ffc12da3deb (__TEXT,__text) non-external _old_hmac_encode
00007ffc12dbf8d4 (__TEXT,__text) non-external _old_rsa_priv_decode
00007ffc12dbf92e (__TEXT,__text) non-external _old_rsa_priv_encode
                 (undefined) external _open (from libSystem)
00007ffc12dccdfd (__TEXT,__text) non-external _open_console
                 (undefined) external _openlog (from libSystem)
00007ffc12d8a989 (__TEXT,__text) non-external _openssl_ciphers
00007ffc41787898 (__DATA,__bss) non-external _openssl_configured
00007ffc12d8a9d2 (__TEXT,__text) non-external _openssl_digests
00007ffc417837d0 (__DATA,__data) non-external _openssl_dsa_meth
00007ffc41783d70 (__DATA,__data) non-external _openssl_ecdh_meth
00007ffc41783e40 (__DATA,__data) non-external _openssl_ecdsa_meth
00007ffc12d8aa08 (__TEXT,__text) non-external _openssl_load_privkey
00007ffc12d3777b (__TEXT,__text) non-external _out_utf8
00007ffc4028fc40 (__DATA_CONST,__const) non-external _p7default_tt
00007ffc12da29c4 (__TEXT,__text) non-external _pack_signature_cp
00007ffc12da2a8c (__TEXT,__text) non-external _pack_signature_le
00007ffc12dd5dff (__TEXT,__text) non-external _param_cmp
00007ffc12da0e06 (__TEXT,__text) non-external _param_cmp_gost01
00007ffc12da0ccf (__TEXT,__text) non-external _param_copy_gost01
00007ffc12da0a7c (__TEXT,__text) non-external _param_decode_gost01
00007ffc12da0c4e (__TEXT,__text) non-external _param_encode_gost01
