00007ff80cd67d70 (__TEXT,__const) non-external _A1_Table
00007ff80cb97390 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x2_avx2
00007ff80c5a5270 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x2_vec
00007ff80cb96910 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x3_avx2
00007ff80c5a4670 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x3_vec
00007ff80cb95b80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x4_avx2
00007ff80c5a36e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x4_vec
00007ff80cb82b00 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_5_avx2
00007ff80c58a8d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_5_vec
00007ff80cb83500 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_6_avx2
00007ff80c58b3f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_6_vec
00007ff80cb841b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_7_avx2
00007ff80c58c260 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_7_vec
00007ff80cb84ee0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_8_avx2
00007ff80c58d150 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_8_vec
00007ff80cb85990 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_9_avx2
00007ff80c58dd40 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_9_vec
00007ff80cb98890 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_Generic_avx2
00007ff80c5a6a20 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_Generic_vec
00007ff80c20d8a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF
00007ff843b79318 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_1dest
00007ff843b79310 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_2dest
00007ff843b79308 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_3dest
00007ff843b79300 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_4dest
00007ff843b79320 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_many_src_planes
00007ff80c2731c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_avx
00007ff80cb7e9f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_avx2
00007ff80c22ac00 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_avx512
00007ff80c882a40 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_sse4_1
00007ff80c585b50 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_vec
00007ff80c9fdd90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_avx
00007ff80cb7d190 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_avx2
00007ff80c723c20 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_avx512
00007ff80c880990 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_sse4_1
00007ff80c583aa0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_vec
00007ff80c26ee90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_avx
00007ff80cb7b180 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_avx2
00007ff80c20dc10 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_avx512
00007ff80c87dc30 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_sse4_1
00007ff80c580d40 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_vec
00007ff80c9fb220 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_avx
00007ff80cb788f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_avx2
00007ff80c721a60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_avx512
00007ff80c87a180 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_sse4_1
00007ff80c57d290 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_vec
00007ff80c9fa830 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_avx
00007ff80cb77f40 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_avx2
00007ff80c720fd0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_avx512
00007ff80c879650 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_sse4_1
00007ff80c57c760 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_vec
00007ff80cab4da0 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_avx
00007ff80cc4c630 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_avx2
00007ff80c7d9ae0 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_avx512
00007ff80c940e10 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_sse4_1
00007ff80c6647e0 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_vec
00007ff80cabff00 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_avx
00007ff80cc57900 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_avx2
00007ff80c7e6560 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_avx512
00007ff80c94aef0 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_sse4_1
00007ff80c66e8c0 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_vec
00007ff80cab1190 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_avx
00007ff80cc484d0 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_avx2
00007ff80c232eb0 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_avx512
00007ff80c93d4e0 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_sse4_1
00007ff80c660eb0 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_vec
00007ff80c3e1c10 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved
00007ff80cac0b10 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_avx
00007ff80cc58880 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_avx2
00007ff80c7e75c0 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_avx512
00007ff80c94baf0 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_sse4_1
00007ff80c66f4c0 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_vec
00007ff80cab5c50 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_avx
00007ff80cc4d550 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_avx2
00007ff80c7dab60 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_avx512
00007ff80c941ba0 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_sse4_1
00007ff80c665570 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_vec
00007ff80cabc030 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_avx
00007ff80cc53750 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_avx2
00007ff80c7e1bf0 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_avx512
00007ff80c9477e0 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_sse4_1
00007ff80c66b1b0 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_vec
00007ff80cab1650 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_avx
00007ff80cc489e0 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_avx2
00007ff80c232690 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_avx512
00007ff80c93d9c0 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_sse4_1
00007ff80c661390 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_vec
00007ff80cac0f30 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_avx
00007ff80cc58c50 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_avx2
00007ff80c7e7930 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_avx512
00007ff80c94bf10 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_sse4_1
00007ff80c66f8e0 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_vec
00007ff80cab5ff0 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_avx
00007ff80cc4d950 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_avx2
00007ff80c7dafc0 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_avx512
00007ff80c941f70 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_sse4_1
00007ff80c665940 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_vec
00007ff80cabc3a0 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_avx
00007ff80cc53b50 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_avx2
00007ff80c7e2050 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_avx512
00007ff80c947b70 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_sse4_1
00007ff80c66b540 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_vec
00007ff80caafeb0 (__TEXT,__text) non-external (was a private external) _vMax_CV_avx
00007ff80cc46ee0 (__TEXT,__text) non-external (was a private external) _vMax_CV_avx2
00007ff80c7d5340 (__TEXT,__text) non-external (was a private external) _vMax_CV_avx512
00007ff80c93c350 (__TEXT,__text) non-external (was a private external) _vMax_CV_sse4_1
00007ff80c65fd20 (__TEXT,__text) non-external (was a private external) _vMax_CV_vec
00007ff80cabb220 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_avx
00007ff80cc52b30 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_avx2
00007ff80c7e0dc0 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_avx512
00007ff80c946b90 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_sse4_1
00007ff80c66a560 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_vec
00007ff80cab6b30 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_avx
00007ff80cc4e4e0 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_avx2
00007ff80c7dbc10 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_avx512
00007ff80c942790 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_sse4_1
00007ff80c666160 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_vec
00007ff80cac17f0 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_avx
00007ff80cc595d0 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_avx2
00007ff80c7e84d0 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_avx512
00007ff80c94c760 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_sse4_1
00007ff80c670130 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_vec
00007ff80cab30b0 (__TEXT,__text) non-external (was a private external) _vMinH_CV_avx
00007ff80cc4a740 (__TEXT,__text) non-external (was a private external) _vMinH_CV_avx2
00007ff80c234470 (__TEXT,__text) non-external (was a private external) _vMinH_CV_avx512
00007ff80c93f1d0 (__TEXT,__text) non-external (was a private external) _vMinH_CV_sse4_1
00007ff80c662ba0 (__TEXT,__text) non-external (was a private external) _vMinH_CV_vec
00007ff80cac2400 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_avx
00007ff80cc5a550 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_avx2
00007ff80c7e9530 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_avx512
00007ff80c94d360 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_sse4_1
00007ff80c670d30 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_vec
00007ff80cab79e0 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_avx
00007ff80cc4f400 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_avx2
00007ff80c7dcc90 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_avx512
00007ff80c943520 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_sse4_1
00007ff80c666ef0 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_vec
00007ff80cabdf00 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_avx
00007ff80cc554d0 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_avx2
00007ff80c7e3c80 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_avx512
00007ff80c949200 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_sse4_1
00007ff80c66cbd0 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_vec
00007ff80cab3570 (__TEXT,__text) non-external (was a private external) _vMinV_CV_avx
00007ff80cc4ac50 (__TEXT,__text) non-external (was a private external) _vMinV_CV_avx2
00007ff80c233c50 (__TEXT,__text) non-external (was a private external) _vMinV_CV_avx512
00007ff80c93f6b0 (__TEXT,__text) non-external (was a private external) _vMinV_CV_sse4_1
00007ff80c663080 (__TEXT,__text) non-external (was a private external) _vMinV_CV_vec
00007ff80cac2820 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_avx
00007ff80cc5a920 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_avx2
00007ff80c7e98a0 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_avx512
00007ff80c94d780 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_sse4_1
00007ff80c671150 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_vec
00007ff80cab7d70 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_avx
00007ff80cc4f7f0 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_avx2
00007ff80c7dd0e0 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_avx512
00007ff80c9438b0 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_sse4_1
00007ff80c667280 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_vec
00007ff80cabe300 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_avx
00007ff80cc55960 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_avx2
00007ff80c7e4160 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_avx512
00007ff80c949630 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_sse4_1
00007ff80c66d000 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_vec
00007ff80cab1dd0 (__TEXT,__text) non-external (was a private external) _vMin_CV_avx
00007ff80cc49180 (__TEXT,__text) non-external (was a private external) _vMin_CV_avx2
00007ff80c7d6ca0 (__TEXT,__text) non-external (was a private external) _vMin_CV_avx512
00007ff80c93e070 (__TEXT,__text) non-external (was a private external) _vMin_CV_sse4_1
00007ff80c661a40 (__TEXT,__text) non-external (was a private external) _vMin_CV_vec
00007ff80cabd110 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx
00007ff80cc54880 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx2
00007ff80c7e2e50 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx512
00007ff80c948590 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_sse4_1
00007ff80c66bf60 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_vec
00007ff80cb73690 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_avx2
00007ff80c875620 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_sse4_1
00007ff80c578300 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_vec
00007ff80c223230 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_avx2
00007ff80c873110 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_sse4_1
00007ff80c575df0 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_vec
00007ff80c40f0a0 (__TEXT,__text) non-external (was a private external) _vOctilePolynomial_PlanarF_WithTable
