000000021a878e50 (__DATA,__data) non-external _.compoundliteral
00000001e5125df4 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001e50f7e14 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001e5097378 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001e50b10c4 (__TEXT,__text) non-external _scan_token
00000001e50cd7e0 (__TEXT,__text) non-external _serializeASTFields
00000001e50c7c08 (__TEXT,__text) non-external _serializeAssignFields
00000001e50cac84 (__TEXT,__text) non-external _serializeBlockFields
00000001e50ce6e8 (__TEXT,__text) non-external _serializeCallFields
00000001e50cb0d4 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001e50c7d98 (__TEXT,__text) non-external _serializeCommaExprFields
00000001e50c7878 (__TEXT,__text) non-external _serializeConstantFields
00000001e50cb1b0 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001e50c7a50 (__TEXT,__text) non-external _serializeEqualFields
00000001e50c78ec (__TEXT,__text) non-external _serializeFieldAccessFields
00000001e50c92ac (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001e50c7940 (__TEXT,__text) non-external _serializeFunctionCallFields
00000001e50c8250 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001e50ca798 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001e50cc5c4 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001e50c9354 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001e50c98e8 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001e50cc1e4 (__TEXT,__text) non-external _serializeLValueFields
00000001e50ca7e0 (__TEXT,__text) non-external _serializeLayoutPairFields
00000001e50c9c94 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001e50c953c (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001e50c79fc (__TEXT,__text) non-external _serializeMethodCallFields
00000001e50c7b2c (__TEXT,__text) non-external _serializeNotEqualFields
00000001e50cb730 (__TEXT,__text) non-external _serializeOffsetFields
00000001e50c7ce4 (__TEXT,__text) non-external _serializeOpAssignFields
00000001e50cc60c (__TEXT,__text) non-external _serializePPStreamOpFields
00000001e50c81e8 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001e50c8f00 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001e50c8b00 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001e50c8b54 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001e50ca3ec (__TEXT,__text) non-external _serializeQualifierListFields
00000001e50cb680 (__TEXT,__text) non-external _serializeRawCallFields
00000001e50c7d08 (__TEXT,__text) non-external _serializeReadInputFields
00000001e50cb28c (__TEXT,__text) non-external _serializeReturnStatementFields
00000001e50c9300 (__TEXT,__text) non-external _serializeStructTypeFields
00000001e50cea94 (__TEXT,__text) non-external _serializeStructureFields
00000001e50c79a8 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001e50cb6e8 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001e50ca040 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001e50cd798 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001e50cb2d4 (__TEXT,__text) non-external _serializeTopLevelFields
00000001e50c6fe0 (__TEXT,__text) non-external _serializeTypeConversionFields
00000001e50c7824 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001e50c8630 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001e50c8754 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001e50c77d0 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001e50c7d50 (__TEXT,__text) non-external _serializeWriteOutputFields
00000001e50c3cb0 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001e50c68b8 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001e50c1a28 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001e50c5f90 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001e50c19cc (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001e50c44fc (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001e509fcf4 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001e50cee40 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001e50befbc (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001e50c4fac (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001e509f79c (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001e505cfe0 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001e50af9c4 (__TEXT,__text) non-external _simple_str_getch
00000001e50afad4 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001e5057cac (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001e5057c7c (__TEXT,__text) non-external _std140MatrixStride
00000001e5057cd0 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001e5057dc4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001e5057cd8 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001e5057ccc (__TEXT,__text) non-external _std140SizeToBytes
00000001e5057bd0 (__TEXT,__text) non-external _std140TypeAlign
00000001e5057af4 (__TEXT,__text) non-external _std140TypeSize
00000001e50af588 (__TEXT,__text) non-external _str_getch
00000001e50af6b4 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001e50afc7c (__TEXT,__text) non-external _token_pasted_str_getch
00000001e50afbc4 (__TEXT,__text) non-external _token_pasted_str_scan
00000001e50afd44 (__TEXT,__text) non-external _token_pasted_str_ungetch
000000021758d068 (__DATA_CONST,__const) non-external _tokens
00000001e50a2920 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001e5091860 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001e50a2168 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001e50da110 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001e50a19cc (__TEXT,__text) non-external _typeFromGLPBinding
00000001e50a2d9c (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001e50a29cc (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001e507fb08 (__TEXT,__text) non-external _uniqueComponentCount
00000001e50b04cc (__TEXT,__text) non-external _unlinkScope
000000021e7c7638 (__AUTH_CONST,__const) non-external (was a private external) _unop
000000021758be50 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001e50d0ad8 (__TEXT,__text) non-external _writeASTNode
00000001e50d1ff4 (__TEXT,__text) non-external _writeAdd
00000001e50d18bc (__TEXT,__text) non-external _writeArrayAccess
00000001e50d2f90 (__TEXT,__text) non-external _writeArrayType
00000001e50d25cc (__TEXT,__text) non-external _writeAssign
00000001e50d3be0 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000001e50d246c (__TEXT,__text) non-external _writeBitwiseAnd
00000001e50d1e94 (__TEXT,__text) non-external _writeBitwiseNot
00000001e50d24c4 (__TEXT,__text) non-external _writeBitwiseOr
00000001e50d251c (__TEXT,__text) non-external _writeBitwiseXor
00000001e50d37bc (__TEXT,__text) non-external _writeBlock
00000001e50d3a28 (__TEXT,__text) non-external _writeBreakStatement
00000001e50d3978 (__TEXT,__text) non-external _writeCaseStatement
00000001e50d272c (__TEXT,__text) non-external _writeCommaExpr
00000001e50d180c (__TEXT,__text) non-external _writeConstant
00000001e50d1bd4 (__TEXT,__text) non-external _writeConstructorCall
00000001e50d3a80 (__TEXT,__text) non-external _writeContinueStatement
00000001e50d39d0 (__TEXT,__text) non-external _writeDefaultStatement
00000001e50d3ad8 (__TEXT,__text) non-external _writeDiscardStatement
00000001e50d1f44 (__TEXT,__text) non-external _writeDivide
00000001e50d22b4 (__TEXT,__text) non-external _writeEqual
00000001e50d3764 (__TEXT,__text) non-external _writeExpressionStatement
00000001e50d1914 (__TEXT,__text) non-external _writeFieldAccess
00000001e50d2fe8 (__TEXT,__text) non-external _writeFieldDeclaration
00000001e50d1a1c (__TEXT,__text) non-external _writeFunctionCall
00000001e50d2e38 (__TEXT,__text) non-external _writeFunctionDefinition
00000001e50d2864 (__TEXT,__text) non-external _writeFunctionPrototype
00000001e50d3568 (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000001e50d2204 (__TEXT,__text) non-external _writeGreater
00000001e50d225c (__TEXT,__text) non-external _writeGreaterEqual
00000001e50d4024 (__TEXT,__text) non-external _writeIBPartialDeref
00000001e50d2574 (__TEXT,__text) non-external _writeIfExpr
00000001e50d3870 (__TEXT,__text) non-external _writeIfStatement
00000001e50d3148 (__TEXT,__text) non-external _writeInterfaceBlock
00000001e50d33bc (__TEXT,__text) non-external _writeKeywordQualifier
00000001e50d3eec (__TEXT,__text) non-external _writeLValue
00000001e50d43b4 (__TEXT,__text) non-external _writeLayoutObject
00000001e50d3634 (__TEXT,__text) non-external _writeLayoutPair
00000001e50d3460 (__TEXT,__text) non-external _writeLayoutQualifier
00000001e50d3364 (__TEXT,__text) non-external _writeLayoutType
00000001e50d2154 (__TEXT,__text) non-external _writeLess
00000001e50d21ac (__TEXT,__text) non-external _writeLessEqual
00000001e50d2364 (__TEXT,__text) non-external _writeLogicalAnd
00000001e50d1e3c (__TEXT,__text) non-external _writeLogicalNot
00000001e50d23bc (__TEXT,__text) non-external _writeLogicalOr
00000001e50d2414 (__TEXT,__text) non-external _writeLogicalXor
00000001e50d38c8 (__TEXT,__text) non-external _writeLoopStatement
00000001e50d1b24 (__TEXT,__text) non-external _writeMethodCall
00000001e50d1f9c (__TEXT,__text) non-external _writeModulo
00000001e50d1eec (__TEXT,__text) non-external _writeMultiply
00000001e50d1de4 (__TEXT,__text) non-external _writeNegate
00000001e50d230c (__TEXT,__text) non-external _writeNotEqual
00000001e50d3da4 (__TEXT,__text) non-external _writeOffset
00000001e50d2624 (__TEXT,__text) non-external _writeOpAssign
00000001e50d407c (__TEXT,__text) non-external _writePPStreamOp
00000001e50d2784 (__TEXT,__text) non-external _writeParameterDeclaration
00000001e50d1c84 (__TEXT,__text) non-external _writePostdecrement
00000001e50d1c2c (__TEXT,__text) non-external _writePostincrement
00000001e50d2d30 (__TEXT,__text) non-external _writePrecisionDeclaration
00000001e50d1d34 (__TEXT,__text) non-external _writePredecrement
00000001e50d1cdc (__TEXT,__text) non-external _writePreincrement
00000001e50d2ee8 (__TEXT,__text) non-external _writePrimitiveType
00000001e50d2d88 (__TEXT,__text) non-external _writeQualifiedDeclaration
00000001e50d2de0 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00000001e50d2e90 (__TEXT,__text) non-external _writeQualifiedType
00000001e50d3510 (__TEXT,__text) non-external _writeQualifierList
00000001e50d3fcc (__TEXT,__text) non-external _writeRValue
00000001e50d3c38 (__TEXT,__text) non-external _writeRawCall
00000001e50d267c (__TEXT,__text) non-external _writeReadInput
00000001e50d3b30 (__TEXT,__text) non-external _writeReturnStatement
00000001e50d4334 (__TEXT,__text) non-external _writeSAInfo
00000001e50d20a4 (__TEXT,__text) non-external _writeShiftLeft
00000001e50d20fc (__TEXT,__text) non-external _writeShiftRight
00000001e50d3098 (__TEXT,__text) non-external _writeStructType
00000001e50d1acc (__TEXT,__text) non-external _writeSubroutineArrayCall
00000001e50d3cf4 (__TEXT,__text) non-external _writeSubroutineRawCall
00000001e50d34b8 (__TEXT,__text) non-external _writeSubroutineTypeList
00000001e50d4284 (__TEXT,__text) non-external _writeSubroutineUniform
00000001e50d204c (__TEXT,__text) non-external _writeSubtract
00000001e50d3920 (__TEXT,__text) non-external _writeSwitchStatement
00000001e50d3b88 (__TEXT,__text) non-external _writeTopLevel
00000001e50d15d8 (__TEXT,__text) non-external _writeTypeConversion
00000001e50d175c (__TEXT,__text) non-external _writeTypeIdentifier
00000001e50d1d8c (__TEXT,__text) non-external _writeUnaryPlus
00000001e50d19c4 (__TEXT,__text) non-external _writeUndeterminedCall
00000001e50d2a94 (__TEXT,__text) non-external _writeVariableDeclaration
00000001e50d2cd8 (__TEXT,__text) non-external _writeVariableDeclarationGroup
00000001e50d16ac (__TEXT,__text) non-external _writeVariableIdentifier
