0000000189056dd0 (__TEXT,__const) non-external _A1_Table
000000018905243c (__TEXT,__const) non-external _vImageConvert_ARGB8888ToRGBA1010102.identityMap
0000000188d3aa74 (__TEXT,__text) external _vImageConvert_ARGB8888ToXRGB2101010
0000000188cf7a0c (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555
0000000188cf6994 (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555_dithered
0000000188cfce04 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar16Q12
0000000188ca59fc (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar8
0000000188e6d7a8 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanarF
0000000188cf7674 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565
0000000188cf6f28 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565_dithered
0000000188d39010 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB888
0000000188d3bac4 (__TEXT,__text) external _vImageConvert_ARGBFFFFToARGB2101010
0000000188d3bdb4 (__TEXT,__text) external _vImageConvert_ARGBFFFFToXRGB2101010
0000000188cf4c9c (__TEXT,__text) external _vImageConvert_ARGBFFFFtoARGB8888_dithered
0000000189032430 (__TEXT,__const) non-external _vImageConvert_ARGBFFFFtoARGB8888_dithered.identityMap
0000000188e6d52c (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanar8
0000000188caade8 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanarF
0000000188d3976c (__TEXT,__text) external _vImageConvert_ARGBFFFFtoRGBFFF
0000000188cc8c58 (__TEXT,__text) external _vImageConvert_ARGBToYpCbCr_GenerateConversion
0000000188c9da84 (__TEXT,__text) external _vImageConvert_AnyToAny
0000000188cf9548 (__TEXT,__text) external _vImageConvert_BGRA16UtoRGB16U
0000000188cf7888 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565
0000000188cf7268 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565_dithered
0000000188d393f4 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB888
0000000188d39bbc (__TEXT,__text) external _vImageConvert_BGRAFFFFtoRGBFFF
0000000188e6cc70 (__TEXT,__text) external _vImageConvert_BGRX8888ToPlanar8
0000000188e6d28c (__TEXT,__text) external _vImageConvert_BGRXFFFFToPlanarF
0000000188cff80c (__TEXT,__text) external _vImageConvert_CMYK16UtoACMYK16U
0000000188cffa54 (__TEXT,__text) external _vImageConvert_CMYK16UtoCMYKA16U
0000000188cfeeac (__TEXT,__text) external _vImageConvert_CMYK8888toACMYK88888
0000000188cff138 (__TEXT,__text) external _vImageConvert_CMYK8888toCMYKA88888
0000000188cffeec (__TEXT,__text) external _vImageConvert_CMYKA16UtoCMYK16U
0000000188cff5e8 (__TEXT,__text) external _vImageConvert_CMYKA88888toCMYK8888
0000000188d008ec (__TEXT,__text) external _vImageConvert_CMYKAFFFFFtoCMYKFFFF
0000000188d0013c (__TEXT,__text) external _vImageConvert_CMYKFFFFtoACMYKFFFFF
0000000188d00400 (__TEXT,__text) external _vImageConvert_CMYKFFFFtoCMYKAFFFFF
0000000188ca1ac4 (__TEXT,__text) external _vImageConvert_ChunkyToPlanar8
0000000188cf5ea4 (__TEXT,__text) external _vImageConvert_ChunkyToPlanarF
0000000188e6eb7c (__TEXT,__text) external _vImageConvert_FTo16S
0000000188e6ed74 (__TEXT,__text) external _vImageConvert_FTo16U
0000000188ca5568 (__TEXT,__text) external _vImageConvert_Fto16Q12
0000000188cfb458 (__TEXT,__text) external _vImageConvert_Indexed1toPlanar8
0000000188cfb0ec (__TEXT,__text) external _vImageConvert_Indexed2toPlanar8
0000000188cfb2d4 (__TEXT,__text) external _vImageConvert_Indexed4toPlanar8
0000000188e6f1b4 (__TEXT,__text) external _vImageConvert_Planar16FtoPlanar8
0000000188e6f3ec (__TEXT,__text) external _vImageConvert_Planar16FtoPlanarF
0000000188cfd2f4 (__TEXT,__text) external _vImageConvert_Planar16Q12toARGB16F
0000000188ca2924 (__TEXT,__text) external _vImageConvert_Planar16Q12toARGB8888
0000000188df8070 (__TEXT,__text) external _vImageConvert_Planar16Q12toPlanarN
0000000188cfd4c0 (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB16F
0000000188cb2f20 (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB888
0000000188cbf274 (__TEXT,__text) external _vImageConvert_Planar16UtoARGB16U
0000000188cf4f50 (__TEXT,__text) external _vImageConvert_Planar16UtoPlanar8_dithered
0000000188cbfabc (__TEXT,__text) external _vImageConvert_Planar16UtoRGB16U
0000000188cfb058 (__TEXT,__text) external _vImageConvert_Planar1toPlanar8
0000000188cfb0b8 (__TEXT,__text) external _vImageConvert_Planar2toPlanar8
0000000188cfb270 (__TEXT,__text) external _vImageConvert_Planar4toPlanar8
0000000188e6e058 (__TEXT,__text) external _vImageConvert_Planar8To16U
0000000188e6b03c (__TEXT,__text) external _vImageConvert_Planar8ToARGBFFFF
0000000188cd58ac (__TEXT,__text) external _vImageConvert_Planar8ToBGRX8888
0000000188e6b484 (__TEXT,__text) external _vImageConvert_Planar8ToBGRXFFFF
0000000188e6bed0 (__TEXT,__text) external _vImageConvert_Planar8ToXRGB8888
0000000188e6b2d4 (__TEXT,__text) external _vImageConvert_Planar8ToXRGBFFFF
0000000188cf7a08 (__TEXT,__text) external _vImageConvert_Planar8toARGB1555
0000000188e6bc40 (__TEXT,__text) external _vImageConvert_Planar8toARGB8888
0000000188cfc5c0 (__TEXT,__text) non-external (was a private external) _vImageConvert_Planar8toIndexed
0000000188fcca64 (__TEXT,__text) non-external _vImageConvert_Planar8toIndexed.cold.1
0000000188cfc5b4 (__TEXT,__text) external _vImageConvert_Planar8toIndexed1
0000000188cfcaac (__TEXT,__text) external _vImageConvert_Planar8toIndexed2
0000000188cfcab8 (__TEXT,__text) external _vImageConvert_Planar8toIndexed4
0000000188cfb540 (__TEXT,__text) external _vImageConvert_Planar8toPlanar1
0000000188e6ef6c (__TEXT,__text) external _vImageConvert_Planar8toPlanar16F
0000000188cfbae8 (__TEXT,__text) external _vImageConvert_Planar8toPlanar2
0000000188cfc054 (__TEXT,__text) external _vImageConvert_Planar8toPlanar4
0000000188e6e798 (__TEXT,__text) external _vImageConvert_Planar8toPlanarF
0000000188df7ac0 (__TEXT,__text) external _vImageConvert_Planar8toPlanarN
0000000188cf7a14 (__TEXT,__text) external _vImageConvert_Planar8toRGB565
0000000188e6da24 (__TEXT,__text) external _vImageConvert_Planar8toRGB888
0000000188e6b62c (__TEXT,__text) external _vImageConvert_PlanarFToARGB8888
0000000188e6ba88 (__TEXT,__text) external _vImageConvert_PlanarFToBGRX8888
0000000188e6c6a8 (__TEXT,__text) external _vImageConvert_PlanarFToBGRXFFFF
0000000188e6b8c4 (__TEXT,__text) external _vImageConvert_PlanarFToXRGB8888
0000000188e6c460 (__TEXT,__text) external _vImageConvert_PlanarFToXRGBFFFF
0000000188e6c1e4 (__TEXT,__text) external _vImageConvert_PlanarFtoARGBFFFF
0000000188e6f584 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar16F
0000000188cc8318 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8
0000000188cf47f0 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8_dithered
0000000188df8634 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanarN
0000000188ca1068 (__TEXT,__text) external _vImageConvert_PlanarFtoRGBFFF
0000000188df7ee0 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar16Q12
0000000188df792c (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar8
0000000188df8490 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanarF
0000000188cb0b40 (__TEXT,__text) external _vImageConvert_PlanarToChunky8
0000000188cf5f18 (__TEXT,__text) external _vImageConvert_PlanarToChunkyF
0000000188e6a634 (__TEXT,__text) external _vImageConvert_RGB16UToARGB2101010
0000000188cfa044 (__TEXT,__text) external _vImageConvert_RGB16UToARGB8888
0000000188cc2a94 (__TEXT,__text) external _vImageConvert_RGB16UtoARGB16U
0000000188cf8f80 (__TEXT,__text) external _vImageConvert_RGB16UtoBGRA16U
0000000188e6dc64 (__TEXT,__text) external _vImageConvert_RGB16UtoPlanar16U
0000000188cf51e4 (__TEXT,__text) external _vImageConvert_RGB16UtoRGB888_dithered
0000000188cbfeac (__TEXT,__text) external _vImageConvert_RGB16UtoRGBA16U
0000000188cf6780 (__TEXT,__text) external _vImageConvert_RGB565toARGB1555
0000000188cf6064 (__TEXT,__text) external _vImageConvert_RGB565toARGB8888
0000000188cf613c (__TEXT,__text) external _vImageConvert_RGB565toBGRA8888
0000000188cf7a1c (__TEXT,__text) external _vImageConvert_RGB565toPlanar8
0000000188cf61a8 (__TEXT,__text) external _vImageConvert_RGB565toRGB888
0000000188cf656c (__TEXT,__text) external _vImageConvert_RGB565toRGBA5551
0000000188cf60d0 (__TEXT,__text) external _vImageConvert_RGB565toRGBA8888
0000000188e69f84 (__TEXT,__text) external _vImageConvert_RGB888ToARGB2101010
0000000188cd2304 (__TEXT,__text) external _vImageConvert_RGB888toARGB8888
0000000188cb400c (__TEXT,__text) external _vImageConvert_RGB888toBGRA8888
0000000188cfcb58 (__TEXT,__text) external _vImageConvert_RGB888toPlanar16Q12
0000000188cb2d58 (__TEXT,__text) external _vImageConvert_RGB888toPlanar8
0000000188cf6d88 (__TEXT,__text) external _vImageConvert_RGB888toRGB565_dithered
0000000188cb4d60 (__TEXT,__text) external _vImageConvert_RGB888toRGBA8888
0000000188cfde88 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16Q12
0000000189052440 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16Q12.identityMap
0000000188cfe32c (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16U
0000000189052448 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16U.identityMap
0000000188cfdaa4 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB8888
0000000189052438 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB8888.identityMap
0000000188cf9300 (__TEXT,__text) external _vImageConvert_RGBA16UtoRGB16U
0000000188cf62dc (__TEXT,__text) external _vImageConvert_RGBA5551toRGB565
0000000188cf5ff8 (__TEXT,__text) external _vImageConvert_RGBA5551toRGBA8888
0000000188cf7678 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565
0000000188cf70c8 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565_dithered
0000000188d3924c (__TEXT,__text) external _vImageConvert_RGBA8888toRGB888
0000000188cf7a10 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551
0000000188cf6be8 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551_dithered
0000000188d39994 (__TEXT,__text) external _vImageConvert_RGBAFFFFtoRGBFFF
0000000188e6ace4 (__TEXT,__text) external _vImageConvert_RGBFFFToARGB2101010
0000000188d39de4 (__TEXT,__text) external _vImageConvert_RGBFFFtoARGBFFFF
0000000188d3a280 (__TEXT,__text) external _vImageConvert_RGBFFFtoBGRAFFFF
0000000188c9fdd8 (__TEXT,__text) external _vImageConvert_RGBFFFtoPlanarF
0000000188cf4a5c (__TEXT,__text) external _vImageConvert_RGBFFFtoRGB888_dithered
0000000188d3a0a8 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGBAFFFF
0000000188d3c100 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16F
0000000188d3b3d4 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16Q12
0000000188d3ad9c (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16U
0000000188d3a764 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB8888
0000000188d3baa8 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGBFFFF
0000000188ec087c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo420Yp10_CbCr10
0000000188ec137c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422CbYpCrYp10
0000000188ec024c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422Yp10_CbCr10
0000000188ebfc68 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444Yp10_CbCr10
0000000188ec0e24 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444YpCbCr10
0000000188e698d8 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16F
0000000189056f1c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16F.identityMap
0000000188e69248 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16Q12
0000000189056f14 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.identityMap
0000000188e68f0c (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16U
0000000189056f10 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
0000000188e68bb8 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
0000000189056f0c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
0000000188e69584 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
0000000189056f18 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
0000000188e6c9d0 (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
0000000188e6cfec (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
0000000188cc21a0 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00000001eb80a510 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00000001eb80a4a0 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00000001eb80a580 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
0000000188c99a74 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
0000000188eaff48 (__TEXT,__text) non-external _vImageConverter_CreateCGPassListWithCGColorConversionInfo
0000000188ea4fec (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00000001eb80b840 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
0000000188ea5de4 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00000001eb80b8a0 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
0000000188ea4b94 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
0000000188ea4ec4 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
0000000188cacaf0 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
0000000188c98f20 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
0000000188e9ba98 (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
0000000188e9ba7c (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
0000000188e9ba70 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
0000000188e9ba88 (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
0000000188c9d670 (__TEXT,__text) non-external _vImageConverter_Init
0000000188cb48a4 (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
0000000188e9b43c (__TEXT,__text) external _vImageConverter_Print
0000000188cad0d4 (__TEXT,__text) external _vImageConverter_Release
0000000188e9b424 (__TEXT,__text) external _vImageConverter_Retain
0000000188d3e810 (__TEXT,__text) non-external (was a private external) _vImageConvolve
0000000188d40fb8 (__TEXT,__text) external _vImageConvolveFloatKernel_ARGB8888
0000000188d3fc68 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
0000000188d415b8 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
0000000188daf5d8 (__TEXT,__text) external _vImageConvolveWithBias_ARGB16F
0000000188d408e8 (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
0000000188d41964 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
0000000188daf070 (__TEXT,__text) external _vImageConvolveWithBias_Planar16F
0000000188cadc3c (__TEXT,__text) external _vImageConvolveWithBias_Planar8
0000000188d403a4 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
0000000188daf5c0 (__TEXT,__text) external _vImageConvolve_ARGB16F
0000000188d40840 (__TEXT,__text) external _vImageConvolve_ARGB8888
0000000188d41538 (__TEXT,__text) external _vImageConvolve_ARGBFFFF
0000000188daf058 (__TEXT,__text) external _vImageConvolve_Planar16F
0000000188cadbf0 (__TEXT,__text) external _vImageConvolve_Planar8
0000000188d40390 (__TEXT,__text) external _vImageConvolve_PlanarF
0000000188cb34e0 (__TEXT,__text) external _vImageCopyBuffer
0000000188eb9704 (__TEXT,__text) external _vImageCreateCGImageFromBuffer
0000000188eb8a58 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
0000000188debd9c (__TEXT,__text) external _vImageCreateGammaFunction
0000000188eb9854 (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
0000000188eb95c4 (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
0000000188eb9848 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
0000000188eb952c (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
0000000188c9e8c8 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
0000000188c9e7bc (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
0000000188c9eaf0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
0000000188cf1a1c (__TEXT,__text) external _vImageDecodeVectorHalf
0000000188ca2fbc (__TEXT,__text) external _vImageDeepmap2Decode
0000000188ce7990 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
0000000188ce7cbc (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
0000000188ce7e3c (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
0000000188ce7e04 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
0000000188ce7c68 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
0000000188ce7054 (__TEXT,__text) external _vImageDeepmap2Encode
0000000188ce77a4 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
0000000188ca3cf0 (__TEXT,__text) external _vImageDeepmap2PixelSize
0000000188cd8aa8 (__TEXT,__text) external _vImageDeepmapDecode
0000000188cd8a98 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
0000000188cc0e18 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
0000000188cc0f78 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
0000000188cc1624 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
0000000188cd8f20 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
0000000188cd81c4 (__TEXT,__text) external _vImageDeepmapEncode
0000000188cd88e4 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
0000000188cc1e18 (__TEXT,__text) external _vImageDeepmapPixelSize
0000000188dec04c (__TEXT,__text) external _vImageDestroyGammaFunction
0000000188e31abc (__TEXT,__text) external _vImageDestroyResamplingFilter
0000000188da89f8 (__TEXT,__text) external _vImageDetectIndicatorAlgorithmComputeScaFactor_RGBAFFFF
0000000188da814c (__TEXT,__text) external _vImageDetectIndicatorAlgorithm_RGBAFFFF
0000000188d96bc8 (__TEXT,__text) non-external _vImageDiff_Planar8
0000000188de07b0 (__TEXT,__text) external _vImageDilate_ARGB8888
0000000188de1dd0 (__TEXT,__text) external _vImageDilate_ARGBFFFF
0000000188cb0e40 (__TEXT,__text) external _vImageDilate_Planar8
0000000188ddf190 (__TEXT,__text) external _vImageDilate_PlanarF
0000000188da02d4 (__TEXT,__text) external _vImageDownScale_CbCr8
0000000188d9fcb4 (__TEXT,__text) external _vImageDownScale_Planar8
0000000188cf144c (__TEXT,__text) external _vImageEncodeVectorHalf
0000000188fcc9e0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
0000000188fcca0c (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
0000000188fcca38 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
0000000188cf13d4 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
0000000188cf1414 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
0000000188cf1408 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
