00007ff91ea47cc0 (__TEXT,__text) non-external K256
00007ff91ead7fd6 (__TEXT,__text) non-external _rsa_pss_decode
00007ff91ead7075 (__TEXT,__text) non-external _rsa_pub_cmp
00007ff91ead6f40 (__TEXT,__text) non-external _rsa_pub_decode
00007ff91ead6fe4 (__TEXT,__text) non-external _rsa_pub_encode
00007ff91ead70c2 (__TEXT,__text) non-external _rsa_pub_print
00007ff91ead7221 (__TEXT,__text) non-external _rsa_sig_print
00007ff943fae478 (__DATA,__bss) non-external _rsa_table
00007ff91eaf4ea8 (__TEXT,__text) non-external _s2i_ASN1_IA5STRING
00007ff91eaf94c5 (__TEXT,__text) external _s2i_ASN1_INTEGER
00007ff91eaf8c2f (__TEXT,__text) external _s2i_ASN1_OCTET_STRING
00007ff91eaf53ca (__TEXT,__text) non-external _s2i_asn1_int
00007ff91eaf6549 (__TEXT,__text) non-external _s2i_ocsp_nocheck
00007ff91eaf8a94 (__TEXT,__text) non-external _s2i_skey_id
00007ff942d4d470 (__DATA_CONST,__const) non-external _safebag_default_tt
00007ff943fb02d0 (__DATA,__bss) non-external _savsig
00007ff91ea50e04 (__TEXT,__text) non-external _send_bio_chars
00007ff91ea50e9e (__TEXT,__text) non-external _send_fp_chars
                 (undefined) external _sendto (from libSystem)
00007ff91eaf431a (__TEXT,__text) non-external _set_dist_point_name
00007ff91eaf4508 (__TEXT,__text) non-external _set_reasons
                 (undefined) external _setsockopt (from libSystem)
00007ff91eadc301 (__TEXT,__text) non-external _setup_tbuf
00007ff91ea44a40 (__TEXT,__text) non-external (was a private external) _sha1_block_data_order
00007ff942d41d58 (__DATA_CONST,__const) non-external _sha1_md
00007ff91eaaaea0 (__TEXT,__text) non-external _sha1_update
00007ff942d41dd0 (__DATA_CONST,__const) non-external _sha224_md
00007ff91ea46a40 (__TEXT,__text) non-external (was a private external) _sha256_block_data_order
00007ff942d41e48 (__DATA_CONST,__const) non-external _sha256_md
00007ff942d41ec0 (__DATA_CONST,__const) non-external _sha384_md
00007ff91ea47dc0 (__TEXT,__text) non-external (was a private external) _sha512_block_data_order
00007ff942d41f38 (__DATA_CONST,__const) non-external _sha512_md
                 (undefined) external _shutdown (from libSystem)
00007ff91ead017c (__TEXT,__text) non-external _si_cb
00007ff91eac37fd (__TEXT,__text) non-external _sid_free
00007ff943fb05c0 (__DATA,__common) non-external (was a private external) _sig_app
00007ff91ea8db96 (__TEXT,__text) non-external _sig_cb
00007ff91eac3807 (__TEXT,__text) non-external _sig_cmp_BSEARCH_CMP_FN
00007ff91eac378e (__TEXT,__text) non-external _sig_sk_cmp
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _signal (from libSystem)
00007ff91eb2f860 (__TEXT,__const) non-external _sigoid_srt
00007ff942d4c210 (__DATA_CONST,__const) non-external _sigoid_srt_xref
00007ff943fb05c8 (__DATA,__common) non-external (was a private external) _sigx_app
00007ff91eac379e (__TEXT,__text) non-external _sigx_cmp
00007ff91eac3811 (__TEXT,__text) non-external _sigx_cmp_BSEARCH_CMP_FN
00007ff91eade50f (__TEXT,__text) external _sk_delete
00007ff91eade4e3 (__TEXT,__text) external _sk_delete_ptr
00007ff91eade304 (__TEXT,__text) external _sk_dup
00007ff91eade569 (__TEXT,__text) external _sk_find
00007ff91eade62f (__TEXT,__text) external _sk_find_ex
00007ff91eade405 (__TEXT,__text) external _sk_free
00007ff91eade437 (__TEXT,__text) external _sk_insert
00007ff91eade7ac (__TEXT,__text) external _sk_is_sorted
00007ff91eade382 (__TEXT,__text) external _sk_new
00007ff91eade42b (__TEXT,__text) external _sk_new_null
00007ff91eade712 (__TEXT,__text) external _sk_num
00007ff91eade670 (__TEXT,__text) external _sk_pop
00007ff91eade6bb (__TEXT,__text) external _sk_pop_free
00007ff91eade63e (__TEXT,__text) external _sk_push
00007ff91eade74c (__TEXT,__text) external _sk_set
00007ff91eade2ea (__TEXT,__text) external _sk_set_cmp_func
00007ff91eade656 (__TEXT,__text) external _sk_shift
00007ff91eade775 (__TEXT,__text) external _sk_sort
00007ff91eafa839 (__TEXT,__text) non-external _sk_strcmp
00007ff91ea51a7e (__TEXT,__text) non-external _sk_table_cmp
00007ff91eade64a (__TEXT,__text) external _sk_unshift
00007ff91eade726 (__TEXT,__text) external _sk_value
00007ff91eade68b (__TEXT,__text) external _sk_zero
00007ff91ea6a2fb (__TEXT,__text) non-external _slg_ctrl
00007ff91ea6a35f (__TEXT,__text) non-external _slg_free
00007ff91ea6a328 (__TEXT,__text) non-external _slg_new
00007ff91ea6a2da (__TEXT,__text) non-external _slg_puts
00007ff91ea6a22d (__TEXT,__text) non-external _slg_write
00007ff91eb15800 (__TEXT,__const) non-external _slg_write.mapping
00007ff91eb2d110 (__TEXT,__const) non-external _sn_objs
                 (undefined) external _snprintf (from libSystem)
00007ff91ea6aa1f (__TEXT,__text) non-external _sock_ctrl
00007ff91ea6aad1 (__TEXT,__text) non-external _sock_free
00007ff91ea6aab3 (__TEXT,__text) non-external _sock_new
00007ff91ea6a9f9 (__TEXT,__text) non-external _sock_puts
00007ff91ea6a974 (__TEXT,__text) non-external _sock_read
00007ff91ea6a8f7 (__TEXT,__text) non-external _sock_write
                 (undefined) external _socket (from libSystem)
00007ff91eb19d60 (__TEXT,__const) non-external _sqrtm1
                 (undefined) external _sscanf (from libSystem)
00007ff91ea45b10 (__TEXT,__text) non-external _ssse3_shortcut
00007ff91ea51ab8 (__TEXT,__text) non-external _st_free
00007ff943fae2d0 (__DATA,__bss) non-external _stable
00007ff943fad710 (__DATA,__data) non-external _standard_exts
00007ff943fa88b0 (__DATA,__data) non-external _standard_methods
00007ff943fab7a0 (__DATA,__data) non-external _standard_methods
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff943fae480 (__DATA,__bss) non-external _store_table
00007ff91ea7e9d2 (__TEXT,__text) non-external _str_copy
00007ff91eaed712 (__TEXT,__text) non-external _str_free
00007ff91eafa06b (__TEXT,__text) non-external _str_free
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ff942d41fb0 (__DATA_CONST,__const) non-external _streebog256_md
00007ff942d42028 (__DATA_CONST,__const) non-external _streebog512_md
00007ff91eab1145 (__TEXT,__text) non-external _streebog_final256
00007ff91eab1175 (__TEXT,__text) non-external _streebog_final512
00007ff91eab1129 (__TEXT,__text) non-external _streebog_init256
00007ff91eab1159 (__TEXT,__text) non-external _streebog_init512
00007ff91eabae07 (__TEXT,__text) non-external _streebog_single_block
00007ff91eab1137 (__TEXT,__text) non-external _streebog_update256
00007ff91eab1167 (__TEXT,__text) non-external _streebog_update512
                 (undefined) external _strerror (from libSystem)
00007ff91eaf9b93 (__TEXT,__text) external _string_to_hex
00007ff91ea56c9d (__TEXT,__text) non-external _strip_ends
00007ff91eaf9a2f (__TEXT,__text) non-external _strip_spaces
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
00007ff943fae358 (__DATA,__bss) non-external _supported_modules
00007ff91eaf8d5c (__TEXT,__text) non-external _sxnet_i2r
00007ff91eaf8cc2 (__TEXT,__text) non-external _sxnet_v2i
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ff91ea51aca (__TEXT,__text) non-external _table_cmp_BSEARCH_CMP_FN
00007ff943fae428 (__DATA,__bss) non-external _table_flags
00007ff91ea8225c (__TEXT,__text) non-external _table_select
00007ff91eb14630 (__TEXT,__const) non-external _tag2bit
00007ff91eb14210 (__TEXT,__const) non-external _tag2nbyte
00007ff91eb142b0 (__TEXT,__const) non-external _tbl_standard
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00007ff943fad3e0 (__DATA,__data) non-external _tea_enabled
00007ff943faac00 (__DATA,__data) non-external _test_cipher_nids
00007ff943faac08 (__DATA,__data) non-external _test_digest_nids
00007ff942d3ede0 (__DATA_CONST,__const) non-external _test_r4_40_cipher
00007ff942d3ed88 (__DATA_CONST,__const) non-external _test_r4_cipher
00007ff91eaa25a0 (__TEXT,__text) non-external _test_rc4_cipher
00007ff91eaa2528 (__TEXT,__text) non-external _test_rc4_init_key
00007ff91eaa25dd (__TEXT,__text) non-external _test_sha1_final
00007ff91eaa25c1 (__TEXT,__text) non-external _test_sha1_init
00007ff91eaa25cf (__TEXT,__text) non-external _test_sha1_update
00007ff942d3ee38 (__DATA_CONST,__const) non-external _test_sha_md
00007ff943fae2a8 (__DATA,__bss) non-external _threadid_callback
                 (undefined) external _time (from libSystem)
                 (undefined) external _timegm (from libSystem)
00007ff91eafb226 (__TEXT,__text) external _timingsafe_memcmp
00007ff91eae9aa4 (__TEXT,__text) non-external _tr_cmp
00007ff91eab3c7a (__TEXT,__text) non-external _trans_cb
00007ff91eabb31d (__TEXT,__text) non-external _transform
00007ff91eabac7a (__TEXT,__text) non-external _transform_3
00007ff91ea4f2c8 (__TEXT,__text) non-external _traverse_string
00007ff91eaf0720 (__TEXT,__text) non-external _tree_add_auth_node
00007ff91eaf0694 (__TEXT,__text) non-external _tree_add_unmatched
00007ff91eaefa31 (__TEXT,__text) non-external (was a private external) _tree_find_sk
00007ff943fad2a0 (__DATA,__data) non-external _trstandard
00007ff943fb0510 (__DATA,__bss) non-external _trtable
00007ff91eae9afd (__TEXT,__text) non-external _trtable_free
00007ff91eae9ba8 (__TEXT,__text) non-external _trust_1oid
00007ff91eae9b4f (__TEXT,__text) non-external _trust_1oidany
00007ff91eae97ae (__TEXT,__text) non-external _trust_compat
00007ff91eaded6d (__TEXT,__text) non-external _ts_resp_cb
00007ff943fb0268 (__DATA,__bss) non-external _tty_in
00007ff943fb0278 (__DATA,__bss) non-external _tty_orig
00007ff943fb0270 (__DATA,__bss) non-external _tty_out
00007ff91ea4f41f (__TEXT,__text) non-external _type_str
00007ff943facf70 (__DATA,__data) non-external _ui_openssl
00007ff91eaf78ec (__TEXT,__text) non-external _unknown_ext_print
00007ff91eab2808 (__TEXT,__text) non-external _unsup_alg
00007ff91eab093d (__TEXT,__text) non-external _update
00007ff91eab097a (__TEXT,__text) non-external _update
00007ff91eab09b7 (__TEXT,__text) non-external _update
00007ff91eab0aaa (__TEXT,__text) non-external _update
00007ff91eab0ae7 (__TEXT,__text) non-external _update
00007ff91eab0bf0 (__TEXT,__text) non-external _update
00007ff91eab0c21 (__TEXT,__text) non-external _update
00007ff91eab0c92 (__TEXT,__text) non-external _update
00007ff91eab11a4 (__TEXT,__text) non-external _update
00007ff91eab0cc2 (__TEXT,__text) non-external _update256
00007ff91eab0d00 (__TEXT,__text) non-external _update512
00007ff91ea51c05 (__TEXT,__text) non-external (was a private external) _utctime_string_from_tm
00007ff91eaf1dd9 (__TEXT,__text) external _v2i_ASN1_BIT_STRING
00007ff91eaf50bb (__TEXT,__text) non-external _v2i_AUTHORITY_INFO_ACCESS
00007ff91eaf0837 (__TEXT,__text) non-external _v2i_AUTHORITY_KEYID
00007ff91eaf1be8 (__TEXT,__text) non-external _v2i_BASIC_CONSTRAINTS
00007ff91eaf49ee (__TEXT,__text) non-external _v2i_EXTENDED_KEY_USAGE
00007ff91eaf14ca (__TEXT,__text) external _v2i_GENERAL_NAME
00007ff91eaf13fc (__TEXT,__text) external _v2i_GENERAL_NAMES
00007ff91eaf14e2 (__TEXT,__text) external _v2i_GENERAL_NAME_ex
00007ff91eaf5970 (__TEXT,__text) non-external _v2i_NAME_CONSTRAINTS
00007ff91eaf70ac (__TEXT,__text) non-external _v2i_POLICY_CONSTRAINTS
00007ff91eaf73dc (__TEXT,__text) non-external _v2i_POLICY_MAPPINGS
00007ff91eaf3aca (__TEXT,__text) non-external _v2i_crld
00007ff91eaf3f7c (__TEXT,__text) non-external _v2i_idp
00007ff91eaf0db7 (__TEXT,__text) non-external _v2i_issuer_alt
00007ff91eaf0c56 (__TEXT,__text) non-external _v2i_subject_alt
00007ff942d4ef90 (__DATA_CONST,__const) non-external (was a private external) _v3_akey_id
00007ff942d4f0b0 (__DATA_CONST,__const) non-external (was a private external) _v3_alt
00007ff942d4f228 (__DATA_CONST,__const) non-external (was a private external) _v3_bcons
00007ff91eaf205d (__TEXT,__text) non-external _v3_check_critical
00007ff91eaf20e5 (__TEXT,__text) non-external _v3_check_generic
00007ff942d4f3e8 (__DATA_CONST,__const) non-external (was a private external) _v3_cpols
00007ff942d50a78 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_hold
00007ff942d50a10 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_invdate
00007ff942d50660 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_num
00007ff942d4fca0 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_reason
00007ff942d4f7b8 (__DATA_CONST,__const) non-external (was a private external) _v3_crld
00007ff942d506c8 (__DATA_CONST,__const) non-external (was a private external) _v3_delta_crl
00007ff942d4fd40 (__DATA_CONST,__const) non-external (was a private external) _v3_ext_ku
00007ff942d4f820 (__DATA_CONST,__const) non-external (was a private external) _v3_freshest_crl
00007ff91eaf21ad (__TEXT,__text) non-external _v3_generic_extension
00007ff942d4fb48 (__DATA_CONST,__const) non-external (was a private external) _v3_idp
00007ff942d504d8 (__DATA_CONST,__const) non-external (was a private external) _v3_info
00007ff942d50730 (__DATA_CONST,__const) non-external (was a private external) _v3_inhibit_anyp
00007ff942d4f348 (__DATA_CONST,__const) non-external (was a private external) _v3_key_usage
00007ff942d507d8 (__DATA_CONST,__const) non-external (was a private external) _v3_name_constraints
00007ff942d50160 (__DATA_CONST,__const) non-external (was a private external) _v3_ns_ia5_list
00007ff942d4f2e0 (__DATA_CONST,__const) non-external (was a private external) _v3_nscert
00007ff942d4fda8 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_accresp
00007ff942d509a8 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_acutoff
00007ff942d50940 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_crlid
00007ff942d50b48 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_nocheck
00007ff942d50ae0 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_nonce
00007ff942d50bb0 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_serviceloc
00007ff942d50c18 (__DATA_CONST,__const) non-external (was a private external) _v3_pci
00007ff942d50ec8 (__DATA_CONST,__const) non-external (was a private external) _v3_pkey_usage_period
00007ff942d50dd8 (__DATA_CONST,__const) non-external (was a private external) _v3_policy_constraints
00007ff942d50fb8 (__DATA_CONST,__const) non-external (was a private external) _v3_policy_mappings
00007ff942d50540 (__DATA_CONST,__const) non-external (was a private external) _v3_sinfo
00007ff942d510d0 (__DATA_CONST,__const) non-external (was a private external) _v3_skey_id
00007ff942d51178 (__DATA_CONST,__const) non-external (was a private external) _v3_sxnet
00007ff91ea7de10 (__TEXT,__text) non-external _value_free_hash_LHASH_DOALL_ARG
00007ff91ea7de2c (__TEXT,__text) non-external _value_free_stack_LHASH_DOALL
                 (undefined) external _vasprintf (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff91ea37a20 (__TEXT,__text) non-external (was a private external) _vpaes_cbc_encrypt
00007ff91ea37b00 (__TEXT,__text) non-external _vpaes_consts
00007ff91ea37a00 (__TEXT,__text) non-external (was a private external) _vpaes_decrypt
00007ff91ea37460 (__TEXT,__text) non-external _vpaes_decrypt_core
00007ff91ea379e0 (__TEXT,__text) non-external (was a private external) _vpaes_encrypt
00007ff91ea37300 (__TEXT,__text) non-external _vpaes_encrypt_core
00007ff91ea37aa0 (__TEXT,__text) non-external _vpaes_preheat
00007ff91ea37760 (__TEXT,__text) non-external _vpaes_schedule_192_smear
00007ff91ea37600 (__TEXT,__text) non-external _vpaes_schedule_core
00007ff91ea377a1 (__TEXT,__text) non-external _vpaes_schedule_low_round
00007ff91ea37870 (__TEXT,__text) non-external _vpaes_schedule_mangle
00007ff91ea37780 (__TEXT,__text) non-external _vpaes_schedule_round
00007ff91ea37840 (__TEXT,__text) non-external _vpaes_schedule_transform
00007ff91ea379a0 (__TEXT,__text) non-external (was a private external) _vpaes_set_decrypt_key
00007ff91ea37970 (__TEXT,__text) non-external (was a private external) _vpaes_set_encrypt_key
                 (undefined) external _vsnprintf (from libSystem)
00007ff91eb22010 (__TEXT,__const) non-external _weak_keys
00007ff91ea49300 (__TEXT,__text) non-external (was a private external) _whirlpool_block
00007ff942d420a0 (__DATA_CONST,__const) non-external _whirlpool_md
00007ff91ea77b4f (__TEXT,__text) non-external _witness
                 (undefined) external _write (from libSystem)
00007ff91ea6508c (__TEXT,__text) non-external _write_bio
00007ff91ea6503f (__TEXT,__text) non-external _write_fp
00007ff91eaccb4b (__TEXT,__text) non-external _write_lebn
00007ff91eae4b58 (__TEXT,__text) non-external _write_string
00007ff91ea819e6 (__TEXT,__text) non-external (was a private external) _x25519_ge_add
00007ff91ea80dbf (__TEXT,__text) non-external (was a private external) _x25519_ge_frombytes_vartime
00007ff91ea81934 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p2
00007ff91ea81980 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p3
00007ff91ea818d8 (__TEXT,__text) non-external (was a private external) _x25519_ge_p3_to_cached
00007ff91ea82aa6 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult
00007ff91ea82095 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_base
00007ff91ea81c67 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_small_precomp
00007ff91ea81b2b (__TEXT,__text) non-external (was a private external) _x25519_ge_sub
00007ff91ea80050 (__TEXT,__text) non-external (was a private external) _x25519_ge_tobytes
00007ff91ea83e5b (__TEXT,__text) non-external (was a private external) _x25519_public_from_private
00007ff91eb19dc0 (__TEXT,__const) non-external _x25519_public_from_private.kMongomeryBasePoint
00007ff91ea82e7a (__TEXT,__text) non-external (was a private external) _x25519_sc_reduce
00007ff91ea80046 (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult
