00007ffb43da9d98 (__DATA,__data) non-external _.compoundliteral
00007ffb0b9ac1e4 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffb0b9ac96a (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffb0b9abf28 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffb0b92bcb9 (__TEXT,__text) non-external _poolAlloc
00007ffb4337c4c0 (__DATA_DIRTY,__bss) non-external _poolAllocators
00007ffb0b92bd35 (__TEXT,__text) non-external _poolFree
00007ffb0b92bd2d (__TEXT,__text) non-external _poolRealloc
00007ffb0b9ffcf0 (__TEXT,__const) non-external _pow_10.down
00007ffb0b9ffbf0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffb4183e1c0 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffb0b93129a (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffb0b96c789 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffb0b97aad0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffb0b974b56 (__TEXT,__text) non-external _qualifierContextToString
00007ffb0b9735c2 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffb0b9746b4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffb0b9870b0 (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffb0b92bead (__TEXT,__text) non-external _readTOC
00007ffb0b99c36c (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00007ffb0b9d92eb (__TEXT,__text) non-external _regEqualsFunction
00007ffb0b9d92e3 (__TEXT,__text) non-external _regHashFunction
00007ffb0b98bff9 (__TEXT,__text) non-external _reget_token
00007ffb0b96de25 (__TEXT,__text) non-external _remap
00007ffb0ba02ab0 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffb0b9cf28b (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffb0b972899 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffb0b98bef9 (__TEXT,__text) non-external _scan_token
00007ffb0b9a6089 (__TEXT,__text) non-external _serializeASTFields
00007ffb0b9a0d7a (__TEXT,__text) non-external _serializeAssignFields
00007ffb0b9a38b8 (__TEXT,__text) non-external _serializeBlockFields
00007ffb0b9a6eb0 (__TEXT,__text) non-external _serializeCallFields
00007ffb0b9a3cb4 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffb0b9a0e90 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffb0b9a0afe (__TEXT,__text) non-external _serializeConstantFields
00007ffb0b9a3d6d (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffb0b9a0c08 (__TEXT,__text) non-external _serializeEqualFields
00007ffb0b9a0b51 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffb0b9a2188 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffb0b9a0b7a (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffb0b9a12c8 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffb0b9a3460 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffb0b9a4fd0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffb0b9a21da (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffb0b9a26d0 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffb0b9a4c48 (__TEXT,__text) non-external _serializeLValueFields
00007ffb0b9a3489 (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffb0b9a2a34 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffb0b9a236c (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffb0b9a0bdf (__TEXT,__text) non-external _serializeMethodCallFields
00007ffb0b9a0cc1 (__TEXT,__text) non-external _serializeNotEqualFields
00007ffb0b9a4215 (__TEXT,__text) non-external _serializeOffsetFields
00007ffb0b9fefa3 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffb0b9a4ff9 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffb0b9a128c (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffb0b9a1e24 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffb0b9a1a98 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffb0b9a1ac1 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffb0b9a30fc (__TEXT,__text) non-external _serializeQualifierListFields
00007ffb0b9a41b0 (__TEXT,__text) non-external _serializeRawCallFields
00007ffb0b9a0e3e (__TEXT,__text) non-external _serializeReadInputFields
00007ffb0b9a3e26 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffb0b9a21b1 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffb0b9a7214 (__TEXT,__text) non-external _serializeStructureFields
00007ffb0b9a0bb6 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffb0b9a41ec (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffb0b9a2d98 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffb0b9a6060 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffb0b9a3e4f (__TEXT,__text) non-external _serializeTopLevelFields
00007ffb0b9a0324 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffb0b9a0ad5 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffb0b9a1650 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffb0b9a1736 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffb0b9a0aac (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffb0b9a0e67 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffb0b99d268 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffb0b99fc58 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffb0b99b15a (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffb0b99f3bc (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffb0b99b124 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffb0b99da74 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffb0b97b7bc (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffb0b9a7578 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffb0b998830 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffb0b99e49c (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffb0b97b2c0 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffb0b9312d8 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffb0b98aa81 (__TEXT,__text) non-external _simple_str_getch
00007ffb0b98ab50 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffb0b92b9ce (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffb0b92b9a9 (__TEXT,__text) non-external _std140MatrixStride
00007ffb0b92b9e7 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffb0b92babc (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffb0b92b9f2 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffb0b92b9df (__TEXT,__text) non-external _std140SizeToBytes
00007ffb0b92b91c (__TEXT,__text) non-external _std140TypeAlign
00007ffb0b92b848 (__TEXT,__text) non-external _std140TypeSize
00007ffb0b98a700 (__TEXT,__text) non-external _str_getch
00007ffb0b98a7e8 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffb0b98acbf (__TEXT,__text) non-external _token_pasted_str_getch
00007ffb0b98ac3a (__TEXT,__text) non-external _token_pasted_str_scan
00007ffb0b98ad43 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffb4183b770 (__DATA_CONST,__const) non-external _tokens
00007ffb0b97e342 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffb0b96caeb (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffb0b97dc6f (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffb0b9b05d5 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffb0b97d54b (__TEXT,__text) non-external _typeFromGLPBinding
00007ffb0b97e840 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffb0b97e416 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffb0b958bc8 (__TEXT,__text) non-external _uniqueComponentCount
00007ffb0b98b421 (__TEXT,__text) non-external _unlinkScope
00007ffb4183ba90 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffb4183ae10 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffb0b9a8cf8 (__TEXT,__text) non-external _writeASTNode
00007ffb0b9a9df0 (__TEXT,__text) non-external _writeAdd
00007ffb0b9a98c5 (__TEXT,__text) non-external _writeArrayAccess
00007ffb0b9aa990 (__TEXT,__text) non-external _writeArrayType
00007ffb0b9aa1db (__TEXT,__text) non-external _writeAssign
00007ffb0b9ab2d9 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffb0b9aa0ef (__TEXT,__text) non-external _writeBitwiseAnd
00007ffb0b9a9d04 (__TEXT,__text) non-external _writeBitwiseNot
00007ffb0b9aa12a (__TEXT,__text) non-external _writeBitwiseOr
00007ffb0b9aa165 (__TEXT,__text) non-external _writeBitwiseXor
00007ffb0b9aafff (__TEXT,__text) non-external _writeBlock
00007ffb0b9ab1b2 (__TEXT,__text) non-external _writeBreakStatement
00007ffb0b9ab13c (__TEXT,__text) non-external _writeCaseStatement
00007ffb0b9aa2c7 (__TEXT,__text) non-external _writeCommaExpr
00007ffb0b9a983c (__TEXT,__text) non-external _writeConstant
00007ffb0b9a9b2c (__TEXT,__text) non-external _writeConstructorCall
00007ffb0b9ab1ed (__TEXT,__text) non-external _writeContinueStatement
00007ffb0b9ab177 (__TEXT,__text) non-external _writeDefaultStatement
00007ffb0b9ab228 (__TEXT,__text) non-external _writeDiscardStatement
00007ffb0b9a9d7a (__TEXT,__text) non-external _writeDivide
00007ffb0b9a9fc8 (__TEXT,__text) non-external _writeEqual
00007ffb0b9aafc4 (__TEXT,__text) non-external _writeExpressionStatement
00007ffb0b9a9900 (__TEXT,__text) non-external _writeFieldAccess
00007ffb0b9aa9cb (__TEXT,__text) non-external _writeFieldDeclaration
00007ffb0b9a99cd (__TEXT,__text) non-external _writeFunctionCall
00007ffb0b9aa88f (__TEXT,__text) non-external _writeFunctionDefinition
00007ffb0b9aa3b6 (__TEXT,__text) non-external _writeFunctionPrototype
00007ffb0b9aae1d (__TEXT,__text) non-external _writeGlobalTypeQualifier
00007ffb0b9a9f52 (__TEXT,__text) non-external _writeGreater
00007ffb0b9a9f8d (__TEXT,__text) non-external _writeGreaterEqual
00007ffb0b9ab642 (__TEXT,__text) non-external _writeIBPartialDeref
00007ffb0b9aa1a0 (__TEXT,__text) non-external _writeIfExpr
00007ffb0b9ab08b (__TEXT,__text) non-external _writeIfStatement
00007ffb0b9aaaef (__TEXT,__text) non-external _writeInterfaceBlock
00007ffb0b9aacea (__TEXT,__text) non-external _writeKeywordQualifier
00007ffb0b9ab553 (__TEXT,__text) non-external _writeLValue
00007ffb0b9ab942 (__TEXT,__text) non-external _writeLayoutObject
00007ffb0b9aaebf (__TEXT,__text) non-external _writeLayoutPair
00007ffb0b9aad6c (__TEXT,__text) non-external _writeLayoutQualifier
00007ffb0b9aacaf (__TEXT,__text) non-external _writeLayoutType
00007ffb0b9a9edc (__TEXT,__text) non-external _writeLess
00007ffb0b9a9f17 (__TEXT,__text) non-external _writeLessEqual
00007ffb0b9aa03e (__TEXT,__text) non-external _writeLogicalAnd
00007ffb0b9a9cc9 (__TEXT,__text) non-external _writeLogicalNot
00007ffb0b9aa079 (__TEXT,__text) non-external _writeLogicalOr
00007ffb0b9aa0b4 (__TEXT,__text) non-external _writeLogicalXor
00007ffb0b9ab0c6 (__TEXT,__text) non-external _writeLoopStatement
00007ffb0b9a9a9a (__TEXT,__text) non-external _writeMethodCall
00007ffb0b9a9db5 (__TEXT,__text) non-external _writeModulo
00007ffb0b9a9d3f (__TEXT,__text) non-external _writeMultiply
00007ffb0b9a9c8e (__TEXT,__text) non-external _writeNegate
00007ffb0b9aa003 (__TEXT,__text) non-external _writeNotEqual
00007ffb0b9ab42c (__TEXT,__text) non-external _writeOffset
00007ffb0b9aa216 (__TEXT,__text) non-external _writeOpAssign
00007ffb0b9ab67d (__TEXT,__text) non-external _writePPStreamOp
00007ffb0b9aa302 (__TEXT,__text) non-external _writeParameterDeclaration
00007ffb0b9a9ba2 (__TEXT,__text) non-external _writePostdecrement
00007ffb0b9a9b67 (__TEXT,__text) non-external _writePostincrement
00007ffb0b9aa7de (__TEXT,__text) non-external _writePrecisionDeclaration
00007ffb0b9a9c18 (__TEXT,__text) non-external _writePredecrement
00007ffb0b9a9bdd (__TEXT,__text) non-external _writePreincrement
00007ffb0b9aa905 (__TEXT,__text) non-external _writePrimitiveType
00007ffb0b9aa819 (__TEXT,__text) non-external _writeQualifiedDeclaration
00007ffb0b9aa854 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00007ffb0b9aa8ca (__TEXT,__text) non-external _writeQualifiedType
00007ffb0b9aade2 (__TEXT,__text) non-external _writeQualifierList
00007ffb0b9ab607 (__TEXT,__text) non-external _writeRValue
00007ffb0b9ab314 (__TEXT,__text) non-external _writeRawCall
00007ffb0b9aa251 (__TEXT,__text) non-external _writeReadInput
00007ffb0b9ab263 (__TEXT,__text) non-external _writeReturnStatement
00007ffb0b9ab8e8 (__TEXT,__text) non-external _writeSAInfo
00007ffb0b9a9e66 (__TEXT,__text) non-external _writeShiftLeft
00007ffb0b9a9ea1 (__TEXT,__text) non-external _writeShiftRight
00007ffb0b9aaa5d (__TEXT,__text) non-external _writeStructType
00007ffb0b9a9a5f (__TEXT,__text) non-external _writeSubroutineArrayCall
00007ffb0b9ab39e (__TEXT,__text) non-external _writeSubroutineRawCall
00007ffb0b9aada7 (__TEXT,__text) non-external _writeSubroutineTypeList
00007ffb0b9ab85a (__TEXT,__text) non-external _writeSubroutineUniform
00007ffb0b9a9e2b (__TEXT,__text) non-external _writeSubtract
00007ffb0b9ab101 (__TEXT,__text) non-external _writeSwitchStatement
00007ffb0b9ab29e (__TEXT,__text) non-external _writeTopLevel
00007ffb0b9a966c (__TEXT,__text) non-external _writeTypeConversion
00007ffb0b9a97aa (__TEXT,__text) non-external _writeTypeIdentifier
00007ffb0b9a9c53 (__TEXT,__text) non-external _writeUnaryPlus
00007ffb0b9a9992 (__TEXT,__text) non-external _writeUndeterminedCall
00007ffb0b9aa5a8 (__TEXT,__text) non-external _writeVariableDeclaration
00007ffb0b9aa7a3 (__TEXT,__text) non-external _writeVariableDeclarationGroup
00007ffb0b9a9718 (__TEXT,__text) non-external _writeVariableIdentifier
00007ffb0b9aa28c (__TEXT,__text) non-external _writeWriteOutput
00007ffb0b9d466c (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
