00007ffc425a9560 (__DATA_DIRTY,__common) external _AfterColour
00007ffc0ae69dce (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17getSectionRawNameENS0_11DataRefImplE
00007ffc0b8eee28 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17isSectionStrippedENS0_11DataRefImplE
00007ffc0b8eeea6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17section_rel_beginENS0_11DataRefImplE
00007ffc0ae6d6ae (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17section_rel_beginEj
00007ffc0ae78840 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18AIRDescriptorTableERNS_5ErrorE
00007ffc0ae763d8 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getAIRMetalLibNoteEv
00007ffc0ae76dce (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getAIRPipelineNoteEv
00007ffc0ae7a3de (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getDylinkerCommandERKNS1_15LoadCommandInfoE
00007ffc0ae7a1f6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getNoteLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae7a648 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getRoutinesCommandERKNS1_15LoadCommandInfoE
00007ffc0ae69e54 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getSectionContentsENS0_11DataRefImplE
00007ffc0ae69e32 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getSectionContentsEjy
00007ffc0ae6a282 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getSegmentContentsENS_9StringRefE
00007ffc0b8ee628 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getStringTableDataEv
00007ffc0b8ee840 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getSymbolAlignmentENS0_11DataRefImplE
00007ffc0ae69d74 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getSymbolSectionIDENS0_9SymbolRefE
00007ffc0b8ee806 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18getSymbolValueImplENS0_11DataRefImplE
00007ffc0b8eefa6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile18moveRelocationNextERNS0_11DataRefImplE
00007ffc0ae78f78 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19AIRObjectIndexTableERNS_5ErrorE
00007ffc0ae79f0c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19begin_load_commandsEv
00007ffc0ae7a2e8 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getBuildToolVersionEj
00007ffc0ae6acc0 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getLibraryShortNameERNS_9StringRefE
00007ffc0b8ef398 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getRelocationLengthENS0_11DataRefImplE
00007ffc0b8eefb0 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getRelocationOffsetENS0_11DataRefImplE
00007ffc0b8ef11a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getRelocationSymbolENS0_11DataRefImplE
00007ffc0b8eed4c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getSectionAlignmentENS0_11DataRefImplE
00007ffc0ae7a63a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getSubClientCommandERKNS1_15LoadCommandInfoE
00007ffc0b8ee494 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19getSymbolTableEntryENS0_11DataRefImplE
00007ffc0b8ef706 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19isRelocatableObjectEv
00007ffc0b8eedda (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19isSectionCompressedENS0_11DataRefImplE
00007ffc0b8ef71c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile19mapDebugSectionNameENS_9StringRefE
00007ffc0ae767d6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile20getAIRDescriptorNoteEv
00007ffc0ae6a740 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile20getAnyRelocationTypeERKNS_5MachO19any_relocation_infoE
00007ffc0ae7a560 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile20getEntryPointCommandERKNS1_15LoadCommandInfoE
00007ffc0b8ef1f6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile20getRelocationSectionENS0_11DataRefImplE
00007ffc0ae7a6da (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile20getRoutinesCommand64ERKNS1_15LoadCommandInfoE
00007ffc0ae7a62c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile20getSubLibraryCommandERKNS1_15LoadCommandInfoE
00007ffc0ae69c2e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile20getSymtabLoadCommandEv
00007ffc0ae76bdc (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getAIRObjectIndexNoteEv
00007ffc0ae771cc (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getAIRStringTableNoteEv
00007ffc0ae79f58 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getAnyRelocationPCRelERKNS_5MachO19any_relocation_infoE
00007ffc0ae6ae0e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getDylibIDLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6b0c4 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getLibraryNameByIndexEjRNS_9StringRefE
00007ffc0b8ef274 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEE
00007ffc0ae6f22e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getSegmentLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae7a61e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getSubUmbrellaCommandERKNS1_15LoadCommandInfoE
00007ffc0b8ee41c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21getSymbol64TableEntryENS0_11DataRefImplE
00007ffc0ae6a65e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile21isRelocationScatteredERKNS_5MachO19any_relocation_infoE
00007ffc0ae7611e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22containsAIRBuildTablesEv
00007ffc0ae6a78e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22getAnyRelocationLengthERKNS_5MachO19any_relocation_infoE
00007ffc0ae7a97c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22getChainedFixupsHeaderEv
00007ffc0ae74dac (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22getDyldInfoBindOpcodesEv
00007ffc0ae6f064 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22getDyldInfoExportsTrieEv
00007ffc0ae7a34a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22getDyldInfoLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0b8eef4e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22getDysymtabLoadCommandEv
00007ffc0ae7a610 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile22getSubFrameworkCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6a63c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile23getAnyRelocationAddressERKNS_5MachO19any_relocation_infoE
00007ffc0ae6a6ca (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile23getAnyRelocationSectionERKNS_5MachO19any_relocation_infoE
00007ffc0b8ee8b8 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile23getCommonSymbolSizeImplENS0_11DataRefImplE
00007ffc0ae7a89a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile23getDataInCodeTableEntryEjj
00007ffc0ae6f2ca (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile23getSegment64LoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae7a500 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile23getSourceVersionCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6d708 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile24getDataInCodeLoadCommandEv
00007ffc0ae74d2a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile24getDyldInfoRebaseOpcodesEv
00007ffc0ae7a5d8 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile24getEncryptionInfoCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6d6a0 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile24getVersionMinLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6f85a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile25getDyldSectionChainStartsEv
00007ffc0ae6d684 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getBuildVersionLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6fcb0 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getDyldChainedFixupTargetsEv
00007ffc0ae7598c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getDyldInfoLazyBindOpcodesEv
00007ffc0ae75a64 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getDyldInfoWeakBindOpcodesEv
00007ffc0ae7a5f4 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getEncryptionInfoCommand64ERKNS1_15LoadCommandInfoE
00007ffc0ae6ae2a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getLibraryShortNameByIndexEjRNS_9StringRefE
00007ffc0ae7a8b6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getLinkOptHintsLoadCommandEv
00007ffc0ae7a18a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getLinkeditDataLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae7a198 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getLinkerOptionLoadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6a69e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getPlainRelocationExternalERKNS_5MachO19any_relocation_infoE
00007ffc0ae79f4a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getScatteredRelocationTypeERKNS_5MachO19any_relocation_infoE
00007ffc0ae6a554 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile26getSectionFinalSegmentNameENS0_11DataRefImplE
00007ffc0ae7a87c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile27getIndirectSymbolTableEntryERKNS_5MachO16dysymtab_commandEj
00007ffc0ae6a676 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile27getPlainRelocationSymbolNumERKNS_5MachO19any_relocation_infoE
00007ffc0ae79f40 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile27getScatteredRelocationValueERKNS_5MachO19any_relocation_infoE
00007ffc0ae7042a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile29getDyldChainedFixupsInSegmentEv
00007ffc0ae6b200 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile29getRelocationRelocatedSectionENS0_16content_iteratorINS0_13RelocationRefEEE
00007ffc0ae79f1a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile29getSectionRawFinalSegmentNameENS0_11DataRefImplE
00007ffc0ae79f34 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile31getScatteredRelocationScatteredERKNS_5MachO19any_relocation_infoE
00007ffc0ae7daf6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile35mapReflectionSectionNameToEnumValueENS_9StringRefE
00007ffc0ae6f026 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile7exportsERNS_5ErrorE
00007ffc0b8ef6e0 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile7getArchEv
00007ffc0ae7a802 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile7getDiceENS0_11DataRefImplE
00007ffc0ae7b666 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile7getUuidEv
00007ffc0ae67054 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile7is64BitEv
00007ffc0ae6d72c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile9end_dicesEv
00007ffc0ae67066 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile9getHeaderEv
00007ffc0b8ee700 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile9getNValueENS0_11DataRefImplE
00007ffc0aea2bd8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile10getRawDataEPKcyNS_9StringRefE
00007ffc0aea2762 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile10sections32Ev
00007ffc0aea2748 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile10sections64Ev
00007ffc0b901bb4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile10symbol_endEv
00007ffc0b901c7c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11getFeaturesEv
00007ffc0aea1d8a (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFObjectFile11relocationsINS0_20XCOFFSectionHeader32ENS0_17XCOFFRelocation32EEENS_8ExpectedINS_8ArrayRefIT0_EEEERKT_
00007ffc0aea1ace (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFObjectFile11relocationsINS0_20XCOFFSectionHeader64ENS0_17XCOFFRelocation64EEENS_8ExpectedINS_8ArrayRefIT0_EEEERKT_
00007ffc0b901bf6 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11section_endEv
00007ffc0aea20de (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11toSection32ENS0_11DataRefImplE
00007ffc0aea20e8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11toSection64ENS0_11DataRefImplE
00007ffc0aea20f2 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11toSymbolRefENS0_11DataRefImplE
00007ffc0aea211c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12fileHeader32Ev
00007ffc0aea2126 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12fileHeader64Ev
00007ffc0aea216e (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12getCFileNameEPKNS0_15XCOFFFileAuxEntE
00007ffc0aea2fb0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12getTimeStampEv
00007ffc0b90189a (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12isSectionBSSENS0_11DataRefImplE
00007ffc0b901ba6 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12symbol_beginEv
00007ffc0b900d8e (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13getSymbolNameENS0_11DataRefImplE
00007ffc0aea30d2 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13getSymbolSizeENS0_11DataRefImplE
00007ffc0b9012ce (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13getSymbolTypeENS0_11DataRefImplE
00007ffc0b901878 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13isSectionDataENS0_11DataRefImplE
00007ffc0b90185a (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13isSectionTextENS0_11DataRefImplE
00007ffc0b901be8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13section_beginEv
00007ffc0b901796 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSectionNameENS0_11DataRefImplE
00007ffc0b901832 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSectionSizeENS0_11DataRefImplE
00007ffc0aea2158 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getStringTableEv
00007ffc0b901a48 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSymbolFlagsENS0_11DataRefImplE
00007ffc0aea30b0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSymbolIndexEm
00007ffc0b9018bc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14isDebugSectionENS0_11DataRefImplE
00007ffc0b900c04 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14moveSymbolNextERNS0_11DataRefImplE
00007ffc0b9015dc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getSectionByNumEs
00007ffc0aea277c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getSectionFlagsENS0_11DataRefImplE
00007ffc0b9017fc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getSectionIndexENS0_11DataRefImplE
00007ffc0b901cb0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getStartAddressEv
00007ffc0b901776 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15moveSectionNextERNS0_11DataRefImplE
00007ffc0aea285e (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15section_rel_endENS0_11DataRefImplE
00007ffc0b900e68 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16getSymbolAddressENS0_11DataRefImplE
00007ffc0aea2050 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16getSymbolAuxTypeEm
00007ffc0b9016bc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16getSymbolSectionENS0_11DataRefImplE
00007ffc0b9018de (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16isSectionVirtualENS0_11DataRefImplE
00007ffc0aea2130 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17auxiliaryHeader32Ev
00007ffc0aea213a (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17auxiliaryHeader64Ev
00007ffc0b901c26 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getBytesInAddressEv
00007ffc0b901c3c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getFileFormatNameEv
00007ffc0aea2bc0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getFileHeaderSizeEv
00007ffc0b901a04 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getRelocationTypeENS0_11DataRefImplE
00007ffc0b9017e2 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getSectionAddressENS0_11DataRefImplE
00007ffc0aea2796 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17section_rel_beginENS0_11DataRefImplE
00007ffc0aea36cc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getImportFileTableEv
00007ffc0aea2220 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSectionContentsENS0_11DataRefImplE
00007ffc0b900ebc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSymbolAlignmentENS0_11DataRefImplE
00007ffc0aea2f88 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSymbolSectionIDENS0_9SymbolRefE
00007ffc0b900e98 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSymbolValueImplENS0_11DataRefImplE
00007ffc0b9018f8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18moveRelocationNextERNS0_11DataRefImplE
00007ffc0aea205a (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19checkSectionAddressEmm
00007ffc0aea20c8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getNumberOfSectionsEv
00007ffc0b901916 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getRelocationOffsetENS0_11DataRefImplE
00007ffc0b9019b6 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getRelocationSymbolENS0_11DataRefImplE
00007ffc0b90184c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getSectionAlignmentENS0_11DataRefImplE
00007ffc0b900c38 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getStringTableEntryEj
00007ffc0b901c9e (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19isRelocatableObjectEv
00007ffc0b901852 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19isSectionCompressedENS0_11DataRefImplE
00007ffc0aea29d2 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19mapDebugSectionNameENS_9StringRefE
00007ffc0aea20b2 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20getSectionHeaderSizeEv
00007ffc0aea31bc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20getSymbolNameByIndexEj
00007ffc0aea2e8c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20getSymbolSectionNameENS0_14XCOFFSymbolRefE
00007ffc0aea2144 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20sectionHeaderTable32Ev
00007ffc0aea214e (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20sectionHeaderTable64Ev
00007ffc0aea2fc0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile21getOptionalHeaderSizeEv
00007ffc0b901a18 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEE
00007ffc0aea2216 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile22getSectionNameInternalENS0_11DataRefImplE
00007ffc0aea2fd6 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile22getSymbolTableOffset32Ev
00007ffc0aea2ff6 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile22getSymbolTableOffset64Ev
00007ffc0aea3038 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile23checkSymbolEntryPointerEm
00007ffc0b9011fc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile23getCommonSymbolSizeImplENS0_11DataRefImplE
00007ffc0aea2488 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile23getLoaderSectionAddressEv
00007ffc0aea3008 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile26getEndOfSymbolTableAddressEv
00007ffc0aea29c8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile28getSectionHeaderTableAddressEv
00007ffc0aea2990 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile28getSymbolEntryAddressByIndexEj
00007ffc0aea29a4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile29getNumberOfSymbolTableEntriesEv
00007ffc0aea296a (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile31getNumberOfSymbolTableEntries64Ev
00007ffc0aea2fe6 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile34getRawNumberOfSymbolTableEntries32Ev
00007ffc0aea297a (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile38getLogicalNumberOfSymbolTableEntries32Ev
00007ffc0b901c66 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile7getArchEv
00007ffc0aea21f8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile7is64BitEv
00007ffc0aea32d6 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile8getFlagsEv
00007ffc0aea2e78 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile8getMagicEv
00007ffc0aea1a86 (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE16isFixupIndicatedEv
00007ffc0aea1a94 (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE18getRelocatedLengthEv
00007ffc0aea1a7a (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE18isRelocationSignedEv
