00000001e4682548 (__TEXT,__text) external _ARMCompilationCallback
00000001e509c366 (__TEXT,__const) non-external __ZZN4llvmL28GPR32spGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e509c424 (__TEXT,__const) non-external __ZZN4llvmL28GPR64spGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebe30 (__TEXT,__const) non-external __ZZN4llvmL28GPRnopcGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebe4e (__TEXT,__const) non-external __ZZN4llvmL28GPRnopcGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder2
00000001e503c536 (__TEXT,__const) non-external __ZZN4llvmL30GR8_NOREXGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e509c3a6 (__TEXT,__const) non-external __ZZN4llvmL32GPR32commonGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e509c464 (__TEXT,__const) non-external __ZZN4llvmL32GPR64commonGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebe02 (__TEXT,__const) non-external __ZZN4llvmL32GPRwithAPSRGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebe20 (__TEXT,__const) non-external __ZZN4llvmL32GPRwithAPSRGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder2
00000001e50ebe92 (__TEXT,__const) non-external __ZZN4llvmL35tGPR_and_tcGPRGetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebf18 (__TEXT,__const) non-external __ZZN4llvmL38DPair_with_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebf58 (__TEXT,__const) non-external __ZZN4llvmL38DPair_with_ssub_2GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebff8 (__TEXT,__const) non-external __ZZN4llvmL39QQQQPR_with_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebf76 (__TEXT,__const) non-external __ZZN4llvmL47DPair_with_dsub_0_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebf86 (__TEXT,__const) non-external __ZZN4llvmL47DPair_with_dsub_1_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebfd0 (__TEXT,__const) non-external __ZZN4llvmL47DQuad_with_qsub_0_in_QPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebfd8 (__TEXT,__const) non-external __ZZN4llvmL47DQuad_with_qsub_1_in_QPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ec02c (__TEXT,__const) non-external __ZZN4llvmL48QQQQPR_with_dsub_0_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ec034 (__TEXT,__const) non-external __ZZN4llvmL48QQQQPR_with_dsub_2_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ec03a (__TEXT,__const) non-external __ZZN4llvmL48QQQQPR_with_dsub_4_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ec03e (__TEXT,__const) non-external __ZZN4llvmL48QQQQPR_with_dsub_6_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebfb2 (__TEXT,__const) non-external __ZZN4llvmL50DQuad_with_qsub_0_in_QPR_VFP2GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ebfc2 (__TEXT,__const) non-external __ZZN4llvmL50DQuad_with_qsub_1_in_QPR_VFP2GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ec008 (__TEXT,__const) non-external __ZZN4llvmL51QQQQPR_with_dsub_2_then_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ec016 (__TEXT,__const) non-external __ZZN4llvmL51QQQQPR_with_dsub_5_then_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e50ec022 (__TEXT,__const) non-external __ZZN4llvmL51QQQQPR_with_dsub_7_then_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionEE9AltOrder1
00000001e8d17e08 (__DATA_CONST,__const) non-external __ZZNK12_GLOBAL__N_110ARMOperand5printERN4llvm11raw_ostreamEE7MaskStr
00000001e8d18020 (__DATA_CONST,__const) non-external __ZZNK12_GLOBAL__N_113ARMAsmBackend16getFixupKindInfoEN4llvm11MCFixupKindEE5Infos
00000001e503d3ff (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_113X86AsmBackend12writeNopDataEyPN4llvm14MCObjectWriterEE4Nops
00000001e8c8bd00 (__DATA_CONST,__const) non-external __ZZNK12_GLOBAL__N_113X86AsmBackend16getFixupKindInfoEN4llvm11MCFixupKindEE5Infos
00000001e50ec068 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_114ARMCodeEmitter21getBinaryCodeForInstrERKN4llvm12MachineInstrEE8InstBits
00000001e8ce27d8 (__DATA_CONST,__const) non-external __ZZNK12_GLOBAL__N_115ARM64AsmBackend16getFixupKindInfoEN4llvm11MCFixupKindEE5Infos
00000001e514c500 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_116ARMMCCodeEmitter21getBinaryCodeForInstrERKN4llvm6MCInstERNS1_15SmallVectorImplINS1_7MCFixupEEEE8InstBits
00000001e5064f9c (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_116X86MCCodeEmitter16EmitMemModRMByteERKN4llvm6MCInstEjjyRjRNS1_11raw_ostreamERNS1_15SmallVectorImplINS1_7MCFixupEEEE7SSTable
00000001e5064f7c (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_116X86MCCodeEmitter16EmitMemModRMByteERKN4llvm6MCInstEjjyRjRNS1_11raw_ostreamERNS1_15SmallVectorImplINS1_7MCFixupEEEE8R16Table
00000001e50b8398 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_118ARM64MCCodeEmitter21getBinaryCodeForInstrERKN4llvm6MCInstERNS1_15SmallVectorImplINS1_7MCFixupEEEE8InstBits
00000001e510c088 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI14getShuffleCostEN4llvm19TargetTransformInfo11ShuffleKindEPNS1_4TypeEiS5_E14NEONShuffleTbl
00000001e510c0e8 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI16getCastInstrCostEjPN4llvm4TypeES3_E13NEONFltDblTbl
00000001e510c4cc (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI16getCastInstrCostEjPN4llvm4TypeES3_E22NEONFloatConversionTbl
00000001e510c74c (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI16getCastInstrCostEjPN4llvm4TypeES3_E23ARMIntegerConversionTbl
00000001e510c10c (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI16getCastInstrCostEjPN4llvm4TypeES3_E23NEONVectorConversionTbl
00000001e510c60c (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI16getCastInstrCostEjPN4llvm4TypeES3_E24NEONIntegerConversionTbl
00000001e510c79c (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI18getCmpSelInstrCostEjPN4llvm4TypeES3_E19NEONVectorSelectTbl
00000001e510c7fc (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16ARMTTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_E7CostTbl
00000001e503ca44 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI16getCastInstrCostEjPN4llvm4TypeES3_E11SSE2ConvTbl
00000001e503cca4 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI16getCastInstrCostEjPN4llvm4TypeES3_E16AVXConversionTbl
00000001e503cb44 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI16getCastInstrCostEjPN4llvm4TypeES3_E17AVX2ConversionTbl
00000001e503d078 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI16getReductionCostEjPN4llvm4TypeEbE19AVX1CostTblPairWise
00000001e503d03c (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI16getReductionCostEjPN4llvm4TypeEbE20SSE42CostTblPairWise
00000001e503d114 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI16getReductionCostEjPN4llvm4TypeEbE21AVX1CostTblNoPairWise
00000001e503d0d8 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI16getReductionCostEjPN4llvm4TypeEbE22SSE42CostTblNoPairWise
00000001e503cff4 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI18getCmpSelInstrCostEjPN4llvm4TypeES3_E11AVX1CostTbl
00000001e503c9f0 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_E13AVX1CostTable
00000001e503c744 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_E13AVX2CostTable
00000001e503c8f4 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_E13SSE2CostTable
00000001e503c870 (__TEXT,__const) non-external __ZZNK12_GLOBAL__N_16X86TTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_E25SSE2UniformConstCostTable
00000001e8d1a798 (__DATA_CONST,__const) non-external __ZZNK4llvm12MCAsmBackend16getFixupKindInfoENS_11MCFixupKindEE8Builtins
00000001e5099ca8 (__TEXT,__const) non-external __ZZNK4llvm14ARM64InstrInfo11copyPhysRegERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjbE7Indices
00000001e5099cb8 (__TEXT,__const) non-external __ZZNK4llvm14ARM64InstrInfo11copyPhysRegERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjbE7Indices_0
00000001e5099cc4 (__TEXT,__const) non-external __ZZNK4llvm14ARM64InstrInfo11copyPhysRegERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjbE7Indices_1
00000001e5099ccc (__TEXT,__const) non-external __ZZNK4llvm14ARM64InstrInfo11copyPhysRegERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjbE7Indices_2
00000001e5099cdc (__TEXT,__const) non-external __ZZNK4llvm14ARM64InstrInfo11copyPhysRegERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjbE7Indices_3
00000001e5099ce8 (__TEXT,__const) non-external __ZZNK4llvm14ARM64InstrInfo11copyPhysRegERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjbE7Indices_4
00000001e5036a24 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering13LowerTRUNCATEENS_7SDValueERNS_12SelectionDAGEE8ShufMask
00000001e5036a64 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering13LowerTRUNCATEENS_7SDValueERNS_12SelectionDAGEE8ShufMask_0
00000001e5036a44 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering13LowerTRUNCATEENS_7SDValueERNS_12SelectionDAGEE9ShufMask1
00000001e5036a74 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering13LowerTRUNCATEENS_7SDValueERNS_12SelectionDAGEE9ShufMask1_0
00000001e5036a54 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering13LowerTRUNCATEENS_7SDValueERNS_12SelectionDAGEE9ShufMask2
00000001e5036ab4 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering13LowerTRUNCATEENS_7SDValueERNS_12SelectionDAGEE9ShufMask2_0
00000001e5036a14 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering19LowerUINT_TO_FP_i64ENS_7SDValueERNS_12SelectionDAGEE3CV0
00000001e5036a10 (__TEXT,__const) non-external __ZZNK4llvm17X86TargetLowering19getScratchRegistersENS_11CallingConv2IDEE11ScratchRegs
00000001e50ea2f0 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo16getRegUnitWeightEjE13RUWeightTable
00000001e50e9fc8 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo17getRegClassWeightEPKNS_19TargetRegisterClassEE13RCWeightTable
00000001e8d0e928 (__DATA_CONST,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo21getRegPressureSetNameEjE17PressureNameTable
00000001e50e89e8 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo21getSubClassWithSubRegEPKNS_19TargetRegisterClassEjE5Table
00000001e50ea340 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo22getRegPressureSetLimitEjE18PressureLimitTable
00000001e50eb0f0 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo22getRegUnitPressureSetsEjE15RUSetStartTable
00000001e50ea394 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo23getRegClassPressureSetsEPKNS_19TargetRegisterClassEE15RCSetStartTable
00000001e50e8828 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo24composeSubRegIndicesImplEjjE4Rows
00000001e50e87f0 (__TEXT,__const) non-external __ZZNK4llvm18ARMGenRegisterInfo24composeSubRegIndicesImplEjjE6RowMap
00000001e503acfc (__TEXT,__const) non-external __ZZNK4llvm18X86GenRegisterInfo17getRegClassWeightEPKNS_19TargetRegisterClassEE13RCWeightTable
00000001e8c8b928 (__DATA_CONST,__const) non-external __ZZNK4llvm18X86GenRegisterInfo21getRegPressureSetNameEjE17PressureNameTable
00000001e503ab52 (__TEXT,__const) non-external __ZZNK4llvm18X86GenRegisterInfo21getSubClassWithSubRegEPKNS_19TargetRegisterClassEjE5Table
00000001e503af3c (__TEXT,__const) non-external __ZZNK4llvm18X86GenRegisterInfo22getRegPressureSetLimitEjE18PressureLimitTable
00000001e503b708 (__TEXT,__const) non-external __ZZNK4llvm18X86GenRegisterInfo22getRegUnitPressureSetsEjE15RUSetStartTable
00000001e503af94 (__TEXT,__const) non-external __ZZNK4llvm18X86GenRegisterInfo23getRegClassPressureSetsEPKNS_19TargetRegisterClassEE15RCSetStartTable
00000001e503ab4c (__TEXT,__const) non-external __ZZNK4llvm18X86GenRegisterInfo24composeSubRegIndicesImplEjjE4Rows
00000001e50992d8 (__TEXT,__const) non-external __ZZNK4llvm19ARM64TargetLowering19getScratchRegistersENS_11CallingConv2IDEE11ScratchRegs
00000001e509ad40 (__TEXT,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo17getRegClassWeightEPKNS_19TargetRegisterClassEE13RCWeightTable
00000001e8ce23c0 (__DATA_CONST,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo21getRegPressureSetNameEjE17PressureNameTable
00000001e509a4ec (__TEXT,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo21getSubClassWithSubRegEPKNS_19TargetRegisterClassEjE5Table
00000001e509ae90 (__TEXT,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo22getRegPressureSetLimitEjE18PressureLimitTable
00000001e509b0e8 (__TEXT,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo22getRegUnitPressureSetsEjE15RUSetStartTable
00000001e509aea4 (__TEXT,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo23getRegClassPressureSetsEPKNS_19TargetRegisterClassEE15RCSetStartTable
00000001e509a34c (__TEXT,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo24composeSubRegIndicesImplEjjE4Rows
00000001e509a318 (__TEXT,__const) non-external __ZZNK4llvm20ARM64GenRegisterInfo24composeSubRegIndicesImplEjjE6RowMap
00000001e5195e60 (__TEXT,__const) non-external __ZZNK4llvm5APInt4sqrtEvE7results
00000001e4e4a17f (__TEXT,__cstring) non-external __ZZNK4llvm5APInt8toStringERNS_15SmallVectorImplIcEEjbbE6Digits
00000001e8d1ba90 (__DATA_CONST,__const) non-external __ZZNK4llvm6object15MachOObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEEE5Table
00000001e8d1bac0 (__DATA_CONST,__const) non-external __ZZNK4llvm6object15MachOObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEEE5Table_0
00000001e8d1bb10 (__DATA_CONST,__const) non-external __ZZNK4llvm6object15MachOObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEEE5Table_1
00000001e8d1bb60 (__DATA_CONST,__const) non-external __ZZNK4llvm6object15MachOObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEEE5Table_2
00000001e8d1bbb8 (__DATA_CONST,__const) non-external __ZZNK4llvm6object15MachOObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEEE5Table_3
                 (undefined) external __ZdaPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZdlPv (from libc++)
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
00000001e4a5a9a0 (__TEXT,__text) non-external __ZlsRN4llvm11raw_ostreamERKNSt3__16vectorIN12_GLOBAL__N_111LowerSwitch9CaseRangeENS2_9allocatorIS6_EEEE
                 (undefined) external __ZnamSt19__type_descriptor_t (from libc++)
                 (undefined) external __Znwm (from libc++)
                 (undefined) external __ZnwmRKSt9nothrow_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e4df38f4 (__TEXT,__text) non-external (was a private external) ___cxa_atexit
                 (undefined) external ___cxa_demangle (from libc++)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___deregister_frame (from libSystem)
                 (undefined) external ___error (from libSystem)
00000001ecb1d9e0 (__DATA,__data) external ___jit_debug_descriptor
00000001e4431784 (__TEXT,__text) external ___jit_debug_register_code
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___register_frame (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __exit (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _access (from libSystem)
                 (undefined) external _acos (from libSystem)
                 (undefined) external _alarm (from libSystem)
                 (undefined) external _arc4random (from libSystem)
                 (undefined) external _asin (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atof (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _backtrace (from libSystem)
                 (undefined) external _bzero (from libSystem)
00000001e8d1ccc0 (__DATA_CONST,__const) non-external _cclasses
                 (undefined) external _ceil (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00000001e8d1cdf8 (__DATA_CONST,__const) non-external _cnames
                 (undefined) external _confstr (from libSystem)
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
00000001e447549c (__TEXT,__text) non-external _dbgprintf
00000001e4475828 (__TEXT,__text) non-external _decode
00000001e4473f04 (__TEXT,__text) external _decodeInstruction
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001e4dcd248 (__TEXT,__text) non-external _doemit
00000001e4dcf08c (__TEXT,__text) non-external _doinsert
                 (undefined) external _dup2 (from libSystem)
                 (undefined) external _execv (from libSystem)
                 (undefined) external _execve (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
                 (undefined) external _exp2 (from libSystem)
                 (undefined) external _fabs (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
00000001e4d90ad4 (__TEXT,__text) non-external _findMaximalSubpartOfIllFormedUTF8Sequence
00000001e5196890 (__TEXT,__const) non-external _firstByteMark
00000001e4475d08 (__TEXT,__text) non-external _fixupReg
00000001e447627c (__TEXT,__text) non-external _fixupRegValue
                 (undefined) external _floor (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fmodf (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fork (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _futimens (from libSystem)
00000001e4475520 (__TEXT,__text) non-external _getIDWithAttrMask
00000001e4d9051c (__TEXT,__text) external _getNumBytesForUTF8
00000001e44595c4 (__TEXT,__text) external _getPointerToNamedFunction
                 (undefined) external _getcwd (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _gethostname (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpriority (from libSystem)
                 (undefined) external _getrlimit (from libSystem)
                 (undefined) external _getrusage (from libSystem)
                 (undefined) external _getsid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _ioctl (from libSystem)
00000001e4d90420 (__TEXT,__text) external _isLegalUTF8Sequence
00000001e4d90530 (__TEXT,__text) external _isLegalUTF8String
                 (undefined) external _isatty (from libSystem)
                 (undefined) external _kill (from libSystem)
00000001e4dd383c (__TEXT,__text) non-external _lbackref
00000001e4dd34a8 (__TEXT,__text) non-external _ldissect
00000001e4dccb70 (__TEXT,__text) external _llvm_regcomp
00000001e4dd10b8 (__TEXT,__text) external _llvm_regerror
00000001e4dd1380 (__TEXT,__text) external _llvm_regexec
00000001e4dd407c (__TEXT,__text) external _llvm_regfree
00000001e4dd4118 (__TEXT,__text) external _llvm_strlcpy
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _log2 (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lseek (from libSystem)
