000000018012f860 (__TEXT,__text) non-external K256
00000001801107b8 (__TEXT,__text) non-external ____ZNK5dyld37FatFile9archNamesEPcy_block_invoke
0000000180111da8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile10forDyldEnvEU13block_pointerFvPKcRbE_block_invoke
0000000180111858 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile10hasSectionEPKcS2__block_invoke
0000000180113a74 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
0000000180112aa0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile12isRestrictedEv_block_invoke
0000000180114884 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile12segmentCountEv_block_invoke
000000018011540c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13enforceFormatENS0_9MalformedE_block_invoke
0000000180114b04 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13hasExportTrieERjS1__block_invoke
0000000180114b9c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13hasExportTrieERjS1__block_invoke.222
0000000180113b9c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13inCodeSectionEj_block_invoke
0000000180115938 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13validSegmentsER11DiagnosticsPKcm_block_invoke
0000000180115aec (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13validSegmentsER11DiagnosticsPKcm_block_invoke.255
0000000180115ccc (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13validSegmentsER11DiagnosticsPKcm_block_invoke.266
000000018011600c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13validSegmentsER11DiagnosticsPKcm_block_invoke.278
0000000180115d64 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile13validSegmentsER11DiagnosticsPKcm_block_invoke_2
0000000180112478 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00000001801121f8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00000001801140c0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14hasInitializerER11Diagnostics_block_invoke
000000018011419c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14hasInitializerER11Diagnostics_block_invoke.193
00000001801141b4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14hasInitializerER11Diagnostics_block_invoke.198
0000000180112c8c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14hasLoadCommandEj_block_invoke
0000000180110fb4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
0000000180114470 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16hasCodeSignatureERjS1__block_invoke
000000018011449c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16hasCodeSignatureERjS1__block_invoke_2
0000000180114908 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile17forEachDOFSectionER11DiagnosticsU13block_pointerFvjE_block_invoke
0000000180113da0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile17hasPlusLoadMethodER11Diagnostics_block_invoke
0000000180113cc8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19dependentDylibCountEPb_block_invoke
00000001801152b4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19findObjCDataSectionEPKcRyS3__block_invoke
00000001801119dc (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
000000018011130c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19isBuiltForSimulatorEv_block_invoke
000000018011241c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
000000018011469c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile21analyzeSegmentsLayoutERyRb_block_invoke
0000000180111c3c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile21forEachDependentDylibEU13block_pointerFvPKcbbbjjRbE_block_invoke
00000001801162a8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile21forEachSingletonPatchER11DiagnosticsU13block_pointerFvNS0_18SingletonPatchKindEyE_block_invoke
0000000180112d58 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile23allowsAlternatePlatformEv_block_invoke
00000001800bb34c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
0000000180115178 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24hasObjCMessageReferencesEv_block_invoke
0000000180112888 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile25forEachInterposingSectionER11DiagnosticsU13block_pointerFvyyRbE_block_invoke
0000000180114eac (__TEXT,__text) non-external ____ZNK5dyld39MachOFile28forEachCDHashOfCodeSignatureEPKvmU13block_pointerFvPKhE_block_invoke
0000000180113efc (__TEXT,__text) non-external ____ZNK5dyld39MachOFile30getFixupsLoadCommandFileOffsetEv_block_invoke
00000001801141d8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile32forEachInitializerPointerSectionER11DiagnosticsU13block_pointerFvjjRbE_block_invoke
0000000180112c60 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile33findFairPlayEncryptionLoadCommandEv_block_invoke
0000000180111a28 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00000001801116e8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7hasObjCEv_block_invoke
0000000180111520 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
0000000180111fec (__TEXT,__text) non-external ____ZNK5dyld39MachOFile8getEntryERyRb_block_invoke
00000001800bf838 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig12scanForRootsEv_block_invoke
00000001800c000c (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig12scanForRootsEv_block_invoke_2
00000001800c37c4 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides18forEachImageSuffixEPKcNS1_4TypeERbU13block_pointerFvS3_S4_S5_E_block_invoke
00000001800c3a04 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides18forEachPathVariantEPKcN5dyld38PlatformEbbRbU13block_pointerFvS3_NS1_4TypeES6_E_block_invoke
00000001800c3ae4 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides18forEachPathVariantEPKcN5dyld38PlatformEbbRbU13block_pointerFvS3_NS1_4TypeES6_E_block_invoke.129
00000001800c3bc4 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides18forEachPathVariantEPKcN5dyld38PlatformEbbRbU13block_pointerFvS3_NS1_4TypeES6_E_block_invoke.137
00000001800c3cb8 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides18forEachPathVariantEPKcN5dyld38PlatformEbbRbU13block_pointerFvS3_NS1_4TypeES6_E_block_invoke.141
00000001800c34ac (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides20forEachDylibFallbackEN5dyld38PlatformEbRbU13block_pointerFvPKcNS1_4TypeES4_E_block_invoke
00000001800c306c (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides20forEachInsertedDylibEU13block_pointerFvPKcRbE_block_invoke
00000001800c3608 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig13PathOverrides24forEachFrameworkFallbackEN5dyld38PlatformEbRbU13block_pointerFvPKcNS1_4TypeES4_E_block_invoke
00000001800c2158 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig9DyldCache21makeDataConstWritableERKNS0_7LoggingERKNS_15SyscallDelegateEb_block_invoke
00000001800c21e0 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig9DyldCache21makeDataConstWritableERKNS0_7LoggingERKNS_15SyscallDelegateEb_block_invoke_2
00000001800c1fb8 (__TEXT,__text) non-external ____ZNK5dyld413ProcessConfig9DyldCache26uuidOfFileMatchesDyldCacheERKNS0_7ProcessERKNS_15SyscallDelegateEPKc_block_invoke
00000001800df9e4 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke
00000001800dfa94 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke.32
0000000180135ad0 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke.32.cold.1
00000001800dfb60 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke.38
0000000180135aa4 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke.cold.1
00000001800dfbd4 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke_2
00000001800dfc60 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke_3
00000001800dfd44 (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE_block_invoke_4
00000001800df72c (__TEXT,__text) non-external ____ZNK5dyld414PrebuiltLoader21invalidateInIsolationERKNS_12RuntimeStateE_block_invoke
00000001800e4008 (__TEXT,__text) non-external ____ZNK5dyld415SyscallDelegate12getDylibInfoEPKcN5dyld38PlatformERKNS3_11GradedArchsERjPc_block_invoke
00000001800e4918 (__TEXT,__text) non-external ____ZNK5dyld415SyscallDelegate15mapFileReadOnlyER11DiagnosticsPKcPmPNS_6FileIDEPbPc_block_invoke
00000001800db940 (__TEXT,__text) non-external ____ZNK5dyld416JustInTimeLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb_block_invoke
00000001800dba7c (__TEXT,__text) non-external ____ZNK5dyld416JustInTimeLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb_block_invoke.29
00000001800dbbf8 (__TEXT,__text) non-external ____ZNK5dyld416JustInTimeLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb_block_invoke.34
00000001800dbda8 (__TEXT,__text) non-external ____ZNK5dyld416JustInTimeLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb_block_invoke.39
00000001800da8e0 (__TEXT,__text) non-external ____ZNK5dyld416JustInTimeLoader14makePatchTableERNS_12RuntimeStateEj_block_invoke
00000001800dcaf8 (__TEXT,__text) non-external ____ZNK5dyld416JustInTimeLoader21getFileValidationInfoERNS_12RuntimeStateE_block_invoke
00000001800da064 (__TEXT,__text) non-external ____ZNK5dyld416JustInTimeLoader8containsERNS_12RuntimeStateEPKvPS4_PyPh_block_invoke
00000001800e1520 (__TEXT,__text) non-external ____ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE_block_invoke
00000001800e1560 (__TEXT,__text) non-external ____ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE_block_invoke.79
0000000180135d0c (__TEXT,__text) non-external ____ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE_block_invoke.79.cold.1
0000000180135d38 (__TEXT,__text) non-external ____ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE_block_invoke.79.cold.2
0000000180135d64 (__TEXT,__text) non-external ____ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE_block_invoke.79.cold.3
0000000180135d90 (__TEXT,__text) non-external ____ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE_block_invoke.79.cold.4
00000001800e105c (__TEXT,__text) non-external ____ZNK5dyld417PrebuiltLoaderSet7isValidERNS_12RuntimeStateE_block_invoke
00000001800d72cc (__TEXT,__text) non-external ____ZNK5dyld46Loader13resolveSymbolER11DiagnosticsRNS_12RuntimeStateEiPKcbbU13block_pointerFvjjRKNS0_14ResolvedSymbolEEb_block_invoke
00000001800d7930 (__TEXT,__text) non-external ____ZNK5dyld46Loader13resolveSymbolER11DiagnosticsRNS_12RuntimeStateEiPKcbbU13block_pointerFvjjRKNS0_14ResolvedSymbolEEb_block_invoke.135
0000000180135340 (__TEXT,__text) non-external ____ZNK5dyld46Loader13resolveSymbolER11DiagnosticsRNS_12RuntimeStateEiPKcbbU13block_pointerFvjjRKNS0_14ResolvedSymbolEEb_block_invoke.135.cold.1
00000001800d8d7c (__TEXT,__text) non-external ____ZNK5dyld46Loader17applyCachePatchesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE_block_invoke
00000001800d8e90 (__TEXT,__text) non-external ____ZNK5dyld46Loader17applyCachePatchesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE_block_invoke_2
00000001800d6364 (__TEXT,__text) non-external ____ZNK5dyld46Loader17forEachBindTargetER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvjjRKNS0_14ResolvedSymbolEEbU13block_pointerFvS7_RbESC__block_invoke
00000001800d6b2c (__TEXT,__text) non-external ____ZNK5dyld46Loader17forEachBindTargetER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvjjRKNS0_14ResolvedSymbolEEbU13block_pointerFvS7_RbESC__block_invoke.112
00000001801352bc (__TEXT,__text) non-external ____ZNK5dyld46Loader17forEachBindTargetER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvjjRKNS0_14ResolvedSymbolEEbU13block_pointerFvS7_RbESC__block_invoke.112.cold.1
00000001800d649c (__TEXT,__text) non-external ____ZNK5dyld46Loader17forEachBindTargetER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvjjRKNS0_14ResolvedSymbolEEbU13block_pointerFvS7_RbESC__block_invoke_2
0000000180135290 (__TEXT,__text) non-external ____ZNK5dyld46Loader17forEachBindTargetER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvjjRKNS0_14ResolvedSymbolEEbU13block_pointerFvS7_RbESC__block_invoke_2.cold.1
00000001800d803c (__TEXT,__text) non-external ____ZNK5dyld46Loader17hasExportedSymbolER11DiagnosticsRNS_12RuntimeStateEPKcNS0_18ExportedSymbolModeEPNS0_14ResolvedSymbolEPN5dyld35ArrayIPKS0_EE_block_invoke
00000001800d80dc (__TEXT,__text) non-external ____ZNK5dyld46Loader17hasExportedSymbolER11DiagnosticsRNS_12RuntimeStateEPKcNS0_18ExportedSymbolModeEPNS0_14ResolvedSymbolEPN5dyld35ArrayIPKS0_EE_block_invoke_2
00000001800d54d0 (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke
00000001800d5564 (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_2
00000001800d55b4 (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_3
00000001800d560c (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_4
00000001801351e0 (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_4.cold.1
00000001800d5740 (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_5
000000018013520c (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_5.cold.1
00000001800d582c (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_6
00000001800d5884 (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_7
0000000180135238 (__TEXT,__text) non-external ____ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE_block_invoke_7.cold.1
00000001800d49ec (__TEXT,__text) non-external ____ZNK5dyld46Loader18setUpPageInLinkingER11DiagnosticsRNS_12RuntimeStateEmyRKN5dyld35ArrayIPKvEE_block_invoke
00000001800d4b84 (__TEXT,__text) non-external ____ZNK5dyld46Loader18setUpPageInLinkingER11DiagnosticsRNS_12RuntimeStateEmyRKN5dyld35ArrayIPKvEE_block_invoke_2
00000001800d7f64 (__TEXT,__text) non-external ____ZNK5dyld46Loader19tooNewErrorAddendumER11DiagnosticsRNS_12RuntimeStateE_block_invoke
00000001800d7f80 (__TEXT,__text) non-external ____ZNK5dyld46Loader19tooNewErrorAddendumER11DiagnosticsRNS_12RuntimeStateE_block_invoke.145
00000001800d6d80 (__TEXT,__text) non-external ____ZNK5dyld46Loader20makeSegmentsReadOnlyERNS_12RuntimeStateE_block_invoke
00000001800d6e84 (__TEXT,__text) non-external ____ZNK5dyld46Loader21makeSegmentsReadWriteERNS_12RuntimeStateE_block_invoke
00000001800d5db0 (__TEXT,__text) non-external ____ZNK5dyld46Loader25findAndRunAllInitializersERNS_12RuntimeStateE_block_invoke
00000001800d6fb0 (__TEXT,__text) non-external ____ZNK5dyld46Loader26logSegmentsFromSharedCacheERNS_12RuntimeStateE_block_invoke
00000001800d8778 (__TEXT,__text) non-external ____ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE_block_invoke
00000001800d8894 (__TEXT,__text) non-external ____ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE_block_invoke_2
000000018011a260 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups22forEachIndirectPointerER11DiagnosticsblU13block_pointerFvybiPKcbbbRbE_block_invoke
000000018011a16c (__TEXT,__text) non-external ____ZNK6mach_o6Fixups23forEachBind_RelocationsER11DiagnosticsblU13block_pointerFvPKcbbjijjyhS4_bbybRbE_block_invoke
0000000180119ac0 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups25forEachBindTarget_OpcodesER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8__block_invoke
0000000180119b24 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups25forEachBindTarget_OpcodesER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8__block_invoke.85
0000000180118a44 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups25forEachChainedFixupTargetER11DiagnosticsU13block_pointerFviPKcybRbE_block_invoke
0000000180118c70 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups26forEachBindUnified_OpcodesER11DiagnosticsbU13block_pointerFvyjRKNS0_14BindTargetInfoERbES8__block_invoke
00000001801194ec (__TEXT,__text) non-external ____ZNK6mach_o6Fixups26forEachBindUnified_OpcodesER11DiagnosticsbU13block_pointerFvyjRKNS0_14BindTargetInfoERbES8__block_invoke.75
00000001801195ec (__TEXT,__text) non-external ____ZNK6mach_o6Fixups26forEachBindUnified_OpcodesER11DiagnosticsbU13block_pointerFvyjRKNS0_14BindTargetInfoERbES8__block_invoke.79
0000000180119ef4 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups29forEachBindTarget_RelocationsER11DiagnosticslU13block_pointerFvRKNS0_14BindTargetInfoERbE_block_invoke
0000000180118648 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups31forEachBindTarget_ChainedFixupsER11DiagnosticsU13block_pointerFvRKNS0_14BindTargetInfoERbE_block_invoke
00000001801186b4 (__TEXT,__text) non-external ____ZNK6mach_o6Fixups31forEachBindTarget_ChainedFixupsER11DiagnosticsU13block_pointerFvRKNS0_14BindTargetInfoERbE_block_invoke.42
00000001800ce014 (__TEXT,__text) non-external ____ZZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoEPFvSL_EENK3$_8clEv_block_invoke
0000000180134604 (__TEXT,__text) non-external ____ZZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoEPFvSL_EENK3$_8clEv_block_invoke.cold.1
0000000180134630 (__TEXT,__text) non-external ____ZZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoEPFvSL_EENK3$_8clEv_block_invoke.cold.2
000000018013465c (__TEXT,__text) non-external ____ZZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoEPFvSL_EENK3$_8clEv_block_invoke.cold.3
0000000180134688 (__TEXT,__text) non-external ____ZZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoEPFvSL_EENK3$_8clEv_block_invoke.cold.4
00000001801346b4 (__TEXT,__text) non-external ____ZZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoEPFvSL_EENK3$_8clEv_block_invoke.cold.5
00000001801346e0 (__TEXT,__text) non-external ____ZZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoEPFvSL_EENK3$_8clEv_block_invoke.cold.6
00000001800d997c (__TEXT,__text) non-external ____ZZNK5dyld46Loader25findAndRunAllInitializersERNS_12RuntimeStateEENK3$_0clEv_block_invoke
00000001801320d8 (__TEXT,__text) non-external (was a private external) ____chkstk_darwin
000000018012e554 (__TEXT,__text) non-external (was a private external) ___abort_with_payload
00000001d70afb70 (__DATA,__data) non-external ___args
