00000001ec66a218 (__DATA,__bss) non-external _AGCPrinter
00000001f29e3d78 (__AUTH_CONST,__const) non-external __ZTV28AGCLLVMAirBuiltinReplacementI28AGCLLVMAGPFragmentShaderGen3E
00000001f2a2da18 (__AUTH_CONST,__const) non-external __ZTV28AGCLLVMAirBuiltinReplacementI30AGCLLVMUserComputeKernelLegacyE
00000001f2a06530 (__AUTH_CONST,__const) non-external __ZTV28AGCLLVMAirBuiltinReplacementI38AGCLLVMAGPVertexShaderPostTessellationE
00000001f2a354f0 (__AUTH_CONST,__const) non-external __ZTV28AGCLLVMBuiltInFileReaderImpl
00000001f2a36278 (__AUTH_CONST,__const) non-external __ZTV28AGCLLVMClearVertexDataShader
00000001f29eb908 (__AUTH_CONST,__const) non-external __ZTV28AGCLLVMDriverVDMNOPDBGShader
00000001f29e8bb0 (__AUTH_CONST,__const) non-external __ZTV29AGCLLVMAGPVertexShaderRegular
00000001f2a0a8c0 (__AUTH_CONST,__const) non-external __ZTV29AGCLLVMDriverFastClearShaders
00000001f2a31618 (__AUTH_CONST,__const) non-external __ZTV29AGCLLVMUserIntersectionShader
00000001f29e3e68 (__AUTH_CONST,__const) non-external __ZTV29AGCLLVMUserMeshShaderAnalysis
00000001f29e86d0 (__AUTH_CONST,__const) non-external __ZTV30AGCLLVMAGPVertexShaderAnalysis
00000001f29e64d8 (__AUTH_CONST,__const) non-external __ZTV30AGCLLVMPassThroughObjectShader
00000001f2a35838 (__AUTH_CONST,__const) non-external __ZTV30AGCLLVMPassthroughVertexShader
00000001f2a07750 (__AUTH_CONST,__const) non-external __ZTV30AGCLLVMUserComputeKernelLegacy
00000001f2a49b58 (__AUTH_CONST,__const) non-external __ZTV31AGCBackgroundObjectDriverShader
00000001f2a31350 (__AUTH_CONST,__const) non-external __ZTV31AGCLLVMDriverIntersectionShader
00000001f29e9ac0 (__AUTH_CONST,__const) non-external __ZTV31AGCLLVMDriverTessellationShader
00000001f2a0bca8 (__AUTH_CONST,__const) non-external __ZTV32AGCLLVMDriverBlitBCComputeShader
00000001f2a07c20 (__AUTH_CONST,__const) non-external __ZTV32AGCLLVMDriverComputeKernelLegacy
00000001f29ec808 (__AUTH_CONST,__const) non-external __ZTV33AGCLLVMDriverVRRPatchVertexShader
00000001f2a37558 (__AUTH_CONST,__const) non-external __ZTV33AGCLLVMTextureFetchFragmentShader
00000001f2a32930 (__AUTH_CONST,__const) non-external __ZTV33AGCLLVMUserIntersectionShaderPass
00000001f29ecd00 (__AUTH_CONST,__const) non-external __ZTV34AGCLLVMDriverGPUGatherVertexShader
00000001f2a37250 (__AUTH_CONST,__const) non-external __ZTV34AGCLLVMDummyFeedbackFragmentShader
00000001f2a49128 (__AUTH_CONST,__const) non-external __ZTV34AGCLLVMUserIntersectionShaderArrayI23RaytracingConstantsGen1E
00000001f29ed1f8 (__AUTH_CONST,__const) non-external __ZTV35AGCLLVMDriverFastClearVertexShaders
00000001f29ed6f0 (__AUTH_CONST,__const) non-external __ZTV35AGCLLVMDriverPDSPatchUpVertexShader
00000001f2a35fe0 (__AUTH_CONST,__const) non-external __ZTV35AGCLLVMTileDispatchVertexShaderRect
00000001f2a0ee90 (__AUTH_CONST,__const) non-external __ZTV36AGCLLVMDriverBVHBuilderComputeShader
00000001f2a35d48 (__AUTH_CONST,__const) non-external __ZTV36AGCLLVMTileDispatchVertexShaderPoint
00000001f2a36a80 (__AUTH_CONST,__const) non-external __ZTV37AGCLLVMBackgroundObjectFragmentShader
00000001f2a09ec0 (__AUTH_CONST,__const) non-external __ZTV37AGCLLVMDriverTGSizeOptimizationShader
00000001f2a0c190 (__AUTH_CONST,__const) non-external __ZTV39AGCLLVMDriverGPUGatherComputeShaderGen3
00000001f29e9090 (__AUTH_CONST,__const) non-external __ZTV40AGCLLVMAGPVertexShaderPostTessellationHW
00000001f29e95a8 (__AUTH_CONST,__const) non-external __ZTV40AGCLLVMAGPVertexShaderPostTessellationSW
00000001f2a08108 (__AUTH_CONST,__const) non-external __ZTV41AGCLLVMDriverGPUGatherComputeShaderLegacy
00000001f2a08608 (__AUTH_CONST,__const) non-external __ZTV42AGCLLVMDriverPDSPatchUpComputeShaderLegacy
00000001f2a32890 (__AUTH_CONST,__const) non-external __ZTV43AGCLLVMUserIntersectionShaderLoopShaderPass
00000001f2a0da90 (__AUTH_CONST,__const) non-external __ZTV44AGCLLVMDriverComputeProgressMarkerShaderGen3
00000001f2a0d590 (__AUTH_CONST,__const) non-external __ZTV44AGCLLVMDriverExecuteIndirectComputeShaderG10
00000001f2a0b7c0 (__AUTH_CONST,__const) non-external __ZTV45AGCLLVMDriverExecuteIndirectComputeShaderGen5
00000001f2a35ab8 (__AUTH_CONST,__const) non-external __ZTV45AGCLLVMPassthroughVertexShaderWithVertexFetch
00000001f2a49068 (__AUTH_CONST,__const) non-external __ZTV45AGCLLVMUserShaderWithIntersectionShadersArray
00000001f2a0e490 (__AUTH_CONST,__const) non-external __ZTV46AGCLLVMDriverComputeProgressMarkerShaderLegacy
00000001f2a08b08 (__AUTH_CONST,__const) non-external __ZTV47AGCLLVMDriverExecuteIndirectComputeShaderLegacy
00000001f29ebe18 (__AUTH_CONST,__const) non-external __ZTV47AGCLLVMDriverExecuteIndirectESLGenerationShader
00000001f2a0df90 (__AUTH_CONST,__const) non-external __ZTV50AGCLLVMDriverComputeControlFlowPredicateShaderGen3
00000001f29eb3f8 (__AUTH_CONST,__const) non-external __ZTV50AGCLLVMDriverTessellationClearInstanceCountsShader
00000001f2a0e990 (__AUTH_CONST,__const) non-external __ZTV52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy
00000001f29ec310 (__AUTH_CONST,__const) non-external __ZTV54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader
00000001f2a0b2c0 (__AUTH_CONST,__const) non-external __ZTV55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader
00000001f29ea4c8 (__AUTH_CONST,__const) non-external __ZTV55AGCLLVMDriverTessellationBucketedEmitDrawCommandsShader
00000001f29eaee8 (__AUTH_CONST,__const) non-external __ZTV56AGCLLVMDriverTessellationBucketedSumInstanceCountsShader
00000001f2a0adc0 (__AUTH_CONST,__const) non-external __ZTV58AGCLLVMDriverExecuteIndirectRangeExecutionComputeShaderG10
00000001f29e9fb8 (__AUTH_CONST,__const) non-external __ZTV58AGCLLVMDriverTessellationNonBucketedEmitDrawCommandsShader
00000001f29ea9d8 (__AUTH_CONST,__const) non-external __ZTV60AGCLLVMDriverTessellationBucketedComputeInstanceCountsShader
00000001f2a09008 (__AUTH_CONST,__const) non-external __ZTV61AGCLLVMDriverExecuteIndirectRangeExecutionComputeShaderLegacy
00000001f2a0c690 (__AUTH_CONST,__const) non-external __ZTV61AGCLLVMDriverGeometryPipelineEmulationFWAllocationSetupShader
00000001f2a0d090 (__AUTH_CONST,__const) non-external __ZTV63AGCLLVMDriverGeometryPipelineEmulationFWAllocationPreMeshShader
00000001f2a0cb90 (__AUTH_CONST,__const) non-external __ZTV66AGCLLVMDriverGeometryPipelineEmulationFWAllocationPostObjectShader
00000001f2a49958 (__AUTH_CONST,__const) non-external __ZTV8AGCDylib
00000001f2a49988 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX17DynamicLibraryKeyEE
00000001f2a49be8 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX19EndOfTileProgramKeyEE
00000001f2a49c88 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX20BVHBuilderProgramKeyEE
00000001f2a49b88 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX26BackgroundObjectProgramKeyEE
00000001f2a49fc8 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX4Impl14MeshProgramKeyEE
00000001f2a49f28 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX4Impl14TileProgramKeyEE
00000001f2a4a0f8 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX4Impl16ObjectProgramKeyEE
00000001f2a49ce8 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX4Impl16VertexProgramKeyEE
00000001f2a49e88 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX4Impl17ComputeProgramKeyEE
00000001f2a49dd0 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX4Impl18FragmentProgramKeyEE
00000001f2a49a68 (__AUTH_CONST,__const) non-external __ZTV9AGCModuleIN3AGX4Impl26UserIntersectionProgramKeyEE
00000001f2a4af08 (__AUTH_CONST,__const) non-external __ZTVN11flatbuffers16DefaultAllocatorE
00000001f2a06568 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer11DummyStructE
00000001f2a06628 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer4RootE
00000001f2a06588 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer5ArrayE
00000001f2a065c8 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer6BufferE
00000001f2a33858 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer6StructE
00000001f2a06608 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer7SamplerE
00000001f2a065e8 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer7TextureE
00000001f2a065a8 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer8ConstantE
00000001f2a06548 (__AUTH_CONST,__const) non-external __ZTVN17AGCArgumentBuffer8ResourceE
00000001f2a3bc68 (__AUTH_CONST,__const) non-external __ZTVN20AGCLLVMTargetLowerer25IntersectionQueryAnalysisE
00000001f2a3ba70 (__AUTH_CONST,__const) non-external __ZTVN22RewriteAdressSpacePass12TypeRemapperE
00000001f2a48b60 (__AUTH_CONST,__const) non-external __ZTVN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E29IntersectionQueryAnalysisGen6E
00000001f2a499b8 (__AUTH_CONST,__const) non-external __ZTVN3AGX17DynamicLibraryKeyE
00000001f2a49ff8 (__AUTH_CONST,__const) non-external __ZTVN3AGX17GeometrySharedKeyI23_AGCMeshContextStateAGPL15_AGCStreamToken10EEE
00000001f2a4a128 (__AUTH_CONST,__const) non-external __ZTVN3AGX17GeometrySharedKeyI25_AGCObjectContextStateAGPL15_AGCStreamToken9EEE
00000001f2a49d18 (__AUTH_CONST,__const) non-external __ZTVN3AGX17GeometrySharedKeyI25_AGCVertexContextStateAGPL15_AGCStreamToken3EEE
00000001f2a4acb0 (__AUTH_CONST,__const) non-external __ZTVN3AGX19EndOfTileProgramKeyE
00000001f2a4ad30 (__AUTH_CONST,__const) non-external __ZTVN3AGX20BVHBuilderProgramKeyE
00000001f2a4aac8 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_2G57ClassesENS1_8EncodersEEE
00000001f2a4ab68 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_2G97ClassesENS1_8EncodersEEE
00000001f2a4a4f0 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_3G107ClassesENS1_8EncodersEEE
00000001f2a4a590 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_3G117ClassesENS1_8EncodersEEE
00000001f2a4a630 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_3G127ClassesENS1_8EncodersEEE
00000001f2a4a6d0 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_3G137ClassesENS1_8EncodersEEE
00000001f2a4a770 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_3G147ClassesENS1_8EncodersEEE
00000001f2a4a8e8 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_3G157ClassesENS1_8EncodersEEE
00000001f2a4aa28 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_3G167ClassesENS1_8EncodersEEE
00000001f2a4a810 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_4G14X7ClassesENS1_8EncodersEEE
00000001f2a4ac08 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_6HAL2007ClassesENS1_8EncodersEEE
00000001f2a4a988 (__AUTH_CONST,__const) non-external __ZTVN3AGX21ProgramKeyFactoryImplINS_8G15_AGX27ClassesENS1_8EncodersEEE
00000001f2a4ac70 (__AUTH_CONST,__const) non-external __ZTVN3AGX26BackgroundObjectProgramKeyE
00000001f2a4adb8 (__AUTH_CONST,__const) non-external __ZTVN3AGX4Impl14MeshProgramKeyE
00000001f2a4ae88 (__AUTH_CONST,__const) non-external __ZTVN3AGX4Impl14TileProgramKeyE
00000001f2a4ae00 (__AUTH_CONST,__const) non-external __ZTVN3AGX4Impl16ObjectProgramKeyE
00000001f2a4ad70 (__AUTH_CONST,__const) non-external __ZTVN3AGX4Impl16VertexProgramKeyE
00000001f2a4aec8 (__AUTH_CONST,__const) non-external __ZTVN3AGX4Impl17ComputeProgramKeyE
00000001f2a4ae48 (__AUTH_CONST,__const) non-external __ZTVN3AGX4Impl18FragmentProgramKeyE
00000001f2a49a98 (__AUTH_CONST,__const) non-external __ZTVN3AGX4Impl26UserIntersectionProgramKeyE
                 (undefined) external __ZTVN4llvm10CallbackVHE (from libLLVM)
                 (undefined) external __ZTVN4llvm14ConstantFolderE (from libLLVM)
00000001f29e3d28 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockENS_11SmallPtrSetIPS1_Lj4EEENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEEE
00000001f29e3d00 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockEPS1_NS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a3bb40 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a2d9f0 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPKNS_5ValueEPNS_11InstructionENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEEE
00000001f29e3d50 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPKNS_8FunctionENS_11SmallPtrSetIPNS_10BasicBlockELj4EEENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a354b0 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_10BasicBlockEPNS_5ValueENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a06508 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_17GetElementPtrInstEN29AGCLLVMAGPVertexShaderRegular7GEPInfoENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a33628 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_5ValueEN24AGCLLVMAirImageBlockGen314ImageBlockDataENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a336a0 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_5ValueEPKN17AGCArgumentBuffer8ResourceENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a336c8 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_5ValueEPNS_14GlobalVariableENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a498f8 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_5ValueEjNS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEEE
00000001f2a064e0 (__AUTH_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_8LoadInstEN29AGCLLVMAGPVertexShaderRegular7GEPInfoENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEEE
                 (undefined) external __ZTVN4llvm18raw_string_ostreamE (from libLLVM)
                 (undefined) external __ZTVN4llvm24IRBuilderDefaultInserterE (from libLLVM)
                 (undefined) external __ZTVN4llvm9ErrorListE (from libLLVM)
00000001f2a33780 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIM20AGCLLVMTargetLowererFbPN4llvm8CallInstEENS_9allocatorIS7_EEFbRS2_S5_EEE
00000001f2a33810 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIM20AGCLLVMTargetLowererFvPN4llvm8CallInstEbENS_9allocatorIS7_EEFvRS2_S5_bEEE
00000001f2a48388 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIM24AGCLLVMGen3TargetLowererFPN4llvm5ValueEN14AGCLLVMBuilder11InsertPointES5_S5_ENS_9allocatorIS9_EEFS5_R24AGCLLVMGen5TargetLowererS7_S5_S5_EEE
00000001f2a48340 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIM24AGCLLVMGen5TargetLowererFPN4llvm5ValueEN14AGCLLVMBuilder11InsertPointES5_S5_ENS_9allocatorIS9_EEFS5_RS2_S7_S5_S5_EEE
00000001f2a337c8 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcINS_6__bindIM20AGCLLVMTargetLowererFbPN4llvm8CallInstEbEJRKNS_12placeholders4__phILi1EEERKNSA_ILi2EEEbEEENS_9allocatorISH_EEFbRS3_S6_EEE
00000001f2a33738 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcINS_6__bindIM20AGCLLVMTargetLowererFbPN4llvm8CallInstEbbbbEJRKNS_12placeholders4__phILi1EEERKNSA_ILi2EEEZN17AGCLLVMUserObject24replaceSimdgroupMatricesEvE2opSI_SI_SI_EEENS_9allocatorISJ_EEFbRS3_S6_EEE
00000001f2a33bf0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZL21replaceArrayResourcesIN17AGCLLVMUserObject20ResourceArrayIndex32EPN4llvm8FunctionEEbRT0_RK11IntervalMapIjENS_8functionIFPNS5_5ValueE17ResourceIntrinsicjEEEEUlSH_E_NS_9allocatorISK_EEFbSH_EEE
00000001f2a339f8 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZL21replaceArrayResourcesIN17AGCLLVMUserObject22ResourceArrayIndex16x2EN4llvm11SmallPtrSetIPNS5_8CallInstELj4EEEEbRT0_RK11IntervalMapIjENS_8functionIFPNS5_5ValueE17ResourceIntrinsicjEEEEUlSJ_E_NS_9allocatorISM_EEFbSJ_EEE
00000001f2a34fa0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZL21replaceArrayResourcesIN17AGCLLVMUserObject22ResourceArrayIndex16x2EPN4llvm8FunctionEEbRT0_RK11IntervalMapIjENS_8functionIFPNS5_5ValueE17ResourceIntrinsicjEEEEUlSH_E_NS_9allocatorISK_EEFbSH_EEE
00000001f2a33f98 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7SamplerEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUl17ResourceIntrinsicE_NSB_ISF_EEFbSE_EEE
00000001f2a33ec0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7SamplerEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE0_NSB_ISH_EEFvSG_EEE
00000001f2a33f50 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7SamplerEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE1_NSB_ISH_EEFvSG_EEE
00000001f2a33fe0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7SamplerEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE2_NSB_ISH_EEFvSG_EEE
00000001f2a33e30 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7SamplerEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE_NSB_ISH_EEFvSG_EEE
00000001f2a34b68 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7TextureEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUl17ResourceIntrinsicE_NSB_ISF_EEFbSE_EEE
00000001f2a34a90 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7TextureEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE0_NSB_ISH_EEFvSG_EEE
00000001f2a34b20 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7TextureEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE1_NSB_ISH_EEFvSG_EEE
00000001f2a34bb0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7TextureEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE2_NSB_ISH_EEFvSG_EEE
00000001f2a34a00 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject23allocateDirectRegistersINS2_7TextureEEEbRKNS2_34TextureSamplerPlaceholderFunctionsES7_NS_3setIT_NS2_18ResourceComparatorENS_9allocatorIS9_EEEEEUlPN4llvm8FunctionEE_NSB_ISH_EEFvSG_EEE
00000001f2a33908 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_0NS7_ISF_EEFb17ResourceIntrinsicEEE
00000001f2a338c0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_1NS7_ISF_EEFvPNS4_8FunctionEEEE
00000001f2a33950 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_2NS7_ISF_EEFvPNS4_8FunctionEEEE
00000001f2a33998 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_3NS7_ISF_EEFvPNS4_8FunctionEEEE
00000001f2a33a40 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_5NS7_ISF_EEFS6_17ResourceIntrinsicjEEE
00000001f2a33a88 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_6NS7_ISF_EEFvPNS4_8FunctionEEEE
00000001f2a33b18 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_7NS7_ISF_EEFvPNS4_8FunctionEEEE
00000001f2a33c38 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN17AGCLLVMUserObject24allocateBindlessTexturesERKNS_6vectorIPN4llvm5ValueENS_9allocatorIS6_EEEERKNS2_34TextureSamplerPlaceholderFunctionsESE_SE_E3$_8NS7_ISF_EEFS6_17ResourceIntrinsicjEEE
