00007ffa1e8fde3b (__TEXT,__text) non-external _DiToMD5
00007ffa419422c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffa43ab9078 (__DATA,__common) external _gIOThreadMetaClass
00007ffa419423a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffa43ab8fc8 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffa419422f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffa43ab8fd0 (__DATA,__common) external _gIOUserClientMetaClass
00007ffa41942300 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffa43ab8fe0 (__DATA,__common) external _gIOUserServerMetaClass
00007ffa41942310 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffa43ab8fe8 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffa41942318 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffa43ab8ff0 (__DATA,__common) external _gOSActionMetaClass
00007ffa41942320 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffa43ab8fd8 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffa41942308 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffa43ab9070 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa419423a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffa43ab8ff8 (__DATA,__common) external _gOSArrayMetaClass
00007ffa41942328 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffa43ab9000 (__DATA,__common) external _gOSBooleanMetaClass
00007ffa41942330 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffa43ab9008 (__DATA,__common) external _gOSBundleMetaClass
00007ffa41942338 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffa43ab9010 (__DATA,__common) external _gOSCollectionMetaClass
00007ffa41942340 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffa43ab9018 (__DATA,__common) external _gOSContainerMetaClass
00007ffa41942348 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffa43ab9020 (__DATA,__common) external _gOSDataMetaClass
00007ffa41942350 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffa43ab9028 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffa41942358 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffa43ab9030 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffa41942360 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffa43ab9038 (__DATA,__common) external _gOSNumberMetaClass
00007ffa41942368 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffa43ab9040 (__DATA,__common) external _gOSObjectMetaClass
00007ffa41942370 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffa43ab9048 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffa41942378 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffa43ab9050 (__DATA,__common) external _gOSSerializationMetaClass
00007ffa41942380 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffa43ab9058 (__DATA,__common) external _gOSSetMetaClass
00007ffa41942388 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffa43ab9060 (__DATA,__common) external _gOSStringMetaClass
00007ffa41942390 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffa43ab9068 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffa41942398 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00007ffa1e8f5a81 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffa1e8f5be8 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffa1e8f5ce3 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffa1e8f5e81 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffa1e8f57ac (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffa1e8f58e7 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffa1e8f49a5 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffa1e8f7878 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffa1e8f641a (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffa1e8f4889 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffa1e8f7295 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffa1e8f74f5 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffa1e8f860d (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffa1e8f7c3c (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffa1e8f4aa1 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffa1e8f73cf (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffa1e8fa050 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffa1e8f56b1 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffa1e8f3329 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffa1e8f3445 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffa1e8f3162 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffa1e8f6f47 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffa1e8f2fc0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffa1e8f51ce (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffa1e8f6d4f (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffa1e8f3902 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffa1e8f54c1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffa1e8f3cc8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffa1e8f9e3b (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffa1e8f43c8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffa1e8f6547 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffa1e8f3e95 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffa1e8f6079 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffa1e8f45b3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffa1e8f4bd9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffa1e8f9bde (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffa1e8f4037 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffa1e8f9039 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffa1e8fa217 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffa1e8f36fd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffa1e8f918f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffa1e8fa39c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffa1e8f418d (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffa1e8f673f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffa1e8f84ee (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffa1e8f5007 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffa1e8f4ecf (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffa1e8f4db3 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffa1e8f3af2 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffa1e8f3bdd (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffa1e8f8f1a (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffa1e8f7ffe (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffa1e8f7d62 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffa1e8f994a (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffa1e8f827b (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffa1e8f479e (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffa1e8f8cfe (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffa1e8f52c9 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffa1e8f89d4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffa1e8f93e1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffa1e8f8ba1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffa1e8f3530 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffa1e8f95bb (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffa1e8f6ad0 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffa1e8f6991 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffa1e8f6271 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffa1e8f9795 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffa1e8f6c2d (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffa1e8f713f (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffa1e8f5f7d (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffa1e8f8e1d (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffa1e8f53c4 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffa1e8f2fb4 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffa43ab8f28 (__DATA,__common) external _kOSBooleanFalse
00007ffa43ab8f20 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa1e8e56fe (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffa1e90bc5f (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00007ffa1e90bbb4 (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
