                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
00007ffb18c135b1 (__TEXT,__text) external _DRBufferAsResource
00007ffb18c0e3ae (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE21__push_back_slow_pathIRKS4_EEPS4_OT_
00007ffb18bf92c2 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE6resizeEm
00007ffb18bf957c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE7__clearB8nn190102Ev
00007ffb18c0e75a (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE7reserveEm
00007ffb18bf9716 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE8__appendEm
00007ffb18c0390c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18c031ec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE6resizeEm
00007ffb18c0393c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE7__clearB8nn190102Ev
00007ffb18c03984 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE8__appendEm
00007ffb18bf954c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_24DirectResourcesReuseListEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18bf957c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_24DirectResourcesReuseListEEENS_9allocatorIS4_EEE7__clearB8nn190102Ev
00007ffb18c082a6 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_24DirectResourcesReuseListEEENS_9allocatorIS4_EEE9push_backB8nn190102EOS4_
00007ffb18bf954c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_28DirectResourcesPendingCommitEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18bf957c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_28DirectResourcesPendingCommitEEENS_9allocatorIS4_EEE7__clearB8nn190102Ev
00007ffb18bf954c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18c0de34 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE18__insert_with_sizeB8nn190102INS_11__wrap_iterIPS4_EESB_EESB_NS9_IPKS4_EET_T0_l
00007ffb18c0e096 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS4_RS6_EEPS4_
00007ffb18c086be (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE5eraseENS_11__wrap_iterIPKS4_EESB_
00007ffb18bf957c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE7__clearB8nn190102Ev
00007ffb18c0879a (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE9push_backB8nn190102EOS4_
00007ffb18c0a6ce (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE13__vdeallocateEv
00007ffb18c0a5ba (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18c0e5ec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS8_RSA_EE
00007ffb18c0e56c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE7reserveEm
00007ffb18c0a6ce (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE13__vdeallocateEv
00007ffb18c0a5ba (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18c0e5ec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS8_RSA_EE
00007ffb18c0e56c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE7reserveEm
00007ffb18c0a6ce (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE13__vdeallocateEv
00007ffb18c0a5ba (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18c0e5ec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS8_RSA_EE
00007ffb18c0e56c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE7reserveEm
00007ffb18bf8d8c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_8functionIFvPN2re11DirectFenceEEEENS_9allocatorIS6_EEE16__destroy_vectorclB8nn190102Ev
00007ffb18bf8dfc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_8functionIFvPN2re11DirectFenceEEEENS_9allocatorIS6_EEE21__push_back_slow_pathIS6_EEPS6_OT_
00007ffb18bf94e8 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorImNS_9allocatorImEEE11__vallocateB8nn190102Em
00007ffb18bf9492 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorImNS_9allocatorImEEEC2ERKS3_
00007ffb18c07fba (__TEXT,__text) non-external (was a private external) __ZNSt3__18functionIFvPN2re21DirectResourceContextEPNS1_22DirectResourceCommandsEEEaSERKS7_
00007ffb18c07f38 (__TEXT,__text) non-external (was a private external) __ZNSt3__18functionIFvPN2re21DirectResourceContextEyEEaSERKS5_
00007ffb18bfd220 (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorIN2re16CreateDirectMeshEE7destroyB8nn190102EPS2_
00007ffb18c0a62a (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEEE7destroyB8nn190102EPS8_
00007ffb18c0a62a (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEEE7destroyB8nn190102EPS8_
00007ffb18c0a62a (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEEE7destroyB8nn190102EPS8_
00007ffb18c0abec (__TEXT,__text) non-external (was a private external) __ZSt28__throw_bad_array_new_lengthB8nn190102v
00007ffb424ae720 (__DATA_CONST,__const) non-external __ZTV13ContextConfig
00007ffb424ae3e8 (__DATA_CONST,__const) non-external (was a private external) __ZTV15ArcSharedObject
00007ffb424ae858 (__DATA_CONST,__const) non-external __ZTV16ClientConnection
00007ffb424ae820 (__DATA_CONST,__const) non-external __ZTV22ClientConnectionConfig
00007ffb424ae538 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re10DirectMeshE
00007ffb424adb40 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re11DirectFenceE
00007ffb424adbe8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re12DirectBufferE
00007ffb424ae4c8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re13DirectTextureE
00007ffb424ae458 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re14DirectResourceE
00007ffb424adde8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re16DirectMeshUpdateE
00007ffb424adf38 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re18DirectBufferUpdateE
00007ffb424adcb0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re18MemoryMappedRegionE
00007ffb424adec8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re19DirectTextureUpdateE
00007ffb424ade58 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re20DirectContentsUpdateE
00007ffb424adce8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re20DirectMemoryResourceE
00007ffb424ae648 (__DATA_CONST,__const) non-external __ZTVN2re20DirectMeshDescriptorE
00007ffb424ae0e8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re21DirectResourceContextE
00007ffb424adfe0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re21DirectResourcesCommitE
00007ffb424ae7e8 (__DATA_CONST,__const) non-external __ZTVN2re22DirectBufferDescriptorE
00007ffb424adc78 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re22DirectResourceCommandsE
00007ffb424ae688 (__DATA_CONST,__const) non-external __ZTVN2re23DirectTextureDescriptorE
00007ffb424adb78 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re24DirectMaterialParametersE
00007ffb424ae420 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re24DirectResourcesReuseListE
00007ffb424ae210 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re26DirectResourcesCommitQueueE
00007ffb424ae248 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re28DirectResourceClientReceiverE
00007ffb424ae018 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re28DirectResourcesPendingCommitE
00007ffb424ae080 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re29DirectResourceCommitSignalingE
00007ffb424adfa8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re29DirectResourcesResolvedCommitE
00007ffb424ae7a0 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIU8__strongU13block_pointerFvPN2re21DirectResourceContextEPNS2_22DirectResourceCommandsEENS_9allocatorIS9_EES7_EE
00007ffb424ae758 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIU8__strongU13block_pointerFvPN2re21DirectResourceContextEyENS_9allocatorIS7_EES5_EE
00007ffb424ae890 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZ22DRCommitQueueEnumerateE3$_0NS_9allocatorIS2_EEFbPKN2re29DirectResourcesResolvedCommitEEEE
00007ffb424ae8d8 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZ25DRCommitQueueApplyThroughE3$_0NS_9allocatorIS2_EEFvRKN2re19DirectResourceEventEyEEE
00007ffb424ae310 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re21DirectResourceContext11addResourceERKNS2_9SharedPtrINS2_14DirectResourceEEEE3$_0NS_9allocatorIS9_EEFvNS2_18DirectResourceSlotEEEE
00007ffb424ae358 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re21DirectResourceContext14removeResourceEPNS2_14DirectResourceEE3$_0NS_9allocatorIS6_EEFvNS2_18DirectResourceSlotEEEE
00007ffb424ae3a0 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re28DirectResourceClientReceiver4loadERKNS2_9SharedPtrINS2_22DirectResourceCommandsEEEE3$_0NS_9allocatorIS9_EEFPNS2_20DirectMemoryResourceERKNS2_16DirectResourceIdEEEE
00007ffb424ae280 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re28DirectResourcesPendingCommit8addFenceENS2_10UnownedPtrINS2_11DirectFenceEEEE3$_0NS_9allocatorIS7_EEFvPS5_EEE
00007ffb424adda0 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re4loadERKNS2_22DirectResourceCommandsEONS_8functionIFPNS2_20DirectMemoryResourceERKNS2_16DirectResourceIdEEEEE3$_0NS_9allocatorISF_EESC_EE
00007ffb424ae2c8 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZNK2re21DirectResourceContext20freeListWaitTimedOutEyE3$_0NS_9allocatorIS4_EEFvPNS2_11DirectFenceEEEE
00007ffb18c0797a (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext10willChangeEPNS_14DirectResourceENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
00007ffb18c07e20 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext15destroyResourceEPNS_14DirectResourceE
00007ffb18c07cee (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext17payloadDidReplaceEPNS_14DirectResourceENS_18DirectResourceSlotE
00007ffb18c07bea (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext18payloadWillReplaceEPNS_14DirectResourceENS_18DirectResourceSlotE
00007ffb18c07a8c (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext9didChangeEPNS_14DirectResourceENS_18DirectResourceSlotEPN3MTL13CommandBufferE
00007ffb18c07202 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContextD0Ev
00007ffb18c071ce (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContextD1Ev
00007ffb44324690 (__DATA,__bss) non-external __ZZ14ArcObjectClassvE3cls
00007ffb18c0e996 (__TEXT,__text) non-external __ZZ14ArcObjectClassvENK3$_0clEv
00007ffb18c14fa0 (__TEXT,__const) non-external __ZZN2re10DirectMesh14attachToDeviceEPN3MTL6DeviceEE8gpuSlots
00007ffb18c14f10 (__TEXT,__const) non-external __ZZN2re16DirectMeshUpdate5applyEPNS_14DirectResourceEE10kMeshSlots
00007ffb44324670 (__DATA,__bss) non-external __ZZN2re17directResourceLogEvE3log
00007ffb44324680 (__DATA,__bss) non-external __ZZN2re20DirectMemoryResource26allocatePrivatePageAlignedEmE21kMetalBufferAlignment
00007ffb18c14ff0 (__TEXT,__const) non-external __ZZNK2re10DirectMesh11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEEE8allSlots
00007ffb18c14eb0 (__TEXT,__const) non-external __ZZNK2re16DirectMeshUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEEE13kAllMeshSlots
                 (undefined) external __ZdlPv (from libc++)
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __Znwm (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb18c004b2 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffb18c004c8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ffb18c13213 (__TEXT,__text) non-external ___DRContextSetChangeObserver_block_invoke
00007ffb18c12fbb (__TEXT,__text) non-external ___DRContextSetOnCommitBegan_block_invoke
00007ffb18c13125 (__TEXT,__text) non-external ___DRContextSetOnCommitComplete_block_invoke
00007ffb18c12158 (__TEXT,__text) non-external ___DRMeshReadIndices_block_invoke
00007ffb18c11f53 (__TEXT,__text) non-external ___DRMeshReadVertices_block_invoke
00007ffb18c121f1 (__TEXT,__text) non-external ___DRMeshReplaceIndices_block_invoke
00007ffb18c1201c (__TEXT,__text) non-external ___DRMeshReplaceVertices_block_invoke
00007ffb18c11be2 (__TEXT,__text) non-external ___DRMeshSetPartAt_block_invoke
00007ffb18c11e1f (__TEXT,__text) non-external ___DRMeshSetPartRenderFlagsAt_block_invoke
00007ffb18c1228a (__TEXT,__text) non-external ___DRMeshUpdateIndices_block_invoke
00007ffb18c120bf (__TEXT,__text) non-external ___DRMeshUpdateVertices_block_invoke
00007ffb18bfed49 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_15DestroyResourceEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfd411 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_16CreateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfdaeb (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfe411 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_18CreateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfe6d4 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_18UpdateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfe99a (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19CreateDirectPayloadEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfdeac (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19CreateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfe0fb (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19UpdateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfcbfb (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_22DirectMeshVertexLayoutEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18bfc9d3 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_25DirectMeshVertexAttributeEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb18c07dd3 (__TEXT,__text) non-external ____ZN2re21DirectResourceContext15destroyResourceEPNS_14DirectResourceE_block_invoke
00007ffb18c07e2e (__TEXT,__text) non-external ____ZN2re21DirectResourceContext25destroyPayloads_anyThreadENSt3__16vectorINS_16DirectResourceIdENS1_9allocatorIS3_EEEE_block_invoke
00007ffb18c058e8 (__TEXT,__text) non-external ____ZN2re28DirectResourcesPendingCommit16addCommandBufferEPN3MTL13CommandBufferE_block_invoke
00007ffb18c05eb7 (__TEXT,__text) non-external ____ZN2re29DirectResourceCommitSignalingC2ENS_10UnownedPtrINS_21DirectResourceContextEEEPN3MTL6DeviceE_block_invoke
00007ffb18c004a4 (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke
00007ffb18c004f2 (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke.5
00007ffb18c0054b (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke.7
                 (undefined) external ___assert_rtn (from libSystem)
00007ffb424ae5a8 (__DATA_CONST,__const) non-external ___block_descriptor_104_e34_v24?0^{DirectMeshPart=QQQQQQ}8Q16l
00007ffb424ae6f0 (__DATA_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e109_v32?0^v8Q16^{DirectResource=^^?{ArcRefCount=(isa_t=^v)}{DirectResourceId=[16C]}Q^{DirectResourceDelegate}}24l
00007ffb424ae618 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_a8_32bs_e12_v24?0^v8Q16l
00007ffb424ae6c0 (__DATA_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e13_v24?0^v8^v16l
00007ffb424ae5e8 (__DATA_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e13_v24?0r^v8Q16l
00007ffb424adc58 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e36_B24?0Q8"NSObject<OS_xpc_object>"16l
00007ffb424ae5c8 (__DATA_CONST,__const) non-external ___block_descriptor_48_e34_v24?0^{DirectMeshPart=QQQQQQ}8Q16l
00007ffb424add20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb424ae050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb424ae1e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
