00007ffa192d3960 (__TEXT,__text) external _ARMCompilationCallback
00007ffa190893d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14JITCodeEmitter21earlyResolveAddressesEv
00007ffa198c1560 (__TEXT,__text) external __ZNK4llvm14LandingPadInst10clone_implEv
00007ffa1996eaa0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCDataFragment11fixup_beginEv
00007ffa1996ea60 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCDataFragment11getContentsEv
00007ffa1996ea20 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCDataFragment15hasInstructionsEv
00007ffa1996ea30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCDataFragment16alignToBundleEndEv
00007ffa1996eac0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCDataFragment9fixup_endEv
00007ffa1996ea80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCDataFragment9getFixupsEv
00007ffa19974440 (__TEXT,__text) external __ZNK4llvm14MCDisassembler24tryAddingSymbolicOperandERNS_6MCInstExybyy
00007ffa199744c0 (__TEXT,__text) external __ZNK4llvm14MCDisassembler31tryAddingPcLoadReferenceCommentExy
00007ffa19993210 (__TEXT,__text) external __ZNK4llvm14MCObjectWriter34IsSymbolRefDifferenceFullyResolvedERKNS_11MCAssemblerEPKNS_15MCSymbolRefExprES6_b
00007ffa19993370 (__TEXT,__text) external __ZNK4llvm14MCObjectWriter38IsSymbolRefDifferenceFullyResolvedImplERKNS_11MCAssemblerERKNS_12MCSymbolDataERKNS_10MCFragmentEbb
00007ffa199946d0 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo12getSEHRegNumEj
00007ffa19994670 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo13getLLVMRegNumEjb
00007ffa19994610 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo14getDwarfRegNumEjb
00007ffa19994570 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo14getSubRegIndexEjj
00007ffa199945e0 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo16getSubRegIdxSizeEj
00007ffa19994600 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo18getSubRegIdxOffsetEj
00007ffa199943f0 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo19getMatchingSuperRegEjjPKNS_15MCRegisterClassE
00007ffa19994500 (__TEXT,__text) external __ZNK4llvm14MCRegisterInfo9getSubRegEjj
00007ffa19996f80 (__TEXT,__text) external __ZNK4llvm14MCSectionMachO12UseCodeAlignEv
00007ffa19997bf0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCSectionMachO15getLabelEndNameEv
00007ffa19996f90 (__TEXT,__text) external __ZNK4llvm14MCSectionMachO16isVirtualSectionEv
00007ffa19997910 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14MCSectionMachO17getLabelBeginNameEv
00007ffa19996b00 (__TEXT,__text) external __ZNK4llvm14MCSectionMachO20PrintSwitchToSectionERKNS_9MCAsmInfoERNS_11raw_ostreamEPKNS_6MCExprE
00007ffa194e74a0 (__TEXT,__text) external __ZNK4llvm14MachineOperand13isIdenticalToERKS0_
00007ffa194e8950 (__TEXT,__text) external __ZNK4llvm14MachineOperand5printERNS_11raw_ostreamEPKNS_13TargetMachineE
00007ffa198dbe50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14PassNameParser15printOptionInfoERKNS_2cl6OptionEm
00007ffa198dbe40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14PassNameParser17ignorablePassImplEPKNS_8PassInfoE
00007ffa1906bf10 (__TEXT,__text) external __ZNK4llvm14RuntimeDyldELF12findPPC64TOCEv
00007ffa1906e5f0 (__TEXT,__text) external __ZNK4llvm14RuntimeDyldELF16isCompatibleFileEPKNS_6object10ObjectFileE
00007ffa1906e5c0 (__TEXT,__text) external __ZNK4llvm14RuntimeDyldELF18isCompatibleFormatEPKNS_12ObjectBufferE
00007ffa197d1d50 (__TEXT,__text) external __ZNK4llvm14SCEVAddRecExpr11delinearizeERNS_15ScalarEvolutionERNS_15SmallVectorImplIPKNS_4SCEVEEES8_
00007ffa196148a0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14SCEVAddRecExpr14getPostIncExprERNS_15ScalarEvolutionE
00007ffa19022de0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14SCEVAddRecExpr17getStepRecurrenceERNS_15ScalarEvolutionE
00007ffa197b1260 (__TEXT,__text) external __ZNK4llvm14SCEVAddRecExpr19evaluateAtIterationEPKNS_4SCEVERNS_15ScalarEvolutionE
00007ffa197ca750 (__TEXT,__text) external __ZNK4llvm14SCEVAddRecExpr23getNumIterationsInRangeENS_13ConstantRangeERNS_15ScalarEvolutionE
00007ffa197574f0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14SmallBitVector10find_firstEv
00007ffa1974de00 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14SmallBitVector5countEv
00007ffa1957ef30 (__TEXT,__text) external __ZNK4llvm14SpillPlacement16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa19593f70 (__TEXT,__text) external __ZNK4llvm14StackProtector12getSSPLayoutEPKNS_10AllocaInstE
00007ffa19595740 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14StackProtector16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa19595070 (__TEXT,__text) external __ZNK4llvm14StackProtector24ContainsProtectableArrayEPNS_4TypeERbbb
00007ffa1913c4d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering11HandleByValEPNS_7CCStateERjj
00007ffa193eace0 (__TEXT,__text) external __ZNK4llvm14TargetLowering11LowerCallToERNS0_16CallLoweringInfoE
00007ffa19a513e0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering11LowerReturnENS_7SDValueENS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD9OutputArgEEERKNS4_IS1_EENS_5SDLocERNS_12SelectionDAGE
00007ffa19409a50 (__TEXT,__text) external __ZNK4llvm14TargetLowering11makeLibCallERNS_12SelectionDAGENS_5RTLIB7LibcallENS_3EVTEPKNS_7SDValueEjbNS_5SDLocEbb
00007ffa1940f350 (__TEXT,__text) external __ZNK4llvm14TargetLowering13SimplifySetCCENS_3EVTENS_7SDValueES2_NS_3ISD8CondCodeEbRNS0_15DAGCombinerInfoENS_5SDLocE
00007ffa19415210 (__TEXT,__text) external __ZNK4llvm14TargetLowering14AsmOperandInfo17getMatchedOperandEv
00007ffa194151e0 (__TEXT,__text) external __ZNK4llvm14TargetLowering14AsmOperandInfo25isMatchingInputConstraintEv
00007ffa19416100 (__TEXT,__text) external __ZNK4llvm14TargetLowering14BuildExactSDIVENS_7SDValueES1_NS_5SDLocERNS_12SelectionDAGE
00007ffa19418620 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering14CanLowerReturnENS_11CallingConv2IDERNS_15MachineFunctionEbRKNS_15SmallVectorImplINS_3ISD9OutputArgEEERNS_11LLVMContextE
00007ffa193f1ce0 (__TEXT,__text) external __ZNK4llvm14TargetLowering14LowerOperationENS_7SDValueERNS_12SelectionDAGE
00007ffa19418650 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering14createFastISelERNS_20FunctionLoweringInfoEPKNS_17TargetLibraryInfoE
00007ffa194147d0 (__TEXT,__text) external __ZNK4llvm14TargetLowering14isGAPlusOffsetEPNS_6SDNodeERPKNS_11GlobalValueERx
00007ffa191cea70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering15ExpandInlineAsmEPNS_8CallInstE
00007ffa19414a30 (__TEXT,__text) external __ZNK4llvm14TargetLowering16LowerXConstraintENS_3EVTE
00007ffa19415230 (__TEXT,__text) external __ZNK4llvm14TargetLowering16ParseConstraintsENS_17ImmutableCallSiteE
00007ffa194148c0 (__TEXT,__text) external __ZNK4llvm14TargetLowering17PerformDAGCombineEPNS_6SDNodeERNS0_15DAGCombinerInfoE
00007ffa194148d0 (__TEXT,__text) external __ZNK4llvm14TargetLowering17getConstraintTypeERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00007ffa194097c0 (__TEXT,__text) external __ZNK4llvm14TargetLowering17getTargetNodeNameEj
00007ffa19a513f0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering18ReplaceNodeResultsEPNS_6SDNodeERNS_15SmallVectorImplINS_7SDValueEEERNS_12SelectionDAGE
00007ffa19418630 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering18isUsedByReturnOnlyEPNS_6SDNodeERNS_7SDValueE
00007ffa192cecf0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering19getScratchRegistersENS_11CallingConv2IDE
00007ffa19409f30 (__TEXT,__text) external __ZNK4llvm14TargetLowering19softenSetCCOperandsERNS_12SelectionDAGENS_3EVTERNS_7SDValueES5_RNS_3ISD8CondCodeENS_5SDLocE
00007ffa19a513c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering20LowerFormalArgumentsENS_7SDValueENS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD8InputArgEEENS_5SDLocERNS_12SelectionDAGERNS4_IS1_EE
00007ffa1940afe0 (__TEXT,__text) external __ZNK4llvm14TargetLowering20SimplifyDemandedBitsENS_7SDValueERKNS_5APIntERS2_S5_RNS0_17TargetLoweringOptEj
00007ffa1940a620 (__TEXT,__text) external __ZNK4llvm14TargetLowering20getJumpTableEncodingEv
00007ffa194097d0 (__TEXT,__text) external __ZNK4llvm14TargetLowering20isInTailCallPositionERNS_12SelectionDAGEPNS_6SDNodeERNS_7SDValueE
00007ffa1940a6f0 (__TEXT,__text) external __ZNK4llvm14TargetLowering20isOffsetFoldingLegalEPKNS_19GlobalAddressSDNodeE
00007ffa191cea00 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering20isTypeDesirableForOpEjNS_3EVTE
00007ffa193f1c80 (__TEXT,__text) external __ZNK4llvm14TargetLowering21LowerOperationWrapperEPNS_6SDNodeERNS_15SmallVectorImplINS_7SDValueEEERNS_12SelectionDAGE
00007ffa19415db0 (__TEXT,__text) external __ZNK4llvm14TargetLowering22ComputeConstraintToUseERNS0_14AsmOperandInfoENS_7SDValueEPNS_12SelectionDAGE
00007ffa191cea20 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering22IsDesirableToPromoteOpENS_7SDValueERNS_3EVTE
00007ffa19418640 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering22mayBeEmittedAsTailCallEPNS_8CallInstE
00007ffa1940a660 (__TEXT,__text) external __ZNK4llvm14TargetLowering24getPICJumpTableRelocBaseENS_7SDValueERNS_12SelectionDAGE
00007ffa191cea30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering24getTypeForExtArgOrReturnENS_3MVTENS_3ISD8NodeTypeE
00007ffa19a512c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering25LowerCustomJumpTableEntryEPKNS_20MachineJumpTableInfoEPKNS_17MachineBasicBlockEjRNS_9MCContextE
00007ffa1913c4a0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering25getPreIndexedAddressPartsEPNS_6SDNodeERNS_7SDValueES4_RNS_3ISD14MemIndexedModeERNS_12SelectionDAGE
00007ffa1913c4b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering26getPostIndexedAddressPartsEPNS_6SDNodeES2_RNS_7SDValueES4_RNS_3ISD14MemIndexedModeERNS_12SelectionDAGE
00007ffa193fb610 (__TEXT,__text) external __ZNK4llvm14TargetLowering27EmitInstrWithCustomInserterEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa1913c4e0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering27prepareVolatileOrAtomicLoadENS_7SDValueENS_5SDLocERNS_12SelectionDAGE
00007ffa19414ab0 (__TEXT,__text) external __ZNK4llvm14TargetLowering28LowerAsmOperandForConstraintENS_7SDValueERNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS2_6vectorIS1_NS6_IS1_EEEERNS_12SelectionDAGE
00007ffa1940a6c0 (__TEXT,__text) external __ZNK4llvm14TargetLowering28getPICJumpTableRelocBaseExprEPKNS_15MachineFunctionEjRNS_9MCContextE
00007ffa19415010 (__TEXT,__text) external __ZNK4llvm14TargetLowering28getRegForInlineAsmConstraintERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS_3MVTE
00007ffa193fb620 (__TEXT,__text) external __ZNK4llvm14TargetLowering29AdjustInstrPostInstrSelectionEPNS_12MachineInstrEPNS_6SDNodeE
00007ffa1940f220 (__TEXT,__text) external __ZNK4llvm14TargetLowering30computeMaskedBitsForTargetNodeENS_7SDValueERNS_5APIntES3_RKNS_12SelectionDAGEj
00007ffa19415c40 (__TEXT,__text) external __ZNK4llvm14TargetLowering30getSingleConstraintMatchWeightERNS0_14AsmOperandInfoEPKc
00007ffa1940f340 (__TEXT,__text) external __ZNK4llvm14TargetLowering31ComputeNumSignBitsForTargetNodeENS_7SDValueEj
00007ffa19415b80 (__TEXT,__text) external __ZNK4llvm14TargetLowering32getMultipleConstraintMatchWeightERNS0_14AsmOperandInfoEi
00007ffa1913c4c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering33isDesirableToTransformToIntegerOpEjNS_3EVTE
00007ffa19418500 (__TEXT,__text) external __ZNK4llvm14TargetLowering37verifyReturnAddressArgumentIsConstantENS_7SDValueERNS_12SelectionDAGE
00007ffa194164f0 (__TEXT,__text) external __ZNK4llvm14TargetLowering9BuildSDIVEPNS_6SDNodeERNS_12SelectionDAGEbPNSt3__16vectorIS2_NS5_9allocatorIS2_EEEE
00007ffa19417370 (__TEXT,__text) external __ZNK4llvm14TargetLowering9BuildUDIVEPNS_6SDNodeERNS_12SelectionDAGEbPNSt3__16vectorIS2_NS5_9allocatorIS2_EEEE
00007ffa19a513d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14TargetLowering9LowerCallERNS0_16CallLoweringInfoERNS_15SmallVectorImplINS_7SDValueEEE
00007ffa19a3a740 (__TEXT,__text) external __ZNK4llvm14error_category10equivalentERKNS_10error_codeEi
00007ffa19a3a710 (__TEXT,__text) external __ZNK4llvm14error_category10equivalentEiRKNS_15error_conditionE
00007ffa19a3a700 (__TEXT,__text) external __ZNK4llvm14error_category23default_error_conditionEi
00007ffa199d7b30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object1IdE7snprintEPcj
00007ffa19a246f0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object1IfE7snprintEPcj
00007ffa1996a750 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object1IhE7snprintEPcj
00007ffa1916a3f0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object1IjE7snprintEPcj
00007ffa19a24730 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object1ItE7snprintEPcj
00007ffa19981820 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object1IxE7snprintEPcj
00007ffa1916d450 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object1IyE7snprintEPcj
00007ffa19a0c8a0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object2IddE7snprintEPcj
00007ffa198a9d70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object2IdjE7snprintEPcj
00007ffa198a9d40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object2IjjE7snprintEPcj
00007ffa199a5fe0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object3IjPKcS2_E7snprintEPcj
00007ffa19a06520 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14format_object5IjjjPKcS2_E7snprintEPcj
00007ffa19a263d0 (__TEXT,__text) external __ZNK4llvm14raw_fd_ostream10has_colorsEv
00007ffa19a26d90 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14raw_fd_ostream11current_posEv
00007ffa19a263c0 (__TEXT,__text) external __ZNK4llvm14raw_fd_ostream12is_displayedEv
00007ffa19a261e0 (__TEXT,__text) external __ZNK4llvm14raw_fd_ostream21preferred_buffer_sizeEv
00007ffa19a24830 (__TEXT,__text) external __ZNK4llvm14raw_os_ostream11current_posEv
00007ffa19731280 (__TEXT,__text) external __ZNK4llvm15AliasSetTracker15containsPointerEPNS_5ValueEyPKNS_6MDNodeE
00007ffa19733600 (__TEXT,__text) external __ZNK4llvm15AliasSetTracker5printERNS_11raw_ostreamE
00007ffa19838b00 (__TEXT,__text) external __ZNK4llvm15DICompositeType13getIdentifierEv
00007ffa1983d850 (__TEXT,__text) external __ZNK4llvm15DICompositeType13printInternalERNS_11raw_ostreamE
00007ffa19836c30 (__TEXT,__text) external __ZNK4llvm15DICompositeType6VerifyEv
00007ffa19841b30 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE11DominatedByEPKS2_
00007ffa198414c0 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE11getChildrenEv
00007ffa19841b10 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE11getDFSNumInEv
00007ffa19841b20 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE12getDFSNumOutEv
00007ffa19841720 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE14getNumChildrenEv
00007ffa19841490 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE3endEv
00007ffa19841480 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE5beginEv
00007ffa19841750 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE7compareEPKS2_
00007ffa198414b0 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE7getIDomEv
00007ffa198414a0 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_10BasicBlockEE8getBlockEv
00007ffa194d86b0 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE11DominatedByEPKS2_
00007ffa194d8040 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE11getChildrenEv
00007ffa194d8690 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE11getDFSNumInEv
00007ffa194d86a0 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE12getDFSNumOutEv
00007ffa194d82a0 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE14getNumChildrenEv
00007ffa194d8010 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE3endEv
00007ffa194d8000 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE5beginEv
00007ffa194d82d0 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE7compareEPKS2_
00007ffa194d8030 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE7getIDomEv
00007ffa194d8020 (__TEXT,__text) weak external __ZNK4llvm15DomTreeNodeBaseINS_17MachineBasicBlockEE8getBlockEv
00007ffa198c01e0 (__TEXT,__text) external __ZNK4llvm15InsertValueInst10clone_implEv
00007ffa199f92b0 (__TEXT,__text) external __ZNK4llvm15IntervalMapImpl4Path14getLeftSiblingEj
00007ffa199f9590 (__TEXT,__text) external __ZNK4llvm15IntervalMapImpl4Path15getRightSiblingEj
00007ffa19833830 (__TEXT,__text) external __ZNK4llvm15LayoutAlignElemeqERKS0_
00007ffa199fac60 (__TEXT,__text) external __ZNK4llvm15LockFileManager8getStateEv
00007ffa19949650 (__TEXT,__text) non-external (was a private external) __ZNK4llvm15MCInstrAnalysis12isTerminatorERKNS_6MCInstE
00007ffa19981860 (__TEXT,__text) external __ZNK4llvm15MCInstrAnalysis14evaluateBranchERKNS_6MCInstEyyRy
00007ffa199495f0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm15MCInstrAnalysis16isIndirectBranchERKNS_6MCInstE
00007ffa199818d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm15MCInstrAnalysis19isConditionalBranchERKNS_6MCInstE
00007ffa19981900 (__TEXT,__text) non-external (was a private external) __ZNK4llvm15MCInstrAnalysis21isUnconditionalBranchERKNS_6MCInstE
00007ffa19949610 (__TEXT,__text) non-external (was a private external) __ZNK4llvm15MCInstrAnalysis6isCallERKNS_6MCInstE
00007ffa19949550 (__TEXT,__text) non-external (was a private external) __ZNK4llvm15MCInstrAnalysis8isBranchERKNS_6MCInstE
00007ffa19949630 (__TEXT,__text) non-external (was a private external) __ZNK4llvm15MCInstrAnalysis8isReturnERKNS_6MCInstE
00007ffa1999c400 (__TEXT,__text) external __ZNK4llvm15MCSubtargetInfo14initInstrItinsERNS_18InstrItineraryDataE
00007ffa1999bed0 (__TEXT,__text) external __ZNK4llvm15MCSubtargetInfo19getSchedModelForCPUENS_9StringRefE
00007ffa1999c3c0 (__TEXT,__text) external __ZNK4llvm15MCSubtargetInfo23getInstrItineraryForCPUENS_9StringRefE
00007ffa194e4350 (__TEXT,__text) external __ZNK4llvm15MachineFunction11viewCFGOnlyEv
00007ffa194e4680 (__TEXT,__text) external __ZNK4llvm15MachineFunction12getJTISymbolEjRNS_9MCContextEb
00007ffa194e4820 (__TEXT,__text) external __ZNK4llvm15MachineFunction16getPICBaseSymbolEv
00007ffa194e35c0 (__TEXT,__text) external __ZNK4llvm15MachineFunction5printERNS_11raw_ostreamEPNS_11SlotIndexesE
00007ffa19524770 (__TEXT,__text) external __ZNK4llvm15MachineFunction6verifyEPNS_4PassEPKc
00007ffa194e35b0 (__TEXT,__text) external __ZNK4llvm15MachineFunction7getNameEv
00007ffa194e42a0 (__TEXT,__text) external __ZNK4llvm15MachineFunction7viewCFGEv
00007ffa194ffe90 (__TEXT,__text) external __ZNK4llvm15MachineLoopInfo16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa1959a710 (__TEXT,__text) external __ZNK4llvm15PatchPointOpers17getNextScratchIdxEj
00007ffa195ac5d0 (__TEXT,__text) external __ZNK4llvm15PrintVRegOrUnit5printERNS_11raw_ostreamE
00007ffa197c4000 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution10hasOperandEPKNS_4SCEVES3_
00007ffa197c0d10 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution10isSCEVableEPNS_4TypeE
00007ffa197c0d40 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution13checkValidityEPKNS_4SCEVE
00007ffa197d57c0 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution14verifyAnalysisEv
00007ffa197db920 (__TEXT,__text) non-external __ZNK4llvm15ScalarEvolution14verifyAnalysisEv.cold.1
00007ffa197d4780 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa197c75c0 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution17BackedgeTakenInfo10hasOperandEPKNS_4SCEVEPS0_
00007ffa197c68a0 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution17BackedgeTakenInfo6getMaxEPS0_
00007ffa197c6820 (__TEXT,__text) external __ZNK4llvm15ScalarEvolution17BackedgeTakenInfo8getExactEPNS_10BasicBlockEPS0_
