00007ff808f9a120 (__TEXT,__const) non-external _A1_Table
00007ff8086a1a40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
00007ff80858b1a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff8086be910 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff80872d580 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff8086a1a60 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff8086a7150 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff841d6c288 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff8086a19e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
00007ff80858aa80 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff8086be1d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff80872cf40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff8086a1a00 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff8086a6d80 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff841d6c280 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_vec
00007ff8086a18c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
00007ff8085894b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX
00007ff8086bc8c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX2
00007ff80872b920 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff8086a18e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_resolver
00007ff8086a6210 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_scalar
00007ff841d6c268 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_vec
00007ff808480650 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
00007ff808588cf0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX
00007ff8084806b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX2
00007ff80872b150 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff808480670 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_resolver
00007ff8086a5e20 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_scalar
00007ff841d6c260 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_vec
00007ff8086a1b00 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
00007ff80858bdd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX
00007ff8086bf5b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff80872e090 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff8086a1b20 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_resolver
00007ff8086a7870 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_scalar
00007ff841d6c298 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_vec
00007ff8086a1aa0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
00007ff80858b890 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX
00007ff8086bf090 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX2
00007ff80872dba0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff8086a1ac0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_resolver
00007ff8086a7520 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_scalar
00007ff841d6c290 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_vec
00007ff80850a570 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
00007ff841d6bfe8 (__DATA,__data) non-external _vImageUnpremultiplyData_Planar8.vUnpremultiplyData_Planar8_CV
00007ff80850a810 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
00007ff841d6c818 (__DATA,__bss) non-external _vImageUnpremultiplyData_PlanarF.vUnpremultiplyData_PlanarF_CV
00007ff80850b950 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
00007ff841d6c850 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16F.vUnpremultiplyData_RGBA16F_CV
00007ff80850b4f0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
00007ff841d6c840 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16Q12.vUnpremultiplyData_RGBA16Q12_CV
00007ff80850b060 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
00007ff841d6c830 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16U.vUnpremultiplyData_RGBA16U_CV
00007ff808489d60 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
00007ff841d6bff8 (__DATA,__data) non-external _vImageUnpremultiplyData_RGBA8888.vUnpremultiplyData_RGBA8888_CV
00007ff80850b720 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
00007ff841d6c848 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBAFFFF.vUnpremultiplyData_RGBAFFFF_CV
00007ff808617d00 (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
00007ff8086176a0 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
00007ff8086173b0 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
00007ff8086170c0 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
00007ff808617990 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
00007ff808617cf0 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
00007ff808617ce0 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
00007ff808617c80 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
00007ff808616ab0 (__TEXT,__text) external _vImageVerticalReflect_Planar8
00007ff808616dd0 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
00007ff80878a7c0 (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
00007ff841d6d0e8 (__DATA,__bss) non-external _vImageVerticalShearD_ARGB16F.vVerticalShear_ARGB16F
00007ff808607810 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
00007ff808606c60 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
00007ff8084e9310 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
00007ff8086129c0 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
00007ff80878a1a0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
00007ff841d6d0d8 (__DATA,__bss) non-external _vImageVerticalShearD_CbCr16F.vVerticalShear_CbCr16F
00007ff808610370 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
00007ff808610010 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
00007ff80878ae60 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
00007ff841d6d0f8 (__DATA,__bss) non-external _vImageVerticalShearD_CbCrF.vVerticalShear_CbCrF
00007ff808789b90 (__TEXT,__text) external _vImageVerticalShearD_Planar16F
00007ff841d6d0c8 (__DATA,__bss) non-external _vImageVerticalShearD_Planar16F.vVerticalShear_Planar16F
00007ff808603f80 (__TEXT,__text) external _vImageVerticalShearD_Planar8
00007ff808604a70 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
00007ff80878aab0 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
00007ff80860ba50 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
00007ff8084c7d90 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
00007ff8084b4730 (__TEXT,__text) external _vImageVerticalShear_ARGB8888
00007ff808608310 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
00007ff80878a490 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
00007ff808610450 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
00007ff80860b130 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
00007ff8084d5810 (__TEXT,__text) external _vImageVerticalShear_CbCr8
00007ff80878b150 (__TEXT,__text) external _vImageVerticalShear_CbCrF
00007ff808789e70 (__TEXT,__text) external _vImageVerticalShear_Planar16F
00007ff808609010 (__TEXT,__text) external _vImageVerticalShear_Planar16S
00007ff808609d00 (__TEXT,__text) external _vImageVerticalShear_Planar16U
00007ff8084cfe90 (__TEXT,__text) external _vImageVerticalShear_Planar8
00007ff80860a860 (__TEXT,__text) external _vImageVerticalShear_PlanarF
00007ff80860ca20 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
00007ff8087a2470 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
00007ff8087c2a90 (__TEXT,__text) non-external (was a private external) _vImage_free
00007ff8087c2a80 (__TEXT,__text) non-external (was a private external) _vImage_malloc
00007ff8087c2ab0 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
00007ff8086d4cf0 (__TEXT,__text) non-external (was a private external) _vImage_vramp
00007ff808c52f20 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx
00007ff808db9390 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx2
00007ff80897f910 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx512
00007ff808add310 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_sse4_1
00007ff8087e7630 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
00007ff808c3f030 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx
00007ff808da5890 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx2
00007ff80896f490 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx512
00007ff808ac4ec0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_sse4_1
00007ff8087cf1e0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
00007ff808c3e0a0 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx
00007ff808da4900 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx2
00007ff80896e4e0 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx512
00007ff808ac3a30 (__TEXT,__text) non-external (was a private external) _vInvert_8_sse4_1
00007ff8087cdd50 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
00007ff808c40480 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx
00007ff808da6ce0 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx2
00007ff808970910 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx512
00007ff808ac6540 (__TEXT,__text) non-external (was a private external) _vInvert_F_sse4_1
00007ff8087d0860 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
00007ff808c3ad50 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx
00007ff808da1160 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx2
00007ff808969ea0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx512
00007ff808ac0600 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_sse4_1
00007ff8087ca920 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
00007ff808c36d50 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx
00007ff808d9bc50 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx2
00007ff808963390 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx512
00007ff808abc500 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_sse4_1
00007ff8087c6820 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
00007ff808c399f0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx
00007ff808d9f810 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx2
00007ff808968130 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx512
00007ff808abf060 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_sse4_1
00007ff8087c9380 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
00007ff808c33f30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx
00007ff808d97fe0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx2
00007ff80895f030 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx512
00007ff808ab97e0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_sse4_1
00007ff8087c3b00 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
00007ff808c385c0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx
00007ff808d9d920 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx2
00007ff808965b20 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx512
00007ff808abdb30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_sse4_1
00007ff8087c7e50 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
00007ff808c35400 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx
00007ff808d99eb0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx2
00007ff808961480 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx512
00007ff808abac10 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_sse4_1
00007ff8087c4f30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
00007ff808c3d380 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx
00007ff808da3ba0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx2
00007ff80896d580 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx512
00007ff808ac2b30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_sse4_1
00007ff8087cce50 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
00007ff808c3c620 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx
00007ff808da2e40 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx2
00007ff80896c620 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx512
00007ff808ac1c90 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_sse4_1
00007ff8087cbfb0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
00007ff808dbcf80 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_avx2
00007ff8087ed2e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
00007ff808dbd1e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_avx2
00007ff8087ed570 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
00007ff80868cf40 (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
00007ff80848c080 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
00007ff80868c500 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
00007ff808c53980 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx
00007ff808dbcd00 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx2
00007ff80897ffe0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx512
00007ff808ae2d40 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_sse4_1
00007ff8087ed060 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
00007ff80868d310 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
00007ff8084e36a0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
00007ff8084e74c0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
00007ff80868c240 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
00007ff80868d300 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
00007ff8084aee70 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
00007ff8086a2580 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
00007ff808599e60 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_AVX
00007ff8086cf100 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_AVX2
00007ff80873be50 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_SSE4_1
00007ff8086a25a0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_resolver
00007ff8086b34b0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_scalar
00007ff841d6c380 (__DATA,__data) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_vec
00007ff8084cd3a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
00007ff808680520 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
00007ff80866f360 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8_avx2
00007ff8086817d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
00007ff808681af0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
00007ff808668a80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx
00007ff808670e60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx2
