
/Volumes/macOS Mojave/System/Library/Frameworks/Python.framework/Versions/2.7/Python (for architecture i386):
000acc04 (__TEXT,__text) external _AEDesc_Convert
000000000000cb01 (__TEXT,__text) external __Py_bytes_isupper
000000000000cc0d (__TEXT,__text) external __Py_bytes_lower
000000000000cd64 (__TEXT,__text) external __Py_bytes_swapcase
000000000000cc97 (__TEXT,__text) external __Py_bytes_title
000000000000cc53 (__TEXT,__text) external __Py_bytes_upper
0000000000018805 (__TEXT,__text) external __Py_c_abs
00000000000185a0 (__TEXT,__text) external __Py_c_diff
00000000000185ae (__TEXT,__text) external __Py_c_neg
00000000000186e5 (__TEXT,__text) external __Py_c_pow
00000000000185c1 (__TEXT,__text) external __Py_c_prod
00000000000185eb (__TEXT,__text) external __Py_c_quot
0000000000018592 (__TEXT,__text) external __Py_c_sum
00000000000e6b20 (__TEXT,__const) external __Py_capitalize__doc__
0000000000108ee8 (__DATA,__data) external __Py_capsule_hack
0000000000108ef0 (__DATA,__data) external __Py_cobject_hack
000000000006b6c4 (__TEXT,__text) external __Py_comprehension
00000000000f0310 (__TEXT,__const) external __Py_ctype_table
00000000000f0710 (__TEXT,__const) external __Py_ctype_tolower
00000000000f0810 (__TEXT,__const) external __Py_ctype_toupper
00000000000029f0 (__TEXT,__text) external __Py_delbitset
00000000000ad73c (__TEXT,__text) external __Py_dg_dtoa
00000000000ad6ff (__TEXT,__text) external __Py_dg_freedtoa
00000000000ab414 (__TEXT,__text) external __Py_dg_strtod
0000000000023910 (__TEXT,__text) external __Py_double_round
000000000000314c (__TEXT,__text) external __Py_findlabel
0000000000002e0d (__TEXT,__text) external __Py_freegrammar
0000000000001641 (__TEXT,__text) external __Py_gitidentifier
0000000000001634 (__TEXT,__text) external __Py_gitversion
00000000000e66a0 (__TEXT,__const) external __Py_isalnum__doc__
00000000000e6610 (__TEXT,__const) external __Py_isalpha__doc__
00000000000e6730 (__TEXT,__const) external __Py_isdigit__doc__
00000000000e67b0 (__TEXT,__const) external __Py_islower__doc__
00000000000e6580 (__TEXT,__const) external __Py_isspace__doc__
00000000000e68d0 (__TEXT,__const) external __Py_istitle__doc__
00000000000e6840 (__TEXT,__const) external __Py_isupper__doc__
000000000006b7d7 (__TEXT,__text) external __Py_keyword
00000000000e69c0 (__TEXT,__const) external __Py_lower__doc__
0000000000002a5e (__TEXT,__text) external __Py_mergebitset
0000000000002a82 (__TEXT,__text) external __Py_meta_grammar
0000000000002985 (__TEXT,__text) external __Py_newbitset
0000000000002dc7 (__TEXT,__text) external __Py_newgrammar
00000000000aa7b5 (__TEXT,__text) external __Py_parse_inf_or_nan
00000000000034dc (__TEXT,__text) external __Py_pgen
0000000000002a2e (__TEXT,__text) external __Py_samebitset
00000000000e6ba0 (__TEXT,__const) external __Py_swapcase__doc__
00000000000e6a80 (__TEXT,__const) external __Py_title__doc__
00000000000031a0 (__TEXT,__text) external __Py_translatelabels
00000000000e6a20 (__TEXT,__const) external __Py_upper__doc__
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___divti3 (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memmove_chk (from libSystem)
                 (undefined) external ___sincos_stret (from libSystem)
                 (undefined) external ___sprintf_chk (from libSystem)
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___strcat_chk (from libSystem)
                 (undefined) external ___strcpy_chk (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
                 (undefined) external ___strncpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external ___udivti3 (from libSystem)
                 (undefined) external ___vsnprintf_chk (from libSystem)
                 (undefined) external __exit (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _access (from libSystem)
                 (undefined) external _alarm (from libSystem)
0000000000077260 (__TEXT,__text) external _asdl_int_seq_new
00000000000771f8 (__TEXT,__text) external _asdl_seq_new
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _btowc (from libSystem)
                 (undefined) external _chdir (from libSystem)
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
                 (undefined) external _chroot (from libSystem)
                 (undefined) external _clearerr (from libSystem)
                 (undefined) external _clock (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
                 (undefined) external _confstr (from libSystem)
                 (undefined) external _ctermid_r (from libSystem)
                 (undefined) weak external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _dup (from libSystem)
                 (undefined) external _dup2 (from libSystem)
                 (undefined) external _endpwent (from libSystem)
                 (undefined) external _execv (from libSystem)
                 (undefined) external _execve (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
                 (undefined) external _fchdir (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fdopen$DARWIN_EXTSN (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fmaxl (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fopen$DARWIN_EXTSN (from libSystem)
                 (undefined) external _fork (from libSystem)
                 (undefined) external _forkpty (from libSystem)
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexp (from libSystem)
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) weak external _fstatvfs (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getc (from libSystem)
                 (undefined) external _getcwd (from libSystem)
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getgid (from libSystem)
                 (undefined) external _getgroups$DARWIN_EXTSN (from libSystem)
                 (undefined) external _getitimer (from libSystem)
                 (undefined) external _getloadavg (from libSystem)
                 (undefined) external _getlogin (from libSystem)
                 (undefined) external _getpgid (from libSystem)
                 (undefined) external _getpgrp (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getppid (from libSystem)
                 (undefined) external _getpwent (from libSystem)
                 (undefined) external _getpwnam (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _getsid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _hypot (from libSystem)
000000000006b883 (__TEXT,__text) external _init_ast
00000000000c5133 (__TEXT,__text) external _init_codecs
00000000000bdf7c (__TEXT,__text) external _init_sre
00000000000c8518 (__TEXT,__text) external _init_symtable
00000000000c6665 (__TEXT,__text) external _init_weakref
00000000000bd185 (__TEXT,__text) external _initerrno
00000000000b4c4e (__TEXT,__text) external _initgc
                 (undefined) external _initgroups (from libSystem)
000000000009a338 (__TEXT,__text) external _initimp
00000000000b8126 (__TEXT,__text) external _initposix
00000000000bdc44 (__TEXT,__text) external _initpwd
00000000000b6d6e (__TEXT,__text) external _initsignal
00000000000b600a (__TEXT,__text) external _initthread
00000000000c87e5 (__TEXT,__text) external _initxxsubtype
00000000000c6905 (__TEXT,__text) external _initzipimport
                 (undefined) external _isatty (from libSystem)
                 (undefined) external _kill (from libSystem)
                 (undefined) external _killpg (from libSystem)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) weak external _lchown (from libSystem)
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _link (from libSystem)
                 (undefined) external _localeconv (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _logbl (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mknod (from libSystem)
                 (undefined) external _mktime (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _modf (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _nice (from libSystem)
                 (undefined) external _nl_langinfo (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _openpty (from libSystem)
                 (undefined) external _pathconf (from libSystem)
                 (undefined) external _pause (from libSystem)
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _pipe (from libSystem)
                 (undefined) external _popen$DARWIN_EXTSN (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setscope (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_detach (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_trylock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putc (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _putenv (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir$INODE64 (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _rename (from libSystem)
                 (undefined) external _rewind (from libSystem)
                 (undefined) external _rmdir (from libSystem)
                 (undefined) external _rootless_restricted_environment (from libSystem)
                 (undefined) external _round (from libSystem)
                 (undefined) external _scalbnl (from libSystem)
                 (undefined) external _setbuf (from libSystem)
                 (undefined) external _setegid (from libSystem)
                 (undefined) external _seteuid (from libSystem)
                 (undefined) external _setgid (from libSystem)
                 (undefined) external _setgroups (from libSystem)
                 (undefined) external _setitimer (from libSystem)
                 (undefined) external _setlocale (from libSystem)
                 (undefined) external _setpgid (from libSystem)
                 (undefined) external _setpgrp (from libSystem)
                 (undefined) external _setpwent (from libSystem)
                 (undefined) external _setregid (from libSystem)
                 (undefined) external _setreuid (from libSystem)
                 (undefined) external _setsid (from libSystem)
                 (undefined) external _setuid (from libSystem)
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _siginterrupt (from libSystem)
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) weak external _statvfs (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strpbrk (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtok (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _symlink (from libSystem)
