00007ff808f96120 (__TEXT,__const) non-external _A1_Table
00007ff808ca2310 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_CV_avx
00007ff808e23720 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_CV_avx2
00007ff8089d1f10 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_CV_avx512
00007ff808b39870 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_CV_sse4_1
00007ff808864970 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_PlanarF_CV_vec
00007ff808ca33d0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_avx
00007ff808e246d0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_avx2
00007ff8089d2e00 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_avx512
00007ff808b3aa20 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_sse4_1
00007ff808865b20 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16F_CV_vec
00007ff808c4bdd0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16Q12_avx
00007ff808db2120 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16Q12_avx2
00007ff8084ba9c0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16Q12_avx512
00007ff808ad5320 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16Q12_sse4_1
00007ff8087df640 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16Q12_vec
00007ff808ca2e80 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16U_CV_avx
00007ff808e24040 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16U_CV_avx2
00007ff8089d2510 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16U_CV_avx512
00007ff808b3a440 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16U_CV_sse4_1
00007ff808865540 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA16U_CV_vec
00007ff808ca2a30 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA8888_CV_avx
00007ff808e23c60 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA8888_CV_avx2
00007ff808480f20 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA8888_CV_avx512
00007ff808b39fb0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA8888_CV_sse4_1
00007ff8088650b0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBA8888_CV_vec
00007ff808ca31e0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBAFFFF_CV_avx
00007ff808e24450 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBAFFFF_CV_avx2
00007ff8089d2aa0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBAFFFF_CV_avx512
00007ff808b3a800 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBAFFFF_CV_sse4_1
00007ff808865900 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_RGBAFFFF_CV_vec
00007ff8086841b0 (__TEXT,__text) non-external (was a private external) _vQuartilePolynomial_PlanarF_WithFixedTable
00007ff808f97c40 (__TEXT,__const) non-external _vQuartilePolynomial_PlanarF_WithFixedTable.index_lookup_table
00007ff808671af0 (__TEXT,__text) non-external (was a private external) _vQuartilePolynomial_PlanarF_WithPerm
00007ff80866d150 (__TEXT,__text) non-external (was a private external) _vQuartilePolynomial_PlanarF_WithPerm_AVX2
00007ff808685e40 (__TEXT,__text) non-external _vQuartilePolynomial_PlanarF_WithTable
00007ff808673aa0 (__TEXT,__text) non-external (was a private external) _vQuartileRational_PlanarF_WithPerm
00007ff808690220 (__TEXT,__text) non-external (was a private external) _vQuartileRational_PlanarF_WithTable
00007ff80856a7e0 (__TEXT,__text) non-external (was a private external) _vRGB565toARGB8888
00007ff80856c590 (__TEXT,__text) non-external (was a private external) _vRGB565toBGRA8888
00007ff808573460 (__TEXT,__text) non-external (was a private external) _vRGB565toPlanar8
00007ff80856b690 (__TEXT,__text) non-external (was a private external) _vRGB565toRGBA8888
00007ff808546670 (__TEXT,__text) non-external (was a private external) _vRGBA5551toRGBA8888
00007ff8085471e0 (__TEXT,__text) non-external (was a private external) _vRGBA8888toRGBA5551
00007ff808697200 (__TEXT,__text) non-external _vRational_PlanarF
00007ff808669a80 (__TEXT,__text) non-external _vRational_PlanarF_AVX
00007ff808d1b970 (__TEXT,__text) non-external (was a private external) _vRemap_Planar8_fp16_line8_avx
00007ff808e98a10 (__TEXT,__text) non-external (was a private external) _vRemap_Planar8_fp16_line8_avx2
00007ff808a44e00 (__TEXT,__text) non-external (was a private external) _vRemap_Planar8_fp16_line8_avx512
00007ff808bb7f70 (__TEXT,__text) non-external (was a private external) _vRemap_Planar8_fp16_line8_sse4_1
00007ff8088e3070 (__TEXT,__text) non-external (was a private external) _vRemap_Planar8_fp16_line8_vec
00007ff808959f40 (__TEXT,__text) non-external _vRotateClockwise270Degree_ARGB_16U
00007ff808ab49f0 (__TEXT,__text) non-external _vRotateClockwise270Degree_ARGB_16U
00007ff808c2ee40 (__TEXT,__text) non-external _vRotateClockwise270Degree_ARGB_16U
00007ff808d93210 (__TEXT,__text) non-external _vRotateClockwise270Degree_ARGB_16U
00007ff808f06210 (__TEXT,__text) non-external _vRotateClockwise270Degree_ARGB_16U
00007ff8089573d0 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt16
00007ff808ab1ef0 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt16
00007ff808c2c2d0 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt16
00007ff808d90a20 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt16
00007ff808f03950 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt16
00007ff808954270 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt8
00007ff808aaecb0 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt8
00007ff808c29170 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt8
00007ff808d8da10 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt8
00007ff808f00960 (__TEXT,__text) non-external _vRotateClockwise270Degree_UInt8
00007ff8089584f0 (__TEXT,__text) non-external _vRotateClockwise90Degree_ARGB_16U
00007ff808ab2fb0 (__TEXT,__text) non-external _vRotateClockwise90Degree_ARGB_16U
00007ff808c2d3f0 (__TEXT,__text) non-external _vRotateClockwise90Degree_ARGB_16U
00007ff808d91af0 (__TEXT,__text) non-external _vRotateClockwise90Degree_ARGB_16U
00007ff808f04a10 (__TEXT,__text) non-external _vRotateClockwise90Degree_ARGB_16U
00007ff808955a00 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt16
00007ff808ab00e0 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt16
00007ff808c2a900 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt16
00007ff808d8ee10 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt16
00007ff808f01d60 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt16
00007ff808952130 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt8
00007ff808aaca10 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt8
00007ff808c27030 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt8
00007ff808d8bc90 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt8
00007ff808efe9c0 (__TEXT,__text) non-external _vRotateClockwise90Degree_UInt8
00007ff808d17a50 (__TEXT,__text) non-external (was a private external) _vRotate_270Degree_32_avx
00007ff808e949b0 (__TEXT,__text) non-external (was a private external) _vRotate_270Degree_32_avx2
00007ff808a40aa0 (__TEXT,__text) non-external (was a private external) _vRotate_270Degree_32_avx512
00007ff808bb3cc0 (__TEXT,__text) non-external (was a private external) _vRotate_270Degree_32_sse4_1
00007ff8088dedc0 (__TEXT,__text) non-external (was a private external) _vRotate_270Degree_32_vec
00007ff808d179f0 (__TEXT,__text) non-external (was a private external) _vRotate_90Degree_32_avx
00007ff808e94950 (__TEXT,__text) non-external (was a private external) _vRotate_90Degree_32_avx2
00007ff808a40a30 (__TEXT,__text) non-external (was a private external) _vRotate_90Degree_32_avx512
00007ff808bb3c40 (__TEXT,__text) non-external (was a private external) _vRotate_90Degree_32_sse4_1
00007ff8088ded40 (__TEXT,__text) non-external (was a private external) _vRotate_90Degree_32_vec
00007ff8088def60 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_0Degree
00007ff808a40c30 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_0Degree
00007ff808bb3e60 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_0Degree
00007ff808d17bd0 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_0Degree
00007ff808e94b30 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_0Degree
00007ff8088e0b10 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_180Degree
00007ff808a428e0 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_180Degree
00007ff808bb5a10 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_180Degree
00007ff808d19840 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_180Degree
00007ff808e967a0 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_180Degree
00007ff8088e1a50 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_270Degree
00007ff808a43bb0 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_270Degree
00007ff808bb6950 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_270Degree
00007ff808d1a760 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_270Degree
00007ff808e97800 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_270Degree
00007ff8088df980 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_90Degree
00007ff808a41650 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_90Degree
00007ff808bb4880 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_90Degree
00007ff808d185f0 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_90Degree
00007ff808e95550 (__TEXT,__text) non-external _vRotate_90_ARGB_16U_90Degree
00007ff808d17ab0 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_16U_avx
00007ff808e94a10 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_16U_avx2
00007ff808a40b10 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_16U_avx512
00007ff808bb3d40 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_16U_sse4_1
00007ff8088dee40 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_16U_vec
00007ff808773020 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_8888
00007ff841d6cf18 (__DATA,__bss) non-external _vRotate_90_ARGB_8888_180Degree.vmemrev32
00007ff841d6cf20 (__DATA,__bss) non-external _vRotate_90_ARGB_8888_270Degree.vRotate_270Degree_32
00007ff841d6cf10 (__DATA,__bss) non-external _vRotate_90_ARGB_8888_90Degree.vRotate_90Degree_32
00007ff80877bee0 (__TEXT,__text) non-external (was a private external) _vRotate_90_ARGB_FFFF
00007ff808777420 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_Float
00007ff841d6cf30 (__DATA,__bss) non-external _vRotate_90_Planar_Float_180Degree.vmemrev32
00007ff841d6cf38 (__DATA,__bss) non-external _vRotate_90_Planar_Float_270Degree.vRotate_270Degree_32
00007ff841d6cf28 (__DATA,__bss) non-external _vRotate_90_Planar_Float_90Degree.vRotate_90Degree_32
00007ff8088da7e0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_0Degree
00007ff808a3bfc0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_0Degree
00007ff808baf6e0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_0Degree
00007ff808d13600 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_0Degree
00007ff808e902b0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_0Degree
00007ff8088dc840 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_180Degree
00007ff808a3e000 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_180Degree
00007ff808bb1740 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_180Degree
00007ff808d15460 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_180Degree
00007ff808e920f0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_180Degree
00007ff8088dda70 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_270Degree
00007ff808a3f660 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_270Degree
00007ff808bb2970 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_270Degree
00007ff808d16940 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_270Degree
00007ff808e93860 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_270Degree
00007ff8088db700 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_90Degree
00007ff808a3cee0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_90Degree
00007ff808bb0600 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_90Degree
00007ff808d14520 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_90Degree
00007ff808e911d0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt16_90Degree
00007ff808d134d0 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt16_avx
00007ff808e90180 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt16_avx2
00007ff808a3be90 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt16_avx512
00007ff808baf5b0 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt16_sse4_1
00007ff8088da6b0 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt16_vec
00007ff8088d6e70 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_0Degree
00007ff808a383a0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_0Degree
00007ff808babd70 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_0Degree
00007ff808d0fc90 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_0Degree
00007ff808e8c690 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_0Degree
00007ff8088d8790 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_180Degree
00007ff808a39cc0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_180Degree
00007ff808bad690 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_180Degree
00007ff808d115b0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_180Degree
00007ff808e8dfb0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_180Degree
00007ff8088d9c00 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_270Degree
00007ff808a3b3e0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_270Degree
00007ff808baeb00 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_270Degree
00007ff808d12a20 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_270Degree
00007ff808e8f6d0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_270Degree
00007ff8088d7c90 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_90Degree
00007ff808a391c0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_90Degree
00007ff808bacb90 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_90Degree
00007ff808d10ab0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_90Degree
00007ff808e8d4b0 (__TEXT,__text) non-external _vRotate_90_Planar_UInt8_90Degree
00007ff808d0fb60 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt8_avx
00007ff808e8c560 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt8_avx2
00007ff808a38270 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt8_avx512
00007ff808babc40 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt8_sse4_1
00007ff8088d6d40 (__TEXT,__text) non-external (was a private external) _vRotate_90_Planar_UInt8_vec
00007ff80857ada0 (__TEXT,__text) non-external (was a private external) _vSelectChannels_ARGB8888
00007ff80857b8a0 (__TEXT,__text) non-external (was a private external) _vSelectChannels_ARGBFFFF
00007ff80853b770 (__TEXT,__text) non-external (was a private external) _vSelectChannels_ARGBFFFF_AVX
00007ff808d25060 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fbgf_avx
00007ff808ea0f30 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fbgf_avx2
00007ff808a4cf80 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fbgf_avx512
00007ff808bc1810 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fbgf_sse4_1
00007ff8088ec910 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fbgf_vec
00007ff808d26a20 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fcip_avx
00007ff808ea2270 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fcip_avx2
00007ff808a4e700 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fcip_avx512
00007ff808bc3270 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fcip_sse4_1
00007ff8088ee370 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fcip_vec
00007ff808d23680 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fext_avx
00007ff808e9fc50 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fext_avx2
00007ff808a4bb60 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fext_avx512
00007ff808bbfd60 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fext_sse4_1
00007ff8088eae60 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Fext_vec
00007ff808d2d700 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ubgf_avx
00007ff808ea86d0 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ubgf_avx2
00007ff808a551a0 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ubgf_avx512
00007ff808bc9f70 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ubgf_sse4_1
00007ff8088f5070 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ubgf_vec
00007ff808d2e9e0 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ucip_avx
00007ff808ea9930 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ucip_avx2
00007ff808a567c0 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ucip_avx512
00007ff808bcb1d0 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ucip_sse4_1
00007ff8088f62d0 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Ucip_vec
00007ff808d2c460 (__TEXT,__text) non-external (was a private external) _vSepConvolve16Uext_avx
