00000001ecb2c140 (__DATA,__data) non-external _.compoundliteral
00000001e534bd60 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001e534b6a0 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001e5349d08 (__TEXT,__text) non-external _serializeMethodCallFields
00000001e5349e34 (__TEXT,__text) non-external _serializeNotEqualFields
00000001e534d624 (__TEXT,__text) non-external _serializeOffsetFields
00000001e5349fe4 (__TEXT,__text) non-external _serializeOpAssignFields
00000001e534e3cc (__TEXT,__text) non-external _serializePPStreamOpFields
00000001e534a498 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001e534b0c0 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001e534ad0c (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001e534ad60 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001e534c420 (__TEXT,__text) non-external _serializeQualifierListFields
00000001e534d574 (__TEXT,__text) non-external _serializeRawCallFields
00000001e534a008 (__TEXT,__text) non-external _serializeReadInputFields
00000001e534d1cc (__TEXT,__text) non-external _serializeReturnStatementFields
00000001e534b474 (__TEXT,__text) non-external _serializeStructTypeFields
00000001e5350548 (__TEXT,__text) non-external _serializeStructureFields
00000001e5349cb4 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001e534d5dc (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001e534c0c0 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001e534f3d4 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001e534d214 (__TEXT,__text) non-external _serializeTopLevelFields
00000001e5349380 (__TEXT,__text) non-external _serializeTypeConversionFields
00000001e5349b30 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001e534a894 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001e534a9ac (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001e5349adc (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001e534a050 (__TEXT,__text) non-external _serializeWriteOutputFields
00000001e534655c (__TEXT,__text) non-external _serialize_GLPASTNode
00000001e5348ce8 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001e5344574 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001e5348464 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001e5344518 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001e5346c04 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001e5323a24 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001e53508a8 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001e5342224 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001e53475cc (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001e5323524 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001e52e03d8 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001e53336e8 (__TEXT,__text) non-external _simple_str_getch
00000001e53337f8 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001e52db270 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001e52db240 (__TEXT,__text) non-external _std140MatrixStride
00000001e52db294 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001e52db36c (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001e52db29c (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001e52db290 (__TEXT,__text) non-external _std140SizeToBytes
00000001e52db194 (__TEXT,__text) non-external _std140TypeAlign
00000001e52db0a4 (__TEXT,__text) non-external _std140TypeSize
00000001e5333288 (__TEXT,__text) non-external _str_getch
00000001e53333b4 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001e53339b4 (__TEXT,__text) non-external _token_pasted_str_getch
00000001e53338fc (__TEXT,__text) non-external _token_pasted_str_scan
00000001e5333a7c (__TEXT,__text) non-external _token_pasted_str_ungetch
00000001e8d20de8 (__DATA_CONST,__const) non-external _tokens
00000001e53265d8 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001e5316860 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001e5325e68 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001e535a0b8 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001e53256a0 (__TEXT,__text) non-external _typeFromGLPBinding
00000001e5326ad8 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001e5326684 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001e5304bac (__TEXT,__text) non-external _uniqueComponentCount
00000001e5334198 (__TEXT,__text) non-external _unlinkScope
00000001f5dec580 (__AUTH_CONST,__const) non-external (was a private external) _unop
00000001e8d1fba8 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001e5352540 (__TEXT,__text) non-external _writeASTNode
00000001e5353808 (__TEXT,__text) non-external _writeAdd
00000001e53530d0 (__TEXT,__text) non-external _writeArrayAccess
00000001e53547a0 (__TEXT,__text) non-external _writeArrayType
00000001e5353de0 (__TEXT,__text) non-external _writeAssign
00000001e53553d8 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000001e5353c80 (__TEXT,__text) non-external _writeBitwiseAnd
00000001e53536a8 (__TEXT,__text) non-external _writeBitwiseNot
00000001e5353cd8 (__TEXT,__text) non-external _writeBitwiseOr
00000001e5353d30 (__TEXT,__text) non-external _writeBitwiseXor
00000001e5354fb4 (__TEXT,__text) non-external _writeBlock
00000001e5355220 (__TEXT,__text) non-external _writeBreakStatement
00000001e5355170 (__TEXT,__text) non-external _writeCaseStatement
00000001e5353f40 (__TEXT,__text) non-external _writeCommaExpr
00000001e5353020 (__TEXT,__text) non-external _writeConstant
00000001e53533e8 (__TEXT,__text) non-external _writeConstructorCall
00000001e5355278 (__TEXT,__text) non-external _writeContinueStatement
00000001e53551c8 (__TEXT,__text) non-external _writeDefaultStatement
00000001e53552d0 (__TEXT,__text) non-external _writeDiscardStatement
00000001e5353758 (__TEXT,__text) non-external _writeDivide
00000001e5353ac8 (__TEXT,__text) non-external _writeEqual
00000001e5354f5c (__TEXT,__text) non-external _writeExpressionStatement
00000001e5353128 (__TEXT,__text) non-external _writeFieldAccess
00000001e53547f8 (__TEXT,__text) non-external _writeFieldDeclaration
00000001e5353230 (__TEXT,__text) non-external _writeFunctionCall
00000001e5354648 (__TEXT,__text) non-external _writeFunctionDefinition
00000001e5354078 (__TEXT,__text) non-external _writeFunctionPrototype
00000001e5354d78 (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000001e5353a18 (__TEXT,__text) non-external _writeGreater
00000001e5353a70 (__TEXT,__text) non-external _writeGreaterEqual
00000001e5355820 (__TEXT,__text) non-external _writeIBPartialDeref
00000001e5353d88 (__TEXT,__text) non-external _writeIfExpr
00000001e5355068 (__TEXT,__text) non-external _writeIfStatement
00000001e5354958 (__TEXT,__text) non-external _writeInterfaceBlock
00000001e5354bcc (__TEXT,__text) non-external _writeKeywordQualifier
00000001e53556e8 (__TEXT,__text) non-external _writeLValue
00000001e5355bb0 (__TEXT,__text) non-external _writeLayoutObject
00000001e5354e44 (__TEXT,__text) non-external _writeLayoutPair
00000001e5354c70 (__TEXT,__text) non-external _writeLayoutQualifier
00000001e5354b74 (__TEXT,__text) non-external _writeLayoutType
00000001e5353968 (__TEXT,__text) non-external _writeLess
00000001e53539c0 (__TEXT,__text) non-external _writeLessEqual
00000001e5353b78 (__TEXT,__text) non-external _writeLogicalAnd
00000001e5353650 (__TEXT,__text) non-external _writeLogicalNot
00000001e5353bd0 (__TEXT,__text) non-external _writeLogicalOr
00000001e5353c28 (__TEXT,__text) non-external _writeLogicalXor
00000001e53550c0 (__TEXT,__text) non-external _writeLoopStatement
00000001e5353338 (__TEXT,__text) non-external _writeMethodCall
00000001e53537b0 (__TEXT,__text) non-external _writeModulo
00000001e5353700 (__TEXT,__text) non-external _writeMultiply
00000001e53535f8 (__TEXT,__text) non-external _writeNegate
00000001e5353b20 (__TEXT,__text) non-external _writeNotEqual
00000001e535559c (__TEXT,__text) non-external _writeOffset
00000001e5353e38 (__TEXT,__text) non-external _writeOpAssign
00000001e5355878 (__TEXT,__text) non-external _writePPStreamOp
00000001e5353f98 (__TEXT,__text) non-external _writeParameterDeclaration
00000001e5353498 (__TEXT,__text) non-external _writePostdecrement
00000001e5353440 (__TEXT,__text) non-external _writePostincrement
00000001e5354540 (__TEXT,__text) non-external _writePrecisionDeclaration
00000001e5353548 (__TEXT,__text) non-external _writePredecrement
00000001e53534f0 (__TEXT,__text) non-external _writePreincrement
00000001e53546f8 (__TEXT,__text) non-external _writePrimitiveType
00000001e5354598 (__TEXT,__text) non-external _writeQualifiedDeclaration
00000001e53545f0 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00000001e53546a0 (__TEXT,__text) non-external _writeQualifiedType
00000001e5354d20 (__TEXT,__text) non-external _writeQualifierList
00000001e53557c8 (__TEXT,__text) non-external _writeRValue
00000001e5355430 (__TEXT,__text) non-external _writeRawCall
00000001e5353e90 (__TEXT,__text) non-external _writeReadInput
00000001e5355328 (__TEXT,__text) non-external _writeReturnStatement
00000001e5355b30 (__TEXT,__text) non-external _writeSAInfo
00000001e53538b8 (__TEXT,__text) non-external _writeShiftLeft
00000001e5353910 (__TEXT,__text) non-external _writeShiftRight
00000001e53548a8 (__TEXT,__text) non-external _writeStructType
00000001e53532e0 (__TEXT,__text) non-external _writeSubroutineArrayCall
00000001e53554ec (__TEXT,__text) non-external _writeSubroutineRawCall
00000001e5354cc8 (__TEXT,__text) non-external _writeSubroutineTypeList
00000001e5355a80 (__TEXT,__text) non-external _writeSubroutineUniform
00000001e5353860 (__TEXT,__text) non-external _writeSubtract
00000001e5355118 (__TEXT,__text) non-external _writeSwitchStatement
00000001e5355380 (__TEXT,__text) non-external _writeTopLevel
00000001e5352dec (__TEXT,__text) non-external _writeTypeConversion
00000001e5352f70 (__TEXT,__text) non-external _writeTypeIdentifier
00000001e53535a0 (__TEXT,__text) non-external _writeUnaryPlus
00000001e53531d8 (__TEXT,__text) non-external _writeUndeterminedCall
00000001e53542a8 (__TEXT,__text) non-external _writeVariableDeclaration
00000001e53544e8 (__TEXT,__text) non-external _writeVariableDeclarationGroup
00000001e5352ec0 (__TEXT,__text) non-external _writeVariableIdentifier
00000001e5353ee8 (__TEXT,__text) non-external _writeWriteOutput
00000001e537b400 (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
00000001e536b278 (__TEXT,__text) non-external _yyFail
00000001e536b608 (__TEXT,__text) non-external _yyMemoryExhausted
00000001e53a1670 (__TEXT,__const) non-external _yy_accept
00000001e53a26aa (__TEXT,__const) non-external _yy_base
00000001e53a1d48 (__TEXT,__const) non-external _yy_chk
00000001e53688b0 (__TEXT,__text) non-external (was a private external) _yy_create_buffer
00000001e53a2d96 (__TEXT,__const) non-external _yy_def
00000001e5368c78 (__TEXT,__text) non-external (was a private external) _yy_delete_buffer
00000001e53a1570 (__TEXT,__const) non-external _yy_ec
00000001e536917c (__TEXT,__text) non-external (was a private external) _yy_flush_buffer
00000001e5368db0 (__TEXT,__text) non-external _yy_get_next_buffer
00000001e5368cec (__TEXT,__text) non-external _yy_get_previous_state
00000001e53690fc (__TEXT,__text) non-external _yy_init_buffer
00000001e53a3482 (__TEXT,__const) non-external _yy_meta
00000001e53a34cc (__TEXT,__const) non-external _yy_nxt
00000001e536b620 (__TEXT,__text) non-external _yyaddDeferredAction
00000001e53a47b4 (__TEXT,__const) non-external _yycheck
00000001e536b314 (__TEXT,__text) non-external _yycompressStack
00000001e53a8cf0 (__TEXT,__const) non-external _yyconfl
00000001e53a8e42 (__TEXT,__const) non-external _yyconflp
00000001e53a4378 (__TEXT,__const) non-external _yydefact
00000001e53a888c (__TEXT,__const) non-external _yydefgoto
00000001e536b3ec (__TEXT,__text) non-external _yydestroyGLRState
00000001e53a9e78 (__TEXT,__const) non-external _yydprec
00000001e5368814 (__TEXT,__text) non-external _yyensure_buffer_stack
00000001e5369568 (__TEXT,__text) non-external (was a private external) _yyerror
00000001e536b450 (__TEXT,__text) non-external _yyexpandGLRStack
