00007ffb0de19a52 (__TEXT,__text) non-external _DiToMD5
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb43d67470 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb43d675d0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb41a25708 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb43d675d8 (__DATA,__common) external _gIOCommandMetaClass
00007ffb43d675e0 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb41a25718 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb41a25710 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb43d675b8 (__DATA,__common) external _gIODKDebug
00007ffb43d675e8 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb41a25720 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb43d675f0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb41a25728 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb43d675f8 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb41a25730 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb43d67600 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb41a25738 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb43d67608 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb41a25740 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb43d67610 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb41a25748 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb43d67648 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb41a25780 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb43d67618 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb41a25750 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb43d67620 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb41a25758 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb43d67628 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb41a25760 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb43d67650 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb41a25788 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb43d67630 (__DATA,__common) external _gIOReporterMetaClass
00007ffb41a25768 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb43d67658 (__DATA,__common) external _gIOServiceMetaClass
00007ffb43d67660 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb41a25798 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb43d67668 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb41a257a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb41a25790 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb43d67638 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb41a25770 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb43d67640 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb41a25778 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb43d67720 (__DATA,__common) external _gIOThreadMetaClass
00007ffb41a25858 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb43d67670 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb41a257a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb43d67678 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb41a257b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb43d67688 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb41a257c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb43d67690 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb41a257c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb43d67698 (__DATA,__common) external _gOSActionMetaClass
00007ffb41a257d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb43d67680 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb41a257b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb43d67718 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb41a25850 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb43d676a0 (__DATA,__common) external _gOSArrayMetaClass
00007ffb41a257d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb43d676a8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb41a257e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb43d676b0 (__DATA,__common) external _gOSBundleMetaClass
00007ffb41a257e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb43d676b8 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb41a257f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb43d676c0 (__DATA,__common) external _gOSContainerMetaClass
00007ffb41a257f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb43d676c8 (__DATA,__common) external _gOSDataMetaClass
00007ffb41a25800 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb43d676d0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb41a25808 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb43d676d8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb41a25810 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb43285f10 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb41a25700 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb43285d30 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb41a256f8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb43d676e0 (__DATA,__common) external _gOSNumberMetaClass
00007ffb41a25818 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb43d676e8 (__DATA,__common) external _gOSObjectMetaClass
00007ffb41a25820 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb43d676f0 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb41a25828 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb43d676f8 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb41a25830 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb43d67700 (__DATA,__common) external _gOSSetMetaClass
00007ffb41a25838 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb43d67708 (__DATA,__common) external _gOSStringMetaClass
00007ffb41a25840 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb43d67710 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb41a25848 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb0de11545 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb0de116ad (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb0de117b1 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb0de1192e (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb0de11256 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb0de113c2 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb0de103d4 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb0de13441 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb0de11ef7 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb0de102c4 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb0de12e1a (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb0de0ff48 (__TEXT,__text) non-external (was a private external) _io_connect_map_shared_memory
00007ffb0de130a9 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb0de1419c (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb0de13834 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb0de104c7 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb0de12f7d (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb0de15bb4 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb0de11152 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb0de0eb2e (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0de0ec3e (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb0de0e961 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb0de12aa6 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb0de0e7b0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb0de10c76 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb0de1288a (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb0de0f0d3 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb0de10f6e (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb0de0f461 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb0de159a3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0de0fb9a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb0de12022 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb0de0f638 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb0de11b0e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb0de0fd71 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb0de10622 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb0de1574c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb0de0f7e9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb0de14bbd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb0de15d81 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb0de0eeea (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb0de14d03 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb0de15ef9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb0de0f92f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb0de1223e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb0de14074 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb0de10aa9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb0de1094e (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb0de1083e (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb0de0f2b7 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb0de0f38c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb0de14a95 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb0de13c0c (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb0de13960 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb0de154cd (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb0de13e33 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb0de101ef (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb0de1487d (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb0de10d7a (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb0de1454a (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb0de14f52 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb0de14721 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb0de0ed13 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb0de15129 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb0de125d1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb0de1248d (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb0de11d2a (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
