00000001ec7e3798 (__DATA,__bss) non-external _AGCPrinter
00000001ee7d4478 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject22getUniqueIDFunctionSetEvE21uniqueID_function_set
00000001ec7e2038 (__DATA,__bss) non-external __ZZN17AGCLLVMUserObject23createSamplerHeapGlobalEvE12bind_indices
00000001ee7d43d8 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject23getDimensionFunctionMapEvE22dimension_function_map
00000001a8b62d78 (__TEXT,__text) non-external __ZZN17AGCLLVMUserObject24allocateBindlessTexturesERKNSt3__16vectorIPN4llvm5ValueENS0_9allocatorIS4_EEEERKNS_34TextureSamplerPlaceholderFunctionsESC_SC_ENK3$_4clES4_
00000001ec7e20b0 (__DATA,__bss) non-external __ZZN17AGCLLVMUserObject24getRaytracingFunctionMapEvE23raytracing_function_map
00000001e8ebfed0 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject25replaceSimdgroupAsyncCopyEvE5names
00000001ee7d4400 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject26getTextureFenceFunctionSetEvE25texturefence_function_set
00000001ee7d4428 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject27getIsNullTextureFunctionSetEvE28is_null_texture_function_set
00000001ec7e2088 (__DATA,__bss) non-external __ZZN17AGCLLVMUserObject27getTextureAtomicFunctionSetEvE27texture_atomic_function_set
00000001ee7d4450 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject28getGetNullTextureFunctionSetEvE29get_null_texture_function_set
00000001a8b751a4 (__TEXT,__text) non-external __ZZN17AGCLLVMUserObject29replaceArgumentBufferAccessesEPKNS_26IndirectArgumentBufferInfoEENK3$_0clEjPKN17AGCArgumentBuffer6BufferE
00000001a8b558ec (__TEXT,__text) non-external __ZZN17AGCLLVMUserObject31initializeRaytracingFunctionMapEvENK3$_0clENSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000001a8b6fce4 (__TEXT,__text) non-external __ZZN17AGCLLVMUserObject32replaceSimdgroupAtomicWaitNotifyEvENK3$_0clEv
00000001ee7d4378 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject33buildBindlessImageArgumentPointerEPN4llvm5ValueEN18ImageArgumentQuery4EnumEE12bind_indices
00000001e8ebff10 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject33buildBindlessImageArgumentPointerEPN4llvm5ValueEN18ImageArgumentQuery4EnumEE16bind_index_names
00000001ec7e2010 (__DATA,__bss) non-external __ZZN17AGCLLVMUserObject34getShaderDebuggerTLSBuiltinArgMapsEvE31shader_debugger_builtin_arg_map
00000001a8b7abe4 (__TEXT,__text) non-external __ZZN17AGCLLVMUserObject34replaceGlobalTextureOrSamplerUsageEPN4llvm11GlobalValueEjjbRNS_34TextureSamplerPlaceholderFunctionsES4_ENK3$_2clES2_jjbPNS0_4TypeES4_
00000001e8ebf840 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE10image_dims
00000001e8ebfa20 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE11coord_types_0
00000001e8ebfa50 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE11coord_types_1
00000001e8ebf8f0 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE14rounding_modes
00000001e8ebf8c0 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE15coherence_modes
00000001e8ebf710 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE21sample_function_types
00000001e8ebf9f0 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE23sample_texture_subtypes
00000001e8ebfc90 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE9dim_funcs
00000001e8ebf930 (__DATA_CONST,__const) non-external __ZZN17AGCLLVMUserObject39initializeTextureAndSamplerFunctionMapsEvE9res_types
00000001a8b53e64 (__TEXT,__text) non-external __ZZN17AGCLLVMUserObject39optimizeReleaseAtomicsByDisableSmashingEvENK3$_5clEPN4llvm8CallInstE
00000001ec7e2068 (__DATA,__bss) non-external __ZZN17AGCLLVMUserObject39replaceIndirectTextureWriteFunctionUsesEPN4llvm8FunctionEE20force_inline_env_var
00000001ec7e2058 (__DATA,__bss) non-external __ZZN17AGCLLVMUserObject41createIntersectionFunctionTableHeapGlobalEvE12bind_indices
00000001ee7d4328 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserShader17getVaryingModeMapEvE16varying_mode_map
00000001ee7d4350 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserShader27getInterpolationLocationMapEvE26interpolation_location_map
00000001eec64e40 (__AUTH,__data) non-external __ZZN17AGCTargetG15_AGX23GetEvE6target
00000001ec7e0f28 (__DATA,__bss) non-external __ZZN18AGCLLVMAirBuiltins19initializeAtomicMapEvE10atomic_map
00000001ee7d3c80 (__DATA_DIRTY,__bss) non-external __ZZN18AGCLLVMAirBuiltins23initializePackUnpackMapEvE15pack_unpack_map
00000001ee7d3c58 (__DATA_DIRTY,__bss) non-external __ZZN18AGCLLVMAirBuiltins27initializeTypeConversionMapEvE11convert_map
00000001ec7e20f0 (__DATA,__bss) non-external __ZZN19AGCLLVMDriverShader20getTextureHeapGlobalEbE14buffer_indices
00000001ec7e2108 (__DATA,__bss) non-external __ZZN19AGCLLVMDriverShader23createGlobalSamplerHeapEvE12bind_indices
00000001a8c56d40 (__TEXT,__const) non-external __ZZN20AGCCodeTranslatorG1024CompileReplyBinarySchema4dataEvE8bfbsData
00000001a8c56970 (__TEXT,__const) non-external __ZZN20AGCCodeTranslatorG1124CompileReplyBinarySchema4dataEvE8bfbsData
00000001ec7e1a00 (__DATA,__bss) non-external __ZZN20AGCLLVMAirImageBlock24initializeImageBlockMapsEvE24image_block_function_map
00000001e8ebf550 (__DATA_CONST,__const) non-external __ZZN20AGCLLVMAirImageBlock24initializeImageBlockMapsEvE8op_types
00000001a8bc8f28 (__TEXT,__text) non-external __ZZN20AGCLLVMTargetLowerer11buildFClampEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_S4_bENK3$_0clES4_S4_S4_
00000001ec7e0198 (__DATA,__bss) non-external __ZZN21AGCLLVMUserMeshShader15replaceBuiltinsEvE18workitem_functions
00000001e8ebf5c0 (__DATA_CONST,__const) non-external __ZZN21AGCLLVMUserTileShader15getTileConstantEN17AGCLLVMUserShader12TileConstantEE18tile_constant_info
00000001ec7e1a68 (__DATA,__bss) non-external __ZZN21AGCLLVMUserTileShader24replaceWorkitemFunctionsEvE18workitem_functions
00000001a8c4f3b0 (__TEXT,__const) non-external __ZZN22AGCLLVMAirBuiltinsGen211buildArctanEPN4llvm5ValueEE12coefficients
00000001a8c4f3d0 (__TEXT,__const) non-external __ZZN22AGCLLVMAirBuiltinsGen236buildInverseTrigPolynomialWithSquareEPN4llvm5ValueEE12coefficients
00000001ec7e0f50 (__DATA,__bss) non-external __ZZN22AGCLLVMAirBuiltinsGen319initializeReduceMapEvE10reduce_map
00000001a8be0aec (__TEXT,__text) non-external __ZZN22AGCLLVMG5TargetLowerer17convertWriteValueE13ComponentTypePN4llvm5ValueES3_bbNS_10XR10FormatEENK3$_2clEjj
00000001a8ab44b0 (__TEXT,__text) non-external __ZZN23AGCLLVMUserMeshShaderSW24generateAuxiliaryShadersEvENK3$_0clEv
00000001ec7e0520 (__DATA,__bss) non-external __ZZN23AGCLLVMUserMeshShaderSW29replacePreRuntimeLinkBuiltinsEvE18workitem_functions
00000001e8ebe218 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMAGPFragmentShader35initializeInterpolationFunctionsMapEvE10interp_loc
00000001e8ebe268 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMAGPFragmentShader35initializeInterpolationFunctionsMapEvE11interp_mode
00000001e8ebe298 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMAGPFragmentShader35initializeInterpolationFunctionsMapEvE12interp_comps
00000001e8ebe318 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMAGPFragmentShader35initializeInterpolationFunctionsMapEvE15s_pvv_comp_type
00000001e8ebe378 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMAGPFragmentShader35initializeInterpolationFunctionsMapEvE15u_pvv_comp_type
00000001e8ebe2e8 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMAGPFragmentShader35initializeInterpolationFunctionsMapEvE16interp_comp_type
00000001ee7d3a88 (__DATA_DIRTY,__bss) non-external __ZZN24AGCLLVMAGPFragmentShader35initializeInterpolationFunctionsMapEvE27interpolation_functions_map
00000001ee7d3ca8 (__DATA_DIRTY,__bss) non-external __ZZN24AGCLLVMAirTrigIdentities28initializeTrigReplacementMapEvE17trig_replacements
00000001ee7d46f0 (__DATA_DIRTY,__bss) non-external __ZZN24AGCLLVMGen2TargetLowerer22setSharedRegisterSizesEvE22total_shared_registers
00000001e8ec0660 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMGen3TargetLowerer13getReadSuffixEPN4llvm4TypeEtE7num_str
00000001a8bf9e0c (__TEXT,__text) non-external __ZZN24AGCLLVMGen3TargetLowerer23buildEmulatedSimdReduceEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueE18SimdReduceFunctionbtENK3$_0clES4_
00000001a8bede6c (__TEXT,__text) non-external __ZZN24AGCLLVMGen3TargetLowerer24buildEmulatedSimdShuffleEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_NS_19SimdShuffleFunctionEjENK3$_0clES4_S4_
00000001a8becd50 (__TEXT,__text) non-external __ZZN24AGCLLVMGen3TargetLowerer24buildReadOutputPartitionERKNS_16MemoryTransferOpEtPN4llvm5ValueEPNS3_4TypeES5_S5_S5_bENK3$_0clES5_
00000001a8bed040 (__TEXT,__text) non-external __ZZN24AGCLLVMGen3TargetLowerer24buildReadOutputPartitionERKNS_16MemoryTransferOpEtPN4llvm5ValueEPNS3_4TypeES5_S5_S5_bENK3$_1clES5_
00000001a8beb94c (__TEXT,__text) non-external __ZZN24AGCLLVMGen3TargetLowerer25buildWriteOutputPartitionERKNS_16MemoryTransferOpEtPN4llvm5ValueES5_S5_S5_bS5_bbENK3$_0clEv
00000001a8bebda0 (__TEXT,__text) non-external __ZZN24AGCLLVMGen3TargetLowerer25buildWriteOutputPartitionERKNS_16MemoryTransferOpEtPN4llvm5ValueES5_S5_S5_bS5_bbENK3$_1clEv
00000001e8ec06e8 (__DATA_CONST,__const) non-external __ZZN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E19buildCliqueSGeneralEN14AGCLLVMBuilder11InsertPointERKNSt3__15arrayIPN4llvm14GlobalVariableELm6EEEhhE13functionNames
00000001ec7e3608 (__DATA,__bss) non-external __ZZN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21addYieldLoopParameterEPKcfE13prefix_length
00000001ec7e35e8 (__DATA,__bss) non-external __ZZN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21addYieldLoopParameterEPKcfE6prefix
00000001ec7e3618 (__DATA,__bss) non-external __ZZN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E21addYieldLoopParameterEPKcfE9ev_prefix
00000001ec7e3558 (__DATA,__bss) non-external __ZZN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E30buildSimdgroupAtomicWaitNotifyEPN4llvm8CallInstEE9order_map
00000001ec7e3588 (__DATA,__bss) non-external __ZZN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E30buildSimdgroupAtomicWaitNotifyEPN4llvm8CallInstEE9scope_map
00000001ec7e35b8 (__DATA,__bss) non-external __ZZN24AGCLLVMGen6TargetLowererI23RaytracingConstantsGen1E30buildSimdgroupAtomicWaitNotifyEPN4llvm8CallInstEE9volat_map
00000001ec7e1530 (__DATA,__bss) non-external __ZZN25AGCLLVMUserDynamicLibrary24replaceWorkitemFunctionsEvE18workitem_functions
00000001ec7e1998 (__DATA,__bss) non-external __ZZN25AGCLLVMUserDynamicLibrary25buildStageSpecificBuiltinEPN4llvm4TypeERKNSt3__15arrayINS3_8functionIFPNS0_5ValueEvEEELm4EEERKNS4_IiLm4EEEE10stage_name
00000001ec7e1328 (__DATA,__bss) non-external __ZZN26AGCLLVMDriverSparseShaders6createER10AGCLLVMCtxRN4llvm11LLVMContextEjE9computeCS
00000001a8c4f84c (__TEXT,__const) non-external __ZZN27AGCLLVMContextSwitchProgram14constructReplyEvE9vi_inputs
00000001e8ebeb90 (__DATA_CONST,__const) non-external __ZZN27AGCLLVMUserComputeKernelG1016setupImageBlocksEvE24disallowed_function_list
00000001e8ebeb60 (__DATA_CONST,__const) non-external __ZZN27AGCLLVMUserComputeKernelG1016setupImageBlocksEvE36disallowed_functions_with_msaa_rates
00000001ee7d3cd0 (__DATA_DIRTY,__bss) non-external __ZZN27AGCLLVMUserComputeKernelG1024replaceWorkitemFunctionsEvE18workitem_functions
00000001ec7e09f0 (__DATA,__bss) non-external __ZZN27AGCLLVMUserObjectShaderBase15replaceBuiltinsEvE18workitem_functions
00000001ee7d3ab0 (__DATA_DIRTY,__bss) non-external __ZZN28AGCLLVMAGPFragmentShaderGen320replaceTileFunctionsEvE18workitem_functions
00000001ec7e1348 (__DATA,__bss) non-external __ZZN29AGCLLVMDriverFastClearShaders6createER10AGCLLVMCtxRN4llvm11LLVMContextEPK22_AGCBlitFastClearStateE9computeCS
00000001e8ebeb08 (__DATA_CONST,__const) non-external __ZZN30AGCLLVMUserComputeKernelLegacy14buildLocalSizeEPN4llvm4TypeEjE3xyz
00000001ec7e0f80 (__DATA,__bss) non-external __ZZN30AGCLLVMUserComputeKernelLegacy24replaceWorkitemFunctionsEvE18workitem_functions
00000001ec7e0e18 (__DATA,__bss) non-external __ZZN31AGCLLVMDriverTessellationShader12getDefaultCSEvE9defaultCS
00000001ec7e13b8 (__DATA,__bss) non-external __ZZN32AGCLLVMDriverBlitBCComputeShader6createER10AGCLLVMCtxRN4llvm11LLVMContextEjbE9computeCS
00000001ec7e0e68 (__DATA,__bss) non-external __ZZN33AGCLLVMDriverVRRPatchVertexShader12getDefaultCSEvE9defaultCS
00000001ec7e0e88 (__DATA,__bss) non-external __ZZN34AGCLLVMDriverGPUGatherVertexShader12getDefaultCSEvE9defaultCS
00000001ec7e3638 (__DATA,__bss) non-external __ZZN34AGCLLVMUserIntersectionShaderArrayI23RaytracingConstantsGen1EC1ER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCUserIntersectionStateE23disableParallelLeafLoop
00000001ec7e3648 (__DATA,__bss) non-external __ZZN34AGCLLVMUserIntersectionShaderArrayI23RaytracingConstantsGen1EC1ER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCUserIntersectionStateE24disableParallelLeafTests
00000001ec7e0ea8 (__DATA,__bss) non-external __ZZN35AGCLLVMDriverFastClearVertexShaders12getDefaultCSEvE9defaultCS
00000001ec7e0ec8 (__DATA,__bss) non-external __ZZN35AGCLLVMDriverPDSPatchUpVertexShader12getDefaultCSEvE9defaultCS
00000001ec7e14f8 (__DATA,__bss) non-external __ZZN36AGCLLVMDriverBVHBuilderComputeShader6createER10AGCLLVMCtxRN4llvm11LLVMContextEPK19_AGCBVHBuilderStateE17riaBvhGenOverride
00000001ec7e1508 (__DATA,__bss) non-external __ZZN36AGCLLVMDriverBVHBuilderComputeShader6createER10AGCLLVMCtxRN4llvm11LLVMContextEPK19_AGCBVHBuilderStateE9computeCS
00000001a8c52234 (__TEXT,__const) non-external __ZZN37AGCLLVMBackgroundObjectFragmentShader28getImageDimFromLoadDimensionEN25_AGCBackgroundObjectState13LoadDimensionEE9dim_table
00000001e8ebe6c8 (__DATA_CONST,__const) non-external __ZZN38AGCLLVMAGPVertexShaderPostTessellation15getTessConstantENS_12TessConstantEE18tess_constant_info
00000001ec7e0de8 (__DATA,__bss) non-external __ZZN38AGCLLVMAGPVertexShaderPostTessellation15replaceBuiltinsEvE21tessellation_builtins
00000001ec7e13d8 (__DATA,__bss) non-external __ZZN39AGCLLVMDriverGPUGatherComputeShaderGen36createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e3840 (__DATA,__bss) non-external __ZZN3AGXL21defaultMeshDescriptorEvE4_fbb
00000001ec7e3850 (__DATA,__bss) non-external __ZZN3AGXL21defaultMeshDescriptorEvE4once
00000001ec7e3848 (__DATA,__bss) non-external __ZZN3AGXL21defaultMeshDescriptorEvE5_desc
00000001ec7e3810 (__DATA,__bss) non-external __ZZN3AGXL21defaultTileDescriptorEvE4_fbb
00000001ec7e3820 (__DATA,__bss) non-external __ZZN3AGXL21defaultTileDescriptorEvE4once
00000001ec7e3818 (__DATA,__bss) non-external __ZZN3AGXL21defaultTileDescriptorEvE5_desc
00000001ec7e3858 (__DATA,__bss) non-external __ZZN3AGXL23defaultObjectDescriptorEvE4_fbb
00000001ec7e3868 (__DATA,__bss) non-external __ZZN3AGXL23defaultObjectDescriptorEvE4once
00000001ec7e3860 (__DATA,__bss) non-external __ZZN3AGXL23defaultObjectDescriptorEvE5_desc
00000001ec7e37e0 (__DATA,__bss) non-external __ZZN3AGXL23defaultVertexDescriptorEvE4_fbb
00000001ec7e37f0 (__DATA,__bss) non-external __ZZN3AGXL23defaultVertexDescriptorEvE4once
00000001ec7e37e8 (__DATA,__bss) non-external __ZZN3AGXL23defaultVertexDescriptorEvE5_desc
00000001ec7e3828 (__DATA,__bss) non-external __ZZN3AGXL24defaultComputeDescriptorEvE4_fbb
00000001ec7e3838 (__DATA,__bss) non-external __ZZN3AGXL24defaultComputeDescriptorEvE4once
00000001ec7e3830 (__DATA,__bss) non-external __ZZN3AGXL24defaultComputeDescriptorEvE5_desc
00000001ec7e37f8 (__DATA,__bss) non-external __ZZN3AGXL25defaultFragmentDescriptorEvE4_fbb
00000001ec7e3808 (__DATA,__bss) non-external __ZZN3AGXL25defaultFragmentDescriptorEvE4once
00000001ec7e3800 (__DATA,__bss) non-external __ZZN3AGXL25defaultFragmentDescriptorEvE5_desc
00000001ec7e12a8 (__DATA,__bss) non-external __ZZN41AGCLLVMDriverGPUGatherComputeShaderLegacy6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e12c8 (__DATA,__bss) non-external __ZZN42AGCLLVMDriverPDSPatchUpComputeShaderLegacy6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e1a30 (__DATA,__bss) non-external __ZZN43AGCLLVMUserIntersectionShaderLoopShaderPass13runOnFunctionERN4llvm8FunctionEE9arguments
00000001ec7e1478 (__DATA,__bss) non-external __ZZN44AGCLLVMDriverComputeProgressMarkerShaderGen36createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e1458 (__DATA,__bss) non-external __ZZN44AGCLLVMDriverExecuteIndirectComputeShaderG106createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e1388 (__DATA,__bss) non-external __ZZN45AGCLLVMDriverExecuteIndirectComputeShaderGen56createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e14b8 (__DATA,__bss) non-external __ZZN46AGCLLVMDriverComputeProgressMarkerShaderLegacy6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e12e8 (__DATA,__bss) non-external __ZZN47AGCLLVMDriverExecuteIndirectComputeShaderLegacy6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e0e38 (__DATA,__bss) non-external __ZZN47AGCLLVMDriverExecuteIndirectESLGenerationShader12getDefaultCSEvE9defaultCS
00000001ec7e1498 (__DATA,__bss) non-external __ZZN50AGCLLVMDriverComputeControlFlowPredicateShaderGen36createER10AGCLLVMCtxRN4llvm11LLVMContextEjbbE9computeCS
00000001ec7e14d8 (__DATA,__bss) non-external __ZZN52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy6createER10AGCLLVMCtxRN4llvm11LLVMContextEjbbE9computeCS
00000001ec7e0e50 (__DATA,__bss) non-external __ZZN54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader12getDefaultCSEvE9defaultCS
00000001ec7e13a0 (__DATA,__bss) non-external __ZZN55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e1368 (__DATA,__bss) non-external __ZZN58AGCLLVMDriverExecuteIndirectRangeExecutionComputeShaderG106createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e1308 (__DATA,__bss) non-external __ZZN61AGCLLVMDriverExecuteIndirectRangeExecutionComputeShaderLegacy6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e13f8 (__DATA,__bss) non-external __ZZN61AGCLLVMDriverGeometryPipelineEmulationFWAllocationSetupShader6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e1438 (__DATA,__bss) non-external __ZZN63AGCLLVMDriverGeometryPipelineEmulationFWAllocationPreMeshShader6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ec7e1418 (__DATA,__bss) non-external __ZZN66AGCLLVMDriverGeometryPipelineEmulationFWAllocationPostObjectShader6createER10AGCLLVMCtxRN4llvm11LLVMContextEE9computeCS
00000001ee7d3a58 (__DATA_DIRTY,__bss) non-external __ZZN6AGCEnv12getEnvLookupEvE9envlookup
00000001ee7d3a38 (__DATA_DIRTY,__bss) non-external __ZZN6AGCEnv18getStatusVariablesEvE11status_vars
00000001ee7d3a78 (__DATA_DIRTY,__bss) non-external __ZZN6AGCEnv8getOSLogEvE3log
00000001e8ebff30 (__DATA_CONST,__const) non-external __ZZN9AGCShared21EnumNamesConstantTypeEvE5names
00000001eec64df8 (__AUTH,__data) non-external __ZZN9AGCTarget3GetE13AGCTargetArchE6target
00000001ec7e20d8 (__DATA,__bss) non-external __ZZNK20AGCLLVMTargetLowerer10getRTZModeE18_AGCFPRoundingModeE12clamp_to_f16
00000001e8ec03f8 (__DATA_CONST,__const) non-external __ZZNK25AGCLLVMTABlitVertexShader11wrapperNameEvE5names
00000001e8ec0430 (__DATA_CONST,__const) non-external __ZZNK33AGCLLVMTextureFetchFragmentShader11wrapperNameEvE5names
00000001e8ec03b8 (__DATA_CONST,__const) non-external __ZZNK35AGCLLVMTileDispatchVertexShaderRect8dumpTypeEvE5types
00000001a8c573e8 (__TEXT,__const) non-external __ZZZN22AGCLLVMDriverCDMShader14buildLocalSizeEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeEjENK3$_1clEvE13constant_type
00000001e8ec05d8 (__DATA_CONST,__const) non-external __ZZZN22AGCLLVMDriverCDMShader14buildLocalSizeEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeEjENK3$_1clEvE3xyz
                 (undefined) external __ZdaPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZdlPv (from libc++)
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnamSt19__type_descriptor_t (from libc++)
                 (undefined) external __Znwm (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001a8c4c15c (__TEXT,__text) non-external ____ZL15getTimebaseInfov_block_invoke
00000001a8a83768 (__TEXT,__text) non-external ____ZN12_GLOBAL__N_120AGCReplacementIRInfoC2Ev_block_invoke
00000001e8ebe1f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8ec43a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15743
00000001f2b585d8 (__AUTH_CONST,__const) non-external ___block_literal_global.101
00000001f2bc6b98 (__AUTH_CONST,__const) non-external ___block_literal_global.15741
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___cxa_atexit (from libSystem)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001a8c4c168 (__TEXT,__text) non-external ___cxx_global_array_dtor
00000001a8c4c240 (__TEXT,__text) non-external ___cxx_global_array_dtor.1536
00000001a8c4c1b0 (__TEXT,__text) non-external ___cxx_global_array_dtor.417
00000001a8c4c288 (__TEXT,__text) non-external ___cxx_global_array_dtor.43
00000001a8c4c1f8 (__TEXT,__text) non-external ___cxx_global_array_dtor.508
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_crash_msg (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
