00007ffb0013a2f2 (__TEXT,__text) non-external _DiToMD5
00007ffb40005908 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb40da8af0 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb40005930 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb40da8ad0 (__DATA,__common) external _gIOReporterMetaClass
00007ffb40005910 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb40da8af8 (__DATA,__common) external _gIOServiceMetaClass
00007ffb40da8b00 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb40005940 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb40da8b08 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb40005948 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb40005938 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb40da8ad8 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb40005918 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb40da8ae0 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb40005920 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb40da8bc0 (__DATA,__common) external _gIOThreadMetaClass
00007ffb40005a00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb40da8b10 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb40005950 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb40da8b18 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb40005958 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb40da8b28 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb40005968 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb40da8b30 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb40005970 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb40da8b38 (__DATA,__common) external _gOSActionMetaClass
00007ffb40005978 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb40da8b20 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb40005960 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb40da8bb8 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb400059f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb40da8b40 (__DATA,__common) external _gOSArrayMetaClass
00007ffb40005980 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb40da8b48 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb40005988 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb40da8b50 (__DATA,__common) external _gOSBundleMetaClass
00007ffb40005990 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb40da8b58 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb40005998 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb40da8b60 (__DATA,__common) external _gOSContainerMetaClass
00007ffb400059a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb40da8b68 (__DATA,__common) external _gOSDataMetaClass
00007ffb400059a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb40da8b70 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb400059b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb40da8b78 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb400059b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb40da8958 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb400058a8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb40da8778 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb400058a0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb40da8b80 (__DATA,__common) external _gOSNumberMetaClass
00007ffb400059c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb40da8b88 (__DATA,__common) external _gOSObjectMetaClass
00007ffb400059c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb40da8b90 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb400059d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb40da8b98 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb400059d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb40da8ba0 (__DATA,__common) external _gOSSetMetaClass
00007ffb400059e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb40da8ba8 (__DATA,__common) external _gOSStringMetaClass
00007ffb400059e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb40da8bb0 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb400059f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb00131dbf (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb00131f27 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb0013202c (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb001321aa (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb00131acd (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb00131c3b (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb00130c32 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb00133c9a (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb0013276c (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb00130b21 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb00133676 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb00133905 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb001349d2 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb0013408b (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb00130d26 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb001337db (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb00136403 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb001319c8 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb0012f646 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0012f757 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb0012f478 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb0013330a (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb0012f2d0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb001314eb (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb001330f8 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb0012fbf0 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb001317e6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb0012ff7e (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb001361f2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0013069b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb00132898 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb00130156 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb0013238c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb00130873 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb00130e90 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb00135f91 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb001302fe (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb001353fe (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb001365d1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb0012fa05 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb00135545 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb0013674a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb00130445 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb00132aaa (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb001348a9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb0013131d (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb001311b3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb001310a2 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb0012fdd2 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb0012fea8 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb001352d5 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb0013443d (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb001341b5 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb00135d14 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb00134666 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb00130a4b (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb001350bb (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb001315f0 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb00134d85 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb0013579c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb00134f5d (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb0012f82d (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb00135972 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb00132e46 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb00132d01 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb0013259e (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb00135b48 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb00132fa4 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb0013351c (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb0013229b (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb001351e4 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb001316f5 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb001369c9 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb0012f2b8 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb40da8770 (__DATA,__common) external _kOSBooleanFalse
00007ffb40da8768 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb001208ac (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffb0014a6f8 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
