00007ffd002eb100 (__TEXT,__text) non-external K256
00007ffd41570170 (__DATA,__data) non-external _rsa_pkcs1_eay_meth
00007ffd0037ab0d (__TEXT,__text) non-external _rsa_pkey_ctrl
00007ffd40093358 (__DATA_CONST,__const) non-external (was a private external) _rsa_pkey_meth
00007ffd0037a69c (__TEXT,__text) non-external _rsa_priv_decode
00007ffd0037a703 (__TEXT,__text) non-external _rsa_priv_encode
00007ffd0037a7b8 (__TEXT,__text) non-external _rsa_priv_print
00007ffd0037b575 (__TEXT,__text) non-external _rsa_pss_decode
00007ffd0037a63f (__TEXT,__text) non-external _rsa_pub_cmp
00007ffd0037a50a (__TEXT,__text) non-external _rsa_pub_decode
00007ffd0037a5ae (__TEXT,__text) non-external _rsa_pub_encode
00007ffd0037a68c (__TEXT,__text) non-external _rsa_pub_print
00007ffd0037a7eb (__TEXT,__text) non-external _rsa_sig_print
00007ffd41571dc8 (__DATA,__bss) non-external _rsa_table
00007ffd003984ad (__TEXT,__text) non-external _s2i_ASN1_IA5STRING
00007ffd0039cb10 (__TEXT,__text) external _s2i_ASN1_INTEGER
00007ffd0039c284 (__TEXT,__text) external _s2i_ASN1_OCTET_STRING
00007ffd003989e0 (__TEXT,__text) non-external _s2i_asn1_int
00007ffd00399b69 (__TEXT,__text) non-external _s2i_ocsp_nocheck
00007ffd0039c0ec (__TEXT,__text) non-external _s2i_skey_id
00007ffd400922e0 (__DATA_CONST,__const) non-external _safebag_default_tt
00007ffd41573c20 (__DATA,__bss) non-external _savsig
00007ffd002f42b4 (__TEXT,__text) non-external _send_bio_chars
00007ffd002f434e (__TEXT,__text) non-external _send_fp_chars
                 (undefined) external _sendto (from libSystem)
00007ffd00397916 (__TEXT,__text) non-external _set_dist_point_name
00007ffd00397b17 (__TEXT,__text) non-external _set_reasons
                 (undefined) external _setsockopt (from libSystem)
00007ffd0037f8b4 (__TEXT,__text) non-external _setup_tbuf
00007ffd002e7e80 (__TEXT,__text) non-external (was a private external) _sha1_block_data_order
00007ffd40086c48 (__DATA_CONST,__const) non-external _sha1_md
00007ffd0034e553 (__TEXT,__text) non-external _sha1_update
00007ffd40086cc0 (__DATA_CONST,__const) non-external _sha224_md
00007ffd002e9e80 (__TEXT,__text) non-external (was a private external) _sha256_block_data_order
00007ffd40086d38 (__DATA_CONST,__const) non-external _sha256_md
00007ffd40086db0 (__DATA_CONST,__const) non-external _sha384_md
00007ffd002eb200 (__TEXT,__text) non-external (was a private external) _sha512_block_data_order
00007ffd40086e28 (__DATA_CONST,__const) non-external _sha512_md
                 (undefined) external _shutdown (from libSystem)
00007ffd003736c8 (__TEXT,__text) non-external _si_cb
00007ffd00366d3d (__TEXT,__text) non-external _sid_free
00007ffd41573f10 (__DATA,__common) non-external (was a private external) _sig_app
00007ffd00331489 (__TEXT,__text) non-external _sig_cb
00007ffd00366d47 (__TEXT,__text) non-external _sig_cmp_BSEARCH_CMP_FN
00007ffd00366cce (__TEXT,__text) non-external _sig_sk_cmp
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _signal (from libSystem)
00007ffd003d2970 (__TEXT,__const) non-external _sigoid_srt
00007ffd40091080 (__DATA_CONST,__const) non-external _sigoid_srt_xref
00007ffd41573f18 (__DATA,__common) non-external (was a private external) _sigx_app
00007ffd00366cde (__TEXT,__text) non-external _sigx_cmp
00007ffd00366d51 (__TEXT,__text) non-external _sigx_cmp_BSEARCH_CMP_FN
00007ffd00381c6f (__TEXT,__text) external _sk_delete
00007ffd00381c45 (__TEXT,__text) external _sk_delete_ptr
00007ffd00381a6c (__TEXT,__text) external _sk_dup
00007ffd00381cca (__TEXT,__text) external _sk_find
00007ffd00381d90 (__TEXT,__text) external _sk_find_ex
00007ffd00381b70 (__TEXT,__text) external _sk_free
00007ffd00381ba2 (__TEXT,__text) external _sk_insert
00007ffd00381f02 (__TEXT,__text) external _sk_is_sorted
00007ffd00381aed (__TEXT,__text) external _sk_new
00007ffd00381b96 (__TEXT,__text) external _sk_new_null
00007ffd00381e6f (__TEXT,__text) external _sk_num
00007ffd00381dd0 (__TEXT,__text) external _sk_pop
00007ffd00381e18 (__TEXT,__text) external _sk_pop_free
00007ffd00381d9f (__TEXT,__text) external _sk_push
00007ffd00381ea5 (__TEXT,__text) external _sk_set
00007ffd00381a52 (__TEXT,__text) external _sk_set_cmp_func
00007ffd00381db7 (__TEXT,__text) external _sk_shift
00007ffd00381ecb (__TEXT,__text) external _sk_sort
00007ffd0039dee6 (__TEXT,__text) non-external _sk_strcmp
00007ffd002f4f19 (__TEXT,__text) non-external _sk_table_cmp
00007ffd00381dab (__TEXT,__text) external _sk_unshift
00007ffd00381e82 (__TEXT,__text) external _sk_value
00007ffd00381dea (__TEXT,__text) external _sk_zero
00007ffd0030d8bd (__TEXT,__text) non-external _slg_ctrl
00007ffd0030d921 (__TEXT,__text) non-external _slg_free
00007ffd0030d8ea (__TEXT,__text) non-external _slg_new
00007ffd0030d89c (__TEXT,__text) non-external _slg_puts
00007ffd0030d7f1 (__TEXT,__text) non-external _slg_write
00007ffd003b8900 (__TEXT,__const) non-external _slg_write.mapping
00007ffd003d0240 (__TEXT,__const) non-external _sn_objs
                 (undefined) external _snprintf (from libSystem)
00007ffd0030dfe3 (__TEXT,__text) non-external _sock_ctrl
00007ffd0030e096 (__TEXT,__text) non-external _sock_free
00007ffd0030e078 (__TEXT,__text) non-external _sock_new
00007ffd0030dfbd (__TEXT,__text) non-external _sock_puts
00007ffd0030df38 (__TEXT,__text) non-external _sock_read
00007ffd0030debb (__TEXT,__text) non-external _sock_write
                 (undefined) external _socket (from libSystem)
00007ffd003bceb0 (__TEXT,__const) non-external _sqrtm1
                 (undefined) external _sscanf (from libSystem)
00007ffd002e8f50 (__TEXT,__text) non-external _ssse3_shortcut
00007ffd002f4f53 (__TEXT,__text) non-external _st_free
00007ffd41571c20 (__DATA,__bss) non-external _stable
00007ffd41571060 (__DATA,__data) non-external _standard_exts
00007ffd4156c200 (__DATA,__data) non-external _standard_methods
00007ffd4156f0f0 (__DATA,__data) non-external _standard_methods
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd41571dd0 (__DATA,__bss) non-external _store_table
00007ffd00321fea (__TEXT,__text) non-external _str_copy
00007ffd00390dc7 (__TEXT,__text) non-external _str_free
00007ffd0039d6f3 (__TEXT,__text) non-external _str_free
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ffd40086ea0 (__DATA_CONST,__const) non-external _streebog256_md
00007ffd40086f18 (__DATA_CONST,__const) non-external _streebog512_md
00007ffd00354977 (__TEXT,__text) non-external _streebog_final256
00007ffd003549a7 (__TEXT,__text) non-external _streebog_final512
00007ffd0035495b (__TEXT,__text) non-external _streebog_init256
00007ffd0035498b (__TEXT,__text) non-external _streebog_init512
00007ffd0035e5d5 (__TEXT,__text) non-external _streebog_single_block
00007ffd00354969 (__TEXT,__text) non-external _streebog_update256
00007ffd00354999 (__TEXT,__text) non-external _streebog_update512
                 (undefined) external _strerror (from libSystem)
00007ffd0039d225 (__TEXT,__text) external _string_to_hex
00007ffd002fa04c (__TEXT,__text) non-external _strip_ends
00007ffd0039d0c3 (__TEXT,__text) non-external _strip_spaces
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
00007ffd41571ca8 (__DATA,__bss) non-external _supported_modules
00007ffd0039c3b1 (__TEXT,__text) non-external _sxnet_i2r
00007ffd0039c317 (__TEXT,__text) non-external _sxnet_v2i
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ffd002f4f65 (__TEXT,__text) non-external _table_cmp_BSEARCH_CMP_FN
00007ffd41571d78 (__DATA,__bss) non-external _table_flags
00007ffd00325846 (__TEXT,__text) non-external _table_select
00007ffd003b7740 (__TEXT,__const) non-external _tag2bit
00007ffd003b7320 (__TEXT,__const) non-external _tag2nbyte
00007ffd003b73c0 (__TEXT,__const) non-external _tbl_standard
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00007ffd41570d30 (__DATA,__data) non-external _tea_enabled
00007ffd4156e550 (__DATA,__data) non-external _test_cipher_nids
00007ffd4156e558 (__DATA,__data) non-external _test_digest_nids
00007ffd40083ca0 (__DATA_CONST,__const) non-external _test_r4_40_cipher
00007ffd40083c48 (__DATA_CONST,__const) non-external _test_r4_cipher
00007ffd00345cbe (__TEXT,__text) non-external _test_rc4_cipher
00007ffd00345c46 (__TEXT,__text) non-external _test_rc4_init_key
00007ffd00345cfb (__TEXT,__text) non-external _test_sha1_final
00007ffd00345cdf (__TEXT,__text) non-external _test_sha1_init
00007ffd00345ced (__TEXT,__text) non-external _test_sha1_update
00007ffd40083cf8 (__DATA_CONST,__const) non-external _test_sha_md
00007ffd41571bf8 (__DATA,__bss) non-external _threadid_callback
                 (undefined) external _time (from libSystem)
                 (undefined) external _timegm (from libSystem)
00007ffd0039e89d (__TEXT,__text) external _timingsafe_memcmp
00007ffd0038d1b5 (__TEXT,__text) non-external _tr_cmp
00007ffd003574ad (__TEXT,__text) non-external _trans_cb
00007ffd0035eb10 (__TEXT,__text) non-external _transform
00007ffd0035e450 (__TEXT,__text) non-external _transform_3
00007ffd002f2704 (__TEXT,__text) non-external _traverse_string
00007ffd00393d9d (__TEXT,__text) non-external _tree_add_auth_node
00007ffd00393d11 (__TEXT,__text) non-external _tree_add_unmatched
00007ffd003930e3 (__TEXT,__text) non-external (was a private external) _tree_find_sk
00007ffd41570bf0 (__DATA,__data) non-external _trstandard
00007ffd41573e60 (__DATA,__bss) non-external _trtable
00007ffd0038d20e (__TEXT,__text) non-external _trtable_free
00007ffd0038d2b9 (__TEXT,__text) non-external _trust_1oid
00007ffd0038d260 (__TEXT,__text) non-external _trust_1oidany
00007ffd0038cebc (__TEXT,__text) non-external _trust_compat
00007ffd003824c2 (__TEXT,__text) non-external _ts_resp_cb
00007ffd41573bb8 (__DATA,__bss) non-external _tty_in
00007ffd41573bc8 (__DATA,__bss) non-external _tty_orig
00007ffd41573bc0 (__DATA,__bss) non-external _tty_out
00007ffd002f286b (__TEXT,__text) non-external _type_str
00007ffd415708c0 (__DATA,__data) non-external _ui_openssl
00007ffd0039af30 (__TEXT,__text) non-external _unknown_ext_print
00007ffd00356038 (__TEXT,__text) non-external _unsup_alg
00007ffd0035416f (__TEXT,__text) non-external _update
00007ffd003541ac (__TEXT,__text) non-external _update
00007ffd003541e9 (__TEXT,__text) non-external _update
00007ffd003542dc (__TEXT,__text) non-external _update
00007ffd00354319 (__TEXT,__text) non-external _update
00007ffd00354422 (__TEXT,__text) non-external _update
00007ffd00354453 (__TEXT,__text) non-external _update
00007ffd003544c4 (__TEXT,__text) non-external _update
00007ffd003549d6 (__TEXT,__text) non-external _update
00007ffd003544f4 (__TEXT,__text) non-external _update256
00007ffd00354532 (__TEXT,__text) non-external _update512
00007ffd002f5093 (__TEXT,__text) non-external (was a private external) _utctime_string_from_tm
00007ffd00395432 (__TEXT,__text) external _v2i_ASN1_BIT_STRING
00007ffd003986c0 (__TEXT,__text) non-external _v2i_AUTHORITY_INFO_ACCESS
00007ffd00393eb4 (__TEXT,__text) non-external _v2i_AUTHORITY_KEYID
00007ffd0039523c (__TEXT,__text) non-external _v2i_BASIC_CONSTRAINTS
00007ffd00397ffd (__TEXT,__text) non-external _v2i_EXTENDED_KEY_USAGE
00007ffd00394b3a (__TEXT,__text) external _v2i_GENERAL_NAME
00007ffd00394a6c (__TEXT,__text) external _v2i_GENERAL_NAMES
00007ffd00394b52 (__TEXT,__text) external _v2i_GENERAL_NAME_ex
00007ffd00398f88 (__TEXT,__text) non-external _v2i_NAME_CONSTRAINTS
00007ffd0039a6f7 (__TEXT,__text) non-external _v2i_POLICY_CONSTRAINTS
00007ffd0039aa27 (__TEXT,__text) non-external _v2i_POLICY_MAPPINGS
00007ffd003970d9 (__TEXT,__text) non-external _v2i_crld
00007ffd00397578 (__TEXT,__text) non-external _v2i_idp
00007ffd0039442b (__TEXT,__text) non-external _v2i_issuer_alt
00007ffd003942ca (__TEXT,__text) non-external _v2i_subject_alt
00007ffd40093e00 (__DATA_CONST,__const) non-external (was a private external) _v3_akey_id
00007ffd40093f20 (__DATA_CONST,__const) non-external (was a private external) _v3_alt
00007ffd40094098 (__DATA_CONST,__const) non-external (was a private external) _v3_bcons
00007ffd003956b5 (__TEXT,__text) non-external _v3_check_critical
00007ffd0039573a (__TEXT,__text) non-external _v3_check_generic
00007ffd40094258 (__DATA_CONST,__const) non-external (was a private external) _v3_cpols
00007ffd400958e8 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_hold
00007ffd40095880 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_invdate
00007ffd400954d0 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_num
00007ffd40094b10 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_reason
00007ffd40094628 (__DATA_CONST,__const) non-external (was a private external) _v3_crld
00007ffd40095538 (__DATA_CONST,__const) non-external (was a private external) _v3_delta_crl
00007ffd40094bb0 (__DATA_CONST,__const) non-external (was a private external) _v3_ext_ku
00007ffd40094690 (__DATA_CONST,__const) non-external (was a private external) _v3_freshest_crl
00007ffd003957ff (__TEXT,__text) non-external _v3_generic_extension
00007ffd400949b8 (__DATA_CONST,__const) non-external (was a private external) _v3_idp
00007ffd40095348 (__DATA_CONST,__const) non-external (was a private external) _v3_info
00007ffd400955a0 (__DATA_CONST,__const) non-external (was a private external) _v3_inhibit_anyp
00007ffd400941b8 (__DATA_CONST,__const) non-external (was a private external) _v3_key_usage
00007ffd40095648 (__DATA_CONST,__const) non-external (was a private external) _v3_name_constraints
00007ffd40094fd0 (__DATA_CONST,__const) non-external (was a private external) _v3_ns_ia5_list
00007ffd40094150 (__DATA_CONST,__const) non-external (was a private external) _v3_nscert
00007ffd40094c18 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_accresp
00007ffd40095818 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_acutoff
00007ffd400957b0 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_crlid
00007ffd400959b8 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_nocheck
00007ffd40095950 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_nonce
00007ffd40095a20 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_serviceloc
00007ffd40095a88 (__DATA_CONST,__const) non-external (was a private external) _v3_pci
00007ffd40095d38 (__DATA_CONST,__const) non-external (was a private external) _v3_pkey_usage_period
00007ffd40095c48 (__DATA_CONST,__const) non-external (was a private external) _v3_policy_constraints
00007ffd40095e28 (__DATA_CONST,__const) non-external (was a private external) _v3_policy_mappings
00007ffd400953b0 (__DATA_CONST,__const) non-external (was a private external) _v3_sinfo
00007ffd40095f40 (__DATA_CONST,__const) non-external (was a private external) _v3_skey_id
00007ffd40095fe8 (__DATA_CONST,__const) non-external (was a private external) _v3_sxnet
00007ffd0032140d (__TEXT,__text) non-external _value_free_hash_LHASH_DOALL_ARG
00007ffd00321429 (__TEXT,__text) non-external _value_free_stack_LHASH_DOALL
                 (undefined) external _vasprintf (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ffd002dae60 (__TEXT,__text) non-external (was a private external) _vpaes_cbc_encrypt
00007ffd002daf40 (__TEXT,__text) non-external _vpaes_consts
00007ffd002dae40 (__TEXT,__text) non-external (was a private external) _vpaes_decrypt
00007ffd002da8a0 (__TEXT,__text) non-external _vpaes_decrypt_core
00007ffd002dae20 (__TEXT,__text) non-external (was a private external) _vpaes_encrypt
00007ffd002da740 (__TEXT,__text) non-external _vpaes_encrypt_core
00007ffd002daee0 (__TEXT,__text) non-external _vpaes_preheat
00007ffd002daba0 (__TEXT,__text) non-external _vpaes_schedule_192_smear
00007ffd002daa40 (__TEXT,__text) non-external _vpaes_schedule_core
00007ffd002dabe1 (__TEXT,__text) non-external _vpaes_schedule_low_round
00007ffd002dacb0 (__TEXT,__text) non-external _vpaes_schedule_mangle
00007ffd002dabc0 (__TEXT,__text) non-external _vpaes_schedule_round
00007ffd002dac80 (__TEXT,__text) non-external _vpaes_schedule_transform
00007ffd002dade0 (__TEXT,__text) non-external (was a private external) _vpaes_set_decrypt_key
00007ffd002dadb0 (__TEXT,__text) non-external (was a private external) _vpaes_set_encrypt_key
                 (undefined) external _vsnprintf (from libSystem)
00007ffd003c5150 (__TEXT,__const) non-external _weak_keys
00007ffd002ec740 (__TEXT,__text) non-external (was a private external) _whirlpool_block
00007ffd40086f90 (__DATA_CONST,__const) non-external _whirlpool_md
00007ffd0031b35c (__TEXT,__text) non-external _witness
                 (undefined) external _write (from libSystem)
00007ffd00308406 (__TEXT,__text) non-external _write_bio
00007ffd003083b9 (__TEXT,__text) non-external _write_fp
00007ffd0037009c (__TEXT,__text) non-external _write_lebn
00007ffd0038827e (__TEXT,__text) non-external _write_string
00007ffd00324fcf (__TEXT,__text) non-external (was a private external) _x25519_ge_add
00007ffd003243bf (__TEXT,__text) non-external (was a private external) _x25519_ge_frombytes_vartime
00007ffd00324f1d (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p2
00007ffd00324f69 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p3
