000000021a99ce50 (__DATA,__data) non-external _.compoundliteral
00000001e51770d4 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001e5173d98 (__TEXT,__text) non-external _serializeCommaExprFields
00000001e5173878 (__TEXT,__text) non-external _serializeConstantFields
00000001e51771b0 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001e5173a50 (__TEXT,__text) non-external _serializeEqualFields
00000001e51738ec (__TEXT,__text) non-external _serializeFieldAccessFields
00000001e51752ac (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001e5173940 (__TEXT,__text) non-external _serializeFunctionCallFields
00000001e5174250 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001e5176798 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001e51785c4 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001e5175354 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001e51758e8 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001e51781e4 (__TEXT,__text) non-external _serializeLValueFields
00000001e51767e0 (__TEXT,__text) non-external _serializeLayoutPairFields
00000001e5175c94 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001e517553c (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001e51739fc (__TEXT,__text) non-external _serializeMethodCallFields
00000001e5173b2c (__TEXT,__text) non-external _serializeNotEqualFields
00000001e5177730 (__TEXT,__text) non-external _serializeOffsetFields
00000001e5173ce4 (__TEXT,__text) non-external _serializeOpAssignFields
00000001e517860c (__TEXT,__text) non-external _serializePPStreamOpFields
00000001e51741e8 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001e5174f00 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001e5174b00 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001e5174b54 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001e51763ec (__TEXT,__text) non-external _serializeQualifierListFields
00000001e5177680 (__TEXT,__text) non-external _serializeRawCallFields
00000001e5173d08 (__TEXT,__text) non-external _serializeReadInputFields
00000001e517728c (__TEXT,__text) non-external _serializeReturnStatementFields
00000001e5175300 (__TEXT,__text) non-external _serializeStructTypeFields
00000001e517aa94 (__TEXT,__text) non-external _serializeStructureFields
00000001e51739a8 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001e51776e8 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001e5176040 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001e5179798 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001e51772d4 (__TEXT,__text) non-external _serializeTopLevelFields
00000001e5172fe0 (__TEXT,__text) non-external _serializeTypeConversionFields
00000001e5173824 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001e5174630 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001e5174754 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001e51737d0 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001e5173d50 (__TEXT,__text) non-external _serializeWriteOutputFields
00000001e516fcb0 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001e51728b8 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001e516da28 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001e5171f90 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001e516d9cc (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001e51704fc (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001e514bcf4 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001e517ae40 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001e516afbc (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001e5170fac (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001e514b79c (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001e5108fe0 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001e515b9c4 (__TEXT,__text) non-external _simple_str_getch
00000001e515bad4 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001e5103cac (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001e5103c7c (__TEXT,__text) non-external _std140MatrixStride
00000001e5103cd0 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001e5103dc4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001e5103cd8 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001e5103ccc (__TEXT,__text) non-external _std140SizeToBytes
00000001e5103bd0 (__TEXT,__text) non-external _std140TypeAlign
00000001e5103af4 (__TEXT,__text) non-external _std140TypeSize
00000001e515b588 (__TEXT,__text) non-external _str_getch
00000001e515b6b4 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001e515bc7c (__TEXT,__text) non-external _token_pasted_str_getch
00000001e515bbc4 (__TEXT,__text) non-external _token_pasted_str_scan
00000001e515bd44 (__TEXT,__text) non-external _token_pasted_str_ungetch
00000002176b1070 (__DATA_CONST,__const) non-external _tokens
00000001e514e920 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001e513d860 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001e514e168 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001e5186110 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001e514d9cc (__TEXT,__text) non-external _typeFromGLPBinding
00000001e514ed9c (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001e514e9cc (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001e512bb08 (__TEXT,__text) non-external _uniqueComponentCount
00000001e515c4cc (__TEXT,__text) non-external _unlinkScope
000000021e90b638 (__AUTH_CONST,__const) non-external (was a private external) _unop
00000002176afe58 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001e517cad8 (__TEXT,__text) non-external _writeASTNode
00000001e517dff4 (__TEXT,__text) non-external _writeAdd
00000001e517d8bc (__TEXT,__text) non-external _writeArrayAccess
00000001e517ef90 (__TEXT,__text) non-external _writeArrayType
00000001e517e5cc (__TEXT,__text) non-external _writeAssign
00000001e517fbe0 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000001e517e46c (__TEXT,__text) non-external _writeBitwiseAnd
00000001e517de94 (__TEXT,__text) non-external _writeBitwiseNot
00000001e517e4c4 (__TEXT,__text) non-external _writeBitwiseOr
00000001e517e51c (__TEXT,__text) non-external _writeBitwiseXor
00000001e517f7bc (__TEXT,__text) non-external _writeBlock
00000001e517fa28 (__TEXT,__text) non-external _writeBreakStatement
00000001e517f978 (__TEXT,__text) non-external _writeCaseStatement
00000001e517e72c (__TEXT,__text) non-external _writeCommaExpr
00000001e517d80c (__TEXT,__text) non-external _writeConstant
00000001e517dbd4 (__TEXT,__text) non-external _writeConstructorCall
00000001e517fa80 (__TEXT,__text) non-external _writeContinueStatement
00000001e517f9d0 (__TEXT,__text) non-external _writeDefaultStatement
00000001e517fad8 (__TEXT,__text) non-external _writeDiscardStatement
00000001e517df44 (__TEXT,__text) non-external _writeDivide
00000001e517e2b4 (__TEXT,__text) non-external _writeEqual
00000001e517f764 (__TEXT,__text) non-external _writeExpressionStatement
00000001e517d914 (__TEXT,__text) non-external _writeFieldAccess
00000001e517efe8 (__TEXT,__text) non-external _writeFieldDeclaration
00000001e517da1c (__TEXT,__text) non-external _writeFunctionCall
00000001e517ee38 (__TEXT,__text) non-external _writeFunctionDefinition
00000001e517e864 (__TEXT,__text) non-external _writeFunctionPrototype
00000001e517f568 (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000001e517e204 (__TEXT,__text) non-external _writeGreater
00000001e517e25c (__TEXT,__text) non-external _writeGreaterEqual
00000001e5180024 (__TEXT,__text) non-external _writeIBPartialDeref
00000001e517e574 (__TEXT,__text) non-external _writeIfExpr
00000001e517f870 (__TEXT,__text) non-external _writeIfStatement
00000001e517f148 (__TEXT,__text) non-external _writeInterfaceBlock
00000001e517f3bc (__TEXT,__text) non-external _writeKeywordQualifier
00000001e517feec (__TEXT,__text) non-external _writeLValue
00000001e51803b4 (__TEXT,__text) non-external _writeLayoutObject
00000001e517f634 (__TEXT,__text) non-external _writeLayoutPair
00000001e517f460 (__TEXT,__text) non-external _writeLayoutQualifier
00000001e517f364 (__TEXT,__text) non-external _writeLayoutType
00000001e517e154 (__TEXT,__text) non-external _writeLess
00000001e517e1ac (__TEXT,__text) non-external _writeLessEqual
00000001e517e364 (__TEXT,__text) non-external _writeLogicalAnd
00000001e517de3c (__TEXT,__text) non-external _writeLogicalNot
00000001e517e3bc (__TEXT,__text) non-external _writeLogicalOr
00000001e517e414 (__TEXT,__text) non-external _writeLogicalXor
00000001e517f8c8 (__TEXT,__text) non-external _writeLoopStatement
00000001e517db24 (__TEXT,__text) non-external _writeMethodCall
00000001e517df9c (__TEXT,__text) non-external _writeModulo
00000001e517deec (__TEXT,__text) non-external _writeMultiply
00000001e517dde4 (__TEXT,__text) non-external _writeNegate
00000001e517e30c (__TEXT,__text) non-external _writeNotEqual
00000001e517fda4 (__TEXT,__text) non-external _writeOffset
00000001e517e624 (__TEXT,__text) non-external _writeOpAssign
00000001e518007c (__TEXT,__text) non-external _writePPStreamOp
00000001e517e784 (__TEXT,__text) non-external _writeParameterDeclaration
00000001e517dc84 (__TEXT,__text) non-external _writePostdecrement
00000001e517dc2c (__TEXT,__text) non-external _writePostincrement
00000001e517ed30 (__TEXT,__text) non-external _writePrecisionDeclaration
00000001e517dd34 (__TEXT,__text) non-external _writePredecrement
00000001e517dcdc (__TEXT,__text) non-external _writePreincrement
00000001e517eee8 (__TEXT,__text) non-external _writePrimitiveType
00000001e517ed88 (__TEXT,__text) non-external _writeQualifiedDeclaration
00000001e517ede0 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00000001e517ee90 (__TEXT,__text) non-external _writeQualifiedType
00000001e517f510 (__TEXT,__text) non-external _writeQualifierList
00000001e517ffcc (__TEXT,__text) non-external _writeRValue
00000001e517fc38 (__TEXT,__text) non-external _writeRawCall
00000001e517e67c (__TEXT,__text) non-external _writeReadInput
00000001e517fb30 (__TEXT,__text) non-external _writeReturnStatement
00000001e5180334 (__TEXT,__text) non-external _writeSAInfo
00000001e517e0a4 (__TEXT,__text) non-external _writeShiftLeft
00000001e517e0fc (__TEXT,__text) non-external _writeShiftRight
00000001e517f098 (__TEXT,__text) non-external _writeStructType
00000001e517dacc (__TEXT,__text) non-external _writeSubroutineArrayCall
00000001e517fcf4 (__TEXT,__text) non-external _writeSubroutineRawCall
00000001e517f4b8 (__TEXT,__text) non-external _writeSubroutineTypeList
00000001e5180284 (__TEXT,__text) non-external _writeSubroutineUniform
00000001e517e04c (__TEXT,__text) non-external _writeSubtract
00000001e517f920 (__TEXT,__text) non-external _writeSwitchStatement
00000001e517fb88 (__TEXT,__text) non-external _writeTopLevel
00000001e517d5d8 (__TEXT,__text) non-external _writeTypeConversion
00000001e517d75c (__TEXT,__text) non-external _writeTypeIdentifier
00000001e517dd8c (__TEXT,__text) non-external _writeUnaryPlus
00000001e517d9c4 (__TEXT,__text) non-external _writeUndeterminedCall
00000001e517ea94 (__TEXT,__text) non-external _writeVariableDeclaration
00000001e517ecd8 (__TEXT,__text) non-external _writeVariableDeclarationGroup
00000001e517d6ac (__TEXT,__text) non-external _writeVariableIdentifier
00000001e517e6d4 (__TEXT,__text) non-external _writeWriteOutput
00000001e51a9360 (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
00000001e5197e2c (__TEXT,__text) non-external _yyFail
00000001e519822c (__TEXT,__text) non-external _yyMemoryExhausted
00000001e51d2af0 (__TEXT,__const) non-external _yy_accept
00000001e51d3b2a (__TEXT,__const) non-external _yy_base
00000001e51d31c8 (__TEXT,__const) non-external _yy_chk
00000001e5195338 (__TEXT,__text) non-external (was a private external) _yy_create_buffer
00000001e51d4216 (__TEXT,__const) non-external _yy_def
00000001e51956f0 (__TEXT,__text) non-external (was a private external) _yy_delete_buffer
00000001e51d29f0 (__TEXT,__const) non-external _yy_ec
00000001e5195bec (__TEXT,__text) non-external (was a private external) _yy_flush_buffer
