00000001e2997d44 (__TEXT,__text) non-external _DiToMD5
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000001ee023db0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000001ee024108 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00000001e9e8edf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00000001ee024110 (__DATA,__common) external _gIOCommandMetaClass
00000001ee024118 (__DATA,__common) external _gIOCommandPoolMetaClass
00000001e9e8ee08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00000001e9e8ee00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00000001ee023df0 (__DATA,__common) external _gIODKDebug
00000001ee024120 (__DATA,__common) external _gIODMACommandMetaClass
00000001e9e8ee10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00000001ee024128 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00000001e9e8ee18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00000001ee024130 (__DATA,__common) external _gIODispatchQueueMetaClass
00000001e9e8ee20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00000001ee024138 (__DATA,__common) external _gIODispatchSourceMetaClass
00000001e9e8ee28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00000001ee024140 (__DATA,__common) external _gIOEventLinkMetaClass
00000001e9e8ee30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00000001ee024148 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00000001e9e8ee38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00000001ee024180 (__DATA,__common) external _gIOHistogramReporterMetaClass
00000001e9e8ee70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00000001ee024150 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00000001e9e8ee40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000001ee024158 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00000001e9e8ee48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000001ee024160 (__DATA,__common) external _gIOMemoryMapMetaClass
00000001e9e8ee50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000001ee024188 (__DATA,__common) external _gIOReportLegendMetaClass
00000001e9e8ee78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00000001ee024168 (__DATA,__common) external _gIOReporterMetaClass
00000001e9e8ee58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00000001ee024190 (__DATA,__common) external _gIOServiceMetaClass
00000001ee024198 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00000001e9e8ee88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000001ee0241a0 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00000001e9e8ee90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00000001e9e8ee80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000001ee024170 (__DATA,__common) external _gIOSimpleReporterMetaClass
00000001e9e8ee60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00000001ee024178 (__DATA,__common) external _gIOStateReporterMetaClass
00000001e9e8ee68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00000001ee024258 (__DATA,__common) external _gIOThreadMetaClass
00000001e9e8ef48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00000001ee0241a8 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00000001e9e8ee98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00000001ee0241b0 (__DATA,__common) external _gIOUserClientMetaClass
00000001e9e8eea0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00000001ee0241c0 (__DATA,__common) external _gIOUserServerMetaClass
00000001e9e8eeb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00000001ee0241c8 (__DATA,__common) external _gIOWorkGroupMetaClass
00000001e9e8eeb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00000001ee0241d0 (__DATA,__common) external _gOSActionMetaClass
00000001e9e8eec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00000001ee0241b8 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00000001e9e8eea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00000001ee024250 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00000001e9e8ef40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00000001ee0241d8 (__DATA,__common) external _gOSArrayMetaClass
00000001e9e8eec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00000001ee0241e0 (__DATA,__common) external _gOSBooleanMetaClass
00000001e9e8eed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00000001ee0241e8 (__DATA,__common) external _gOSBundleMetaClass
00000001e9e8eed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00000001ee0241f0 (__DATA,__common) external _gOSCollectionMetaClass
00000001e9e8eee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00000001ee0241f8 (__DATA,__common) external _gOSContainerMetaClass
00000001e9e8eee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00000001ee024200 (__DATA,__common) external _gOSDataMetaClass
00000001e9e8eef0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00000001ee024208 (__DATA,__common) external _gOSDictionaryMetaClass
00000001e9e8eef8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00000001ee024210 (__DATA,__common) external _gOSMappedFileMetaClass
00000001e9e8ef00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00000001ee023ff0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00000001e9e8edf0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00000001ee023e10 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00000001e9e8ede8 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00000001ee024218 (__DATA,__common) external _gOSNumberMetaClass
00000001e9e8ef08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00000001ee024220 (__DATA,__common) external _gOSObjectMetaClass
00000001e9e8ef10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00000001ee024228 (__DATA,__common) external _gOSOrderedSetMetaClass
00000001e9e8ef18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00000001ee024230 (__DATA,__common) external _gOSSerializationMetaClass
00000001e9e8ef20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00000001ee024238 (__DATA,__common) external _gOSSetMetaClass
00000001e9e8ef28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00000001ee024240 (__DATA,__common) external _gOSStringMetaClass
00000001e9e8ef30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00000001ee024248 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00000001e9e8ef38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001e298db74 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001e298dd40 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001e298de90 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001e298e02c (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001e298d82c (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001e298d9d0 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001e298c720 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001e298fe4c (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001e298e6a4 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001e298c5b8 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001e298f764 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001e298fa68 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001e2990d04 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001e2990280 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001e298c848 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001e298f8fc (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001e2992b48 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001e298d6dc (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001e298ad84 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001e298aeec (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001e298abac (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001e298f390 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001e298a9c4 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001e298d114 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001e298f170 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001e298b424 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001e298d4dc (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001e298b85c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001e29928d4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001e298c0bc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001e298e820 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001e298ba74 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001e298e284 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001e298c2ac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001e298c9ec (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001e2992634 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001e298bc5c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001e29918ac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001e2992d20 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001e298b220 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001e2991a60 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001e2992ef0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001e298be10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001e298ea40 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001e2990b84 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001e298cf3c (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001e298cd98 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001e298cc30 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001e298b624 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001e298b740 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001e299172c (__TEXT,__text) non-external (was a private external) _io_server_version
00000001e29906a8 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001e29903ec (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001e2992364 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001e2990904 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001e298c49c (__TEXT,__text) non-external (was a private external) _io_service_close
00000001e2991484 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001e298d264 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001e29910d0 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001e2991cd4 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001e29912e8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001e298b008 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001e2991f0c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001e298ee54 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001e298ecb4 (__TEXT,__text) non-external (was a private external) _io_service_get_state
