00000001cdb43854 (__TEXT,__text) non-external +[Cube initialize]
00000001cdbf2380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultSize
00000001cdbf23a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultSizeForZIndex:ofStyle:
00000001cdbf23c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultString
00000001cdbf23e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultStringForTextInEffectID:presetID:atIndex:
00000001cdbf2400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultStringForTextInEffectID:presetID:atIndex:needsNSConversion:
00000001cdbf2420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultTabInterval
00000001cdbf2440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultTransitionDurationForLayer:ofStyle:withAspectRatio:
00000001cdbf2460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$definedPlaceNameForPath:
00000001cdbf2480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$definedSize
00000001cdbf24a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delayFaceDetectionForStyleID:
00000001cdbf24c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegate
00000001cdbf24e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegateIsTransitioningToo
00000001cdbf2500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deleteCharactersInRange:
00000001cdbf2520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deleteVBO:
00000001cdbf2540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$demolish
00000001cdbf2560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$demolishActions
00000001cdbf2580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$demolishAnimationPaths
00000001cdbf25a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$demolishFilters
00000001cdbf25c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dependsOnFingerPosition
00000001cdbf25e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$depreactivate:
00000001cdbf2600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$depthTest:
00000001cdbf2620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001cdbf2640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptionForEffectID:
00000001cdbf2660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptionForFrameID:
00000001cdbf2680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptionForRandomTransitionPresetID:
00000001cdbf26a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptionForSongAtPath:progressCallback:context:
00000001cdbf26c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptionForStyleID:
00000001cdbf26e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptionForTransitionID:
00000001cdbf2700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptionWithFormat:
00000001cdbf2720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptorType
00000001cdbf2740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$descriptorWithDescriptorType:bytes:length:
00000001cdbf2760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detach
00000001cdbf2780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detachAttribute:fromNode:
00000001cdbf27a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detachChild:fromNode:
00000001cdbf27c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detachChild:fromNode:andNullifyPointers:
00000001cdbf27e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detachNamespace:fromNode:
00000001cdbf2800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detachNewThreadSelector:toTarget:withObject:
00000001cdbf2820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detectFacesInBackground
00000001cdbf2840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detectRegionsOfInterestForAssetKey:
00000001cdbf2860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$detectorOfType:context:options:
00000001cdbf2880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$determineIfSlideDisplayesForTheWholeDurationForEffect:presetID:atIndex:inStyleID:
00000001cdbf28a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$determineShowTime:showDuration:
00000001cdbf28c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001cdbf28e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryRepresentation
00000001cdbf2900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryValueForKey:
00000001cdbf2920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithCapacity:
00000001cdbf2940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfFile:
00000001cdbf2960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithDictionary:
00000001cdbf2980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObject:forKey:
00000001cdbf29a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001cdbf29c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjectsAndKeys:
00000001cdbf29e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didChange:valuesAtIndexes:forKey:
00000001cdbf2a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didChangeValueForKey:
00000001cdbf2a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didChangeValueForKey:withSetMutation:usingObjects:
00000001cdbf2a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didFocusOnNextSlideWithState:
00000001cdbf2a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didFocusOnPreviousSlideWithState:
00000001cdbf2a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didGoToPreviousOrNextFocusedSlide:withAction:
00000001cdbf2aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dimensionalMode
00000001cdbf2ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$disableFadeInAndOut
00000001cdbf2ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$disarm
00000001cdbf2b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayDuration
00000001cdbf2b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayLinkTimestamp
00000001cdbf2b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayName
00000001cdbf2b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayStartTime
00000001cdbf2b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayTime
00000001cdbf2ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayTimeForSlideAtIndex:
00000001cdbf2bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayTimeForText:
00000001cdbf2be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayedEffectContainers
00000001cdbf2c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displaysFPS
00000001cdbf2c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displaysTouchVisualFeedback
00000001cdbf2c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$distanceInMeters
00000001cdbf2c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$distantFuture
00000001cdbf2c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$distantPast
00000001cdbf2ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doAction:
00000001cdbf2cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doActionTrigger:
00000001cdbf2ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doAnimationTrigger:
00000001cdbf2d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doGenericAction:
00000001cdbf2d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doMotionTrigger:
00000001cdbf2d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doStateOperation:
00000001cdbf2d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doTransition:backwards:pzr:
00000001cdbf2d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doTransition:backwards:updateHistory:deltaStartTime:pzr:
00000001cdbf2da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doTransition:withDeltaStartTime:
00000001cdbf2dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$document
00000001cdbf2de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$document:needsAnimationPathsAppliedForSlide:inEffect:
00000001cdbf2e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$document:needsFiltersForSlide:effectIndex:containerIndex:layerIndex:
00000001cdbf2e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$document:needsTransitionForEffectContainer:containerIndex:layerIndex:
00000001cdbf2e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$document:shouldUseDefaultAnimatedPathsForSlide:inEffect:
00000001cdbf2e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$document:shouldUseDefaultFiltersForSlide:effectIndex:containerIndex:layerIndex:
00000001cdbf2e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$document:shouldUseDefaultTransitionForEffectContainer:containerIndex:layerIndex:
00000001cdbf2ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$documentAttributeForKey:
00000001cdbf2ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$documentLayerGroup
00000001cdbf2ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesNotRecognizeSelector:
00000001cdbf2f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleClickInterval
00000001cdbf2f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleForKey:
00000001cdbf2f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleValue
00000001cdbf2f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drain
00000001cdbf2f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$draw
00000001cdbf2fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$draw:withArguments:
00000001cdbf2fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drawIndexedTriangleStrip:count:
00000001cdbf2fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drawSortedPins:providers:attributes:offset:outro:atTime:inContext:withArguments:
00000001cdbf3000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drawTriangleFanFromOffset:count:
00000001cdbf3020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drawTriangleStripFromOffset:count:
00000001cdbf3040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drawTrianglesFromOffset:count:
00000001cdbf3060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duckInDuration
00000001cdbf3080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duckInTime
00000001cdbf30a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duckLevel
00000001cdbf30c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duckOutDuration
00000001cdbf30e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duplicateAnimationPaths
00000001cdbf3100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$duration
00000001cdbf3120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$durationForAssetAtPath:
00000001cdbf3140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$durationForPath:
00000001cdbf3160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$durationIsDefined
00000001cdbf3180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$durationOfSlide:
00000001cdbf31a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$durationPadding
00000001cdbf31c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$durationPaddingForEffectID:
00000001cdbf31e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$durationPerEffectFromOptions:
00000001cdbf3200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dynamicBatchSizeForStyleID:
00000001cdbf3220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dynamicLayerWithImages:withOptions:
00000001cdbf3240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$easeIn
00000001cdbf3260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$easeKenBurnsPanFromOptions:
00000001cdbf3280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$easeOut
00000001cdbf32a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$editedElement
00000001cdbf32c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effect
00000001cdbf32e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effect:requestedNumberOfSlides:firstSlideIndexStillNeeded:
00000001cdbf3300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectAttributeForKey:
00000001cdbf3320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectAttributes
00000001cdbf3340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectAuthoredAttributes
00000001cdbf3360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectAuthoredLayerWithImages:withOptions:
00000001cdbf3380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectAuthoredSlideCount
00000001cdbf33a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectContainer
00000001cdbf33c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectContainers
00000001cdbf33e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectContainersForTime:inDocument:
00000001cdbf3400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectContainersWithImages:effects:andOptions:
00000001cdbf3420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectContainersWithPaths:forDocument:withOptions:
00000001cdbf3440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectDecidesTransitionFromOptions:
00000001cdbf3460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectDoesAccumulate:
00000001cdbf3480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectForMCContainerEffect:inDocument:
