00007ff80974b090 (__TEXT,__const) non-external _A1_Table
00007ff808efa360 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_SSE4_1
00007ff808e7b7e0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_resolver
00007ff808e7c960 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_scalar
00007ff843590b18 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_8_vec
00007ff808cf9040 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
00007ff8435913e0 (__DATA,__bss) non-external _vImageLinearTransform_8to16Q12.vLinearTransform_8to16Q12
00007ff808cf90f0 (__TEXT,__text) external _vImageLinearTransform_8to16U
00007ff8435913e8 (__DATA,__bss) non-external _vImageLinearTransform_8to16U.vLinearTransform_8to16U
00007ff808cf91a0 (__TEXT,__text) external _vImageLinearTransform_8toF
00007ff8435913f0 (__DATA,__bss) non-external _vImageLinearTransform_8toF.vLinearTransform_8toF
00007ff808e7b880 (__TEXT,__text) external _vImageLinearTransform_F
00007ff808d6ba30 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX
00007ff808e8fb80 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX2
00007ff808efbc70 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_SSE4_1
00007ff808e7b8a0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_resolver
00007ff808e7d9b0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_scalar
00007ff843590b28 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_F_vec
00007ff808cf9510 (__TEXT,__text) external _vImageLinearTransform_Fto16U
00007ff843591418 (__DATA,__bss) non-external _vImageLinearTransform_Fto16U.vLinearTransform_Fto16U
00007ff808cf9460 (__TEXT,__text) external _vImageLinearTransform_Fto8
00007ff843591410 (__DATA,__bss) non-external _vImageLinearTransform_Fto8.vLinearTransform_Fto8
00007ff808cf1cc0 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
00007ff808cf1b90 (__TEXT,__text) non-external (was a private external) _vImageLogError
00007ff808cf1a60 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
00007ff808e471b0 (__TEXT,__text) external _vImageLookupTable_8to64U
00007ff808c7b3d0 (__TEXT,__text) external _vImageLookupTable_Planar16
00007ff808e474c0 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
00007ff808e46f30 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
00007ff808c7a410 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00007ff808cd5160 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
00007ff808e46b90 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
00007ff808e46d60 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
00007ff808c9d2a0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
00007ff808e45000 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
00007ff808ea9f40 (__TEXT,__text) external _vImageMapping_CreateFromImageMap_Image8U
00007ff808ea8be0 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
00007ff808ea9f20 (__TEXT,__text) external _vImageMapping_Release
00007ff808cbb780 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
00007ff808e431e0 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
00007ff808e43e70 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
00007ff808e43300 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
00007ff808c712f0 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
00007ff843590fd0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.initialized
00007ff843590da0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.matrixMultiply_3x3
00007ff843591a78 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_1x4
00007ff843591a80 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_2x4
00007ff843591a88 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_3x4
00007ff843591a58 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x1
00007ff843591a60 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x2
00007ff843591a68 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x3
00007ff843591a70 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x4
00007ff843590d90 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_Generic
00007ff808e428d0 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
00007ff808c6d310 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
00007ff808e331c0 (__TEXT,__text) external _vImageMax_ARGB8888
00007ff8435919b0 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxH_Interleaved_CV
00007ff8435919a8 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxV_Interleaved_CV
00007ff8435919a0 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMax_Interleaved_CV
00007ff808e35120 (__TEXT,__text) external _vImageMax_ARGBFFFF
00007ff8435919e0 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxFP_Interleaved_CV
00007ff8435919f0 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxH_FPInterleaved_CV
00007ff8435919e8 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxV_FPInterleaved_CV
00007ff808c914f0 (__TEXT,__text) external _vImageMax_Planar8
00007ff843590d68 (__DATA,__bss) non-external _vImageMax_Planar8.vMaxH_CV
00007ff843590d60 (__DATA,__bss) non-external _vImageMax_Planar8.vMaxV_CV
00007ff843590d58 (__DATA,__bss) non-external _vImageMax_Planar8.vMax_CV
00007ff808e31260 (__TEXT,__text) external _vImageMax_PlanarF
00007ff843591960 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxFP_CV
00007ff843591970 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxH_FP_CV
00007ff843591968 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxV_FP_CV
00007ff808e33c40 (__TEXT,__text) external _vImageMin_ARGB8888
00007ff8435919c8 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinH_Interleaved_CV
00007ff8435919c0 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinV_Interleaved_CV
00007ff8435919b8 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMin_Interleaved_CV
00007ff808e35bb0 (__TEXT,__text) external _vImageMin_ARGBFFFF
00007ff8435919f8 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinFP_Interleaved_CV
00007ff843591a08 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinH_FPInterleaved_CV
00007ff843591a00 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinV_FPInterleaved_CV
00007ff808c92bb0 (__TEXT,__text) external _vImageMin_Planar8
00007ff843590d80 (__DATA,__bss) non-external _vImageMin_Planar8.vMinH_CV
00007ff843590d78 (__DATA,__bss) non-external _vImageMin_Planar8.vMinV_CV
00007ff843590d70 (__DATA,__bss) non-external _vImageMin_Planar8.vMin_CV
00007ff808e31ce0 (__TEXT,__text) external _vImageMin_PlanarF
00007ff843591978 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinFP_CV
00007ff843591988 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinH_FP_CV
00007ff843591980 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinV_FP_CV
00007ff808e48800 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007ff808c82ed0 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00007ff808c7b940 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00007ff808c8a4a0 (__TEXT,__text) external _vImageMultidimensionalTable_Release
00007ff808e48600 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
00007ff808ec9590 (__TEXT,__text) external _vImageNewResamplingFilter
00007ff808c9f700 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
00007ff8096be710 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
00007ff843592490 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB16U.vConvert_OverwriteChannelsWithPixel_ARGB16U_CV
00007ff808c9ddf0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
00007ff843592488 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB8888.vConvert_OverwriteChannelsWithPixel_ARGB8888_CV
00007ff8096be9f0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
00007ff843592498 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGBFFFF.vConvert_OverwriteChannelsWithPixel_ARGBFFFF_CV
00007ff808c9ddd0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
00007ff8096bed30 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
00007ff808e7c180 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
00007ff808d77b50 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX
00007ff808e9bb00 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX2
00007ff808f079f0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_SSE4_1
00007ff808e7c1a0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_resolver
00007ff808e83450 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_scalar
00007ff843590bf8 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_vec
00007ff808e7c120 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
00007ff808d778b0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX
00007ff808e9b860 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX2
00007ff808f07750 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_SSE4_1
00007ff808e7c140 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_resolver
00007ff808e831b0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_scalar
00007ff843590bf0 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_vec
00007ff808e7c1e0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
00007ff808d77e60 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX
00007ff808e9be10 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX2
00007ff808f07d00 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_SSE4_1
00007ff808e7c200 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_resolver
00007ff808e83760 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_scalar
00007ff843590c00 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_vec
00007ff8096bef40 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
00007ff8096bee20 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
00007ff8096bee70 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
00007ff8096bed80 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
00007ff8096beec0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
00007ff8096be270 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
00007ff843592478 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB16U.vConvert_OverwriteChannels_ARGB16U_CV
00007ff8096bdfb0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
00007ff843592470 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB8888.vConvert_OverwriteChannels_ARGB8888_CV
00007ff8096be470 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00007ff843592480 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGBFFFF.vConvert_OverwriteChannels_ARGBFFFF_CV
00007ff808e40fc0 (__TEXT,__text) external _vImagePNGDecompressionFilter
00007ff808d28df0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00007ff8435916d0 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB16U.vConvert_PermuteChannelsWithMaskedInsert_ARGB16U_CV
00007ff808ca5870 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
00007ff8435916c8 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB8888.vConvert_PermuteChannelsWithMaskedInsert_ARGB8888_CV
00007ff808d29120 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
00007ff8435916d8 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF.vConvert_PermuteChannelsWithMaskedInsert_ARGBFFFF_CV
00007ff808d28bb0 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
00007ff808ca8a00 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
00007ff8435916b8 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB16U.vConvert_PermuteChannels_ARGB16U_CV
00007ff808c88b50 (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
00007ff8435916b0 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB8888.vConvert_PermuteChannels_ARGB8888_CV
00007ff808d28bc0 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
00007ff8435916c0 (__DATA,__bss) non-external _vImagePermuteChannels_ARGBFFFF.vConvert_PermuteChannels_ARGBFFFF_CV
00007ff808e7c720 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00007ff808d7f130 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX
00007ff808ea3f70 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX2
00007ff808f0eec0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_SSE4_1
00007ff808e7c740 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_resolver
00007ff808e8a610 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_scalar
00007ff843590c70 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky16U_vec
00007ff808e7c6c0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
00007ff808d7e220 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX
00007ff808ea21d0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX2
00007ff808f0dfa0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_SSE4_1
00007ff808e7c6e0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_resolver
00007ff808e89a00 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_scalar
00007ff843590c68 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky8_vec
00007ff808e7c780 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
00007ff808d80120 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX
00007ff808ea5780 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX2
00007ff808f0fee0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_SSE4_1
00007ff808e7c7a0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_resolver
00007ff808e8b300 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_scalar
00007ff843590c78 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_ChunkyF_vec
00007ff808d29450 (__TEXT,__text) external _vImagePermuteChannels_RGB888
00007ff8435916e0 (__DATA,__bss) non-external _vImagePermuteChannels_RGB888.vConvert_PermuteChannels_RGB888_CV
00007ff808df9070 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
00007ff8435918e8 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_bgf
00007ff8435918f0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_ext
00007ff8435918d8 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_bgf
00007ff8435918e0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_ext
00007ff808df8530 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
00007ff8435918a8 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_bgf
00007ff8435918b0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_ext
00007ff843591898 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff8435918a0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff808df79e0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
00007ff843591868 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_bgf
00007ff843591870 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_ext
00007ff843591858 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_bgf
00007ff843591860 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_ext
00007ff808df8ab0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
00007ff8435918c8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_bgf
00007ff8435918d0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_ext
00007ff8435918b8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_bgf
00007ff8435918c0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_ext
00007ff808df7f60 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
00007ff843591888 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_bgf
00007ff843591890 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_ext
00007ff843591878 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff843591880 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff808df7410 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
00007ff843591848 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_bgf
00007ff843591850 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_ext
