                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000219404028 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020b19e688 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer5VisIdExRKNS_11UsdTimeCodeE
000000020b19e730 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer6VisIdsERKNS_7VtArrayIxEERKNS_11UsdTimeCodeE
000000020b19ed00 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer7InvisIdExRKNS_11UsdTimeCodeE
000000020b19eda8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer8InvisIdsERKNS_7VtArrayIxEERKNS_11UsdTimeCodeE
000000020b19eb2c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer9VisAllIdsERKNS_11UsdTimeCodeE
000000020b1c5240 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI10_GetTfTypeEv
000000020b1c79d0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI12SetTranslateERKNS_7GfVec3dENS_11UsdTimeCodeE
000000020b1c5784 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI13_IsCompatibleEv
000000020b1c6100 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI14CreateXformOpsENS0_13RotationOrderENS0_7OpFlagsES2_S2_S2_
000000020b1c7ae0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI14CreateXformOpsENS0_7OpFlagsES1_S1_S1_
000000020b1c5124 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI14_GetSchemaKindEv
000000020b1c671c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI15GetXformVectorsEPNS_7GfVec3dEPNS_7GfVec3fES4_S4_PNS0_13RotationOrderENS_11UsdTimeCodeE
000000020b1c5f50 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI15SetXformVectorsERKNS_7GfVec3dERKNS_7GfVec3fES6_S6_NS0_13RotationOrderENS_11UsdTimeCodeE
000000020b1c77f0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI18GetResetXformStackEv
000000020b1c78dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI18SetResetXformStackEb
000000020b1c6c94 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI29GetXformVectorsByAccumulationEPNS_7GfVec3dEPNS_7GfVec3fES4_S4_PNS0_13RotationOrderENS_11UsdTimeCodeE
000000020b1c7d40 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI8SetPivotERKNS_7GfVec3fENS_11UsdTimeCodeE
000000020b1c7f6c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI8SetScaleERKNS_7GfVec3fENS_11UsdTimeCodeE
000000020b1c7e54 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomXformCommonAPI9SetRotateERKNS_7GfVec3fENS0_13RotationOrderENS_11UsdTimeCodeE
000000020b2e3af8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI10_GetTfTypeEv
000000020b2e3f8c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI14GetDensityAttrEv
000000020b2e3764 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI14_GetSchemaKindEv
000000020b2e4058 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI17CreateDensityAttrERKNS_7VtValueEb
000000020b2e3e10 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI18GetRestitutionAttrEv
000000020b2e3edc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI21CreateRestitutionAttrERKNS_7VtValueEb
000000020b2e3c94 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI21GetStaticFrictionAttrEv
000000020b2e3b18 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI22GetDynamicFrictionAttrEv
000000020b2e3d60 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI24CreateStaticFrictionAttrERKNS_7VtValueEb
000000020b2e3be4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdPhysicsMaterialAPI25CreateDynamicFrictionAttrERKNS_7VtValueEb
000000020b21c774 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase10_GetTfTypeEv
000000020b21cf00 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase12GetCameraRelEv
000000020b21c658 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase14_GetSchemaKindEv
000000020b21cfcc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase15CreateCameraRelEv
000000020b21c794 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase17GetResolutionAttrEv
000000020b21c860 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase20CreateResolutionAttrERKNS_7VtValueEb
000000020b21cc08 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase20GetDataWindowNDCAttrEv
000000020b21ccd4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase23CreateDataWindowNDCAttrERKNS_7VtValueEb
000000020b21c910 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase23GetPixelAspectRatioAttrEv
000000020b21c9dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase26CreatePixelAspectRatioAttrERKNS_7VtValueEb
000000020b21cd84 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase27GetInstantaneousShutterAttrEv
000000020b21ce50 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase30CreateInstantaneousShutterAttrERKNS_7VtValueEb
000000020b21ca8c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase31GetAspectRatioConformPolicyAttrEv
000000020b21cb58 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdRenderSettingsBase34CreateAspectRatioConformPolicyAttrERKNS_7VtValueEb
000000020b286034 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape10GetOffsetsEPNS_7VtArrayINS_7GfVec3fEEE
000000020b286040 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape10SetOffsetsERKNS_7VtArrayINS_7GfVec3fEEE
000000020b28604c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape16GetNormalOffsetsEPNS_7VtArrayINS_7GfVec3fEEE
000000020b28611c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape16SetNormalOffsetsERKNS_7VtArrayINS_7GfVec3fEEE
000000020b285fdc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape17HasAuthoredWeightEv
000000020b285e34 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape20GetNormalOffsetsAttrEv
000000020b285c40 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape21_GetNormalOffsetsAttrEb
000000020b285e3c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape23CreateNormalOffsetsAttrERKNS_7VtValueE
000000020b285ebc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape9GetWeightEPf
000000020b285f4c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdSkelInbetweenShape9SetWeightEf
000000020b29fba0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI10GetPosAttrEv
000000020b29fb80 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI10_GetTfTypeEv
000000020b2a0014 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI11GetIconAttrEv
000000020b2a030c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI11GetSizeAttrEv
000000020b29fc6c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI13CreatePosAttrERKNS_7VtValueEb
000000020b2a00e0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI14CreateIconAttrERKNS_7VtValueEb
000000020b2a03d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI14CreateSizeAttrERKNS_7VtValueEb
000000020b29f7ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI14_GetSchemaKindEv
000000020b29fe98 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI19GetDisplayColorAttrEv
000000020b29fd1c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI20GetStackingOrderAttrEv
000000020b2a0190 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI21GetExpansionStateAttrEv
000000020b29ff64 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI22CreateDisplayColorAttrERKNS_7VtValueEb
000000020b29fde8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI23CreateStackingOrderAttrERKNS_7VtValueEb
000000020b2a025c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdUINodeGraphNodeAPI24CreateExpansionStateAttrERKNS_7VtValueEb
000000020abf7e78 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23DoubleToStringConverter11ToPrecisionEdiPNS0_13StringBuilderE
000000020abf7cb4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23DoubleToStringConverter13ToExponentialEdiPNS0_13StringBuilderE
000000020abf72e8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23DoubleToStringConverter19HandleSpecialValuesEdPNS0_13StringBuilderE
000000020abf780c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23DoubleToStringConverter20ToShortestIeeeNumberEdPNS0_13StringBuilderENS1_8DtoaModeE
000000020abf7538 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23DoubleToStringConverter27CreateDecimalRepresentationEPKciiiPNS0_13StringBuilderE
000000020abf73b8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23DoubleToStringConverter31CreateExponentialRepresentationEPKciiPNS0_13StringBuilderE
000000020abf7b34 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23DoubleToStringConverter7ToFixedEdiPNS0_13StringBuilderE
000000020abf9700 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23StringToDoubleConverter13StringToFloatEPKciPi
000000020abf9724 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23StringToDoubleConverter13StringToFloatEPKtiPi
000000020abf805c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23StringToDoubleConverter14StringToDoubleEPKciPi
000000020abf8b40 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion23StringToDoubleConverter14StringToDoubleEPKtiPi
000000020abfb2ac (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion6Bignum11ToHexStringEPci
000000020abfb418 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion6Bignum7BigitAtEi
000000020abfb650 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21pxr_double_conversion6Bignum9IsClampedEv
000000020b3b93b8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22HdComputedBufferSource11ComputeHashEv
000000020b3b9510 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22HdComputedBufferSource12GetTupleTypeEv
000000020b3b95b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22HdComputedBufferSource14GetNumElementsEv
000000020b3b9470 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22HdComputedBufferSource7GetDataEv
000000020b3b93c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22HdComputedBufferSource7GetNameEv
000000020aea5f90 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22PcpErrorMutedAssetPath8ToStringEv
000000020ae75580 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_IndexingPhaseScope9_EndScopeEv
000000020ae78f2c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry12IsLayerMutedERKNS_9TfWeakPtrINS_8SdfLayerEEERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEEPSC_
000000020ae78f1c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry14GetMutedLayersEv
000000020ae795b4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry15_GetMutedLayersEv
000000020ae79e58 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry17FindAllUsingLayerERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020ae79ee4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry17GetAllLayerStacksEv
000000020ae795a8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry20_GetFileFormatTargetEv
000000020ae79018 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry22FindAllUsingMutedLayerERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020ae79d60 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry4FindERKNS_23PcpLayerStackIdentifierE
000000020ae794fc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry5_FindERKNS_23PcpLayerStackIdentifierE
000000020ae795c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry6_IsUsdEv
000000020ae79de0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Pcp_LayerStackRegistry8ContainsERKNS_9TfWeakPtrINS_13PcpLayerStackEEE
000000020add3064 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22SdfNamespaceEditDetaileqERKS0_
000000020ade7464 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_ExpressionPathNode11_AppendTextEPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020acf77bc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_FileFormatRegistry5_Info13GetFileFormatEv
000000020ad3a190 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_ParserValueContext17GetRecordedStringEv
000000020ad3ab08 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_ParserValueContext17IsRecordingStringEv
000000020ad3bfc0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_SubLayerListEditor7_OnEditENS_13SdfListOpTypeERKNSt3__16vectorINS2_12basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS7_IS9_EEEESD_
000000020ae348d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_ValueTypeNamesType20GetSerializationNameERKNS_16SdfValueTypeNameE
000000020ae34a48 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_ValueTypeNamesType20GetSerializationNameERKNS_7TfTokenE
000000020ae349c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22Sdf_ValueTypeNamesType20GetSerializationNameERKNS_7VtValueE
000000020b1c9950 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdDeformersBlendShape10_GetTfTypeEv
000000020b1c9970 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdDeformersBlendShape13GetPointsAttrEv
000000020b1c9834 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdDeformersBlendShape14_GetSchemaKindEv
000000020b1c9a3c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdDeformersBlendShape16CreatePointsAttrERKNS_7VtValueEb
000000020b1c9aec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdDeformersBlendShape19GetPointIndicesAttrEv
000000020b1c9bb8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdDeformersBlendShape22CreatePointIndicesAttrERKNS_7VtValueEb
000000020b203954 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdLux_DiscoveryPlugin13GetSearchURIsEv
000000020b37e82c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdMtlxDiscoveryPlugin13GetSearchURIsEv
000000020b2d79ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsCollisionAPI10_GetTfTypeEv
000000020b2d7658 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsCollisionAPI14_GetSchemaKindEv
000000020b2d7b88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsCollisionAPI21GetSimulationOwnerRelEv
000000020b2d7a0c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsCollisionAPI23GetCollisionEnabledAttrEv
000000020b2d7c54 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsCollisionAPI24CreateSimulationOwnerRelEv
000000020b2d7ad8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsCollisionAPI26CreateCollisionEnabledAttrERKNS_7VtValueEb
000000020b2e7b88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI10_GetTfTypeEv
000000020b2e77f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI14_GetSchemaKindEv
000000020b2e801c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI15GetVelocityAttrEv
000000020b2e80e8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI18CreateVelocityAttrERKNS_7VtValueEb
000000020b2e7ea0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI19GetStartsAsleepAttrEv
000000020b2e8314 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI21GetSimulationOwnerRelEv
000000020b2e7f6c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI22CreateStartsAsleepAttrERKNS_7VtValueEb
000000020b2e8198 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI22GetAngularVelocityAttrEv
000000020b2e7d24 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI23GetKinematicEnabledAttrEv
000000020b2e7ba8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI23GetRigidBodyEnabledAttrEv
000000020b2e83e0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI24CreateSimulationOwnerRelEv
000000020b2e8264 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI25CreateAngularVelocityAttrERKNS_7VtValueEb
000000020b2e7df0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI26CreateKinematicEnabledAttrERKNS_7VtValueEb
000000020b2e7c74 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdPhysicsRigidBodyAPI26CreateRigidBodyEnabledAttrERKNS_7VtValueEb
000000020b23a6fc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter10_GetTfTypeEv
000000020b23aa14 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter12GetDepthAttrEv
000000020b23a71c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter12GetWidthAttrEv
000000020b23a898 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter13GetHeightAttrEv
000000020b23ab90 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter13GetRadiusAttrEv
000000020b23c648 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter14GetFalloffAttrEv
000000020b23a5e0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter14_GetSchemaKindEv
000000020b23aae0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter15CreateDepthAttrERKNS_7VtValueEb
000000020b23a7e8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter15CreateWidthAttrERKNS_7VtValueEb
000000020b23df44 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter15GetColorRampAPIEv
000000020b23a964 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter16CreateHeightAttrERKNS_7VtValueEb
000000020b23ac5c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter16CreateRadiusAttrERKNS_7VtValueEb
000000020b23cc38 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter16GetColorRampAttrEv
000000020b23b2fc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter16GetRefineTopAttrEv
000000020b23c714 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter17CreateFalloffAttrERKNS_7VtValueEb
000000020b23dd6c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter17GetFalloffRampAPIEv
000000020b23ba68 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter17GetRefineBackAttrEv
000000020b23b5f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter17GetRefineLeftAttrEv
000000020b23b180 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter17GetScaleDepthAttrEv
000000020b23ae88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter17GetScaleWidthAttrEv
000000020b23b8ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter18GetRefineFrontAttrEv
000000020b23b770 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__22UsdRiPxrRodLightFilter18GetRefineRightAttrEv
