0000000187b1a890 (__TEXT,__const) non-external _A1_Table
00000001877d9758 (__TEXT,__text) external _vImageConvert_Planar8toIndexed1
00000001877d9c44 (__TEXT,__text) external _vImageConvert_Planar8toIndexed2
00000001877d9c50 (__TEXT,__text) external _vImageConvert_Planar8toIndexed4
00000001877d86e8 (__TEXT,__text) external _vImageConvert_Planar8toPlanar1
0000000187939b74 (__TEXT,__text) external _vImageConvert_Planar8toPlanar16F
00000001877d8c8c (__TEXT,__text) external _vImageConvert_Planar8toPlanar2
00000001877d91f8 (__TEXT,__text) external _vImageConvert_Planar8toPlanar4
0000000187939314 (__TEXT,__text) external _vImageConvert_Planar8toPlanarF
00000001878bf53c (__TEXT,__text) external _vImageConvert_Planar8toPlanarN
00000001877d4b20 (__TEXT,__text) external _vImageConvert_Planar8toRGB565
0000000187938334 (__TEXT,__text) external _vImageConvert_Planar8toRGB888
0000000187935a80 (__TEXT,__text) external _vImageConvert_PlanarFToARGB8888
0000000187935fb0 (__TEXT,__text) external _vImageConvert_PlanarFToBGRX8888
0000000187936df4 (__TEXT,__text) external _vImageConvert_PlanarFToBGRXFFFF
0000000187935d84 (__TEXT,__text) external _vImageConvert_PlanarFToXRGB8888
0000000187936b38 (__TEXT,__text) external _vImageConvert_PlanarFToXRGBFFFF
0000000187936850 (__TEXT,__text) external _vImageConvert_PlanarFtoARGBFFFF
000000018793a2fc (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar16F
00000001877a5588 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8
00000001877d18b0 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8_dithered
00000001878c0024 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanarN
000000018777da30 (__TEXT,__text) external _vImageConvert_PlanarFtoRGBFFF
00000001878bf96c (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar16Q12
00000001878bf400 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar8
00000001878bfed4 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanarF
000000018778aef4 (__TEXT,__text) external _vImageConvert_PlanarToChunky8
00000001877d2fe4 (__TEXT,__text) external _vImageConvert_PlanarToChunkyF
0000000187934838 (__TEXT,__text) external _vImageConvert_RGB16UToARGB2101010
00000001877d718c (__TEXT,__text) external _vImageConvert_RGB16UToARGB8888
000000018779f3dc (__TEXT,__text) external _vImageConvert_RGB16UtoARGB16U
00000001877d60a4 (__TEXT,__text) external _vImageConvert_RGB16UtoBGRA16U
00000001879385b0 (__TEXT,__text) external _vImageConvert_RGB16UtoPlanar16U
00000001877d229c (__TEXT,__text) external _vImageConvert_RGB16UtoRGB888_dithered
000000018779c29c (__TEXT,__text) external _vImageConvert_RGB16UtoRGBA16U
00000001877d3870 (__TEXT,__text) external _vImageConvert_RGB565toARGB1555
00000001877d313c (__TEXT,__text) external _vImageConvert_RGB565toARGB8888
00000001877d3214 (__TEXT,__text) external _vImageConvert_RGB565toBGRA8888
00000001877d4b28 (__TEXT,__text) external _vImageConvert_RGB565toPlanar8
00000001877d3280 (__TEXT,__text) external _vImageConvert_RGB565toRGB888
00000001877d365c (__TEXT,__text) external _vImageConvert_RGB565toRGBA5551
00000001877d31a8 (__TEXT,__text) external _vImageConvert_RGB565toRGBA8888
00000001879340d0 (__TEXT,__text) external _vImageConvert_RGB888ToARGB2101010
00000001877b02d4 (__TEXT,__text) external _vImageConvert_RGB888toARGB8888
000000018778e51c (__TEXT,__text) external _vImageConvert_RGB888toBGRA8888
00000001877d9cf0 (__TEXT,__text) external _vImageConvert_RGB888toPlanar16Q12
000000018778d1a8 (__TEXT,__text) external _vImageConvert_RGB888toPlanar8
00000001877d3e78 (__TEXT,__text) external _vImageConvert_RGB888toRGB565_dithered
000000018778f270 (__TEXT,__text) external _vImageConvert_RGB888toRGBA8888
00000001877db034 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16Q12
0000000187b16040 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16Q12.identityMap
00000001877db4dc (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16U
0000000187b16048 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16U.identityMap
00000001877dac50 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB8888
0000000187b16038 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB8888.identityMap
00000001877d6424 (__TEXT,__text) external _vImageConvert_RGBA16UtoRGB16U
00000001877d33bc (__TEXT,__text) external _vImageConvert_RGBA5551toRGB565
00000001877d30d0 (__TEXT,__text) external _vImageConvert_RGBA5551toRGBA8888
00000001877d4784 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565
00000001877d41b8 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565_dithered
0000000187801814 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB888
00000001877d4b1c (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551
00000001877d3cd8 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551_dithered
0000000187801f5c (__TEXT,__text) external _vImageConvert_RGBAFFFFtoRGBFFF
0000000187934fa0 (__TEXT,__text) external _vImageConvert_RGBFFFToARGB2101010
00000001878023ac (__TEXT,__text) external _vImageConvert_RGBFFFtoARGBFFFF
0000000187802864 (__TEXT,__text) external _vImageConvert_RGBFFFtoBGRAFFFF
000000018777c50c (__TEXT,__text) external _vImageConvert_RGBFFFtoPlanarF
00000001877d1b1c (__TEXT,__text) external _vImageConvert_RGBFFFtoRGB888_dithered
0000000187802680 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGBAFFFF
0000000187804a6c (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16F
0000000187803bbc (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16Q12
00000001878034bc (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16U
0000000187802dbc (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB8888
0000000187804358 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGBFFFF
000000018798d6a4 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo420Yp10_CbCr10
000000018798e1a8 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422CbYpCrYp10
000000018798d06c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422Yp10_CbCr10
000000018798ca80 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444Yp10_CbCr10
000000018798dc50 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444YpCbCr10
0000000187933968 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16F
0000000187b1aa4c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16F.identityMap
0000000187933218 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16Q12
0000000187b1aa44 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.identityMap
0000000187932e7c (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16U
0000000187b1aa40 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
0000000187932ac8 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
0000000187b1aa3c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
00000001879335b4 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
0000000187b1aa48 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
00000001879371a0 (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
000000018793780c (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
000000018779ea34 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00000001dd58ed88 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00000001dd58ed18 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00000001dd58edf8 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
0000000187774ce0 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
00000001879753f8 (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00000001dd5900b8 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
0000000187976158 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00000001dd590118 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
0000000187972760 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
00000001879752d4 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
0000000187786ef8 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
0000000187771660 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
0000000187969740 (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
0000000187969724 (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
0000000187969718 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
0000000187969730 (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
000000018777a460 (__TEXT,__text) non-external _vImageConverter_Init
000000018778eda8 (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
0000000187968fb0 (__TEXT,__text) external _vImageConverter_Print
00000001877874dc (__TEXT,__text) external _vImageConverter_Release
0000000187968f98 (__TEXT,__text) external _vImageConverter_Retain
0000000187807b3c (__TEXT,__text) non-external (was a private external) _vImageConvolve
0000000187809164 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
0000000187809d9c (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
00000001878815c0 (__TEXT,__text) external _vImageConvolveWithBias_ARGB16F
0000000187809a5c (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
000000018780a148 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
000000018788109c (__TEXT,__text) external _vImageConvolveWithBias_Planar16F
0000000187788044 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
0000000187809520 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
00000001878815a8 (__TEXT,__text) external _vImageConvolve_ARGB16F
00000001878099b4 (__TEXT,__text) external _vImageConvolve_ARGB8888
0000000187809d1c (__TEXT,__text) external _vImageConvolve_ARGBFFFF
0000000187881084 (__TEXT,__text) external _vImageConvolve_Planar16F
0000000187787ff8 (__TEXT,__text) external _vImageConvolve_Planar8
000000018780950c (__TEXT,__text) external _vImageConvolve_PlanarF
000000018778d954 (__TEXT,__text) external _vImageCopyBuffer
00000001879862d0 (__TEXT,__text) external _vImageCreateCGImageFromBuffer
0000000187985448 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
00000001878b24d8 (__TEXT,__text) external _vImageCreateGammaFunction
0000000187986420 (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
0000000187986180 (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
0000000187986414 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
00000001879860d8 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
000000018777b654 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
000000018777b548 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
000000018777b878 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
00000001877ce104 (__TEXT,__text) external _vImageDecodeVectorHalf
000000018777fde4 (__TEXT,__text) external _vImageDeepmap2Decode
00000001877c3d70 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
00000001877c3f68 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
00000001877c40e4 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
00000001877c40ac (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
00000001877c3f10 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
00000001877c3404 (__TEXT,__text) external _vImageDeepmap2Encode
00000001877c3b6c (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
0000000187780c60 (__TEXT,__text) external _vImageDeepmap2PixelSize
00000001877b7930 (__TEXT,__text) external _vImageDeepmapDecode
00000001877b7920 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
000000018779d82c (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
000000018779d99c (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
000000018779e040 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
00000001877b7cb8 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
00000001877b7168 (__TEXT,__text) external _vImageDeepmapEncode
00000001877b7728 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
000000018779e7e4 (__TEXT,__text) external _vImageDeepmapPixelSize
00000001878b2820 (__TEXT,__text) external _vImageDestroyGammaFunction
00000001878fc094 (__TEXT,__text) external _vImageDestroyResamplingFilter
00000001878a940c (__TEXT,__text) external _vImageDilate_ARGB8888
00000001878aab24 (__TEXT,__text) external _vImageDilate_ARGBFFFF
000000018778b1fc (__TEXT,__text) external _vImageDilate_Planar8
00000001878a7cf4 (__TEXT,__text) external _vImageDilate_PlanarF
0000000187875784 (__TEXT,__text) external _vImageDownScale_CbCr8
0000000187875148 (__TEXT,__text) external _vImageDownScale_Planar8
00000001877cd9bc (__TEXT,__text) external _vImageEncodeVectorHalf
0000000187a8eee4 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
0000000187a8ef10 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
0000000187a8ef3c (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
00000001877cd958 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
00000001877cd988 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
00000001877cd97c (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
000000018789c91c (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
000000018789ce14 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
000000018789bc30 (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
000000018789c078 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
00000001878848ec (__TEXT,__text) external _vImageEqualization_ARGB8888
0000000187884c44 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
0000000187883a74 (__TEXT,__text) external _vImageEqualization_Planar8
0000000187883c78 (__TEXT,__text) external _vImageEqualization_PlanarF
00000001878a8fec (__TEXT,__text) external _vImageErode_ARGB8888
00000001878aa704 (__TEXT,__text) external _vImageErode_ARGBFFFF
00000001878a7000 (__TEXT,__text) external _vImageErode_Planar8
00000001878a78d4 (__TEXT,__text) external _vImageErode_PlanarF
00000001877d4c58 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
00000001877d4b2c (__TEXT,__text) external _vImageExtractChannel_ARGB8888
00000001877d4d84 (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
0000000187990ce4 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00000001879909b4 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
0000000187990684 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00000001878010b8 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
00000001877d77b8 (__TEXT,__text) external _vImageFlatten_ARGB16U
00000001877aef0c (__TEXT,__text) external _vImageFlatten_ARGB8888
00000001877d4eb0 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
00000001877d7cd0 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
00000001877d56a8 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
00000001877d5400 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
00000001877d5bf8 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
00000001878c8450 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
00000001878c8a58 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
00000001878c8fdc (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
00000001878c95ec (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
00000001878c7a20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
00000001878c7f7c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
00000001878c9b08 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00000001878c9fb0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
0000000187801348 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
00000001877d7a44 (__TEXT,__text) external _vImageFlatten_RGBA16U
000000018779b208 (__TEXT,__text) external _vImageFlatten_RGBA8888
00000001877d5158 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
00000001877d7f5c (__TEXT,__text) external _vImageFlatten_RGBAFFFF
00000001877d5950 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
00000001878b1594 (__TEXT,__text) external _vImageFloodFill_ARGB16U
00000001878b14dc (__TEXT,__text) external _vImageFloodFill_ARGB8888
00000001878b1428 (__TEXT,__text) external _vImageFloodFill_Planar16U
00000001878b1374 (__TEXT,__text) external _vImageFloodFill_Planar8
00000001878b282c (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
00000001878b38e8 (__TEXT,__text) external _vImageGamma_PlanarF
00000001878b2bb4 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
000000018786a7b4 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
00000001877ba9a0 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
0000000187986270 (__TEXT,__text) non-external _vImageGetCPUCount
0000000187986228 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
000000018786ae70 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
000000018780910c (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
000000018787d860 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
00000001878abe04 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
0000000187879348 (__TEXT,__text) external _vImageGetPerspectiveWarp
00000001878fc084 (__TEXT,__text) external _vImageGetResamplingFilterExtent
000000018778f7b0 (__TEXT,__text) external _vImageGetResamplingFilterSize
00000001877b1c8c (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
000000018786a31c (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
0000000187b19e40 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
0000000187b19e4c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
0000000187b19e50 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
0000000187b19e5c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
0000000187b19e68 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
0000000187b19e7c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
0000000187b19e90 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
