00000001e47496a8 (__DATA,__data) non-external _.compoundliteral
00000001dba60edc (__TEXT,__text) non-external _regEqualsFunction
00000001dba60ed4 (__TEXT,__text) non-external _regHashFunction
00000001dba1297c (__TEXT,__text) non-external _reget_token
00000001db9f4304 (__TEXT,__text) non-external _remap
00000001dba82f9c (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001dba56b08 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001db9f8b14 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001dba12838 (__TEXT,__text) non-external _scan_token
00000001dba2dde0 (__TEXT,__text) non-external _serializeASTFields
00000001dba28718 (__TEXT,__text) non-external _serializeAssignFields
00000001dba2b504 (__TEXT,__text) non-external _serializeBlockFields
00000001dba2ebd4 (__TEXT,__text) non-external _serializeCallFields
00000001dba2b918 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001dba288a4 (__TEXT,__text) non-external _serializeCommaExprFields
00000001dba28390 (__TEXT,__text) non-external _serializeConstantFields
00000001dba2b9f0 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001dba28568 (__TEXT,__text) non-external _serializeEqualFields
00000001dba28404 (__TEXT,__text) non-external _serializeFieldAccessFields
00000001dba29c90 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001dba28458 (__TEXT,__text) non-external _serializeFunctionCallFields
00000001dba28d20 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001dba2b054 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001dba2cce4 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001dba29d38 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001dba2a284 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001dba2c93c (__TEXT,__text) non-external _serializeLValueFields
00000001dba2b09c (__TEXT,__text) non-external _serializeLayoutPairFields
00000001dba2a5f8 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001dba29f10 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001dba28514 (__TEXT,__text) non-external _serializeMethodCallFields
00000001dba28640 (__TEXT,__text) non-external _serializeNotEqualFields
00000001dba2bf34 (__TEXT,__text) non-external _serializeOffsetFields
00000001dba287f0 (__TEXT,__text) non-external _serializeOpAssignFields
00000001dba2cd2c (__TEXT,__text) non-external _serializePPStreamOpFields
00000001dba28cb8 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001dba2991c (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001dba29554 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001dba295a8 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001dba2ace0 (__TEXT,__text) non-external _serializeQualifierListFields
00000001dba2be84 (__TEXT,__text) non-external _serializeRawCallFields
00000001dba28814 (__TEXT,__text) non-external _serializeReadInputFields
00000001dba2bac8 (__TEXT,__text) non-external _serializeReturnStatementFields
00000001dba29ce4 (__TEXT,__text) non-external _serializeStructTypeFields
00000001dba2ef48 (__TEXT,__text) non-external _serializeStructureFields
00000001dba284c0 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001dba2beec (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001dba2a96c (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001dba2dd98 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001dba2bb10 (__TEXT,__text) non-external _serializeTopLevelFields
00000001dba27b8c (__TEXT,__text) non-external _serializeTypeConversionFields
00000001dba2833c (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001dba290c8 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001dba291e0 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001dba282e8 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001dba2885c (__TEXT,__text) non-external _serializeWriteOutputFields
00000001dba24b70 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001dba274cc (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001dba22b20 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001dba26c48 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001dba22ac4 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001dba25384 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001dba01418 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001dba2f2bc (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001dba20588 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001dba25d88 (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001dba00ef4 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001db9bf230 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001dba11178 (__TEXT,__text) non-external _simple_str_getch
00000001dba11288 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001db9b9ebc (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001db9b9e8c (__TEXT,__text) non-external _std140MatrixStride
00000001db9b9ee0 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001db9b9fd4 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001db9b9ee8 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001db9b9edc (__TEXT,__text) non-external _std140SizeToBytes
00000001db9b9de0 (__TEXT,__text) non-external _std140TypeAlign
00000001db9b9ce8 (__TEXT,__text) non-external _std140TypeSize
00000001dba10d18 (__TEXT,__text) non-external _str_getch
00000001dba10e44 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001dba11444 (__TEXT,__text) non-external _token_pasted_str_getch
00000001dba1138c (__TEXT,__text) non-external _token_pasted_str_scan
00000001dba1150c (__TEXT,__text) non-external _token_pasted_str_ungetch
00000001e09d4060 (__DATA_CONST,__const) non-external _tokens
00000001dba03fec (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001db9f3088 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001dba03884 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001dba39290 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001dba030dc (__TEXT,__text) non-external _typeFromGLPBinding
00000001dba04468 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001dba04098 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001db9e12e0 (__TEXT,__text) non-external _uniqueComponentCount
00000001dba11c6c (__TEXT,__text) non-external _unlinkScope
00000001eca0d500 (__AUTH_CONST,__const) non-external (was a private external) _unop
00000001e09d2e20 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000001dba30f54 (__TEXT,__text) non-external _writeASTNode
00000001dba32378 (__TEXT,__text) non-external _writeAdd
00000001dba31c40 (__TEXT,__text) non-external _writeArrayAccess
00000001dba33314 (__TEXT,__text) non-external _writeArrayType
00000001dba32950 (__TEXT,__text) non-external _writeAssign
00000001dba33f64 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000001dba327f0 (__TEXT,__text) non-external _writeBitwiseAnd
00000001dba32218 (__TEXT,__text) non-external _writeBitwiseNot
00000001dba32848 (__TEXT,__text) non-external _writeBitwiseOr
00000001dba328a0 (__TEXT,__text) non-external _writeBitwiseXor
00000001dba33b40 (__TEXT,__text) non-external _writeBlock
00000001dba33dac (__TEXT,__text) non-external _writeBreakStatement
00000001dba33cfc (__TEXT,__text) non-external _writeCaseStatement
00000001dba32ab0 (__TEXT,__text) non-external _writeCommaExpr
00000001dba31b90 (__TEXT,__text) non-external _writeConstant
00000001dba31f58 (__TEXT,__text) non-external _writeConstructorCall
00000001dba33e04 (__TEXT,__text) non-external _writeContinueStatement
00000001dba33d54 (__TEXT,__text) non-external _writeDefaultStatement
00000001dba33e5c (__TEXT,__text) non-external _writeDiscardStatement
00000001dba322c8 (__TEXT,__text) non-external _writeDivide
00000001dba32638 (__TEXT,__text) non-external _writeEqual
00000001dba33ae8 (__TEXT,__text) non-external _writeExpressionStatement
00000001dba31c98 (__TEXT,__text) non-external _writeFieldAccess
00000001dba3336c (__TEXT,__text) non-external _writeFieldDeclaration
00000001dba31da0 (__TEXT,__text) non-external _writeFunctionCall
00000001dba331bc (__TEXT,__text) non-external _writeFunctionDefinition
00000001dba32be8 (__TEXT,__text) non-external _writeFunctionPrototype
00000001dba338ec (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000001dba32588 (__TEXT,__text) non-external _writeGreater
00000001dba325e0 (__TEXT,__text) non-external _writeGreaterEqual
00000001dba343a8 (__TEXT,__text) non-external _writeIBPartialDeref
00000001dba328f8 (__TEXT,__text) non-external _writeIfExpr
00000001dba33bf4 (__TEXT,__text) non-external _writeIfStatement
00000001dba334cc (__TEXT,__text) non-external _writeInterfaceBlock
00000001dba33740 (__TEXT,__text) non-external _writeKeywordQualifier
00000001dba34270 (__TEXT,__text) non-external _writeLValue
00000001dba34738 (__TEXT,__text) non-external _writeLayoutObject
00000001dba339b8 (__TEXT,__text) non-external _writeLayoutPair
00000001dba337e4 (__TEXT,__text) non-external _writeLayoutQualifier
00000001dba336e8 (__TEXT,__text) non-external _writeLayoutType
00000001dba324d8 (__TEXT,__text) non-external _writeLess
00000001dba32530 (__TEXT,__text) non-external _writeLessEqual
00000001dba326e8 (__TEXT,__text) non-external _writeLogicalAnd
00000001dba321c0 (__TEXT,__text) non-external _writeLogicalNot
00000001dba32740 (__TEXT,__text) non-external _writeLogicalOr
00000001dba32798 (__TEXT,__text) non-external _writeLogicalXor
00000001dba33c4c (__TEXT,__text) non-external _writeLoopStatement
00000001dba31ea8 (__TEXT,__text) non-external _writeMethodCall
00000001dba32320 (__TEXT,__text) non-external _writeModulo
00000001dba32270 (__TEXT,__text) non-external _writeMultiply
00000001dba32168 (__TEXT,__text) non-external _writeNegate
00000001dba32690 (__TEXT,__text) non-external _writeNotEqual
00000001dba34128 (__TEXT,__text) non-external _writeOffset
00000001dba329a8 (__TEXT,__text) non-external _writeOpAssign
00000001dba34400 (__TEXT,__text) non-external _writePPStreamOp
00000001dba32b08 (__TEXT,__text) non-external _writeParameterDeclaration
00000001dba32008 (__TEXT,__text) non-external _writePostdecrement
00000001dba31fb0 (__TEXT,__text) non-external _writePostincrement
00000001dba330b4 (__TEXT,__text) non-external _writePrecisionDeclaration
00000001dba320b8 (__TEXT,__text) non-external _writePredecrement
00000001dba32060 (__TEXT,__text) non-external _writePreincrement
00000001dba3326c (__TEXT,__text) non-external _writePrimitiveType
00000001dba3310c (__TEXT,__text) non-external _writeQualifiedDeclaration
00000001dba33164 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00000001dba33214 (__TEXT,__text) non-external _writeQualifiedType
00000001dba33894 (__TEXT,__text) non-external _writeQualifierList
00000001dba34350 (__TEXT,__text) non-external _writeRValue
00000001dba33fbc (__TEXT,__text) non-external _writeRawCall
00000001dba32a00 (__TEXT,__text) non-external _writeReadInput
00000001dba33eb4 (__TEXT,__text) non-external _writeReturnStatement
00000001dba346b8 (__TEXT,__text) non-external _writeSAInfo
00000001dba32428 (__TEXT,__text) non-external _writeShiftLeft
00000001dba32480 (__TEXT,__text) non-external _writeShiftRight
00000001dba3341c (__TEXT,__text) non-external _writeStructType
00000001dba31e50 (__TEXT,__text) non-external _writeSubroutineArrayCall
00000001dba34078 (__TEXT,__text) non-external _writeSubroutineRawCall
00000001dba3383c (__TEXT,__text) non-external _writeSubroutineTypeList
00000001dba34608 (__TEXT,__text) non-external _writeSubroutineUniform
00000001dba323d0 (__TEXT,__text) non-external _writeSubtract
00000001dba33ca4 (__TEXT,__text) non-external _writeSwitchStatement
00000001dba33f0c (__TEXT,__text) non-external _writeTopLevel
00000001dba3195c (__TEXT,__text) non-external _writeTypeConversion
00000001dba31ae0 (__TEXT,__text) non-external _writeTypeIdentifier
