0000000182f6aa14 (__TEXT,__text) external _CreateLSTMBreakEngine
0000000183060b80 (__TEXT,__text) external _uprv_decNumberRemainderNear
0000000183060ad8 (__TEXT,__text) external _uprv_decNumberRescale
0000000183060bd4 (__TEXT,__text) external _uprv_decNumberRotate
0000000183060fdc (__TEXT,__text) external _uprv_decNumberSameQuantum
0000000183061040 (__TEXT,__text) external _uprv_decNumberScaleB
0000000183061f04 (__TEXT,__text) external _uprv_decNumberSetBCD
000000018306114c (__TEXT,__text) external _uprv_decNumberShift
0000000183061388 (__TEXT,__text) external _uprv_decNumberSquareRoot
0000000183061b2c (__TEXT,__text) external _uprv_decNumberSubtract
000000018305ad14 (__TEXT,__text) external _uprv_decNumberToEngString
000000018305a49c (__TEXT,__text) external _uprv_decNumberToInt32
0000000183061b80 (__TEXT,__text) external _uprv_decNumberToIntegralExact
0000000183061c5c (__TEXT,__text) external _uprv_decNumberToIntegralValue
000000018305a614 (__TEXT,__text) external _uprv_decNumberToString
000000018305a55c (__TEXT,__text) external _uprv_decNumberToUInt32
0000000183061f88 (__TEXT,__text) external _uprv_decNumberTrim
0000000183061fe0 (__TEXT,__text) external _uprv_decNumberVersion
0000000183061cbc (__TEXT,__text) external _uprv_decNumberXor
000000018305a488 (__TEXT,__text) external _uprv_decNumberZero
0000000182ff8c70 (__TEXT,__text) external _uprv_deleteUObject
0000000182f7c8e4 (__TEXT,__text) external _uprv_dl_close
0000000182f7c89c (__TEXT,__text) external _uprv_dl_open
0000000182f7c8f8 (__TEXT,__text) external _uprv_dlsym_func
0000000182fd69b4 (__TEXT,__text) external _uprv_eastrncpy
0000000182fd6298 (__TEXT,__text) external _uprv_ebcdicFromAscii
0000000182fd68f0 (__TEXT,__text) external _uprv_ebcdicToAscii
0000000182fd6904 (__TEXT,__text) external _uprv_ebcdicToLowercaseAscii
0000000182f49944 (__TEXT,__text) external _uprv_ebcdictolower
0000000182f7b444 (__TEXT,__text) external _uprv_fabs
0000000182f7b424 (__TEXT,__text) external _uprv_floor
0000000182f7b460 (__TEXT,__text) external _uprv_fmax
0000000182f7b4b8 (__TEXT,__text) external _uprv_fmin
0000000182f7b450 (__TEXT,__text) external _uprv_fmod
0000000182f49670 (__TEXT,__text) external _uprv_free
0000000182fe5d1c (__TEXT,__text) external _uprv_getCharNameCharacters
0000000182f7c374 (__TEXT,__text) external _uprv_getDefaultLocaleID
0000000182f7b418 (__TEXT,__text) external _uprv_getInfinity
0000000182fe58fc (__TEXT,__text) external _uprv_getMaxCharNameLength
0000000182f7b40c (__TEXT,__text) external _uprv_getNaN
0000000182f7b348 (__TEXT,__text) external _uprv_getRawUTCtime
0000000182fcf540 (__TEXT,__text) external _uprv_getStaticCurrencyName
0000000182f7b2ec (__TEXT,__text) external _uprv_getUTCtime
0000000182f99a24 (__TEXT,__text) external _uprv_int32Comparator
0000000182f498fc (__TEXT,__text) external _uprv_isASCIILetter
0000000182f7b3bc (__TEXT,__text) external _uprv_isInfinite
0000000182fd61fc (__TEXT,__text) external _uprv_isInvariantString
0000000182fd6248 (__TEXT,__text) external _uprv_isInvariantUString
0000000182f7b3a4 (__TEXT,__text) external _uprv_isNaN
0000000182f7b3f0 (__TEXT,__text) external _uprv_isNegativeInfinity
0000000182f7b3d4 (__TEXT,__text) external _uprv_isPositiveInfinity
000000018300b8fc (__TEXT,__text) external _uprv_itou
0000000182f7b580 (__TEXT,__text) external _uprv_log
0000000182f49544 (__TEXT,__text) external _uprv_malloc
0000000182fe1404 (__TEXT,__text) external _uprv_max
0000000182f7b574 (__TEXT,__text) external _uprv_maxMantissa
0000000182f7b584 (__TEXT,__text) external _uprv_maximumPtr
0000000182fe1410 (__TEXT,__text) external _uprv_min
0000000182f7b44c (__TEXT,__text) external _uprv_modf
0000000182f7b520 (__TEXT,__text) external _uprv_mul32_overflow
0000000182fce73c (__TEXT,__text) external _uprv_parseCurrency
0000000182f7bf24 (__TEXT,__text) external _uprv_pathIsAbsolute
0000000182f7b454 (__TEXT,__text) external _uprv_pow
0000000182f7b458 (__TEXT,__text) external _uprv_pow10
0000000182f49578 (__TEXT,__text) external _uprv_realloc
0000000182f7b434 (__TEXT,__text) external _uprv_round
0000000182f99b50 (__TEXT,__text) external _uprv_sortArray
0000000182f99a4c (__TEXT,__text) external _uprv_stableBinarySearch
0000000182f49c98 (__TEXT,__text) external _uprv_strdup
0000000182f49b98 (__TEXT,__text) external _uprv_stricmp
0000000182f49cec (__TEXT,__text) external _uprv_strndup
0000000182f49c18 (__TEXT,__text) external _uprv_strnicmp
0000000182f58320 (__TEXT,__text) external _uprv_svc_hook
0000000183006a34 (__TEXT,__text) external _uprv_syntaxError
0000000182f7b5a0 (__TEXT,__text) external _uprv_timezone
0000000182f49914 (__TEXT,__text) external _uprv_toupper
0000000182f7b534 (__TEXT,__text) external _uprv_trunc
0000000182f7b5bc (__TEXT,__text) external _uprv_tzname
0000000182f7b5b0 (__TEXT,__text) external _uprv_tzname_clear_cache
0000000182f7b59c (__TEXT,__text) external _uprv_tzset
0000000182f99a14 (__TEXT,__text) external _uprv_uint16Comparator
0000000182f99a34 (__TEXT,__text) external _uprv_uint32Comparator
0000000182f7a660 (__TEXT,__text) external _upvec_cloneArray
0000000182f79e04 (__TEXT,__text) external _upvec_close
0000000182f7a368 (__TEXT,__text) external _upvec_compact
0000000182f7a79c (__TEXT,__text) external _upvec_compactToUTrie2Handler
0000000182f7a728 (__TEXT,__text) external _upvec_compactToUTrie2WithRowIndexes
0000000182f7a62c (__TEXT,__text) external _upvec_getArray
0000000182f7a30c (__TEXT,__text) external _upvec_getRow
0000000182f7a2a0 (__TEXT,__text) external _upvec_getValue
0000000182f79d10 (__TEXT,__text) external _upvec_open
0000000182f79e48 (__TEXT,__text) external _upvec_setValue
0000000182ffa900 (__TEXT,__text) external _urbtok57_getBinaryRules
0000000182ffa7a0 (__TEXT,__text) external _urbtok57_openBinaryRules
0000000182ffa868 (__TEXT,__text) external _urbtok57_openBinaryRulesNoCopy
0000000182ffa694 (__TEXT,__text) external _urbtok57_openRules
0000000182ffaa08 (__TEXT,__text) external _urbtok57_tokenize
0000000182ffa3c0 (__TEXT,__text) external _urbtok_getBinaryRules
0000000182ffa108 (__TEXT,__text) external _urbtok_open
0000000182ffa218 (__TEXT,__text) external _urbtok_openBinaryRules
0000000182ffa300 (__TEXT,__text) external _urbtok_openBinaryRulesNoCopy
0000000182ffa154 (__TEXT,__text) external _urbtok_openRules
0000000182ffa4dc (__TEXT,__text) external _urbtok_swapBinaryRules
0000000182ffa4c8 (__TEXT,__text) external _urbtok_tokenize
000000018316eaec (__TEXT,__text) external _uregex_appendReplacement
000000018316f488 (__TEXT,__text) external _uregex_appendReplacementUText
000000018316eaf0 (__TEXT,__text) external _uregex_appendTail
000000018316f6f4 (__TEXT,__text) external _uregex_appendTailUText
000000018316d8c4 (__TEXT,__text) external _uregex_clone
000000018316d87c (__TEXT,__text) external _uregex_close
000000018316e370 (__TEXT,__text) external _uregex_end
000000018316e388 (__TEXT,__text) external _uregex_end64
000000018316de60 (__TEXT,__text) external _uregex_find
000000018316de68 (__TEXT,__text) external _uregex_find64
000000018316df2c (__TEXT,__text) external _uregex_findNext
000000018316da04 (__TEXT,__text) external _uregex_flags
000000018316e960 (__TEXT,__text) external _uregex_getFindProgressCallback
000000018316e8e8 (__TEXT,__text) external _uregex_getMatchCallback
000000018316e870 (__TEXT,__text) external _uregex_getStackLimit
000000018316dbcc (__TEXT,__text) external _uregex_getText
000000018316e7f8 (__TEXT,__text) external _uregex_getTimeLimit
000000018316dd08 (__TEXT,__text) external _uregex_getUText
000000018316e0b8 (__TEXT,__text) external _uregex_group
000000018316df84 (__TEXT,__text) external _uregex_groupCount
000000018316e07c (__TEXT,__text) external _uregex_groupNumberFromCName
000000018316dfc0 (__TEXT,__text) external _uregex_groupNumberFromName
000000018316e25c (__TEXT,__text) external _uregex_groupUText
000000018316e694 (__TEXT,__text) external _uregex_hasAnchoringBounds
000000018316e61c (__TEXT,__text) external _uregex_hasTransparentBounds
000000018316e70c (__TEXT,__text) external _uregex_hitEnd
000000018316ddf0 (__TEXT,__text) external _uregex_lookingAt
000000018316ddf8 (__TEXT,__text) external _uregex_lookingAt64
000000018316dd80 (__TEXT,__text) external _uregex_matches
000000018316dd88 (__TEXT,__text) external _uregex_matches64
000000018316d480 (__TEXT,__text) external _uregex_open
000000018316fac0 (__TEXT,__text) external _uregex_openC
000000018316d674 (__TEXT,__text) external _uregex_openUText
000000018316d9ac (__TEXT,__text) external _uregex_pattern
000000018316d9fc (__TEXT,__text) external _uregex_patternUText
000000018316dd44 (__TEXT,__text) external _uregex_refreshUText
000000018316e58c (__TEXT,__text) external _uregex_regionEnd
000000018316e5a4 (__TEXT,__text) external _uregex_regionEnd64
000000018316e4fc (__TEXT,__text) external _uregex_regionStart
000000018316e514 (__TEXT,__text) external _uregex_regionStart64
000000018316e99c (__TEXT,__text) external _uregex_replaceAll
000000018316eaf4 (__TEXT,__text) external _uregex_replaceAllUText
000000018316eb50 (__TEXT,__text) external _uregex_replaceFirst
000000018316ec7c (__TEXT,__text) external _uregex_replaceFirstUText
000000018316e764 (__TEXT,__text) external _uregex_requireEnd
000000018316e3e0 (__TEXT,__text) external _uregex_reset
000000018316e3e8 (__TEXT,__text) external _uregex_reset64
000000018316e924 (__TEXT,__text) external _uregex_setFindProgressCallback
000000018316e8ac (__TEXT,__text) external _uregex_setMatchCallback
000000018316e440 (__TEXT,__text) external _uregex_setRegion
000000018316e44c (__TEXT,__text) external _uregex_setRegion64
000000018316e4a4 (__TEXT,__text) external _uregex_setRegionAndStart
000000018316e834 (__TEXT,__text) external _uregex_setStackLimit
000000018316da40 (__TEXT,__text) external _uregex_setText
000000018316e7bc (__TEXT,__text) external _uregex_setTimeLimit
000000018316db2c (__TEXT,__text) external _uregex_setUText
000000018316f6fc (__TEXT,__text) external _uregex_split
000000018316fa60 (__TEXT,__text) external _uregex_splitUText
000000018316e300 (__TEXT,__text) external _uregex_start
000000018316e318 (__TEXT,__text) external _uregex_start64
000000018316e6d0 (__TEXT,__text) external _uregex_useAnchoringBounds
000000018316e658 (__TEXT,__text) external _uregex_useTransparentBounds
000000018316fc08 (__TEXT,__text) external _uregion_areEqual
000000018316fc8c (__TEXT,__text) external _uregion_contains
000000018316fbd0 (__TEXT,__text) external _uregion_getAvailable
000000018316fc1c (__TEXT,__text) external _uregion_getContainedRegions
000000018316fc54 (__TEXT,__text) external _uregion_getContainedRegionsOfType
000000018316fc14 (__TEXT,__text) external _uregion_getContainingRegion
000000018316fc18 (__TEXT,__text) external _uregion_getContainingRegionOfType
000000018316fccc (__TEXT,__text) external _uregion_getNumericCode
000000018316fc90 (__TEXT,__text) external _uregion_getPreferredValues
000000018316fcc8 (__TEXT,__text) external _uregion_getRegionCode
000000018316fbc8 (__TEXT,__text) external _uregion_getRegionFromCode
000000018316fbcc (__TEXT,__text) external _uregion_getRegionFromNumericCode
000000018316fcd0 (__TEXT,__text) external _uregion_getType
000000018310c384 (__TEXT,__text) external _ureldatefmt_close
000000018310c1ec (__TEXT,__text) external _ureldatefmt_closeResult
000000018310c848 (__TEXT,__text) external _ureldatefmt_combineDateAndTime
000000018310c5fc (__TEXT,__text) external _ureldatefmt_format
000000018310c3b0 (__TEXT,__text) external _ureldatefmt_formatNumeric
000000018310c528 (__TEXT,__text) external _ureldatefmt_formatNumericToResult
000000018310c774 (__TEXT,__text) external _ureldatefmt_formatToResult
000000018310c254 (__TEXT,__text) external _ureldatefmt_open
000000018310c118 (__TEXT,__text) external _ureldatefmt_openResult
000000018310c1a8 (__TEXT,__text) external _ureldatefmt_resultAsValue
0000000182ffacf4 (__TEXT,__text) external _ures_close
0000000182ffd8b0 (__TEXT,__text) external _ures_countArrayItems
0000000182ffbaac (__TEXT,__text) external _ures_findResource
0000000182ffbc24 (__TEXT,__text) external _ures_findSubResource
0000000182ffc53c (__TEXT,__text) external _ures_getAllChildrenWithFallback
0000000182ffc588 (__TEXT,__text) external _ures_getAllItemsWithFallback
0000000182ffb22c (__TEXT,__text) external _ures_getBinary
0000000182ffb738 (__TEXT,__text) external _ures_getByIndex
0000000182ffc8d8 (__TEXT,__text) external _ures_getByKey
0000000182ffbe40 (__TEXT,__text) external _ures_getByKeyWithFallback
0000000182ffdbc8 (__TEXT,__text) external _ures_getFunctionalEquivalent
0000000182ffb304 (__TEXT,__text) external _ures_getInt
0000000182ffb298 (__TEXT,__text) external _ures_getIntVector
0000000182ffb3a0 (__TEXT,__text) external _ures_getKey
0000000182ffe6d0 (__TEXT,__text) external _ures_getKeywordValues
0000000182ffab4c (__TEXT,__text) external _ures_getLocParent
0000000182ffcd5c (__TEXT,__text) external _ures_getLocale
0000000182ffcd90 (__TEXT,__text) external _ures_getLocaleByType
0000000182ffcd28 (__TEXT,__text) external _ures_getLocaleInternal
0000000182ffb5dc (__TEXT,__text) external _ures_getNextResource
0000000182ffb3e0 (__TEXT,__text) external _ures_getNextString
0000000182ffb3ac (__TEXT,__text) external _ures_getSize
0000000182ffb050 (__TEXT,__text) external _ures_getString
0000000182ffb898 (__TEXT,__text) external _ures_getStringByIndex
0000000182ffcb38 (__TEXT,__text) external _ures_getStringByKey
0000000182ffbd00 (__TEXT,__text) external _ures_getStringByKeyWithFallback
0000000182ffb38c (__TEXT,__text) external _ures_getType
0000000182ffb348 (__TEXT,__text) external _ures_getUInt
0000000182ffb0bc (__TEXT,__text) external _ures_getUTF8String
0000000182ffba48 (__TEXT,__text) external _ures_getUTF8StringByIndex
0000000182ffccc4 (__TEXT,__text) external _ures_getUTF8StringByKey
0000000182ffc688 (__TEXT,__text) external _ures_getValueWithFallback
0000000182ffda4c (__TEXT,__text) external _ures_getVersion
0000000182ffe9f4 (__TEXT,__text) external _ures_getVersionByKey
0000000182ffda48 (__TEXT,__text) external _ures_getVersionNumber
0000000182ffd994 (__TEXT,__text) external _ures_getVersionNumberInternal
0000000182ffb3c8 (__TEXT,__text) external _ures_hasNext
0000000182ffac74 (__TEXT,__text) external _ures_initStackObject
0000000182ffbc0c (__TEXT,__text) external _ures_open
0000000182ffda90 (__TEXT,__text) external _ures_openAvailableLocales
0000000182ffd4a8 (__TEXT,__text) external _ures_openDirect
0000000182ffd4e8 (__TEXT,__text) external _ures_openDirectFillIn
0000000182ffd4c0 (__TEXT,__text) external _ures_openFillIn
0000000182ffd490 (__TEXT,__text) external _ures_openNoDefault
0000000182ffaa0c (__TEXT,__text) external _ures_openU
0000000182ffd510 (__TEXT,__text) external _ures_openWithCountryFallback
0000000182ffb3b8 (__TEXT,__text) external _ures_resetIterator
0000000183001ae8 (__TEXT,__text) external _ures_swap
00000001830031c4 (__TEXT,__text) external _uscript_breaksBetweenLetters
00000001830028c8 (__TEXT,__text) external _uscript_closeRun
0000000183002c04 (__TEXT,__text) external _uscript_getCode
0000000182f79cf0 (__TEXT,__text) external _uscript_getName
0000000183003078 (__TEXT,__text) external _uscript_getSampleString
0000000182fa7fb4 (__TEXT,__text) external _uscript_getScript
0000000182fa80d0 (__TEXT,__text) external _uscript_getScriptExtensions
0000000182f79d00 (__TEXT,__text) external _uscript_getShortName
0000000183003178 (__TEXT,__text) external _uscript_getUsage
0000000182fa8044 (__TEXT,__text) external _uscript_hasScript
00000001830031e8 (__TEXT,__text) external _uscript_isCased
000000018300319c (__TEXT,__text) external _uscript_isRightToLeft
00000001830028f8 (__TEXT,__text) external _uscript_nextRun
00000001830027b0 (__TEXT,__text) external _uscript_openRun
00000001830028d4 (__TEXT,__text) external _uscript_resetRun
0000000183002864 (__TEXT,__text) external _uscript_setRunText
0000000183170020 (__TEXT,__text) external _usearch_close
00000001831709b0 (__TEXT,__text) external _usearch_first
0000000183170c40 (__TEXT,__text) external _usearch_following
00000001831704d4 (__TEXT,__text) external _usearch_getAttribute
0000000183170678 (__TEXT,__text) external _usearch_getBreakIterator
00000001831708f8 (__TEXT,__text) external _usearch_getCollator
0000000183170628 (__TEXT,__text) external _usearch_getMatchedLength
0000000183170530 (__TEXT,__text) external _usearch_getMatchedStart
0000000183170548 (__TEXT,__text) external _usearch_getMatchedText
0000000183170400 (__TEXT,__text) external _usearch_getOffset
000000018317099c (__TEXT,__text) external _usearch_getPattern
000000018317077c (__TEXT,__text) external _usearch_getText
0000000183170cbc (__TEXT,__text) external _usearch_last
0000000183170a30 (__TEXT,__text) external _usearch_next
000000018316fcd4 (__TEXT,__text) external _usearch_open
000000018316fda0 (__TEXT,__text) external _usearch_openFromCollator
0000000183170f50 (__TEXT,__text) external _usearch_preceding
0000000183170d38 (__TEXT,__text) external _usearch_previous
0000000183171430 (__TEXT,__text) external _usearch_reset
0000000183171560 (__TEXT,__text) external _usearch_search
00000001831722d4 (__TEXT,__text) external _usearch_searchBackwards
0000000183170448 (__TEXT,__text) external _usearch_setAttribute
0000000183170640 (__TEXT,__text) external _usearch_setBreakIterator
0000000183170794 (__TEXT,__text) external _usearch_setCollator
0000000183170398 (__TEXT,__text) external _usearch_setOffset
0000000183170904 (__TEXT,__text) external _usearch_setPattern
0000000183170688 (__TEXT,__text) external _usearch_setText
00000001830032d0 (__TEXT,__text) external _uset_add
