00007ff80046021a (__TEXT,__text) external _NSAddImage
00007ff80045f08a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00007ff80046f7bd (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff80046f6dc (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff80046fc81 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff80046f50a (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff80046f5f8 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff800477b21 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00007ff800477b30 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.6
00007ff800477124 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff8431ac728 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff800460253 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff8004548df (__TEXT,__text) external __dyld_atfork_parent
00007ff8004548ca (__TEXT,__text) external __dyld_atfork_prepare
00007ff800460267 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff800460694 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff80046067f (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff80046066a (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff800460782 (__TEXT,__text) external __dyld_dlsym_blocked
00007ff80046059b (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff800460646 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff8004607e2 (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
00007ff80046057a (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff800460622 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff800454807 (__TEXT,__text) external __dyld_find_unwind_sections
00007ff800453ee0 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff800453d07 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff80046076d (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff800460758 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff80045ffc1 (__TEXT,__text) external __dyld_fork_child
00007ff8004605d1 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff800453e54 (__TEXT,__text) external __dyld_get_image_header
00007ff8004602cf (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff800453e3d (__TEXT,__text) external __dyld_get_image_name
00007ff80045442a (__TEXT,__text) external __dyld_get_image_slide
00007ff8004548ac (__TEXT,__text) external __dyld_get_image_uuid
00007ff8004548f4 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff800453afb (__TEXT,__text) external __dyld_get_objc_selector
00007ff800460520 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff800453ae0 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff800453e80 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff8004607b2 (__TEXT,__text) external __dyld_get_swift_prespecialized_data
00007ff800460492 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff800460607 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff80046026f (__TEXT,__text) external __dyld_image_containing_address
00007ff800453e2b (__TEXT,__text) external __dyld_image_count
00007ff80045445c (__TEXT,__text) external __dyld_images_for_addresses
00007ff80045494f (__TEXT,__text) external __dyld_initializer
00007ff800453d5b (__TEXT,__text) external __dyld_is_memory_immutable
00007ff800460475 (__TEXT,__text) external __dyld_is_objc_constant
00007ff80046073e (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff8004607c7 (__TEXT,__text) external __dyld_is_pseudodylib
00007ff800460460 (__TEXT,__text) external __dyld_launch_mode
00007ff80046023f (__TEXT,__text) external __dyld_launched_prebound
00007ff80045ffa0 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff8004602ae (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff80046028a (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff8004606a9 (__TEXT,__text) external __dyld_lookup_section_info
00007ff80046044b (__TEXT,__text) external __dyld_missing_symbol_abort
00007ff800460550 (__TEXT,__text) external __dyld_objc_class_count
00007ff800453a9e (__TEXT,__text) external __dyld_objc_notify_register
00007ff8004605ec (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff800460565 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff800460237 (__TEXT,__text) external __dyld_present
00007ff8004709d4 (__TEXT,__text) external __dyld_process_info_create
00007ff800471236 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff8004711f6 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff800471240 (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff8004711ba (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff8004711a1 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff8004711dc (__TEXT,__text) external __dyld_process_info_get_platform
00007ff800471188 (__TEXT,__text) external __dyld_process_info_get_state
00007ff800476e73 (__TEXT,__text) external __dyld_process_info_notify
00007ff800476ef1 (__TEXT,__text) external __dyld_process_info_notify_main
00007ff800476f32 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff800476f28 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff8004711e5 (__TEXT,__text) external __dyld_process_info_release
00007ff8004711d3 (__TEXT,__text) external __dyld_process_info_retain
00007ff800460723 (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff8004606e4 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff8004606ff (__TEXT,__text) external __dyld_pseudodylib_register
00007ff8004606c9 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff800460797 (__TEXT,__text) external __dyld_register_dlsym_notifier
00007ff800460430 (__TEXT,__text) external __dyld_register_driverkit_main
00007ff800453d25 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff80045496b (__TEXT,__text) external __dyld_register_for_image_loads
00007ff8004538d0 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff800453eb6 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff8004604c8 (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff80046041b (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff800460406 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff8004604ad (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff8004605bc (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff800460535 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800454858 (__TEXT,__text) external __tlv_atexit
00007ff8004602f0 (__TEXT,__text) external __tlv_bootstrap
00007ff80045490b (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
00007ff843392b6c (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff800454891 (__TEXT,__text) external _dladdr
00007ff800454840 (__TEXT,__text) external _dlclose
00007ff800454920 (__TEXT,__text) external _dlerror
00007ff800453f2b (__TEXT,__text) external _dlopen
00007ff800460503 (__TEXT,__text) external _dlopen_audited
00007ff8004604e3 (__TEXT,__text) external _dlopen_from
00007ff800454876 (__TEXT,__text) external _dlopen_preflight
00007ff800453f54 (__TEXT,__text) external _dlsym
00007ff800479f68 (__TEXT,__const) external _dyldVersionNumber
00007ff800479f40 (__TEXT,__const) external _dyldVersionString
00007ff8004602ea (__TEXT,__text) external _dyld_dynamic_interpose
00007ff80046f6eb (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff80046f607 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff800453cdd (__TEXT,__text) external _dyld_get_active_platform
00007ff800454935 (__TEXT,__text) external _dyld_get_base_platform
00007ff8004603ca (__TEXT,__text) external _dyld_get_image_versions
00007ff800454e1c (__TEXT,__text) external _dyld_get_min_os_version
00007ff8004543fa (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff80046081b (__TEXT,__text) external _dyld_get_program_minos_version_token
00007ff800453b16 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff800460806 (__TEXT,__text) external _dyld_get_program_sdk_version_token
00007ff800454825 (__TEXT,__text) external _dyld_get_sdk_version
00007ff800453f16 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff80046f8c6 (__TEXT,__text) external _dyld_image_content_for_section
00007ff80046f8bc (__TEXT,__text) external _dyld_image_content_for_segment
00007ff80046f8d0 (__TEXT,__text) external _dyld_image_copy_uuid
00007ff80046f94a (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff80046f940 (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff80046f95e (__TEXT,__text) external _dyld_image_get_file_path
00007ff80046f954 (__TEXT,__text) external _dyld_image_get_installname
00007ff80045423a (__TEXT,__text) external _dyld_image_header_containing_address
00007ff80046facb (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff800453e9b (__TEXT,__text) external _dyld_image_path_containing_address
00007ff800460359 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff800460391 (__TEXT,__text) external _dyld_minos_at_least
00007ff8004603e8 (__TEXT,__text) external _dyld_need_closure
00007ff80046f2a5 (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff80046f220 (__TEXT,__text) external _dyld_process_create_for_task
00007ff80046f2ba (__TEXT,__text) external _dyld_process_dispose
00007ff843393c08 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff800453e6b (__TEXT,__text) external _dyld_process_is_restricted
00007ff80046f300 (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff80046f2dc (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff80046f32e (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff80046f369 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff80047964f (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff800479670 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff80046f48a (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff80046f4af (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff80046f533 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff80046f324 (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff8004603af (__TEXT,__text) external _dyld_program_minos_at_least
00007ff80045440f (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff800460373 (__TEXT,__text) external _dyld_sdk_at_least
00007ff80046f58d (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff800460323 (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff800460338 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff80046f5a8 (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff80046f5b2 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff80046f968 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff80046f7cc (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff80046f56f (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff80046f579 (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff80046f583 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff800460305 (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff80046f55b (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff800453cf2 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff80046f565 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff80046f972 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff80046084b (__TEXT,__text) external _dyld_version_token_at_least
00007ff800460830 (__TEXT,__text) external _dyld_version_token_get_platform
00007ff8431ac720 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff843392b68 (__DATA,__data) non-external _features_hi32
00007ff843392b64 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff843392b88 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff843392b70 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff843392b60 (__DATA,__data) non-external _inited
00007ff80045fe9c (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00007ff800476f46 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00007ff800476f75 (__TEXT,__text) external _macho_arch_name_for_mach_header
00007ff80047714d (__TEXT,__text) external _macho_best_slice
00007ff80047718e (__TEXT,__text) external _macho_best_slice_in_fd
00007ff800476f3c (__TEXT,__text) external _macho_cpu_type_for_arch_name
00007ff8004775bc (__TEXT,__text) external _macho_dylib_install_name
00007ff800477a09 (__TEXT,__text) external _macho_for_each_defined_rpath
00007ff8004775d7 (__TEXT,__text) external _macho_for_each_dependent_dylib
00007ff800477898 (__TEXT,__text) external _macho_for_each_exported_symbol
00007ff8004776c0 (__TEXT,__text) external _macho_for_each_imported_symbol
00007ff800476fb9 (__TEXT,__text) external _macho_for_each_slice
00007ff800476ffa (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
