00007ffb0363a040 (__TEXT,__text) external _ARMCompilationCallback
00007ffb40e39e78 (__DATA_CONST,__const) external __ZTVN4llvm16DIETypeSignatureE
00007ffb40e3a2c0 (__DATA_CONST,__const) external __ZTVN4llvm16DwarfCompileUnitE
00007ffb40e525c8 (__DATA_CONST,__const) external __ZTVN4llvm16ExtractValueInstE
00007ffb40da8f00 (__DATA_CONST,__const) external __ZTVN4llvm16JITEventListenerE
00007ffb40da9200 (__DATA_CONST,__const) external __ZTVN4llvm16JITMemoryManagerE
00007ffb40e84bb0 (__DATA_CONST,__const) external __ZTVN4llvm16MCAsmInfoGNUCOFFE
00007ffb40e86438 (__DATA_CONST,__const) external __ZTVN4llvm16MCObjectStreamerE
00007ffb40e86b90 (__DATA_CONST,__const) external __ZTVN4llvm16MCRelocationInfoE
00007ffb40e86fe8 (__DATA_CONST,__const) external __ZTVN4llvm16MCTargetStreamerE
00007ffb40e87380 (__DATA_CONST,__const) external __ZTVN4llvm16MachObjectWriterE
00007ffb40da8d78 (__DATA_CONST,__const) external __ZTVN4llvm16RuntimeDyldMachOE
00007ffb40e39228 (__DATA_CONST,__const) external __ZTVN4llvm16SelectionDAGISelE
00007ffb40e3f958 (__DATA_CONST,__const) external __ZTVN4llvm16StackMapLivenessE
00007ffb40e3de50 (__DATA_CONST,__const) external __ZTVN4llvm16TargetPassConfigE
00007ffb40e52a50 (__DATA_CONST,__const) external __ZTVN4llvm16UnaryInstructionE
00007ffb40da9ef8 (__DATA_CONST,__const) external __ZTVN4llvm16X86FrameLoweringE
00007ffb40dad798 (__DATA_CONST,__const) external __ZTVN4llvm16X86TargetMachineE
00007ffb40e8aff8 (__DATA_CONST,__const) external __ZTVN4llvm16raw_null_ostreamE
00007ffb40e04498 (__DATA_CONST,__const) external __ZTVN4llvm17ARM64DisassemblerE
00007ffb40e047e8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm17ARM64FunctionInfoE
00007ffb40e05520 (__DATA_CONST,__const) external __ZTVN4llvm17ARM64GenInstrInfoE
00007ffb40e07e08 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm17ARM64MCAsmInfoELFE
00007ffb40e06b60 (__DATA_CONST,__const) external __ZTVN4llvm17ARM64RegisterInfoE
00007ffb40e35fb0 (__DATA_CONST,__const) external __ZTVN4llvm17ARMTargetLoweringE
00007ffb40e555f8 (__DATA_CONST,__const) external __ZTVN4llvm17ARMTargetStreamerE
00007ffb40e528d8 (__DATA_CONST,__const) external __ZTVN4llvm17AddrSpaceCastInstE
00007ffb40e39ba0 (__DATA_CONST,__const) external __ZTVN4llvm17AsmPrinterHandlerE
00007ffb40e52408 (__DATA_CONST,__const) external __ZTVN4llvm17AtomicCmpXchgInstE
00007ffb40e493a0 (__DATA_CONST,__const) external __ZTVN4llvm17ConstantDataArrayE
00007ffb40e894c0 (__DATA_CONST,__const) external __ZTVN4llvm17DAGDeltaAlgorithmE
00007ffb40e46440 (__DATA_CONST,__const) external __ZTVN4llvm17DominanceFrontierE
00007ffb40e49898 (__DATA_CONST,__const) weak external __ZTVN4llvm17DominatorTreeBaseINS_10BasicBlockEEE
00007ffb40e3c540 (__DATA_CONST,__const) weak external __ZTVN4llvm17DominatorTreeBaseINS_17MachineBasicBlockEEE
00007ffb40e39f48 (__DATA_CONST,__const) external __ZTVN4llvm17DwarfCFIExceptionE
00007ffb40e48f10 (__DATA_CONST,__const) external __ZTVN4llvm17EnumAttributeImplE
00007ffb40e3b520 (__DATA_CONST,__const) external __ZTVN4llvm17GCMetadataPrinterE
00007ffb40e524b0 (__DATA_CONST,__const) external __ZTVN4llvm17GetElementPtrInstE
00007ffb40e52520 (__DATA_CONST,__const) external __ZTVN4llvm17InsertElementInstE
00007ffb40e46768 (__DATA_CONST,__const) external __ZTVN4llvm17IntervalPartitionE
00007ffb40e3b908 (__DATA_CONST,__const) external __ZTVN4llvm17LLVMTargetMachineE
00007ffb40e43170 (__DATA_CONST,__const) external __ZTVN4llvm17LibCallSimplifierE
00007ffb40e85088 (__DATA_CONST,__const) external __ZTVN4llvm17MCEncodedFragmentE
00007ffb40e55020 (__DATA_CONST,__const) external __ZTVN4llvm17MCTargetAsmParserE
00007ffb40e3cca0 (__DATA_CONST,__const) external __ZTVN4llvm17MachineModuleInfoE
00007ffb40da6b78 (__DATA_CONST,__const) external __ZTVN4llvm17ObjectImageCommonE
00007ffb40e53458 (__DATA_CONST,__const) external __ZTVN4llvm17PMTopLevelManagerE
00007ffb40e47328 (__DATA_CONST,__const) external __ZTVN4llvm17PostDominatorTreeE
00007ffb40e3e630 (__DATA_CONST,__const) external __ZTVN4llvm17PseudoSourceValueE
00007ffb40e3f0c0 (__DATA_CONST,__const) external __ZTVN4llvm17ScheduleDAGInstrsE
00007ffb40e3d070 (__DATA_CONST,__const) external __ZTVN4llvm17ScheduleDAGMILiveE
00007ffb40e52558 (__DATA_CONST,__const) external __ZTVN4llvm17ShuffleVectorInstE
00007ffb40e489c0 (__DATA_CONST,__const) external __ZTVN4llvm17TargetLibraryInfoE
00007ffb40e52fa8 (__DATA_CONST,__const) external __ZTVN4llvm17UnaryConstantExprE
00007ffb40e43f40 (__DATA_CONST,__const) external __ZTVN4llvm17ValueMaterializerE
00007ffb40e04408 (__DATA_CONST,__const) external __ZTVN4llvm17X86ATTInstPrinterE
00007ffb40daa0e0 (__DATA_CONST,__const) external __ZTVN4llvm17X86TargetLoweringE
00007ffb40e04dc0 (__DATA_CONST,__const) external __ZTVN4llvm18ARM64FrameLoweringE
00007ffb40e06fb8 (__DATA_CONST,__const) external __ZTVN4llvm18ARM64TargetMachineE
00007ffb40e35ae8 (__DATA_CONST,__const) external __ZTVN4llvm18ARMConstantPoolMBBE
00007ffb40e355a0 (__DATA_CONST,__const) external __ZTVN4llvm18ARMGenRegisterInfoE
00007ffb40e55ce0 (__DATA_CONST,__const) external __ZTVN4llvm18ARMMCAsmInfoDarwinE
00007ffb40e48f50 (__DATA_CONST,__const) external __ZTVN4llvm18AlignAttributeImplE
00007ffb40e53000 (__DATA_CONST,__const) external __ZTVN4llvm18BinaryConstantExprE
00007ffb40e44ff0 (__DATA_CONST,__const) external __ZTVN4llvm18BlockFrequencyInfoE
00007ffb40e493f8 (__DATA_CONST,__const) external __ZTVN4llvm18ConstantDataVectorE
00007ffb40e45750 (__DATA_CONST,__const) external __ZTVN4llvm18DependenceAnalysisE
00007ffb40e524e8 (__DATA_CONST,__const) external __ZTVN4llvm18ExtractElementInstE
00007ffb40e44838 (__DATA_CONST,__const) external __ZTVN4llvm18InlineCostAnalysisE
00007ffb40e3ba70 (__DATA_CONST,__const) external __ZTVN4llvm18LiveDebugVariablesE
00007ffb40e84b78 (__DATA_CONST,__const) external __ZTVN4llvm18MCAsmInfoMicrosoftE
00007ffb40e86768 (__DATA_CONST,__const) external __ZTVN4llvm18MCObjectSymbolizerE
00007ffb40e54f38 (__DATA_CONST,__const) external __ZTVN4llvm18MCParsedAsmOperandE
00007ffb40e3c3c8 (__DATA_CONST,__const) external __ZTVN4llvm18MachineCodeEmitterE
00007ffb40da95a0 (__DATA_CONST,__const) external __ZTVN4llvm18ObjectBufferStreamE
00007ffb40e89e90 (__DATA_CONST,__const) external __ZTVN4llvm18RefCountedBaseVPTRE
00007ffb40e3e058 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18RegisterPassParserINS_16RegisterRegAllocEEE
00007ffb40e393d8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18RegisterPassParserINS_17RegisterSchedulerEEE
00007ffb40e3d5d0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18RegisterPassParserINS_20MachineSchedRegistryEEE
00007ffb40e38f78 (__DATA_CONST,__const) external __ZTVN4llvm18ScheduleDAGSDNodesE
00007ffb40e53058 (__DATA_CONST,__const) external __ZTVN4llvm18SelectConstantExprE
00007ffb40e3fe70 (__DATA_CONST,__const) external __ZTVN4llvm18TargetLoweringBaseE
00007ffb40e40230 (__DATA_CONST,__const) external __ZTVN4llvm18TargetRegisterInfoE
00007ffb40e38058 (__DATA_CONST,__const) external __ZTVN4llvm18Thumb1RegisterInfoE
00007ffb40e38558 (__DATA_CONST,__const) external __ZTVN4llvm18Thumb2RegisterInfoE
00007ffb40e37650 (__DATA_CONST,__const) external __ZTVN4llvm18ThumbTargetMachineE
00007ffb40e3ad60 (__DATA_CONST,__const) external __ZTVN4llvm18VLIWPacketizerListE
00007ffb40e3f838 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_10AllocaInstENS_14StackProtector13SSPLayoutKindENS_14ValueMapConfigIS3_EEEE
00007ffb40da8fc0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockEPvNS_14ValueMapConfigIS3_EEEE
00007ffb40da9638 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_11GlobalValueEPvNS_20ExecutionEngineState16AddressMapConfigEEE
00007ffb40da4648 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_5ValueENS_6WeakVHENS_14ValueMapConfigIS3_EEEE
00007ffb40da4ac8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_5ValueEjNS_14ValueMapConfigIS3_EEEE
00007ffb40da91b0 (__DATA_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPKNS_8FunctionEN12_GLOBAL__N_110JITEmitter11EmittedCodeENS5_21EmittedFunctionConfigEEE
00007ffb40da4b18 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_8FunctionEPNS_6MDNodeENS_14ValueMapConfigIS3_EEEE
00007ffb40da4cd8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPNS_5ValueES2_NS_14ValueMapConfigIS2_EEEE
00007ffb40da9160 (__DATA_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_8FunctionENS_11SmallPtrSetIPvLj1EEEN12_GLOBAL__N_122CallSiteValueMapConfigEEE
00007ffb40da9110 (__DATA_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_8FunctionEPvN12_GLOBAL__N_120NoRAUWValueMapConfigIS2_EEEE
00007ffb40dad240 (__DATA_CONST,__const) external __ZTVN4llvm18X86GenRegisterInfoE
00007ffb40e03ec0 (__DATA_CONST,__const) external __ZTVN4llvm18X86MCAsmInfoDarwinE
00007ffb40e8b078 (__DATA_CONST,__const) external __ZTVN4llvm18format_object_baseE
00007ffb40e8af00 (__DATA_CONST,__const) external __ZTVN4llvm18raw_string_ostreamE
00007ffb40e04f90 (__DATA_CONST,__const) external __ZTVN4llvm19ARM64TargetLoweringE
00007ffb40e356f0 (__DATA_CONST,__const) external __ZTVN4llvm19ARMBaseRegisterInfoE
00007ffb40e370c8 (__DATA_CONST,__const) external __ZTVN4llvm19ARMGenSubtargetInfoE
00007ffb40e35e20 (__DATA_CONST,__const) external __ZTVN4llvm19ARMHazardRecognizerE
00007ffb40e37048 (__DATA_CONST,__const) external __ZTVN4llvm19ARMSelectionDAGInfoE
00007ffb40e53268 (__DATA_CONST,__const) external __ZTVN4llvm19CompareConstantExprE
00007ffb40e492f0 (__DATA_CONST,__const) external __ZTVN4llvm19ConstantPointerNullE
00007ffb40e85330 (__DATA_CONST,__const) external __ZTVN4llvm19MCRelaxableFragmentE
00007ffb40e3c6c0 (__DATA_CONST,__const) external __ZTVN4llvm19MachineFunctionInfoE
00007ffb40e3c7f8 (__DATA_CONST,__const) external __ZTVN4llvm19MachineFunctionPassE
00007ffb40e3cf78 (__DATA_CONST,__const) external __ZTVN4llvm19MachineRegisterInfo8DelegateE
00007ffb40e3cfb8 (__DATA_CONST,__const) external __ZTVN4llvm19MachineSchedContextE
00007ffb40e3db00 (__DATA_CONST,__const) external __ZTVN4llvm19MachineTraceMetrics8EnsembleE
00007ffb40e3da58 (__DATA_CONST,__const) external __ZTVN4llvm19MachineTraceMetricsE
00007ffb40e88330 (__DATA_CONST,__const) external __ZTVN4llvm19MallocSlabAllocatorE
00007ffb40da9760 (__DATA_CONST,__const) external __ZTVN4llvm19RTDyldMemoryManagerE
00007ffb40e3d178 (__DATA_CONST,__const) external __ZTVN4llvm19ScheduleDAGMutationE
00007ffb40e48f90 (__DATA_CONST,__const) external __ZTVN4llvm19StringAttributeImplE
00007ffb40e3fae0 (__DATA_CONST,__const) external __ZTVN4llvm19TargetFrameLoweringE
00007ffb40e488d8 (__DATA_CONST,__const) external __ZTVN4llvm19TargetIntrinsicInfoE
00007ffb40e48c28 (__DATA_CONST,__const) external __ZTVN4llvm19TargetSubtargetInfoE
00007ffb40e48270 (__DATA_CONST,__const) external __ZTVN4llvm19TargetTransformInfoE
00007ffb40e37cc8 (__DATA_CONST,__const) external __ZTVN4llvm19Thumb1FrameLoweringE
00007ffb40dad6b8 (__DATA_CONST,__const) external __ZTVN4llvm19X86GenSubtargetInfoE
00007ffb40e04450 (__DATA_CONST,__const) external __ZTVN4llvm19X86IntelInstPrinterE
00007ffb40e03fa0 (__DATA_CONST,__const) external __ZTVN4llvm19X86MCAsmInfoGNUCOFFE
00007ffb40dad638 (__DATA_CONST,__const) external __ZTVN4llvm19X86SelectionDAGInfoE
00007ffb40e8af68 (__DATA_CONST,__const) external __ZTVN4llvm19raw_svector_ostreamE
00007ffb40e06a10 (__DATA_CONST,__const) external __ZTVN4llvm20ARM64GenRegisterInfoE
00007ffb40e07dd0 (__DATA_CONST,__const) external __ZTVN4llvm20ARM64MCAsmInfoDarwinE
00007ffb40e37508 (__DATA_CONST,__const) external __ZTVN4llvm20ARMBaseTargetMachineE
00007ffb40e359f8 (__DATA_CONST,__const) external __ZTVN4llvm20ARMConstantPoolValueE
00007ffb40e43f88 (__DATA_CONST,__const) external __ZTVN4llvm20CallGraphWrapperPassE
00007ffb40e479d0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_10RegionInfoELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e47b40 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_10RegionInfoELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e46178 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_17PostDominatorTreeELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e462e8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_17PostDominatorTreeELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e45bb8 (__DATA_CONST,__const) non-external __ZTVN4llvm20DOTGraphTraitsViewerINS_24DominatorTreeWrapperPassELb0EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffb40e45d28 (__DATA_CONST,__const) non-external __ZTVN4llvm20DOTGraphTraitsViewerINS_24DominatorTreeWrapperPassELb1EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffb40e3ace0 (__DATA_CONST,__const) external __ZTVN4llvm20DefaultVLIWSchedulerE
00007ffb40e3b9c0 (__DATA_CONST,__const) external __ZTVN4llvm20LatencyPriorityQueueE
00007ffb40e46928 (__DATA_CONST,__const) external __ZTVN4llvm20LibCallAliasAnalysisE
00007ffb40da68a0 (__DATA_CONST,__const) external __ZTVN4llvm20LinkingMemoryManagerE
00007ffb40e43018 (__DATA_CONST,__const) external __ZTVN4llvm20LoadAndStorePromoterE
00007ffb40e54fe8 (__DATA_CONST,__const) external __ZTVN4llvm20MCAsmParserExtensionE
00007ffb40e85bb0 (__DATA_CONST,__const) external __ZTVN4llvm20MCExternalSymbolizerE
00007ffb40e86380 (__DATA_CONST,__const) external __ZTVN4llvm20MCObjectDisassemblerE
00007ffb40e3c570 (__DATA_CONST,__const) external __ZTVN4llvm20MachineDominatorTreeE
00007ffb40e3ce30 (__DATA_CONST,__const) external __ZTVN4llvm20MachineModuleInfoELFE
00007ffb40e3d0f8 (__DATA_CONST,__const) external __ZTVN4llvm20MachineSchedStrategyE
00007ffb40da6940 (__DATA_CONST,__const) external __ZTVN4llvm20SectionMemoryManagerE
00007ffb40e43f00 (__DATA_CONST,__const) external __ZTVN4llvm20ValueMapTypeRemapperE
00007ffb40e883c0 (__DATA_CONST,__const) external __ZTVN4llvm20circular_raw_ostreamE
00007ffb40e2f628 (__DATA_CONST,__const) external __ZTVN4llvm21ARM64AppleInstPrinterE
00007ffb40e06ed8 (__DATA_CONST,__const) external __ZTVN4llvm21ARM64GenSubtargetInfoE
00007ffb40e06ce0 (__DATA_CONST,__const) external __ZTVN4llvm21ARM64SelectionDAGInfoE
00007ffb40e35a98 (__DATA_CONST,__const) external __ZTVN4llvm21ARMConstantPoolSymbolE
00007ffb40e450a8 (__DATA_CONST,__const) external __ZTVN4llvm21BranchProbabilityInfoE
00007ffb40e49298 (__DATA_CONST,__const) external __ZTVN4llvm21ConstantAggregateZeroE
00007ffb40e47cb0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_10RegionInfoELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e47e20 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_10RegionInfoELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e45e98 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_17PostDominatorTreeELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e46008 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_17PostDominatorTreeELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffb40e458d8 (__DATA_CONST,__const) non-external __ZTVN4llvm21DOTGraphTraitsPrinterINS_24DominatorTreeWrapperPassELb0EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffb40e45a48 (__DATA_CONST,__const) non-external __ZTVN4llvm21DOTGraphTraitsPrinterINS_24DominatorTreeWrapperPassELb1EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffb40e46388 (__DATA_CONST,__const) external __ZTVN4llvm21DominanceFrontierBaseE
00007ffb40e3cd48 (__DATA_CONST,__const) external __ZTVN4llvm21MachineModuleInfoImplE
00007ffb40e89fe8 (__DATA_CONST,__const) external __ZTVN4llvm21PrettyStackTraceEntryE
00007ffb40e38990 (__DATA_CONST,__const) external __ZTVN4llvm21ResourcePriorityQueueE
00007ffb40e8a120 (__DATA_CONST,__const) external __ZTVN4llvm21StreamingMemoryObjectE
00007ffb40e8a270 (__DATA_CONST,__const) external __ZTVN4llvm21StringRefMemoryObjectE
00007ffb40e03f68 (__DATA_CONST,__const) external __ZTVN4llvm21X86MCAsmInfoMicrosoftE
00007ffb40e03ef8 (__DATA_CONST,__const) external __ZTVN4llvm21X86_64MCAsmInfoDarwinE
00007ffb40e89d68 (__DATA_CONST,__const) external __ZTVN4llvm21formatted_raw_ostreamE
00007ffb40e378a8 (__DATA_CONST,__const) external __ZTVN4llvm22ARMElfTargetObjectFileE
00007ffb40e49348 (__DATA_CONST,__const) external __ZTVN4llvm22ConstantDataSequentialE
00007ffb40e3ac88 (__DATA_CONST,__const) external __ZTVN4llvm22CriticalAntiDepBreakerE
00007ffb40e3cdf0 (__DATA_CONST,__const) external __ZTVN4llvm22MachineModuleInfoMachOE
00007ffb40e8a010 (__DATA_CONST,__const) external __ZTVN4llvm22PrettyStackTraceStringE
00007ffb40e8a178 (__DATA_CONST,__const) external __ZTVN4llvm22StreamableMemoryObjectE
00007ffb40e39968 (__DATA_CONST,__const) external __ZTVN4llvm22TargetSelectionDAGInfoE
00007ffb40e43e48 (__DATA_CONST,__const) external __ZTVN4llvm22UnifyFunctionExitNodesE
00007ffb40dab610 (__DATA_CONST,__const) external __ZTVN4llvm22X86MachineFunctionInfoE
00007ffb40e8bb88 (__DATA_CONST,__const) external __ZTVN4llvm22_system_error_categoryE
00007ffb40e044d8 (__DATA_CONST,__const) external __ZTVN4llvm23ARM64ExternalSymbolizerE
00007ffb40e35a48 (__DATA_CONST,__const) external __ZTVN4llvm23ARMConstantPoolConstantE
00007ffb40e48200 (__DATA_CONST,__const) external __ZTVN4llvm23AbstractLatticeFunctionE
00007ffb40e495b0 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoInlineAsmE
00007ffb40e49600 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoStackSizeE
00007ffb40e53210 (__DATA_CONST,__const) external __ZTVN4llvm23InsertValueConstantExprE
00007ffb40e54c20 (__DATA_CONST,__const) external __ZTVN4llvm23MCAsmParserSemaCallbackE
00007ffb40e85578 (__DATA_CONST,__const) external __ZTVN4llvm23MCDwarfLineAddrFragmentE
00007ffb40e857a8 (__DATA_CONST,__const) external __ZTVN4llvm23MCELFObjectTargetWriterE
00007ffb40e3c740 (__DATA_CONST,__const) external __ZTVN4llvm23MachineFunctionAnalysisE
00007ffb40e8a060 (__DATA_CONST,__const) external __ZTVN4llvm23PrettyStackTraceProgramE
00007ffb40e3ef90 (__DATA_CONST,__const) external __ZTVN4llvm23SchedulingPriorityQueueE
00007ffb40e8bb28 (__DATA_CONST,__const) external __ZTVN4llvm23_generic_error_categoryE
00007ffb40e3a460 (__DATA_CONST,__const) external __ZTVN4llvm24AggressiveAntiDepBreakerE
00007ffb40e48cd8 (__DATA_CONST,__const) external __ZTVN4llvm24AssemblyAnnotationWriterE
00007ffb40e498c0 (__DATA_CONST,__const) external __ZTVN4llvm24DominatorTreeWrapperPassE
00007ffb40e531b8 (__DATA_CONST,__const) external __ZTVN4llvm24ExtractValueConstantExprE
00007ffb40e855e0 (__DATA_CONST,__const) external __ZTVN4llvm24MCDwarfCallFrameFragmentE
00007ffb40e86020 (__DATA_CONST,__const) external __ZTVN4llvm24MCMachObjectTargetWriterE
00007ffb40e3c668 (__DATA_CONST,__const) external __ZTVN4llvm24MachineConstantPoolValueE
00007ffb40e3ceb8 (__DATA_CONST,__const) external __ZTVN4llvm24MachinePostDominatorTreeE
00007ffb40e47020 (__DATA_CONST,__const) external __ZTVN4llvm24MemoryDependenceAnalysisE
00007ffb40e540a0 (__DATA_CONST,__const) external __ZTVN4llvm24PassRegistrationListenerE
00007ffb40e3f038 (__DATA_CONST,__const) external __ZTVN4llvm24ScheduleHazardRecognizerE
00007ffb40e48a88 (__DATA_CONST,__const) external __ZTVN4llvm24TargetLoweringObjectFileE
00007ffb40da9af8 (__DATA_CONST,__const) external __ZTVN4llvm24X86COFFMachineModuleInfoE
00007ffb40dada78 (__DATA_CONST,__const) external __ZTVN4llvm24X86LinuxTargetObjectFileE
00007ffb40e071d8 (__DATA_CONST,__const) external __ZTVN4llvm25ARM64_ELFTargetObjectFileE
00007ffb40e532c0 (__DATA_CONST,__const) external __ZTVN4llvm25GetElementPtrConstantExprE
00007ffb40e53108 (__DATA_CONST,__const) external __ZTVN4llvm25InsertElementConstantExprE
00007ffb40e863c8 (__DATA_CONST,__const) external __ZTVN4llvm25MCMachOObjectDisassemblerE
00007ffb40e3bfe8 (__DATA_CONST,__const) external __ZTVN4llvm25MachineBlockFrequencyInfoE
00007ffb40e3ed08 (__DATA_CONST,__const) external __ZTVN4llvm25PBQPBuilderWithCoalescingE
00007ffb40e53160 (__DATA_CONST,__const) external __ZTVN4llvm25ShuffleVectorConstantExprE
00007ffb40e42910 (__DATA_CONST,__const) external __ZTVN4llvm25SimplifyFortifiedLibCallsE
00007ffb40e443d8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm26DOTGraphTraitsModuleViewerINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
00007ffb40e530b0 (__DATA_CONST,__const) external __ZTVN4llvm26ExtractElementConstantExprE
00007ffb40e3cd78 (__DATA_CONST,__const) external __ZTVN4llvm26MMIAddrLabelMapCallbackPtrE
00007ffb40e3f158 (__DATA_CONST,__const) external __ZTVN4llvm26ScoreboardHazardRecognizerE
00007ffb40dadb30 (__DATA_CONST,__const) external __ZTVN4llvm26X86WindowsTargetObjectFileE
00007ffb40e07290 (__DATA_CONST,__const) external __ZTVN4llvm27ARM64_MachoTargetObjectFileE
00007ffb40e89360 (__DATA_CONST,__const) external __ZTVN4llvm27CrashRecoveryContextCleanupE
00007ffb40e44548 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm27DOTGraphTraitsModulePrinterINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
