00000001804642d0 (__TEXT,__text) external _NSAddImage
0000000180456d9c (__TEXT,__text) external __dyld_get_image_slide
00000001804572f4 (__TEXT,__text) external __dyld_get_image_uuid
0000000180457398 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00000001804561ec (__TEXT,__text) external __dyld_get_objc_selector
0000000180464980 (__TEXT,__text) external __dyld_get_prog_image_header
00000001804561b4 (__TEXT,__text) external __dyld_get_shared_cache_range
0000000180456764 (__TEXT,__text) external __dyld_get_shared_cache_uuid
0000000180464f0c (__TEXT,__text) external __dyld_get_swift_prespecialized_data
000000018046485c (__TEXT,__text) external __dyld_has_fix_for_radar
0000000180464b78 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
000000018046439c (__TEXT,__text) external __dyld_image_containing_address
00000001804566a4 (__TEXT,__text) external __dyld_image_count
0000000180456dec (__TEXT,__text) external __dyld_images_for_addresses
0000000180457460 (__TEXT,__text) external __dyld_initializer
0000000180456598 (__TEXT,__text) external __dyld_is_memory_immutable
0000000180464820 (__TEXT,__text) external __dyld_is_objc_constant
0000000180464e00 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
0000000180464f40 (__TEXT,__text) external __dyld_is_pseudodylib
00000001804647ec (__TEXT,__text) external __dyld_launch_mode
0000000180464314 (__TEXT,__text) external __dyld_launched_prebound
00000001804643d4 (__TEXT,__text) external __dyld_lookup_and_bind
0000000180464458 (__TEXT,__text) external __dyld_lookup_and_bind_fully
0000000180464414 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
0000000180464cd4 (__TEXT,__text) external __dyld_lookup_section_info
00000001804647b8 (__TEXT,__text) external __dyld_missing_symbol_abort
00000001804649ec (__TEXT,__text) external __dyld_objc_class_count
0000000180456174 (__TEXT,__text) external __dyld_objc_notify_register
0000000180464b40 (__TEXT,__text) external __dyld_objc_register_callbacks
0000000180464a20 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
000000018046430c (__TEXT,__text) external __dyld_present
0000000180474908 (__TEXT,__text) external __dyld_process_info_create
00000001804751c4 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
0000000180475164 (__TEXT,__text) external __dyld_process_info_for_each_image
00000001804751c8 (__TEXT,__text) external __dyld_process_info_for_each_segment
000000018047511c (__TEXT,__text) external __dyld_process_info_get_aot_cache
0000000180475108 (__TEXT,__text) external __dyld_process_info_get_cache
0000000180475144 (__TEXT,__text) external __dyld_process_info_get_platform
00000001804750ec (__TEXT,__text) external __dyld_process_info_get_state
0000000180479ac0 (__TEXT,__text) external __dyld_process_info_notify
0000000180479b54 (__TEXT,__text) external __dyld_process_info_notify_main
0000000180479ba8 (__TEXT,__text) external __dyld_process_info_notify_release
0000000180479b98 (__TEXT,__text) external __dyld_process_info_notify_retain
000000018047514c (__TEXT,__text) external __dyld_process_info_release
0000000180475138 (__TEXT,__text) external __dyld_process_info_retain
0000000180464dc8 (__TEXT,__text) external __dyld_pseudodylib_deregister
0000000180464d4c (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
0000000180464d84 (__TEXT,__text) external __dyld_pseudodylib_register
0000000180464d14 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
0000000180464ed4 (__TEXT,__text) external __dyld_register_dlsym_notifier
0000000180464780 (__TEXT,__text) external __dyld_register_driverkit_main
000000018045652c (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00000001804574a4 (__TEXT,__text) external __dyld_register_for_image_loads
0000000180455f40 (__TEXT,__text) external __dyld_register_func_for_add_image
00000001804567d4 (__TEXT,__text) external __dyld_register_func_for_remove_image
00000001804648cc (__TEXT,__text) external __dyld_shared_cache_contains_path
000000018046474c (__TEXT,__text) external __dyld_shared_cache_is_locally_built
0000000180464718 (__TEXT,__text) external __dyld_shared_cache_optimized
0000000180464894 (__TEXT,__text) external __dyld_shared_cache_real_path
0000000180464ad4 (__TEXT,__text) external __dyld_swift_optimizations_version
00000001804649b4 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
0000000180457254 (__TEXT,__text) external __tlv_atexit
00000001804644d4 (__TEXT,__text) external __tlv_bootstrap
00000001804573c8 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00000001804572c0 (__TEXT,__text) external _dladdr
0000000180457224 (__TEXT,__text) external _dlclose
00000001804573fc (__TEXT,__text) external _dlerror
00000001804568b4 (__TEXT,__text) external _dlopen
0000000180464944 (__TEXT,__text) external _dlopen_audited
0000000180464904 (__TEXT,__text) external _dlopen_from
0000000180457290 (__TEXT,__text) external _dlopen_preflight
00000001804568f8 (__TEXT,__text) external _dlsym
000000018047bb58 (__TEXT,__const) external _dyldVersionNumber
000000018047bb30 (__TEXT,__const) external _dyldVersionString
00000001804644d0 (__TEXT,__text) external _dyld_dynamic_interpose
00000001804734bc (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00000001804733e8 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
0000000180456488 (__TEXT,__text) external _dyld_get_active_platform
0000000180457428 (__TEXT,__text) external _dyld_get_base_platform
00000001804646a0 (__TEXT,__text) external _dyld_get_image_versions
00000001804579e4 (__TEXT,__text) external _dyld_get_min_os_version
0000000180456d30 (__TEXT,__text) external _dyld_get_program_min_os_version
0000000180464ff0 (__TEXT,__text) external _dyld_get_program_minos_version_token
0000000180456224 (__TEXT,__text) external _dyld_get_program_sdk_version
0000000180464fbc (__TEXT,__text) external _dyld_get_program_sdk_version_token
00000001804571ec (__TEXT,__text) external _dyld_get_sdk_version
0000000180456880 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
000000018047367c (__TEXT,__text) external _dyld_image_content_for_section
0000000180473678 (__TEXT,__text) external _dyld_image_content_for_segment
0000000180473680 (__TEXT,__text) external _dyld_image_copy_uuid
000000018047372c (__TEXT,__text) external _dyld_image_for_each_section_info
0000000180473728 (__TEXT,__text) external _dyld_image_for_each_segment_info
0000000180473734 (__TEXT,__text) external _dyld_image_get_file_path
0000000180473730 (__TEXT,__text) external _dyld_image_get_installname
0000000180456c38 (__TEXT,__text) external _dyld_image_header_containing_address
0000000180473890 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
000000018045679c (__TEXT,__text) external _dyld_image_path_containing_address
00000001804645b8 (__TEXT,__text) external _dyld_is_simulator_platform
000000018046462c (__TEXT,__text) external _dyld_minos_at_least
00000001804646dc (__TEXT,__text) external _dyld_need_closure
0000000180473068 (__TEXT,__text) external _dyld_process_create_for_current_task
0000000180472fc4 (__TEXT,__text) external _dyld_process_create_for_task
000000018047307c (__TEXT,__text) external _dyld_process_dispose
00000001e34551e8 (__DATA,__common) external _dyld_process_has_objc_patches
0000000180456730 (__TEXT,__text) external _dyld_process_is_restricted
00000001804730dc (__TEXT,__text) external _dyld_process_register_for_event_notification
00000001804730ac (__TEXT,__text) external _dyld_process_register_for_image_notifications
0000000180473110 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
0000000180473150 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
000000018047b3c0 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
000000018047b3ec (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
0000000180473218 (__TEXT,__text) external _dyld_process_snapshot_dispose
0000000180473254 (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00000001804732ec (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
000000018047310c (__TEXT,__text) external _dyld_process_unregister_for_notification
0000000180464668 (__TEXT,__text) external _dyld_program_minos_at_least
0000000180456d64 (__TEXT,__text) external _dyld_program_sdk_at_least
00000001804645f0 (__TEXT,__text) external _dyld_sdk_at_least
000000018047333c (__TEXT,__text) external _dyld_shared_cache_copy_uuid
0000000180464544 (__TEXT,__text) external _dyld_shared_cache_file_path
0000000180464578 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
0000000180473368 (__TEXT,__text) external _dyld_shared_cache_for_each_file
000000018047336c (__TEXT,__text) external _dyld_shared_cache_for_each_image
0000000180473738 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
0000000180473588 (__TEXT,__text) external _dyld_shared_cache_for_file
0000000180473330 (__TEXT,__text) external _dyld_shared_cache_get_base_address
0000000180473334 (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
0000000180473338 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
0000000180464508 (__TEXT,__text) external _dyld_shared_cache_iterate_text
0000000180473328 (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00000001804564bc (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
000000018047332c (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
000000018047373c (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
000000018046505c (__TEXT,__text) external _dyld_version_token_at_least
0000000180465024 (__TEXT,__text) external _dyld_version_token_get_platform
00000001e5575848 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00000001e3454140 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat (from libsystem_kernel)
0000000180463d88 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
0000000180479bb0 (__TEXT,__text) external _macho_arch_name_for_cpu_type
0000000180479be8 (__TEXT,__text) external _macho_arch_name_for_mach_header
0000000180479e24 (__TEXT,__text) external _macho_best_slice
0000000180479e88 (__TEXT,__text) external _macho_best_slice_in_fd
0000000180479bac (__TEXT,__text) external _macho_cpu_type_for_arch_name
000000018047a328 (__TEXT,__text) external _macho_dylib_install_name
000000018047a864 (__TEXT,__text) external _macho_for_each_defined_rpath
000000018047a35c (__TEXT,__text) external _macho_for_each_dependent_dylib
000000018047a6b8 (__TEXT,__text) external _macho_for_each_exported_symbol
000000018047a498 (__TEXT,__text) external _macho_for_each_imported_symbol
0000000180479c30 (__TEXT,__text) external _macho_for_each_slice
0000000180479c94 (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _malloc_type_aligned_alloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_create (from libsystem_pthread)
                 (undefined) external _pthread_detach (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
                 (undefined) external _task_dyld_process_info_notify_register (from libsystem_kernel)
                 (undefined) external _task_info (from libsystem_kernel)
                 (undefined) external _task_map_corpse_info_64 (from libsystem_kernel)
0000000180456c70 (__TEXT,__text) non-external (was a private external) _tlv_get_addr
                 (undefined) external _usleep (from libsystem_c)
                 (undefined) external _uuid_is_null (from libsystem_c)
                 (undefined) external _vm_allocate (from libsystem_kernel)
