00007ff80b594510 (__TEXT,__const) non-external _A1_Table
00007ff80ab17820 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
00007ff843d5b5d8 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_Planar16Q12.vTransformTRC_HLG_OETF_Planar16Q12
00007ff80ab17620 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
00007ff843d5b5d0 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_PlanarF.vTransformTRC_HLG_OETF_PlanarF
00007ff80ab16c20 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
00007ff843d5b5a8 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_Planar16Q12.vTransformTRC_PQ_EOTF_Planar16Q12
00007ff80ab16a20 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
00007ff843d5b5a0 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_PlanarF.vTransformTRC_PQ_EOTF_PlanarF
00007ff80ab17020 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
00007ff843d5b5b8 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_Planar16Q12.vTransformTRC_PQ_OETF_Planar16Q12
00007ff80ab16e20 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
00007ff843d5b5b0 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_PlanarF.vTransformTRC_PQ_OETF_PlanarF
00007ff80aaf5e50 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
00007ff843d5b4e8 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16Q12.vUnpremultiplyData_ARGB16Q12_CV
00007ff80aaf56a0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
00007ff843d5b4d0 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16U.vUnpremultiplyData_ARGB16U_CV
00007ff80aa87910 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
00007ff843d5ae90 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB8888.vUnpremultiplyData_ARGB8888_CV
00007ff80aaf5910 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
00007ff843d5b4d8 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGBFFFF.vUnpremultiplyData_ARGBFFFF_CV
00007ff80ac827f0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
00007ff80ab72770 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX
00007ff80ac9fa80 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX2
00007ff80ad0be90 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff80ac82810 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_resolver
00007ff80ac87690 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_scalar
00007ff843d5acf8 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_vec
00007ff80ac82790 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
00007ff80ab72100 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX
00007ff80ac9f250 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX2
00007ff80ad0b810 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff80ac827b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_resolver
00007ff80ac872e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_scalar
00007ff843d5acf0 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_vec
00007ff80ac828b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
00007ff80ab73490 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff80aca0a00 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff80ad0cad0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff80ac828d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff80ac87e90 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff843d5ad08 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff80ac82850 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
00007ff80ab72dd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff80aca02b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff80ad0c500 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff80ac82870 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff80ac87aa0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff843d5ad00 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_vec
00007ff80ac82730 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
00007ff80ab71930 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX
00007ff80ac9ea50 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX2
00007ff80ad0b040 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff80ac82750 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_resolver
00007ff80ac86ec0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_scalar
00007ff843d5ace8 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_vec
00007ff80aa6de30 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
00007ff80ab71170 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX
00007ff80aa6de90 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX2
00007ff80ad0a860 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff80aa6de50 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_resolver
00007ff80ac86ab0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_scalar
00007ff843d5ace0 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_vec
00007ff80ac82970 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
00007ff80ab73fd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX
00007ff80aca15b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff80ad0d4f0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff80ac82990 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_resolver
00007ff80ac88610 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_scalar
00007ff843d5ad18 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_vec
00007ff80ac82910 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
00007ff80ab73b60 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX
00007ff80aca1140 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX2
00007ff80ad0d0b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff80ac82930 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_resolver
00007ff80ac882a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_scalar
00007ff843d5ad10 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_vec
00007ff80aaf50b0 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
00007ff843d5ae88 (__DATA,__bss) non-external _vImageUnpremultiplyData_Planar8.vUnpremultiplyData_Planar8_CV
00007ff80aaf5360 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
00007ff843d5b4c8 (__DATA,__bss) non-external _vImageUnpremultiplyData_PlanarF.vUnpremultiplyData_PlanarF_CV
00007ff80aaf6510 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
00007ff843d5b500 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16F.vUnpremultiplyData_RGBA16F_CV
00007ff80aaf6090 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
00007ff843d5b4f0 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16Q12.vUnpremultiplyData_RGBA16Q12_CV
00007ff80aaf5be0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
00007ff843d5b4e0 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16U.vUnpremultiplyData_RGBA16U_CV
00007ff80aa773b0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
00007ff843d5ae98 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA8888.vUnpremultiplyData_RGBA8888_CV
00007ff80aaf62d0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
00007ff843d5b4f8 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBAFFFF.vUnpremultiplyData_RGBAFFFF_CV
00007ff80abfce40 (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
00007ff80abfc750 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
00007ff80abfc440 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
00007ff80abfc130 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
00007ff80abfca60 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
00007ff80abfce30 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
00007ff80abfcdd0 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
00007ff80abfcd70 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
00007ff80abfbaf0 (__TEXT,__text) external _vImageVerticalReflect_Planar8
00007ff80abfbe20 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
00007ff80ad6ec30 (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
00007ff843d5bcb8 (__DATA,__bss) non-external _vImageVerticalShearD_ARGB16F.vVerticalShear_ARGB16F
00007ff80abec650 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
00007ff80abeba90 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
00007ff80aad5410 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
00007ff80abf7970 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
00007ff80ad6e640 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
00007ff843d5bca8 (__DATA,__bss) non-external _vImageVerticalShearD_CbCr16F.vVerticalShear_CbCr16F
00007ff80abf5390 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
00007ff80abf5020 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
00007ff80ad6f280 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
00007ff843d5bcc8 (__DATA,__bss) non-external _vImageVerticalShearD_CbCrF.vVerticalShear_CbCrF
00007ff80ad6e050 (__TEXT,__text) external _vImageVerticalShearD_Planar16F
00007ff843d5bc98 (__DATA,__bss) non-external _vImageVerticalShearD_Planar16F.vVerticalShear_Planar16F
00007ff80abe8da0 (__TEXT,__text) external _vImageVerticalShearD_Planar8
00007ff80abe98e0 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
00007ff80ad6ef10 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
00007ff80abf09e0 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
00007ff80aab4db0 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
00007ff80aaa18d0 (__TEXT,__text) external _vImageVerticalShear_ARGB8888
00007ff80abed190 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
00007ff80ad6e920 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
00007ff80abf5470 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
00007ff80abf00d0 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
00007ff80aac2160 (__TEXT,__text) external _vImageVerticalShear_CbCr8
00007ff80ad6f560 (__TEXT,__text) external _vImageVerticalShear_CbCrF
00007ff80ad6e330 (__TEXT,__text) external _vImageVerticalShear_Planar16F
00007ff80abede90 (__TEXT,__text) external _vImageVerticalShear_Planar16S
00007ff80abeeba0 (__TEXT,__text) external _vImageVerticalShear_Planar16U
00007ff80aabcaf0 (__TEXT,__text) external _vImageVerticalShear_Planar8
00007ff80abef7a0 (__TEXT,__text) external _vImageVerticalShear_PlanarF
00007ff80abf1930 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
00007ff80ad87c60 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
00007ff80ac00b70 (__TEXT,__text) external _vImage_SILBuffer_Allocate_RGBAFFFF
00007ff80ac01a90 (__TEXT,__text) external _vImage_SILBuffer_Free_RGBAFFFF
00007ff80ac00bc0 (__TEXT,__text) external _vImage_SILBuffer_Init_RGBAFFFF
00007ff80ada7f50 (__TEXT,__text) non-external (was a private external) _vImage_free
00007ff80ada7f40 (__TEXT,__text) non-external (was a private external) _vImage_malloc
00007ff80ada7f70 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
00007ff80acb7ca0 (__TEXT,__text) non-external (was a private external) _vImage_vramp
00007ff80b23c080 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx
00007ff80b3acbc0 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx2
00007ff80af65b80 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx512
00007ff80b0ca120 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_sse4_1
00007ff80adcec70 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
00007ff80b2284c0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx
00007ff80b399670 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx2
00007ff80af55db0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx512
00007ff80b0b2010 (__TEXT,__text) non-external (was a private external) _vInvert_16U_sse4_1
00007ff80adb6b60 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
00007ff80b227540 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx
00007ff80b3986f0 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx2
00007ff80af54e20 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx512
00007ff80b0b0cb0 (__TEXT,__text) non-external (was a private external) _vInvert_8_sse4_1
00007ff80adb5800 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
00007ff80b229690 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx
00007ff80b39a840 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx2
00007ff80af56fb0 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx512
00007ff80b0b3580 (__TEXT,__text) non-external (was a private external) _vInvert_F_sse4_1
00007ff80adb80d0 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
00007ff80b2221d0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx
00007ff80b392550 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx2
00007ff80af4ead0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx512
00007ff80b0ab8c0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_sse4_1
00007ff80adb0410 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
00007ff80b21df90 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx
00007ff80b38d3b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx2
00007ff80af486d0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx512
00007ff80b0a7480 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_sse4_1
00007ff80adabfd0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
00007ff80b220e30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx
00007ff80b390c20 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx2
00007ff80af4cd60 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx512
00007ff80b0aa350 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_sse4_1
00007ff80adaeea0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
00007ff80b21adc0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx
00007ff80b3899b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx2
00007ff80af448f0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx512
00007ff80b0a4490 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_sse4_1
00007ff80ada8fe0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
00007ff80b21f9c0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx
00007ff80b38ee70 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx2
00007ff80af4ab40 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx512
00007ff80b0a8dc0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_sse4_1
00007ff80adad910 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
00007ff80b21c730 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx
00007ff80b38b6f0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx2
00007ff80af468a0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx512
00007ff80b0a5c10 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_sse4_1
00007ff80adaa760 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
00007ff80b225780 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx
00007ff80b3965c0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx2
00007ff80af531f0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx512
00007ff80b0af220 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_sse4_1
00007ff80adb3d70 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
00007ff80b223c50 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx
00007ff80b394020 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx2
00007ff80af50f60 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx512
00007ff80b0ad270 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_sse4_1
