00000001838ba708 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001838f6960 (__TEXT,__text) external _u_charType
0000000183925df8 (__TEXT,__text) external _u_charsToUChars
00000001838fb570 (__TEXT,__text) external _u_cleanup
000000018395df18 (__TEXT,__text) external _u_countChar32
00000001838f7a18 (__TEXT,__text) external _u_digit
0000000183935b24 (__TEXT,__text) external _u_enumCharNames
00000001838f69d4 (__TEXT,__text) external _u_enumCharTypes
000000018396e7e8 (__TEXT,__text) external _u_errorName
0000000183adfc28 (__TEXT,__text) external _u_fadopt
0000000183adff90 (__TEXT,__text) external _u_fclose
0000000183adfe8c (__TEXT,__text) external _u_feof
0000000183adfee0 (__TEXT,__text) external _u_fflush
0000000183ae0100 (__TEXT,__text) external _u_fgetConverter
0000000183ae0108 (__TEXT,__text) external _u_fgetNumberFormat
0000000183ae47a8 (__TEXT,__text) external _u_fgetc
0000000183ae0048 (__TEXT,__text) external _u_fgetcodepage
0000000183ae48b0 (__TEXT,__text) external _u_fgetcx
0000000183adfff8 (__TEXT,__text) external _u_fgetfile
0000000183ae0000 (__TEXT,__text) external _u_fgetlocale
0000000183ae45e0 (__TEXT,__text) external _u_fgets
0000000183ae4960 (__TEXT,__text) external _u_file_read
0000000183ae43c0 (__TEXT,__text) external _u_file_write
0000000183adfb40 (__TEXT,__text) external _u_finit
0000000183958f50 (__TEXT,__text) external _u_flushDefaultConverter
00000001838f3d3c (__TEXT,__text) external _u_foldCase
0000000183adfc30 (__TEXT,__text) external _u_fopen
0000000183adfc88 (__TEXT,__text) external _u_fopen_u
00000001838f7ab8 (__TEXT,__text) external _u_forDigit
0000000183abbec4 (__TEXT,__text) external _u_formatMessage
0000000183abc498 (__TEXT,__text) external _u_formatMessageWithError
0000000183ae071c (__TEXT,__text) external _u_fprintf
0000000183ae08a8 (__TEXT,__text) external _u_fprintf_u
0000000183ae43cc (__TEXT,__text) external _u_fputc
0000000183ae435c (__TEXT,__text) external _u_fputs
0000000183adff44 (__TEXT,__text) external _u_frewind
0000000183ae28d8 (__TEXT,__text) external _u_fscanf
0000000183ae2a08 (__TEXT,__text) external _u_fscanf_u
0000000183ae0088 (__TEXT,__text) external _u_fsetcodepage
0000000183ae0008 (__TEXT,__text) external _u_fsetlocale
0000000183ae3eb8 (__TEXT,__text) external _u_fsettransliterator
0000000183adfe10 (__TEXT,__text) external _u_fstropen
0000000183ae48dc (__TEXT,__text) external _u_fungetc
00000001838ee438 (__TEXT,__text) external _u_getBidiPairedBracket
00000001838973b4 (__TEXT,__text) external _u_getBinaryPropertySet
00000001838bf338 (__TEXT,__text) external _u_getCombiningClass
00000001838cbbac (__TEXT,__text) external _u_getDataDirectory
00000001838a2380 (__TEXT,__text) external _u_getDataVersion
0000000183958e2c (__TEXT,__text) external _u_getDefaultConverter
0000000183949c24 (__TEXT,__text) external _u_getFC_NFKC_Closure
00000001839351d0 (__TEXT,__text) external _u_getISOComment
00000001838973e4 (__TEXT,__text) external _u_getIntPropertyMap
0000000183949938 (__TEXT,__text) external _u_getIntPropertyMaxValue
0000000183949930 (__TEXT,__text) external _u_getIntPropertyMinValue
0000000183949894 (__TEXT,__text) external _u_getIntPropertyValue
00000001838f783c (__TEXT,__text) external _u_getNumericValue
00000001838c98e0 (__TEXT,__text) external _u_getPropertyEnum
00000001838c98dc (__TEXT,__text) external _u_getPropertyName
00000001838c98f0 (__TEXT,__text) external _u_getPropertyValueEnum
00000001838c98ec (__TEXT,__text) external _u_getPropertyValueName
00000001838cbc54 (__TEXT,__text) external _u_getTimeZoneFilesDirectory
00000001838f7adc (__TEXT,__text) external _u_getUnicodeVersion
00000001838cc4e0 (__TEXT,__text) external _u_getVersion
0000000183ae0694 (__TEXT,__text) external _u_get_stdout
0000000183949714 (__TEXT,__text) external _u_hasBinaryProperty
0000000183925d34 (__TEXT,__text) external _u_init
0000000183949740 (__TEXT,__text) external _u_isEmoji
00000001838f75e0 (__TEXT,__text) external _u_isIDIgnorable
0000000183949768 (__TEXT,__text) external _u_isIDPart
0000000183949748 (__TEXT,__text) external _u_isIDStart
00000001838f7060 (__TEXT,__text) external _u_isISOControl
00000001838f7714 (__TEXT,__text) external _u_isJavaIDPart
00000001838f768c (__TEXT,__text) external _u_isJavaIDStart
00000001838f7128 (__TEXT,__text) external _u_isJavaSpaceChar
00000001838ee430 (__TEXT,__text) external _u_isMirrored
00000001838f6d6c (__TEXT,__text) external _u_isUAlphabetic
00000001838f3cf0 (__TEXT,__text) external _u_isULowercase
00000001838f3d10 (__TEXT,__text) external _u_isUUppercase
00000001838f7304 (__TEXT,__text) external _u_isUWhiteSpace
00000001838f71a8 (__TEXT,__text) external _u_isWhitespace
00000001838f6e1c (__TEXT,__text) external _u_isalnum
00000001838f6cec (__TEXT,__text) external _u_isalpha
00000001838f6f5c (__TEXT,__text) external _u_isbase
00000001838f7270 (__TEXT,__text) external _u_isblank
00000001838f6fe0 (__TEXT,__text) external _u_iscntrl
00000001838f6ee4 (__TEXT,__text) external _u_isdefined
00000001838f6bb4 (__TEXT,__text) external _u_isdigit
00000001838f74d4 (__TEXT,__text) external _u_isgraph
00000001838f6a40 (__TEXT,__text) external _u_islower
00000001838f7324 (__TEXT,__text) external _u_isprint
00000001838f755c (__TEXT,__text) external _u_ispunct
00000001838f7078 (__TEXT,__text) external _u_isspace
00000001838f6b38 (__TEXT,__text) external _u_istitle
00000001838f6abc (__TEXT,__text) external _u_isupper
00000001838f6c30 (__TEXT,__text) external _u_isxdigit
0000000183adf268 (__TEXT,__text) external _u_locbund_close
0000000183adf2bc (__TEXT,__text) external _u_locbund_getNumberFormat
0000000183adf1dc (__TEXT,__text) external _u_locbund_init
000000018395bef8 (__TEXT,__text) external _u_memcasecmp
000000018395d278 (__TEXT,__text) external _u_memchr
000000018395d358 (__TEXT,__text) external _u_memchr32
000000018395e604 (__TEXT,__text) external _u_memcmp
000000018395e63c (__TEXT,__text) external _u_memcmpCodePointOrder
000000018395e574 (__TEXT,__text) external _u_memcpy
000000018395e5ac (__TEXT,__text) external _u_memmove
000000018395d5ac (__TEXT,__text) external _u_memrchr
000000018395d6a0 (__TEXT,__text) external _u_memrchr32
000000018395e5e4 (__TEXT,__text) external _u_memset
0000000183abc56c (__TEXT,__text) external _u_parseMessage
0000000183abc924 (__TEXT,__text) external _u_parseMessageWithError
0000000183ae0868 (__TEXT,__text) external _u_printf
0000000183ae0938 (__TEXT,__text) external _u_printf_u
0000000183958ea4 (__TEXT,__text) external _u_releaseDefaultConverter
0000000183934b10 (__TEXT,__text) external _u_setAtomicIncDecFunctions
00000001838cba24 (__TEXT,__text) external _u_setDataDirectory
00000001838988f8 (__TEXT,__text) external _u_setMemoryFunctions
0000000183934af4 (__TEXT,__text) external _u_setMutexFunctions
00000001838cbeac (__TEXT,__text) external _u_setTimeZoneFilesDirectory
0000000183955bd4 (__TEXT,__text) external _u_shapeArabic
0000000183adf68c (__TEXT,__text) external _u_snprintf
0000000183adf6b8 (__TEXT,__text) external _u_snprintf_u
0000000183adf438 (__TEXT,__text) external _u_sprintf
0000000183adf578 (__TEXT,__text) external _u_sprintf_u
0000000183adf878 (__TEXT,__text) external _u_sscanf
0000000183adf9a8 (__TEXT,__text) external _u_sscanf_u
000000018395be68 (__TEXT,__text) external _u_strCaseCompare
000000018395de24 (__TEXT,__text) external _u_strCompare
000000018395dcb0 (__TEXT,__text) external _u_strCompareIter
000000018395ce70 (__TEXT,__text) external _u_strFindFirst
000000018395d3d0 (__TEXT,__text) external _u_strFindLast
000000018395b790 (__TEXT,__text) external _u_strFoldCase
00000001839606f8 (__TEXT,__text) external _u_strFromJavaModifiedUTF8WithSub
00000001838ca9a4 (__TEXT,__text) external _u_strFromPunycode
000000018395f07c (__TEXT,__text) external _u_strFromUTF32
000000018395ee70 (__TEXT,__text) external _u_strFromUTF32WithSub
000000018395f9f0 (__TEXT,__text) external _u_strFromUTF8
000000018395fa00 (__TEXT,__text) external _u_strFromUTF8Lenient
000000018395f2a4 (__TEXT,__text) external _u_strFromUTF8WithSub
0000000183959af0 (__TEXT,__text) external _u_strFromWCS
000000018395dfe4 (__TEXT,__text) external _u_strHasMoreChar32Than
000000018395e0e0 (__TEXT,__text) external _u_strIsWellFormed
0000000183960c20 (__TEXT,__text) external _u_strToJavaModifiedUTF8
000000018395bfcc (__TEXT,__text) external _u_strToLower
00000001838ca440 (__TEXT,__text) external _u_strToPunycode
0000000183959798 (__TEXT,__text) external _u_strToTitle
000000018395f294 (__TEXT,__text) external _u_strToUTF32
000000018395f08c (__TEXT,__text) external _u_strToUTF32WithSub
00000001839606e8 (__TEXT,__text) external _u_strToUTF8
000000018395fe2c (__TEXT,__text) external _u_strToUTF8WithSub
000000018395c04c (__TEXT,__text) external _u_strToUpper
0000000183959aa8 (__TEXT,__text) external _u_strToWCS
000000018395beb4 (__TEXT,__text) external _u_strcasecmp
000000018395d9ec (__TEXT,__text) external _u_strcat
000000018395d190 (__TEXT,__text) external _u_strchr
000000018395d2f8 (__TEXT,__text) external _u_strchr32
000000018395da60 (__TEXT,__text) external _u_strcmp
000000018395de50 (__TEXT,__text) external _u_strcmpCodePointOrder
000000018395ded8 (__TEXT,__text) external _u_strcpy
000000018395d910 (__TEXT,__text) external _u_strcspn
0000000183949788 (__TEXT,__text) external _u_stringHasBinaryProperty
000000018395d260 (__TEXT,__text) external _u_strlen
000000018395bf3c (__TEXT,__text) external _u_strncasecmp
000000018395da10 (__TEXT,__text) external _u_strncat
000000018395de68 (__TEXT,__text) external _u_strncmp
000000018395dec0 (__TEXT,__text) external _u_strncmpCodePointOrder
000000018395def0 (__TEXT,__text) external _u_strncpy
000000018395d71c (__TEXT,__text) external _u_strpbrk
000000018395d544 (__TEXT,__text) external _u_strrchr
000000018395d638 (__TEXT,__text) external _u_strrchr32
000000018395d628 (__TEXT,__text) external _u_strrstr
000000018395d930 (__TEXT,__text) external _u_strspn
000000018395d2e8 (__TEXT,__text) external _u_strstr
000000018395d950 (__TEXT,__text) external _u_strtok_r
000000018395ec78 (__TEXT,__text) external _u_terminateChars
000000018395ecc4 (__TEXT,__text) external _u_terminateUChar32s
000000018395ec30 (__TEXT,__text) external _u_terminateUChars
000000018395ed0c (__TEXT,__text) external _u_terminateWChars
00000001838f3d30 (__TEXT,__text) external _u_tolower
00000001838f3d38 (__TEXT,__text) external _u_totitle
00000001838f3d34 (__TEXT,__text) external _u_toupper
00000001839590d0 (__TEXT,__text) external _u_uastrcpy
0000000183958fd4 (__TEXT,__text) external _u_uastrncpy
000000018395ea54 (__TEXT,__text) external _u_unescape
000000018395e654 (__TEXT,__text) external _u_unescapeAt
00000001838cc234 (__TEXT,__text) external _u_versionFromString
00000001838cc318 (__TEXT,__text) external _u_versionFromUString
00000001838cc3c0 (__TEXT,__text) external _u_versionToString
0000000183abbef4 (__TEXT,__text) external _u_vformatMessage
0000000183abc4c8 (__TEXT,__text) external _u_vformatMessageWithError
0000000183ae0748 (__TEXT,__text) external _u_vfprintf
0000000183ae08f4 (__TEXT,__text) external _u_vfprintf_u
0000000183ae2904 (__TEXT,__text) external _u_vfscanf
0000000183ae2a34 (__TEXT,__text) external _u_vfscanf_u
0000000183abc59c (__TEXT,__text) external _u_vparseMessage
0000000183abc958 (__TEXT,__text) external _u_vparseMessageWithError
0000000183adf46c (__TEXT,__text) external _u_vsnprintf
0000000183adf5ac (__TEXT,__text) external _u_vsnprintf_u
0000000183adf67c (__TEXT,__text) external _u_vsprintf
0000000183adf6e4 (__TEXT,__text) external _u_vsprintf_u
0000000183adf8a4 (__TEXT,__text) external _u_vsscanf
0000000183adf9d4 (__TEXT,__text) external _u_vsscanf_u
0000000183ab0ce0 (__TEXT,__text) external _uacal_getDayPeriod
0000000183ab9a8c (__TEXT,__text) external _uadatpg_remapPatternWithOptions
000000018392af78 (__TEXT,__text) external _ualoc_canonicalForm
00000001838e6d94 (__TEXT,__text) external _ualoc_getAppleParent
00000001838e633c (__TEXT,__text) external _ualoc_getLanguagesForRegion
00000001838e67e4 (__TEXT,__text) external _ualoc_getRegionsForLanguage
00000001838e782c (__TEXT,__text) external _ualoc_localizationsToUse
0000000183aacdf8 (__TEXT,__text) external _uameasfmt_close
0000000183aace24 (__TEXT,__text) external _uameasfmt_format
0000000183aace30 (__TEXT,__text) external _uameasfmt_formatGetPosition
0000000183aad0fc (__TEXT,__text) external _uameasfmt_formatMultiple
0000000183aad108 (__TEXT,__text) external _uameasfmt_formatMultipleForFields
0000000183aad61c (__TEXT,__text) external _uameasfmt_getMultipleUnitNames
0000000183aade14 (__TEXT,__text) external _uameasfmt_getUnitCategory
0000000183aad484 (__TEXT,__text) external _uameasfmt_getUnitName
0000000183aad87c (__TEXT,__text) external _uameasfmt_getUnitsForUsage
0000000183aaccc4 (__TEXT,__text) external _uameasfmt_open
00000001838cc58c (__TEXT,__text) external _uaprv_onCalciumDevice
0000000183aae88c (__TEXT,__text) external _uatimezone_close
0000000183aae9f8 (__TEXT,__text) external _uatimezone_getDisplayName
0000000183aae8b8 (__TEXT,__text) external _uatimezone_getOffset
0000000183aae8f0 (__TEXT,__text) external _uatimezone_getOffsetFromLocal
0000000183aaec14 (__TEXT,__text) external _uatimezone_getTimeZoneTransitionDate
0000000183aae76c (__TEXT,__text) external _uatimezone_open
0000000183aae154 (__TEXT,__text) external _uatmufmt_close
0000000183aae200 (__TEXT,__text) external _uatmufmt_format
0000000183aae648 (__TEXT,__text) external _uatmufmt_getListPattern
0000000183aae544 (__TEXT,__text) external _uatmufmt_getTimePattern
0000000183aae014 (__TEXT,__text) external _uatmufmt_open
0000000183aae020 (__TEXT,__text) external _uatmufmt_openWithNumberFormat
0000000183aae528 (__TEXT,__text) external _uatmufmt_parse
0000000183aae180 (__TEXT,__text) external _uatmufmt_setNumberFormat
00000001838e9bfc (__TEXT,__text) external _ubidi_close
00000001838eb84c (__TEXT,__text) external _ubidi_countParagraphs
00000001838eea30 (__TEXT,__text) external _ubidi_countRuns
00000001838e9d20 (__TEXT,__text) external _ubidi_getBaseDirection
00000001838edfe8 (__TEXT,__text) external _ubidi_getClass
00000001838eba40 (__TEXT,__text) external _ubidi_getClassCallback
00000001838eba60 (__TEXT,__text) external _ubidi_getCustomizedClass
00000001838eb72c (__TEXT,__text) external _ubidi_getDirection
00000001838eb78c (__TEXT,__text) external _ubidi_getLength
00000001838ee754 (__TEXT,__text) external _ubidi_getLevelAt
00000001838ee7e4 (__TEXT,__text) external _ubidi_getLevels
00000001838ef5c8 (__TEXT,__text) external _ubidi_getLogicalIndex
00000001838ef8cc (__TEXT,__text) external _ubidi_getLogicalMap
00000001838ee8fc (__TEXT,__text) external _ubidi_getLogicalRun
00000001838eb81c (__TEXT,__text) external _ubidi_getParaLevel
00000001838eb960 (__TEXT,__text) external _ubidi_getParagraph
00000001838eb87c (__TEXT,__text) external _ubidi_getParagraphByIndex
00000001838eb7bc (__TEXT,__text) external _ubidi_getProcessedLength
00000001838e9cf0 (__TEXT,__text) external _ubidi_getReorderingMode
00000001838e9d14 (__TEXT,__text) external _ubidi_getReorderingOptions
00000001838eb7ec (__TEXT,__text) external _ubidi_getResultLength
00000001838eb75c (__TEXT,__text) external _ubidi_getText
00000001838ef350 (__TEXT,__text) external _ubidi_getVisualIndex
00000001838efb70 (__TEXT,__text) external _ubidi_getVisualMap
00000001838eef84 (__TEXT,__text) external _ubidi_getVisualRun
00000001838efe80 (__TEXT,__text) external _ubidi_invertMap
00000001838e9cb8 (__TEXT,__text) external _ubidi_isInverse
00000001838eb714 (__TEXT,__text) external _ubidi_isOrderParagraphsLTR
00000001838e99e0 (__TEXT,__text) external _ubidi_open
00000001838e9a10 (__TEXT,__text) external _ubidi_openSized
00000001838eb708 (__TEXT,__text) external _ubidi_orderParagraphsLTR
00000001838ef0bc (__TEXT,__text) external _ubidi_reorderLogical
00000001838ef200 (__TEXT,__text) external _ubidi_reorderVisual
00000001838eb9fc (__TEXT,__text) external _ubidi_setClassCallback
00000001838e9e74 (__TEXT,__text) external _ubidi_setContext
00000001838e9c9c (__TEXT,__text) external _ubidi_setInverse
00000001838ee43c (__TEXT,__text) external _ubidi_setLine
00000001838e9f24 (__TEXT,__text) external _ubidi_setPara
00000001838eb6a0 (__TEXT,__text) external _ubidi_setParaWithControls
00000001838e9cd0 (__TEXT,__text) external _ubidi_setReorderingMode
00000001838e9cfc (__TEXT,__text) external _ubidi_setReorderingOptions
00000001838f0bfc (__TEXT,__text) external _ubidi_writeReordered
00000001838f0784 (__TEXT,__text) external _ubidi_writeReverse
00000001838eff80 (__TEXT,__text) external _ubiditransform_close
00000001838eff34 (__TEXT,__text) external _ubiditransform_open
00000001838effd4 (__TEXT,__text) external _ubiditransform_transform
00000001838f7de0 (__TEXT,__text) external _ublock_getCode
00000001838f1b28 (__TEXT,__text) external _ubrk_clone
00000001838f1bac (__TEXT,__text) external _ubrk_close
00000001838f1d04 (__TEXT,__text) external _ubrk_countAvailable
00000001838f1c04 (__TEXT,__text) external _ubrk_current
00000001838f1c70 (__TEXT,__text) external _ubrk_first
00000001838f1cdc (__TEXT,__text) external _ubrk_following
00000001838f1d00 (__TEXT,__text) external _ubrk_getAvailable
00000001838f1dbc (__TEXT,__text) external _ubrk_getBinaryRules
00000001838f1d74 (__TEXT,__text) external _ubrk_getLocaleByType
00000001838f1d2c (__TEXT,__text) external _ubrk_getRuleStatus
00000001838f1d50 (__TEXT,__text) external _ubrk_getRuleStatusVec
00000001838f1d08 (__TEXT,__text) external _ubrk_isBoundary
00000001838f1c94 (__TEXT,__text) external _ubrk_last
00000001838f1c28 (__TEXT,__text) external _ubrk_next
00000001838f1530 (__TEXT,__text) external _ubrk_open
00000001838f1928 (__TEXT,__text) external _ubrk_openBinaryRules
00000001838f17e0 (__TEXT,__text) external _ubrk_openRules
00000001838f1cb8 (__TEXT,__text) external _ubrk_preceding
00000001838f1c4c (__TEXT,__text) external _ubrk_previous
