00007fff41867000 (__TEXT,__text) non-external K256
00007fff418b9980 (__TEXT,__text) external _i2d_ECDSA_SIG
00007fff418ae7ba (__TEXT,__text) external _i2d_ECPKPARAMETERS
00007fff418af151 (__TEXT,__text) external _i2d_ECPKParameters
00007fff418b038a (__TEXT,__text) external _i2d_ECParameters
00007fff418b0033 (__TEXT,__text) external _i2d_ECPrivateKey
00007fff41909e25 (__TEXT,__text) external _i2d_ECPrivateKey_bio
00007fff41909dbb (__TEXT,__text) external _i2d_ECPrivateKey_fp
00007fff418ae7fe (__TEXT,__text) external _i2d_EC_PRIVATEKEY
00007fff418826aa (__TEXT,__text) external _i2d_EC_PUBKEY
00007fff41909df0 (__TEXT,__text) external _i2d_EC_PUBKEY_bio
00007fff41909d86 (__TEXT,__text) external _i2d_EC_PUBKEY_fp
00007fff4190fa51 (__TEXT,__text) external _i2d_EDIPARTYNAME
00007fff418fa3e0 (__TEXT,__text) external _i2d_ESS_CERT_ID
00007fff418fa388 (__TEXT,__text) external _i2d_ESS_ISSUER_SERIAL
00007fff418fa438 (__TEXT,__text) external _i2d_ESS_SIGNING_CERT
00007fff4190f9c8 (__TEXT,__text) external _i2d_EXTENDED_KEY_USAGE
00007fff4190fa95 (__TEXT,__text) external _i2d_GENERAL_NAME
00007fff4190fad9 (__TEXT,__text) external _i2d_GENERAL_NAMES
00007fff418d122c (__TEXT,__text) external _i2d_GOST_CIPHER_PARAMS
00007fff418d11a4 (__TEXT,__text) external _i2d_GOST_KEY_AGREEMENT_INFO
00007fff418d1160 (__TEXT,__text) external _i2d_GOST_KEY_INFO
00007fff418d11e8 (__TEXT,__text) external _i2d_GOST_KEY_PARAMS
00007fff418d111c (__TEXT,__text) external _i2d_GOST_KEY_TRANSPORT
00007fff4190ed74 (__TEXT,__text) external _i2d_ISSUING_DIST_POINT
00007fff418d7a7f (__TEXT,__text) external _i2d_KRB5_APREQ
00007fff418d7a3b (__TEXT,__text) external _i2d_KRB5_APREQBODY
00007fff418d7b4b (__TEXT,__text) external _i2d_KRB5_AUTHDATA
00007fff418d7bd3 (__TEXT,__text) external _i2d_KRB5_AUTHENT
00007fff418d7b8f (__TEXT,__text) external _i2d_KRB5_AUTHENTBODY
00007fff418d7ac3 (__TEXT,__text) external _i2d_KRB5_CHECKSUM
00007fff418d792b (__TEXT,__text) external _i2d_KRB5_ENCDATA
00007fff418d7b07 (__TEXT,__text) external _i2d_KRB5_ENCKEY
00007fff418d796f (__TEXT,__text) external _i2d_KRB5_PRINCNAME
00007fff418d79f7 (__TEXT,__text) external _i2d_KRB5_TICKET
00007fff418d79b3 (__TEXT,__text) external _i2d_KRB5_TKTBODY
00007fff418795d4 (__TEXT,__text) external _i2d_NETSCAPE_CERT_SEQUENCE
00007fff41878c96 (__TEXT,__text) external _i2d_NETSCAPE_ENCRYPTED_PKEY
00007fff41878cda (__TEXT,__text) external _i2d_NETSCAPE_PKEY
00007fff418828fd (__TEXT,__text) external _i2d_NETSCAPE_SPKAC
00007fff41882941 (__TEXT,__text) external _i2d_NETSCAPE_SPKI
00007fff41881e99 (__TEXT,__text) external _i2d_NETSCAPE_X509
00007fff4190e612 (__TEXT,__text) external _i2d_NOTICEREF
00007fff41878d0d (__TEXT,__text) external _i2d_Netscape_RSA
00007fff418ddf29 (__TEXT,__text) external _i2d_OCSP_BASICRESP
00007fff418ddc3d (__TEXT,__text) external _i2d_OCSP_CERTID
00007fff418dde5d (__TEXT,__text) external _i2d_OCSP_CERTSTATUS
00007fff418ddf6d (__TEXT,__text) external _i2d_OCSP_CRLID
00007fff418ddc81 (__TEXT,__text) external _i2d_OCSP_ONEREQ
00007fff418ddcc5 (__TEXT,__text) external _i2d_OCSP_REQINFO
00007fff418ddd09 (__TEXT,__text) external _i2d_OCSP_REQUEST
00007fff418ddd4d (__TEXT,__text) external _i2d_OCSP_RESPBYTES
00007fff418ddee5 (__TEXT,__text) external _i2d_OCSP_RESPDATA
00007fff418dddd5 (__TEXT,__text) external _i2d_OCSP_RESPID
00007fff418ddd91 (__TEXT,__text) external _i2d_OCSP_RESPONSE
00007fff418dde19 (__TEXT,__text) external _i2d_OCSP_REVOKEDINFO
00007fff418ddfb1 (__TEXT,__text) external _i2d_OCSP_SERVICELOC
00007fff418ddbf9 (__TEXT,__text) external _i2d_OCSP_SIGNATURE
00007fff418ddea1 (__TEXT,__text) external _i2d_OCSP_SINGLERESP
00007fff4190fa0d (__TEXT,__text) external _i2d_OTHERNAME
00007fff418798c0 (__TEXT,__text) external _i2d_PBE2PARAM
00007fff4187963f (__TEXT,__text) external _i2d_PBEPARAM
00007fff41879904 (__TEXT,__text) external _i2d_PBKDF2PARAM
00007fff418e728b (__TEXT,__text) external _i2d_PKCS12
00007fff418e7313 (__TEXT,__text) external _i2d_PKCS12_BAGS
00007fff418e72cf (__TEXT,__text) external _i2d_PKCS12_MAC_DATA
00007fff418e7357 (__TEXT,__text) external _i2d_PKCS12_SAFEBAG
00007fff418e9c78 (__TEXT,__text) external _i2d_PKCS12_bio
00007fff418e9c8f (__TEXT,__text) external _i2d_PKCS12_fp
00007fff418e9dfd (__TEXT,__text) external _i2d_PKCS7
00007fff418ea086 (__TEXT,__text) external _i2d_PKCS7_DIGEST
00007fff418ea042 (__TEXT,__text) external _i2d_PKCS7_ENCRYPT
00007fff418e9fba (__TEXT,__text) external _i2d_PKCS7_ENC_CONTENT
00007fff418e9f32 (__TEXT,__text) external _i2d_PKCS7_ENVELOPE
00007fff418e9eee (__TEXT,__text) external _i2d_PKCS7_ISSUER_AND_SERIAL
00007fff418e9e30 (__TEXT,__text) external _i2d_PKCS7_NDEF
00007fff418e9f76 (__TEXT,__text) external _i2d_PKCS7_RECIP_INFO
00007fff418e9e66 (__TEXT,__text) external _i2d_PKCS7_SIGNED
00007fff418e9eaa (__TEXT,__text) external _i2d_PKCS7_SIGNER_INFO
00007fff418e9ffe (__TEXT,__text) external _i2d_PKCS7_SIGN_ENVELOPE
00007fff41909aff (__TEXT,__text) external _i2d_PKCS7_bio
00007fff418ed4bc (__TEXT,__text) external _i2d_PKCS7_bio_stream
00007fff41909ad1 (__TEXT,__text) external _i2d_PKCS7_fp
00007fff4190a08b (__TEXT,__text) external _i2d_PKCS8PrivateKeyInfo_bio
00007fff41909fa9 (__TEXT,__text) external _i2d_PKCS8PrivateKeyInfo_fp
00007fff418e4329 (__TEXT,__text) external _i2d_PKCS8PrivateKey_bio
00007fff418e448b (__TEXT,__text) external _i2d_PKCS8PrivateKey_fp
00007fff418e4358 (__TEXT,__text) external _i2d_PKCS8PrivateKey_nid_bio
00007fff418e4553 (__TEXT,__text) external _i2d_PKCS8PrivateKey_nid_fp
00007fff41879e48 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO
00007fff4190a074 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO_bio
00007fff41909f92 (__TEXT,__text) external _i2d_PKCS8_PRIV_KEY_INFO_fp
00007fff41909f5d (__TEXT,__text) external _i2d_PKCS8_bio
00007fff41909f28 (__TEXT,__text) external _i2d_PKCS8_fp
00007fff41912103 (__TEXT,__text) external _i2d_PKEY_USAGE_PERIOD
00007fff4190e546 (__TEXT,__text) external _i2d_POLICYINFO
00007fff4190e58a (__TEXT,__text) external _i2d_POLICYQUALINFO
00007fff41911e39 (__TEXT,__text) external _i2d_PROXY_CERT_INFO_EXTENSION
00007fff41911df5 (__TEXT,__text) external _i2d_PROXY_POLICY
00007fff41882377 (__TEXT,__text) external _i2d_PUBKEY
00007fff4190a103 (__TEXT,__text) external _i2d_PUBKEY_bio
00007fff4190a021 (__TEXT,__text) external _i2d_PUBKEY_fp
00007fff41878bad (__TEXT,__text) external _i2d_PrivateKey
00007fff4190a0ce (__TEXT,__text) external _i2d_PrivateKey_bio
00007fff41909fec (__TEXT,__text) external _i2d_PrivateKey_fp
00007fff41878c28 (__TEXT,__text) external _i2d_PublicKey
00007fff418f23f0 (__TEXT,__text) external _i2d_RSAPrivateKey
00007fff41909c1a (__TEXT,__text) external _i2d_RSAPrivateKey_bio
00007fff41909b89 (__TEXT,__text) external _i2d_RSAPrivateKey_fp
00007fff418f2412 (__TEXT,__text) external _i2d_RSAPublicKey
00007fff41909c66 (__TEXT,__text) external _i2d_RSAPublicKey_bio
00007fff41909bd5 (__TEXT,__text) external _i2d_RSAPublicKey_fp
00007fff41878d19 (__TEXT,__text) external _i2d_RSA_NET
00007fff418f23ac (__TEXT,__text) external _i2d_RSA_PSS_PARAMS
00007fff41882492 (__TEXT,__text) external _i2d_RSA_PUBKEY
00007fff41909c7d (__TEXT,__text) external _i2d_RSA_PUBKEY_bio
00007fff41909bec (__TEXT,__text) external _i2d_RSA_PUBKEY_fp
00007fff41913c56 (__TEXT,__text) external _i2d_SXNET
00007fff41913c12 (__TEXT,__text) external _i2d_SXNETID
00007fff418fa154 (__TEXT,__text) external _i2d_TS_ACCURACY
00007fff418f9fd0 (__TEXT,__text) external _i2d_TS_MSG_IMPRINT
00007fff418fa035 (__TEXT,__text) external _i2d_TS_MSG_IMPRINT_bio
00007fff418fa06a (__TEXT,__text) external _i2d_TS_MSG_IMPRINT_fp
00007fff418fa092 (__TEXT,__text) external _i2d_TS_REQ
00007fff418fa0f7 (__TEXT,__text) external _i2d_TS_REQ_bio
00007fff418fa12c (__TEXT,__text) external _i2d_TS_REQ_fp
00007fff418fa2c6 (__TEXT,__text) external _i2d_TS_RESP
00007fff418fa32b (__TEXT,__text) external _i2d_TS_RESP_bio
00007fff418fa360 (__TEXT,__text) external _i2d_TS_RESP_fp
00007fff418fa26e (__TEXT,__text) external _i2d_TS_STATUS_INFO
00007fff418fa1ac (__TEXT,__text) external _i2d_TS_TST_INFO
00007fff418fa211 (__TEXT,__text) external _i2d_TS_TST_INFO_bio
00007fff418fa246 (__TEXT,__text) external _i2d_TS_TST_INFO_fp
00007fff4190e5ce (__TEXT,__text) external _i2d_USERNOTICE
00007fff41882a0d (__TEXT,__text) external _i2d_X509
00007fff41880541 (__TEXT,__text) external _i2d_X509_ALGOR
00007fff41880585 (__TEXT,__text) external _i2d_X509_ALGORS
00007fff41880704 (__TEXT,__text) external _i2d_X509_ATTRIBUTE
00007fff41882b2c (__TEXT,__text) external _i2d_X509_AUX
00007fff41882c74 (__TEXT,__text) external _i2d_X509_CERT_AUX
00007fff4188303e (__TEXT,__text) external _i2d_X509_CERT_PAIR
00007fff418829c9 (__TEXT,__text) external _i2d_X509_CINF
00007fff418809ac (__TEXT,__text) external _i2d_X509_CRL
00007fff41880968 (__TEXT,__text) external _i2d_X509_CRL_INFO
00007fff41909aa3 (__TEXT,__text) external _i2d_X509_CRL_bio
00007fff41909a75 (__TEXT,__text) external _i2d_X509_CRL_fp
00007fff418811f7 (__TEXT,__text) external _i2d_X509_EXTENSION
00007fff4188123b (__TEXT,__text) external _i2d_X509_EXTENSIONS
00007fff418819d3 (__TEXT,__text) external _i2d_X509_NAME
00007fff418814b0 (__TEXT,__text) external _i2d_X509_NAME_ENTRY
00007fff41882026 (__TEXT,__text) external _i2d_X509_PUBKEY
00007fff41882835 (__TEXT,__text) external _i2d_X509_REQ
00007fff418827f1 (__TEXT,__text) external _i2d_X509_REQ_INFO
00007fff41909b5b (__TEXT,__text) external _i2d_X509_REQ_bio
00007fff41909b2d (__TEXT,__text) external _i2d_X509_REQ_fp
00007fff41880924 (__TEXT,__text) external _i2d_X509_REVOKED
00007fff418828b9 (__TEXT,__text) external _i2d_X509_SIG
00007fff41882985 (__TEXT,__text) external _i2d_X509_VAL
00007fff41909a47 (__TEXT,__text) external _i2d_X509_bio
00007fff41909a19 (__TEXT,__text) external _i2d_X509_fp
00007fff41881dc5 (__TEXT,__text) non-external _i2d_name_canon
00007fff419112f8 (__TEXT,__text) non-external _i2d_ocsp_nonce
00007fff418b05b5 (__TEXT,__text) external _i2o_ECPublicKey
00007fff419109a3 (__TEXT,__text) non-external _i2r_NAME_CONSTRAINTS
00007fff41912057 (__TEXT,__text) non-external _i2r_PKEY_USAGE_PERIOD
00007fff4190daac (__TEXT,__text) non-external _i2r_certpol
00007fff4190ebc6 (__TEXT,__text) non-external _i2r_crldp
00007fff4190ef80 (__TEXT,__text) non-external _i2r_idp
00007fff41911200 (__TEXT,__text) non-external _i2r_object
00007fff419111ae (__TEXT,__text) non-external _i2r_ocsp_acutoff
00007fff4191108c (__TEXT,__text) non-external _i2r_ocsp_crlid
00007fff41911387 (__TEXT,__text) non-external _i2r_ocsp_nocheck
00007fff41911326 (__TEXT,__text) non-external _i2r_ocsp_nonce
00007fff41911392 (__TEXT,__text) non-external _i2r_ocsp_serviceloc
00007fff4191149b (__TEXT,__text) non-external _i2r_pci
00007fff419141c8 (__TEXT,__text) external _i2s_ASN1_ENUMERATED
00007fff4190f775 (__TEXT,__text) external _i2s_ASN1_ENUMERATED_TABLE
00007fff4190fcbc (__TEXT,__text) non-external _i2s_ASN1_IA5STRING
00007fff4191422d (__TEXT,__text) external _i2s_ASN1_INTEGER
00007fff41913871 (__TEXT,__text) external _i2s_ASN1_OCTET_STRING
00007fff4186f239 (__TEXT,__text) external _i2t_ASN1_OBJECT
00007fff4190cb9b (__TEXT,__text) external _i2v_ASN1_BIT_STRING
00007fff4190fdc0 (__TEXT,__text) non-external _i2v_AUTHORITY_INFO_ACCESS
00007fff4190b5fe (__TEXT,__text) non-external _i2v_AUTHORITY_KEYID
00007fff4190c9c1 (__TEXT,__text) non-external _i2v_BASIC_CONSTRAINTS
00007fff4190f7d0 (__TEXT,__text) non-external _i2v_EXTENDED_KEY_USAGE
00007fff4190be31 (__TEXT,__text) external _i2v_GENERAL_NAME
00007fff4190ba48 (__TEXT,__text) external _i2v_GENERAL_NAMES
00007fff41911e6c (__TEXT,__text) non-external _i2v_POLICY_CONSTRAINTS
00007fff41912136 (__TEXT,__text) non-external _i2v_POLICY_MAPPINGS
00007fff82533630 (__DATA,__bss) non-external _id_callback
00007fff418d66a8 (__TEXT,__text) external _idea_cbc_encrypt
00007fff418d7312 (__TEXT,__text) external _idea_cfb64_encrypt
00007fff418d7477 (__TEXT,__text) external _idea_ecb_encrypt
00007fff418d6a60 (__TEXT,__text) external _idea_encrypt
00007fff418d74ea (__TEXT,__text) external _idea_ofb64_encrypt
00007fff418d746a (__TEXT,__text) external _idea_options
00007fff418d77cd (__TEXT,__text) external _idea_set_decrypt_key
00007fff418d7668 (__TEXT,__text) external _idea_set_encrypt_key
00007fff82533640 (__DATA,__bss) non-external _impl
00007fff4186aa5c (__TEXT,__text) non-external _impl_check
00007fff8252a7a0 (__DATA,__data) non-external _impl_default
                 (undefined) external _inet_pton (from libSystem)
00007fff418cafcc (__TEXT,__text) non-external _init
00007fff418cb009 (__TEXT,__text) non-external _init
00007fff418cb046 (__TEXT,__text) non-external _init
00007fff418cb139 (__TEXT,__text) non-external _init
00007fff418cb176 (__TEXT,__text) non-external _init
00007fff418cb1b3 (__TEXT,__text) non-external _init
00007fff418cb1e1 (__TEXT,__text) non-external _init
00007fff418cb21e (__TEXT,__text) non-external _init
00007fff418cb28f (__TEXT,__text) non-external _init
00007fff418cb7ad (__TEXT,__text) non-external _init
00007fff418cb2bf (__TEXT,__text) non-external _init224
00007fff418cb2ef (__TEXT,__text) non-external _init256
00007fff418cb2fd (__TEXT,__text) non-external _init384
00007fff418cb32d (__TEXT,__text) non-external _init512
00007fff82533780 (__DATA,__bss) non-external _initialized_engines
00007fff825336e0 (__DATA,__bss) non-external _initialized_modules
00007fff418fe1fb (__TEXT,__text) non-external _int_TS_RESP_verify_token
00007fff418bd787 (__TEXT,__text) non-external _int_cb_LHASH_DOALL_ARG
00007fff4186ada9 (__TEXT,__text) non-external _int_cleanup
00007fff418bd5bd (__TEXT,__text) non-external _int_cleanup_cb_LHASH_DOALL
00007fff8252b858 (__DATA,__data) non-external _int_crl_meth
00007fff418ce51f (__TEXT,__text) non-external _int_ctx_new
00007fff418bbc41 (__TEXT,__text) non-external _int_def_cb
00007fff418a6376 (__TEXT,__text) non-external _int_dh_free
00007fff418a61f4 (__TEXT,__text) non-external _int_dh_size
00007fff418a80bb (__TEXT,__text) non-external _int_dsa_free
00007fff418a7d58 (__TEXT,__text) non-external _int_dsa_size
00007fff4186b089 (__TEXT,__text) non-external _int_dup_ex_data
00007fff418adf23 (__TEXT,__text) non-external _int_ec_free
00007fff418addc9 (__TEXT,__text) non-external _int_ec_size
00007fff418bb2b2 (__TEXT,__text) non-external _int_engine_init
00007fff418bb27a (__TEXT,__text) non-external _int_engine_module_finish
00007fff418badfb (__TEXT,__text) non-external _int_engine_module_init
00007fff418bfce2 (__TEXT,__text) non-external _int_err_del
00007fff418bfe30 (__TEXT,__text) non-external _int_err_del_item
00007fff418bfc4b (__TEXT,__text) non-external _int_err_get
00007fff418bfd39 (__TEXT,__text) non-external _int_err_get_item
00007fff418c01f1 (__TEXT,__text) non-external _int_err_get_next_lib
00007fff8252ee70 (__DATA,__data) non-external _int_err_library_number
00007fff418bfdb3 (__TEXT,__text) non-external _int_err_set_item
00007fff82534378 (__DATA,__bss) non-external _int_error_hash
00007fff4186b235 (__TEXT,__text) non-external _int_free_ex_data
00007fff4186adf3 (__TEXT,__text) non-external _int_get_new_index
00007fff4186ad57 (__TEXT,__text) non-external _int_new_class
00007fff4186af33 (__TEXT,__text) non-external _int_new_ex_data
00007fff418f1867 (__TEXT,__text) non-external _int_rsa_free
00007fff418f151b (__TEXT,__text) non-external _int_rsa_size
00007fff418f748e (__TEXT,__text) external _int_rsa_verify
00007fff418c0101 (__TEXT,__text) non-external _int_thread_del_item
00007fff418bfeaa (__TEXT,__text) non-external _int_thread_get
00007fff418bff95 (__TEXT,__text) non-external _int_thread_get_item
00007fff82534380 (__DATA,__bss) non-external _int_thread_hash
00007fff82534388 (__DATA,__bss) non-external _int_thread_hash_references
00007fff418bff4c (__TEXT,__text) non-external _int_thread_release
00007fff418c004b (__TEXT,__text) non-external _int_thread_set_item
00007fff418bd503 (__TEXT,__text) non-external _int_unregister_cb_LHASH_DOALL_ARG
00007fff4189c2b6 (__TEXT,__text) non-external _int_update
00007fff418d610f (__TEXT,__text) non-external _int_update
00007fff418f9d7c (__TEXT,__text) non-external _internal_find
00007fff82533790 (__DATA,__bss) non-external _internal_static_hack
00007fff4190672d (__TEXT,__text) non-external _internal_verify
00007fff82535654 (__DATA,__bss) non-external _intr_signal
                 (undefined) external _ioctl (from libSystem)
00007fff41915137 (__TEXT,__text) non-external _ipv4_from_asc
00007fff419152b4 (__TEXT,__text) non-external _ipv6_cb
00007fff825355f0 (__DATA,__bss) non-external _is_a_tty
00007fff418d0906 (__TEXT,__text) non-external _key_diversify_crypto_pro
00007fff41946740 (__TEXT,__const) non-external _key_table
00007fff82532810 (__DATA,__data) non-external _key_usage_type_table
00007fff4190a9a4 (__TEXT,__text) external _level_add_node
00007fff4190a930 (__TEXT,__text) external _level_find_node
00007fff418d8412 (__TEXT,__text) external _lh_delete
00007fff418d85a6 (__TEXT,__text) external _lh_doall
00007fff418d85ee (__TEXT,__text) external _lh_doall_arg
00007fff418d8152 (__TEXT,__text) external _lh_free
00007fff418d81b7 (__TEXT,__text) external _lh_insert
00007fff418d7fcf (__TEXT,__text) external _lh_new
00007fff418d7dd3 (__TEXT,__text) external _lh_node_stats
00007fff418d7e32 (__TEXT,__text) external _lh_node_stats_bio
00007fff418d7e96 (__TEXT,__text) external _lh_node_usage_stats
00007fff418d7ef5 (__TEXT,__text) external _lh_node_usage_stats_bio
00007fff418d8645 (__TEXT,__text) external _lh_num_items
00007fff418d853d (__TEXT,__text) external _lh_retrieve
00007fff418d7c06 (__TEXT,__text) external _lh_stats
00007fff418d7c65 (__TEXT,__text) external _lh_stats_bio
00007fff418d80e8 (__TEXT,__text) external _lh_strhash
                 (undefined) external _listen (from libSystem)
00007fff41943000 (__TEXT,__const) non-external _ln_objs
00007fff41881e7e (__TEXT,__text) non-external _local_sk_X509_NAME_ENTRY_free
00007fff41881e6d (__TEXT,__text) non-external _local_sk_X509_NAME_ENTRY_pop_free
00007fff82512d30 (__DATA,__const) non-external _lock_names
00007fff82533618 (__DATA,__bss) non-external _locking_callback
00007fff41881355 (__TEXT,__text) non-external _long_c2i
00007fff41881348 (__TEXT,__text) non-external _long_free
00007fff41881409 (__TEXT,__text) non-external _long_i2c
