00007ffa42edaee0 (__DATA,__data) non-external _.compoundliteral
00007ffa182faa59 (__TEXT,__text) non-external _serializeOffsetFields
00007ffa182f7334 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa182fb9f5 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa182f7828 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa182f8450 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa182f8094 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa182f80bd (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa182f9810 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa182fa9f4 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa182f734f (__TEXT,__text) non-external _serializeReadInputFields
00007ffa182fa638 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa182f880d (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa182fe218 (__TEXT,__text) non-external _serializeStructureFields
00007ffa182f70ae (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa182faa30 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa182f947c (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa182fcd74 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa182fa661 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa182f6790 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa182f6fcd (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa182f7c20 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa182f7d01 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa182f6fa4 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa182f7378 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa182f3214 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa182f5fdc (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa182f0c76 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa182f56d0 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa182f0c40 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa182f3a34 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa182d10d4 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa182fe5ac (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa182edfa0 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa182f45dc (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa182d0b19 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa182894b3 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa182e035e (__TEXT,__text) non-external _simple_str_getch
00007ffa182e0426 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa18283fd8 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa18283fb3 (__TEXT,__text) non-external _std140MatrixStride
00007ffa18283ff1 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa182840c0 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa18283ffc (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa18283fe9 (__TEXT,__text) non-external _std140SizeToBytes
00007ffa18283f2d (__TEXT,__text) non-external _std140TypeAlign
00007ffa18283e60 (__TEXT,__text) non-external _std140TypeSize
00007ffa182dfffc (__TEXT,__text) non-external _str_getch
00007ffa182e00f2 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffa182e057b (__TEXT,__text) non-external _token_pasted_str_getch
00007ffa182e04f7 (__TEXT,__text) non-external _token_pasted_str_scan
00007ffa182e05f8 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffa41d28b00 (__DATA_CONST,__const) non-external _tokens
00007ffa182d3c12 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffa182c2254 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffa182d3509 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffa183084f9 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffa182d2e28 (__TEXT,__text) non-external _typeFromGLPBinding
00007ffa182d4194 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffa182d3ce0 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffa182aea46 (__TEXT,__text) non-external _uniqueComponentCount
00007ffa182e0cb0 (__TEXT,__text) non-external _unlinkScope
00007ffa41d28e20 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffa41d281d0 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffa182ffd34 (__TEXT,__text) non-external _writeASTNode
00007ffa18300ecb (__TEXT,__text) non-external _writeAdd
00007ffa183009af (__TEXT,__text) non-external _writeArrayAccess
00007ffa18301a5d (__TEXT,__text) non-external _writeArrayType
00007ffa183012b6 (__TEXT,__text) non-external _writeAssign
00007ffa18302385 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffa183011ca (__TEXT,__text) non-external _writeBitwiseAnd
00007ffa18300ddf (__TEXT,__text) non-external _writeBitwiseNot
00007ffa18301205 (__TEXT,__text) non-external _writeBitwiseOr
00007ffa18301240 (__TEXT,__text) non-external _writeBitwiseXor
00007ffa183020af (__TEXT,__text) non-external _writeBlock
00007ffa1830225e (__TEXT,__text) non-external _writeBreakStatement
00007ffa183021e8 (__TEXT,__text) non-external _writeCaseStatement
00007ffa183013a2 (__TEXT,__text) non-external _writeCommaExpr
00007ffa1830092a (__TEXT,__text) non-external _writeConstant
00007ffa18300c07 (__TEXT,__text) non-external _writeConstructorCall
00007ffa18302299 (__TEXT,__text) non-external _writeContinueStatement
00007ffa18302223 (__TEXT,__text) non-external _writeDefaultStatement
00007ffa183022d4 (__TEXT,__text) non-external _writeDiscardStatement
00007ffa18300e55 (__TEXT,__text) non-external _writeDivide
00007ffa183010a3 (__TEXT,__text) non-external _writeEqual
00007ffa18302074 (__TEXT,__text) non-external _writeExpressionStatement
00007ffa183009ea (__TEXT,__text) non-external _writeFieldAccess
00007ffa18301a98 (__TEXT,__text) non-external _writeFieldDeclaration
00007ffa18300ab2 (__TEXT,__text) non-external _writeFunctionCall
00007ffa18301960 (__TEXT,__text) non-external _writeFunctionDefinition
00007ffa1830148c (__TEXT,__text) non-external _writeFunctionPrototype
00007ffa18301ed6 (__TEXT,__text) non-external _writeGlobalTypeQualifier
00007ffa1830102d (__TEXT,__text) non-external _writeGreater
00007ffa18301068 (__TEXT,__text) non-external _writeGreaterEqual
00007ffa183026d0 (__TEXT,__text) non-external _writeIBPartialDeref
00007ffa1830127b (__TEXT,__text) non-external _writeIfExpr
00007ffa18302137 (__TEXT,__text) non-external _writeIfStatement
00007ffa18301bb2 (__TEXT,__text) non-external _writeInterfaceBlock
00007ffa18301da7 (__TEXT,__text) non-external _writeKeywordQualifier
00007ffa183025e6 (__TEXT,__text) non-external _writeLValue
00007ffa183029c8 (__TEXT,__text) non-external _writeLayoutObject
00007ffa18301f74 (__TEXT,__text) non-external _writeLayoutPair
00007ffa18301e25 (__TEXT,__text) non-external _writeLayoutQualifier
00007ffa18301d6c (__TEXT,__text) non-external _writeLayoutType
00007ffa18300fb7 (__TEXT,__text) non-external _writeLess
00007ffa18300ff2 (__TEXT,__text) non-external _writeLessEqual
00007ffa18301119 (__TEXT,__text) non-external _writeLogicalAnd
00007ffa18300da4 (__TEXT,__text) non-external _writeLogicalNot
00007ffa18301154 (__TEXT,__text) non-external _writeLogicalOr
00007ffa1830118f (__TEXT,__text) non-external _writeLogicalXor
00007ffa18302172 (__TEXT,__text) non-external _writeLoopStatement
00007ffa18300b7a (__TEXT,__text) non-external _writeMethodCall
00007ffa18300e90 (__TEXT,__text) non-external _writeModulo
00007ffa18300e1a (__TEXT,__text) non-external _writeMultiply
00007ffa18300d69 (__TEXT,__text) non-external _writeNegate
00007ffa183010de (__TEXT,__text) non-external _writeNotEqual
00007ffa183024d0 (__TEXT,__text) non-external _writeOffset
00007ffa183012f1 (__TEXT,__text) non-external _writeOpAssign
00007ffa1830270b (__TEXT,__text) non-external _writePPStreamOp
00007ffa183013dd (__TEXT,__text) non-external _writeParameterDeclaration
00007ffa18300c7d (__TEXT,__text) non-external _writePostdecrement
00007ffa18300c42 (__TEXT,__text) non-external _writePostincrement
00007ffa183018af (__TEXT,__text) non-external _writePrecisionDeclaration
00007ffa18300cf3 (__TEXT,__text) non-external _writePredecrement
00007ffa18300cb8 (__TEXT,__text) non-external _writePreincrement
00007ffa183019d6 (__TEXT,__text) non-external _writePrimitiveType
00007ffa183018ea (__TEXT,__text) non-external _writeQualifiedDeclaration
00007ffa18301925 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00007ffa1830199b (__TEXT,__text) non-external _writeQualifiedType
00007ffa18301e9b (__TEXT,__text) non-external _writeQualifierList
00007ffa18302695 (__TEXT,__text) non-external _writeRValue
00007ffa183023c0 (__TEXT,__text) non-external _writeRawCall
00007ffa1830132c (__TEXT,__text) non-external _writeReadInput
00007ffa1830230f (__TEXT,__text) non-external _writeReturnStatement
00007ffa1830296e (__TEXT,__text) non-external _writeSAInfo
00007ffa18300f41 (__TEXT,__text) non-external _writeShiftLeft
00007ffa18300f7c (__TEXT,__text) non-external _writeShiftRight
00007ffa18301b25 (__TEXT,__text) non-external _writeStructType
00007ffa18300b3f (__TEXT,__text) non-external _writeSubroutineArrayCall
00007ffa18302446 (__TEXT,__text) non-external _writeSubroutineRawCall
00007ffa18301e60 (__TEXT,__text) non-external _writeSubroutineTypeList
00007ffa183028e4 (__TEXT,__text) non-external _writeSubroutineUniform
00007ffa18300f06 (__TEXT,__text) non-external _writeSubtract
00007ffa183021ad (__TEXT,__text) non-external _writeSwitchStatement
00007ffa1830234a (__TEXT,__text) non-external _writeTopLevel
00007ffa18300768 (__TEXT,__text) non-external _writeTypeConversion
00007ffa1830089d (__TEXT,__text) non-external _writeTypeIdentifier
00007ffa18300d2e (__TEXT,__text) non-external _writeUnaryPlus
00007ffa18300a77 (__TEXT,__text) non-external _writeUndeterminedCall
00007ffa1830167b (__TEXT,__text) non-external _writeVariableDeclaration
00007ffa18301874 (__TEXT,__text) non-external _writeVariableDeclarationGroup
00007ffa18300810 (__TEXT,__text) non-external _writeVariableIdentifier
00007ffa18301367 (__TEXT,__text) non-external _writeWriteOutput
00007ffa1832cf20 (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
00007ffa1831a497 (__TEXT,__text) non-external _yyFail
00007ffa1831a8ca (__TEXT,__text) non-external _yyMemoryExhausted
00007ffa1835d2c0 (__TEXT,__const) non-external _yy_accept
00007ffa1835e310 (__TEXT,__const) non-external _yy_base
00007ffa1835d9a0 (__TEXT,__const) non-external _yy_chk
00007ffa18317ae6 (__TEXT,__text) non-external (was a private external) _yy_create_buffer
00007ffa1835ea00 (__TEXT,__const) non-external _yy_def
00007ffa18317e1a (__TEXT,__text) non-external (was a private external) _yy_delete_buffer
00007ffa1835d1c0 (__TEXT,__const) non-external _yy_ec
00007ffa183182ec (__TEXT,__text) non-external (was a private external) _yy_flush_buffer
00007ffa18317f36 (__TEXT,__text) non-external _yy_get_next_buffer
00007ffa18317e6c (__TEXT,__text) non-external _yy_get_previous_state
00007ffa18318281 (__TEXT,__text) non-external _yy_init_buffer
00007ffa1835f0f0 (__TEXT,__const) non-external _yy_meta
00007ffa1835f140 (__TEXT,__const) non-external _yy_nxt
00007ffa1831a8df (__TEXT,__text) non-external _yyaddDeferredAction
00007ffa18360450 (__TEXT,__const) non-external _yycheck
00007ffa1831a50c (__TEXT,__text) non-external _yycompressStack
00007ffa183649a0 (__TEXT,__const) non-external _yyconfl
00007ffa18364b00 (__TEXT,__const) non-external _yyconflp
00007ffa18360010 (__TEXT,__const) non-external _yydefact
00007ffa18364530 (__TEXT,__const) non-external _yydefgoto
00007ffa1831a61f (__TEXT,__text) non-external _yydestroyGLRState
00007ffa18365c80 (__TEXT,__const) non-external _yydprec
00007ffa18317a5c (__TEXT,__text) non-external _yyensure_buffer_stack
00007ffa183186ae (__TEXT,__text) non-external (was a private external) _yyerror
00007ffa1831a67f (__TEXT,__text) non-external _yyexpandGLRStack
00007ffa1832414c (__TEXT,__text) non-external _yyfill
00007ffa18319e24 (__TEXT,__text) non-external _yyglrReduce
00007ffa18314799 (__TEXT,__text) non-external (was a private external) _yylex
00007ffa182e0613 (__TEXT,__text) non-external (was a private external) _yylex_CPP
00007ffa18318471 (__TEXT,__text) non-external (was a private external) _yylex_destroy
00007ffa183183fa (__TEXT,__text) non-external (was a private external) _yylex_init
00007ffa18365b40 (__TEXT,__const) non-external _yymerger
00007ffa1835fc80 (__TEXT,__const) non-external _yypact
00007ffa18319350 (__TEXT,__text) non-external (was a private external) _yyparse
00007ffa183603a0 (__TEXT,__const) non-external _yypgoto
00007ffa18318369 (__TEXT,__text) non-external (was a private external) _yypop_buffer_state
00007ffa1831a1c8 (__TEXT,__text) non-external _yyprocessOneStack
00007ffa183645e0 (__TEXT,__const) non-external _yyr1
00007ffa18364860 (__TEXT,__const) non-external _yyr2
00007ffa18324b93 (__TEXT,__text) non-external _yyresolveAction
00007ffa183249e9 (__TEXT,__text) non-external _yyresolveLocations
