
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
0000000000015048 (__TEXT,__text) external _proc_set_delayidlesleep
000000000000420c (__TEXT,__text) external _proc_set_dirty
0000000000015200 (__TEXT,__text) external _proc_set_no_smt
0000000000014fe8 (__TEXT,__text) external _proc_set_owner_vmpressure
000000000000ac74 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000014d98 (__TEXT,__text) external _proc_set_wakemon_params
0000000000014e54 (__TEXT,__text) external _proc_setcpu_percentage
000000000000328c (__TEXT,__text) external _proc_setpcontrol
000000000001449c (__TEXT,__text) external _proc_setthread_cpupercent
0000000000015394 (__TEXT,__text) external _proc_setthread_csm
0000000000015264 (__TEXT,__text) external _proc_setthread_no_smt
00000000000149c0 (__TEXT,__text) external _proc_signal_delegate
0000000000014ac4 (__TEXT,__text) external _proc_signal_with_audittoken
00000000000151f8 (__TEXT,__text) external _proc_suppress
0000000000014944 (__TEXT,__text) external _proc_terminate
0000000000014ba0 (__TEXT,__text) external _proc_terminate_all_rsr
0000000000014a30 (__TEXT,__text) external _proc_terminate_delegate
0000000000014b20 (__TEXT,__text) external _proc_terminate_with_audittoken
000000000000fb54 (__TEXT,__text) external _proc_trace_log
00000000000041ac (__TEXT,__text) external _proc_track_dirty
000000000001458c (__TEXT,__text) external _proc_udata_info
000000000000fb80 (__TEXT,__text) external _proc_uuid_policy
000000000002a608 (__TEXT,__text) external _processor_assign
000000000002a494 (__TEXT,__text) external _processor_control
000000000002a174 (__TEXT,__text) external _processor_exit
000000000002a734 (__TEXT,__text) external _processor_get_assignment
000000000002a284 (__TEXT,__text) external _processor_info
0000000000022d8c (__TEXT,__text) external _processor_set_create
0000000000022c30 (__TEXT,__text) external _processor_set_default
0000000000029250 (__TEXT,__text) external _processor_set_destroy
0000000000029ccc (__TEXT,__text) external _processor_set_info
0000000000029364 (__TEXT,__text) external _processor_set_max_priority
00000000000299cc (__TEXT,__text) external _processor_set_policy_control
00000000000295a4 (__TEXT,__text) external _processor_set_policy_disable
0000000000029484 (__TEXT,__text) external _processor_set_policy_enable
0000000000029b40 (__TEXT,__text) external _processor_set_stack_usage
0000000000029070 (__TEXT,__text) external _processor_set_statistics
00000000000296c4 (__TEXT,__text) external _processor_set_tasks
0000000000029ed0 (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000000029848 (__TEXT,__text) external _processor_set_threads
000000000002a064 (__TEXT,__text) external _processor_start
000000000001b670 (__TEXT,__text) external _pselect
0000000000006f20 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000000013a94 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
000000000001b7fc (__TEXT,__text) external _pselect$NOCANCEL
0000000000002910 (__TEXT,__text) external _pthread_getugid_np
000000000000a4f0 (__TEXT,__text) external _pthread_setugid_np
0000000000009a80 (__TEXT,__text) external _ptrace
00000000000044e8 (__TEXT,__text) external _pwrite
000000000000e7d0 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000fbac (__TEXT,__text) external _pwritev
000000000000e7fc (__TEXT,__text) external _pwritev$NOCANCEL
0000000000013794 (__TEXT,__text) external _quota
00000000000070ac (__TEXT,__text) external _quotactl
00000000000019a8 (__TEXT,__text) external _read
0000000000002d38 (__TEXT,__text) external _read$NOCANCEL
00000000000031e8 (__TEXT,__text) external _readlink
000000000000fbd8 (__TEXT,__text) external _readlinkat
000000000000fc04 (__TEXT,__text) external _readv
000000000000e828 (__TEXT,__text) external _readv$NOCANCEL
000000000001034c (__TEXT,__text) non-external _reallocf
0000000000012a8c (__TEXT,__text) external _reboot
0000000000012a94 (__TEXT,__text) external _reboot_np
000000000001b66c (__TEXT,__text) external _record_system_event_as_kernel
0000000000005350 (__TEXT,__text) external _recvfrom
0000000000005218 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000000005780 (__TEXT,__text) external _recvmsg
000000000000e8ac (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000fc30 (__TEXT,__text) external _recvmsg_x
000000000000fc5c (__TEXT,__text) external _register_uexc_handler
0000000000005ca0 (__TEXT,__text) external _removexattr
0000000000004918 (__TEXT,__text) external _rename
0000000000015f6c (__TEXT,__text) external _rename_ext
0000000000012b28 (__TEXT,__text) external _renameat
0000000000015f00 (__TEXT,__text) external _renameatx_np
0000000000015f2c (__TEXT,__text) external _renamex_np
000000000000fc88 (__TEXT,__text) external _revoke
0000000000004984 (__TEXT,__text) external _rmdir
000000000000fcb4 (__TEXT,__text) external _searchfs
0000000000005458 (__TEXT,__text) external _select
000000000000be94 (__TEXT,__text) external _select$DARWIN_EXTSN
00000000000051ec (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000000000051b8 (__TEXT,__text) external _select$NOCANCEL
000000000000a794 (__TEXT,__text) external _sem_close
000000000001b23c (__TEXT,__text) external _sem_destroy
000000000001b264 (__TEXT,__text) external _sem_getvalue
000000000001b28c (__TEXT,__text) external _sem_init
000000000000da50 (__TEXT,__text) external _sem_open
000000000000fce0 (__TEXT,__text) external _sem_post
000000000000fd0c (__TEXT,__text) external _sem_trywait
000000000000fd38 (__TEXT,__text) external _sem_unlink
000000000000fd64 (__TEXT,__text) external _sem_wait
000000000000e930 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003d04 (__TEXT,__text) external _semaphore_create
0000000000004090 (__TEXT,__text) external _semaphore_destroy
0000000000003e70 (__TEXT,__text) external _semaphore_signal
00000000000138b4 (__TEXT,__text) external _semaphore_signal_all
0000000000000d90 (__TEXT,__text) external _semaphore_signal_all_trap
00000000000138b8 (__TEXT,__text) external _semaphore_signal_thread
0000000000000d9c (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000000d84 (__TEXT,__text) external _semaphore_signal_trap
0000000000005a0c (__TEXT,__text) external _semaphore_timedwait
00000000000138c0 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000000dcc (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000000dc0 (__TEXT,__text) external _semaphore_timedwait_trap
0000000000003e6c (__TEXT,__text) external _semaphore_wait
00000000000138bc (__TEXT,__text) external _semaphore_wait_signal
0000000000000db4 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000000da8 (__TEXT,__text) external _semaphore_wait_trap
000000000000dad4 (__TEXT,__text) external _semctl
000000000000fd90 (__TEXT,__text) external _semget
000000000000fdbc (__TEXT,__text) external _semop
000000000000dab0 (__TEXT,__text) external _semsys
000000000000fde8 (__TEXT,__text) external _sendfile
0000000000006934 (__TEXT,__text) external _sendmsg
0000000000005270 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000fe14 (__TEXT,__text) external _sendmsg_x
0000000000005324 (__TEXT,__text) external _sendto
000000000000518c (__TEXT,__text) external _sendto$NOCANCEL
0000000000004540 (__TEXT,__text) external _setattrlist
000000000000fe40 (__TEXT,__text) external _setattrlistat
000000000001e870 (__TEXT,__text) external _setaudit
000000000000fe6c (__TEXT,__text) external _setaudit_addr
000000000000fe98 (__TEXT,__text) external _setauid
000000000000a548 (__TEXT,__text) external _setegid
000000000000a51c (__TEXT,__text) external _seteuid
000000000000a27c (__TEXT,__text) external _setgid
000000000000fec4 (__TEXT,__text) external _setgroups
0000000000008940 (__TEXT,__text) external _setiopolicy_np
0000000000009624 (__TEXT,__text) external _setitimer
000000000000c864 (__TEXT,__text) external _setpgid
00000000000090a0 (__TEXT,__text) external _setpriority
000000000000fef0 (__TEXT,__text) external _setprivexec
00000000000137c4 (__TEXT,__text) external _setquota
000000000000e9b4 (__TEXT,__text) external _setregid
000000000000e9e0 (__TEXT,__text) external _setreuid
0000000000003ac0 (__TEXT,__text) external _setrlimit
000000000000ea0c (__TEXT,__text) external _setsgroups_np
00000000000097a0 (__TEXT,__text) external _setsid
0000000000005134 (__TEXT,__text) external _setsockopt
000000000000a2a8 (__TEXT,__text) external _setuid
000000000000ea90 (__TEXT,__text) external _setwgroups_np
0000000000004838 (__TEXT,__text) external _setxattr
0000000000017854 (__TEXT,__text) external _sfi_get_class_offtime
000000000001787c (__TEXT,__text) external _sfi_process_get_flags
0000000000017868 (__TEXT,__text) external _sfi_process_set_flags
000000000000a7ec (__TEXT,__text) external _sfi_set_class_offtime
000000000000da70 (__TEXT,__text) external _shm_open
000000000000ff1c (__TEXT,__text) external _shm_unlink
000000000000ff48 (__TEXT,__text) external _shmat
000000000000eb40 (__TEXT,__text) external _shmctl
000000000000ff74 (__TEXT,__text) external _shmdt
000000000000ffa0 (__TEXT,__text) external _shmget
000000000000daf4 (__TEXT,__text) external _shmsys
00000000000053d4 (__TEXT,__text) external _shutdown
000000000000ffcc (__TEXT,__text) external _sigpending
0000000000004490 (__TEXT,__text) external _sigprocmask
000000000001cdb8 (__TEXT,__text) external _sigsuspend
0000000000008550 (__TEXT,__text) external _sigsuspend$NOCANCEL
0000000000005058 (__TEXT,__text) external _socket
000000000000fff8 (__TEXT,__text) external _socket_delegate
0000000000005244 (__TEXT,__text) external _socketpair
0000000000017314 (__TEXT,__text) external _stackshot_capture_with_config
0000000000017258 (__TEXT,__text) external _stackshot_config_create
0000000000017484 (__TEXT,__text) external _stackshot_config_dealloc
000000000001742c (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000000017394 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000000000173a0 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000000000173e0 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000000000172f8 (__TEXT,__text) external _stackshot_config_set_flags
0000000000017404 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000000000172dc (__TEXT,__text) external _stackshot_config_set_pid
00000000000173bc (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000c8bc (__TEXT,__text) external _stat
000000000000c8bc (__TEXT,__text) external _stat64
000000000001007c (__TEXT,__text) external _statfs
000000000001007c (__TEXT,__text) external _statfs64
0000000000044230 (__DATA,__bss) non-external _supported
00000000000100a8 (__TEXT,__text) external _swapon
0000000000000e8c (__TEXT,__text) external _swtch
0000000000000e80 (__TEXT,__text) external _swtch_pri
00000000000068dc (__TEXT,__text) external _symlink
00000000000100d4 (__TEXT,__text) external _symlinkat
0000000000010100 (__TEXT,__text) external _sync
00000000000031ac (__TEXT,__text) external _syscall
0000000000000e98 (__TEXT,__text) external _syscall_thread_switch
0000000000017840 (__TEXT,__text) external _system_get_sfi_window
000000000001012c (__TEXT,__text) external _system_override
000000000000a82c (__TEXT,__text) external _system_set_sfi_window
0000000000044238 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
0000000000044260 (__DATA,__common) external _system_version_compat_mode
000000000002cb9c (__TEXT,__text) external _task_assign
000000000002ccc8 (__TEXT,__text) external _task_assign_default
000000000002afd8 (__TEXT,__text) external _task_create
000000000002f0a4 (__TEXT,__text) external _task_create_identity_token
000000000002f36c (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000000000cac (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000002ef88 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000000e14 (__TEXT,__text) external _task_for_pid
000000000002de30 (__TEXT,__text) external _task_generate_corpse
000000000002cde4 (__TEXT,__text) external _task_get_assignment
000000000002e35c (__TEXT,__text) external _task_get_dyld_image_infos
000000000002c5f0 (__TEXT,__text) external _task_get_emulation_vector
000000000002ebe4 (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000c328 (__TEXT,__text) external _task_get_exception_ports
000000000002f488 (__TEXT,__text) external _task_get_exception_ports_info
000000000002da2c (__TEXT,__text) external _task_get_mach_voucher
0000000000001380 (__TEXT,__text) external _task_get_special_port
000000000002d100 (__TEXT,__text) external _task_get_state
000000000002f200 (__TEXT,__text) external _task_identity_token_get_task_port
0000000000001564 (__TEXT,__text) external _task_info
000000000002ea0c (__TEXT,__text) external _task_inspect
0000000000010158 (__TEXT,__text) external _task_inspect_for_pid
000000000002df8c (__TEXT,__text) external _task_map_corpse_info
000000000002e8a0 (__TEXT,__text) external _task_map_corpse_info_64
000000000002fac4 (__TEXT,__text) external _task_map_kcdata_object_64
0000000000000e08 (__TEXT,__text) external _task_name_for_pid
000000000002c360 (__TEXT,__text) external _task_policy
000000000002c03c (__TEXT,__text) external _task_policy_get
000000000000352c (__TEXT,__text) external _task_policy_set
000000000002d888 (__TEXT,__text) external _task_purgable_info
0000000000010184 (__TEXT,__text) external _task_read_for_pid
000000000002e738 (__TEXT,__text) external _task_register_dyld_get_process_state
000000000002e0f4 (__TEXT,__text) external _task_register_dyld_image_infos
000000000002e614 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002e4ec (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000000002fc30 (__TEXT,__text) external _task_register_hardened_exception_handler
0000000000000f4c (__TEXT,__text) external _task_restartable_ranges_register
0000000000003af4 (__TEXT,__text) external _task_restartable_ranges_synchronize
000000000002b644 (__TEXT,__text) external _task_resume
000000000002d778 (__TEXT,__text) external _task_resume2
000000000002c244 (__TEXT,__text) external _task_sample
00000000000138e0 (__TEXT,__text) external _task_self_
0000000000000d54 (__TEXT,__text) external _task_self_trap
000000000002f87c (__TEXT,__text) external _task_set_corpse_forking_behavior
000000000002c4d8 (__TEXT,__text) external _task_set_emulation
000000000002c77c (__TEXT,__text) external _task_set_emulation_vector
000000000002ed28 (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000b1ec (__TEXT,__text) external _task_set_exception_ports
000000000000b674 (__TEXT,__text) external _task_set_info
000000000002db98 (__TEXT,__text) external _task_set_mach_voucher
000000000002d4c8 (__TEXT,__text) external _task_set_phys_footprint_limit
000000000002cf40 (__TEXT,__text) external _task_set_policy
000000000001e36c (__TEXT,__text) external _task_set_port_space
000000000002c8ac (__TEXT,__text) external _task_set_ras_pc
0000000000001fa8 (__TEXT,__text) external _task_set_special_port
000000000002d348 (__TEXT,__text) external _task_set_state
000000000002b534 (__TEXT,__text) external _task_suspend
000000000002d61c (__TEXT,__text) external _task_suspend2
000000000002ba84 (__TEXT,__text) external _task_swap_exception_ports
000000000002dcb4 (__TEXT,__text) external _task_swap_mach_voucher
000000000002b158 (__TEXT,__text) external _task_terminate
000000000002f998 (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002f760 (__TEXT,__text) external _task_test_sync_upcall
0000000000009eb4 (__TEXT,__text) external _task_threads
000000000002e228 (__TEXT,__text) external _task_unregister_dyld_image_infos
000000000002c9c4 (__TEXT,__text) external _task_zone_info
000000000001771c (__TEXT,__text) external _terminate_with_payload
