00007ffb0e534a52 (__TEXT,__text) non-external _DiToMD5
00007ffb41b0ee48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb43effbe8 (__DATA,__common) external _gIOCommandMetaClass
00007ffb43effbf0 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb41b0ee58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb41b0ee50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb43effbc8 (__DATA,__common) external _gIODKDebug
00007ffb43effbf8 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb41b0ee60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb43effc00 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb41b0ee68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb43effc08 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb41b0ee70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb43effc10 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb41b0ee78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb43effc18 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb41b0ee80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb43effc20 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb41b0ee88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb43effc58 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb41b0eec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb43effc28 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb41b0ee90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb43effc30 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb41b0ee98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb43effc38 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb41b0eea0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb43effc60 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb41b0eec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb43effc40 (__DATA,__common) external _gIOReporterMetaClass
00007ffb41b0eea8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb43effc68 (__DATA,__common) external _gIOServiceMetaClass
00007ffb43effc70 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb41b0eed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb43effc78 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb41b0eee0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb41b0eed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb43effc48 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb41b0eeb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb43effc50 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb41b0eeb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb43effd30 (__DATA,__common) external _gIOThreadMetaClass
00007ffb41b0ef98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb43effc80 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb41b0eee8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb43effc88 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb41b0eef0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb43effc98 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb41b0ef00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb43effca0 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb41b0ef08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb43effca8 (__DATA,__common) external _gOSActionMetaClass
00007ffb41b0ef10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb43effc90 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb41b0eef8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb43effd28 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb41b0ef90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb43effcb0 (__DATA,__common) external _gOSArrayMetaClass
00007ffb41b0ef18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb43effcb8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb41b0ef20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb43effcc0 (__DATA,__common) external _gOSBundleMetaClass
00007ffb41b0ef28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb43effcc8 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb41b0ef30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb43effcd0 (__DATA,__common) external _gOSContainerMetaClass
00007ffb41b0ef38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb43effcd8 (__DATA,__common) external _gOSDataMetaClass
00007ffb41b0ef40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb43effce0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb41b0ef48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb43effce8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb41b0ef50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb433b7e40 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb41b0ee40 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb433b7c60 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb41b0ee38 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb43effcf0 (__DATA,__common) external _gOSNumberMetaClass
00007ffb41b0ef58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb43effcf8 (__DATA,__common) external _gOSObjectMetaClass
00007ffb41b0ef60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb43effd00 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb41b0ef68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb43effd08 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb41b0ef70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb43effd10 (__DATA,__common) external _gOSSetMetaClass
00007ffb41b0ef78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb43effd18 (__DATA,__common) external _gOSStringMetaClass
00007ffb41b0ef80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb43effd20 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb41b0ef88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb0e52c545 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb0e52c6ad (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb0e52c7b1 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb0e52c92e (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb0e52c256 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb0e52c3c2 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb0e52b3d4 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb0e52e441 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb0e52cef7 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb0e52b2c4 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb0e52de1a (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb0e52af48 (__TEXT,__text) non-external (was a private external) _io_connect_map_shared_memory
00007ffb0e52e0a9 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb0e52f19c (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb0e52e834 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb0e52b4c7 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb0e52df7d (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb0e530bb4 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb0e52c152 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb0e529b2e (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0e529c3e (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb0e529961 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb0e52daa6 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb0e5297b0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb0e52bc76 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb0e52d88a (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb0e52a0d3 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb0e52bf6e (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb0e52a461 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb0e5309a3 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0e52ab9a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb0e52d022 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb0e52a638 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb0e52cb0e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb0e52ad71 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb0e52b622 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb0e53074c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb0e52a7e9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb0e52fbbd (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb0e530d81 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb0e529eea (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb0e52fd03 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb0e530ef9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb0e52a92f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb0e52d23e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb0e52f074 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb0e52baa9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb0e52b94e (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb0e52b83e (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb0e52a2b7 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb0e52a38c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb0e52fa95 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb0e52ec0c (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb0e52e960 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb0e5304cd (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb0e52ee33 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb0e52b1ef (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb0e52f87d (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb0e52bd7a (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb0e52f54a (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb0e52ff52 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb0e52f721 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb0e529d13 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb0e530129 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb0e52d5d1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb0e52d48d (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb0e52cd2a (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb0e530300 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb0e52d72d (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb0e52dcc2 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb0e52ca1e (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb0e52f9a5 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb0e52be7e (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb0e53116d (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb0e5297a4 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb43effbd8 (__DATA,__common) external _kOSBooleanFalse
00007ffb43effbd0 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
