00007ffb06aa4372 (__TEXT,__text) non-external _DiToMD5
00007ffb41105b20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb4335d318 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb41105af0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb4335d320 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb41105af8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb4335d328 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb41105b00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb4335d350 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb41105b28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb4335d330 (__DATA,__common) external _gIOReporterMetaClass
00007ffb41105b08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb4335d358 (__DATA,__common) external _gIOServiceMetaClass
00007ffb4335d360 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb41105b38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb4335d368 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb41105b40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb41105b30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb4335d338 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb41105b10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb4335d340 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb41105b18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb4335d420 (__DATA,__common) external _gIOThreadMetaClass
00007ffb41105bf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb4335d370 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb41105b48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb4335d378 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb41105b50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb4335d388 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb41105b60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb4335d390 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb41105b68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb4335d398 (__DATA,__common) external _gOSActionMetaClass
00007ffb41105b70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb4335d380 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb41105b58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb4335d418 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb41105bf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb4335d3a0 (__DATA,__common) external _gOSArrayMetaClass
00007ffb41105b78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb4335d3a8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb41105b80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb4335d3b0 (__DATA,__common) external _gOSBundleMetaClass
00007ffb41105b88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb4335d3b8 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb41105b90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb4335d3c0 (__DATA,__common) external _gOSContainerMetaClass
00007ffb41105b98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb4335d3c8 (__DATA,__common) external _gOSDataMetaClass
00007ffb41105ba0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb4335d3d0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb41105ba8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb4335d3d8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb41105bb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb4335d1b8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb41105aa0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb4335cfd8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb41105a98 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb4335d3e0 (__DATA,__common) external _gOSNumberMetaClass
00007ffb41105bb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb4335d3e8 (__DATA,__common) external _gOSObjectMetaClass
00007ffb41105bc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb4335d3f0 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb41105bc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb4335d3f8 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb41105bd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb4335d400 (__DATA,__common) external _gOSSetMetaClass
00007ffb41105bd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb4335d408 (__DATA,__common) external _gOSStringMetaClass
00007ffb41105be0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb4335d410 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb41105be8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb06a9be6e (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb06a9bfd6 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb06a9c0da (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb06a9c257 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb06a9bb7f (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb06a9bceb (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb06a9acfd (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb06a9dd6c (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb06a9c820 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb06a9abed (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb06a9d743 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb06a9d9d2 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb06a9eac7 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb06a9e15f (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb06a9adf0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb06a9d8a6 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb06aa04e1 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb06a9ba7b (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb06a996fe (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb06a9980e (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb06a99531 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb06a9d3cf (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb06a99380 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb06a9b59f (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb06a9d1b3 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb06a99ca3 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb06a9b897 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb06a9a031 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb06aa02d0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb06a9a76a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb06a9c94b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb06a9a208 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb06a9c437 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb06a9a941 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb06a9af4b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb06aa0079 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb06a9a3b9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb06a9f4ea (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb06aa06ae (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb06a99aba (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb06a9f630 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb06aa0826 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb06a9a4ff (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb06a9cb67 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb06a9e99f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb06a9b3d2 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb06a9b277 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb06a9b167 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb06a99e87 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb06a99f5c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb06a9f3c2 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb06a9e537 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb06a9e28b (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb06a9fdfa (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb06a9e75e (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb06a9ab18 (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb06a9f1aa (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb06a9b6a3 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb06a9ee77 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb06a9f87f (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb06a9f04e (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb06a998e3 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb06a9fa56 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb06a9cefa (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb06a9cdb6 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb06a9c653 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb06a9fc2d (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb06a9d056 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb06a9d5eb (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb06a9c347 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb06a9f2d2 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb06a9b7a7 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb06aa0a9a (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb06a99374 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb4335cfd0 (__DATA,__common) external _kOSBooleanFalse
00007ffb4335cfc8 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb06a8a64f (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffb06ab46bc (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
