00007ff808e3d220 (__TEXT,__const) non-external _A1_Table
00007ff8084d8190 (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
00007ff8084d8b40 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
00007ff8084d8e40 (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
00007ff8084d8e30 (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
00007ff8084d7ab0 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
00007ff8084d7710 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
00007ff8084d7ea0 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
00007ff80864c050 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
00007ff841e43ac0 (__DATA,__bss) non-external _vImageHorizontalShearD_ARGB16F.vHorizontalShear_ARGB16F
00007ff8084c98e0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
00007ff8084c8d30 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
00007ff8083ac1c0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
00007ff8084d4790 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
00007ff80864ba30 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
00007ff841e43ab0 (__DATA,__bss) non-external _vImageHorizontalShearD_CbCr16F.vHorizontalShear_CbCr16F
00007ff8084d1e10 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
00007ff8084d1a40 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
00007ff80864c6f0 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
00007ff841e43ad0 (__DATA,__bss) non-external _vImageHorizontalShearD_CbCrF.vHorizontalShear_CbCrF
00007ff80864b310 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
00007ff841e43aa0 (__DATA,__bss) non-external _vImageHorizontalShearD_Planar16F.vHorizontalShear_Planar16F
00007ff8084c6010 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
00007ff8084c6b50 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
00007ff80864c340 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
00007ff8084cdb10 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
00007ff808388310 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
00007ff8083745a0 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
00007ff8084ca3d0 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
00007ff80864bd20 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
00007ff8084d1ee0 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
00007ff8084cd4c0 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
00007ff80839d950 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
00007ff80864c9e0 (__TEXT,__text) external _vImageHorizontalShear_CbCrF
00007ff80864b710 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
00007ff8084caf70 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
00007ff8084cbc60 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
00007ff808394db0 (__TEXT,__text) external _vImageHorizontalShear_Planar8
00007ff8084cc940 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
00007ff8084cea90 (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
00007ff8085287b0 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
00007ff841e43940 (__DATA,__bss) non-external _vImageInterpolatedLookupTable_PlanarF.vInterpolatedLookupTable_PlanarF
00007ff8085298c0 (__TEXT,__text) external _vImageInvert_16U
00007ff808529480 (__TEXT,__text) external _vImageInvert_8
00007ff808529cf0 (__TEXT,__text) external _vImageInvert_F
00007ff8083d02c0 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
00007ff841e432b8 (__DATA,__bss) non-external _vImageLinearTransform_16Q12to8.vLinearTransform_16Q12to8
00007ff8085630a0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
00007ff808445090 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX
00007ff808577130 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX2
00007ff8085e5ea0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_SSE4_1
00007ff8085630c0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_resolver
00007ff808564a60 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_scalar
00007ff841e42c00 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_16U_vec
00007ff8083d0160 (__TEXT,__text) external _vImageLinearTransform_16Uto8
00007ff841e432a8 (__DATA,__bss) non-external _vImageLinearTransform_16Uto8.vLinearTransform_16Uto8
00007ff8083d0210 (__TEXT,__text) external _vImageLinearTransform_16UtoF
00007ff841e432b0 (__DATA,__bss) non-external _vImageLinearTransform_16UtoF.vLinearTransform_16UtoF
00007ff808563040 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
00007ff808443f80 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX
00007ff8085759c0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX2
00007ff8085e4df0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_SSE4_1
00007ff808563060 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_resolver
00007ff8085641e0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_scalar
00007ff841e42bf8 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_8_vec
00007ff8083cff50 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
00007ff841e43290 (__DATA,__bss) non-external _vImageLinearTransform_8to16Q12.vLinearTransform_8to16Q12
00007ff8083d0000 (__TEXT,__text) external _vImageLinearTransform_8to16U
00007ff841e43298 (__DATA,__bss) non-external _vImageLinearTransform_8to16U.vLinearTransform_8to16U
00007ff8083d00b0 (__TEXT,__text) external _vImageLinearTransform_8toF
00007ff841e432a0 (__DATA,__bss) non-external _vImageLinearTransform_8toF.vLinearTransform_8toF
00007ff808563100 (__TEXT,__text) external _vImageLinearTransform_F
00007ff8084458e0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX
00007ff808577980 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX2
00007ff8085e67c0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_SSE4_1
00007ff808563120 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_resolver
00007ff8085652f0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_scalar
00007ff841e42c08 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_F_vec
00007ff8083d0420 (__TEXT,__text) external _vImageLinearTransform_Fto16U
00007ff841e432c8 (__DATA,__bss) non-external _vImageLinearTransform_Fto16U.vLinearTransform_Fto16U
00007ff8083d0370 (__TEXT,__text) external _vImageLinearTransform_Fto8
00007ff841e432c0 (__DATA,__bss) non-external _vImageLinearTransform_Fto8.vLinearTransform_Fto8
00007ff8083c8bc0 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
00007ff8083c8a90 (__TEXT,__text) non-external (was a private external) _vImageLogError
00007ff8083c8960 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
00007ff808527b10 (__TEXT,__text) external _vImageLookupTable_8to64U
00007ff80834ebe0 (__TEXT,__text) external _vImageLookupTable_Planar16
00007ff808527e20 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
00007ff808527890 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
00007ff80834dc50 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00007ff8083a9f60 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
00007ff8085274f0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
00007ff8085276c0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
00007ff808371800 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
00007ff808525960 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
00007ff8085911b0 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
00007ff808daf590 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.1
00007ff808daf5c0 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.2
00007ff808daf5f0 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.3
00007ff808daf620 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.4
00007ff8085918d0 (__TEXT,__text) external _vImageMapping_Release
00007ff80838fac0 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
00007ff808523900 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
00007ff808524710 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
00007ff808523a20 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
00007ff808344940 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
00007ff841e42a60 (__DATA,__data) non-external _vImageMatrixMultiply_Planar16S.initialized
00007ff841e42dd0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.matrixMultiply_3x3
00007ff841e43918 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_1x4
00007ff841e43920 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_2x4
00007ff841e43928 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_3x4
00007ff841e438f8 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x1
00007ff841e43900 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x2
00007ff841e43908 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x3
00007ff841e43910 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x4
00007ff841e42a50 (__DATA,__data) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_Generic
00007ff808523000 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
00007ff808340890 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
00007ff8085122b0 (__TEXT,__text) external _vImageMax_ARGB8888
00007ff841e43850 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxH_Interleaved_CV
00007ff841e43848 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxV_Interleaved_CV
00007ff841e43840 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMax_Interleaved_CV
00007ff808514310 (__TEXT,__text) external _vImageMax_ARGBFFFF
00007ff841e43880 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxFP_Interleaved_CV
00007ff841e43890 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxH_FPInterleaved_CV
00007ff841e43888 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxV_FPInterleaved_CV
00007ff808364260 (__TEXT,__text) external _vImageMax_Planar8
00007ff841e42a28 (__DATA,__data) non-external _vImageMax_Planar8.vMaxH_CV
00007ff841e42a20 (__DATA,__data) non-external _vImageMax_Planar8.vMaxV_CV
00007ff841e42a18 (__DATA,__data) non-external _vImageMax_Planar8.vMax_CV
00007ff808510250 (__TEXT,__text) external _vImageMax_PlanarF
00007ff841e43800 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxFP_CV
00007ff841e43810 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxH_FP_CV
00007ff841e43808 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxV_FP_CV
00007ff808512db0 (__TEXT,__text) external _vImageMin_ARGB8888
00007ff841e43868 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinH_Interleaved_CV
00007ff841e43860 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinV_Interleaved_CV
00007ff841e43858 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMin_Interleaved_CV
00007ff808514df0 (__TEXT,__text) external _vImageMin_ARGBFFFF
00007ff841e43898 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinFP_Interleaved_CV
00007ff841e438a8 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinH_FPInterleaved_CV
00007ff841e438a0 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinV_FPInterleaved_CV
00007ff808365ad0 (__TEXT,__text) external _vImageMin_Planar8
00007ff841e42a40 (__DATA,__data) non-external _vImageMin_Planar8.vMinH_CV
00007ff841e42a38 (__DATA,__data) non-external _vImageMin_Planar8.vMinV_CV
00007ff841e42a30 (__DATA,__data) non-external _vImageMin_Planar8.vMin_CV
00007ff808510d50 (__TEXT,__text) external _vImageMin_PlanarF
00007ff841e43818 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinFP_CV
00007ff841e43828 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinH_FP_CV
00007ff841e43820 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinV_FP_CV
00007ff808529170 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007ff808355da0 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00007ff80834f130 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00007ff80835ce70 (__TEXT,__text) external _vImageMultidimensionalTable_Release
00007ff808528f90 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
00007ff8085b09d0 (__TEXT,__text) external _vImageNewResamplingFilter
00007ff808373b60 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
00007ff808dae840 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
00007ff841e44420 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB16U.vConvert_OverwriteChannelsWithPixel_ARGB16U_CV
00007ff808372360 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
00007ff841e44418 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB8888.vConvert_OverwriteChannelsWithPixel_ARGB8888_CV
00007ff808daeb20 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
00007ff841e44428 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGBFFFF.vConvert_OverwriteChannelsWithPixel_ARGBFFFF_CV
00007ff808372340 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
00007ff808daee60 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
00007ff808563a00 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
00007ff808451de0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX
00007ff808583fb0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX2
00007ff8085f2fa0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_SSE4_1
00007ff808563a20 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_resolver
00007ff80856af30 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_scalar
00007ff841e42cd8 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_vec
00007ff8085639a0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
00007ff808451b50 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX
00007ff808583d20 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX2
00007ff8085f2d10 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_SSE4_1
00007ff8085639c0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_resolver
00007ff80856aca0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_scalar
00007ff841e42cd0 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_vec
00007ff808563a60 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
00007ff8084520e0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX
00007ff8085842b0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX2
00007ff8085f32a0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_SSE4_1
00007ff808563a80 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_resolver
00007ff80856b230 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_scalar
00007ff841e42ce0 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_vec
00007ff808daf090 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
00007ff808daef50 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
00007ff808daefc0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
00007ff808daeeb0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
00007ff808daf010 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
00007ff808dae3a0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
00007ff841e44408 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB16U.vConvert_OverwriteChannels_ARGB16U_CV
00007ff808dae0e0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
00007ff841e44400 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB8888.vConvert_OverwriteChannels_ARGB8888_CV
00007ff808dae5a0 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00007ff841e44410 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGBFFFF.vConvert_OverwriteChannels_ARGBFFFF_CV
00007ff8085214c0 (__TEXT,__text) external _vImagePNGDecompressionFilter
00007ff8084015f0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00007ff841e43580 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB16U.vConvert_PermuteChannelsWithMaskedInsert_ARGB16U_CV
00007ff808379990 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
00007ff841e43578 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB8888.vConvert_PermuteChannelsWithMaskedInsert_ARGB8888_CV
00007ff808401920 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
00007ff841e43588 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF.vConvert_PermuteChannelsWithMaskedInsert_ARGBFFFF_CV
00007ff8084013b0 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
00007ff80837cb20 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
00007ff841e43568 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB16U.vConvert_PermuteChannels_ARGB16U_CV
00007ff80835b6b0 (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
00007ff841e43560 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB8888.vConvert_PermuteChannels_ARGB8888_CV
00007ff8084013c0 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
00007ff841e43570 (__DATA,__bss) non-external _vImagePermuteChannels_ARGBFFFF.vConvert_PermuteChannels_ARGBFFFF_CV
00007ff808563fa0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00007ff808459540 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX
00007ff80858c590 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX2
