00007ffa42eedef0 (__DATA,__data) non-external _.compoundliteral
00007ffa1823e640 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa1823b7a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa1822f140 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa18235b90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa1823a170 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa1823fae0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa1823be20 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa182303f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa182275c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa18229d70 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa181f4060 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa181f40c0 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa1821f2d0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa181f3405 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa18264eb0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa18269bd0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa1825d640 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa44107380 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa44107370 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa182c4295 (__TEXT,__text) non-external _handleResetPost
00007ffa182c4235 (__TEXT,__text) non-external _handleResetPre
00007ffa182c9b40 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa182d21d1 (__TEXT,__text) non-external _include_str_getch
00007ffa182d22a5 (__TEXT,__text) non-external _include_str_ungetch
00007ffa182c9357 (__TEXT,__text) non-external _initAggregateType
00007ffa182d71c2 (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa182d7205 (__TEXT,__text) non-external _initDerefNode
00007ffa1827a6bc (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa182d718d (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa182fa552 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa182b310d (__TEXT,__text) non-external _inputForOutput
00007ffa18328100 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa183280f7 (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa18316244 (__TEXT,__text) non-external _iterateQualifiers
00007ffa182d308c (__TEXT,__text) non-external _lAddByte
00007ffa182d2939 (__TEXT,__text) non-external _lFloatConst
00007ffa182d2f50 (__TEXT,__text) non-external _lNewBlock
00007ffa182d3634 (__TEXT,__text) non-external _lReadByte
00007ffa182ce610 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa182f5aff (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa181e5c2c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa181e5c84 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa181e5d86 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa181e5dfc (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa181e5bf9 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa181e5d74 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa181e5cec (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa181e5c32 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa181e5c7e (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa181e5c26 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa181e5e0d (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa181e5bf0 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa182d05cd (__TEXT,__text) non-external _macro_scan
00007ffa182ab1ed (__TEXT,__text) non-external _makeCopyFunction
00007ffa182f5e6a (__TEXT,__text) non-external _makeIntConstantNode
00007ffa1827626c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa182d0ecc (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa182d0e1b (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa182d0d23 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa182d0ddc (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa182778e2 (__TEXT,__text) non-external _mergeTypes
00007ffa42ef25d0 (__DATA,__bss) non-external _message
00007ffa42ef25c0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa42eede78 (__DATA,__data) non-external _mutex
00007ffa182b53b5 (__TEXT,__text) non-external _nameTablePush
00007ffa42ef2a00 (__DATA,__bss) non-external _nameTableSets
00007ffa182d0c83 (__TEXT,__text) non-external _noop
00007ffa182d2933 (__TEXT,__text) non-external _noop
00007ffa182ad26f (__TEXT,__text) non-external _offsetLayout
00007ffa182ce90a (__TEXT,__text) non-external _op_add
00007ffa182ce89a (__TEXT,__text) non-external _op_and
00007ffa182ce968 (__TEXT,__text) non-external _op_cmpl
00007ffa182ce928 (__TEXT,__text) non-external _op_div
00007ffa182ce8a4 (__TEXT,__text) non-external _op_eq
00007ffa182ce8cb (__TEXT,__text) non-external _op_ge
00007ffa182ce8be (__TEXT,__text) non-external _op_gt
00007ffa182ce8e5 (__TEXT,__text) non-external _op_le
00007ffa182ce871 (__TEXT,__text) non-external _op_logand
00007ffa182ce864 (__TEXT,__text) non-external _op_logor
00007ffa182ce8d8 (__TEXT,__text) non-external _op_lt
00007ffa182ce93e (__TEXT,__text) non-external _op_mod
00007ffa182ce91d (__TEXT,__text) non-external _op_mul
00007ffa182ce8b1 (__TEXT,__text) non-external _op_ne
00007ffa182ce95e (__TEXT,__text) non-external _op_neg
00007ffa182ce972 (__TEXT,__text) non-external _op_not
00007ffa182ce886 (__TEXT,__text) non-external _op_or
00007ffa182ce956 (__TEXT,__text) non-external _op_pos
00007ffa182ce8f2 (__TEXT,__text) non-external _op_shl
00007ffa182ce8fe (__TEXT,__text) non-external _op_shr
00007ffa182ce913 (__TEXT,__text) non-external _op_sub
00007ffa182ce890 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa182b4153 (__TEXT,__text) non-external _outputForInput
00007ffa182a0b61 (__TEXT,__text) non-external _packInto
00007ffa182bbd9c (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa182bbc00 (__TEXT,__text) non-external _parseLayout
00007ffa18277819 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa18277512 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa182f4a50 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa182f4c6e (__TEXT,__text) non-external _phase2Process
00007ffa182f4ef8 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa182f4fa5 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa182f501b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa182f5506 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa182f4f4f (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa182f50c1 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa182f52a2 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa182f5a17 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa182f4fdc (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa182762d1 (__TEXT,__text) non-external _poolAlloc
00007ffa42ef2a20 (__DATA,__bss) non-external _poolAllocators
00007ffa1827634d (__TEXT,__text) non-external _poolFree
00007ffa18276345 (__TEXT,__text) non-external _poolRealloc
00007ffa1834c730 (__TEXT,__const) non-external _pow_10.down
00007ffa1834c630 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa41d2ab60 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa1827b475 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa182b3f04 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa182c2340 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa182bc3e4 (__TEXT,__text) non-external _qualifierContextToString
00007ffa182bae3f (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa182bbf70 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa182ce97f (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa182764be (__TEXT,__text) non-external _readTOC
00007ffa182e41dc (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa18323f5e (__TEXT,__text) non-external _regEqualsFunction
00007ffa18323f56 (__TEXT,__text) non-external _regHashFunction
00007ffa182d38af (__TEXT,__text) non-external _reget_token
00007ffa1834df00 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa18357dd4 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa182b5560 (__TEXT,__text) non-external _remap
00007ffa1834e3f0 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa18319aaa (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa182ba0f5 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa182d37b0 (__TEXT,__text) non-external _scan_token
00007ffa182eed9d (__TEXT,__text) non-external _serializeASTFields
00007ffa182e9278 (__TEXT,__text) non-external _serializeAssignFields
00007ffa182ec03c (__TEXT,__text) non-external _serializeBlockFields
00007ffa182efe84 (__TEXT,__text) non-external _serializeCallFields
00007ffa182ec4c0 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa182e93a1 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa182e8ff6 (__TEXT,__text) non-external _serializeConstantFields
00007ffa182ec57c (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa182e9100 (__TEXT,__text) non-external _serializeEqualFields
00007ffa182e9049 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa182ea7e4 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa182e9072 (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa182e9864 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa182ebba4 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa182ed9cc (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa182ea836 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa182ead54 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa182ed610 (__TEXT,__text) non-external _serializeLValueFields
00007ffa182ebbcd (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa182eb0e8 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa182ea9be (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa182e90d7 (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa182e91bc (__TEXT,__text) non-external _serializeNotEqualFields
00007ffa182eca59 (__TEXT,__text) non-external _serializeOffsetFields
00007ffa182e9334 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa182ed9f5 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa182e9828 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa182ea450 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa182ea094 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa182ea0bd (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa182eb810 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa182ec9f4 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa182e934f (__TEXT,__text) non-external _serializeReadInputFields
00007ffa182ec638 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa182ea80d (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa182f0218 (__TEXT,__text) non-external _serializeStructureFields
00007ffa182e90ae (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa182eca30 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa182eb47c (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa182eed74 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa182ec661 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa182e8790 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa182e8fcd (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa182e9c20 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa182e9d01 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa182e8fa4 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa182e9378 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa182e5214 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa182e7fdc (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa182e2c76 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa182e76d0 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa182e2c40 (__TEXT,__text) non-external _serialize_GLPLayoutObject
