00007ff8027a6886 (__TEXT,__text) external _NSAddImage
                 (undefined) external _csr_check (from libsystem_kernel)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff8027a63f2 (__TEXT,__text) external _dladdr
00007ff8027a63a8 (__TEXT,__text) external _dlclose
00007ff8027a647d (__TEXT,__text) external _dlerror
00007ff8027a5fc1 (__TEXT,__text) external _dlopen
00007ff8027a6b78 (__TEXT,__text) external _dlopen_audited
00007ff8027a6b58 (__TEXT,__text) external _dlopen_from
00007ff8027a63d7 (__TEXT,__text) external _dlopen_preflight
00007ff8027a5fea (__TEXT,__text) external _dlsym
00007ff8027ced38 (__TEXT,__const) external _dyldVersionNumber
00007ff8027ced10 (__TEXT,__const) external _dyldVersionString
00007ff8027a6977 (__TEXT,__text) external _dyld_dynamic_interpose
00007ff8027acab9 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.1
00007ff8027cdab9 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.2
00007ff8027ac9f4 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.1
00007ff8027cdab9 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.2
00007ff8027a5d6b (__TEXT,__text) external _dyld_get_active_platform
00007ff8027a648f (__TEXT,__text) external _dyld_get_base_platform
00007ff8027a6a54 (__TEXT,__text) external _dyld_get_image_versions
00007ff8027a65d8 (__TEXT,__text) external _dyld_get_min_os_version
00007ff8027a6049 (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff8027a6f4e (__TEXT,__text) external _dyld_get_program_minos_version_token
00007ff8027a5d56 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff8027a6f39 (__TEXT,__text) external _dyld_get_program_sdk_version_token
00007ff8027a638d (__TEXT,__text) external _dyld_get_sdk_version
00007ff8027a5fac (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff8027accdd (__TEXT,__text) external _dyld_image_content_for_section
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_content_for_section.cold.1
00007ff8027acc79 (__TEXT,__text) external _dyld_image_content_for_segment
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_content_for_segment.cold.1
00007ff8027acd47 (__TEXT,__text) external _dyld_image_copy_uuid
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_copy_uuid.cold.1
00007ff8027ace58 (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_for_each_section_info.cold.1
00007ff8027ace0c (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_for_each_segment_info.cold.1
00007ff8027acee0 (__TEXT,__text) external _dyld_image_get_file_path
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_get_file_path.cold.1
00007ff8027acea4 (__TEXT,__text) external _dyld_image_get_installname
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_get_installname.cold.1
00007ff8027a602e (__TEXT,__text) external _dyld_image_header_containing_address
00007ff8027ad0c1 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_image_local_nlist_content_4Symbolication.cold.1
00007ff8027a5f2c (__TEXT,__text) external _dyld_image_path_containing_address
00007ff8027a69e3 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff8027a6a1b (__TEXT,__text) external _dyld_minos_at_least
00007ff8027a6a72 (__TEXT,__text) external _dyld_need_closure
00007ff8027ac311 (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_create_for_current_task.cold.1
00007ff8027ac252 (__TEXT,__text) external _dyld_process_create_for_task
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_create_for_task.cold.1
00007ff8027cdab9 (__TEXT,__text) non-external _dyld_process_create_for_task.cold.2
00007ff8027ac347 (__TEXT,__text) external _dyld_process_dispose
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_dispose.cold.1
00007ff84389ea70 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff8027a5efc (__TEXT,__text) external _dyld_process_is_restricted
00007ff8027ac423 (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_register_for_event_notification.cold.1
00007ff8027ac39b (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_register_for_image_notifications.cold.1
00007ff8027ac500 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_snapshot_create_for_process.cold.1
00007ff8027ac575 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff8027cdad1 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff8027cdaf4 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.3
00007ff8027cdab9 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.4
00007ff8027ac669 (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_snapshot_dispose.cold.1
00007ff8027ac6ba (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_snapshot_for_each_image.cold.1
00007ff8027ac758 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_snapshot_get_shared_cache.cold.1
00007ff8027ac4b7 (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_process_unregister_for_notification.cold.1
00007ff8027a6a39 (__TEXT,__text) external _dyld_program_minos_at_least
00007ff8027a605e (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff8027a69fd (__TEXT,__text) external _dyld_sdk_at_least
00007ff8027ac8c9 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_copy_uuid.cold.1
00007ff8027a69ad (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff8027a69c2 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff8027ac916 (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_for_each_file.cold.1
00007ff8027ac95f (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_for_each_image.cold.1
00007ff8027acf1c (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_for_each_subcache4Rosetta.cold.1
00007ff8027acb6f (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_for_file.cold.1
00007ff8027cdab9 (__TEXT,__text) non-external _dyld_shared_cache_for_file.cold.2
00007ff8027ac81e (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_get_base_address.cold.1
00007ff8027ac857 (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_get_mapped_size.cold.1
00007ff8027ac890 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_is_mapped_private.cold.1
00007ff8027a698f (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff8027ac7ac (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_pin_mapping.cold.1
00007ff8027a5d80 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff8027ac7e5 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff8027cdaa1 (__TEXT,__text) non-external _dyld_shared_cache_unpin_mapping.cold.1
00007ff8027acf68 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff8027a6f7e (__TEXT,__text) external _dyld_version_token_at_least
00007ff8027a6f63 (__TEXT,__text) external _dyld_version_token_get_platform
00007ff84368f230 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff84389e7d8 (__DATA,__data) non-external _features_hi32
00007ff84389e7d4 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff84389e918 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8027ced68 (__TEXT,__const) non-external (was a private external) _gHeaderAddImplicitPlatform
00007ff8027ced69 (__TEXT,__const) non-external (was a private external) _gHeaderAllowEmptyPlatform
00007ff8027ced6b (__TEXT,__const) non-external (was a private external) _gImageAssumeContentRebased
00007ff8027ced6a (__TEXT,__const) non-external (was a private external) _gImageValidateInitializers
00007ff8027a65f3 (__TEXT,__text) non-external (was a private external) _getProcessDyldInfo
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff84389e7e0 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff84389e7d0 (__DATA,__data) non-external _inited
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00007ff8027ab136 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00007ff8027ab1a8 (__TEXT,__text) external _macho_arch_name_for_mach_header
00007ff8027ab398 (__TEXT,__text) external _macho_best_slice
00007ff8027ab3d9 (__TEXT,__text) external _macho_best_slice_in_fd
00007ff8027ab0da (__TEXT,__text) external _macho_cpu_type_for_arch_name
00007ff8027ab764 (__TEXT,__text) external _macho_dylib_install_name
00007ff8027abbbf (__TEXT,__text) external _macho_for_each_defined_rpath
00007ff8027ab78d (__TEXT,__text) external _macho_for_each_dependent_dylib
00007ff8027aba4e (__TEXT,__text) external _macho_for_each_exported_symbol
00007ff8027ab876 (__TEXT,__text) external _macho_for_each_imported_symbol
00007ff8027abd3a (__TEXT,__text) external _macho_for_each_runnable_arch_name
00007ff8027ab1c7 (__TEXT,__text) external _macho_for_each_slice
00007ff8027ab208 (__TEXT,__text) external _macho_for_each_slice_in_fd
00007ff8027abcf5 (__TEXT,__text) external _macho_source_version
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _malloc_type_aligned_alloc (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir$INODE64 (from libsystem_c)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_create (from libsystem_pthread)
                 (undefined) external _pthread_detach (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r$INODE64 (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
                 (undefined) external _task_dyld_process_info_notify_register (from libsystem_kernel)
                 (undefined) external _task_info (from libsystem_kernel)
                 (undefined) external _task_map_corpse_info_64 (from libsystem_kernel)
                 (undefined) external _usleep (from libsystem_c)
                 (undefined) external _uuid_is_null (from libsystem_c)
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_copy (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
00007ff8027ae45b (__TEXT,__text) non-external (was a private external) _vm_read_safe
                 (undefined) external _vproc_swap_integer (from libxpc)
                 (undefined) external _vsnprintf (from libsystem_c)
