00007ff8027ec886 (__TEXT,__text) external _NSAddImage
00007ff8027ecbda (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff8027ec8a3 (__TEXT,__text) external __dyld_present
00007ff8027ee8e7 (__TEXT,__text) external __dyld_process_info_create
00007ff8027ef24c (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff8027ef213 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff8027ef285 (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff8027ef13b (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff8027ef0f6 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff8027ef1ab (__TEXT,__text) external __dyld_process_info_get_platform
00007ff8027ef0b2 (__TEXT,__text) external __dyld_process_info_get_state
00007ff8027f0f3f (__TEXT,__text) external __dyld_process_info_notify
00007ff8027f0ff3 (__TEXT,__text) external __dyld_process_info_notify_main
00007ff8027f1085 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff8027f1058 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff8027ef1d7 (__TEXT,__text) external __dyld_process_info_release
00007ff8027ef17f (__TEXT,__text) external __dyld_process_info_retain
00007ff8027ece56 (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff8027ece17 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff8027ece32 (__TEXT,__text) external __dyld_pseudodylib_register
00007ff8027ecd6a (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff8027ececa (__TEXT,__text) external __dyld_register_dlsym_notifier
00007ff8027ecaba (__TEXT,__text) external __dyld_register_driverkit_main
00007ff8027ebdb3 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff8027ec4d2 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff8027ebb20 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff8027ebf47 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff8027ecb3d (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff8027ecaa5 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff8027eca90 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff8027ecb22 (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff84386ca68 (__DATA,__common) external __dyld_stack_bottom
00007ff8027ecf9c (__TEXT,__text) external __dyld_stack_range
00007ff84386ca60 (__DATA,__common) external __dyld_stack_top
00007ff8027ecc31 (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff8027ecbaa (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff8027ec3c0 (__TEXT,__text) external __tlv_atexit
00007ff8027ecff3 (__TEXT,__text) external __tlv_bootstrap
00007ff8027ec97d (__TEXT,__text) non-external (was a private external) __tlv_bootstrap_error
00007ff8027ec46c (__TEXT,__text) external __tlv_exit
00007ff8027ecffb (__TEXT,__text) non-external (was a private external) __tlv_get_addr
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _arc4random_uniform (from libsystem_c)
                 (undefined) external _basename (from libsystem_c)
00007ff84386c7dc (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _csr_check (from libsystem_kernel)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff8027ec3f2 (__TEXT,__text) external _dladdr
00007ff8027ec3a8 (__TEXT,__text) external _dlclose
00007ff8027ec47d (__TEXT,__text) external _dlerror
00007ff8027ebfc1 (__TEXT,__text) external _dlopen
00007ff8027ecb78 (__TEXT,__text) external _dlopen_audited
00007ff8027ecb58 (__TEXT,__text) external _dlopen_from
00007ff8027ec3d7 (__TEXT,__text) external _dlopen_preflight
00007ff8027ebfea (__TEXT,__text) external _dlsym
00007ff802814d38 (__TEXT,__const) external _dyldVersionNumber
00007ff802814d10 (__TEXT,__const) external _dyldVersionString
00007ff8027ec977 (__TEXT,__text) external _dyld_dynamic_interpose
00007ff8027f2ab9 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff802813aa1 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.1
00007ff802813ab9 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.2
00007ff8027f29f4 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff802813aa1 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.1
00007ff802813ab9 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.2
00007ff8027ebd6b (__TEXT,__text) external _dyld_get_active_platform
00007ff8027ec48f (__TEXT,__text) external _dyld_get_base_platform
00007ff8027eca54 (__TEXT,__text) external _dyld_get_image_versions
00007ff8027ec5d8 (__TEXT,__text) external _dyld_get_min_os_version
00007ff8027ec049 (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff8027ecf4e (__TEXT,__text) external _dyld_get_program_minos_version_token
00007ff8027ebd56 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff8027ecf39 (__TEXT,__text) external _dyld_get_program_sdk_version_token
00007ff8027ec38d (__TEXT,__text) external _dyld_get_sdk_version
00007ff8027ebfac (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff8027f2cdd (__TEXT,__text) external _dyld_image_content_for_section
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_content_for_section.cold.1
00007ff8027f2c79 (__TEXT,__text) external _dyld_image_content_for_segment
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_content_for_segment.cold.1
00007ff8027f2d47 (__TEXT,__text) external _dyld_image_copy_uuid
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_copy_uuid.cold.1
00007ff8027f2e58 (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_for_each_section_info.cold.1
00007ff8027f2e0c (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_for_each_segment_info.cold.1
00007ff8027f2ee0 (__TEXT,__text) external _dyld_image_get_file_path
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_get_file_path.cold.1
00007ff8027f2ea4 (__TEXT,__text) external _dyld_image_get_installname
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_get_installname.cold.1
00007ff8027ec02e (__TEXT,__text) external _dyld_image_header_containing_address
00007ff8027f30c1 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff802813aa1 (__TEXT,__text) non-external _dyld_image_local_nlist_content_4Symbolication.cold.1
00007ff8027ebf2c (__TEXT,__text) external _dyld_image_path_containing_address
00007ff8027ec9e3 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff8027eca1b (__TEXT,__text) external _dyld_minos_at_least
00007ff8027eca72 (__TEXT,__text) external _dyld_need_closure
00007ff8027f2311 (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_create_for_current_task.cold.1
00007ff8027f2252 (__TEXT,__text) external _dyld_process_create_for_task
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_create_for_task.cold.1
00007ff802813ab9 (__TEXT,__text) non-external _dyld_process_create_for_task.cold.2
00007ff8027f2347 (__TEXT,__text) external _dyld_process_dispose
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_dispose.cold.1
00007ff84386ca70 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff8027ebefc (__TEXT,__text) external _dyld_process_is_restricted
00007ff8027f2423 (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_register_for_event_notification.cold.1
00007ff8027f239b (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_register_for_image_notifications.cold.1
00007ff8027f2500 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_snapshot_create_for_process.cold.1
00007ff8027f2575 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff802813ad1 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff802813af4 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.3
00007ff802813ab9 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.4
00007ff8027f2669 (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_snapshot_dispose.cold.1
00007ff8027f26ba (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_snapshot_for_each_image.cold.1
00007ff8027f2758 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_snapshot_get_shared_cache.cold.1
00007ff8027f24b7 (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff802813aa1 (__TEXT,__text) non-external _dyld_process_unregister_for_notification.cold.1
00007ff8027eca39 (__TEXT,__text) external _dyld_program_minos_at_least
00007ff8027ec05e (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff8027ec9fd (__TEXT,__text) external _dyld_sdk_at_least
00007ff8027f28c9 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_copy_uuid.cold.1
00007ff8027ec9ad (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff8027ec9c2 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff8027f2916 (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_for_each_file.cold.1
00007ff8027f295f (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_for_each_image.cold.1
00007ff8027f2f1c (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_for_each_subcache4Rosetta.cold.1
00007ff8027f2b6f (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_for_file.cold.1
00007ff802813ab9 (__TEXT,__text) non-external _dyld_shared_cache_for_file.cold.2
00007ff8027f281e (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_get_base_address.cold.1
00007ff8027f2857 (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_get_mapped_size.cold.1
00007ff8027f2890 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_is_mapped_private.cold.1
00007ff8027ec98f (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff8027f27ac (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_pin_mapping.cold.1
00007ff8027ebd80 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff8027f27e5 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff802813aa1 (__TEXT,__text) non-external _dyld_shared_cache_unpin_mapping.cold.1
00007ff8027f2f68 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff8027ecf7e (__TEXT,__text) external _dyld_version_token_at_least
00007ff8027ecf63 (__TEXT,__text) external _dyld_version_token_get_platform
00007ff843660270 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff84386c7d8 (__DATA,__data) non-external _features_hi32
00007ff84386c7d4 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff84386c918 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff802814d68 (__TEXT,__const) non-external (was a private external) _gHeaderAddImplicitPlatform
00007ff802814d69 (__TEXT,__const) non-external (was a private external) _gHeaderAllowEmptyPlatform
00007ff802814d6b (__TEXT,__const) non-external (was a private external) _gImageAssumeContentRebased
00007ff802814d6a (__TEXT,__const) non-external (was a private external) _gImageValidateInitializers
00007ff8027ec5f3 (__TEXT,__text) non-external (was a private external) _getProcessDyldInfo
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff84386c7e0 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff84386c7d0 (__DATA,__data) non-external _inited
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00007ff8027f1136 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00007ff8027f11a8 (__TEXT,__text) external _macho_arch_name_for_mach_header
00007ff8027f1398 (__TEXT,__text) external _macho_best_slice
00007ff8027f13d9 (__TEXT,__text) external _macho_best_slice_in_fd
00007ff8027f10da (__TEXT,__text) external _macho_cpu_type_for_arch_name
00007ff8027f1764 (__TEXT,__text) external _macho_dylib_install_name
00007ff8027f1bbf (__TEXT,__text) external _macho_for_each_defined_rpath
00007ff8027f178d (__TEXT,__text) external _macho_for_each_dependent_dylib
00007ff8027f1a4e (__TEXT,__text) external _macho_for_each_exported_symbol
00007ff8027f1876 (__TEXT,__text) external _macho_for_each_imported_symbol
00007ff8027f1d3a (__TEXT,__text) external _macho_for_each_runnable_arch_name
00007ff8027f11c7 (__TEXT,__text) external _macho_for_each_slice
00007ff8027f1208 (__TEXT,__text) external _macho_for_each_slice_in_fd
00007ff8027f1cf5 (__TEXT,__text) external _macho_source_version
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _malloc_type_aligned_alloc (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir$INODE64 (from libsystem_c)
