00007ffb43603ea8 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffb083aee0a (__TEXT,__text) non-external _macro_scan
00007ffb083893bf (__TEXT,__text) non-external _makeCopyFunction
00007ffb083d2ecb (__TEXT,__text) non-external _makeIntConstantNode
00007ffb0835113f (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ffb083af754 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffb083af69e (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffb083af5a3 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffb083af65e (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffb083527ec (__TEXT,__text) non-external _mergeTypes
00007ffb43608690 (__DATA,__bss) non-external _message
00007ffb43608680 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb42ee9b20 (__DATA_DIRTY,__data) non-external _mutex
00007ffb083939f8 (__TEXT,__text) non-external _nameTablePush
00007ffb42eeb810 (__DATA_DIRTY,__bss) non-external _nameTableSets
00007ffb083af4fc (__TEXT,__text) non-external _noop
00007ffb083b1171 (__TEXT,__text) non-external _noop
00007ffb0838b4b8 (__TEXT,__text) non-external _offsetLayout
00007ffb083ad0db (__TEXT,__text) non-external _op_add
00007ffb083ad06b (__TEXT,__text) non-external _op_and
00007ffb083ad139 (__TEXT,__text) non-external _op_cmpl
00007ffb083ad0f9 (__TEXT,__text) non-external _op_div
00007ffb083ad075 (__TEXT,__text) non-external _op_eq
00007ffb083ad09c (__TEXT,__text) non-external _op_ge
00007ffb083ad08f (__TEXT,__text) non-external _op_gt
00007ffb083ad0b6 (__TEXT,__text) non-external _op_le
00007ffb083ad042 (__TEXT,__text) non-external _op_logand
00007ffb083ad035 (__TEXT,__text) non-external _op_logor
00007ffb083ad0a9 (__TEXT,__text) non-external _op_lt
00007ffb083ad10f (__TEXT,__text) non-external _op_mod
00007ffb083ad0ee (__TEXT,__text) non-external _op_mul
00007ffb083ad082 (__TEXT,__text) non-external _op_ne
00007ffb083ad12f (__TEXT,__text) non-external _op_neg
00007ffb083ad143 (__TEXT,__text) non-external _op_not
00007ffb083ad057 (__TEXT,__text) non-external _op_or
00007ffb083ad127 (__TEXT,__text) non-external _op_pos
00007ffb083ad0c3 (__TEXT,__text) non-external _op_shl
00007ffb083ad0cf (__TEXT,__text) non-external _op_shr
00007ffb083ad0e4 (__TEXT,__text) non-external _op_sub
00007ffb083ad061 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffb08392736 (__TEXT,__text) non-external _outputForInput
00007ffb0837ea03 (__TEXT,__text) non-external _packInto
00007ffb0839a325 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffb0839a17c (__TEXT,__text) non-external _parseLayout
00007ffb0835272b (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffb0835242c (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffb083d1af0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffb083d1cd7 (__TEXT,__text) non-external _phase2Process
00007ffb083d1f64 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffb083d2011 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffb083d2087 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffb083d2565 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffb083d1fbb (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffb083d2122 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffb083d2304 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffb083d2a8a (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffb083d2048 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffb083511a9 (__TEXT,__text) non-external _poolAlloc
00007ffb42eeb830 (__DATA_DIRTY,__bss) non-external _poolAllocators
00007ffb08351225 (__TEXT,__text) non-external _poolFree
00007ffb0835121d (__TEXT,__text) non-external _poolRealloc
00007ffb08425eb0 (__TEXT,__const) non-external _pow_10.down
00007ffb08425db0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffb413a5c90 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffb0835679e (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffb083924fc (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffb083a08c0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffb0839a99e (__TEXT,__text) non-external _qualifierContextToString
00007ffb083993b3 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffb0839a4fc (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffb083ad150 (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffb0835139d (__TEXT,__text) non-external _readTOC
00007ffb083c247c (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00007ffb083ffceb (__TEXT,__text) non-external _regEqualsFunction
00007ffb083ffce3 (__TEXT,__text) non-external _regHashFunction
00007ffb083b2109 (__TEXT,__text) non-external _reget_token
00007ffb08393ba3 (__TEXT,__text) non-external _remap
00007ffb08427c20 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffb083f59a1 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffb083986a6 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffb083b2009 (__TEXT,__text) non-external _scan_token
00007ffb083cc1a9 (__TEXT,__text) non-external _serializeASTFields
00007ffb083c6e8a (__TEXT,__text) non-external _serializeAssignFields
00007ffb083c99d8 (__TEXT,__text) non-external _serializeBlockFields
00007ffb083ccfd0 (__TEXT,__text) non-external _serializeCallFields
00007ffb083c9dd4 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffb083c6fb0 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffb083c6c0e (__TEXT,__text) non-external _serializeConstantFields
00007ffb083c9e8d (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffb083c6d18 (__TEXT,__text) non-external _serializeEqualFields
00007ffb083c6c61 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffb083c82a8 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffb083c6c8a (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffb083c73e8 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffb083c9580 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffb083cb0f0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffb083c82fa (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffb083c87f0 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffb083cad68 (__TEXT,__text) non-external _serializeLValueFields
00007ffb083c95a9 (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffb083c8b54 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffb083c848c (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffb083c6cef (__TEXT,__text) non-external _serializeMethodCallFields
00007ffb083c6dd1 (__TEXT,__text) non-external _serializeNotEqualFields
00007ffb083ca335 (__TEXT,__text) non-external _serializeOffsetFields
00007ffb083c6f43 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffb083cb119 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffb083c73ac (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffb083c7f44 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffb083c7bb8 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffb083c7be1 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffb083c921c (__TEXT,__text) non-external _serializeQualifierListFields
00007ffb083ca2d0 (__TEXT,__text) non-external _serializeRawCallFields
00007ffb083c6f5e (__TEXT,__text) non-external _serializeReadInputFields
00007ffb083c9f46 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffb083c82d1 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffb083cd334 (__TEXT,__text) non-external _serializeStructureFields
00007ffb083c6cc6 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffb083ca30c (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffb083c8eb8 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffb083cc180 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffb083c9f6f (__TEXT,__text) non-external _serializeTopLevelFields
00007ffb083c6434 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffb083c6be5 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffb083c7770 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffb083c7856 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffb083c6bbc (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffb083c6f87 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffb083c3378 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffb083c5d68 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffb083c126a (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffb083c54cc (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffb083c1234 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffb083c3b84 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffb083a15ac (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffb083cd698 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffb083be940 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffb083c45ac (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffb083a10b0 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffb083567dc (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffb083b0b91 (__TEXT,__text) non-external _simple_str_getch
00007ffb083b0c60 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffb08350ebe (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffb08350e99 (__TEXT,__text) non-external _std140MatrixStride
00007ffb08350ed7 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffb08350fac (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffb08350ee2 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffb08350ecf (__TEXT,__text) non-external _std140SizeToBytes
00007ffb08350e0c (__TEXT,__text) non-external _std140TypeAlign
00007ffb08350d38 (__TEXT,__text) non-external _std140TypeSize
00007ffb083b0810 (__TEXT,__text) non-external _str_getch
00007ffb083b08f8 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffb083b0dcf (__TEXT,__text) non-external _token_pasted_str_getch
00007ffb083b0d4a (__TEXT,__text) non-external _token_pasted_str_scan
00007ffb083b0e53 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffb413a3240 (__DATA_CONST,__const) non-external _tokens
00007ffb083a4134 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffb0839285e (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffb083a3a61 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffb083d6715 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffb083a333d (__TEXT,__text) non-external _typeFromGLPBinding
00007ffb083a4750 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffb083a4208 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffb0837e8d8 (__TEXT,__text) non-external _uniqueComponentCount
00007ffb083b1530 (__TEXT,__text) non-external _unlinkScope
00007ffb413a3560 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffb413a28e0 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffb083cee18 (__TEXT,__text) non-external _writeASTNode
00007ffb083cff10 (__TEXT,__text) non-external _writeAdd
00007ffb083cf9e5 (__TEXT,__text) non-external _writeArrayAccess
00007ffb083d0ab0 (__TEXT,__text) non-external _writeArrayType
00007ffb083d02fb (__TEXT,__text) non-external _writeAssign
00007ffb083d13f9 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffb083d020f (__TEXT,__text) non-external _writeBitwiseAnd
