00000002948ce770 (__DATA,__data) non-external _.compoundliteral
00000002247c00ac (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000002247c0148 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000002247c05c0 (__TEXT,__text) non-external _phase2ProcessLValue
00000002247c0040 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000002247c01f8 (__TEXT,__text) non-external _phase2ProcessRawCall
00000002247c0394 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000002247c0aa4 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000002247c00f4 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000002247455b0 (__TEXT,__text) non-external _poolAlloc
0000000298da63f0 (__DATA_DIRTY,__bss) non-external _poolAllocators
0000000224745644 (__TEXT,__text) non-external _poolFree
000000022474563c (__TEXT,__text) non-external _poolRealloc
0000000224809770 (__TEXT,__const) non-external _pow_10.down
0000000224809670 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
000000028fddef08 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
000000022474a370 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
000000022478047c (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
000000022478cf54 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
0000000224787394 (__TEXT,__text) non-external _qualifierContextToString
00000002247861ac (__TEXT,__text) non-external _qualifierMaskToSAFlags
0000000224786f24 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000002247998cc (__TEXT,__text) non-external (was a private external) _readCPPline
0000000224745824 (__TEXT,__text) non-external _readTOC
00000002247af6d4 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00000002247e9d5c (__TEXT,__text) non-external _regEqualsFunction
00000002247e9d54 (__TEXT,__text) non-external _regHashFunction
000000022479ee8c (__TEXT,__text) non-external _reget_token
0000000224781adc (__TEXT,__text) non-external _remap
000000022480a8fc (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000002247e050c (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
0000000224785544 (__TEXT,__text) non-external _saInliningNodeReplacement
000000022479ed48 (__TEXT,__text) non-external _scan_token
00000002247b941c (__TEXT,__text) non-external _serializeASTFields
00000002247b3f0c (__TEXT,__text) non-external _serializeAssignFields
00000002247b6c1c (__TEXT,__text) non-external _serializeBlockFields
00000002247ba1e8 (__TEXT,__text) non-external _serializeCallFields
00000002247b701c (__TEXT,__text) non-external _serializeCaseStatementFields
00000002247b4098 (__TEXT,__text) non-external _serializeCommaExprFields
00000002247b3b84 (__TEXT,__text) non-external _serializeConstantFields
00000002247b70f4 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000002247b3d5c (__TEXT,__text) non-external _serializeEqualFields
00000002247b3bf8 (__TEXT,__text) non-external _serializeFieldAccessFields
00000002247b5420 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000002247b3c4c (__TEXT,__text) non-external _serializeFunctionCallFields
00000002247b4500 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000002247b6780 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000002247b8384 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000002247b54c8 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000002247b5a00 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000002247b7ff0 (__TEXT,__text) non-external _serializeLValueFields
00000002247b67c8 (__TEXT,__text) non-external _serializeLayoutPairFields
00000002247b5d60 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000002247b56a0 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000002247b3d08 (__TEXT,__text) non-external _serializeMethodCallFields
00000002247b3e34 (__TEXT,__text) non-external _serializeNotEqualFields
00000002247b7624 (__TEXT,__text) non-external _serializeOffsetFields
00000002247b3fe4 (__TEXT,__text) non-external _serializeOpAssignFields
00000002247b83cc (__TEXT,__text) non-external _serializePPStreamOpFields
00000002247b4498 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000002247b50c0 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000002247b4d0c (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000002247b4d60 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000002247b6420 (__TEXT,__text) non-external _serializeQualifierListFields
00000002247b7574 (__TEXT,__text) non-external _serializeRawCallFields
00000002247b4008 (__TEXT,__text) non-external _serializeReadInputFields
00000002247b71cc (__TEXT,__text) non-external _serializeReturnStatementFields
00000002247b5474 (__TEXT,__text) non-external _serializeStructTypeFields
00000002247ba548 (__TEXT,__text) non-external _serializeStructureFields
00000002247b3cb4 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000002247b75dc (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000002247b60c0 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000002247b93d4 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000002247b7214 (__TEXT,__text) non-external _serializeTopLevelFields
00000002247b3380 (__TEXT,__text) non-external _serializeTypeConversionFields
00000002247b3b30 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000002247b4894 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000002247b49ac (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000002247b3adc (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000002247b4050 (__TEXT,__text) non-external _serializeWriteOutputFields
00000002247b055c (__TEXT,__text) non-external _serialize_GLPASTNode
00000002247b2ce8 (__TEXT,__text) non-external _serialize_GLPBufferObject
00000002247ae574 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000002247b2464 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000002247ae518 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000002247b0c04 (__TEXT,__text) non-external _serialize_GLPLayoutPair
000000022478da24 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000002247ba8a8 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000002247ac224 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000002247b15cc (__TEXT,__text) non-external _serialize_GLPVariableObject
000000022478d524 (__TEXT,__text) non-external (was a private external) _serialize_pointer
000000022474a3d8 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
000000022479d6e8 (__TEXT,__text) non-external _simple_str_getch
000000022479d7f8 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
0000000224745270 (__TEXT,__text) non-external _std140ArrayStrideForElementType
0000000224745240 (__TEXT,__text) non-external _std140MatrixStride
0000000224745294 (__TEXT,__text) non-external _std140MinimumStructAlignment
000000022474536c (__TEXT,__text) non-external _std140PrimitiveTypeAlign
000000022474529c (__TEXT,__text) non-external _std140PrimitiveTypeSize
0000000224745290 (__TEXT,__text) non-external _std140SizeToBytes
0000000224745194 (__TEXT,__text) non-external _std140TypeAlign
00000002247450a4 (__TEXT,__text) non-external _std140TypeSize
000000022479d288 (__TEXT,__text) non-external _str_getch
000000022479d3b4 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
000000022479d9b4 (__TEXT,__text) non-external _token_pasted_str_getch
000000022479d8fc (__TEXT,__text) non-external _token_pasted_str_scan
000000022479da7c (__TEXT,__text) non-external _token_pasted_str_ungetch
000000028fddca30 (__DATA_CONST,__const) non-external _tokens
00000002247905d8 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
0000000224780860 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
000000022478fe68 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000002247c40b8 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
000000022478f6a0 (__TEXT,__text) non-external _typeFromGLPBinding
0000000224790ad8 (__TEXT,__text) non-external _typeFromGLPUniformBinding
0000000224790684 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
000000022476ebac (__TEXT,__text) non-external _uniqueComponentCount
000000022479e198 (__TEXT,__text) non-external _unlinkScope
000000029a8f0d40 (__AUTH_CONST,__const) non-external (was a private external) _unop
000000028fddb7f0 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00000002247bc540 (__TEXT,__text) non-external _writeASTNode
00000002247bd808 (__TEXT,__text) non-external _writeAdd
00000002247bd0d0 (__TEXT,__text) non-external _writeArrayAccess
00000002247be7a0 (__TEXT,__text) non-external _writeArrayType
00000002247bdde0 (__TEXT,__text) non-external _writeAssign
00000002247bf3d8 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00000002247bdc80 (__TEXT,__text) non-external _writeBitwiseAnd
00000002247bd6a8 (__TEXT,__text) non-external _writeBitwiseNot
00000002247bdcd8 (__TEXT,__text) non-external _writeBitwiseOr
00000002247bdd30 (__TEXT,__text) non-external _writeBitwiseXor
00000002247befb4 (__TEXT,__text) non-external _writeBlock
00000002247bf220 (__TEXT,__text) non-external _writeBreakStatement
00000002247bf170 (__TEXT,__text) non-external _writeCaseStatement
00000002247bdf40 (__TEXT,__text) non-external _writeCommaExpr
00000002247bd020 (__TEXT,__text) non-external _writeConstant
00000002247bd3e8 (__TEXT,__text) non-external _writeConstructorCall
00000002247bf278 (__TEXT,__text) non-external _writeContinueStatement
00000002247bf1c8 (__TEXT,__text) non-external _writeDefaultStatement
00000002247bf2d0 (__TEXT,__text) non-external _writeDiscardStatement
00000002247bd758 (__TEXT,__text) non-external _writeDivide
00000002247bdac8 (__TEXT,__text) non-external _writeEqual
00000002247bef5c (__TEXT,__text) non-external _writeExpressionStatement
00000002247bd128 (__TEXT,__text) non-external _writeFieldAccess
00000002247be7f8 (__TEXT,__text) non-external _writeFieldDeclaration
00000002247bd230 (__TEXT,__text) non-external _writeFunctionCall
00000002247be648 (__TEXT,__text) non-external _writeFunctionDefinition
00000002247be078 (__TEXT,__text) non-external _writeFunctionPrototype
00000002247bed78 (__TEXT,__text) non-external _writeGlobalTypeQualifier
00000002247bda18 (__TEXT,__text) non-external _writeGreater
00000002247bda70 (__TEXT,__text) non-external _writeGreaterEqual
00000002247bf820 (__TEXT,__text) non-external _writeIBPartialDeref
00000002247bdd88 (__TEXT,__text) non-external _writeIfExpr
00000002247bf068 (__TEXT,__text) non-external _writeIfStatement
00000002247be958 (__TEXT,__text) non-external _writeInterfaceBlock
00000002247bebcc (__TEXT,__text) non-external _writeKeywordQualifier
00000002247bf6e8 (__TEXT,__text) non-external _writeLValue
00000002247bfbb0 (__TEXT,__text) non-external _writeLayoutObject
00000002247bee44 (__TEXT,__text) non-external _writeLayoutPair
00000002247bec70 (__TEXT,__text) non-external _writeLayoutQualifier
00000002247beb74 (__TEXT,__text) non-external _writeLayoutType
00000002247bd968 (__TEXT,__text) non-external _writeLess
00000002247bd9c0 (__TEXT,__text) non-external _writeLessEqual
