00007ffc14620e80 (__TEXT,__text) non-external K256
00007ffc1470afb6 (__TEXT,__text) non-external (was a private external) _tlsext_supportedgroups_client_build
00007ffc1470af7c (__TEXT,__text) non-external (was a private external) _tlsext_supportedgroups_client_needs
00007ffc1470b2a5 (__TEXT,__text) non-external (was a private external) _tlsext_supportedgroups_client_parse
00007ffc1470b29d (__TEXT,__text) non-external (was a private external) _tlsext_supportedgroups_server_build
00007ffc1470b295 (__TEXT,__text) non-external (was a private external) _tlsext_supportedgroups_server_needs
00007ffc1470b083 (__TEXT,__text) non-external (was a private external) _tlsext_supportedgroups_server_parse
00007ffc1470d301 (__TEXT,__text) non-external (was a private external) _tlsext_versions_client_build
00007ffc1470d2e1 (__TEXT,__text) non-external (was a private external) _tlsext_versions_client_needs
00007ffc1470d4cf (__TEXT,__text) non-external (was a private external) _tlsext_versions_client_parse
00007ffc1470d4bd (__TEXT,__text) non-external (was a private external) _tlsext_versions_server_build
00007ffc1470d49d (__TEXT,__text) non-external (was a private external) _tlsext_versions_server_needs
00007ffc1470d3a5 (__TEXT,__text) non-external (was a private external) _tlsext_versions_server_parse
00007ffc146e093d (__TEXT,__text) non-external _tr_cmp
00007ffc14697f80 (__TEXT,__text) non-external _trans_cb
00007ffc1469f5c6 (__TEXT,__text) non-external _transform
00007ffc1469ef30 (__TEXT,__text) non-external _transform_3
00007ffc146279d8 (__TEXT,__text) non-external _traverse_string
00007ffc146d1f05 (__TEXT,__text) non-external _tree_add_auth_node
00007ffc146d1e79 (__TEXT,__text) non-external _tree_add_unmatched
00007ffc146d1256 (__TEXT,__text) non-external (was a private external) _tree_find_sk
00007ffc41a72270 (__DATA,__data) non-external _trstandard
00007ffc41a75eb0 (__DATA,__bss) non-external _trtable
00007ffc146e0996 (__TEXT,__text) non-external _trtable_free
00007ffc146e0a3e (__TEXT,__text) non-external _trust_1oid
00007ffc146e09e8 (__TEXT,__text) non-external _trust_1oidany
00007ffc146e064d (__TEXT,__text) non-external _trust_compat
00007ffc146c93f3 (__TEXT,__text) non-external _ts_resp_cb
00007ffc41a75be8 (__DATA,__bss) non-external _tty_in
00007ffc41a75bf8 (__DATA,__bss) non-external _tty_orig
00007ffc41a75bf0 (__DATA,__bss) non-external _tty_out
00007ffc14627b3f (__TEXT,__text) non-external _type_str
00007ffc41a71460 (__DATA,__data) non-external _ui_openssl
00007ffc146de110 (__TEXT,__text) non-external _unknown_ext_print
00007ffc14696b0d (__TEXT,__text) non-external _unsup_alg
00007ffc1469488a (__TEXT,__text) non-external _update
00007ffc146948c7 (__TEXT,__text) non-external _update
00007ffc14694904 (__TEXT,__text) non-external _update
00007ffc146949f7 (__TEXT,__text) non-external _update
00007ffc14694a34 (__TEXT,__text) non-external _update
00007ffc14694b3d (__TEXT,__text) non-external _update
00007ffc14694b6e (__TEXT,__text) non-external _update
00007ffc14694bdf (__TEXT,__text) non-external _update
00007ffc146951ed (__TEXT,__text) non-external _update
00007ffc14694c0f (__TEXT,__text) non-external _update256
00007ffc14694c4d (__TEXT,__text) non-external _update512
00007ffc14703537 (__TEXT,__text) non-external _use_certificate_chain_bio
00007ffc147033e9 (__TEXT,__text) non-external _use_certificate_chain_file
00007ffc14629d8f (__TEXT,__text) non-external (was a private external) _utctime_string_from_tm
00007ffc146d3e9f (__TEXT,__text) non-external (was a private external) _v2i_ASN1_BIT_STRING
00007ffc146d9796 (__TEXT,__text) non-external _v2i_AUTHORITY_INFO_ACCESS
00007ffc146d2087 (__TEXT,__text) non-external _v2i_AUTHORITY_KEYID
00007ffc146d3c6b (__TEXT,__text) non-external _v2i_BASIC_CONSTRAINTS
00007ffc146d9067 (__TEXT,__text) non-external _v2i_EXTENDED_KEY_USAGE
00007ffc146d2d8a (__TEXT,__text) non-external (was a private external) _v2i_GENERAL_NAME
00007ffc146d2cbc (__TEXT,__text) non-external (was a private external) _v2i_GENERAL_NAMES
00007ffc146d2da2 (__TEXT,__text) non-external (was a private external) _v2i_GENERAL_NAME_ex
00007ffc146dbd5c (__TEXT,__text) non-external _v2i_NAME_CONSTRAINTS
00007ffc146dd87c (__TEXT,__text) non-external _v2i_POLICY_CONSTRAINTS
00007ffc146ddc05 (__TEXT,__text) non-external _v2i_POLICY_MAPPINGS
00007ffc146d7cac (__TEXT,__text) non-external _v2i_crld
00007ffc146d815e (__TEXT,__text) non-external _v2i_idp
00007ffc146d2621 (__TEXT,__text) non-external _v2i_issuer_alt
00007ffc146d24c0 (__TEXT,__text) non-external _v2i_subject_alt
00007ffc41a661c0 (__DATA,__const) non-external (was a private external) _v3_akey_id
00007ffc41a662e0 (__DATA,__const) non-external (was a private external) _v3_alt
00007ffc41a66458 (__DATA,__const) non-external (was a private external) _v3_bcons
00007ffc146d477c (__TEXT,__text) non-external _v3_check_critical
00007ffc146d4801 (__TEXT,__text) non-external _v3_check_generic
00007ffc41a66618 (__DATA,__const) non-external (was a private external) _v3_cpols
00007ffc41a67ca8 (__DATA,__const) non-external (was a private external) _v3_crl_hold
00007ffc41a67c40 (__DATA,__const) non-external (was a private external) _v3_crl_invdate
00007ffc41a67890 (__DATA,__const) non-external (was a private external) _v3_crl_num
00007ffc41a66ed0 (__DATA,__const) non-external (was a private external) _v3_crl_reason
00007ffc41a669e8 (__DATA,__const) non-external (was a private external) _v3_crld
00007ffc41a678f8 (__DATA,__const) non-external (was a private external) _v3_delta_crl
00007ffc41a66f70 (__DATA,__const) non-external (was a private external) _v3_ext_ku
00007ffc41a66a50 (__DATA,__const) non-external (was a private external) _v3_freshest_crl
00007ffc146d48c6 (__TEXT,__text) non-external _v3_generic_extension
00007ffc41a66d78 (__DATA,__const) non-external (was a private external) _v3_idp
00007ffc41a67708 (__DATA,__const) non-external (was a private external) _v3_info
00007ffc41a67960 (__DATA,__const) non-external (was a private external) _v3_inhibit_anyp
00007ffc41a66578 (__DATA,__const) non-external (was a private external) _v3_key_usage
00007ffc41a67a08 (__DATA,__const) non-external (was a private external) _v3_name_constraints
00007ffc41a67390 (__DATA,__const) non-external (was a private external) _v3_ns_ia5_list
00007ffc41a66510 (__DATA,__const) non-external (was a private external) _v3_nscert
00007ffc41a66fd8 (__DATA,__const) non-external (was a private external) _v3_ocsp_accresp
00007ffc41a67bd8 (__DATA,__const) non-external (was a private external) _v3_ocsp_acutoff
00007ffc41a67b70 (__DATA,__const) non-external (was a private external) _v3_ocsp_crlid
00007ffc41a67d78 (__DATA,__const) non-external (was a private external) _v3_ocsp_nocheck
00007ffc41a67d10 (__DATA,__const) non-external (was a private external) _v3_ocsp_nonce
00007ffc41a67de0 (__DATA,__const) non-external (was a private external) _v3_ocsp_serviceloc
00007ffc41a67e48 (__DATA,__const) non-external (was a private external) _v3_pci
00007ffc41a680f8 (__DATA,__const) non-external (was a private external) _v3_pkey_usage_period
00007ffc41a68008 (__DATA,__const) non-external (was a private external) _v3_policy_constraints
00007ffc41a681e8 (__DATA,__const) non-external (was a private external) _v3_policy_mappings
00007ffc41a67770 (__DATA,__const) non-external (was a private external) _v3_sinfo
00007ffc41a68300 (__DATA,__const) non-external (was a private external) _v3_skey_id
00007ffc41a683a8 (__DATA,__const) non-external (was a private external) _v3_sxnet
00007ffc1465de6b (__TEXT,__text) non-external _value_free_hash_LHASH_DOALL_ARG
00007ffc1465de87 (__TEXT,__text) non-external _value_free_stack_LHASH_DOALL
                 (undefined) external _vasprintf (from libSystem)
00007ffc14610c20 (__TEXT,__text) non-external (was a private external) _vpaes_cbc_encrypt
00007ffc14610d00 (__TEXT,__text) non-external _vpaes_consts
00007ffc14610c00 (__TEXT,__text) non-external (was a private external) _vpaes_decrypt
00007ffc14610660 (__TEXT,__text) non-external _vpaes_decrypt_core
00007ffc14610be0 (__TEXT,__text) non-external (was a private external) _vpaes_encrypt
00007ffc14610500 (__TEXT,__text) non-external _vpaes_encrypt_core
00007ffc14610ca0 (__TEXT,__text) non-external _vpaes_preheat
00007ffc14610960 (__TEXT,__text) non-external _vpaes_schedule_192_smear
00007ffc14610800 (__TEXT,__text) non-external _vpaes_schedule_core
00007ffc146109a1 (__TEXT,__text) non-external _vpaes_schedule_low_round
00007ffc14610a70 (__TEXT,__text) non-external _vpaes_schedule_mangle
00007ffc14610980 (__TEXT,__text) non-external _vpaes_schedule_round
00007ffc14610a40 (__TEXT,__text) non-external _vpaes_schedule_transform
00007ffc14610ba0 (__TEXT,__text) non-external (was a private external) _vpaes_set_decrypt_key
00007ffc14610b70 (__TEXT,__text) non-external (was a private external) _vpaes_set_encrypt_key
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _vsyslog (from libSystem)
00007ffc146e9f55 (__TEXT,__text) non-external (was a private external) _vsyslog_r
00007ffc14729280 (__TEXT,__const) non-external _weak_keys
00007ffc146224c0 (__TEXT,__text) non-external (was a private external) _whirlpool_block
00007ffc41a58918 (__DATA,__const) non-external _whirlpool_md
00007ffc1464fe0f (__TEXT,__text) non-external _witness
                 (undefined) external _write (from libSystem)
00007ffc1463cf77 (__TEXT,__text) non-external _write_bio
00007ffc1463cf2a (__TEXT,__text) non-external _write_fp
00007ffc146b15f2 (__TEXT,__text) non-external _write_lebn
00007ffc146cefa8 (__TEXT,__text) non-external _write_string
00007ffc14661ad9 (__TEXT,__text) non-external (was a private external) _x25519_ge_add
00007ffc14660e76 (__TEXT,__text) non-external (was a private external) _x25519_ge_frombytes_vartime
00007ffc14661a27 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p2
00007ffc14661a73 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p3
00007ffc146619cb (__TEXT,__text) non-external (was a private external) _x25519_ge_p3_to_cached
00007ffc14662b78 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult
00007ffc1466217d (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_base
00007ffc14661d5a (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_small_precomp
00007ffc14661c1e (__TEXT,__text) non-external (was a private external) _x25519_ge_sub
00007ffc14660149 (__TEXT,__text) non-external (was a private external) _x25519_ge_tobytes
00007ffc14664175 (__TEXT,__text) non-external (was a private external) _x25519_public_from_private
00007ffc14721040 (__TEXT,__const) non-external _x25519_public_from_private.kMongomeryBasePoint
00007ffc14662f4c (__TEXT,__text) non-external (was a private external) _x25519_sc_reduce
00007ffc1466013f (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult
00007ffc14663be8 (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult_generic
00007ffc1463b58c (__TEXT,__text) non-external _x509_cb
00007ffc146e60be (__TEXT,__text) non-external (was a private external) _x509_check_cert_time
00007ffc146d6bd4 (__TEXT,__text) non-external (was a private external) _x509_constraints_chain
00007ffc146d6aac (__TEXT,__text) non-external (was a private external) _x509_constraints_check
00007ffc146d5f35 (__TEXT,__text) non-external (was a private external) _x509_constraints_dirname
00007ffc146d5dc6 (__TEXT,__text) non-external (was a private external) _x509_constraints_domain
00007ffc146d6748 (__TEXT,__text) non-external (was a private external) _x509_constraints_extract_constraints
00007ffc146d601c (__TEXT,__text) non-external (was a private external) _x509_constraints_extract_names
00007ffc146d5f5c (__TEXT,__text) non-external (was a private external) _x509_constraints_general_to_bytes
00007ffc146d5ef9 (__TEXT,__text) non-external (was a private external) _x509_constraints_ipaddr
00007ffc146d690f (__TEXT,__text) non-external (was a private external) _x509_constraints_match
00007ffc146d5398 (__TEXT,__text) non-external (was a private external) _x509_constraints_name_clear
00007ffc146d53fb (__TEXT,__text) non-external (was a private external) _x509_constraints_name_dup
00007ffc146d53d9 (__TEXT,__text) non-external (was a private external) _x509_constraints_name_free
00007ffc146d5384 (__TEXT,__text) non-external (was a private external) _x509_constraints_name_new
00007ffc146d555f (__TEXT,__text) non-external (was a private external) _x509_constraints_names_add
00007ffc146d54df (__TEXT,__text) non-external (was a private external) _x509_constraints_names_clear
00007ffc146d55c3 (__TEXT,__text) non-external (was a private external) _x509_constraints_names_dup
00007ffc146d553d (__TEXT,__text) non-external (was a private external) _x509_constraints_names_free
00007ffc146d54b7 (__TEXT,__text) non-external (was a private external) _x509_constraints_names_new
00007ffc146d5833 (__TEXT,__text) non-external (was a private external) _x509_constraints_parse_mailbox
00007ffc146d5d97 (__TEXT,__text) non-external (was a private external) _x509_constraints_sandns
00007ffc146d5e1e (__TEXT,__text) non-external (was a private external) _x509_constraints_uri
00007ffc146d5cc1 (__TEXT,__text) non-external (was a private external) _x509_constraints_uri_host
00007ffc146d5671 (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_domain
00007ffc146d5c97 (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_domain_constraint
00007ffc146d5693 (__TEXT,__text) non-external _x509_constraints_valid_domain_internal
00007ffc146d5772 (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_host
00007ffc146d5800 (__TEXT,__text) non-external (was a private external) _x509_constraints_valid_sandns
00007ffc146d64f8 (__TEXT,__text) non-external (was a private external) _x509_constraints_validate
00007ffc41a71498 (__DATA,__data) non-external _x509_dir_lookup
00007ffc41a714e8 (__DATA,__data) non-external _x509_file_lookup
00007ffc41a75e90 (__DATA,__bss) non-external _x509_issuer_cache
00007ffc146da38b (__TEXT,__text) non-external (was a private external) _x509_issuer_cache_add
00007ffc41a75e98 (__DATA,__bss) non-external _x509_issuer_cache_count
00007ffc146da287 (__TEXT,__text) non-external (was a private external) _x509_issuer_cache_find
00007ffc41a71f30 (__DATA,__data) non-external _x509_issuer_cache_max
00007ffc146da24b (__TEXT,__text) non-external (was a private external) _x509_issuer_cache_set_max
00007ffc146da0db (__TEXT,__text) non-external _x509_issuer_cmp
00007ffc41a71f38 (__DATA,__data) non-external _x509_issuer_lru
00007ffc146da119 (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_FIND
00007ffc146da04c (__TEXT,__text) non-external (was a private external) _x509_issuer_tree_RB_INSERT
