00007ffa42c1a500 (__DATA,__data) non-external _.compoundliteral
00007ffa19f0eab8 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa19f81120 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa19f85d40 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa19f79b00 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa43f6d0a0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa43f6d090 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa19fdfc35 (__TEXT,__text) non-external _handleResetPost
00007ffa19fdfbd5 (__TEXT,__text) non-external _handleResetPre
00007ffa19fe5490 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa19fed920 (__TEXT,__text) non-external _include_str_getch
00007ffa19fed9f5 (__TEXT,__text) non-external _include_str_ungetch
00007ffa19fe4cb1 (__TEXT,__text) non-external _initAggregateType
00007ffa19ff2922 (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa19ff2965 (__TEXT,__text) non-external _initDerefNode
00007ffa19f967a0 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa19ff28ed (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa1a014281 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa19fceb60 (__TEXT,__text) non-external _inputForOutput
00007ffa1a041d3e (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa1a041d35 (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa1a02ff69 (__TEXT,__text) non-external _iterateQualifiers
00007ffa19fee7fd (__TEXT,__text) non-external _lAddByte
00007ffa19fee06c (__TEXT,__text) non-external _lFloatConst
00007ffa19fee6d3 (__TEXT,__text) non-external _lNewBlock
00007ffa19feedb4 (__TEXT,__text) non-external _lReadByte
00007ffa19fe9d90 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa1a0107c6 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa19f0144c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa19f014a4 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa19f015a9 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa19f01620 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa19f01419 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa19f01597 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa19f0150c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa19f01452 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa19f0149e (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa19f01446 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa19f01631 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa19f01410 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa19febd10 (__TEXT,__text) non-external _macro_scan
00007ffa19fc6bfb (__TEXT,__text) non-external _makeCopyFunction
00007ffa1a010b28 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa19f9232d (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa19fec61a (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa19fec569 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa19fec473 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa19fec529 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa19f93982 (__TEXT,__text) non-external _mergeTypes
00007ffa42c1ebe0 (__DATA,__bss) non-external _message
00007ffa42c1ebd0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa42c1a488 (__DATA,__data) non-external _mutex
00007ffa19fd0dc1 (__TEXT,__text) non-external _nameTablePush
00007ffa42c1f010 (__DATA,__bss) non-external _nameTableSets
00007ffa19fec3d9 (__TEXT,__text) non-external _noop
00007ffa19fee066 (__TEXT,__text) non-external _noop
00007ffa19fc8c63 (__TEXT,__text) non-external _offsetLayout
00007ffa19fea08a (__TEXT,__text) non-external _op_add
00007ffa19fea01a (__TEXT,__text) non-external _op_and
00007ffa19fea0e8 (__TEXT,__text) non-external _op_cmpl
00007ffa19fea0a8 (__TEXT,__text) non-external _op_div
00007ffa19fea024 (__TEXT,__text) non-external _op_eq
00007ffa19fea04b (__TEXT,__text) non-external _op_ge
00007ffa19fea03e (__TEXT,__text) non-external _op_gt
00007ffa19fea065 (__TEXT,__text) non-external _op_le
00007ffa19fe9ff1 (__TEXT,__text) non-external _op_logand
00007ffa19fe9fe4 (__TEXT,__text) non-external _op_logor
00007ffa19fea058 (__TEXT,__text) non-external _op_lt
00007ffa19fea0be (__TEXT,__text) non-external _op_mod
00007ffa19fea09d (__TEXT,__text) non-external _op_mul
00007ffa19fea031 (__TEXT,__text) non-external _op_ne
00007ffa19fea0de (__TEXT,__text) non-external _op_neg
00007ffa19fea0f2 (__TEXT,__text) non-external _op_not
00007ffa19fea006 (__TEXT,__text) non-external _op_or
00007ffa19fea0d6 (__TEXT,__text) non-external _op_pos
00007ffa19fea072 (__TEXT,__text) non-external _op_shl
00007ffa19fea07e (__TEXT,__text) non-external _op_shr
00007ffa19fea093 (__TEXT,__text) non-external _op_sub
00007ffa19fea010 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa19fcfb42 (__TEXT,__text) non-external _outputForInput
00007ffa19fbc4b9 (__TEXT,__text) non-external _packInto
00007ffa19fd772c (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa19fd7598 (__TEXT,__text) non-external _parseLayout
00007ffa19f938c1 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa19f935ba (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa1a00f730 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa1a00f91a (__TEXT,__text) non-external _phase2Process
00007ffa1a00fbd4 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa1a00fc81 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa1a00fcf7 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa1a0101dc (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa1a00fc2b (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa1a00fd9b (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa1a00ff7d (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa1a0106e1 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa1a00fcb8 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa19f92392 (__TEXT,__text) non-external _poolAlloc
00007ffa42c1f030 (__DATA,__bss) non-external _poolAllocators
00007ffa19f9240e (__TEXT,__text) non-external _poolFree
00007ffa19f92406 (__TEXT,__text) non-external _poolRealloc
00007ffa1a065330 (__TEXT,__const) non-external _pow_10.down
00007ffa1a065230 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa41b0df20 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa19f9755e (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa19fcf905 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa19fddd60 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa19fd7daa (__TEXT,__text) non-external _qualifierContextToString
00007ffa19fd67d9 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa19fd7904 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa19fea0ff (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa19f9257d (__TEXT,__text) non-external _readTOC
00007ffa19fff6e0 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa1a03db8b (__TEXT,__text) non-external _regEqualsFunction
00007ffa1a03db83 (__TEXT,__text) non-external _regHashFunction
00007ffa19fef02f (__TEXT,__text) non-external _reget_token
00007ffa1a066d90 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa1a070de4 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa19fd0f6c (__TEXT,__text) non-external _remap
00007ffa1a067280 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa1a033788 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa19fd5ac2 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa19feef2e (__TEXT,__text) non-external _scan_token
00007ffa1a009c31 (__TEXT,__text) non-external _serializeASTFields
00007ffa1a0044e8 (__TEXT,__text) non-external _serializeAssignFields
00007ffa1a00715c (__TEXT,__text) non-external _serializeBlockFields
00007ffa1a00abd8 (__TEXT,__text) non-external _serializeCallFields
00007ffa1a007570 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa1a004611 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa1a004266 (__TEXT,__text) non-external _serializeConstantFields
00007ffa1a00762c (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa1a004370 (__TEXT,__text) non-external _serializeEqualFields
00007ffa1a0042b9 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa1a00598c (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa1a0042e2 (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa1a004a60 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa1a006ce4 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa1a008978 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa1a0059de (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa1a005ee4 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa1a0085d4 (__TEXT,__text) non-external _serializeLValueFields
00007ffa1a006d0d (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa1a006264 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa1a005b66 (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa1a004347 (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa1a00442c (__TEXT,__text) non-external _serializeNotEqualFields
00007ffa1a007af5 (__TEXT,__text) non-external _serializeOffsetFields
00007ffa1a0045a4 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa1a0089a1 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa1a004a24 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa1a00560c (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa1a005264 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa1a00528d (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa1a006964 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa1a007a90 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa1a0045bf (__TEXT,__text) non-external _serializeReadInputFields
00007ffa1a0076e8 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa1a0059b5 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa1a00af58 (__TEXT,__text) non-external _serializeStructureFields
00007ffa1a00431e (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa1a007acc (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa1a0065e4 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa1a009c08 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa1a007711 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa1a003a68 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa1a00423d (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa1a004e04 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa1a004ee5 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa1a004214 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa1a0045e8 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa1a0006dc (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa1a003378 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa19ffe2c6 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa1a002a6c (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa19ffe290 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa1a000f08 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa19fdea84 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa1a00b2d8 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa19ffb710 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa1a0019d4 (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa19fde550 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa19f9759c (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa19fedaaf (__TEXT,__text) non-external _simple_str_getch
00007ffa19fedb7e (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa19f920a4 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa19f9207f (__TEXT,__text) non-external _std140MatrixStride
00007ffa19f920bd (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa19f92190 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa19f920c8 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa19f920b5 (__TEXT,__text) non-external _std140SizeToBytes
00007ffa19f91ff9 (__TEXT,__text) non-external _std140TypeAlign
00007ffa19f91f2c (__TEXT,__text) non-external _std140TypeSize
00007ffa19fed754 (__TEXT,__text) non-external _str_getch
00007ffa19fed83c (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
